time,0_rod(payload_bars compound_p62G42).X,0_rod(payload_bars compound_p62G42).Y,0_rod(payload_bars compound_p62G42).Z,0_rod(payload_bars compound_p62G42).Euler1,0_rod(payload_bars compound_p62G42).Euler2,0_rod(payload_bars compound_p62G42).Euler3,0_rod(payload_bars compound_p62G42).mass,1_rod(payload_bars compound_p62G42).X,1_rod(payload_bars compound_p62G42).Y,1_rod(payload_bars compound_p62G42).Z,1_rod(payload_bars compound_p62G42).Euler1,1_rod(payload_bars compound_p62G42).Euler2,1_rod(payload_bars compound_p62G42).Euler3,1_rod(payload_bars compound_p62G42).mass,2_rod(payload_bars compound_p62G42).X,2_rod(payload_bars compound_p62G42).Y,2_rod(payload_bars compound_p62G42).Z,2_rod(payload_bars compound_p62G42).Euler1,2_rod(payload_bars compound_p62G42).Euler2,2_rod(payload_bars compound_p62G42).Euler3,2_rod(payload_bars compound_p62G42).mass,3_rod(payload_bars compound_p62G42).X,3_rod(payload_bars compound_p62G42).Y,3_rod(payload_bars compound_p62G42).Z,3_rod(payload_bars compound_p62G42).Euler1,3_rod(payload_bars compound_p62G42).Euler2,3_rod(payload_bars compound_p62G42).Euler3,3_rod(payload_bars compound_p62G42).mass,4_rod(payload_bars compound_p62G42).X,4_rod(payload_bars compound_p62G42).Y,4_rod(payload_bars compound_p62G42).Z,4_rod(payload_bars compound_p62G42).Euler1,4_rod(payload_bars compound_p62G42).Euler2,4_rod(payload_bars compound_p62G42).Euler3,4_rod(payload_bars compound_p62G42).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.6362,-0.275327,5.025,1.45639,0.347979,0.188631,-0.470252,0.00640547,-0.275327,5.025,1.45639,0.347979,0.188631,-0.470252,0.00640547,-0.275327,5.025,1.45639,0.347979,0.188631,-0.470252,0.00640547,-0.275327,5.025,1.45639,0.347979,0.188631,-0.470252,0.00640547,-0.275327,5.025,1.45639,0.347979,0.188631,-0.470252,0.00640547,-4.11836,5.36982,-1.32569,-0.0287743,-0.192074,-2.43191,0.199491,3.04712,5.36477,-0.391226,-0.0151717,-0.134331,-2.43344,0.199491,0.544367,4.80373,-0.71111,-0.016102,-0.115245,-0.866106,0.199491,0.602525,6.92528,1.49589,0.0259036,-0.154361,-0.863918,0.199491,0.382324,5.27534,1.65392,-1.56241,-0.070404,0.10255,0.199645,-0.203309,7.47665,-1.421,-1.58953,-0.0947957,0.144812,0.199491,
1.6463,-0.276245,5.01895,1.47111,0.338989,0.167337,-0.449106,0.00640547,-0.276245,5.01895,1.47111,0.338989,0.167337,-0.449106,0.00640547,-0.276245,5.01895,1.47111,0.338989,0.167337,-0.449106,0.00640547,-0.276245,5.01895,1.47111,0.338989,0.167337,-0.449106,0.00640547,-0.276245,5.01895,1.47111,0.338989,0.167337,-0.449106,0.00640547,-4.11628,5.37079,-1.32655,-0.0240565,-0.185873,-2.43312,0.199491,3.04513,5.36695,-0.394137,-0.0196941,-0.140532,-2.43349,0.199491,0.544288,4.80346,-0.71193,-0.0161922,-0.115121,-0.866169,0.199491,0.605805,6.92404,1.48868,0.0152429,-0.144667,-0.862655,0.199491,0.38405,5.28098,1.65009,-1.56039,-0.0587525,0.101863,0.199645,-0.203338,7.47715,-1.42175,-1.58943,-0.094595,0.144711,0.199491,
1.6564,-0.2766,5.01694,1.47927,0.326906,0.158788,-0.466777,0.00640547,-0.2766,5.01694,1.47927,0.326906,0.158788,-0.466777,0.00640547,-0.2766,5.01694,1.47927,0.326906,0.158788,-0.466777,0.00640547,-0.2766,5.01694,1.47927,0.326906,0.158788,-0.466777,0.00640547,-0.2766,5.01694,1.47927,0.326906,0.158788,-0.466777,0.00640547,-4.11558,5.3714,-1.32719,-0.0165843,-0.176765,-2.43467,0.199491,3.04428,5.36809,-0.395657,-0.0190887,-0.140151,-2.43393,0.199491,0.543827,4.80324,-0.712595,-0.0113525,-0.119227,-0.866792,0.199491,0.606946,6.92374,1.48469,0.0332369,-0.159586,-0.865482,0.199491,0.38494,5.28384,1.64795,-1.55961,-0.0538411,0.10162,0.199645,-0.203446,7.47768,-1.42263,-1.5901,-0.0993108,0.14471,0.199491,
1.6665,-0.277695,5.01686,1.48022,0.310901,0.133504,-0.478034,0.00640547,-0.277695,5.01686,1.48022,0.310901,0.133504,-0.478034,0.00640547,-0.277695,5.01686,1.48022,0.310901,0.133504,-0.478034,0.00640547,-0.277695,5.01686,1.48022,0.310901,0.133504,-0.478034,0.00640547,-0.277695,5.01686,1.48022,0.310901,0.133504,-0.478034,0.00640547,-4.11609,5.37162,-1.32754,-0.0115901,-0.170952,-2.4356,0.199491,3.04411,5.36824,-0.395907,-0.0177818,-0.138665,-2.43415,0.199491,0.543454,4.80312,-0.713067,-0.00724023,-0.122719,-0.867321,0.199491,0.606472,6.92426,1.48433,0.0345602,-0.160755,-0.865714,0.199491,0.384626,5.28421,1.64774,-1.56091,-0.0660397,0.101759,0.199645,-0.203766,7.47805,-1.42321,-1.58991,-0.0978576,0.144709,0.199491,
1.6766,-0.279608,5.0179,1.47388,0.291587,0.0746158,-0.452143,0.00640547,-0.279608,5.0179,1.47388,0.291587,0.0746158,-0.452143,0.00640547,-0.279608,5.0179,1.47388,0.291587,0.0746158,-0.452143,0.00640547,-0.279608,5.0179,1.47388,0.291587,0.0746158,-0.452143,0.00640547,-0.279608,5.0179,1.47388,0.291587,0.0746158,-0.452143,0.00640547,-4.11777,5.37132,-1.32743,-0.0107576,-0.170471,-2.43564,0.199491,3.04467,5.36746,-0.394921,-0.0194729,-0.140497,-2.43367,0.199491,0.543377,4.80312,-0.713203,-0.00676115,-0.123111,-0.867381,0.199491,0.604695,6.92527,1.48764,0.0159236,-0.145281,-0.862892,0.199491,0.383174,5.2821,1.64948,-1.56088,-0.0632766,0.101967,0.199645,-0.204307,7.47804,-1.42323,-1.5895,-0.0949579,0.144759,0.199491,
1.6867,-0.280262,5.02109,1.45986,0.273184,-0.00953106,-0.37765,0.00640547,-0.280262,5.02109,1.45986,0.273184,-0.00953106,-0.37765,0.00640547,-0.280262,5.02109,1.45986,0.273184,-0.00953106,-0.37765,0.00640547,-0.280262,5.02109,1.45986,0.273184,-0.00953106,-0.37765,0.00640547,-0.280262,5.02109,1.45986,0.273184,-0.00953106,-0.37765,0.00640547,-4.12024,5.37036,-1.32664,-0.011429,-0.172006,-2.43521,0.199491,3.04618,5.36569,-0.392569,-0.0172561,-0.137254,-2.43342,0.199491,0.543222,4.80331,-0.713055,-0.00665937,-0.12316,-0.867341,0.199491,0.601412,6.9266,1.49405,0.0239445,-0.152526,-0.863864,0.199491,0.381404,5.27734,1.65273,-1.56057,-0.0541726,0.102394,0.199645,-0.20492,7.47771,-1.42276,-1.58968,-0.0960545,0.144831,0.199491,
1.6968,-0.278349,5.02742,1.44037,0.265426,-0.0975682,-0.242262,0.00640547,-0.278349,5.02742,1.44037,0.265426,-0.0975682,-0.242262,0.00640547,-0.278349,5.02742,1.44037,0.265426,-0.0975682,-0.242262,0.00640547,-0.278349,5.02742,1.44037,0.265426,-0.0975682,-0.242262,0.00640547,-0.278349,5.02742,1.44037,0.265426,-0.0975682,-0.242262,0.00640547,-4.12368,5.36889,-1.32538,-0.0113323,-0.172897,-2.43475,0.199491,3.04892,5.36292,-0.388877,-0.014891,-0.133397,-2.43289,0.199491,0.543142,4.80351,-0.712891,-0.00746167,-0.122441,-0.86719,0.199491,0.596927,6.92833,1.50329,0.0364138,-0.163775,-0.865309,0.199491,0.379156,5.27013,1.65748,-1.56221,-0.0604975,0.103181,0.199645,-0.20536,7.47748,-1.42214,-1.58926,-0.0931377,0.144836,0.199491,
1.7069,-0.274508,5.03626,1.42139,0.267058,-0.176816,-0.0836847,0.00640547,-0.274508,5.03626,1.42139,0.267058,-0.176816,-0.0836847,0.00640547,-0.274508,5.03626,1.42139,0.267058,-0.176816,-0.0836847,0.00640547,-0.274508,5.03626,1.42139,0.267058,-0.176816,-0.0836847,0.00640547,-0.274508,5.03626,1.42139,0.267058,-0.176816,-0.0836847,0.00640547,-4.12839,5.36712,-1.32396,-0.0110839,-0.17399,-2.43422,0.199491,3.05293,5.35933,-0.384072,-0.0198983,-0.137902,-2.4311,0.199491,0.543444,4.8036,-0.712775,-0.0102636,-0.12007,-0.866828,0.199491,0.591435,6.93132,1.51586,0.0199611,-0.150924,-0.862168,0.199491,0.376119,5.26095,1.66382,-1.56405,-0.0659851,0.104201,0.199645,-0.205614,7.47747,-1.42163,-1.58865,-0.0885846,0.144919,0.199491,
1.717,-0.26943,5.04649,1.40537,0.278645,-0.2447,0.0715047,0.00640547,-0.26943,5.04649,1.40537,0.278645,-0.2447,0.0715047,0.00640547,-0.26943,5.04649,1.40537,0.278645,-0.2447,0.0715047,0.00640547,-0.26943,5.04649,1.40537,0.278645,-0.2447,0.0715047,0.00640547,-0.26943,5.04649,1.40537,0.278645,-0.2447,0.0715047,0.00640547,-4.13392,5.36519,-1.3225,-0.0127324,-0.177603,-2.4333,0.199491,3.05792,5.35525,-0.378517,-0.0220547,-0.138659,-2.42955,0.199491,0.543687,4.80375,-0.71261,-0.0115368,-0.119025,-0.866635,0.199491,0.584689,6.93605,1.53168,0.0133547,-0.146542,-0.860739,0.199491,0.372476,5.24984,1.67162,-1.56482,-0.0584321,0.105335,0.199645,-0.205726,7.47746,-1.42127,-1.58863,-0.0881462,0.145056,0.199491,
1.7271,-0.263629,5.05726,1.39211,0.303505,-0.297208,0.220508,0.00640547,-0.263629,5.05726,1.39211,0.303505,-0.297208,0.220508,0.00640547,-0.263629,5.05726,1.39211,0.303505,-0.297208,0.220508,0.00640547,-0.263629,5.05726,1.39211,0.303505,-0.297208,0.220508,0.00640547,-0.263629,5.05726,1.39211,0.303505,-0.297208,0.220508,0.00640547,-4.14031,5.36315,-1.32107,-0.0142591,-0.18133,-2.43236,0.199491,3.06397,5.35076,-0.372442,-0.0200486,-0.134109,-2.42846,0.199491,0.543779,4.80396,-0.712415,-0.0129335,-0.117832,-0.866415,0.199491,0.576561,6.94195,1.54982,0.0283188,-0.160629,-0.86268,0.199491,0.368332,5.23673,1.68067,-1.56662,-0.0574028,0.106719,0.199645,-0.205965,7.47733,-1.42123,-1.5884,-0.0862637,0.145137,0.199491,
1.7372,-0.258044,5.06707,1.38117,0.342011,-0.334529,0.364425,0.00640547,-0.258044,5.06707,1.38117,0.342011,-0.334529,0.364425,0.00640547,-0.258044,5.06707,1.38117,0.342011,-0.334529,0.364425,0.00640547,-0.258044,5.06707,1.38117,0.342011,-0.334529,0.364425,0.00640547,-0.258044,5.06707,1.38117,0.342011,-0.334529,0.364425,0.00640547,-4.14775,5.36089,-1.31954,-0.0135228,-0.182667,-2.43175,0.199491,3.07065,5.34567,-0.365669,-0.0236646,-0.136007,-2.42642,0.199491,0.543899,4.80404,-0.712324,-0.0141585,-0.116794,-0.866249,0.199491,0.56757,6.94854,1.57003,0.0216009,-0.156518,-0.8612,0.199491,0.363359,5.22236,1.6908,-1.56964,-0.0661137,0.108313,0.199645,-0.206351,7.4775,-1.42128,-1.588,-0.0831741,0.145264,0.199491,
1.7473,-0.252969,5.07463,1.37222,0.395166,-0.358906,0.504072,0.00640547,-0.252969,5.07463,1.37222,0.395166,-0.358906,0.504072,0.00640547,-0.252969,5.07463,1.37222,0.395166,-0.358906,0.504072,0.00640547,-0.252969,5.07463,1.37222,0.395166,-0.358906,0.504072,0.00640547,-0.252969,5.07463,1.37222,0.395166,-0.358906,0.504072,0.00640547,-4.15594,5.35827,-1.31773,-0.0113352,-0.18249,-2.43129,0.199491,3.07736,5.34,-0.358118,-0.0282836,-0.139056,-2.42407,0.199491,0.543977,4.8041,-0.712263,-0.0138268,-0.117108,-0.866271,0.199491,0.557822,6.95531,1.59176,0.00451593,-0.14367,-0.857993,0.199491,0.357598,5.20709,1.70156,-1.57154,-0.0638349,0.109919,0.199645,-0.206931,7.47794,-1.42109,-1.58781,-0.0814321,0.145476,0.199491,
1.7574,-0.248187,5.07917,1.36512,0.465131,-0.372471,0.639275,0.00640547,-0.248187,5.07917,1.36512,0.465131,-0.372471,0.639275,0.00640547,-0.248187,5.07917,1.36512,0.465131,-0.372471,0.639275,0.00640547,-0.248187,5.07917,1.36512,0.465131,-0.372471,0.639275,0.00640547,-0.248187,5.07917,1.36512,0.465131,-0.372471,0.639275,0.00640547,-4.1644,5.35536,-1.31561,-0.00859838,-0.181727,-2.43085,0.199491,3.08383,5.33393,-0.350147,-0.0283829,-0.136807,-2.42222,0.199491,0.543716,4.80431,-0.712115,-0.0121802,-0.118491,-0.86641,0.199491,0.547226,6.96153,1.61408,0.0147145,-0.154126,-0.858739,0.199491,0.351319,5.19083,1.71276,-1.57314,-0.058,0.111553,0.199645,-0.208018,7.47818,-1.42056,-1.58738,-0.0781449,0.145654,0.199491,
1.7675,-0.243994,5.08022,1.35974,0.552204,-0.378685,0.772512,0.00640547,-0.243994,5.08022,1.35974,0.552204,-0.378685,0.772512,0.00640547,-0.243994,5.08022,1.35974,0.552204,-0.378685,0.772512,0.00640547,-0.243994,5.08022,1.35974,0.552204,-0.378685,0.772512,0.00640547,-0.243994,5.08022,1.35974,0.552204,-0.378685,0.772512,0.00640547,-4.17297,5.35223,-1.31328,-0.00585233,-0.180981,-2.43034,0.199491,3.08972,5.32764,-0.342069,-0.029079,-0.13545,-2.42023,0.199491,0.543357,4.80458,-0.711911,-0.0111965,-0.119275,-0.866453,0.199491,0.536201,6.96699,1.63647,0.0188162,-0.159381,-0.858614,0.199491,0.344253,5.17429,1.72431,-1.57606,-0.0644958,0.113245,0.199645,-0.209556,7.47821,-1.41954,-1.58686,-0.0742461,0.145847,0.199491,
1.7776,-0.240501,5.07773,1.35609,0.656916,-0.380329,0.906046,0.00640547,-0.240501,5.07773,1.35609,0.656916,-0.380329,0.906046,0.00640547,-0.240501,5.07773,1.35609,0.656916,-0.380329,0.906046,0.00640547,-0.240501,5.07773,1.35609,0.656916,-0.380329,0.906046,0.00640547,-0.240501,5.07773,1.35609,0.656916,-0.380329,0.906046,0.00640547,-4.18146,5.34906,-1.31092,-0.00369379,-0.180913,-2.42972,0.199491,3.09479,5.32133,-0.334047,-0.0313034,-0.136123,-2.41802,0.199491,0.542973,4.80488,-0.711642,-0.00988003,-0.120372,-0.866533,0.199491,0.52521,6.97186,1.65835,-0.000369691,-0.144693,-0.8549,0.199491,0.336541,5.15819,1.73562,-1.57835,-0.0666904,0.114828,0.199645,-0.211355,7.47825,-1.41824,-1.58644,-0.070967,0.146125,0.199491,
1.7877,-0.237314,5.07215,1.35436,0.780373,-0.378767,1.04103,0.00640547,-0.237314,5.07215,1.35436,0.780373,-0.378767,1.04103,0.00640547,-0.237314,5.07215,1.35436,0.780373,-0.378767,1.04103,0.00640547,-0.237314,5.07215,1.35436,0.780373,-0.378767,1.04103,0.00640547,-0.237314,5.07215,1.35436,0.780373,-0.378767,1.04103,0.00640547,-4.18954,5.34605,-1.30873,-0.000278204,-0.179243,-2.42939,0.199491,3.09916,5.31528,-0.326417,-0.0296563,-0.132498,-2.41642,0.199491,0.542231,4.80519,-0.711093,-0.00577787,-0.123847,-0.866947,0.199491,0.514503,6.97617,1.67881,0.00377619,-0.149927,-0.854679,0.199491,0.329036,5.14289,1.74617,-1.57958,-0.0603549,0.116274,0.199645,-0.213327,7.47826,-1.4169,-1.58601,-0.0675812,0.146402,0.199491,
1.7978,-0.234309,5.06413,1.35481,0.921868,-0.376688,1.18055,0.00640547,-0.234309,5.06413,1.35481,0.921868,-0.376688,1.18055,0.00640547,-0.234309,5.06413,1.35481,0.921868,-0.376688,1.18055,0.00640547,-0.234309,5.06413,1.35481,0.921868,-0.376688,1.18055,0.00640547,-0.234309,5.06413,1.35481,0.921868,-0.376688,1.18055,0.00640547,-4.19684,5.34329,-1.30671,0.00288605,-0.177649,-2.42909,0.199491,3.10289,5.30979,-0.319545,-0.0269395,-0.127875,-2.41512,0.199491,0.541393,4.80552,-0.710398,-0.00110785,-0.127779,-0.867446,0.199491,0.504659,6.97986,1.6972,0.0134812,-0.159763,-0.855442,0.199491,0.322037,5.12899,1.75572,-1.58184,-0.0646613,0.117639,0.199645,-0.215337,7.47815,-1.41554,-1.5858,-0.0657624,0.146659,0.199491,
1.8079,-0.231583,5.0546,1.3577,1.07779,-0.378644,1.32922,0.00640547,-0.231583,5.0546,1.3577,1.07779,-0.378644,1.32922,0.00640547,-0.231583,5.0546,1.3577,1.07779,-0.378644,1.32922,0.00640547,-0.231583,5.0546,1.3577,1.07779,-0.378644,1.32922,0.00640547,-0.231583,5.0546,1.3577,1.07779,-0.378644,1.32922,0.00640547,-4.20295,5.34085,-1.30488,0.0032791,-0.178978,-2.4284,0.199491,3.10587,5.30507,-0.313674,-0.0272684,-0.127084,-2.41365,0.199491,0.540885,4.80581,-0.709721,0.000214612,-0.128876,-0.867538,0.199491,0.496346,6.98284,1.71302,-0.00447538,-0.145544,-0.852114,0.199491,0.31575,5.11717,1.76401,-1.58357,-0.0673741,0.118741,0.199645,-0.217074,7.47803,-1.41417,-1.58548,-0.0633224,0.146898,0.199491,
1.818,-0.228882,5.04515,1.36356,1.24132,-0.388287,1.49199,0.00640547,-0.228882,5.04515,1.36356,1.24132,-0.388287,1.49199,0.00640547,-0.228882,5.04515,1.36356,1.24132,-0.388287,1.49199,0.00640547,-0.228882,5.04515,1.36356,1.24132,-0.388287,1.49199,0.00640547,-0.228882,5.04515,1.36356,1.24132,-0.388287,1.49199,0.00640547,-4.20745,5.33887,-1.30333,0.00226893,-0.181484,-2.42761,0.199491,3.10811,5.3014,-0.308649,-0.0272684,-0.126117,-2.41255,0.199491,0.540525,4.80609,-0.708958,0.00199194,-0.13039,-0.867693,0.199491,0.48995,6.98496,1.7255,-0.00171955,-0.148913,-0.852022,0.199491,0.310942,5.10786,1.77065,-1.58394,-0.0613662,0.119559,0.199645,-0.218298,7.47787,-1.41277,-1.58521,-0.0612946,0.1471,0.199491,
1.8281,-0.226979,5.03715,1.37269,1.39944,-0.414158,1.67454,0.00640547,-0.226979,5.03715,1.37269,1.39944,-0.414158,1.67454,0.00640547,-0.226979,5.03715,1.37269,1.39944,-0.414158,1.67454,0.00640547,-0.226979,5.03715,1.37269,1.39944,-0.414158,1.67454,0.00640547,-0.226979,5.03715,1.37269,1.39944,-0.414158,1.67454,0.00640547,-4.21028,5.33753,-1.30225,0.000593655,-0.184281,-2.42689,0.199491,3.10962,5.29885,-0.304725,-0.0296757,-0.128156,-2.41148,0.199491,0.540383,4.80632,-0.708266,0.00530493,-0.133259,-0.868069,0.199491,0.485723,6.98621,1.73408,0.00964954,-0.159472,-0.853363,0.199491,0.307835,5.1017,1.77528,-1.58517,-0.0652039,0.120239,0.199645,-0.218887,7.47777,-1.41149,-1.58517,-0.0608079,0.147301,0.199491,
1.8382,-0.227108,5.03117,1.38507,1.53339,-0.463974,1.88015,0.00640547,-0.227108,5.03117,1.38507,1.53339,-0.463974,1.88015,0.00640547,-0.227108,5.03117,1.38507,1.53339,-0.463974,1.88015,0.00640547,-0.227108,5.03117,1.38507,1.53339,-0.463974,1.88015,0.00640547,-0.227108,5.03117,1.38507,1.53339,-0.463974,1.88015,0.00640547,-4.2115,5.33691,-1.30177,-0.00196707,-0.187648,-2.42622,0.199491,3.11035,5.29754,-0.302655,-0.0324479,-0.130995,-2.41073,0.199491,0.540573,4.80638,-0.70764,0.00622075,-0.134119,-0.868176,0.199491,0.483827,6.98662,1.73825,-0.0073235,-0.145221,-0.850564,0.199491,0.306213,5.09869,1.77759,-1.58565,-0.0662816,0.120572,0.199645,-0.218925,7.47778,-1.41079,-1.58499,-0.0592932,0.147453,0.199491,
1.8483,-0.229733,5.02676,1.40046,1.62374,-0.535356,2.11041,0.00640547,-0.229733,5.02676,1.40046,1.62374,-0.535356,2.11041,0.00640547,-0.229733,5.02676,1.40046,1.62374,-0.535356,2.11041,0.00640547,-0.229733,5.02676,1.40046,1.62374,-0.535356,2.11041,0.00640547,-0.229733,5.02676,1.40046,1.62374,-0.535356,2.11041,0.00640547,-4.21087,5.33697,-1.30175,-0.00544331,-0.191546,-2.42559,0.199491,3.11003,5.29767,-0.302528,-0.0295445,-0.127731,-2.41115,0.199491,0.540589,4.80647,-0.706943,0.00742582,-0.135193,-0.868313,0.199491,0.484254,6.98633,1.73799,-0.00159824,-0.150186,-0.851465,0.199491,0.306402,5.09893,1.7775,-1.58502,-0.061478,0.120506,0.199645,-0.218681,7.47747,-1.41037,-1.58521,-0.0605817,0.147493,0.199491,
1.8584,-0.235404,5.02311,1.4185,1.6545,-0.616037,2.3692,0.00640547,-0.235404,5.02311,1.4185,1.6545,-0.616037,2.3692,0.00640547,-0.235404,5.02311,1.4185,1.6545,-0.616037,2.3692,0.00640547,-0.235404,5.02311,1.4185,1.6545,-0.616037,2.3692,0.00640547,-0.235404,5.02311,1.4185,1.6545,-0.616037,2.3692,0.00640547,-4.20859,5.33764,-1.30216,-0.00993382,-0.196141,-2.42494,0.199491,3.1087,5.29922,-0.304031,-0.0277696,-0.126124,-2.41185,0.199491,0.540645,4.80653,-0.706292,0.00604815,-0.134063,-0.868112,0.199491,0.486807,6.98512,1.73319,0.00923745,-0.159137,-0.853388,0.199491,0.308271,5.10261,1.77516,-1.58504,-0.0656607,0.120199,0.199645,-0.218227,7.47705,-1.41014,-1.58523,-0.0609382,0.147436,0.199491,
1.8685,-0.24408,5.01929,1.43884,1.61813,-0.685694,2.66076,0.00640547,-0.24408,5.01929,1.43884,1.61813,-0.685694,2.66076,0.00640547,-0.24408,5.01929,1.43884,1.61813,-0.685694,2.66076,0.00640547,-0.24408,5.01929,1.43884,1.61813,-0.685694,2.66076,0.00640547,-0.24408,5.01929,1.43884,1.61813,-0.685694,2.66076,0.00640547,-4.20491,5.33892,-1.30304,-0.013672,-0.199446,-2.42462,0.199491,3.10629,5.30195,-0.306829,-0.0300613,-0.129584,-2.41237,0.199491,0.540866,4.80642,-0.70596,0.00417574,-0.132561,-0.867893,0.199491,0.491438,6.98279,1.72412,-0.00659162,-0.144762,-0.85132,0.199491,0.311443,5.10968,1.77066,-1.58402,-0.0649424,0.119586,0.199645,-0.21745,7.4769,-1.41022,-1.58532,-0.0617649,0.147391,0.199491,
1.8786,-0.254651,5.01907,1.44942,1.55769,-0.686394,2.94093,0.00640547,-0.254651,5.01907,1.44942,1.55769,-0.686394,2.94093,0.00640547,-0.254651,5.01907,1.44942,1.55769,-0.686394,2.94093,0.00640547,-0.254651,5.01907,1.44942,1.55769,-0.686394,2.94093,0.00640547,-0.254651,5.01907,1.44942,1.55769,-0.686394,2.94093,0.00640547,-4.20001,5.34083,-1.30441,-0.0147523,-0.199315,-2.42502,0.199491,3.10262,5.30558,-0.311073,-0.0283907,-0.128955,-2.41367,0.199491,0.540963,4.80626,-0.705827,0.00452471,-0.132961,-0.867982,0.199491,0.497755,6.97951,1.71116,0.00203578,-0.151296,-0.852997,0.199491,0.315927,5.11955,1.76428,-1.58256,-0.0628912,0.118728,0.199645,-0.216453,7.47677,-1.41062,-1.58568,-0.0641297,0.147336,0.199491,
1.8887,-0.258893,5.02732,1.44075,1.55888,-0.636132,3.12744,0.00640547,-0.258893,5.02732,1.44075,1.55888,-0.636132,3.12744,0.00640547,-0.258893,5.02732,1.44075,1.55888,-0.636132,3.12744,0.00640547,-0.258893,5.02732,1.44075,1.55888,-0.636132,3.12744,0.00640547,-0.258893,5.02732,1.44075,1.55888,-0.636132,3.12744,0.00640547,-4.19408,5.34311,-1.30599,-0.015013,-0.197938,-2.42571,0.199491,3.09843,5.31019,-0.316793,-0.0241981,-0.125627,-2.4156,0.199491,0.540934,4.80613,-0.705803,0.00395351,-0.132507,-0.867944,0.199491,0.505254,6.97526,1.69477,0.0133964,-0.159849,-0.855315,0.199491,0.320883,5.1313,1.75571,-1.58129,-0.0648902,0.117613,0.199645,-0.215669,7.4764,-1.41123,-1.58582,-0.0651218,0.147163,0.199491,
1.8988,-0.258269,5.03243,1.43433,1.55139,-0.587026,-2.97155,0.00640547,-0.258269,5.03243,1.43433,1.55139,-0.587026,-2.97155,0.00640547,-0.258269,5.03243,1.43433,1.55139,-0.587026,-2.97155,0.00640547,-0.258269,5.03243,1.43433,1.55139,-0.587026,-2.97155,0.00640547,-0.258269,5.03243,1.43433,1.55139,-0.587026,-2.97155,0.00640547,-4.18734,5.3456,-1.30782,-0.0160771,-0.197253,-2.42631,0.199491,3.09337,5.31555,-0.323649,-0.0218242,-0.124718,-2.41752,0.199491,0.540847,4.8059,-0.705964,0.00314679,-0.131804,-0.867897,0.199491,0.514054,6.9708,1.6762,-0.000612948,-0.146262,-0.853862,0.199491,0.326792,5.14506,1.74629,-1.5793,-0.0636077,0.116264,0.199645,-0.214764,7.47616,-1.4121,-1.58619,-0.0683823,0.146914,0.199491,
1.9089,-0.252775,5.03411,1.43041,1.52865,-0.542689,-2.78795,0.00640547,-0.252775,5.03411,1.43041,1.52865,-0.542689,-2.78795,0.00640547,-0.252775,5.03411,1.43041,1.52865,-0.542689,-2.78795,0.00640547,-0.252775,5.03411,1.43041,1.52865,-0.542689,-2.78795,0.00640547,-0.252775,5.03411,1.43041,1.52865,-0.542689,-2.78795,0.00640547,-4.1799,5.34839,-1.30989,-0.0175697,-0.196866,-2.42693,0.199491,3.08803,5.32138,-0.330982,-0.0195456,-0.123999,-2.41957,0.199491,0.541035,4.80568,-0.706122,0.000652711,-0.129681,-0.867631,0.199491,0.52378,6.96613,1.65606,0.00563,-0.149978,-0.855534,0.199491,0.333448,5.16009,1.73588,-1.57717,-0.0623671,0.114779,0.199645,-0.213826,7.47599,-1.41309,-1.58655,-0.0710938,0.14672,0.199491,
1.919,-0.243865,5.03238,1.42877,1.49092,-0.500279,-2.60972,0.00640547,-0.243865,5.03238,1.42877,1.49092,-0.500279,-2.60972,0.00640547,-0.243865,5.03238,1.42877,1.49092,-0.500279,-2.60972,0.00640547,-0.243865,5.03238,1.42877,1.49092,-0.500279,-2.60972,0.00640547,-0.243865,5.03238,1.42877,1.49092,-0.500279,-2.60972,0.00640547,-4.17173,5.35138,-1.31212,-0.0196059,-0.196911,-2.42751,0.199491,3.08278,5.32738,-0.338642,-0.0179965,-0.124124,-2.42159,0.199491,0.541225,4.8054,-0.706345,0.00064017,-0.129716,-0.867704,0.199491,0.534034,6.961,1.63477,0.020492,-0.161051,-0.858573,0.199491,0.34029,5.1756,1.72505,-1.57534,-0.0637846,0.113291,0.199645,-0.21224,7.47593,-1.41414,-1.58686,-0.0737334,0.146461,0.199491,
