tgDataLogger2 started logging at time 01232019_205758, with 1 sensors on 1 senseable objects.
time,0_rod(rod).X,0_rod(rod).Y,0_rod(rod).Z,0_rod(rod).Euler1,0_rod(rod).Euler2,0_rod(rod).Euler3,0_rod(rod).mass,
0.1,2,5.50999,4,0,-0,0,6.43518,
0.2,2.00056,5.50003,4.00006,-5.03524e-05,0.000119484,-1.18124e-06,6.43518,
0.3,2.00035,5.5,4.00007,-2.6057e-07,0.000135069,-1.4736e-07,6.43518,
0.4,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
0.5,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
0.6,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
0.7,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
0.8,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
0.9,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
1,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
1.1,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
1.2,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
1.3,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
1.4,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
1.5,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
1.6,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
1.7,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
1.8,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
1.9,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
2,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
2.1,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47849e-07,6.43518,
2.2,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
2.3,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
2.4,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
2.5,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
2.6,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
2.7,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
2.8,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
2.9,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
3,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
3.1,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
3.2,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
3.3,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
3.4,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
3.5,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
3.6,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
3.7,2.00035,5.5,4.00007,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
3.8,1.93555,5.83861,4.04984,-2.61569e-07,0.000135069,-1.4785e-07,6.43518,
3.9,1.86953,6.2167,4.09666,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
4,1.86953,6.2167,4.09666,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
4.1,1.69228,6.5431,4.14148,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
4.2,1.23393,6.92013,4.20142,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
4.3,1.11953,6.86163,4.21389,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
4.4,1.11953,5.80068,4.21389,-2.6157e-07,0.000135069,-1.47848e-07,6.43518,
4.5,1.0855,5.50497,4.22675,0.00835234,-0.00940329,0.00197967,6.43518,
4.6,1.13186,5.50181,4.22238,-0.00307409,-0.0206337,-0.000224853,6.43518,
4.7,1.14725,5.504,4.21648,-0.00687,-0.0319159,-2.01522e-05,6.43518,
4.8,1.09037,5.50429,4.21151,0.00733542,-0.0428847,-0.00134374,6.43518,
4.9,1.11268,5.5008,4.22141,0.00129566,-0.0536091,-0.000407818,6.43518,
5,1.1488,5.50456,4.23076,-0.00742678,-0.0637989,0.00313177,6.43518,
5.1,1.10257,5.50318,4.20448,0.00476945,-0.0739182,-0.00302084,6.43518,
5.2,1.10409,5.50238,4.21148,0.00343344,-0.0839491,-0.00243499,6.43518,
5.3,1.14087,5.50454,4.24191,-0.00591948,-0.0938248,0.00572048,6.43518,
5.4,1.11411,5.50209,4.20516,0.00230196,-0.103724,-0.00299122,6.43518,
5.5,1.10608,5.50313,4.20136,0.00320744,-0.113735,-0.00465247,6.43518,
5.6,1.12873,5.50431,4.24733,-0.00337321,-0.123976,0.00706092,6.43518,
5.7,1.12162,5.50129,4.20958,0.000706862,-0.134404,-0.00219019,6.43518,
5.8,1.11446,5.5034,4.19552,0.00145552,-0.145131,-0.00585731,6.43518,
5.9,1.11569,5.50408,4.24708,-0.00046688,-0.156073,0.0070969,6.43518,
6,1.12506,5.50094,4.21384,-0.000113515,-0.167187,-0.00159315,6.43518,
6.1,1.12488,5.50337,4.19591,-0.000940653,-0.178625,-0.00552639,6.43518,
6.2,1.10398,5.50396,4.24188,0.00241185,-0.190076,0.00594715,6.43518,
6.3,1.12731,5.5011,4.21607,-0.000930125,-0.201489,-0.00146558,6.43518,
6.4,1.13309,5.50309,4.20223,-0.00299331,-0.212601,-0.00375873,6.43518,
6.5,1.09584,5.50394,4.23312,0.00491024,-0.223933,0.00371553,6.43518,
6.6,1.13141,5.50167,4.2185,-0.00240963,-0.23543,-0.00106303,6.43518,
6.7,1.13521,5.50249,4.21107,-0.00376104,-0.247102,-0.00125041,6.43518,
6.8,1.09234,5.50389,4.22115,0.00653466,-0.258857,0.000543947,6.43518,
6.9,1.13584,5.50247,4.22436,-0.00434612,-0.270702,0.000598333,6.43518,
7,1.12997,5.50141,4.21722,-0.0024693,-0.282702,0.000556063,6.43518,
7.1,1.09605,5.50361,4.20947,0.00642201,-0.2944,-0.00263954,6.43518,
7.2,1.13628,5.50323,4.23366,-0.00548168,-0.306106,0.00347938,6.43518,
7.3,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
7.4,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
7.5,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
7.6,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
7.7,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
7.8,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
7.9,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
8,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
8.1,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
8.2,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
8.3,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
8.4,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
8.5,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
8.6,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
8.7,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
8.8,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
8.9,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
9,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
9.1,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
9.2,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
9.3,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
9.4,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
9.5,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
9.6,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
9.7,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
9.8,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
9.9,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
10,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
10.1,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
10.2,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
10.3,1.13989,5.50371,4.23466,-0.00629931,-0.308998,0.00408886,6.43518,
