time,0_rod(payload_bars compound_1YBflR).X,0_rod(payload_bars compound_1YBflR).Y,0_rod(payload_bars compound_1YBflR).Z,0_rod(payload_bars compound_1YBflR).Euler1,0_rod(payload_bars compound_1YBflR).Euler2,0_rod(payload_bars compound_1YBflR).Euler3,0_rod(payload_bars compound_1YBflR).mass,1_rod(payload_bars compound_1YBflR).X,1_rod(payload_bars compound_1YBflR).Y,1_rod(payload_bars compound_1YBflR).Z,1_rod(payload_bars compound_1YBflR).Euler1,1_rod(payload_bars compound_1YBflR).Euler2,1_rod(payload_bars compound_1YBflR).Euler3,1_rod(payload_bars compound_1YBflR).mass,2_rod(payload_bars compound_1YBflR).X,2_rod(payload_bars compound_1YBflR).Y,2_rod(payload_bars compound_1YBflR).Z,2_rod(payload_bars compound_1YBflR).Euler1,2_rod(payload_bars compound_1YBflR).Euler2,2_rod(payload_bars compound_1YBflR).Euler3,2_rod(payload_bars compound_1YBflR).mass,3_rod(payload_bars compound_1YBflR).X,3_rod(payload_bars compound_1YBflR).Y,3_rod(payload_bars compound_1YBflR).Z,3_rod(payload_bars compound_1YBflR).Euler1,3_rod(payload_bars compound_1YBflR).Euler2,3_rod(payload_bars compound_1YBflR).Euler3,3_rod(payload_bars compound_1YBflR).mass,4_rod(sense_bar compound_1YBflR).X,4_rod(sense_bar compound_1YBflR).Y,4_rod(sense_bar compound_1YBflR).Z,4_rod(sense_bar compound_1YBflR).Euler1,4_rod(sense_bar compound_1YBflR).Euler2,4_rod(sense_bar compound_1YBflR).Euler3,4_rod(sense_bar compound_1YBflR).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.2423,-0.400792,9.95718,-1.00291,0.0595734,0.0941626,1.74316,0.24652,-0.400792,9.95718,-1.00291,0.0595734,0.0941626,1.74316,0.24652,-0.400792,9.95718,-1.00291,0.0595734,0.0941626,1.74316,0.24652,-0.400792,9.95718,-1.00291,0.0595734,0.0941626,1.74316,0.24652,-0.400792,9.95718,-1.00291,0.0595734,0.0941626,1.74316,0.24652,-1.12899,9.91025,-0.949772,0.0482297,0.121927,-0.614409,0.0593527,0.348084,10.003,-1.0971,0.0392623,0.133371,-0.615512,0.0593527,-0.471932,10.5623,-1.44889,0.0839845,0.0941902,0.95266,0.0593527,-0.309347,9.35098,-0.598603,0.0639506,0.0799707,0.950244,0.0593527,-0.411098,9.52232,-1.62794,2.26125,1.4035,-2.50713,0.0593527,-0.36987,10.3903,-0.418813,2.16673,1.37797,-2.60008,0.0593527,
1.2524,-0.417287,10.1236,-1.04068,0.0516419,0.100561,1.5619,0.24652,-0.417287,10.1236,-1.04068,0.0516419,0.100561,1.5619,0.24652,-0.417287,10.1236,-1.04068,0.0516419,0.100561,1.5619,0.24652,-0.417287,10.1236,-1.04068,0.0516419,0.100561,1.5619,0.24652,-0.417287,10.1236,-1.04068,0.0516419,0.100561,1.5619,0.24652,-1.14561,10.0827,-0.987909,0.0907685,0.0622163,-0.791031,0.0593527,0.332385,10.1561,-1.13572,0.0192059,0.132302,-0.797969,0.0593527,-0.485603,10.6384,-1.58933,0.085608,0.113327,0.772442,0.0593527,-0.32482,9.60071,-0.534404,0.112692,0.140841,0.77561,0.0593527,-0.418953,9.58394,-1.57914,3.04149,1.47046,-1.72084,0.0593527,-0.392973,10.655,-0.544397,2.7761,1.46092,-1.98329,0.0593527,
1.2625,-0.432725,10.2805,-1.07957,0.0357246,0.0978218,1.37345,0.24652,-0.432725,10.2805,-1.07957,0.0357246,0.0978218,1.37345,0.24652,-0.432725,10.2805,-1.07957,0.0357246,0.0978218,1.37345,0.24652,-0.432725,10.2805,-1.07957,0.0357246,0.0978218,1.37345,0.24652,-0.432725,10.2805,-1.07957,0.0357246,0.0978218,1.37345,0.24652,-1.16151,10.2438,-1.02537,0.063404,0.0844994,-0.972569,0.0593527,0.31734,10.3003,-1.1733,0.095729,0.0620782,-0.970207,0.0593527,-0.500136,10.6885,-1.71145,0.0275025,0.0551855,0.58703,0.0593527,-0.343945,9.85576,-0.487338,0.0321475,0.0621769,0.587635,0.0593527,-0.427869,9.65269,-1.51231,-2.03942,1.36736,-0.515592,0.0593527,-0.416257,10.8916,-0.68626,-1.94027,1.32295,-0.418753,0.0593527,
1.2726,-0.449122,10.4263,-1.11887,0.0233251,0.0896308,1.19204,0.24652,-0.449122,10.4263,-1.11887,0.0233251,0.0896308,1.19204,0.24652,-0.449122,10.4263,-1.11887,0.0233251,0.0896308,1.19204,0.24652,-0.449122,10.4263,-1.11887,0.0233251,0.0896308,1.19204,0.24652,-0.449122,10.4263,-1.11887,0.0233251,0.0896308,1.19204,0.24652,-1.17773,10.3965,-1.06349,-0.000777828,0.11046,-1.15894,0.0593527,0.301674,10.4351,-1.20922,0.0828707,0.0733891,-1.15125,0.0593527,-0.511764,10.7149,-1.81398,0.0212889,0.0465872,0.406851,0.0593527,-0.362353,10.116,-0.45953,0.00557827,0.0099485,0.40567,0.0593527,-0.436641,9.73164,-1.43183,-1.76409,1.14976,-0.240139,0.0593527,-0.438376,11.0989,-0.841363,-1.76037,1.13802,-0.235589,0.0593527,
1.2827,-0.464701,10.5628,-1.15835,0.0134578,0.08733,1.01638,0.24652,-0.464701,10.5628,-1.15835,0.0134578,0.08733,1.01638,0.24652,-0.464701,10.5628,-1.15835,0.0134578,0.08733,1.01638,0.24652,-0.464701,10.5628,-1.15835,0.0134578,0.08733,1.01638,0.24652,-0.464701,10.5628,-1.15835,0.0134578,0.08733,1.01638,0.24652,-1.19416,10.5381,-1.105,0.0294654,0.0899539,-1.33668,0.0593527,0.286845,10.5584,-1.24248,-0.024787,0.102536,-1.34188,0.0593527,-0.523772,10.7202,-1.89471,0.0356781,0.115367,0.226972,0.0593527,-0.383216,10.3766,-0.452843,0.0348602,0.111858,0.226895,0.0593527,-0.446969,9.823,-1.34135,-1.70301,1.00475,-0.172713,0.0593527,-0.460137,11.2739,-1.00573,-1.71954,1.05002,-0.186532,0.0593527,
1.2928,-0.48107,10.6885,-1.19803,0.00267074,0.0842609,0.835555,0.24652,-0.48107,10.6885,-1.19803,0.00267074,0.0842609,0.835555,0.24652,-0.48107,10.6885,-1.19803,0.00267074,0.0842609,0.835555,0.24652,-0.48107,10.6885,-1.19803,0.00267074,0.0842609,0.835555,0.24652,-0.48107,10.6885,-1.19803,0.00267074,0.0842609,0.835555,0.24652,-1.2104,10.6697,-1.14753,0.0526555,0.0841237,-1.51498,0.0593527,0.271294,10.6736,-1.27367,-0.0277606,0.0881387,-1.52188,0.0593527,-0.533187,10.7111,-1.95117,0.0198467,0.108977,0.0453543,0.0593527,-0.403883,10.6325,-0.470376,0.0210153,0.134645,0.0453824,0.0593527,-0.458012,9.92807,-1.2455,-1.66627,0.857825,-0.130369,0.0593527,-0.480152,11.4155,-1.17569,-1.66522,0.844198,-0.128456,0.0593527,
1.3029,-0.496662,10.8039,-1.23807,-0.006435,0.0734529,0.650546,0.24652,-0.496662,10.8039,-1.23807,-0.006435,0.0734529,0.650546,0.24652,-0.496662,10.8039,-1.23807,-0.006435,0.0734529,0.650546,0.24652,-0.496662,10.8039,-1.23807,-0.006435,0.0734529,0.650546,0.24652,-0.496662,10.8039,-1.23807,-0.006435,0.0734529,0.650546,0.24652,-1.22675,10.7909,-1.19015,-0.0138309,0.0774931,-1.70008,0.0593527,0.256324,10.7802,-1.30459,0.0545624,0.0861056,-1.69448,0.0593527,-0.54322,10.6916,-1.98351,0.0156966,0.0268791,-0.135123,0.0593527,-0.426681,10.879,-0.511197,0.0162576,0.022876,-0.135362,0.0593527,-0.470794,10.0474,-1.14826,-1.63476,0.63478,-0.0956739,0.0593527,-0.499383,11.5232,-1.3466,-1.62988,0.58766,-0.0924642,0.0593527,
1.313,-0.512848,10.9089,-1.27829,-0.0134129,0.0608618,0.469654,0.24652,-0.512848,10.9089,-1.27829,-0.0134129,0.0608618,0.469654,0.24652,-0.512848,10.9089,-1.27829,-0.0134129,0.0608618,0.469654,0.24652,-0.512848,10.9089,-1.27829,-0.0134129,0.0608618,0.469654,0.24652,-0.512848,10.9089,-1.27829,-0.0134129,0.0608618,0.469654,0.24652,-1.24286,10.9012,-1.23417,-0.0291568,0.0638285,-1.8812,0.0593527,0.240692,10.8777,-1.33389,0.0351794,0.0839424,-1.87645,0.0593527,-0.551949,10.6646,-1.99186,0.0117306,0.0342079,-0.315771,0.0593527,-0.448728,11.1136,-0.576355,0.0198022,0.00956924,-0.315909,0.0593527,-0.484436,10.1812,-1.05388,-1.61817,0.446452,-0.074245,0.0593527,-0.516917,11.5972,-1.51375,-1.62119,0.469858,-0.0746435,0.0593527,
1.3231,-0.528567,11.0038,-1.31864,-0.0198581,0.0507917,0.292203,0.24652,-0.528567,11.0038,-1.31864,-0.0198581,0.0507917,0.292203,0.24652,-0.528567,11.0038,-1.31864,-0.0198581,0.0507917,0.292203,0.24652,-0.528567,11.0038,-1.31864,-0.0198581,0.0507917,0.292203,0.24652,-0.528567,11.0038,-1.31864,-0.0198581,0.0507917,0.292203,0.24652,-1.25927,10.9997,-1.27987,0.0164977,0.0765564,-2.05866,0.0593527,0.225656,10.9665,-1.36109,-0.0506044,0.0408018,-2.06259,0.0593527,-0.561264,10.6346,-1.97672,-0.024698,0.0924462,-0.498655,0.0593527,-0.471679,11.3318,-0.664382,-0.0258276,0.0945008,-0.498918,0.0593527,-0.499905,10.3279,-0.967114,-1.6105,0.312255,-0.0574338,0.0593527,-0.533382,11.6385,-1.6738,-1.61299,0.345042,-0.0577281,0.0593527,
1.3332,-0.544674,11.0881,-1.35893,-0.0246866,0.039694,0.112171,0.24652,-0.544674,11.0881,-1.35893,-0.0246866,0.039694,0.112171,0.24652,-0.544674,11.0881,-1.35893,-0.0246866,0.039694,0.112171,0.24652,-0.544674,11.0881,-1.35893,-0.0246866,0.039694,0.112171,0.24652,-0.544674,11.0881,-1.35893,-0.0246866,0.039694,0.112171,0.24652,-1.27541,11.0874,-1.32621,-0.00653974,0.059375,-2.24033,0.0593527,0.209977,11.0476,-1.38768,-0.0474637,0.0267299,-2.24208,0.0593527,-0.569644,10.6068,-1.94043,-0.0236448,0.0630138,-0.678319,0.0593527,-0.494134,11.5283,-0.77376,-0.0336983,0.0754487,-0.679091,0.0593527,-0.516564,10.4865,-0.891751,-1.60214,0.118214,-0.0420809,0.0593527,-0.548089,11.6487,-1.82243,-1.60148,0.0799947,-0.0411064,0.0593527,
1.3433,-0.560343,11.1619,-1.39911,-0.0262872,0.0253468,-0.0699995,0.24652,-0.560343,11.1619,-1.39911,-0.0262872,0.0253468,-0.0699995,0.24652,-0.560343,11.1619,-1.39911,-0.0262872,0.0253468,-0.0699995,0.24652,-0.560343,11.1619,-1.39911,-0.0262872,0.0253468,-0.0699995,0.24652,-0.560343,11.1619,-1.39911,-0.0262872,0.0253468,-0.0699995,0.24652,-1.29154,11.1643,-1.37304,-0.0467138,0.0101802,-2.42157,0.0593527,0.194688,11.1205,-1.41468,0.00486862,0.0688548,-2.41952,0.0593527,-0.579064,10.5843,-1.88546,0.0243163,0.00255586,-0.856937,0.0593527,-0.517212,11.7,-0.901739,0.0297924,-0.002146,-0.857378,0.0593527,-0.534927,10.6539,-0.831356,-1.59723,-0.100993,-0.0282453,0.0593527,-0.561648,11.6302,-1.95575,-1.59708,-0.123543,-0.0278127,0.0593527,
1.3534,-0.576362,11.2254,-1.43944,-0.0248739,0.0115953,-0.250379,0.24652,-0.576362,11.2254,-1.43944,-0.0248739,0.0115953,-0.250379,0.24652,-0.576362,11.2254,-1.43944,-0.0248739,0.0115953,-0.250379,0.24652,-0.576362,11.2254,-1.43944,-0.0248739,0.0115953,-0.250379,0.24652,-0.576362,11.2254,-1.43944,-0.0248739,0.0115953,-0.250379,0.24652,-1.30761,11.2292,-1.41998,-0.0242124,0.02512,-2.60132,0.0593527,0.178844,11.1851,-1.44055,-0.00400983,0.0581581,-2.60048,0.0593527,-0.588532,10.5698,-1.81415,0.00496572,0.0118785,-1.03792,0.0593527,-0.538798,11.8441,-1.04628,0.0218347,0.00193537,-1.03791,0.0593527,-0.554426,10.8278,-0.78954,-1.59649,-0.247345,-0.014526,0.0593527,-0.573568,11.5867,-2.07067,-1.59794,-0.209158,-0.0132801,0.0593527,
1.3635,-0.592028,11.2786,-1.47937,-0.0227209,-0.00185215,-0.429243,0.24652,-0.592028,11.2786,-1.47937,-0.0227209,-0.00185215,-0.429243,0.24652,-0.592028,11.2786,-1.47937,-0.0227209,-0.00185215,-0.429243,0.24652,-0.592028,11.2786,-1.47937,-0.0227209,-0.00185215,-0.429243,0.24652,-0.592028,11.2786,-1.47937,-0.0227209,-0.00185215,-0.429243,0.24652,-1.32355,11.2821,-1.46744,-0.00976858,0.0479437,-2.78113,0.0593527,0.163299,11.2422,-1.46652,-0.0359495,-0.0214199,-2.78147,0.0593527,-0.599512,10.5663,-1.73048,-0.0564212,0.0272598,-1.21922,0.0593527,-0.56018,11.9581,-1.20357,-0.0589017,0.0281583,-1.21961,0.0593527,-0.575356,11.0037,-0.768582,-1.59768,-0.403146,0.000509767,0.0593527,-0.58465,11.5205,-2.16538,-1.59814,-0.396975,0.00115103,0.0593527,
1.3736,-0.608026,11.3214,-1.51926,-0.0180464,-0.0146488,-0.608958,0.24652,-0.608026,11.3214,-1.51926,-0.0180464,-0.0146488,-0.608958,0.24652,-0.608026,11.3214,-1.51926,-0.0180464,-0.0146488,-0.608958,0.24652,-0.608026,11.3214,-1.51926,-0.0180464,-0.0146488,-0.608958,0.24652,-0.608026,11.3214,-1.51926,-0.0180464,-0.0146488,-0.608958,0.24652,-1.33958,11.3239,-1.51456,-0.0231068,-0.013481,-2.96139,0.0593527,0.147275,11.2912,-1.49299,-0.0274165,-0.0378039,-2.96128,0.0593527,-0.610508,10.5756,-1.63847,-0.0265297,0.00266904,-1.39854,0.0593527,-0.580122,12.0393,-1.36917,-0.0375269,0.00458407,-1.3986,0.0593527,-0.597085,11.1787,-0.77053,-1.60262,-0.628341,0.017079,0.0593527,-0.59441,11.4362,-2.23722,-1.60478,-0.669249,0.0192804,0.0593527,
1.3837,-0.623593,11.3539,-1.55849,-0.0105727,-0.0269852,-0.789659,0.24652,-0.623593,11.3539,-1.55849,-0.0105727,-0.0269852,-0.789659,0.24652,-0.623593,11.3539,-1.55849,-0.0105727,-0.0269852,-0.789659,0.24652,-0.623593,11.3539,-1.55849,-0.0105727,-0.0269852,-0.789659,0.24652,-0.623593,11.3539,-1.55849,-0.0105727,-0.0269852,-0.789659,0.24652,-1.35518,11.3542,-1.56167,-0.0161828,-0.0476427,-3.14153,0.0593527,0.131412,11.3319,-1.521,-0.0161313,0.0174366,-3.14152,0.0593527,-0.623457,10.5987,-1.5424,0.0443266,-0.0108794,-1.57916,0.0593527,-0.599892,12.0873,-1.53965,0.051504,-0.0107898,-1.57964,0.0593527,-0.62005,11.3478,-0.796325,-1.61448,-0.814166,0.0395808,0.0593527,-0.603526,11.3383,-2.28561,-1.61488,-0.810852,0.0402708,0.0593527,
1.3938,-0.639554,11.3761,-1.59777,-0.00116156,-0.0378534,-0.970487,0.24652,-0.639554,11.3761,-1.59777,-0.00116156,-0.0378534,-0.970487,0.24652,-0.639554,11.3761,-1.59777,-0.00116156,-0.0378534,-0.970487,0.24652,-0.639554,11.3761,-1.59777,-0.00116156,-0.0378534,-0.970487,0.24652,-0.639554,11.3761,-1.59777,-0.00116156,-0.0378534,-0.970487,0.24652,-1.37108,11.3727,-1.60742,-0.0130066,-0.00439854,2.96138,0.0593527,0.115205,11.3647,-1.54946,-0.015516,0.0106939,2.96137,0.0593527,-0.637085,10.6362,-1.4462,0.0155529,-0.0188924,-1.7595,0.0593527,-0.617278,12.1011,-1.71038,0.0323059,-0.0156814,-1.75996,0.0593527,-0.643423,11.5069,-0.846874,-1.62957,-0.944499,0.0658908,0.0593527,-0.611664,11.2309,-2.30983,-1.62762,-0.913079,0.0652994,0.0593527,
1.4039,-0.655094,11.3883,-1.63655,0.0102053,-0.0473035,-1.15096,0.24652,-0.655094,11.3883,-1.63655,0.0102053,-0.0473035,-1.15096,0.24652,-0.655094,11.3883,-1.63655,0.0102053,-0.0473035,-1.15096,0.24652,-0.655094,11.3883,-1.63655,0.0102053,-0.0473035,-1.15096,0.24652,-0.655094,11.3883,-1.63655,0.0102053,-0.0473035,-1.15096,0.24652,-1.38646,11.3797,-1.65235,-0.00813758,-0.0136934,2.78132,0.0593527,0.0989832,11.3892,-1.57947,0.0102791,-0.0626968,2.78063,0.0593527,-0.65299,10.6875,-1.35487,-0.0360049,-0.0482264,-1.93771,0.0593527,-0.633989,12.0814,-1.87708,-0.038686,-0.0492582,-1.93771,0.0593527,-0.667395,11.6513,-0.921159,-1.67021,-1.13762,0.116534,0.0593527,-0.619853,11.1174,-2.31081,-1.67554,-1.15259,0.121801,0.0593527,
1.414,-0.671041,11.3903,-1.67488,0.0233415,-0.0543646,-1.33098,0.24652,-0.671041,11.3903,-1.67488,0.0233415,-0.0543646,-1.33098,0.24652,-0.671041,11.3903,-1.67488,0.0233415,-0.0543646,-1.33098,0.24652,-0.671041,11.3903,-1.67488,0.0233415,-0.0543646,-1.33098,0.24652,-0.671041,11.3903,-1.67488,0.0233415,-0.0543646,-1.33098,0.24652,-1.40217,11.3757,-1.69648,0.0268943,-0.071596,2.59984,0.0593527,0.082575,11.4048,-1.61141,0.0310732,-0.0782891,2.59952,0.0593527,-0.669287,10.7513,-1.27213,0.0094108,-0.0444707,-2.1194,0.0593527,-0.648685,12.0292,-2.03552,0.00194283,-0.0490293,-2.11928,0.0593527,-0.6912,11.7774,-1.01863,-1.81505,-1.35699,0.269433,0.0593527,-0.627623,11.0032,-2.28902,-1.85848,-1.38254,0.312866,0.0593527,
1.4241,-0.686534,11.3823,-1.71277,0.0372036,-0.0595254,-1.51145,0.24652,-0.686534,11.3823,-1.71277,0.0372036,-0.0595254,-1.51145,0.24652,-0.686534,11.3823,-1.71277,0.0372036,-0.0595254,-1.51145,0.24652,-0.686534,11.3823,-1.71277,0.0372036,-0.0595254,-1.51145,0.24652,-0.686534,11.3823,-1.71277,0.0372036,-0.0595254,-1.51145,0.24652,-1.41735,11.3607,-1.73894,0.0341665,-0.0648397,2.41931,0.0593527,0.066121,11.4113,-1.64534,0.0090656,-0.0362508,2.42058,0.0593527,-0.687836,10.826,-1.20191,0.0694872,-0.00982114,-2.30168,0.0593527,-0.662915,11.9462,-2.18209,0.0751119,-0.00476118,-2.30189,0.0593527,-0.715336,11.8807,-1.13673,-2.37698,-1.48662,0.84199,0.0593527,-0.635653,10.8915,-2.24746,-2.24024,-1.47329,0.706248,0.0593527,
1.4342,-0.702436,11.3643,-1.75031,0.0521037,-0.0628118,-1.69312,0.24652,-0.702436,11.3643,-1.75031,0.0521037,-0.0628118,-1.69312,0.24652,-0.702436,11.3643,-1.75031,0.0521037,-0.0628118,-1.69312,0.24652,-0.702436,11.3643,-1.75031,0.0521037,-0.0628118,-1.69312,0.24652,-0.702436,11.3643,-1.75031,0.0521037,-0.0628118,-1.69312,0.24652,-1.43283,11.3348,-1.77956,0.0133303,-0.0388036,2.24033,0.0593527,0.0495311,11.4087,-1.68165,0.00952499,-0.0355343,2.24046,0.0593527,-0.707216,10.9086,-1.14804,0.049149,-0.0410164,-2.48164,0.0593527,-0.674723,11.8351,-2.31283,0.0582059,-0.0293312,-2.48222,0.0593527,-0.7388,11.9577,-1.27337,2.23227,-1.45682,2.5267,0.0593527,-0.643811,10.7863,-2.18777,2.32217,-1.46802,2.43821,0.0593527,
1.4443,-0.717964,11.3365,-1.78761,0.0678208,-0.0623952,-1.87448,0.24652,-0.717964,11.3365,-1.78761,0.0678208,-0.0623952,-1.87448,0.24652,-0.717964,11.3365,-1.78761,0.0678208,-0.0623952,-1.87448,0.24652,-0.717964,11.3365,-1.78761,0.0678208,-0.0623952,-1.87448,0.24652,-0.717964,11.3365,-1.78761,0.0678208,-0.0623952,-1.87448,0.24652,-1.44796,11.2985,-1.81837,0.0512449,-0.0595851,2.05863,0.0593527,0.0328627,11.3967,-1.71996,0.0704107,-0.0698194,2.05739,0.0593527,-0.728636,10.9959,-1.11353,0.032539,-0.0960011,-2.66031,0.0593527,-0.685777,11.6992,-2.42483,0.0310955,-0.0987502,-2.66021,0.0593527,-0.761804,12.0056,-1.42485,1.83547,-1.24762,2.93239,0.0593527,-0.65296,10.6893,-2.11339,1.82241,-1.2242,2.94522,0.0593527,
1.4544,-0.733833,11.2989,-1.82429,0.083519,-0.0589721,-2.05443,0.24652,-0.733833,11.2989,-1.82429,0.083519,-0.0589721,-2.05443,0.24652,-0.733833,11.2989,-1.82429,0.083519,-0.0589721,-2.05443,0.24652,-0.733833,11.2989,-1.82429,0.083519,-0.0589721,-2.05443,0.24652,-0.733833,11.2989,-1.82429,0.083519,-0.0589721,-2.05443,0.24652,-1.46318,11.2519,-1.8559,0.0998317,-0.0707087,1.87551,0.0593527,0.0160908,11.374,-1.76061,0.104904,-0.0721549,1.87515,0.0593527,-0.750456,11.0846,-1.10023,0.0679856,-0.0558947,-2.8426,0.0593527,-0.695281,11.5415,-2.51605,0.0660306,-0.0622276,-2.84277,0.0593527,-0.783697,12.0218,-1.58822,1.76565,-1.05589,3.01193,0.0593527,-0.66276,10.6044,-2.02821,1.76468,-1.04567,3.01354,0.0593527,
1.4645,-0.749396,11.2515,-1.8608,0.0982169,-0.0541791,-2.23473,0.24652,-0.749396,11.2515,-1.8608,0.0982169,-0.0541791,-2.23473,0.24652,-0.749396,11.2515,-1.8608,0.0982169,-0.0541791,-2.23473,0.24652,-0.749396,11.2515,-1.8608,0.0982169,-0.0541791,-2.23473,0.24652,-0.749396,11.2515,-1.8608,0.0982169,-0.0541791,-2.23473,0.24652,-1.47828,11.1957,-1.89118,0.0776827,-0.0575047,1.69684,0.0593527,-0.000614135,11.3411,-1.80355,0.0707282,-0.0565644,1.69723,0.0593527,-0.773752,11.1707,-1.11031,0.0897887,0.00668802,-3.02387,0.0593527,-0.70441,11.3663,-2.58435,0.0907232,0.0146427,-3.02394,0.0593527,-0.804927,12.0049,-1.75853,1.74645,-0.92263,3.04415,0.0593527,-0.673582,10.5319,-1.93632,1.7509,-0.943805,3.04115,0.0593527,
1.4746,-0.765224,11.1945,-1.897,0.112554,-0.0471303,-2.41636,0.24652,-0.765224,11.1945,-1.897,0.112554,-0.0471303,-2.41636,0.24652,-0.765224,11.1945,-1.897,0.112554,-0.0471303,-2.41636,0.24652,-0.765224,11.1945,-1.897,0.112554,-0.0471303,-2.41636,0.24652,-0.765224,11.1945,-1.897,0.112554,-0.0471303,-2.41636,0.24652,-1.49338,11.1298,-1.92437,0.0717926,-0.0542074,1.51734,0.0593527,-0.0174163,11.297,-1.84916,0.0627158,-0.0545109,1.51782,0.0593527,-0.797634,11.249,-1.14438,0.0962422,-0.038131,3.07894,0.0593527,-0.712076,11.1781,-2.62899,0.09547,-0.0259193,3.07873,0.0593527,-0.8247,11.9534,-1.93208,1.7295,-0.738119,3.07322,0.0593527,-0.685545,10.4736,-1.84158,1.73048,-0.738175,3.0733,0.0593527,
1.4847,-0.780879,11.1276,-1.93313,0.125055,-0.0358949,-2.59708,0.24652,-0.780879,11.1276,-1.93313,0.125055,-0.0358949,-2.59708,0.24652,-0.780879,11.1276,-1.93313,0.125055,-0.0358949,-2.59708,0.24652,-0.780879,11.1276,-1.93313,0.125055,-0.0358949,-2.59708,0.24652,-0.780879,11.1276,-1.93313,0.125055,-0.0358949,-2.59708,0.24652,-1.50853,11.0547,-1.95588,0.129855,-0.0402155,1.33482,0.0593527,-0.0341182,11.242,-1.89653,0.122596,-0.0420588,1.33511,0.0593527,-0.822431,11.3159,-1.20286,0.121299,-0.0860421,2.89777,0.0593527,-0.719324,10.9811,-2.64962,0.121942,-0.0885961,2.89759,0.0593527,-0.843192,11.868,-2.10416,1.71935,-0.515025,3.09575,0.0593527,-0.69905,10.4289,-1.74809,1.71891,-0.492336,3.09655,0.0593527,
1.4948,-0.796686,11.0514,-1.96891,0.135289,-0.0224503,-2.77619,0.24652,-0.796686,11.0514,-1.96891,0.135289,-0.0224503,-2.77619,0.24652,-0.796686,11.0514,-1.96891,0.135289,-0.0224503,-2.77619,0.24652,-0.796686,11.0514,-1.96891,0.135289,-0.0224503,-2.77619,0.24652,-0.796686,11.0514,-1.96891,0.135289,-0.0224503,-2.77619,0.24652,-1.52355,10.9706,-1.9862,0.146456,-0.0247374,1.15434,0.0593527,-0.0509744,11.1752,-1.94553,0.160123,-0.0185295,1.15405,0.0593527,-0.847187,11.3673,-1.28473,0.119172,-0.0247641,2.7181,0.0593527,-0.726224,10.7788,-2.64689,0.121246,-0.0293619,2.71787,0.0593527,-0.860127,11.7483,-2.27066,1.71851,-0.358436,3.11238,0.0593527,-0.713852,10.3976,-1.66117,1.7193,-0.359969,3.11279,0.0593527,
1.5049,-0.812414,10.9654,-2.00473,0.144264,-0.00879721,-2.95602,0.24652,-0.812414,10.9654,-2.00473,0.144264,-0.00879721,-2.95602,0.24652,-0.812414,10.9654,-2.00473,0.144264,-0.00879721,-2.95602,0.24652,-0.812414,10.9654,-2.00473,0.144264,-0.00879721,-2.95602,0.24652,-0.812414,10.9654,-2.00473,0.144264,-0.00879721,-2.95602,0.24652,-1.53876,10.8782,-2.01484,0.118215,-0.0335381,0.975156,0.0593527,-0.0675419,11.0964,-1.99615,0.133289,-0.0232606,0.974722,0.0593527,-0.872066,11.3986,-1.38902,0.097561,0.0314179,2.53747,0.0593527,-0.733318,10.5762,-2.62196,0.0932475,0.0376451,2.53719,0.0593527,-0.875846,11.5968,-2.42718,1.7204,-0.211713,3.12875,0.0593527,-0.729986,10.3777,-1.5839,1.72127,-0.228949,3.12923,0.0593527,
1.515,-0.828222,10.8698,-2.04057,0.151088,0.00642706,-3.13683,0.24652,-0.828222,10.8698,-2.04057,0.151088,0.00642706,-3.13683,0.24652,-0.828222,10.8698,-2.04057,0.151088,0.00642706,-3.13683,0.24652,-0.828222,10.8698,-2.04057,0.151088,0.00642706,-3.13683,0.24652,-0.828222,10.8698,-2.04057,0.151088,0.00642706,-3.13683,0.24652,-1.55395,10.7775,-2.04197,0.135248,-0.0156512,0.795083,0.0593527,-0.0841254,11.0049,-2.04823,0.118426,-0.0319324,0.79548,0.0593527,-0.896876,11.4058,-1.51282,0.136926,-0.00152778,2.35787,0.0593527,-0.740252,10.377,-2.57746,0.129445,0.00597739,2.35772,0.0593527,-0.889968,11.4147,-2.5699,1.72419,0.00484849,-3.13748,0.0593527,-0.747612,10.3679,-1.52045,1.72491,0.0142144,-3.13683,0.0593527,
