time,0_rod(payload_bars compound_bgKi3l).X,0_rod(payload_bars compound_bgKi3l).Y,0_rod(payload_bars compound_bgKi3l).Z,0_rod(payload_bars compound_bgKi3l).Euler1,0_rod(payload_bars compound_bgKi3l).Euler2,0_rod(payload_bars compound_bgKi3l).Euler3,0_rod(payload_bars compound_bgKi3l).mass,1_rod(payload_bars compound_bgKi3l).X,1_rod(payload_bars compound_bgKi3l).Y,1_rod(payload_bars compound_bgKi3l).Z,1_rod(payload_bars compound_bgKi3l).Euler1,1_rod(payload_bars compound_bgKi3l).Euler2,1_rod(payload_bars compound_bgKi3l).Euler3,1_rod(payload_bars compound_bgKi3l).mass,2_rod(payload_bars compound_bgKi3l).X,2_rod(payload_bars compound_bgKi3l).Y,2_rod(payload_bars compound_bgKi3l).Z,2_rod(payload_bars compound_bgKi3l).Euler1,2_rod(payload_bars compound_bgKi3l).Euler2,2_rod(payload_bars compound_bgKi3l).Euler3,2_rod(payload_bars compound_bgKi3l).mass,3_rod(payload_bars compound_bgKi3l).X,3_rod(payload_bars compound_bgKi3l).Y,3_rod(payload_bars compound_bgKi3l).Z,3_rod(payload_bars compound_bgKi3l).Euler1,3_rod(payload_bars compound_bgKi3l).Euler2,3_rod(payload_bars compound_bgKi3l).Euler3,3_rod(payload_bars compound_bgKi3l).mass,4_rod(payload_bars compound_bgKi3l).X,4_rod(payload_bars compound_bgKi3l).Y,4_rod(payload_bars compound_bgKi3l).Z,4_rod(payload_bars compound_bgKi3l).Euler1,4_rod(payload_bars compound_bgKi3l).Euler2,4_rod(payload_bars compound_bgKi3l).Euler3,4_rod(payload_bars compound_bgKi3l).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
8.3931,62.6474,11.6205,41.6694,1.56152,-0.00783406,-0.703173,4000.24,62.6474,11.6205,41.6694,1.56152,-0.00783406,-0.703173,4000.24,62.6474,11.6205,41.6694,1.56152,-0.00783406,-0.703173,4000.24,62.6474,11.6205,41.6694,1.56152,-0.00783406,-0.703173,4000.24,62.6474,11.6205,41.6694,1.56152,-0.00783406,-0.703173,4000.24,51.3829,1.65899,37.1243,1.6049,-0.0516005,-0.780608,0.199491,50.8905,10.3916,37.5372,-0.377511,-0.961311,2.94731,0.199491,50.0085,7.20028,37.2059,0.659457,-0.729434,-1.94968,0.199491,52.2382,8.75006,37.9301,1.68538,0.170422,-2.30336,0.199491,50.6315,7.69809,39.9709,-3.06989,-0.0585866,3.0785,0.199645,53.4185,6.13369,36.8326,0.152389,-0.324141,0.329702,0.199491,
8.4032,62.6476,11.6205,41.669,1.56152,-0.0078342,-0.703206,4000.24,62.6476,11.6205,41.669,1.56152,-0.0078342,-0.703206,4000.24,62.6476,11.6205,41.669,1.56152,-0.0078342,-0.703206,4000.24,62.6476,11.6205,41.669,1.56152,-0.0078342,-0.703206,4000.24,62.6476,11.6205,41.669,1.56152,-0.0078342,-0.703206,4000.24,51.3844,1.65906,37.1227,1.60086,-0.0475336,-0.780706,0.199491,50.8989,10.3869,37.5408,-0.37471,-0.960324,2.94594,0.199491,50.0265,7.1886,37.2171,0.65569,-0.733388,-1.95174,0.199491,52.239,8.7496,37.9289,1.6854,0.170367,-2.3034,0.199491,50.6322,7.69745,39.9696,-3.0701,-0.0574677,3.07865,0.199645,53.4187,6.13414,36.8321,0.151566,-0.326173,0.329744,0.199491,
8.4133,62.6478,11.6205,41.6686,1.56152,-0.00783517,-0.703238,4000.24,62.6478,11.6205,41.6686,1.56152,-0.00783517,-0.703238,4000.24,62.6478,11.6205,41.6686,1.56152,-0.00783517,-0.703238,4000.24,62.6478,11.6205,41.6686,1.56152,-0.00783517,-0.703238,4000.24,62.6478,11.6205,41.6686,1.56152,-0.00783517,-0.703238,4000.24,51.3861,1.65917,37.1214,1.59653,-0.0431773,-0.780802,0.199491,50.9045,10.3839,37.5433,-0.372809,-0.959658,2.94493,0.199491,50.0386,7.18037,37.2248,0.654933,-0.735675,-1.95427,0.199491,52.2394,8.74921,37.928,1.68551,0.170354,-2.30344,0.199491,50.6326,7.69684,39.9686,-3.07024,-0.0563078,3.07874,0.199645,53.4187,6.13452,36.8318,0.15137,-0.326497,0.329611,0.199491,
8.4234,62.648,11.6205,41.6682,1.56152,-0.00783569,-0.703269,4000.24,62.648,11.6205,41.6682,1.56152,-0.00783569,-0.703269,4000.24,62.648,11.6205,41.6682,1.56152,-0.00783569,-0.703269,4000.24,62.648,11.6205,41.6682,1.56152,-0.00783569,-0.703269,4000.24,62.648,11.6205,41.6682,1.56152,-0.00783569,-0.703269,4000.24,51.3873,1.65929,37.1205,1.59204,-0.0386673,-0.780768,0.199491,50.9029,10.3845,37.5403,-0.373909,-0.959735,2.9457,0.199491,50.0348,7.18305,37.2197,0.659056,-0.734188,-1.9559,0.199491,52.2398,8.74874,37.9271,1.6855,0.17022,-2.30349,0.199491,50.6329,7.69613,39.9677,-3.07047,-0.0530683,3.07878,0.199645,53.4188,6.1349,36.8314,0.151227,-0.326682,0.329467,0.199491,
8.4335,62.6482,11.6205,41.6678,1.56152,-0.00783657,-0.703301,4000.24,62.6482,11.6205,41.6678,1.56152,-0.00783657,-0.703301,4000.24,62.6482,11.6205,41.6678,1.56152,-0.00783657,-0.703301,4000.24,62.6482,11.6205,41.6678,1.56152,-0.00783657,-0.703301,4000.24,62.6482,11.6205,41.6678,1.56152,-0.00783657,-0.703301,4000.24,51.3886,1.65936,37.1228,1.58285,-0.0294273,-0.780152,0.199491,50.8968,10.3876,37.5347,-0.376663,-0.960121,2.94727,0.199491,50.0201,7.19413,37.2081,0.663291,-0.730564,-1.95447,0.199491,52.2403,8.74797,37.9262,1.68567,0.170182,-2.30353,0.199491,50.6332,7.69516,39.9668,-3.07061,-0.0516422,3.07886,0.199645,53.4189,6.13528,36.8311,0.151147,-0.326696,0.329304,0.199491,
8.4436,62.6484,11.6205,41.6674,1.56152,-0.00783679,-0.703334,4000.24,62.6484,11.6205,41.6674,1.56152,-0.00783679,-0.703334,4000.24,62.6484,11.6205,41.6674,1.56152,-0.00783679,-0.703334,4000.24,62.6484,11.6205,41.6674,1.56152,-0.00783679,-0.703334,4000.24,62.6484,11.6205,41.6674,1.56152,-0.00783679,-0.703334,4000.24,51.3912,1.65928,37.1267,1.57114,-0.0175817,-0.779541,0.199491,50.8935,10.3892,37.5306,-0.378415,-0.960275,2.94835,0.199491,50.0107,7.20299,37.2004,0.664203,-0.728432,-1.95177,0.199491,52.2409,8.74696,37.9251,1.68607,0.170307,-2.30354,0.199491,50.6335,7.69394,39.9659,-3.07073,-0.0513419,3.07898,0.199645,53.419,6.13566,36.8307,0.151037,-0.326791,0.329147,0.199491,
8.4537,62.6487,11.6206,41.667,1.56152,-0.00783828,-0.703367,4000.24,62.6487,11.6206,41.667,1.56152,-0.00783828,-0.703367,4000.24,62.6487,11.6206,41.667,1.56152,-0.00783828,-0.703367,4000.24,62.6487,11.6206,41.667,1.56152,-0.00783828,-0.703367,4000.24,62.6487,11.6206,41.667,1.56152,-0.00783828,-0.703367,4000.24,51.3873,1.65944,37.1231,1.56839,-0.0148305,-0.779192,0.199491,50.8964,10.3876,37.5306,-0.377835,-0.959553,2.94823,0.199491,50.0157,7.20043,37.2025,0.656986,-0.730869,-1.94802,0.199491,52.2414,8.74642,37.9241,1.68506,0.169226,-2.30377,0.199491,50.6339,7.69297,39.9649,-3.07085,-0.0509338,3.0791,0.199645,53.4191,6.13605,36.8303,0.150975,-0.32674,0.328971,0.199491,
8.4638,62.6488,11.6205,41.6666,1.56152,-0.00783332,-0.703396,4000.24,62.6488,11.6205,41.6666,1.56152,-0.00783332,-0.703396,4000.24,62.6488,11.6205,41.6666,1.56152,-0.00783332,-0.703396,4000.24,62.6488,11.6205,41.6666,1.56152,-0.00783332,-0.703396,4000.24,62.6488,11.6205,41.6666,1.56152,-0.00783332,-0.703396,4000.24,51.3836,1.65932,37.1192,1.56695,-0.0133593,-0.778921,0.199491,50.9017,10.3844,37.5334,-0.375801,-0.959117,2.94709,0.199491,50.0276,7.19107,37.2102,0.653055,-0.733842,-1.94892,0.199491,52.2418,8.74632,37.9233,1.68452,0.168751,-2.30389,0.199491,50.6345,7.69282,39.9639,-3.07092,-0.0506882,3.07917,0.199645,53.4192,6.13643,36.83,0.150385,-0.328185,0.328968,0.199491,
8.4739,62.649,11.6205,41.6663,1.56152,-0.00783212,-0.70342,4000.24,62.649,11.6205,41.6663,1.56152,-0.00783212,-0.70342,4000.24,62.649,11.6205,41.6663,1.56152,-0.00783212,-0.70342,4000.24,62.649,11.6205,41.6663,1.56152,-0.00783212,-0.70342,4000.24,62.649,11.6205,41.6663,1.56152,-0.00783212,-0.70342,4000.24,51.3815,1.65931,37.117,1.56406,-0.0104286,-0.778637,0.199491,50.9042,10.383,37.5357,-0.374504,-0.958983,2.9461,0.199491,50.0333,7.18572,37.2149,0.651902,-0.73489,-1.9497,0.199491,52.2419,8.74628,37.9227,1.68426,0.168477,-2.30398,0.199491,50.6346,7.69289,39.9632,-3.07089,-0.0506595,3.07915,0.199645,53.4192,6.13677,36.8297,0.150277,-0.328298,0.328831,0.199491,
8.484,62.6491,11.6205,41.666,1.56152,-0.00783457,-0.703444,4000.24,62.6491,11.6205,41.666,1.56152,-0.00783457,-0.703444,4000.24,62.6491,11.6205,41.666,1.56152,-0.00783457,-0.703444,4000.24,62.6491,11.6205,41.666,1.56152,-0.00783457,-0.703444,4000.24,62.6491,11.6205,41.666,1.56152,-0.00783457,-0.703444,4000.24,51.3822,1.65933,37.1184,1.55748,-0.00376271,-0.77833,0.199491,50.9012,10.3846,37.5338,-0.375552,-0.959407,2.94653,0.199491,50.0267,7.18949,37.2103,0.657009,-0.732519,-1.95149,0.199491,52.2421,8.746,37.9222,1.6845,0.16859,-2.30398,0.199491,50.6345,7.69277,39.9628,-3.07088,-0.0503776,3.07913,0.199645,53.4192,6.1371,36.8294,0.150267,-0.328134,0.328669,0.199491,
8.4941,62.6492,11.6205,41.6657,1.56152,-0.00783519,-0.703468,4000.24,62.6492,11.6205,41.6657,1.56152,-0.00783519,-0.703468,4000.24,62.6492,11.6205,41.6657,1.56152,-0.00783519,-0.703468,4000.24,62.6492,11.6205,41.6657,1.56152,-0.00783519,-0.703468,4000.24,62.6492,11.6205,41.6657,1.56152,-0.00783519,-0.703468,4000.24,51.3851,1.65927,37.1225,1.54743,0.00645678,-0.778045,0.199491,50.8965,10.387,37.5299,-0.377482,-0.959856,2.94759,0.199491,50.0155,7.19789,37.2021,0.661765,-0.729369,-1.95142,0.199491,52.2424,8.74527,37.9214,1.68502,0.168879,-2.30395,0.199491,50.6345,7.69216,39.9623,-3.0709,-0.0501828,3.07916,0.199645,53.4192,6.13744,36.8292,0.15018,-0.328185,0.328529,0.199491,
8.5042,62.6493,11.6205,41.6654,1.56152,-0.0078378,-0.703493,4000.24,62.6493,11.6205,41.6654,1.56152,-0.0078378,-0.703493,4000.24,62.6493,11.6205,41.6654,1.56152,-0.0078378,-0.703493,4000.24,62.6493,11.6205,41.6654,1.56152,-0.0078378,-0.703493,4000.24,62.6493,11.6205,41.6654,1.56152,-0.0078378,-0.703493,4000.24,51.3834,1.65943,37.1215,1.543,0.0109296,-0.777796,0.199491,50.8956,10.3874,37.5283,-0.378146,-0.959603,2.94803,0.199491,50.012,7.20155,37.1993,0.657179,-0.729733,-1.94688,0.199491,52.2428,8.74459,37.9206,1.68444,0.168144,-2.30411,0.199491,50.6345,7.69122,39.9618,-3.07099,-0.0496125,3.07923,0.199645,53.4192,6.13777,36.8289,0.150295,-0.32766,0.328324,0.199491,
8.5143,62.6494,11.6205,41.6651,1.56152,-0.00783484,-0.703515,4000.24,62.6494,11.6205,41.6651,1.56152,-0.00783484,-0.703515,4000.24,62.6494,11.6205,41.6651,1.56152,-0.00783484,-0.703515,4000.24,62.6494,11.6205,41.6651,1.56152,-0.00783484,-0.703515,4000.24,62.6494,11.6205,41.6651,1.56152,-0.00783484,-0.703515,4000.24,51.3798,1.65934,37.1175,1.543,0.0109587,-0.777577,0.199491,50.8981,10.3856,37.5285,-0.377506,-0.959316,2.94789,0.199491,50.0175,7.19687,37.2013,0.655368,-0.731152,-1.94752,0.199491,52.2432,8.74443,37.9199,1.68375,0.167516,-2.30425,0.199491,50.6349,7.69104,39.961,-3.07112,-0.0479921,3.07927,0.199645,53.4193,6.13812,36.8286,0.149592,-0.32943,0.328374,0.199491,
8.5244,62.6494,11.6204,41.6649,1.56153,-0.0078304,-0.70353,4000.24,62.6494,11.6204,41.6649,1.56153,-0.0078304,-0.70353,4000.24,62.6494,11.6204,41.6649,1.56153,-0.0078304,-0.70353,4000.24,62.6494,11.6204,41.6649,1.56153,-0.0078304,-0.70353,4000.24,62.6494,11.6204,41.6649,1.56153,-0.0078304,-0.70353,4000.24,51.3765,1.6593,37.114,1.54315,0.0108229,-0.777362,0.199491,50.9011,10.3838,37.5309,-0.376106,-0.95902,2.94694,0.199491,50.0243,7.19067,37.2067,0.652034,-0.733028,-1.94727,0.199491,52.2433,8.74438,37.9194,1.68322,0.167028,-2.30436,0.199491,50.635,7.6911,39.9605,-3.07112,-0.0475051,3.07927,0.199645,53.4193,6.13842,36.8284,0.149222,-0.33029,0.32834,0.199491,
8.5345,62.6494,11.6204,41.6647,1.56153,-0.00783256,-0.703544,4000.24,62.6494,11.6204,41.6647,1.56153,-0.00783256,-0.703544,4000.24,62.6494,11.6204,41.6647,1.56153,-0.00783256,-0.703544,4000.24,62.6494,11.6204,41.6647,1.56153,-0.00783256,-0.703544,4000.24,62.6494,11.6204,41.6647,1.56153,-0.00783256,-0.703544,4000.24,51.3753,1.65934,37.1128,1.54127,0.0127383,-0.777179,0.199491,50.9011,10.3837,37.5315,-0.375855,-0.959109,2.94662,0.199491,50.0245,7.18923,37.2074,0.653421,-0.732664,-1.94841,0.199491,52.2433,8.74431,37.9191,1.6831,0.166864,-2.30441,0.199491,50.6348,7.69117,39.9603,-3.07111,-0.0470814,3.07923,0.199645,53.4192,6.1387,36.8282,0.14914,-0.330349,0.328227,0.199491,
8.5446,62.6493,11.6204,41.6645,1.56153,-0.0078315,-0.703555,4000.24,62.6493,11.6204,41.6645,1.56153,-0.0078315,-0.703555,4000.24,62.6493,11.6204,41.6645,1.56153,-0.0078315,-0.703555,4000.24,62.6493,11.6204,41.6645,1.56153,-0.0078315,-0.703555,4000.24,62.6493,11.6204,41.6645,1.56153,-0.0078315,-0.703555,4000.24,51.3753,1.65931,37.1131,1.53805,0.0160222,-0.777011,0.199491,50.8979,10.3852,37.5292,-0.377084,-0.959451,2.94727,0.199491,50.0175,7.19319,37.2022,0.657006,-0.730709,-1.94915,0.199491,52.2434,8.74402,37.9186,1.6831,0.166793,-2.30443,0.199491,50.6347,7.69108,39.9601,-3.07114,-0.0459176,3.0792,0.199645,53.4192,6.13898,36.828,0.148872,-0.330933,0.328177,0.199491,
8.5547,62.6493,11.6204,41.6644,1.56153,-0.007833,-0.703565,4000.24,62.6493,11.6204,41.6644,1.56153,-0.007833,-0.703565,4000.24,62.6493,11.6204,41.6644,1.56153,-0.007833,-0.703565,4000.24,62.6493,11.6204,41.6644,1.56153,-0.007833,-0.703565,4000.24,62.6493,11.6204,41.6644,1.56153,-0.007833,-0.703565,4000.24,51.3762,1.65932,37.1147,1.53334,0.0208264,-0.776865,0.199491,50.8949,10.3865,37.5271,-0.378268,-0.959602,2.94792,0.199491,50.0104,7.19833,37.1974,0.658839,-0.728984,-1.94828,0.199491,52.2435,8.74348,37.9182,1.68324,0.166761,-2.30445,0.199491,50.6344,7.6906,39.9599,-3.07118,-0.0453192,3.07922,0.199645,53.4191,6.13923,36.8279,0.148848,-0.33084,0.328056,0.199491,
8.5648,62.6493,11.6205,41.6642,1.56153,-0.00783489,-0.703576,4000.24,62.6493,11.6205,41.6642,1.56153,-0.00783489,-0.703576,4000.24,62.6493,11.6205,41.6642,1.56153,-0.00783489,-0.703576,4000.24,62.6493,11.6205,41.6642,1.56153,-0.00783489,-0.703576,4000.24,62.6493,11.6205,41.6642,1.56153,-0.00783489,-0.703576,4000.24,51.3786,1.65931,37.1182,1.52611,0.0281932,-0.776783,0.199491,50.8952,10.3861,37.5268,-0.378258,-0.959443,2.94796,0.199491,50.0104,7.1994,37.1977,0.659507,-0.728637,-1.94847,0.199491,52.2436,8.74282,37.9178,1.68372,0.167021,-2.30441,0.199491,50.6344,7.68995,39.9596,-3.07118,-0.0464492,3.07931,0.199645,53.419,6.1395,36.8277,0.148817,-0.330762,0.327935,0.199491,
8.5749,62.6493,11.6205,41.664,1.56152,-0.00783672,-0.70359,4000.24,62.6493,11.6205,41.664,1.56152,-0.00783672,-0.70359,4000.24,62.6493,11.6205,41.664,1.56152,-0.00783672,-0.70359,4000.24,62.6493,11.6205,41.664,1.56152,-0.00783672,-0.70359,4000.24,62.6493,11.6205,41.664,1.56152,-0.00783672,-0.70359,4000.24,51.3825,1.65928,37.1238,1.51608,0.0384068,-0.776819,0.199491,50.8991,10.3839,37.5294,-0.376672,-0.958989,2.94703,0.199491,50.0183,7.19542,37.2047,0.659172,-0.729625,-1.94992,0.199491,52.2438,8.74207,37.9173,1.68461,0.167632,-2.30431,0.199491,50.6345,7.68918,39.9591,-3.07114,-0.0493492,3.07946,0.199645,53.419,6.13977,36.8275,0.148821,-0.330584,0.327798,0.199491,
8.585,62.6493,11.6205,41.6639,1.56152,-0.00783854,-0.703602,4000.24,62.6493,11.6205,41.6639,1.56152,-0.00783854,-0.703602,4000.24,62.6493,11.6205,41.6639,1.56152,-0.00783854,-0.703602,4000.24,62.6493,11.6205,41.6639,1.56152,-0.00783854,-0.703602,4000.24,62.6493,11.6205,41.6639,1.56152,-0.00783854,-0.703602,4000.24,51.3776,1.65943,37.1186,1.51863,0.0358198,-0.77652,0.199491,50.9031,10.3816,37.5319,-0.375142,-0.958466,2.94619,0.199491,50.0268,7.18863,37.2106,0.653199,-0.732318,-1.94817,0.199491,52.2439,8.74205,37.9169,1.68349,0.16659,-2.30452,0.199491,50.6346,7.68899,39.9587,-3.07125,-0.0478375,3.07948,0.199645,53.419,6.14005,36.8274,0.148635,-0.330926,0.327719,0.199491,
8.5951,62.6492,11.6204,41.6638,1.56153,-0.00783072,-0.703609,4000.24,62.6492,11.6204,41.6638,1.56153,-0.00783072,-0.703609,4000.24,62.6492,11.6204,41.6638,1.56153,-0.00783072,-0.703609,4000.24,62.6492,11.6204,41.6638,1.56153,-0.00783072,-0.703609,4000.24,62.6492,11.6204,41.6638,1.56153,-0.00783072,-0.703609,4000.24,51.3736,1.6593,37.1142,1.5213,0.0331409,-0.776248,0.199491,50.9022,10.3816,37.531,-0.375548,-0.958544,2.9464,0.199491,50.0253,7.18756,37.2088,0.6533,-0.732368,-1.94853,0.199491,52.244,8.74208,37.9165,1.68276,0.165982,-2.30464,0.199491,50.6348,7.68916,39.9583,-3.07134,-0.0456098,3.07946,0.199645,53.419,6.14032,36.8272,0.147862,-0.332935,0.327833,0.199491,
8.6052,62.6491,11.6204,41.6637,1.56153,-0.0078304,-0.703611,4000.24,62.6491,11.6204,41.6637,1.56153,-0.0078304,-0.703611,4000.24,62.6491,11.6204,41.6637,1.56153,-0.0078304,-0.703611,4000.24,62.6491,11.6204,41.6637,1.56153,-0.0078304,-0.703611,4000.24,62.6491,11.6204,41.6637,1.56153,-0.0078304,-0.703611,4000.24,51.3697,1.65931,37.1099,1.52449,0.029905,-0.775983,0.199491,50.897,10.384,37.5278,-0.37749,-0.958925,2.94741,0.199491,50.0139,7.1936,37.2004,0.654743,-0.730172,-1.94657,0.199491,52.2439,8.74201,37.9164,1.68199,0.165243,-2.30479,0.199491,50.6344,7.68919,39.9584,-3.07143,-0.0420522,3.07934,0.199645,53.4188,6.14053,36.8272,0.147756,-0.333101,0.32776,0.199491,
8.6153,62.6489,11.6204,41.6637,1.56153,-0.00782798,-0.703609,4000.24,62.6489,11.6204,41.6637,1.56153,-0.00782798,-0.703609,4000.24,62.6489,11.6204,41.6637,1.56153,-0.00782798,-0.703609,4000.24,62.6489,11.6204,41.6637,1.56153,-0.00782798,-0.703609,4000.24,62.6489,11.6204,41.6637,1.56153,-0.00782798,-0.703609,4000.24,51.3667,1.65929,37.1065,1.52781,0.0265432,-0.775744,0.199491,50.8913,10.3866,37.5236,-0.379844,-0.9593,2.94883,0.199491,50.0015,7.20076,37.1907,0.65666,-0.727995,-1.94499,0.199491,52.2438,8.74188,37.9163,1.68133,0.164601,-2.3049,0.199491,50.634,7.68918,39.9586,-3.07154,-0.0389221,3.07927,0.199645,53.4187,6.14073,36.8271,0.147459,-0.333802,0.327757,0.199491,
8.6254,62.6486,11.6203,41.6637,1.56154,-0.00782431,-0.703602,4000.24,62.6486,11.6203,41.6637,1.56154,-0.00782431,-0.703602,4000.24,62.6486,11.6203,41.6637,1.56154,-0.00782431,-0.703602,4000.24,62.6486,11.6203,41.6637,1.56154,-0.00782431,-0.703602,4000.24,62.6486,11.6203,41.6637,1.56154,-0.00782431,-0.703602,4000.24,51.3632,1.65924,37.1025,1.53251,0.0217781,-0.775499,0.199491,50.8897,10.3869,37.5225,-0.38048,-0.959227,2.94929,0.199491,49.9983,7.20178,37.188,0.654607,-0.72809,-1.94298,0.199491,52.2436,8.74176,37.9162,1.6806,0.163921,-2.30502,0.199491,50.6337,7.68915,39.9587,-3.07164,-0.0362466,3.07921,0.199645,53.4185,6.14091,36.8271,0.14709,-0.334717,0.327789,0.199491,
8.6355,62.6483,11.6203,41.6638,1.56154,-0.00782134,-0.70359,4000.24,62.6483,11.6203,41.6638,1.56154,-0.00782134,-0.70359,4000.24,62.6483,11.6203,41.6638,1.56154,-0.00782134,-0.70359,4000.24,62.6483,11.6203,41.6638,1.56154,-0.00782134,-0.70359,4000.24,62.6483,11.6203,41.6638,1.56154,-0.00782134,-0.70359,4000.24,51.3595,1.65919,37.0981,1.53858,0.0156089,-0.775278,0.199491,50.8922,10.385,37.525,-0.379264,-0.958916,2.94858,0.199491,50.0044,7.19575,37.193,0.651177,-0.729991,-1.94268,0.199491,52.2434,8.74186,37.9162,1.67997,0.16338,-2.30511,0.199491,50.6334,7.68941,39.9588,-3.07169,-0.0345604,3.07917,0.199645,53.4183,6.14108,36.8272,0.146538,-0.33614,0.327887,0.199491,
8.6456,62.6479,11.6203,41.6639,1.56154,-0.00782001,-0.703574,4000.24,62.6479,11.6203,41.6639,1.56154,-0.00782001,-0.703574,4000.24,62.6479,11.6203,41.6639,1.56154,-0.00782001,-0.703574,4000.24,62.6479,11.6203,41.6639,1.56154,-0.00782001,-0.703574,4000.24,62.6479,11.6203,41.6639,1.56154,-0.00782001,-0.703574,4000.24,51.3612,1.65856,37.0972,1.54074,0.013537,-0.775596,0.199491,50.8943,10.3834,37.5273,-0.378167,-0.958629,2.94795,0.199491,50.0113,7.18916,37.1986,0.65376,-0.731083,-1.94733,0.199491,52.243,8.74228,37.9165,1.68046,0.163928,-2.30501,0.199491,50.6317,7.6904,39.9606,-3.07262,-0.023592,3.0795,0.199645,53.418,6.14125,36.8272,0.145978,-0.337573,0.327992,0.199491,
8.6557,62.6476,11.6204,41.664,1.56153,-0.0078335,-0.703562,4000.24,62.6476,11.6204,41.664,1.56153,-0.0078335,-0.703562,4000.24,62.6476,11.6204,41.664,1.56153,-0.0078335,-0.703562,4000.24,62.6476,11.6204,41.664,1.56153,-0.0078335,-0.703562,4000.24,62.6476,11.6204,41.664,1.56153,-0.0078335,-0.703562,4000.24,51.3687,1.65887,37.1009,1.53692,0.0173499,-0.776326,0.199491,50.8956,10.3824,37.527,-0.378099,-0.958238,2.94827,0.199491,50.0151,7.18762,37.1998,0.658945,-0.730963,-1.9517,0.199491,52.2426,8.74182,37.9167,1.68146,0.164616,-2.30487,0.199491,50.6312,7.68983,39.9608,-3.07275,-0.0222911,3.07954,0.199645,53.4178,6.1414,36.8272,0.146219,-0.33675,0.327844,0.199491,
8.6658,62.6474,11.6204,41.6641,1.56153,-0.00783027,-0.703553,4000.24,62.6474,11.6204,41.6641,1.56153,-0.00783027,-0.703553,4000.24,62.6474,11.6204,41.6641,1.56153,-0.00783027,-0.703553,4000.24,62.6474,11.6204,41.6641,1.56153,-0.00783027,-0.703553,4000.24,62.6474,11.6204,41.6641,1.56153,-0.00783027,-0.703553,4000.24,51.3742,1.65875,37.1024,1.53535,0.0189311,-0.776978,0.199491,50.8957,10.3817,37.5258,-0.378523,-0.957817,2.94884,0.199491,50.0148,7.1897,37.1986,0.660061,-0.730702,-1.9515,0.199491,52.2426,8.74096,37.9164,1.68192,0.164862,-2.30481,0.199491,50.6313,7.68847,39.9606,-3.07319,-0.0168538,3.07967,0.199645,53.4176,6.14157,36.8273,0.145929,-0.33744,0.327857,0.199491,
8.6759,62.6471,11.6204,41.6642,1.56153,-0.00783178,-0.703544,4000.24,62.6471,11.6204,41.6642,1.56153,-0.00783178,-0.703544,4000.24,62.6471,11.6204,41.6642,1.56153,-0.00783178,-0.703544,4000.24,62.6471,11.6204,41.6642,1.56153,-0.00783178,-0.703544,4000.24,62.6471,11.6204,41.6642,1.56153,-0.00783178,-0.703544,4000.24,51.3773,1.65877,37.1012,1.53585,0.0183891,-0.777549,0.199491,50.8951,10.3813,37.5222,-0.379869,-0.957212,2.95028,0.199491,50.0135,7.192,37.1938,0.661685,-0.730689,-1.95222,0.199491,52.2426,8.74021,37.9163,1.68191,0.164649,-2.30484,0.199491,50.6312,7.68713,39.9605,-3.07357,-0.0122395,3.07978,0.199645,53.4174,6.14173,36.8273,0.145983,-0.337172,0.32776,0.199491,
8.686,62.6469,11.6204,41.6643,1.56153,-0.00783359,-0.703538,4000.24,62.6469,11.6204,41.6643,1.56153,-0.00783359,-0.703538,4000.24,62.6469,11.6204,41.6643,1.56153,-0.00783359,-0.703538,4000.24,62.6469,11.6204,41.6643,1.56153,-0.00783359,-0.703538,4000.24,62.6469,11.6204,41.6643,1.56153,-0.00783359,-0.703538,4000.24,51.3804,1.65881,37.1003,1.5361,0.018099,-0.778092,0.199491,50.8956,10.3804,37.5202,-0.380499,-0.956516,2.95115,0.199491,50.0142,7.19322,37.1917,0.661072,-0.731212,-1.95144,0.199491,52.2425,8.73944,37.9162,1.6821,0.164612,-2.30484,0.199491,50.6313,7.68565,39.9603,-3.07394,-0.00814312,3.07992,0.199645,53.4172,6.14189,36.8273,0.146145,-0.336607,0.327628,0.199491,
