time,0_rod(payload_bars compound_bgKi3l).X,0_rod(payload_bars compound_bgKi3l).Y,0_rod(payload_bars compound_bgKi3l).Z,0_rod(payload_bars compound_bgKi3l).Euler1,0_rod(payload_bars compound_bgKi3l).Euler2,0_rod(payload_bars compound_bgKi3l).Euler3,0_rod(payload_bars compound_bgKi3l).mass,1_rod(payload_bars compound_bgKi3l).X,1_rod(payload_bars compound_bgKi3l).Y,1_rod(payload_bars compound_bgKi3l).Z,1_rod(payload_bars compound_bgKi3l).Euler1,1_rod(payload_bars compound_bgKi3l).Euler2,1_rod(payload_bars compound_bgKi3l).Euler3,1_rod(payload_bars compound_bgKi3l).mass,2_rod(payload_bars compound_bgKi3l).X,2_rod(payload_bars compound_bgKi3l).Y,2_rod(payload_bars compound_bgKi3l).Z,2_rod(payload_bars compound_bgKi3l).Euler1,2_rod(payload_bars compound_bgKi3l).Euler2,2_rod(payload_bars compound_bgKi3l).Euler3,2_rod(payload_bars compound_bgKi3l).mass,3_rod(payload_bars compound_bgKi3l).X,3_rod(payload_bars compound_bgKi3l).Y,3_rod(payload_bars compound_bgKi3l).Z,3_rod(payload_bars compound_bgKi3l).Euler1,3_rod(payload_bars compound_bgKi3l).Euler2,3_rod(payload_bars compound_bgKi3l).Euler3,3_rod(payload_bars compound_bgKi3l).mass,4_rod(payload_bars compound_bgKi3l).X,4_rod(payload_bars compound_bgKi3l).Y,4_rod(payload_bars compound_bgKi3l).Z,4_rod(payload_bars compound_bgKi3l).Euler1,4_rod(payload_bars compound_bgKi3l).Euler2,4_rod(payload_bars compound_bgKi3l).Euler3,4_rod(payload_bars compound_bgKi3l).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
2.0099,-6.7726,11.547,-3.82023,0.00222089,0.566597,0.00197311,4000.24,-6.7726,11.547,-3.82023,0.00222089,0.566597,0.00197311,4000.24,-6.7726,11.547,-3.82023,0.00222089,0.566597,0.00197311,4000.24,-6.7726,11.547,-3.82023,0.00222089,0.566597,0.00197311,4000.24,-6.7726,11.547,-3.82023,0.00222089,0.566597,0.00197311,4000.24,-11.8878,22.9316,7.01393,0.0579562,0.652566,0.48549,0.199491,-4.68339,22.29,2.34373,-1.43938,-0.265995,2.22099,0.199491,-6.7656,22.767,6.59482,-0.842329,0.428732,-2.1413,0.199491,-6.55847,22.0379,2.2202,0.11228,0.600295,-1.5054,0.199491,-5.04299,21.6016,7.0601,0.165709,-1.01129,-1.56168,0.199645,-9.85042,22.0987,2.39999,-0.524686,-1.0044,-1.21132,0.199491,
2.02,-6.79233,11.8056,-3.83895,0.024282,0.558611,0.0137178,4000.24,-6.79233,11.8056,-3.83895,0.024282,0.558611,0.0137178,4000.24,-6.79233,11.8056,-3.83895,0.024282,0.558611,0.0137178,4000.24,-6.79233,11.8056,-3.83895,0.024282,0.558611,0.0137178,4000.24,-6.79233,11.8056,-3.83895,0.024282,0.558611,0.0137178,4000.24,-12.1505,22.9962,7.08348,0.0642613,0.620939,0.493402,0.199491,-4.90727,22.4865,2.46697,-1.39141,-0.274117,2.21895,0.199491,-7.05709,22.8539,6.75623,-1.26108,0.134478,-2.24508,0.199491,-6.80454,22.2561,2.29647,0.176927,0.591636,-1.46952,0.199491,-5.30426,21.7906,7.15268,0.419625,-1.00957,-1.7608,0.199645,-10.0985,22.2912,2.44955,-0.476831,-1.02265,-1.24028,0.199491,
2.0301,-6.81205,12.0541,-3.85767,0.0461221,0.550409,0.0251971,4000.24,-6.81205,12.0541,-3.85767,0.0461221,0.550409,0.0251971,4000.24,-6.81205,12.0541,-3.85767,0.0461221,0.550409,0.0251971,4000.24,-6.81205,12.0541,-3.85767,0.0461221,0.550409,0.0251971,4000.24,-6.81205,12.0541,-3.85767,0.0461221,0.550409,0.0251971,4000.24,-12.4316,23.0542,7.129,0.0941525,0.624453,0.507735,0.199491,-5.16534,22.7452,2.54492,-1.41047,-0.255163,2.2405,0.199491,-7.36153,23.0746,6.78631,-1.11295,0.242166,-2.21178,0.199491,-7.05126,22.4349,2.36983,0.187537,0.584285,-1.46714,0.199491,-5.56737,21.955,7.24428,0.529051,-1.00842,-1.83752,0.199645,-10.3321,22.4019,2.5225,-0.256068,-1.05035,-1.40747,0.199491,
2.0402,-6.83177,12.2926,-3.87638,0.0677421,0.541996,0.0364074,4000.24,-6.83177,12.2926,-3.87638,0.0677421,0.541996,0.0364074,4000.24,-6.83177,12.2926,-3.87638,0.0677421,0.541996,0.0364074,4000.24,-6.83177,12.2926,-3.87638,0.0677421,0.541996,0.0364074,4000.24,-6.83177,12.2926,-3.87638,0.0677421,0.541996,0.0364074,4000.24,-12.7243,23.1257,7.15332,0.168603,0.688689,0.541917,0.199491,-5.39659,23.0079,2.6338,-1.39254,-0.265755,2.2448,0.199491,-7.61876,23.3086,6.85541,-0.959654,0.338823,-2.15103,0.199491,-7.28159,22.6103,2.45118,0.207343,0.574157,-1.45622,0.199491,-5.82911,22.0962,7.33256,0.498129,-1.02521,-1.79554,0.199645,-10.5678,22.5366,2.56228,-0.415591,-1.04044,-1.25239,0.199491,
2.0503,-6.85149,12.5212,-3.89509,0.0891403,0.53338,0.0473465,4000.24,-6.85149,12.5212,-3.89509,0.0891403,0.53338,0.0473465,4000.24,-6.85149,12.5212,-3.89509,0.0891403,0.53338,0.0473465,4000.24,-6.85149,12.5212,-3.89509,0.0891403,0.53338,0.0473465,4000.24,-6.85149,12.5212,-3.89509,0.0891403,0.53338,0.0473465,4000.24,-13.0228,23.1691,7.16196,0.0882475,0.531732,0.488192,0.199491,-5.65724,23.2029,2.70436,-1.3809,-0.261168,2.26041,0.199491,-7.93886,23.4505,6.89202,-0.954726,0.321265,-2.15195,0.199491,-7.51172,22.765,2.52803,0.225114,0.5641,-1.44837,0.199491,-6.09028,22.2249,7.41809,0.519019,-1.03529,-1.79771,0.199645,-10.7994,22.6366,2.60167,-0.525185,-1.02456,-1.13699,0.199491,
2.0604,-6.87122,12.7397,-3.91381,0.110319,0.524565,0.0580114,4000.24,-6.87122,12.7397,-3.91381,0.110319,0.524565,0.0580114,4000.24,-6.87122,12.7397,-3.91381,0.110319,0.524565,0.0580114,4000.24,-6.87122,12.7397,-3.91381,0.110319,0.524565,0.0580114,4000.24,-6.87122,12.7397,-3.91381,0.110319,0.524565,0.0580114,4000.24,-13.2883,23.166,7.21136,0.111264,0.525757,0.502973,0.199491,-5.88484,23.3477,2.80982,-1.37694,-0.237796,2.27107,0.199491,-8.20048,23.4937,6.99508,-1.00639,0.281244,-2.15917,0.199491,-7.74211,22.9055,2.60411,0.244164,0.553924,-1.43975,0.199491,-6.35066,22.3381,7.50067,0.52414,-1.04729,-1.78643,0.199645,-11.0231,22.7237,2.65323,-0.548276,-1.02027,-1.09706,0.199491,
2.0705,-6.89095,12.9482,-3.93253,0.131281,0.515557,0.0684039,4000.24,-6.89095,12.9482,-3.93253,0.131281,0.515557,0.0684039,4000.24,-6.89095,12.9482,-3.93253,0.131281,0.515557,0.0684039,4000.24,-6.89095,12.9482,-3.93253,0.131281,0.515557,0.0684039,4000.24,-6.89095,12.9482,-3.93253,0.131281,0.515557,0.0684039,4000.24,-13.532,23.1411,7.28539,0.279947,0.709555,0.604757,0.199491,-6.11027,23.4675,2.9225,-1.35704,-0.224342,2.27704,0.199491,-8.4443,23.4983,7.10696,-1.0233,0.270901,-2.15668,0.199491,-7.97065,23.0342,2.68265,0.269561,0.544839,-1.42731,0.199491,-6.60759,22.4361,7.57885,0.504505,-1.06167,-1.75355,0.199645,-11.2396,22.8037,2.72058,-0.531509,-1.02271,-1.0935,0.199491,
2.0806,-6.91068,13.1468,-3.95125,0.152028,0.506364,0.0785277,4000.24,-6.91068,13.1468,-3.95125,0.152028,0.506364,0.0785277,4000.24,-6.91068,13.1468,-3.95125,0.152028,0.506364,0.0785277,4000.24,-6.91068,13.1468,-3.95125,0.152028,0.506364,0.0785277,4000.24,-6.91068,13.1468,-3.95125,0.152028,0.506364,0.0785277,4000.24,-13.8026,23.1291,7.31134,0.145973,0.497457,0.529011,0.199491,-6.35344,23.5981,3.01418,-1.31562,-0.237553,2.28118,0.199491,-8.71804,23.5434,7.18441,-1.01797,0.266766,-2.14964,0.199491,-8.2036,23.1487,2.75505,0.284816,0.535765,-1.42057,0.199491,-6.86608,22.5212,7.65552,0.532172,-1.07149,-1.76193,0.199645,-11.4655,22.87,2.76818,-0.556522,-1.01869,-1.05319,0.199491,
2.0907,-6.9304,13.3353,-3.96996,0.172564,0.49699,0.0883822,4000.24,-6.9304,13.3353,-3.96996,0.172564,0.49699,0.0883822,4000.24,-6.9304,13.3353,-3.96996,0.172564,0.49699,0.0883822,4000.24,-6.9304,13.3353,-3.96996,0.172564,0.49699,0.0883822,4000.24,-6.9304,13.3353,-3.96996,0.172564,0.49699,0.0883822,4000.24,-14.075,23.1041,7.3274,0.154319,0.469401,0.530382,0.199491,-6.59663,23.7548,3.09817,-1.33442,-0.210869,2.29829,0.199491,-8.99955,23.6488,7.23906,-0.933404,0.307669,-2.11654,0.199491,-8.43602,23.2471,2.82256,0.298087,0.526192,-1.41546,0.199491,-7.12322,22.5922,7.72909,0.570632,-1.08039,-1.7801,0.199645,-11.6909,22.9166,2.80601,-0.59087,-1.01146,-1.00344,0.199491,
2.1008,-6.95013,13.5138,-3.98867,0.19289,0.487442,0.0979671,4000.24,-6.95013,13.5138,-3.98867,0.19289,0.487442,0.0979671,4000.24,-6.95013,13.5138,-3.98867,0.19289,0.487442,0.0979671,4000.24,-6.95013,13.5138,-3.98867,0.19289,0.487442,0.0979671,4000.24,-6.95013,13.5138,-3.98867,0.19289,0.487442,0.0979671,4000.24,-14.3537,23.0552,7.342,0.223991,0.526913,0.559082,0.199491,-6.84449,23.8996,3.17023,-1.32271,-0.210963,2.30932,0.199491,-9.28502,23.7425,7.2835,-0.885873,0.325855,-2.09241,0.199491,-8.66541,23.3314,2.8877,0.316604,0.515559,-1.4078,0.199491,-7.3792,22.6481,7.79959,0.602841,-1.08994,-1.79307,0.199645,-11.9137,22.9499,2.83631,-0.655366,-0.991557,-0.928179,0.199491,
2.1109,-6.96986,13.6823,-4.00738,0.21301,0.477724,0.107282,4000.24,-6.96986,13.6823,-4.00738,0.21301,0.477724,0.107282,4000.24,-6.96986,13.6823,-4.00738,0.21301,0.477724,0.107282,4000.24,-6.96986,13.6823,-4.00738,0.21301,0.477724,0.107282,4000.24,-6.96986,13.6823,-4.00738,0.21301,0.477724,0.107282,4000.24,-14.598,22.9897,7.35707,0.272458,0.558524,0.582932,0.199491,-7.08207,23.9993,3.25022,-1.30144,-0.210597,2.31762,0.199491,-9.54463,23.762,7.34003,-0.818671,0.355596,-2.06167,0.199491,-8.89176,23.4013,2.95209,0.335814,0.50482,-1.39965,0.199491,-7.63276,22.6876,7.86636,0.589408,-1.10406,-1.76561,0.199645,-12.1286,22.9696,2.87403,-0.687335,-0.97778,-0.881516,0.199491,
2.121,-6.98959,13.8408,-4.0261,0.232927,0.467843,0.116327,4000.24,-6.98959,13.8408,-4.0261,0.232927,0.467843,0.116327,4000.24,-6.98959,13.8408,-4.0261,0.232927,0.467843,0.116327,4000.24,-6.98959,13.8408,-4.0261,0.232927,0.467843,0.116327,4000.24,-6.98959,13.8408,-4.0261,0.232927,0.467843,0.116327,4000.24,-14.845,22.9088,7.38118,0.236585,0.472942,0.568354,0.199491,-7.30785,24.0496,3.34298,-1.28873,-0.19234,2.32709,0.199491,-9.79085,23.7024,7.42325,-0.878883,0.319381,-2.07603,0.199491,-9.11734,23.4586,3.01583,0.353941,0.494993,-1.39184,0.199491,-7.88351,22.7129,7.92925,0.565239,-1.11852,-1.72828,0.199645,-12.3412,22.9796,2.91595,-0.700344,-0.970179,-0.851973,0.199491,
2.1311,-7.00931,13.9893,-4.04481,0.252644,0.457805,0.125108,4000.24,-7.00931,13.9893,-4.04481,0.252644,0.457805,0.125108,4000.24,-7.00931,13.9893,-4.04481,0.252644,0.457805,0.125108,4000.24,-7.00931,13.9893,-4.04481,0.252644,0.457805,0.125108,4000.24,-7.00931,13.9893,-4.04481,0.252644,0.457805,0.125108,4000.24,-15.099,22.8191,7.38435,0.277411,0.491622,0.58496,0.199491,-7.54578,24.0901,3.42564,-1.26859,-0.183897,2.33765,0.199491,-10.0555,23.6491,7.48725,-0.900828,0.292554,-2.08234,0.199491,-9.34624,23.501,3.07505,0.379975,0.483297,-1.38094,0.199491,-8.13506,22.7254,7.99025,0.598297,-1.12868,-1.74241,0.199645,-12.5598,22.9734,2.94205,-0.7321,-0.955856,-0.80545,0.199491,
2.1412,-7.02904,14.1278,-4.06352,0.272166,0.447614,0.133625,4000.24,-7.02904,14.1278,-4.06352,0.272166,0.447614,0.133625,4000.24,-7.02904,14.1278,-4.06352,0.272166,0.447614,0.133625,4000.24,-7.02904,14.1278,-4.06352,0.272166,0.447614,0.133625,4000.24,-7.02904,14.1278,-4.06352,0.272166,0.447614,0.133625,4000.24,-15.3433,22.7085,7.39469,0.323918,0.515147,0.60675,0.199491,-7.78699,24.1588,3.50206,-1.25555,-0.18046,2.34773,0.199491,-10.3201,23.6485,7.53792,-0.830711,0.323384,-2.05103,0.199491,-9.57325,23.5268,3.13133,0.398303,0.472351,-1.37408,0.199491,-8.385,22.7221,8.048,0.599711,-1.14115,-1.72805,0.199645,-12.7722,22.9479,2.97143,-0.731605,-0.954959,-0.785066,0.199491,
2.1513,-7.04877,14.2562,-4.08222,0.291498,0.437276,0.14188,4000.24,-7.04877,14.2562,-4.08222,0.291498,0.437276,0.14188,4000.24,-7.04877,14.2562,-4.08222,0.291498,0.437276,0.14188,4000.24,-7.04877,14.2562,-4.08222,0.291498,0.437276,0.14188,4000.24,-7.04877,14.2562,-4.08222,0.291498,0.437276,0.14188,4000.24,-15.5913,22.5975,7.38768,0.274492,0.414109,0.583841,0.199491,-8.02906,24.2273,3.57017,-1.24665,-0.176866,2.35849,0.199491,-10.5866,23.6574,7.57665,-0.752181,0.355395,-2.01362,0.199491,-9.79644,23.5432,3.18489,0.4155,0.461754,-1.3675,0.199491,-8.63345,22.7056,8.10267,0.631859,-1.15162,-1.74176,0.199645,-12.9841,22.9194,2.99251,-0.763083,-0.937195,-0.740042,0.199491,
2.1614,-7.0685,14.3747,-4.10093,0.310642,0.426796,0.149873,4000.24,-7.0685,14.3747,-4.10093,0.310642,0.426796,0.149873,4000.24,-7.0685,14.3747,-4.10093,0.310642,0.426796,0.149873,4000.24,-7.0685,14.3747,-4.10093,0.310642,0.426796,0.149873,4000.24,-7.0685,14.3747,-4.10093,0.310642,0.426796,0.149873,4000.24,-15.823,22.4599,7.39799,0.460823,0.604904,0.671773,0.199491,-8.26441,24.2605,3.63859,-1.23948,-0.165182,2.36993,0.199491,-10.8411,23.6126,7.61659,-0.70102,0.372656,-1.98586,0.199491,-10.0169,23.5433,3.23635,0.43353,0.45105,-1.3609,0.199491,-8.8783,22.6739,8.15314,0.620083,-1.16501,-1.7154,0.199645,-13.1878,22.8713,3.02003,-0.760189,-0.935581,-0.722812,0.199491,
2.1715,-7.08823,14.4832,-4.11964,0.329603,0.41618,0.157608,4000.24,-7.08823,14.4832,-4.11964,0.329603,0.41618,0.157608,4000.24,-7.08823,14.4832,-4.11964,0.329603,0.41618,0.157608,4000.24,-7.08823,14.4832,-4.11964,0.329603,0.41618,0.157608,4000.24,-7.08823,14.4832,-4.11964,0.329603,0.41618,0.157608,4000.24,-16.0631,22.3167,7.38287,0.47879,0.592405,0.675658,0.199491,-8.49728,24.2525,3.70596,-1.21508,-0.163689,2.37977,0.199491,-11.0953,23.5154,7.66211,-0.745155,0.340722,-2.00096,0.199491,-10.2388,23.531,3.28287,0.453125,0.439089,-1.35375,0.199491,-9.123,22.629,8.20121,0.652214,-1.17576,-1.72943,0.199645,-13.3972,22.8143,3.02891,-0.791726,-0.915487,-0.677235,0.199491,
2.1816,-7.10796,14.5816,-4.13834,0.348386,0.405432,0.165086,4000.24,-7.10796,14.5816,-4.13834,0.348386,0.405432,0.165086,4000.24,-7.10796,14.5816,-4.13834,0.348386,0.405432,0.165086,4000.24,-7.10796,14.5816,-4.13834,0.348386,0.405432,0.165086,4000.24,-7.10796,14.5816,-4.13834,0.348386,0.405432,0.165086,4000.24,-16.2953,22.1523,7.36622,0.323604,0.372782,0.605579,0.199491,-8.72783,24.2346,3.77639,-1.19373,-0.160543,2.38925,0.199491,-11.3391,23.4034,7.70845,-0.741634,0.337162,-1.9929,0.199491,-10.4586,23.5012,3.33004,0.471957,0.428038,-1.34714,0.199491,-9.36425,22.5676,8.2452,0.608801,-1.19046,-1.6736,0.199645,-13.5985,22.7357,3.0502,-0.788624,-0.91362,-0.659474,0.199491,
2.1917,-7.1277,14.6701,-4.15705,0.366996,0.394558,0.17231,4000.24,-7.1277,14.6701,-4.15705,0.366996,0.394558,0.17231,4000.24,-7.1277,14.6701,-4.15705,0.366996,0.394558,0.17231,4000.24,-7.1277,14.6701,-4.15705,0.366996,0.394558,0.17231,4000.24,-7.1277,14.6701,-4.15705,0.366996,0.394558,0.17231,4000.24,-16.5074,21.967,7.37431,0.450255,0.495016,0.661128,0.199491,-8.95972,24.2193,3.84316,-1.19673,-0.136442,2.40226,0.199491,-11.5859,23.3107,7.74475,-0.689143,0.351237,-1.96909,0.199491,-10.6781,23.4607,3.37245,0.486882,0.416975,-1.34199,0.199491,-9.6044,22.493,8.28631,0.596911,-1.20312,-1.64673,0.199645,-13.8018,22.6521,3.06086,-0.796538,-0.906595,-0.633668,0.199491,
2.2018,-7.14743,14.7485,-4.17575,0.385439,0.383562,0.179283,4000.24,-7.14743,14.7485,-4.17575,0.385439,0.383562,0.179283,4000.24,-7.14743,14.7485,-4.17575,0.385439,0.383562,0.179283,4000.24,-7.14743,14.7485,-4.17575,0.385439,0.383562,0.179283,4000.24,-7.14743,14.7485,-4.17575,0.385439,0.383562,0.179283,4000.24,-16.7343,21.789,7.35333,0.517939,0.537216,0.688949,0.199491,-9.19381,24.1975,3.90248,-1.17796,-0.137931,2.41194,0.199491,-11.8381,23.212,7.77799,-0.679349,0.349634,-1.95491,0.199491,-10.8945,23.4057,3.41226,0.505483,0.40597,-1.33617,0.199491,-9.84275,22.4062,8.3243,0.636524,-1.21424,-1.66801,0.199645,-13.999,22.5505,3.0733,-0.793027,-0.906149,-0.616547,0.199491,
2.2119,-7.16716,14.817,-4.19445,0.403717,0.37245,0.186007,4000.24,-7.16716,14.817,-4.19445,0.403717,0.37245,0.186007,4000.24,-7.16716,14.817,-4.19445,0.403717,0.37245,0.186007,4000.24,-7.16716,14.817,-4.19445,0.403717,0.37245,0.186007,4000.24,-7.16716,14.817,-4.19445,0.403717,0.37245,0.186007,4000.24,-16.9614,21.5951,7.31701,0.391585,0.357126,0.633254,0.199491,-9.43168,24.1583,3.95364,-1.15241,-0.147278,2.42217,0.199491,-12.0918,23.1038,7.79538,-0.629234,0.357827,-1.93389,0.199491,-11.11,23.3376,3.44741,0.522136,0.39424,-1.33106,0.199491,-10.0787,22.305,8.35882,0.660768,-1.22588,-1.67513,0.199645,-14.1967,22.4389,3.0735,-0.804931,-0.895215,-0.586926,0.199491,
2.222,-7.18698,14.8757,-4.21302,0.421777,0.36125,0.192388,4000.24,-7.18698,14.8757,-4.21302,0.421777,0.36125,0.192388,4000.24,-7.18698,14.8757,-4.21302,0.421777,0.36125,0.192388,4000.24,-7.18698,14.8757,-4.21302,0.421777,0.36125,0.192388,4000.24,-7.18698,14.8757,-4.21302,0.421777,0.36125,0.192388,4000.24,-17.173,21.3799,7.29086,0.497638,0.451623,0.672431,0.199491,-9.65847,24.1007,4.01062,-1.16067,-0.11562,2.43593,0.199491,-12.333,22.9644,7.81904,-0.609149,0.358083,-1.91852,0.199491,-11.3227,23.2559,3.48101,0.538841,0.382601,-1.32607,0.199491,-10.3127,22.1895,8.3895,0.643093,-1.2388,-1.64284,0.199645,-14.3901,22.3132,3.07329,-0.817031,-0.881317,-0.557188,0.199491,
2.2321,-7.21474,14.9536,-4.22141,0.4351,0.351785,0.191388,4000.24,-7.21474,14.9536,-4.22141,0.4351,0.351785,0.191388,4000.24,-7.21474,14.9536,-4.22141,0.4351,0.351785,0.191388,4000.24,-7.21474,14.9536,-4.22141,0.4351,0.351785,0.191388,4000.24,-7.21474,14.9536,-4.22141,0.4351,0.351785,0.191388,4000.24,-17.3687,21.2576,7.24363,0.506943,0.436218,0.678335,0.199491,-9.86306,24.0586,4.02202,-1.12429,-0.124491,2.44165,0.199491,-12.5303,22.8207,7.81555,-0.67795,0.328214,-1.9417,0.199491,-11.5365,23.2468,3.46512,0.554434,0.37375,-1.32668,0.199491,-10.5516,22.1795,8.37415,0.567995,-1.24882,-1.5599,0.199645,-14.5777,22.2604,3.04638,-0.771264,-0.917587,-0.578286,0.199491,
2.2422,-7.24445,15.0285,-4.2277,0.44737,0.342714,0.188716,4000.24,-7.24445,15.0285,-4.2277,0.44737,0.342714,0.188716,4000.24,-7.24445,15.0285,-4.2277,0.44737,0.342714,0.188716,4000.24,-7.24445,15.0285,-4.2277,0.44737,0.342714,0.188716,4000.24,-7.24445,15.0285,-4.2277,0.44737,0.342714,0.188716,4000.24,-17.6075,21.198,7.12232,0.399576,0.280565,0.628601,0.199491,-10.0876,24.0688,4.00716,-1.09688,-0.141306,2.44903,0.199491,-12.7768,22.7877,7.78109,-0.696431,0.29854,-1.95047,0.199491,-11.7499,23.252,3.428,0.562476,0.365854,-1.33154,0.199491,-10.7917,22.19,8.34703,0.652029,-1.25686,-1.62875,0.199645,-14.778,22.2302,2.96677,-0.803444,-0.896172,-0.536678,0.199491,
2.2523,-7.27415,15.0933,-4.23397,0.459628,0.333674,0.185938,4000.24,-7.27415,15.0933,-4.23397,0.459628,0.333674,0.185938,4000.24,-7.27415,15.0933,-4.23397,0.459628,0.333674,0.185938,4000.24,-7.27415,15.0933,-4.23397,0.459628,0.333674,0.185938,4000.24,-7.27415,15.0933,-4.23397,0.459628,0.333674,0.185938,4000.24,-17.8441,21.1187,6.98319,0.475911,0.354629,0.633366,0.199491,-10.3488,24.1424,3.96756,-1.12402,-0.119781,2.46612,0.199491,-13.0878,22.8831,7.6895,-0.5132,0.341053,-1.89198,0.199491,-11.9601,23.2417,3.38669,0.572792,0.356778,-1.33681,0.199491,-11.0337,22.1881,8.31911,0.804283,-1.26001,-1.76293,0.199645,-14.9704,22.177,2.88039,-0.832901,-0.871183,-0.495126,0.199491,
2.2624,-7.30386,15.1481,-4.24025,0.471875,0.324667,0.18305,4000.24,-7.30386,15.1481,-4.24025,0.471875,0.324667,0.18305,4000.24,-7.30386,15.1481,-4.24025,0.471875,0.324667,0.18305,4000.24,-7.30386,15.1481,-4.24025,0.471875,0.324667,0.18305,4000.24,-7.30386,15.1481,-4.24025,0.471875,0.324667,0.18305,4000.24,-18.0597,21.0127,6.87832,0.562989,0.438483,0.655147,0.199491,-10.5939,24.2046,3.93028,-1.11419,-0.139954,2.4746,0.199491,-13.3584,22.9466,7.61186,-0.335606,0.382285,-1.8171,0.199491,-12.1636,23.2224,3.34631,0.586835,0.346669,-1.34016,0.199491,-11.2736,22.1709,8.28858,0.868349,-1.26512,-1.81348,0.199645,-15.1527,22.1189,2.80553,-0.848009,-0.853432,-0.467555,0.199491,
2.2725,-7.33357,15.1929,-4.24654,0.484111,0.315693,0.180052,4000.24,-7.33357,15.1929,-4.24654,0.484111,0.315693,0.180052,4000.24,-7.33357,15.1929,-4.24654,0.484111,0.315693,0.180052,4000.24,-7.33357,15.1929,-4.24654,0.484111,0.315693,0.180052,4000.24,-7.33357,15.1929,-4.24654,0.484111,0.315693,0.180052,4000.24,-18.2629,20.8917,6.78634,0.527685,0.371907,0.635903,0.199491,-10.8064,24.184,3.90505,-1.0938,-0.148596,2.48148,0.199491,-13.5847,22.8708,7.56579,-0.414491,0.352008,-1.84464,0.199491,-12.3643,23.1916,3.3067,0.600293,0.337392,-1.34344,0.199491,-11.5094,22.1412,8.25488,0.877578,-1.27393,-1.81181,0.199645,-15.3307,22.0503,2.73853,-0.852501,-0.844451,-0.449451,0.199491,
2.2826,-7.36328,15.2278,-4.25282,0.496339,0.306755,0.176947,4000.24,-7.36328,15.2278,-4.25282,0.496339,0.306755,0.176947,4000.24,-7.36328,15.2278,-4.25282,0.496339,0.306755,0.176947,4000.24,-7.36328,15.2278,-4.25282,0.496339,0.306755,0.176947,4000.24,-7.36328,15.2278,-4.25282,0.496339,0.306755,0.176947,4000.24,-18.4603,20.7563,6.69539,0.572693,0.404514,0.646349,0.199491,-11.0017,24.0964,3.88698,-1.07831,-0.133572,2.49105,0.199491,-13.785,22.6898,7.53056,-0.582627,0.285694,-1.9044,0.199491,-12.5675,23.146,3.26641,0.613448,0.328815,-1.34689,0.199491,-11.743,22.0988,8.21884,0.866344,-1.28405,-1.79046,0.199645,-15.5103,21.9662,2.67265,-0.847651,-0.847475,-0.438065,0.199491,
2.2927,-7.393,15.2526,-4.2591,0.508563,0.297853,0.173736,4000.24,-7.393,15.2526,-4.2591,0.508563,0.297853,0.173736,4000.24,-7.393,15.2526,-4.2591,0.508563,0.297853,0.173736,4000.24,-7.393,15.2526,-4.2591,0.508563,0.297853,0.173736,4000.24,-7.393,15.2526,-4.2591,0.508563,0.297853,0.173736,4000.24,-18.6596,20.606,6.60252,0.569178,0.37522,0.639278,0.199491,-11.209,24.0229,3.87186,-1.05321,-0.14119,2.49767,0.199491,-13.9925,22.5493,7.4973,-0.599431,0.265484,-1.91144,0.199491,-12.7734,23.0856,3.22429,0.626231,0.320546,-1.35051,0.199491,-11.9756,22.0434,8.18091,0.851546,-1.29409,-1.76553,0.199645,-15.6918,21.867,2.60687,-0.826895,-0.872628,-0.438692,0.199491,
2.3028,-7.4227,15.2674,-4.26538,0.520784,0.28899,0.170423,4000.24,-7.4227,15.2674,-4.26538,0.520784,0.28899,0.170423,4000.24,-7.4227,15.2674,-4.26538,0.520784,0.28899,0.170423,4000.24,-7.4227,15.2674,-4.26538,0.520784,0.28899,0.170423,4000.24,-7.4227,15.2674,-4.26538,0.520784,0.28899,0.170423,4000.24,-18.8577,20.45,6.50118,0.591323,0.379043,0.639209,0.199491,-11.4442,24,3.84272,-1.04857,-0.145277,2.50691,0.199491,-14.2466,22.507,7.43561,-0.489227,0.291764,-1.87537,0.199491,-12.9774,23.0144,3.17908,0.636617,0.312694,-1.35521,0.199491,-12.2082,21.9766,8.14152,0.901788,-1.3003,-1.80313,0.199645,-15.8725,21.758,2.53328,-0.815493,-0.888344,-0.43192,0.199491,
