time,0_rod(payload_bars compound_3cJZw9).X,0_rod(payload_bars compound_3cJZw9).Y,0_rod(payload_bars compound_3cJZw9).Z,0_rod(payload_bars compound_3cJZw9).Euler1,0_rod(payload_bars compound_3cJZw9).Euler2,0_rod(payload_bars compound_3cJZw9).Euler3,0_rod(payload_bars compound_3cJZw9).mass,1_rod(payload_bars compound_3cJZw9).X,1_rod(payload_bars compound_3cJZw9).Y,1_rod(payload_bars compound_3cJZw9).Z,1_rod(payload_bars compound_3cJZw9).Euler1,1_rod(payload_bars compound_3cJZw9).Euler2,1_rod(payload_bars compound_3cJZw9).Euler3,1_rod(payload_bars compound_3cJZw9).mass,2_rod(payload_bars compound_3cJZw9).X,2_rod(payload_bars compound_3cJZw9).Y,2_rod(payload_bars compound_3cJZw9).Z,2_rod(payload_bars compound_3cJZw9).Euler1,2_rod(payload_bars compound_3cJZw9).Euler2,2_rod(payload_bars compound_3cJZw9).Euler3,2_rod(payload_bars compound_3cJZw9).mass,3_rod(payload_bars compound_3cJZw9).X,3_rod(payload_bars compound_3cJZw9).Y,3_rod(payload_bars compound_3cJZw9).Z,3_rod(payload_bars compound_3cJZw9).Euler1,3_rod(payload_bars compound_3cJZw9).Euler2,3_rod(payload_bars compound_3cJZw9).Euler3,3_rod(payload_bars compound_3cJZw9).mass,4_rod(sense_bar compound_3cJZw9).X,4_rod(sense_bar compound_3cJZw9).Y,4_rod(sense_bar compound_3cJZw9).Z,4_rod(sense_bar compound_3cJZw9).Euler1,4_rod(sense_bar compound_3cJZw9).Euler2,4_rod(sense_bar compound_3cJZw9).Euler3,4_rod(sense_bar compound_3cJZw9).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.3029,-0.496683,10.8039,-1.23805,-0.00643639,0.073455,0.650532,0.24652,-0.496683,10.8039,-1.23805,-0.00643639,0.073455,0.650532,0.24652,-0.496683,10.8039,-1.23805,-0.00643639,0.073455,0.650532,0.24652,-0.496683,10.8039,-1.23805,-0.00643639,0.073455,0.650532,0.24652,-0.496683,10.8039,-1.23805,-0.00643639,0.073455,0.650532,0.24652,-1.22677,10.7909,-1.19012,-0.0138183,0.0774952,-1.7001,0.0593527,0.256303,10.7802,-1.30456,0.0545879,0.0861105,-1.6945,0.0593527,-0.543241,10.6916,-1.98348,0.0156938,0.0268977,-0.135141,0.0593527,-0.426701,10.879,-0.511178,0.0162495,0.0229338,-0.135381,0.0593527,-0.470815,10.0474,-1.14823,-1.63477,0.63484,-0.0956785,0.0593527,-0.499404,11.5232,-1.3466,-1.62987,0.587627,-0.0924625,0.0593527,
1.313,-0.51287,10.9089,-1.27827,-0.0134135,0.0608615,0.469633,0.24652,-0.51287,10.9089,-1.27827,-0.0134135,0.0608615,0.469633,0.24652,-0.51287,10.9089,-1.27827,-0.0134135,0.0608615,0.469633,0.24652,-0.51287,10.9089,-1.27827,-0.0134135,0.0608615,0.469633,0.24652,-0.51287,10.9089,-1.27827,-0.0134135,0.0608615,0.469633,0.24652,-1.24289,10.9012,-1.23415,-0.0291727,0.0638233,-1.88122,0.0593527,0.240671,10.8777,-1.33387,0.035168,0.0839403,-1.87647,0.0593527,-0.55197,10.6646,-1.99184,0.0117329,0.0342004,-0.31579,0.0593527,-0.448749,11.1136,-0.576338,0.0198116,0.00954173,-0.315928,0.0593527,-0.484457,10.1812,-1.05385,-1.61817,0.446418,-0.0742439,0.0593527,-0.516939,11.5972,-1.51374,-1.62119,0.469874,-0.0746442,0.0593527,
1.3231,-0.528589,11.0038,-1.31862,-0.0198579,0.0507903,0.29218,0.24652,-0.528589,11.0038,-1.31862,-0.0198579,0.0507903,0.29218,0.24652,-0.528589,11.0038,-1.31862,-0.0198579,0.0507903,0.29218,0.24652,-0.528589,11.0038,-1.31862,-0.0198579,0.0507903,0.29218,0.24652,-0.528589,11.0038,-1.31862,-0.0198579,0.0507903,0.29218,0.24652,-1.25929,10.9997,-1.27984,0.0164908,0.0765538,-2.05868,0.0593527,0.225634,10.9665,-1.36107,-0.0506276,0.0407884,-2.06261,0.0593527,-0.561285,10.6346,-1.97669,-0.0246889,0.0924271,-0.498674,0.0593527,-0.471702,11.3318,-0.664366,-0.0258017,0.0944507,-0.498935,0.0593527,-0.499927,10.328,-0.967079,-1.61049,0.312156,-0.0574318,0.0593527,-0.533404,11.6385,-1.67379,-1.61299,0.345024,-0.0577275,0.0593527,
1.3332,-0.544697,11.0881,-1.35891,-0.0246866,0.0396938,0.112152,0.24652,-0.544697,11.0881,-1.35891,-0.0246866,0.0396938,0.112152,0.24652,-0.544697,11.0881,-1.35891,-0.0246866,0.0396938,0.112152,0.24652,-0.544697,11.0881,-1.35891,-0.0246866,0.0396938,0.112152,0.24652,-0.544697,11.0881,-1.35891,-0.0246866,0.0396938,0.112152,0.24652,-1.27543,11.0874,-1.32618,-0.00652518,0.0593861,-2.24035,0.0593527,0.209955,11.0476,-1.38766,-0.0474592,0.0267322,-2.2421,0.0593527,-0.569666,10.6068,-1.9404,-0.0236535,0.0630232,-0.67834,0.0593527,-0.494157,11.5283,-0.773747,-0.0337233,0.0754777,-0.679113,0.0593527,-0.516587,10.4866,-0.891716,-1.60215,0.118242,-0.0420801,0.0593527,-0.548112,11.6487,-1.82242,-1.60148,0.0799452,-0.0411053,0.0593527,
1.3433,-0.560366,11.1619,-1.39909,-0.0262873,0.0253462,-0.0700173,0.24652,-0.560366,11.1619,-1.39909,-0.0262873,0.0253462,-0.0700173,0.24652,-0.560366,11.1619,-1.39909,-0.0262873,0.0253462,-0.0700173,0.24652,-0.560366,11.1619,-1.39909,-0.0262873,0.0253462,-0.0700173,0.24652,-0.560366,11.1619,-1.39909,-0.0262873,0.0253462,-0.0700173,0.24652,-1.29157,11.1643,-1.37302,-0.0467152,0.0101759,-2.42159,0.0593527,0.194665,11.1205,-1.41465,0.00488637,0.0688747,-2.41954,0.0593527,-0.579087,10.5843,-1.88542,0.0243005,0.00257038,-0.856957,0.0593527,-0.517236,11.7,-0.901727,0.0297549,-0.00211246,-0.857399,0.0593527,-0.534951,10.6539,-0.831323,-1.59723,-0.100949,-0.0282439,0.0593527,-0.561672,11.6302,-1.95573,-1.59708,-0.123555,-0.0278114,0.0593527,
1.3534,-0.576386,11.2254,-1.43942,-0.0248722,0.011594,-0.250401,0.24652,-0.576386,11.2254,-1.43942,-0.0248722,0.011594,-0.250401,0.24652,-0.576386,11.2254,-1.43942,-0.0248722,0.011594,-0.250401,0.24652,-0.576386,11.2254,-1.43942,-0.0248722,0.011594,-0.250401,0.24652,-0.576386,11.2254,-1.43942,-0.0248722,0.011594,-0.250401,0.24652,-1.30764,11.2292,-1.41996,-0.0242218,0.025102,-2.60134,0.0593527,0.17882,11.1851,-1.44053,-0.00401131,0.0581547,-2.6005,0.0593527,-0.588555,10.5698,-1.81412,0.00498238,0.0118688,-1.03794,0.0593527,-0.538824,11.8441,-1.04627,0.0218741,0.00191279,-1.03793,0.0593527,-0.55445,10.8278,-0.789507,-1.59648,-0.247443,-0.0145252,0.0593527,-0.573593,11.5867,-2.07065,-1.59794,-0.209159,-0.0132788,0.0593527,
1.3635,-0.592052,11.2786,-1.47935,-0.0227186,-0.00185359,-0.429267,0.24652,-0.592052,11.2786,-1.47935,-0.0227186,-0.00185359,-0.429267,0.24652,-0.592052,11.2786,-1.47935,-0.0227186,-0.00185359,-0.429267,0.24652,-0.592052,11.2786,-1.47935,-0.0227186,-0.00185359,-0.429267,0.24652,-0.592052,11.2786,-1.47935,-0.0227186,-0.00185359,-0.429267,0.24652,-1.32358,11.2821,-1.46742,-0.00976266,0.047957,-2.78115,0.0593527,0.163275,11.2422,-1.4665,-0.0359579,-0.0214495,-2.78149,0.0593527,-0.599535,10.5663,-1.73044,-0.0564004,0.0272507,-1.21924,0.0593527,-0.560206,11.9581,-1.20356,-0.0588573,0.0281404,-1.21963,0.0593527,-0.575381,11.0038,-0.768551,-1.59768,-0.403204,0.000511214,0.0593527,-0.584675,11.5205,-2.16536,-1.59814,-0.397011,0.00115241,0.0593527,
1.3736,-0.608051,11.3214,-1.51924,-0.0180443,-0.0146497,-0.60898,0.24652,-0.608051,11.3214,-1.51924,-0.0180443,-0.0146497,-0.60898,0.24652,-0.608051,11.3214,-1.51924,-0.0180443,-0.0146497,-0.60898,0.24652,-0.608051,11.3214,-1.51924,-0.0180443,-0.0146497,-0.60898,0.24652,-0.608051,11.3214,-1.51924,-0.0180443,-0.0146497,-0.60898,0.24652,-1.33961,11.3239,-1.51454,-0.0231011,-0.0134654,-2.96141,0.0593527,0.147249,11.2912,-1.49296,-0.0274129,-0.0378016,-2.9613,0.0593527,-0.610532,10.5756,-1.63843,-0.026548,0.00267108,-1.39856,0.0593527,-0.580149,12.0393,-1.36916,-0.0375705,0.00459027,-1.39862,0.0593527,-0.59711,11.1787,-0.770502,-1.60262,-0.62827,0.0170798,0.0593527,-0.594435,11.4362,-2.2372,-1.60478,-0.66928,0.0192828,0.0593527,
1.3837,-0.623619,11.3539,-1.55847,-0.0105698,-0.0269864,-0.78968,0.24652,-0.623619,11.3539,-1.55847,-0.0105698,-0.0269864,-0.78968,0.24652,-0.623619,11.3539,-1.55847,-0.0105698,-0.0269864,-0.78968,0.24652,-0.623619,11.3539,-1.55847,-0.0105698,-0.0269864,-0.78968,0.24652,-0.623619,11.3539,-1.55847,-0.0105698,-0.0269864,-0.78968,0.24652,-1.35521,11.3542,-1.56164,-0.0161792,-0.0476689,-3.14155,0.0593527,0.131386,11.3319,-1.52097,-0.0161292,0.0174658,-3.14154,0.0593527,-0.623481,10.5987,-1.54236,0.0443089,-0.0108795,-1.57918,0.0593527,-0.59992,12.0873,-1.53964,0.0514673,-0.0107898,-1.57966,0.0593527,-0.620077,11.3478,-0.796299,-1.61448,-0.814188,0.0395836,0.0593527,-0.603551,11.3382,-2.28559,-1.61488,-0.810859,0.0402727,0.0593527,
1.3938,-0.639581,11.3761,-1.59774,-0.00115743,-0.0378539,-0.970511,0.24652,-0.639581,11.3761,-1.59774,-0.00115743,-0.0378539,-0.970511,0.24652,-0.639581,11.3761,-1.59774,-0.00115743,-0.0378539,-0.970511,0.24652,-0.639581,11.3761,-1.59774,-0.00115743,-0.0378539,-0.970511,0.24652,-0.639581,11.3761,-1.59774,-0.00115743,-0.0378539,-0.970511,0.24652,-1.37111,11.3727,-1.60739,-0.0130016,-0.00441214,2.96136,0.0593527,0.115179,11.3647,-1.54944,-0.0155127,0.0106883,2.96134,0.0593527,-0.63711,10.6362,-1.44616,0.0155778,-0.0188886,-1.75952,0.0593527,-0.617306,12.1011,-1.71037,0.0323566,-0.0156723,-1.75998,0.0593527,-0.643451,11.5069,-0.84685,-1.62958,-0.944618,0.0659031,0.0593527,-0.611689,11.2309,-2.3098,-1.62762,-0.913105,0.0653033,0.0593527,
1.4039,-0.655121,11.3883,-1.63652,0.0102095,-0.0473038,-1.15098,0.24652,-0.655121,11.3883,-1.63652,0.0102095,-0.0473038,-1.15098,0.24652,-0.655121,11.3883,-1.63652,0.0102095,-0.0473038,-1.15098,0.24652,-0.655121,11.3883,-1.63652,0.0102095,-0.0473038,-1.15098,0.24652,-0.655121,11.3883,-1.63652,0.0102095,-0.0473038,-1.15098,0.24652,-1.38649,11.3797,-1.65233,-0.00814576,-0.0136636,2.7813,0.0593527,0.098956,11.3892,-1.57945,0.0102942,-0.0627252,2.7806,0.0593527,-0.653015,10.6875,-1.35483,-0.035982,-0.0482208,-1.93774,0.0593527,-0.634019,12.0814,-1.87706,-0.0386471,-0.0492465,-1.93774,0.0593527,-0.667424,11.6513,-0.921138,-1.67021,-1.13761,0.116533,0.0593527,-0.619879,11.1174,-2.31077,-1.67555,-1.15263,0.121812,0.0593527,
1.414,-0.671069,11.3903,-1.67485,0.0233459,-0.0543647,-1.33101,0.24652,-0.671069,11.3903,-1.67485,0.0233459,-0.0543647,-1.33101,0.24652,-0.671069,11.3903,-1.67485,0.0233459,-0.0543647,-1.33101,0.24652,-0.671069,11.3903,-1.67485,0.0233459,-0.0543647,-1.33101,0.24652,-0.671069,11.3903,-1.67485,0.0233459,-0.0543647,-1.33101,0.24652,-1.4022,11.3757,-1.69645,0.026897,-0.0715913,2.59981,0.0593527,0.0825467,11.4048,-1.61138,0.0310761,-0.0782846,2.5995,0.0593527,-0.669313,10.7514,-1.27209,0.00939386,-0.0444841,-2.11942,0.0593527,-0.648715,12.0292,-2.03551,0.00190659,-0.0490547,-2.1193,0.0593527,-0.69123,11.7774,-1.01861,-1.81497,-1.35694,0.269361,0.0593527,-0.627649,11.0032,-2.28898,-1.8585,-1.38255,0.312889,0.0593527,
1.4241,-0.686562,11.3823,-1.71274,0.0372088,-0.0595246,-1.51148,0.24652,-0.686562,11.3823,-1.71274,0.0372088,-0.0595246,-1.51148,0.24652,-0.686562,11.3823,-1.71274,0.0372088,-0.0595246,-1.51148,0.24652,-0.686562,11.3823,-1.71274,0.0372088,-0.0595246,-1.51148,0.24652,-0.686562,11.3823,-1.71274,0.0372088,-0.0595246,-1.51148,0.24652,-1.41738,11.3607,-1.73891,0.0341963,-0.0648668,2.41928,0.0593527,0.0660924,11.4113,-1.64531,0.00905214,-0.0362301,2.42056,0.0593527,-0.687863,10.826,-1.20187,0.069475,-0.00983415,-2.30171,0.0593527,-0.662946,11.9462,-2.18208,0.0750901,-0.00478254,-2.30192,0.0593527,-0.715367,11.8807,-1.13671,-2.3778,-1.48668,0.842804,0.0593527,-0.63568,10.8915,-2.24742,-2.24036,-1.47331,0.706373,0.0593527,
1.4342,-0.702465,11.3643,-1.75028,0.0521095,-0.0628101,-1.69314,0.24652,-0.702465,11.3643,-1.75028,0.0521095,-0.0628101,-1.69314,0.24652,-0.702465,11.3643,-1.75028,0.0521095,-0.0628101,-1.69314,0.24652,-0.702465,11.3643,-1.75028,0.0521095,-0.0628101,-1.69314,0.24652,-0.702465,11.3643,-1.75028,0.0521095,-0.0628101,-1.69314,0.24652,-1.43285,11.3348,-1.77953,0.0133318,-0.0388009,2.24031,0.0593527,0.0495014,11.4087,-1.68162,0.00953265,-0.0355364,2.24044,0.0593527,-0.707244,10.9086,-1.148,0.0491707,-0.0409936,-2.48167,0.0593527,-0.674754,11.8351,-2.31282,0.0582424,-0.0292887,-2.48225,0.0593527,-0.738831,11.9577,-1.27336,2.23186,-1.45675,2.52711,0.0593527,-0.643838,10.7863,-2.18772,2.32192,-1.46799,2.43846,0.0593527,
1.4443,-0.717994,11.3365,-1.78758,0.0678261,-0.0623933,-1.87451,0.24652,-0.717994,11.3365,-1.78758,0.0678261,-0.0623933,-1.87451,0.24652,-0.717994,11.3365,-1.78758,0.0678261,-0.0623933,-1.87451,0.24652,-0.717994,11.3365,-1.78758,0.0678261,-0.0623933,-1.87451,0.24652,-0.717994,11.3365,-1.78758,0.0678261,-0.0623933,-1.87451,0.24652,-1.44799,11.2985,-1.81833,0.0512179,-0.0595663,2.0586,0.0593527,0.0328326,11.3967,-1.71993,0.0704384,-0.069829,2.05736,0.0593527,-0.728665,10.996,-1.11349,0.0325564,-0.0959794,-2.66034,0.0593527,-0.685809,11.6992,-2.42481,0.0311181,-0.0987187,-2.66024,0.0593527,-0.761836,12.0056,-1.42484,1.83551,-1.24768,2.93236,0.0593527,-0.652987,10.6893,-2.11335,1.82239,-1.22417,2.94523,0.0593527,
1.4544,-0.733864,11.2989,-1.82426,0.0835246,-0.0589698,-2.05446,0.24652,-0.733864,11.2989,-1.82426,0.0835246,-0.0589698,-2.05446,0.24652,-0.733864,11.2989,-1.82426,0.0835246,-0.0589698,-2.05446,0.24652,-0.733864,11.2989,-1.82426,0.0835246,-0.0589698,-2.05446,0.24652,-0.733864,11.2989,-1.82426,0.0835246,-0.0589698,-2.05446,0.24652,-1.46321,11.2519,-1.85586,0.099851,-0.0707095,1.87548,0.0593527,0.0160598,11.374,-1.76059,0.104909,-0.0721511,1.87512,0.0593527,-0.750485,11.0846,-1.1002,0.067981,-0.0559253,-2.84263,0.0593527,-0.695312,11.5415,-2.51603,0.0660204,-0.0622768,-2.8428,0.0593527,-0.78373,12.0218,-1.58821,1.76564,-1.05588,3.01193,0.0593527,-0.662788,10.6044,-2.02816,1.76468,-1.04566,3.01355,0.0593527,
