tgDataLogger2 started logging at time 01242019_103944, with 2 sensors on 1 senseable objects.
time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,
0.1,-0.709765,1.53736,1.71331e-05,5.62961e-07,6.09127e-05,-5.30834e-07,0.0600995,-0.684579,-1.53793,0.000186448,-3.14159,0.000138425,5.39842e-07,0.0610156,
0.2,-0.709334,1.53736,1.30776e-05,5.62961e-07,6.00931e-05,-5.30832e-07,0.0600995,-0.684581,-1.53793,0.000179275,-3.14159,0.000139263,5.39846e-07,0.0610156,
0.3,-0.708891,1.53736,9.11523e-06,5.62961e-07,5.92897e-05,-5.30829e-07,0.0600995,-0.684582,-1.53793,0.000172113,-3.14159,0.000140086,5.39824e-07,0.0610156,
0.4,-0.708437,1.53736,5.2524e-06,5.6296e-07,5.8502e-05,-5.30828e-07,0.0600995,-0.684584,-1.53793,0.000164963,-3.14159,0.000140894,5.39822e-07,0.0610156,
0.5,-0.707971,1.53736,1.49775e-06,5.6296e-07,5.77292e-05,-5.30826e-07,0.0600995,-0.684586,-1.53793,0.000157827,-3.14159,0.000141687,5.39823e-07,0.0610156,
0.6,-0.707492,1.53736,-2.13506e-06,5.62961e-07,5.69702e-05,-5.30824e-07,0.0600995,-0.684588,-1.53793,0.000150705,-3.14159,0.000142464,5.39845e-07,0.0610156,
0.7,-0.707001,1.53736,-5.62159e-06,5.62963e-07,5.62222e-05,-5.30822e-07,0.0600995,-0.68459,-1.53793,0.000143601,-3.14159,0.000143224,5.39816e-07,0.0610156,
0.8,-0.706497,1.53736,-8.90735e-06,5.62972e-07,5.54779e-05,-5.30817e-07,0.0600995,-0.684591,-1.53793,0.000136517,-3.14159,0.000143968,5.39815e-07,0.0610156,
0.9,-0.70598,1.53736,-1.18142e-05,5.63e-07,5.47066e-05,-5.30813e-07,0.0600995,-0.684593,-1.53793,0.000129462,-3.14159,0.000144695,5.39839e-07,0.0610156,
1,-0.705455,1.53736,-1.30734e-05,5.62644e-07,5.35213e-05,-5.31231e-07,0.0600995,-0.684595,-1.53793,0.000122474,-3.14159,0.000145404,5.3981e-07,0.0610156,
1.1,-0.704926,1.53736,-1.10143e-05,5.62865e-07,5.27514e-05,-5.30866e-07,0.0600995,-0.684596,-1.53793,0.000115684,-3.14159,0.000146095,5.39838e-07,0.0610156,
1.2,-0.704399,1.53736,-1.43933e-05,5.62876e-07,5.20754e-05,-5.31305e-07,0.0600995,-0.684598,-1.53793,0.000109045,-3.14159,0.000146769,5.39844e-07,0.0610156,
1.3,-0.703863,1.53736,-1.60543e-05,5.62622e-07,5.13798e-05,-5.31386e-07,0.0600995,-0.684599,-1.53793,0.000102619,-3.14159,0.000147425,5.39809e-07,0.0610156,
1.4,-0.703333,1.53736,-2.21133e-05,5.6294e-07,5.0689e-05,-5.31241e-07,0.0600995,-0.684601,-1.53793,9.61038e-05,-3.14159,0.000148063,5.39824e-07,0.0610156,
1.5,-0.702797,1.53736,-1.97769e-05,5.62944e-07,5.00376e-05,-5.30858e-07,0.0600995,-0.684602,-1.53793,8.96966e-05,-3.14159,0.000148683,5.39821e-07,0.0610156,
1.6,-0.70226,1.53736,-1.68831e-05,5.63009e-07,4.93929e-05,-5.31109e-07,0.0600995,-0.684604,-1.53793,8.34896e-05,-3.14159,0.000149285,5.39845e-07,0.0610156,
1.7,-0.701715,1.53736,-2.65696e-05,5.62699e-07,4.87786e-05,-5.31021e-07,0.0600995,-0.684605,-1.53793,7.7328e-05,-3.14159,0.000149869,5.3981e-07,0.0610156,
1.8,-0.701181,1.53736,-2.31673e-05,5.62671e-07,4.81677e-05,-5.31117e-07,0.0600995,-0.684606,-1.53793,7.11156e-05,-3.14159,0.000150435,5.39836e-07,0.0610156,
1.9,-0.700642,1.53736,-3.40939e-05,5.62678e-07,4.75694e-05,-5.31148e-07,0.0600995,-0.684607,-1.53793,6.48387e-05,-3.14159,0.000150983,5.39818e-07,0.0610156,
