time,0_rod(payload_bars compound_foSQ).X,0_rod(payload_bars compound_foSQ).Y,0_rod(payload_bars compound_foSQ).Z,0_rod(payload_bars compound_foSQ).Euler1,0_rod(payload_bars compound_foSQ).Euler2,0_rod(payload_bars compound_foSQ).Euler3,0_rod(payload_bars compound_foSQ).mass,1_rod(payload_bars compound_foSQ).X,1_rod(payload_bars compound_foSQ).Y,1_rod(payload_bars compound_foSQ).Z,1_rod(payload_bars compound_foSQ).Euler1,1_rod(payload_bars compound_foSQ).Euler2,1_rod(payload_bars compound_foSQ).Euler3,1_rod(payload_bars compound_foSQ).mass,2_rod(payload_bars compound_foSQ).X,2_rod(payload_bars compound_foSQ).Y,2_rod(payload_bars compound_foSQ).Z,2_rod(payload_bars compound_foSQ).Euler1,2_rod(payload_bars compound_foSQ).Euler2,2_rod(payload_bars compound_foSQ).Euler3,2_rod(payload_bars compound_foSQ).mass,3_rod(payload_bars compound_foSQ).X,3_rod(payload_bars compound_foSQ).Y,3_rod(payload_bars compound_foSQ).Z,3_rod(payload_bars compound_foSQ).Euler1,3_rod(payload_bars compound_foSQ).Euler2,3_rod(payload_bars compound_foSQ).Euler3,3_rod(payload_bars compound_foSQ).mass,4_rod(payload_bars compound_foSQ).X,4_rod(payload_bars compound_foSQ).Y,4_rod(payload_bars compound_foSQ).Z,4_rod(payload_bars compound_foSQ).Euler1,4_rod(payload_bars compound_foSQ).Euler2,4_rod(payload_bars compound_foSQ).Euler3,4_rod(payload_bars compound_foSQ).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
30.6131,-0.214802,1.72957,6.3545,-0.854184,0.31577,1.77669,0.00640547,-0.214802,1.72957,6.3545,-0.854184,0.31577,1.77669,0.00640547,-0.214802,1.72957,6.3545,-0.854184,0.31577,1.77669,0.00640547,-0.214802,1.72957,6.3545,-0.854184,0.31577,1.77669,0.00640547,-0.214802,1.72957,6.3545,-0.854184,0.31577,1.77669,0.00640547,5.2808,3.74107,0.182662,2.31335,-0.0538786,-1.56334,0.199491,-1.41381,6.75049,1.09978,2.6028,-0.130368,-1.64968,0.199491,1.45032,6.01632,0.030371,2.65266,-0.191037,-0.0257819,0.199491,1.47047,5.81611,3.87439,2.64556,-0.173466,-0.166879,0.199491,2.31448,7.34855,2.34078,1.23295,0.726126,0.179989,0.199645,1.02316,3.58824,1.84059,1.2524,0.732585,0.142273,0.199491,
30.6232,-0.130204,1.72754,6.29433,-1.13059,0.0792545,1.58351,0.00640547,-0.130204,1.72754,6.29433,-1.13059,0.0792545,1.58351,0.00640547,-0.130204,1.72754,6.29433,-1.13059,0.0792545,1.58351,0.00640547,-0.130204,1.72754,6.29433,-1.13059,0.0792545,1.58351,0.00640547,-0.130204,1.72754,6.29433,-1.13059,0.0792545,1.58351,0.00640547,5.32177,3.72343,0.156973,2.60217,-0.0587823,-1.57536,0.199491,-1.40909,6.75322,1.10918,2.67463,-0.127074,-1.65577,0.199491,1.43111,6.04456,0.0530971,2.66008,-0.102447,-0.0269755,0.199491,1.46739,5.84691,3.85839,2.65069,-0.150591,-0.157102,0.199491,2.26991,7.36783,2.33104,1.23145,0.67458,0.177473,0.199645,1.04933,3.58662,1.84241,1.24572,0.68069,0.140245,0.199491,
30.6333,-0.0456055,1.7155,6.23416,-1.3511,-0.205168,1.45936,0.00640547,-0.0456055,1.7155,6.23416,-1.3511,-0.205168,1.45936,0.00640547,-0.0456055,1.7155,6.23416,-1.3511,-0.205168,1.45936,0.00640547,-0.0456055,1.7155,6.23416,-1.3511,-0.205168,1.45936,0.00640547,-0.0456055,1.7155,6.23416,-1.3511,-0.205168,1.45936,0.00640547,5.34985,3.7268,0.139976,2.75296,-0.0628411,-1.58302,0.199491,-1.4001,6.75604,1.11992,2.59355,-0.134613,-1.64146,0.199491,1.41438,6.05777,0.0732873,2.66796,-0.0645616,-0.0293758,0.199491,1.45963,5.88046,3.83657,2.6575,-0.134155,-0.144436,0.199491,2.219,7.37633,2.32389,1.25119,0.720664,0.188092,0.199645,1.07181,3.57904,1.84412,1.25454,0.70606,0.147176,0.199491,
30.6434,0.0389926,1.69345,6.174,-1.54398,-0.516325,1.39024,0.00640547,0.0389926,1.69345,6.174,-1.54398,-0.516325,1.39024,0.00640547,0.0389926,1.69345,6.174,-1.54398,-0.516325,1.39024,0.00640547,0.0389926,1.69345,6.174,-1.54398,-0.516325,1.39024,0.00640547,0.0389926,1.69345,6.174,-1.54398,-0.516325,1.39024,0.00640547,5.361,3.74844,0.147076,2.6603,-0.075534,-1.58135,0.199491,-1.40058,6.74602,1.12102,2.62634,-0.134467,-1.63849,0.199491,1.39059,6.05584,0.0858732,2.67996,-0.198009,-0.0293377,0.199491,1.45593,5.91474,3.80803,2.67099,-0.163802,-0.132441,0.199491,2.18359,7.37912,2.32719,1.25122,0.696428,0.181624,0.199645,1.09159,3.56885,1.84105,1.26686,0.739811,0.156822,0.199491,
30.6535,0.123591,1.66139,6.11383,-1.7448,-0.840591,1.3799,0.00640547,0.123591,1.66139,6.11383,-1.7448,-0.840591,1.3799,0.00640547,0.123591,1.66139,6.11383,-1.7448,-0.840591,1.3799,0.00640547,0.123591,1.66139,6.11383,-1.7448,-0.840591,1.3799,0.00640547,0.123591,1.66139,6.11383,-1.7448,-0.840591,1.3799,0.00640547,5.36878,3.76751,0.154863,2.51552,-0.0866871,-1.57104,0.199491,-1.39909,6.71855,1.12386,2.73146,-0.127488,-1.64466,0.199491,1.36587,6.04743,0.102012,2.6886,-0.194847,-0.0264121,0.199491,1.44486,5.94751,3.78542,2.68105,-0.158015,-0.123763,0.199491,2.14454,7.38245,2.32951,1.25975,0.698984,0.17924,0.199645,1.11404,3.55943,1.83709,1.27995,0.772052,0.16747,0.199491,
30.6636,0.183521,1.67832,6.0594,-1.96786,-1.0619,1.33654,0.00640547,0.183521,1.67832,6.0594,-1.96786,-1.0619,1.33654,0.00640547,0.183521,1.67832,6.0594,-1.96786,-1.0619,1.33654,0.00640547,0.183521,1.67832,6.0594,-1.96786,-1.0619,1.33654,0.00640547,0.183521,1.67832,6.0594,-1.96786,-1.0619,1.33654,0.00640547,5.36927,3.78594,0.164996,2.42289,-0.0947245,-1.56227,0.199491,-1.39823,6.68885,1.12537,2.73847,-0.12682,-1.63867,0.199491,1.34252,6.04061,0.119701,2.69483,-0.137594,-0.0247975,0.199491,1.43089,5.97367,3.75975,2.69039,-0.154422,-0.115402,0.199491,2.10316,7.37724,2.33047,1.2737,0.729931,0.180993,0.199645,1.13408,3.54682,1.83433,1.28554,0.771346,0.17179,0.199491,
30.6737,0.243229,1.68577,6.00502,-2.27497,-1.29108,1.39593,0.00640547,0.243229,1.68577,6.00502,-2.27497,-1.29108,1.39593,0.00640547,0.243229,1.68577,6.00502,-2.27497,-1.29108,1.39593,0.00640547,0.243229,1.68577,6.00502,-2.27497,-1.29108,1.39593,0.00640547,0.243229,1.68577,6.00502,-2.27497,-1.29108,1.39593,0.00640547,5.36691,3.80472,0.167393,2.44306,-0.0999822,-1.56637,0.199491,-1.38497,6.67058,1.12878,2.66996,-0.128914,-1.62668,0.199491,1.3188,6.05089,0.135566,2.70125,-0.173817,-0.0274977,0.199491,1.40448,5.99409,3.72746,2.70031,-0.186211,-0.107813,0.199491,2.0679,7.3723,2.33237,1.27973,0.728995,0.178912,0.199645,1.13283,3.54421,1.83677,1.29348,0.795078,0.178133,0.199491,
30.6838,0.302937,1.68321,5.95065,2.86436,-1.47932,2.30176,0.00640547,0.302937,1.68321,5.95065,2.86436,-1.47932,2.30176,0.00640547,0.302937,1.68321,5.95065,2.86436,-1.47932,2.30176,0.00640547,0.302937,1.68321,5.95065,2.86436,-1.47932,2.30176,0.00640547,0.302937,1.68321,5.95065,2.86436,-1.47932,2.30176,0.00640547,5.36209,3.82407,0.164389,2.56628,-0.102451,-1.58006,0.199491,-1.3686,6.65835,1.13072,2.61056,-0.128566,-1.61816,0.199491,1.29754,6.05946,0.160079,2.70568,-0.145494,-0.0324387,0.199491,1.37586,6.01052,3.70076,2.71145,-0.243181,-0.102546,0.199491,2.0299,7.36217,2.33036,1.285,0.7252,0.177416,0.199645,1.1362,3.5512,1.83531,1.29151,0.791109,0.178266,0.199491,
30.6939,0.362645,1.67065,5.89627,1.26219,-1.33484,-2.61642,0.00640547,0.362645,1.67065,5.89627,1.26219,-1.33484,-2.61642,0.00640547,0.362645,1.67065,5.89627,1.26219,-1.33484,-2.61642,0.00640547,0.362645,1.67065,5.89627,1.26219,-1.33484,-2.61642,0.00640547,0.362645,1.67065,5.89627,1.26219,-1.33484,-2.61642,0.00640547,5.35539,3.83331,0.164861,2.74262,-0.101126,-1.5983,0.199491,-1.35239,6.6442,1.12789,2.61696,-0.125302,-1.61887,0.199491,1.27598,6.06801,0.189149,2.71161,-0.164623,-0.0371965,0.199491,1.35137,6.02472,3.67432,2.70953,-0.174129,-0.0970352,0.199491,1.99047,7.34887,2.32823,1.28808,0.714971,0.174521,0.199645,1.13708,3.55134,1.83153,1.27924,0.740572,0.16986,0.199491,
30.704,0.422353,1.64808,5.84189,0.91075,-1.10613,-2.51012,0.00640547,0.422353,1.64808,5.84189,0.91075,-1.10613,-2.51012,0.00640547,0.422353,1.64808,5.84189,0.91075,-1.10613,-2.51012,0.00640547,0.422353,1.64808,5.84189,0.91075,-1.10613,-2.51012,0.00640547,0.422353,1.64808,5.84189,0.91075,-1.10613,-2.51012,0.00640547,5.35101,3.83363,0.168119,2.86348,-0.0989525,-1.61368,0.199491,-1.33984,6.63039,1.12841,2.68777,-0.119332,-1.62691,0.199491,1.25796,6.07497,0.210918,2.71947,-0.255909,-0.0406642,0.199491,1.32336,6.03803,3.64267,2.70477,-0.0708469,-0.0915746,0.199491,1.95508,7.33813,2.33137,1.28936,0.704161,0.170755,0.199645,1.14044,3.55513,1.82917,1.26887,0.695644,0.164068,0.199491,
30.7141,0.477395,1.65949,5.80485,0.739674,-0.960002,-2.50504,0.00640547,0.477395,1.65949,5.80485,0.739674,-0.960002,-2.50504,0.00640547,0.477395,1.65949,5.80485,0.739674,-0.960002,-2.50504,0.00640547,0.477395,1.65949,5.80485,0.739674,-0.960002,-2.50504,0.00640547,0.477395,1.65949,5.80485,0.739674,-0.960002,-2.50504,0.00640547,5.3462,3.83981,0.178179,2.79004,-0.105442,-1.61161,0.199491,-1.32907,6.62357,1.12426,2.76327,-0.113245,-1.63552,0.199491,1.24306,6.08044,0.229971,2.72355,-0.255973,-0.0446431,0.199491,1.30109,6.04988,3.61248,2.71022,-0.0804534,-0.0870433,0.199491,1.92807,7.32788,2.33814,1.29472,0.717648,0.169116,0.199645,1.14061,3.55618,1.82473,1.27636,0.729803,0.169239,0.199491,
30.7242,0.531383,1.66826,5.77058,0.591532,-0.827682,-2.52171,0.00640547,0.531383,1.66826,5.77058,0.591532,-0.827682,-2.52171,0.00640547,0.531383,1.66826,5.77058,0.591532,-0.827682,-2.52171,0.00640547,0.531383,1.66826,5.77058,0.591532,-0.827682,-2.52171,0.00640547,0.531383,1.66826,5.77058,0.591532,-0.827682,-2.52171,0.00640547,5.34278,3.84853,0.186861,2.59921,-0.114724,-1.5964,0.199491,-1.31807,6.62345,1.11823,2.71278,-0.114757,-1.63201,0.199491,1.23135,6.08454,0.248017,2.72258,-0.157271,-0.0492789,0.199491,1.28021,6.05936,3.58994,2.72431,-0.191669,-0.0871786,0.199491,1.90139,7.31868,2.3463,1.29859,0.726759,0.166995,0.199645,1.14415,3.55881,1.81596,1.27807,0.741807,0.170346,0.199491,
30.7343,0.58441,1.67019,5.73727,0.440778,-0.70042,-2.55179,0.00640547,0.58441,1.67019,5.73727,0.440778,-0.70042,-2.55179,0.00640547,0.58441,1.67019,5.73727,0.440778,-0.70042,-2.55179,0.00640547,0.58441,1.67019,5.73727,0.440778,-0.70042,-2.55179,0.00640547,0.58441,1.67019,5.73727,0.440778,-0.70042,-2.55179,0.00640547,5.34173,3.8505,0.195774,2.48606,-0.121073,-1.59008,0.199491,-1.31201,6.62636,1.11117,2.62958,-0.11881,-1.62589,0.199491,1.22203,6.08753,0.266143,2.72128,-0.080675,-0.0539091,0.199491,1.26034,6.06562,3.56961,2.72839,-0.198204,-0.0882746,0.199491,1.87768,7.31091,2.3586,1.29534,0.710791,0.160958,0.199645,1.14438,3.5608,1.80387,1.26929,0.707103,0.164346,0.199491,
30.7444,0.63681,1.66387,5.70455,0.28469,-0.579385,-2.59678,0.00640547,0.63681,1.66387,5.70455,0.28469,-0.579385,-2.59678,0.00640547,0.63681,1.66387,5.70455,0.28469,-0.579385,-2.59678,0.00640547,0.63681,1.66387,5.70455,0.28469,-0.579385,-2.59678,0.00640547,0.63681,1.66387,5.70455,0.28469,-0.579385,-2.59678,0.00640547,5.34006,3.84894,0.207891,2.54629,-0.122975,-1.60281,0.199491,-1.31032,6.63766,1.10375,2.6716,-0.116809,-1.63508,0.199491,1.21549,6.08912,0.285493,2.72038,-0.035022,-0.0585363,0.199491,1.24305,6.07011,3.55313,2.71833,-0.0571826,-0.087319,0.199491,1.85461,7.30284,2.37133,1.29168,0.698882,0.156087,0.199645,1.14428,3.56297,1.795,1.26824,0.709064,0.16302,0.199491,
30.7545,0.685494,1.65811,5.67504,0.153111,-0.477056,-2.70088,0.00640547,0.685494,1.65811,5.67504,0.153111,-0.477056,-2.70088,0.00640547,0.685494,1.65811,5.67504,0.153111,-0.477056,-2.70088,0.00640547,0.685494,1.65811,5.67504,0.153111,-0.477056,-2.70088,0.00640547,0.685494,1.65811,5.67504,0.153111,-0.477056,-2.70088,0.00640547,5.3365,3.85074,0.222189,2.66242,-0.11929,-1.62135,0.199491,-1.31317,6.65439,1.09783,2.76521,-0.111936,-1.65069,0.199491,1.21,6.09023,0.305073,2.72195,-0.0407519,-0.0623703,0.199491,1.2282,6.07294,3.53708,2.7189,-0.0442876,-0.0884425,0.199491,1.83447,7.29927,2.38661,1.29291,0.711997,0.155583,0.199645,1.14496,3.56625,1.78892,1.26369,0.696716,0.159387,0.199491,
30.7646,0.727412,1.6609,5.64986,0.0558172,-0.407569,-2.87973,0.00640547,0.727412,1.6609,5.64986,0.0558172,-0.407569,-2.87973,0.00640547,0.727412,1.6609,5.64986,0.0558172,-0.407569,-2.87973,0.00640547,0.727412,1.6609,5.64986,0.0558172,-0.407569,-2.87973,0.00640547,0.727412,1.6609,5.64986,0.0558172,-0.407569,-2.87973,0.00640547,5.32914,3.85149,0.23686,2.77005,-0.113032,-1.63803,0.199491,-1.32089,6.67052,1.09347,2.76925,-0.114484,-1.65633,0.199491,1.20454,6.09144,0.322585,2.72566,-0.07884,-0.0658532,0.199491,1.21597,6.0738,3.52245,2.73095,-0.162002,-0.0925163,0.199491,1.817,7.29429,2.40388,1.29352,0.720029,0.155168,0.199645,1.14497,3.56924,1.78498,1.25358,0.655906,0.15218,0.199491,
30.7747,0.767284,1.65842,5.62463,-0.0570022,-0.364881,-3.06631,0.00640547,0.767284,1.65842,5.62463,-0.0570022,-0.364881,-3.06631,0.00640547,0.767284,1.65842,5.62463,-0.0570022,-0.364881,-3.06631,0.00640547,0.767284,1.65842,5.62463,-0.0570022,-0.364881,-3.06631,0.00640547,0.767284,1.65842,5.62463,-0.0570022,-0.364881,-3.06631,0.00640547,5.32231,3.85204,0.249175,2.82132,-0.109427,-1.64865,0.199491,-1.31994,6.671,1.09851,2.68644,-0.120301,-1.64909,0.199491,1.19933,6.09121,0.327277,2.73042,-0.131468,-0.0709902,0.199491,1.20331,6.07544,3.51791,2.73621,-0.202061,-0.0947315,0.199491,1.80202,7.28776,2.41937,1.28883,0.701064,0.150656,0.199645,1.14003,3.56731,1.78439,1.25434,0.658026,0.152249,0.199491,
30.7848,0.80212,1.66474,5.59992,-0.194084,-0.343467,3.04834,0.00640547,0.80212,1.66474,5.59992,-0.194084,-0.343467,3.04834,0.00640547,0.80212,1.66474,5.59992,-0.194084,-0.343467,3.04834,0.00640547,0.80212,1.66474,5.59992,-0.194084,-0.343467,3.04834,0.00640547,0.80212,1.66474,5.59992,-0.194084,-0.343467,3.04834,0.00640547,5.32376,3.85419,0.25917,2.78023,-0.114028,-1.64864,0.199491,-1.31988,6.66971,1.09979,2.65372,-0.121702,-1.64618,0.199491,1.19393,6.09251,0.338599,2.73257,-0.14327,-0.0732125,0.199491,1.19578,6.07827,3.52027,2.73597,-0.181042,-0.0952574,0.199491,1.79406,7.28562,2.42936,1.28603,0.686069,0.146164,0.199645,1.13837,3.56589,1.7825,1.25919,0.680971,0.155111,0.199491,
30.7949,0.835485,1.67223,5.57593,-0.332381,-0.347677,2.88927,0.00640547,0.835485,1.67223,5.57593,-0.332381,-0.347677,2.88927,0.00640547,0.835485,1.67223,5.57593,-0.332381,-0.347677,2.88927,0.00640547,0.835485,1.67223,5.57593,-0.332381,-0.347677,2.88927,0.00640547,0.835485,1.67223,5.57593,-0.332381,-0.347677,2.88927,0.00640547,5.33334,3.86103,0.267238,2.64513,-0.126644,-1.63612,0.199491,-1.31881,6.66937,1.10102,2.73506,-0.114013,-1.65644,0.199491,1.19176,6.09404,0.345993,2.73432,-0.156094,-0.0742748,0.199491,1.19004,6.08017,3.52335,2.7375,-0.184547,-0.0959008,0.199491,1.78841,7.28776,2.43692,1.29094,0.713789,0.147537,0.199645,1.13974,3.56901,1.78167,1.25825,0.680338,0.154805,0.199491,
30.805,0.868933,1.67549,5.55159,-0.467986,-0.375256,2.7397,0.00640547,0.868933,1.67549,5.55159,-0.467986,-0.375256,2.7397,0.00640547,0.868933,1.67549,5.55159,-0.467986,-0.375256,2.7397,0.00640547,0.868933,1.67549,5.55159,-0.467986,-0.375256,2.7397,0.00640547,0.868933,1.67549,5.55159,-0.467986,-0.375256,2.7397,0.00640547,5.32888,3.86563,0.276816,2.5422,-0.134482,-1.62591,0.199491,-1.31808,6.67061,1.09995,2.80636,-0.10638,-1.66524,0.199491,1.19332,6.09404,0.347949,2.73137,-0.115039,-0.0751766,0.199491,1.18663,6.08132,3.52567,2.7386,-0.188227,-0.0963741,0.199491,1.78643,7.28698,2.44384,1.29087,0.720482,0.145871,0.199645,1.13901,3.56742,1.78043,1.2529,0.654223,0.150656,0.199491,
30.8151,0.902425,1.67406,5.52708,-0.602164,-0.424603,2.59849,0.00640547,0.902425,1.67406,5.52708,-0.602164,-0.424603,2.59849,0.00640547,0.902425,1.67406,5.52708,-0.602164,-0.424603,2.59849,0.00640547,0.902425,1.67406,5.52708,-0.602164,-0.424603,2.59849,0.00640547,0.902425,1.67406,5.52708,-0.602164,-0.424603,2.59849,0.00640547,5.32653,3.87276,0.285855,2.49966,-0.13904,-1.62276,0.199491,-1.31857,6.67175,1.09736,2.73889,-0.11133,-1.65807,0.199491,1.19579,6.09188,0.3476,2.72873,-0.0870059,-0.075242,0.199491,1.18715,6.08077,3.52766,2.73813,-0.184314,-0.0968144,0.199491,1.78628,7.28668,2.44772,1.28239,0.688283,0.139643,0.199645,1.13896,3.56765,1.77979,1.24503,0.615393,0.145263,0.199491,
30.8252,0.935853,1.66731,5.50256,-0.736904,-0.495192,2.4642,0.00640547,0.935853,1.66731,5.50256,-0.736904,-0.495192,2.4642,0.00640547,0.935853,1.66731,5.50256,-0.736904,-0.495192,2.4642,0.00640547,0.935853,1.66731,5.50256,-0.736904,-0.495192,2.4642,0.00640547,0.935853,1.66731,5.50256,-0.736904,-0.495192,2.4642,0.00640547,5.32552,3.87957,0.292586,2.53625,-0.139664,-1.63026,0.199491,-1.31735,6.67186,1.09441,2.64386,-0.117992,-1.64716,0.199491,1.19965,6.09059,0.344507,2.72823,-0.0915976,-0.0745654,0.199491,1.18834,6.07981,3.53133,2.73984,-0.20483,-0.0976023,0.199491,1.79279,7.28819,2.45014,1.27938,0.68037,0.136506,0.199645,1.1379,3.56763,1.77724,1.24754,0.63026,0.146485,0.199491,
30.8353,0.968886,1.65486,5.47829,-0.873134,-0.588259,2.33405,0.00640547,0.968886,1.65486,5.47829,-0.873134,-0.588259,2.33405,0.00640547,0.968886,1.65486,5.47829,-0.873134,-0.588259,2.33405,0.00640547,0.968886,1.65486,5.47829,-0.873134,-0.588259,2.33405,0.00640547,0.968886,1.65486,5.47829,-0.873134,-0.588259,2.33405,0.00640547,5.32498,3.88717,0.296601,2.63953,-0.134921,-1.64646,0.199491,-1.31563,6.67091,1.09167,2.66066,-0.115858,-1.64938,0.199491,1.20523,6.08841,0.340875,2.72649,-0.0852847,-0.073935,0.199491,1.19296,6.07722,3.53675,2.73805,-0.194993,-0.0987228,0.199491,1.80115,7.28829,2.45057,1.28133,0.701056,0.137467,0.199645,1.13744,3.56789,1.7742,1.2524,0.657058,0.149362,0.199491,
30.8454,1.00085,1.65443,5.45332,-0.952434,-0.719962,2.18031,0.00640547,1.00085,1.65443,5.45332,-0.952434,-0.719962,2.18031,0.00640547,1.00085,1.65443,5.45332,-0.952434,-0.719962,2.18031,0.00640547,1.00085,1.65443,5.45332,-0.952434,-0.719962,2.18031,0.00640547,1.00085,1.65443,5.45332,-0.952434,-0.719962,2.18031,0.00640547,5.32372,3.89167,0.298622,2.75661,-0.1262,-1.66342,0.199491,-1.31464,6.67025,1.09039,2.74984,-0.107904,-1.66003,0.199491,1.21266,6.08543,0.337191,2.72343,-0.0658221,-0.0734653,0.199491,1.19957,6.07277,3.54314,2.73163,-0.145355,-0.100143,0.199491,1.81181,7.28888,2.45153,1.28113,0.711065,0.138124,0.199645,1.13752,3.56851,1.77132,1.25774,0.685244,0.152755,0.199491,
30.8555,1.03197,1.66521,5.42888,-1.02552,-0.818753,2.06026,0.00640547,1.03197,1.66521,5.42888,-1.02552,-0.818753,2.06026,0.00640547,1.03197,1.66521,5.42888,-1.02552,-0.818753,2.06026,0.00640547,1.03197,1.66521,5.42888,-1.02552,-0.818753,2.06026,0.00640547,1.03197,1.66521,5.42888,-1.02552,-0.818753,2.06026,0.00640547,5.32238,3.89139,0.299993,2.82368,-0.119939,-1.67275,0.199491,-1.31391,6.66918,1.09051,2.7889,-0.104191,-1.66482,0.199491,1.22128,6.08205,0.33212,2.72017,-0.0467988,-0.0727224,0.199491,1.20792,6.06709,3.55225,2.72523,-0.101615,-0.10238,0.199491,1.82448,7.28819,2.453,1.276,0.693705,0.136082,0.199645,1.13773,3.56897,1.77013,1.26002,0.697088,0.154274,0.199491,
30.8656,1.06136,1.67232,5.40627,-1.09037,-0.920656,1.93099,0.00640547,1.06136,1.67232,5.40627,-1.09037,-0.920656,1.93099,0.00640547,1.06136,1.67232,5.40627,-1.09037,-0.920656,1.93099,0.00640547,1.06136,1.67232,5.40627,-1.09037,-0.920656,1.93099,0.00640547,1.06136,1.67232,5.40627,-1.09037,-0.920656,1.93099,0.00640547,5.32331,3.88958,0.30153,2.79894,-0.122267,-1.66985,0.199491,-1.31294,6.66935,1.09214,2.72796,-0.109679,-1.65857,0.199491,1.23072,6.07831,0.326932,2.71874,-0.0567667,-0.0715417,0.199491,1.21883,6.06095,3.56351,2.72225,-0.0952979,-0.104731,0.199491,1.84076,7.28932,2.45414,1.27091,0.675623,0.134365,0.199645,1.13797,3.5691,1.77119,1.25757,0.685139,0.152721,0.199491,
30.8757,1.09054,1.67537,5.38424,-1.13809,-1.02196,1.79168,0.00640547,1.09054,1.67537,5.38424,-1.13809,-1.02196,1.79168,0.00640547,1.09054,1.67537,5.38424,-1.13809,-1.02196,1.79168,0.00640547,1.09054,1.67537,5.38424,-1.13809,-1.02196,1.79168,0.00640547,1.09054,1.67537,5.38424,-1.13809,-1.02196,1.79168,0.00640547,5.32372,3.88572,0.303211,2.69456,-0.131265,-1.65614,0.199491,-1.3118,6.66978,1.095,2.64473,-0.116767,-1.64908,0.199491,1.24151,6.07409,0.3206,2.71825,-0.0856363,-0.0698774,0.199491,1.23141,6.05399,3.5761,2.72218,-0.120807,-0.107101,0.199491,1.85994,7.29001,2.45493,1.27051,0.684817,0.135941,0.199645,1.13817,3.56969,1.77403,1.25251,0.659641,0.149695,0.199491,
30.8858,1.11972,1.67472,5.3624,-1.16147,-1.12135,1.63196,0.00640547,1.11972,1.67472,5.3624,-1.16147,-1.12135,1.63196,0.00640547,1.11972,1.67472,5.3624,-1.16147,-1.12135,1.63196,0.00640547,1.11972,1.67472,5.3624,-1.16147,-1.12135,1.63196,0.00640547,1.11972,1.67472,5.3624,-1.16147,-1.12135,1.63196,0.00640547,5.32317,3.87846,0.304009,2.56196,-0.1404,-1.63729,0.199491,-1.31017,6.66874,1.09793,2.6288,-0.118164,-1.64708,0.199491,1.25349,6.0693,0.314076,2.71847,-0.131406,-0.0680428,0.199491,1.24585,6.04597,3.58967,2.72069,-0.135433,-0.109813,0.199491,1.88127,7.29034,2.45504,1.27155,0.703247,0.138862,0.199645,1.13814,3.57029,1.77725,1.24747,0.633077,0.146811,0.199491,
30.8959,1.14888,1.67072,5.34064,-1.14269,-1.21878,1.42929,0.00640547,1.14888,1.67072,5.34064,-1.14269,-1.21878,1.42929,0.00640547,1.14888,1.67072,5.34064,-1.14269,-1.21878,1.42929,0.00640547,1.14888,1.67072,5.34064,-1.14269,-1.21878,1.42929,0.00640547,1.14888,1.67072,5.34064,-1.14269,-1.21878,1.42929,0.00640547,5.32184,3.86844,0.303001,2.46121,-0.145118,-1.62183,0.199491,-1.30833,6.66782,1.10072,2.69344,-0.113024,-1.6546,0.199491,1.2671,6.06371,0.307758,2.71831,-0.179476,-0.0663494,0.199491,1.26264,6.03672,3.60402,2.71666,-0.130437,-0.112748,0.199491,1.90366,7.29061,2.45405,1.26838,0.701556,0.139836,0.199645,1.13882,3.57138,1.77934,1.24516,0.621037,0.145752,0.199491,
30.906,1.17798,1.6635,5.31888,-1.03542,-1.31106,1.13295,0.00640547,1.17798,1.6635,5.31888,-1.03542,-1.31106,1.13295,0.00640547,1.17798,1.6635,5.31888,-1.03542,-1.31106,1.13295,0.00640547,1.17798,1.6635,5.31888,-1.03542,-1.31106,1.13295,0.00640547,1.17798,1.6635,5.31888,-1.03542,-1.31106,1.13295,0.00640547,5.3228,3.85726,0.300058,2.42467,-0.145535,-1.61541,0.199491,-1.30578,6.66781,1.10359,2.76198,-0.107161,-1.66217,0.199491,1.28214,6.05748,0.29985,2.71663,-0.211439,-0.064519,0.199491,1.28103,6.02653,3.61892,2.71364,-0.138087,-0.115766,0.199491,1.92837,7.29046,2.45209,1.26181,0.681937,0.139031,0.199645,1.13946,3.57245,1.78024,1.24829,0.637479,0.148156,0.199491,
