time,0_rod(payload_bars compound_foSQ).X,0_rod(payload_bars compound_foSQ).Y,0_rod(payload_bars compound_foSQ).Z,0_rod(payload_bars compound_foSQ).Euler1,0_rod(payload_bars compound_foSQ).Euler2,0_rod(payload_bars compound_foSQ).Euler3,0_rod(payload_bars compound_foSQ).mass,1_rod(payload_bars compound_foSQ).X,1_rod(payload_bars compound_foSQ).Y,1_rod(payload_bars compound_foSQ).Z,1_rod(payload_bars compound_foSQ).Euler1,1_rod(payload_bars compound_foSQ).Euler2,1_rod(payload_bars compound_foSQ).Euler3,1_rod(payload_bars compound_foSQ).mass,2_rod(payload_bars compound_foSQ).X,2_rod(payload_bars compound_foSQ).Y,2_rod(payload_bars compound_foSQ).Z,2_rod(payload_bars compound_foSQ).Euler1,2_rod(payload_bars compound_foSQ).Euler2,2_rod(payload_bars compound_foSQ).Euler3,2_rod(payload_bars compound_foSQ).mass,3_rod(payload_bars compound_foSQ).X,3_rod(payload_bars compound_foSQ).Y,3_rod(payload_bars compound_foSQ).Z,3_rod(payload_bars compound_foSQ).Euler1,3_rod(payload_bars compound_foSQ).Euler2,3_rod(payload_bars compound_foSQ).Euler3,3_rod(payload_bars compound_foSQ).mass,4_rod(payload_bars compound_foSQ).X,4_rod(payload_bars compound_foSQ).Y,4_rod(payload_bars compound_foSQ).Z,4_rod(payload_bars compound_foSQ).Euler1,4_rod(payload_bars compound_foSQ).Euler2,4_rod(payload_bars compound_foSQ).Euler3,4_rod(payload_bars compound_foSQ).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
11.6049,1.31318,7.22889,2.95889,-1.34646,0.351177,1.42939,0.00640547,1.31318,7.22889,2.95889,-1.34646,0.351177,1.42939,0.00640547,1.31318,7.22889,2.95889,-1.34646,0.351177,1.42939,0.00640547,1.31318,7.22889,2.95889,-1.34646,0.351177,1.42939,0.00640547,1.31318,7.22889,2.95889,-1.34646,0.351177,1.42939,0.00640547,-4.23019,5.21819,0.56819,0.146429,0.124598,-2.37594,0.199491,2.89085,7.10397,-0.660652,-0.0265626,-0.135197,-2.41894,0.199491,0.324256,5.54997,-0.304917,0.464522,-0.0974768,-0.804935,0.199491,0.43045,8.35685,2.2337,0.142584,0.185066,-0.908883,0.199491,0.730799,6.12722,2.32292,-1.33357,0.0785892,-0.152697,0.199645,-1.0171,8.3519,-0.609497,-1.3114,-0.0888393,-0.169602,0.199491,
11.615,1.35351,7.26672,3.04275,0.333415,0.906362,-2.80735,0.00640547,1.35351,7.26672,3.04275,0.333415,0.906362,-2.80735,0.00640547,1.35351,7.26672,3.04275,0.333415,0.906362,-2.80735,0.00640547,1.35351,7.26672,3.04275,0.333415,0.906362,-2.80735,0.00640547,1.35351,7.26672,3.04275,0.333415,0.906362,-2.80735,0.00640547,-4.21017,5.24382,0.582023,0.0825801,0.0482784,-2.3872,0.199491,2.89057,7.16927,-0.646394,-0.0265465,-0.135211,-2.41895,0.199491,0.347218,5.60436,-0.320514,0.36332,0.0105647,-0.804322,0.199491,0.418323,8.41035,2.23638,0.311738,0.0611814,-0.899226,0.199491,0.743906,6.21145,2.33161,-1.27995,-0.213601,-0.157792,0.199645,-1.02639,8.38381,-0.577999,-1.294,-0.127678,-0.173012,0.199491,
11.6251,1.39384,7.29454,3.12661,0.586982,-0.437042,-1.88251,0.00640547,1.39384,7.29454,3.12661,0.586982,-0.437042,-1.88251,0.00640547,1.39384,7.29454,3.12661,0.586982,-0.437042,-1.88251,0.00640547,1.39384,7.29454,3.12661,0.586982,-0.437042,-1.88251,0.00640547,1.39384,7.29454,3.12661,0.586982,-0.437042,-1.88251,0.00640547,-4.18933,5.26754,0.62575,0.111636,0.0668298,-2.38847,0.199491,2.89066,7.22578,-0.633457,-0.0265716,-0.135189,-2.41893,0.199491,0.332536,5.66782,-0.289112,-0.1923,0.477705,-0.951342,0.199491,0.439547,8.42329,2.24486,0.1781,0.171875,-0.900534,0.199491,0.752909,6.22555,2.3238,-1.34274,0.155004,-0.162247,0.199645,-1.03581,8.4067,-0.588815,-1.31718,-0.00139933,-0.173367,0.199491,
11.6352,1.4178,7.31725,3.21288,-1.13843,-0.713297,0.0554102,0.00640547,1.4178,7.31725,3.21288,-1.13843,-0.713297,0.0554102,0.00640547,1.4178,7.31725,3.21288,-1.13843,-0.713297,0.0554102,0.00640547,1.4178,7.31725,3.21288,-1.13843,-0.713297,0.0554102,0.00640547,1.4178,7.31725,3.21288,-1.13843,-0.713297,0.0554102,0.00640547,-4.1773,5.29011,0.64642,0.287999,0.232364,-2.36382,0.199491,2.8842,7.27156,-0.63305,-0.0265523,-0.135206,-2.41893,0.199491,0.331335,5.71898,-0.264783,0.0833174,0.284477,-0.841226,0.199491,0.446897,8.43943,2.22669,0.236317,0.142357,-0.884694,0.199491,0.760093,6.29809,2.34951,-1.27241,-0.206904,-0.165904,0.199645,-1.05968,8.4364,-0.566089,-1.28366,-0.132659,-0.177617,0.199491,
11.6453,1.39999,7.34245,3.30529,-1.53676,0.7232,0.730805,0.00640547,1.39999,7.34245,3.30529,-1.53676,0.7232,0.730805,0.00640547,1.39999,7.34245,3.30529,-1.53676,0.7232,0.730805,0.00640547,1.39999,7.34245,3.30529,-1.53676,0.7232,0.730805,0.00640547,1.39999,7.34245,3.30529,-1.53676,0.7232,0.730805,0.00640547,-4.16399,5.31996,0.697362,0.252719,0.192083,-2.37872,0.199491,2.88396,7.27282,-0.633111,-0.0265605,-0.135199,-2.41894,0.199491,0.328557,5.77058,-0.248045,0.483439,-0.0814628,-0.795791,0.199491,0.458928,8.46392,2.24359,0.31476,0.0857861,-0.875747,0.199491,0.808675,6.34744,2.32028,-1.29555,-0.086476,-0.172508,0.199645,-1.07403,8.45756,-0.55199,-1.29815,-0.051457,-0.181218,0.199491,
11.6554,1.38218,7.35765,3.3977,0.830186,0.785717,-2.80664,0.00640547,1.38218,7.35765,3.3977,0.830186,0.785717,-2.80664,0.00640547,1.38218,7.35765,3.3977,0.830186,0.785717,-2.80664,0.00640547,1.38218,7.35765,3.3977,0.830186,0.785717,-2.80664,0.00640547,1.38218,7.35765,3.3977,0.830186,0.785717,-2.80664,0.00640547,-4.16376,5.3509,0.734503,0.199066,0.133499,-2.39438,0.199491,2.90004,7.34111,-0.651526,-0.0265505,-0.135208,-2.41895,0.199491,0.359367,5.80794,-0.247607,0.518853,-0.0980209,-0.802213,0.199491,0.490422,8.51218,2.24449,0.172561,0.215625,-0.903732,0.199491,0.842884,6.41711,2.34881,-1.30598,0.0226484,-0.182316,0.199645,-1.08555,8.47438,-0.529873,-1.30502,0.00717536,-0.186084,0.199491,
11.6655,1.36437,7.36283,3.49011,0.493783,-0.664363,-2.15603,0.00640547,1.36437,7.36283,3.49011,0.493783,-0.664363,-2.15603,0.00640547,1.36437,7.36283,3.49011,0.493783,-0.664363,-2.15603,0.00640547,1.36437,7.36283,3.49011,0.493783,-0.664363,-2.15603,0.00640547,1.36437,7.36283,3.49011,0.493783,-0.664363,-2.15603,0.00640547,-4.15218,5.36757,0.803327,0.100313,0.0270991,-2.40832,0.199491,2.91079,7.44482,-0.670593,-0.0265592,-0.1352,-2.41894,0.199491,0.396646,5.84782,-0.261998,0.230686,0.193769,-0.821883,0.199491,0.523787,8.58659,2.2663,0.308802,0.122227,-0.883649,0.199491,0.903171,6.48685,2.35721,-1.27124,-0.137398,-0.190676,0.199645,-1.08099,8.52478,-0.52336,-1.2817,-0.0862182,-0.193652,0.199491,
11.6756,1.34656,7.35801,3.58253,-1.33948,-0.457531,-0.259756,0.00640547,1.34656,7.35801,3.58253,-1.33948,-0.457531,-0.259756,0.00640547,1.34656,7.35801,3.58253,-1.33948,-0.457531,-0.259756,0.00640547,1.34656,7.35801,3.58253,-1.33948,-0.457531,-0.259756,0.00640547,1.34656,7.35801,3.58253,-1.33948,-0.457531,-0.259756,0.00640547,-4.12925,5.38863,0.873732,0.2071,0.14675,-2.40604,0.199491,2.91033,7.44748,-0.670707,-0.0265603,-0.135199,-2.41894,0.199491,0.434696,5.8712,-0.249091,0.024065,0.379783,-0.888986,0.199491,0.557441,8.67031,2.28658,0.301496,0.144917,-0.8762,0.199491,0.956031,6.54582,2.35721,-1.28573,-0.0374722,-0.203225,0.199645,-1.07881,8.59328,-0.525147,-1.2724,-0.0839581,-0.204235,0.199491,
11.6857,1.32875,7.34318,3.67494,-1.43507,1.02206,0.382381,0.00640547,1.32875,7.34318,3.67494,-1.43507,1.02206,0.382381,0.00640547,1.32875,7.34318,3.67494,-1.43507,1.02206,0.382381,0.00640547,1.32875,7.34318,3.67494,-1.43507,1.02206,0.382381,0.00640547,1.32875,7.34318,3.67494,-1.43507,1.02206,0.382381,0.00640547,-4.12457,5.40543,0.947358,0.333134,0.282103,-2.38319,0.199491,2.91033,7.44748,-0.670709,-0.0265598,-0.1352,-2.41894,0.199491,0.450174,5.90163,-0.23679,0.200445,0.248003,-0.839176,0.199491,0.606073,8.69161,2.29394,0.199017,0.241788,-0.892772,0.199491,0.99784,6.59324,2.36223,-1.29222,0.00439635,-0.215896,0.199645,-1.09473,8.60446,-0.498199,-1.28475,-0.0434636,-0.207975,0.199491,
11.6958,1.35057,7.30516,3.6395,-0.450704,0.859459,2.08518,0.00640547,1.35057,7.30516,3.6395,-0.450704,0.859459,2.08518,0.00640547,1.35057,7.30516,3.6395,-0.450704,0.859459,2.08518,0.00640547,1.35057,7.30516,3.6395,-0.450704,0.859459,2.08518,0.00640547,1.35057,7.30516,3.6395,-0.450704,0.859459,2.08518,0.00640547,-4.1445,5.41957,1.00188,0.254107,0.19829,-2.40651,0.199491,2.92126,7.55056,-0.631971,-0.0265568,-0.135202,-2.41895,0.199491,0.458212,5.93558,-0.193784,0.384449,0.0939691,-0.806384,0.199491,0.636153,8.64148,2.2895,0.30463,0.16943,-0.870149,0.199491,1.01916,6.65948,2.3978,-1.2579,-0.107183,-0.221904,0.199645,-1.11502,8.59731,-0.423297,-1.26667,-0.105658,-0.20875,0.199491,
11.7059,1.2385,7.23746,3.56296,-0.509666,1.27505,2.85534,0.00640547,1.2385,7.23746,3.56296,-0.509666,1.27505,2.85534,0.00640547,1.2385,7.23746,3.56296,-0.509666,1.27505,2.85534,0.00640547,1.2385,7.23746,3.56296,-0.509666,1.27505,2.85534,0.00640547,1.2385,7.23746,3.56296,-0.509666,1.27505,2.85534,0.00640547,-4.13397,5.41814,1.05634,0.101102,0.0214665,-2.41463,0.199491,2.92015,7.55787,-0.63215,-0.0265529,-0.135206,-2.41894,0.199491,0.467739,6.01527,-0.115278,0.12688,0.343794,-0.861054,0.199491,0.633242,8.6075,2.30312,0.330154,0.165664,-0.857877,0.199491,1.03212,6.67869,2.40908,-1.27904,0.0261646,-0.229732,0.199645,-1.14752,8.62047,-0.367623,-1.29144,0.0464812,-0.215274,0.199491,
11.716,1.125,7.16052,3.48609,0.970168,1.23298,-1.17424,0.00640547,1.125,7.16052,3.48609,0.970168,1.23298,-1.17424,0.00640547,1.125,7.16052,3.48609,0.970168,1.23298,-1.17424,0.00640547,1.125,7.16052,3.48609,0.970168,1.23298,-1.17424,0.00640547,1.125,7.16052,3.48609,0.970168,1.23298,-1.17424,0.00640547,-4.0903,5.41137,1.11455,0.32376,0.264313,-2.3703,0.199491,2.9151,7.58786,-0.633485,-0.0265641,-0.135196,-2.41894,0.199491,0.458798,6.05458,-0.0970242,0.252647,0.252712,-0.824811,0.199491,0.650462,8.67477,2.32409,0.264253,0.243788,-0.857543,0.199491,1.0824,6.7045,2.37554,-1.23675,-0.113886,-0.242756,0.199645,-1.16669,8.61546,-0.337977,-1.29186,0.0834457,-0.234688,0.199491,
11.7261,1.01151,7.07358,3.40922,0.81506,0.815177,-0.485505,0.00640547,1.01151,7.07358,3.40922,0.81506,0.815177,-0.485505,0.00640547,1.01151,7.07358,3.40922,0.81506,0.815177,-0.485505,0.00640547,1.01151,7.07358,3.40922,0.81506,0.815177,-0.485505,0.00640547,1.01151,7.07358,3.40922,0.81506,0.815177,-0.485505,0.00640547,-4.03775,5.38719,1.17178,0.535844,0.457405,-2.28928,0.199491,2.91808,7.7154,-0.597036,-0.0265682,-0.135192,-2.41893,0.199491,0.498525,6.01654,-0.113518,0.490765,0.0550339,-0.793907,0.199491,0.667853,8.70379,2.34112,0.307053,0.225436,-0.839861,0.199491,1.13355,6.74341,2.38252,-1.22557,-0.103126,-0.243932,0.199645,-1.17916,8.66005,-0.323275,-1.22327,-0.141419,-0.244677,0.199491,
11.7362,0.898016,6.97663,3.33235,0.34336,0.585068,0.0294925,0.00640547,0.898016,6.97663,3.33235,0.34336,0.585068,0.0294925,0.00640547,0.898016,6.97663,3.33235,0.34336,0.585068,0.0294925,0.00640547,0.898016,6.97663,3.33235,0.34336,0.585068,0.0294925,0.00640547,0.898016,6.97663,3.33235,0.34336,0.585068,0.0294925,0.00640547,-4.00582,5.33873,1.21569,0.2849,0.216055,-2.37623,0.199491,2.91241,7.76158,-0.596009,-0.0265461,-0.135212,-2.41894,0.199491,0.564754,6.04866,-0.103661,0.113274,0.41129,-0.877527,0.199491,0.688002,8.79307,2.36131,0.361403,0.201501,-0.825322,0.199491,1.17893,6.77705,2.46676,-1.24299,0.0552696,-0.247796,0.199645,-1.18238,8.70547,-0.286303,-1.26003,0.0795065,-0.243729,0.199491,
11.7463,0.784522,6.86967,3.25548,-0.173439,0.661554,0.547381,0.00640547,0.784522,6.86967,3.25548,-0.173439,0.661554,0.547381,0.00640547,0.784522,6.86967,3.25548,-0.173439,0.661554,0.547381,0.00640547,0.784522,6.86967,3.25548,-0.173439,0.661554,0.547381,0.00640547,0.784522,6.86967,3.25548,-0.173439,0.661554,0.547381,0.00640547,-3.97449,5.30571,1.29873,0.15908,0.073853,-2.40011,0.199491,2.92829,7.76216,-0.630359,-0.0265676,-0.135193,-2.41893,0.199491,0.582959,6.11515,-0.0640225,-0.0294948,0.524208,-0.942855,0.199491,0.727881,8.82983,2.45372,0.289514,0.274005,-0.847332,0.199491,1.24441,6.76268,2.46812,-1.20041,-0.115255,-0.261304,0.199645,-1.15631,8.69257,-0.297839,-1.19119,-0.156067,-0.25976,0.199491,
11.7564,0.72272,6.90673,3.16196,1.18886,0.452862,1.80317,0.00640547,0.72272,6.90673,3.16196,1.18886,0.452862,1.80317,0.00640547,0.72272,6.90673,3.16196,1.18886,0.452862,1.80317,0.00640547,0.72272,6.90673,3.16196,1.18886,0.452862,1.80317,0.00640547,0.72272,6.90673,3.16196,1.18886,0.452862,1.80317,0.00640547,-3.92347,5.27439,1.35835,0.550262,0.454609,-2.30221,0.199491,2.93018,7.82929,-0.611122,-0.0265495,-0.135209,-2.41895,0.199491,0.596485,6.14434,-0.0115006,0.139239,0.424172,-0.875935,0.199491,0.718384,8.86023,2.47626,0.374461,0.216827,-0.847254,0.199491,1.26694,6.82971,2.49351,-1.22325,0.0227154,-0.265134,0.199645,-1.16743,8.65474,-0.213214,-1.2475,0.09416,-0.259123,0.199491,
11.7665,0.7104,7.08122,3.05252,-2.79412,-0.698813,0.900543,0.00640547,0.7104,7.08122,3.05252,-2.79412,-0.698813,0.900543,0.00640547,0.7104,7.08122,3.05252,-2.79412,-0.698813,0.900543,0.00640547,0.7104,7.08122,3.05252,-2.79412,-0.698813,0.900543,0.00640547,0.7104,7.08122,3.05252,-2.79412,-0.698813,0.900543,0.00640547,-3.8633,5.2709,1.44682,0.428665,0.346903,-2.35139,0.199491,2.95374,7.85984,-0.624137,-0.0265516,-0.135207,-2.41894,0.199491,0.616337,6.1578,0.0209427,0.49948,0.113655,-0.77502,0.199491,0.725071,8.86094,2.5017,0.307697,0.289725,-0.859373,0.199491,1.29611,6.84452,2.51354,-1.1761,-0.130574,-0.27868,0.199645,-1.17543,8.65611,-0.139479,-1.20557,-0.0301045,-0.26739,0.199491,
11.7766,0.69808,7.24571,2.94307,-0.645193,0.727535,0.699875,0.00640547,0.69808,7.24571,2.94307,-0.645193,0.727535,0.699875,0.00640547,0.69808,7.24571,2.94307,-0.645193,0.727535,0.699875,0.00640547,0.69808,7.24571,2.94307,-0.645193,0.727535,0.699875,0.00640547,0.69808,7.24571,2.94307,-0.645193,0.727535,0.699875,0.00640547,-3.80999,5.26921,1.5462,0.191315,0.108936,-2.40128,0.199491,2.95127,7.95939,-0.606363,-0.0265654,-0.135194,-2.41892,0.199491,0.600547,6.16023,0.033961,0.672203,-0.0574153,-0.760474,0.199491,0.780764,8.87891,2.5196,0.392529,0.239902,-0.83722,0.199491,1.35301,6.86005,2.56252,-1.20104,-0.00140119,-0.290028,0.199645,-1.15885,8.67131,-0.117357,-1.15642,-0.1601,-0.290651,0.199491,
11.7867,0.68576,7.40019,2.83363,1.89621,-0.207877,1.92756,0.00640547,0.68576,7.40019,2.83363,1.89621,-0.207877,1.92756,0.00640547,0.68576,7.40019,2.83363,1.89621,-0.207877,1.92756,0.00640547,0.68576,7.40019,2.83363,1.89621,-0.207877,1.92756,0.00640547,0.68576,7.40019,2.83363,1.89621,-0.207877,1.92756,0.00640547,-3.73255,5.26584,1.62994,0.229726,0.170293,-2.39296,0.199491,2.95118,7.96393,-0.605547,-0.0265529,-0.135206,-2.41894,0.199491,0.646233,6.18692,0.0459899,0.273475,0.368563,-0.820456,0.199491,0.789843,8.95436,2.55573,0.337648,0.302189,-0.848501,0.199491,1.37663,6.91152,2.60265,-1.16819,-0.0614333,-0.301158,0.199645,-1.14631,8.72511,-0.054077,-1.22008,0.0951906,-0.305274,0.199491,
11.7968,0.67344,7.54466,2.72418,-1.85322,-0.216089,0.474999,0.00640547,0.67344,7.54466,2.72418,-1.85322,-0.216089,0.474999,0.00640547,0.67344,7.54466,2.72418,-1.85322,-0.216089,0.474999,0.00640547,0.67344,7.54466,2.72418,-1.85322,-0.216089,0.474999,0.00640547,0.67344,7.54466,2.72418,-1.85322,-0.216089,0.474999,0.00640547,-3.66326,5.2677,1.73637,0.43501,0.386552,-2.32552,0.199491,2.97159,8.03411,-0.619392,-0.0265551,-0.135204,-2.41894,0.199491,0.658222,6.21743,0.0919753,0.0503944,0.550511,-0.92035,0.199491,0.818821,9.02391,2.58913,0.37864,0.283435,-0.843965,0.199491,1.42106,6.92763,2.59165,-1.15407,-0.0828923,-0.316836,0.199645,-1.12887,8.76886,0.00956116,-1.13295,-0.147117,-0.321934,0.199491,
11.8069,0.66112,7.67913,2.61474,0.682693,0.732828,1.69096,0.00640547,0.66112,7.67913,2.61474,0.682693,0.732828,1.69096,0.00640547,0.66112,7.67913,2.61474,0.682693,0.732828,1.69096,0.00640547,0.66112,7.67913,2.61474,0.682693,0.732828,1.69096,0.00640547,0.66112,7.67913,2.61474,0.682693,0.732828,1.69096,0.00640547,-3.60753,5.28267,1.81735,0.488447,0.458077,-2.29496,0.199491,2.96728,8.06406,-0.620329,-0.0265631,-0.135197,-2.41896,0.199491,0.6797,6.23563,0.157482,0.457759,0.229348,-0.764092,0.199491,0.85451,9.05511,2.62609,0.410201,0.269579,-0.838474,0.199491,1.48413,6.96432,2.63864,-1.20238,0.0806245,-0.323917,0.199645,-1.11022,8.7678,0.0691625,-1.20819,0.0821187,-0.335292,0.199491,
11.817,0.6488,7.80359,2.50529,2.83092,-0.696048,1.50995,0.00640547,0.6488,7.80359,2.50529,2.83092,-0.696048,1.50995,0.00640547,0.6488,7.80359,2.50529,2.83092,-0.696048,1.50995,0.00640547,0.6488,7.80359,2.50529,2.83092,-0.696048,1.50995,0.00640547,0.6488,7.80359,2.50529,2.83092,-0.696048,1.50995,0.00640547,-3.56238,5.30272,1.9122,0.266841,0.269043,-2.36787,0.199491,2.96969,8.11154,-0.608662,-0.026563,-0.135197,-2.41894,0.199491,0.719126,6.22826,0.176271,0.534589,0.163614,-0.738201,0.199491,0.881093,9.03302,2.64521,0.297139,0.378822,-0.883988,0.199491,1.53782,6.9873,2.68543,-1.14563,-0.0669285,-0.33433,0.199645,-1.09401,8.76719,0.161796,-1.17754,0.00497604,-0.347166,0.199491,
11.8271,0.63648,7.91804,2.39585,-1.14684,0.445025,0.593038,0.00640547,0.63648,7.91804,2.39585,-1.14684,0.445025,0.593038,0.00640547,0.63648,7.91804,2.39585,-1.14684,0.445025,0.593038,0.00640547,0.63648,7.91804,2.39585,-1.14684,0.445025,0.593038,0.00640547,0.63648,7.91804,2.39585,-1.14684,0.445025,0.593038,0.00640547,-3.49831,5.28653,1.99958,0.205732,0.217477,-2.38119,0.199491,2.97224,8.1423,-0.599659,-0.0265575,-0.135202,-2.41894,0.199491,0.734019,6.24919,0.233885,0.194252,0.502322,-0.849477,0.199491,0.928435,9.05935,2.66234,0.454037,0.268091,-0.831453,0.199491,1.55614,7.01044,2.75147,-1.17659,0.0647124,-0.345137,0.199645,-1.08141,8.76922,0.239933,-1.12543,-0.109543,-0.359582,0.199491,
11.8372,0.62416,8.02248,2.2864,1.53617,0.14193,2.11733,0.00640547,0.62416,8.02248,2.2864,1.53617,0.14193,2.11733,0.00640547,0.62416,8.02248,2.2864,1.53617,0.14193,2.11733,0.00640547,0.62416,8.02248,2.2864,1.53617,0.14193,2.11733,0.00640547,0.62416,8.02248,2.2864,1.53617,0.14193,2.11733,0.00640547,-3.4131,5.25961,2.10755,0.379431,0.388262,-2.32679,0.199491,2.99552,8.21434,-0.611837,-0.0265568,-0.135202,-2.41894,0.199491,0.756822,6.27637,0.257938,0.522926,0.213559,-0.730812,0.199491,0.938721,9.11406,2.69061,0.420188,0.317015,-0.839695,0.199491,1.61349,7.02882,2.78427,-1.15827,0.0334548,-0.351368,0.199645,-1.05824,8.80496,0.281326,-1.16521,0.0457171,-0.375729,0.199491,
11.8473,0.61184,8.11692,2.17696,-2.28053,-0.522341,0.81071,0.00640547,0.61184,8.11692,2.17696,-2.28053,-0.522341,0.81071,0.00640547,0.61184,8.11692,2.17696,-2.28053,-0.522341,0.81071,0.00640547,0.61184,8.11692,2.17696,-2.28053,-0.522341,0.81071,0.00640547,0.61184,8.11692,2.17696,-2.28053,-0.522341,0.81071,0.00640547,-3.32555,5.25226,2.18387,0.361118,0.386651,-2.32517,0.199491,2.99555,8.21443,-0.61185,-0.026562,-0.135198,-2.41895,0.199491,0.804689,6.25764,0.257214,0.463377,0.299888,-0.746666,0.199491,0.97998,9.18374,2.76515,0.201497,0.495956,-0.92562,0.199491,1.68432,7.04804,2.7825,-1.11158,-0.0603936,-0.367194,0.199645,-1.04711,8.83442,0.305893,-1.12623,-0.0355045,-0.39105,0.199491,
11.8574,0.59952,8.20135,2.06751,-0.0180929,0.841589,1.36116,0.00640547,0.59952,8.20135,2.06751,-0.0180929,0.841589,1.36116,0.00640547,0.59952,8.20135,2.06751,-0.0180929,0.841589,1.36116,0.00640547,0.59952,8.20135,2.06751,-0.0180929,0.841589,1.36116,0.00640547,0.59952,8.20135,2.06751,-0.0180929,0.841589,1.36116,0.00640547,-3.27975,5.23747,2.25237,0.339292,0.363009,-2.32986,0.199491,3.00511,8.25351,-0.609114,-0.0265661,-0.135194,-2.41894,0.199491,0.843867,6.26038,0.296872,0.275789,0.491371,-0.815812,0.199491,1.02767,9.19884,2.822,0.488863,0.285353,-0.818657,0.199491,1.74258,7.05322,2.81229,-1.14268,0.0409011,-0.376146,0.199645,-1.0188,8.80751,0.368655,-1.17002,0.0805284,-0.400388,0.199491,
11.8675,0.5872,8.27577,1.95807,2.27595,-0.490697,2.00506,0.00640547,0.5872,8.27577,1.95807,2.27595,-0.490697,2.00506,0.00640547,0.5872,8.27577,1.95807,2.27595,-0.490697,2.00506,0.00640547,0.5872,8.27577,1.95807,2.27595,-0.490697,2.00506,0.00640547,0.5872,8.27577,1.95807,2.27595,-0.490697,2.00506,0.00640547,-3.2275,5.23298,2.28753,0.158024,0.186631,-2.37848,0.199491,3.04167,8.3596,-0.623709,-0.0265533,-0.135205,-2.41893,0.199491,0.868574,6.31719,0.340284,0.547127,0.24513,-0.70484,0.199491,1.0145,9.23684,2.82272,0.33679,0.435019,-0.888053,0.199491,1.7858,7.09839,2.88798,-1.11819,0.0289076,-0.377887,0.199645,-1.0192,8.8174,0.46905,-1.07297,-0.090909,-0.403001,0.199491,
11.8776,0.57488,8.34019,1.84862,-1.52591,0.100352,0.665828,0.00640547,0.57488,8.34019,1.84862,-1.52591,0.100352,0.665828,0.00640547,0.57488,8.34019,1.84862,-1.52591,0.100352,0.665828,0.00640547,0.57488,8.34019,1.84862,-1.52591,0.100352,0.665828,0.00640547,0.57488,8.34019,1.84862,-1.52591,0.100352,0.665828,0.00640547,-3.1284,5.24127,2.35978,0.257394,0.291483,-2.35613,0.199491,3.05872,8.4313,-0.614062,-0.0265605,-0.135198,-2.41894,0.199491,0.894974,6.3076,0.346988,0.301637,0.503585,-0.803092,0.199491,1.03803,9.30731,2.87376,0.465095,0.336973,-0.843453,0.199491,1.83444,7.12865,2.85218,-1.09895,-0.0190427,-0.382083,0.199645,-0.998089,8.83999,0.459043,-1.15276,0.0903292,-0.418385,0.199491,
11.8877,0.56256,8.3946,1.73918,1.14879,0.482935,2.17271,0.00640547,0.56256,8.3946,1.73918,1.14879,0.482935,2.17271,0.00640547,0.56256,8.3946,1.73918,1.14879,0.482935,2.17271,0.00640547,0.56256,8.3946,1.73918,1.14879,0.482935,2.17271,0.00640547,0.56256,8.3946,1.73918,1.14879,0.482935,2.17271,0.00640547,-3.06236,5.24665,2.39339,0.469292,0.487225,-2.27091,0.199491,3.05895,8.43262,-0.613654,-0.0265614,-0.135198,-2.41894,0.199491,0.928695,6.36811,0.324086,0.533544,0.293009,-0.713476,0.199491,1.05907,9.38204,2.91337,0.552865,0.273571,-0.809977,0.199491,1.88784,7.16507,2.88135,-1.13284,0.0886739,-0.39404,0.199645,-0.979012,8.91706,0.462177,-1.06996,-0.0529328,-0.429869,0.199491,
11.8978,0.550241,8.439,1.62973,-2.85395,-0.70829,1.32685,0.00640547,0.550241,8.439,1.62973,-2.85395,-0.70829,1.32685,0.00640547,0.550241,8.439,1.62973,-2.85395,-0.70829,1.32685,0.00640547,0.550241,8.439,1.62973,-2.85395,-0.70829,1.32685,0.00640547,0.550241,8.439,1.62973,-2.85395,-0.70829,1.32685,0.00640547,-3.02584,5.24042,2.4389,0.316775,0.361962,-2.33212,0.199491,3.08479,8.53444,-0.62733,-0.0265586,-0.1352,-2.41893,0.199491,0.96039,6.40291,0.365724,0.551495,0.276544,-0.704442,0.199491,1.09218,9.4274,2.90385,0.318974,0.474984,-0.895446,0.199491,1.91929,7.20647,2.89557,-1.0967,0.0248118,-0.395672,0.199645,-0.949006,8.94905,0.495138,-1.15102,0.136113,-0.435145,0.199491,
