tgDataLogger2 started logging at time 01242019_105029, with 2 sensors on 1 senseable objects.
time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,
0.1,0.286758,2.21059,0.157944,-0.952894,0.288998,0.544132,0.0600995,-0.254164,1.9737,-0.166443,-1.91621,-0.925981,-0.611209,0.0610156,
0.2,0.347951,2.09295,0.0248755,-1.06862,0.0785779,0.42059,0.0600995,-0.206433,1.84105,-0.263314,2.73818,-0.963128,0.796712,0.0610156,
0.3,0.473653,2.10211,-0.246811,-1.24222,-0.344528,0.171351,0.0600995,-0.151251,1.86466,-0.331444,-1.50116,-1.24257,-1.1897,0.0610156,
0.4,0.488958,2.09883,-0.493296,-1.13053,-0.724215,-0.0641453,0.0600995,-0.139534,1.85871,-0.462488,1.73652,-1.23215,1.83097,0.0610156,
0.5,0.478178,2.09497,-0.681946,-0.831568,-0.973897,-0.374631,0.0600995,-0.126723,1.83481,-0.540942,0.892485,-1.30684,2.72258,0.0610156,
0.6,0.470445,2.08706,-0.700428,-0.810602,-0.9935,-0.356368,0.0600995,-0.133806,1.82848,-0.552048,0.837996,-1.29914,2.76725,0.0610156,
0.7,0.498993,2.08891,-0.576033,-1.01092,-0.816487,-0.1584,0.0600995,-0.114359,1.82158,-0.503248,1.11677,-1.40013,2.47954,0.0610156,
0.8,0.517653,2.08942,-0.378704,-1.1295,-0.514639,-0.00462926,0.0600995,-0.097462,1.81598,-0.397693,-1.27255,-1.48394,-1.41457,0.0610156,
0.9,0.513655,2.08682,-0.238898,-1.14139,-0.298356,0.0734792,0.0600995,-0.0959173,1.8121,-0.322637,-2.6522,-1.45682,-0.0341853,0.0610156,
1,0.509677,2.08645,-0.185992,-1.14007,-0.219764,0.106295,0.0600995,-0.096366,1.81149,-0.290952,-2.80159,-1.42,0.11535,0.0610156,
1.1,0.513413,2.08657,-0.19686,-1.14137,-0.239493,0.0995506,0.0600995,-0.0932084,1.80989,-0.290761,-2.95396,-1.43102,0.264916,0.0610156,
1.2,0.522236,2.08748,-0.247125,-1.14709,-0.320705,0.0784207,0.0600995,-0.0873703,1.80984,-0.309582,-2.42325,-1.47816,-0.268695,0.0610156,
1.3,0.526796,2.08746,-0.320961,-1.13577,-0.434963,0.0292747,0.0600995,-0.0849703,1.80892,-0.346634,2.43101,-1.49183,1.156,0.0610156,
1.4,0.531759,2.08794,-0.374835,-1.12748,-0.511803,0.0039338,0.0600995,-0.0799675,1.80829,-0.374321,1.84259,-1.52311,1.74507,0.0610156,
1.5,0.535057,2.08786,-0.380125,-1.1223,-0.515545,-0.00596644,0.0600995,-0.0761521,1.80722,-0.377486,1.76062,-1.52925,1.8257,0.0610156,
1.6,0.540154,2.08832,-0.349954,-1.14065,-0.466873,0.0303795,0.0600995,-0.0702902,1.80644,-0.365825,2.5971,-1.53814,0.989195,0.0610156,
1.7,0.538533,2.08871,-0.299143,-1.15306,-0.386772,0.0666993,0.0600995,-0.0703521,1.80605,-0.340378,2.98314,-1.50035,0.602462,0.0610156,
1.8,0.534792,2.08864,-0.247858,-1.15243,-0.307103,0.084063,0.0600995,-0.071756,1.80547,-0.313498,-2.86847,-1.4725,0.170868,0.0610156,
1.9,0.533284,2.08888,-0.215536,-1.15685,-0.25947,0.118213,0.0600995,-0.0708861,1.80522,-0.298123,-2.94679,-1.44366,0.249141,0.0610156,
2,0.533572,2.0889,-0.216893,-1.15815,-0.265033,0.120757,0.0600995,-0.0707614,1.80508,-0.297932,-2.86837,-1.44768,0.170381,0.0610156,
2.1,0.539364,2.08924,-0.242895,-1.16204,-0.308147,0.110623,0.0600995,-0.0658857,1.8041,-0.310941,-3.11825,-1.4597,0.417812,0.0610156,
2.2,0.544395,2.08945,-0.274041,-1.1634,-0.357497,0.095197,0.0600995,-0.0619989,1.8034,-0.326594,3.08597,-1.48314,0.495144,0.0610156,
2.3,0.547889,2.08962,-0.294957,-1.1638,-0.390528,0.0857338,0.0600995,-0.0589388,1.80275,-0.337514,2.9636,-1.49564,0.615906,0.0610156,
2.4,0.549912,2.08976,-0.298949,-1.16448,-0.397046,0.0844242,0.0600995,-0.0567132,1.80227,-0.340041,2.99193,-1.50019,0.586901,0.0610156,
2.5,0.550565,2.08996,-0.287531,-1.16616,-0.379887,0.0909833,0.0600995,-0.0552933,1.80182,-0.334639,-3.11967,-1.49653,0.415058,0.0610156,
2.6,0.549874,2.08973,-0.268851,-1.1559,-0.350205,0.0693964,0.0600995,-0.0553163,1.80137,-0.324244,-3.12895,-1.47996,0.423526,0.0610156,
2.7,0.551119,2.08975,-0.253934,-1.16578,-0.33144,0.107421,0.0600995,-0.0531039,1.80123,-0.317339,-2.98208,-1.47361,0.276838,0.0610156,
2.8,0.554962,2.09018,-0.246853,-1.16947,-0.321476,0.11798,0.0600995,-0.048831,1.80124,-0.312548,-3.02593,-1.4683,0.320669,0.0610156,
2.9,0.55796,2.08992,-0.248201,-1.16056,-0.328779,0.0874376,0.0600995,-0.0457304,1.80082,-0.31477,-3.02658,-1.46459,0.32061,0.0610156,
3,0.561246,2.09025,-0.261767,-1.16966,-0.354107,0.105426,0.0600995,-0.0428758,1.80075,-0.321266,-3.06366,-1.47684,0.357366,0.0610156,
3.1,0.563652,2.09028,-0.282177,-1.16723,-0.38673,0.0883946,0.0600995,-0.0414289,1.80069,-0.330375,3.02968,-1.48786,0.546333,0.0610156,
3.2,0.566077,2.09038,-0.301608,-1.16377,-0.41382,0.0719183,0.0600995,-0.0396669,1.80065,-0.339375,2.99159,-1.5052,0.584412,0.0610156,
3.3,0.569325,2.09022,-0.3128,-1.1585,-0.429078,0.0576613,0.0600995,-0.0368178,1.80049,-0.343853,2.83668,-1.51036,0.738565,0.0610156,
3.4,0.572394,2.09031,-0.312564,-1.155,-0.426224,0.0481368,0.0600995,-0.0338397,1.8003,-0.338783,2.85318,-1.52098,0.72206,0.0610156,
3.5,0.57444,2.09037,-0.302783,-1.15345,-0.409945,0.0453947,0.0600995,-0.0317283,1.80005,-0.327552,3.03854,-1.52975,0.536701,0.0610156,
3.6,0.576104,2.09038,-0.290283,-1.15264,-0.390826,0.0451722,0.0600995,-0.0299756,1.79989,-0.315103,3.14067,-1.53154,0.434379,0.0610156,
3.7,0.577631,2.0904,-0.280208,-1.15167,-0.376295,0.0439728,0.0600995,-0.0284272,1.79975,-0.304282,-3.07288,-1.53361,0.364553,0.0610156,
3.8,0.579143,2.09042,-0.273973,-1.14965,-0.367872,0.0388384,0.0600995,-0.0269484,1.7996,-0.295182,-3.03457,-1.53848,0.325949,0.0610156,
3.9,0.580999,2.09042,-0.270425,-1.14718,-0.363493,0.0321144,0.0600995,-0.0251603,1.79944,-0.287553,-3.12601,-1.54373,0.417093,0.0610156,
4,0.583066,2.09045,-0.267609,-1.14455,-0.359834,0.0242594,0.0600995,-0.0230869,1.79922,-0.280064,-3.13723,-1.55109,0.427917,0.0610156,
