time,0_rod(payload_bars compound_).X,0_rod(payload_bars compound_).Y,0_rod(payload_bars compound_).Z,0_rod(payload_bars compound_).Euler1,0_rod(payload_bars compound_).Euler2,0_rod(payload_bars compound_).Euler3,0_rod(payload_bars compound_).mass,1_rod(payload_bars compound_).X,1_rod(payload_bars compound_).Y,1_rod(payload_bars compound_).Z,1_rod(payload_bars compound_).Euler1,1_rod(payload_bars compound_).Euler2,1_rod(payload_bars compound_).Euler3,1_rod(payload_bars compound_).mass,2_rod(payload_bars compound_).X,2_rod(payload_bars compound_).Y,2_rod(payload_bars compound_).Z,2_rod(payload_bars compound_).Euler1,2_rod(payload_bars compound_).Euler2,2_rod(payload_bars compound_).Euler3,2_rod(payload_bars compound_).mass,3_rod(payload_bars compound_).X,3_rod(payload_bars compound_).Y,3_rod(payload_bars compound_).Z,3_rod(payload_bars compound_).Euler1,3_rod(payload_bars compound_).Euler2,3_rod(payload_bars compound_).Euler3,3_rod(payload_bars compound_).mass,4_rod(sense_bar compound_).X,4_rod(sense_bar compound_).Y,4_rod(sense_bar compound_).Z,4_rod(sense_bar compound_).Euler1,4_rod(sense_bar compound_).Euler2,4_rod(sense_bar compound_).Euler3,4_rod(sense_bar compound_).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.606,-1.34194e-06,31.9961,0.00848983,-2.63771e-05,1.15003e-05,-1.84463e-05,0.24652,-1.34194e-06,31.9961,0.00848983,-2.63771e-05,1.15003e-05,-1.84463e-05,0.24652,-1.34194e-06,31.9961,0.00848983,-2.63771e-05,1.15003e-05,-1.84463e-05,0.24652,-1.34194e-06,31.9961,0.00848983,-2.63771e-05,1.15003e-05,-1.84463e-05,0.24652,-1.34194e-06,31.9961,0.00848983,-2.63771e-05,1.15003e-05,-1.84463e-05,0.24652,-0.729551,31.9785,0.0154044,0.00377005,0.0115387,-2.35196,0.0593527,0.754183,31.9739,0.0109487,0.00375502,0.0115213,-2.35196,0.0593527,0.0082105,31.4538,-0.513604,0.0169761,0.00552567,-0.788882,0.0593527,0.0164187,32.4986,0.539946,0.0165193,0.00597922,-0.788887,0.0593527,0.0241213,31.4536,0.539595,-1.57382,-0.00317992,-0.00305175,0.0593527,0.000505398,32.4988,-0.513227,-1.57382,-0.00339,-0.003052,0.0593527,
0.6161,-3.95025e-06,31.3908,0.00849061,2.3675e-05,0.00011101,-3.35498e-06,0.24652,-3.95025e-06,31.3908,0.00849061,2.3675e-05,0.00011101,-3.35498e-06,0.24652,-3.95025e-06,31.3908,0.00849061,2.3675e-05,0.00011101,-3.35498e-06,0.24652,-3.95025e-06,31.3908,0.00849061,2.3675e-05,0.00011101,-3.35498e-06,0.24652,-3.95025e-06,31.3908,0.00849061,2.3675e-05,0.00011101,-3.35498e-06,0.24652,-0.729554,31.3731,0.0153989,0.00511594,0.0128658,-2.35194,0.0593527,0.754182,31.3685,0.0109557,0.0045602,0.0123155,-2.35195,0.0593527,0.00821583,30.8485,-0.513603,0.0169183,0.00556173,-0.788882,0.0593527,0.0164275,31.8932,0.539944,0.0148758,0.0075898,-0.788898,0.0593527,0.0241013,30.8482,0.539594,-1.57382,-0.00309956,-0.00304385,0.0593527,0.000525376,31.8934,-0.51323,-1.57382,-0.00361411,-0.00304113,0.0593527,
0.6262,-8.17754e-07,30.7754,0.00849021,5.68463e-05,8.97282e-05,7.91598e-06,0.24652,-8.17754e-07,30.7754,0.00849021,5.68463e-05,8.97282e-05,7.91598e-06,0.24652,-8.17754e-07,30.7754,0.00849021,5.68463e-05,8.97282e-05,7.91598e-06,0.24652,-8.17754e-07,30.7754,0.00849021,5.68463e-05,8.97282e-05,7.91598e-06,0.24652,-8.17754e-07,30.7754,0.00849021,5.68463e-05,8.97282e-05,7.91598e-06,0.24652,-0.729552,30.7577,0.0154054,0.00727419,0.0150019,-2.35192,0.0593527,0.754185,30.7532,0.0109467,0.00732662,0.015052,-2.35191,0.0593527,0.00820166,30.2331,-0.513602,0.0146982,0.00774899,-0.788899,0.0593527,0.0164222,31.2778,0.539943,0.0153726,0.00707917,-0.788897,0.0593527,0.0240911,30.2328,0.539597,-1.57383,-0.00287461,-0.00303441,0.0593527,0.000536955,31.278,-0.513228,-1.57383,-0.0026415,-0.00303443,0.0593527,
0.6363,1.68077e-06,30.15,0.00849019,1.25279e-05,-9.10259e-06,-5.58342e-06,0.24652,1.68077e-06,30.15,0.00849019,1.25279e-05,-9.10259e-06,-5.58342e-06,0.24652,1.68077e-06,30.15,0.00849019,1.25279e-05,-9.10259e-06,-5.58342e-06,0.24652,1.68077e-06,30.15,0.00849019,1.25279e-05,-9.10259e-06,-5.58342e-06,0.24652,1.68077e-06,30.15,0.00849019,1.25279e-05,-9.10259e-06,-5.58342e-06,0.24652,-0.729549,30.1323,0.0154107,0.00610852,0.0138512,-2.35193,0.0593527,0.754186,30.1278,0.0109384,0.00675944,0.0144952,-2.35192,0.0593527,0.00819578,29.6077,-0.513602,0.014543,0.00792242,-0.7889,0.0593527,0.0164137,30.6524,0.539944,0.0170595,0.00542356,-0.788887,0.0593527,0.0241099,29.6074,0.539596,-1.57383,-0.0029455,-0.00304192,0.0593527,0.000518845,30.6526,-0.513225,-1.57383,-0.00233394,-0.00304421,0.0593527,
0.6464,-8.65234e-07,29.5146,0.00848984,-2.35385e-05,3.57857e-06,-1.74109e-05,0.24652,-8.65234e-07,29.5146,0.00848984,-2.35385e-05,3.57857e-06,-1.74109e-05,0.24652,-8.65234e-07,29.5146,0.00848984,-2.35385e-05,3.57857e-06,-1.74109e-05,0.24652,-8.65234e-07,29.5146,0.00848984,-2.35385e-05,3.57857e-06,-1.74109e-05,0.24652,-8.65234e-07,29.5146,0.00848984,-2.35385e-05,3.57857e-06,-1.74109e-05,0.24652,-0.729551,29.4969,0.0154053,0.00387532,0.011643,-2.35196,0.0593527,0.754184,29.4923,0.0109471,0.0039743,0.0117385,-2.35196,0.0593527,0.0082086,28.9723,-0.513604,0.0167315,0.005768,-0.788883,0.0593527,0.0164176,30.017,0.539946,0.016701,0.00579826,-0.788886,0.0593527,0.0241213,28.972,0.539595,-1.57382,-0.00317236,-0.00305148,0.0593527,0.000505644,30.0172,-0.513226,-1.57382,-0.00327514,-0.00305212,0.0593527,
0.6565,-3.90431e-06,28.8692,0.00849052,1.56427e-05,0.000101283,-5.2265e-06,0.24652,-3.90431e-06,28.8692,0.00849052,1.56427e-05,0.000101283,-5.2265e-06,0.24652,-3.90431e-06,28.8692,0.00849052,1.56427e-05,0.000101283,-5.2265e-06,0.24652,-3.90431e-06,28.8692,0.00849052,1.56427e-05,0.000101283,-5.2265e-06,0.24652,-3.90431e-06,28.8692,0.00849052,1.56427e-05,0.000101283,-5.2265e-06,0.24652,-0.729554,28.8515,0.0153991,0.00485787,0.0126109,-2.35195,0.0593527,0.754182,28.8469,0.0109555,0.00430294,0.0120613,-2.35195,0.0593527,0.00821633,28.3268,-0.513603,0.0170931,0.0053915,-0.788881,0.0593527,0.0164271,29.3716,0.539945,0.0149839,0.0074859,-0.788897,0.0593527,0.0241041,28.3266,0.539594,-1.57382,-0.00311603,-0.00304524,0.0593527,0.000522408,29.3718,-0.51323,-1.57382,-0.00365822,-0.00304265,0.0593527,
0.6666,-1.3852e-06,28.2137,0.00849027,5.36406e-05,9.66996e-05,6.96653e-06,0.24652,-1.3852e-06,28.2137,0.00849027,5.36406e-05,9.66996e-05,6.96653e-06,0.24652,-1.3852e-06,28.2137,0.00849027,5.36406e-05,9.66996e-05,6.96653e-06,0.24652,-1.3852e-06,28.2137,0.00849027,5.36406e-05,9.66996e-05,6.96653e-06,0.24652,-1.3852e-06,28.2137,0.00849027,5.36406e-05,9.66996e-05,6.96653e-06,0.24652,-0.729552,28.1961,0.0154044,0.00715046,0.0148793,-2.35192,0.0593527,0.754185,28.1915,0.0109481,0.00708839,0.0148162,-2.35192,0.0593527,0.00820372,27.6714,-0.513602,0.0149575,0.00749233,-0.788897,0.0593527,0.0164234,28.7162,0.539943,0.0151996,0.00725175,-0.788898,0.0593527,0.0240913,27.6712,0.539596,-1.57383,-0.00288303,-0.00303487,0.0593527,0.000536556,28.7164,-0.513228,-1.57383,-0.00275919,-0.00303438,0.0593527,
0.6767,1.68662e-06,27.5483,0.00849019,1.93541e-05,4.87479e-07,-3.9602e-06,0.24652,1.68662e-06,27.5483,0.00849019,1.93541e-05,4.87479e-07,-3.9602e-06,0.24652,1.68662e-06,27.5483,0.00849019,1.93541e-05,4.87479e-07,-3.9602e-06,0.24652,1.68662e-06,27.5483,0.00849019,1.93541e-05,4.87479e-07,-3.9602e-06,0.24652,1.68662e-06,27.5483,0.00849019,1.93541e-05,4.87479e-07,-3.9602e-06,0.24652,-0.729549,27.5306,0.0154104,0.00635553,0.0140953,-2.35193,0.0593527,0.754186,27.5261,0.0109387,0.00699509,0.0147279,-2.35192,0.0593527,0.00819534,27.006,-0.513602,0.0143944,0.00806684,-0.788901,0.0593527,0.0164141,28.0507,0.539944,0.0169369,0.00554208,-0.788888,0.0593527,0.0241073,27.0057,0.539596,-1.57383,-0.00292862,-0.0030405,0.0593527,0.000521525,28.051,-0.513226,-1.57383,-0.00230011,-0.00304277,0.0593527,
0.6868,-4.00265e-07,26.8729,0.00848988,-2.01832e-05,-2.63832e-06,-1.6548e-05,0.24652,-4.00265e-07,26.8729,0.00848988,-2.01832e-05,-2.63832e-06,-1.6548e-05,0.24652,-4.00265e-07,26.8729,0.00848988,-2.01832e-05,-2.63832e-06,-1.6548e-05,0.24652,-4.00265e-07,26.8729,0.00848988,-2.01832e-05,-2.63832e-06,-1.6548e-05,0.24652,-4.00265e-07,26.8729,0.00848988,-2.01832e-05,-2.63832e-06,-1.6548e-05,0.24652,-0.729551,26.8552,0.0154062,0.00401711,0.0117833,-2.35196,0.0593527,0.754184,26.8506,0.0109457,0.00422953,0.0119913,-2.35195,0.0593527,0.00820666,26.3306,-0.513604,0.0164599,0.00603672,-0.788885,0.0593527,0.0164165,27.3753,0.539945,0.0168644,0.00563496,-0.788886,0.0593527,0.024121,26.3303,0.539595,-1.57382,-0.00316322,-0.00305097,0.0593527,0.000506275,27.3755,-0.513226,-1.57382,-0.00315508,-0.00305197,0.0593527,
0.6969,-3.75768e-06,26.1874,0.00849042,9.75641e-06,9.17452e-05,-6.70446e-06,0.24652,-3.75768e-06,26.1874,0.00849042,9.75641e-06,9.17452e-05,-6.70446e-06,0.24652,-3.75768e-06,26.1874,0.00849042,9.75641e-06,9.17452e-05,-6.70446e-06,0.24652,-3.75768e-06,26.1874,0.00849042,9.75641e-06,9.17452e-05,-6.70446e-06,0.24652,-3.75768e-06,26.1874,0.00849042,9.75641e-06,9.17452e-05,-6.70446e-06,0.24652,-0.729553,26.1698,0.0153995,0.00462291,0.0123789,-2.35195,0.0593527,0.754182,26.1652,0.0109552,0.00409054,0.0118514,-2.35196,0.0593527,0.00821642,25.6451,-0.513603,0.0172149,0.00527349,-0.78888,0.0593527,0.0164265,26.6898,0.539945,0.0151199,0.00735376,-0.788896,0.0593527,0.0241065,25.6449,0.539594,-1.57382,-0.00313279,-0.00304652,0.0593527,0.000519842,26.6901,-0.51323,-1.57382,-0.00368198,-0.00304416,0.0593527,
0.707,-1.94344e-06,25.492,0.00849034,5.02917e-05,0.000102247,6.19614e-06,0.24652,-1.94344e-06,25.492,0.00849034,5.02917e-05,0.000102247,6.19614e-06,0.24652,-1.94344e-06,25.492,0.00849034,5.02917e-05,0.000102247,6.19614e-06,0.24652,-1.94344e-06,25.492,0.00849034,5.02917e-05,0.000102247,6.19614e-06,0.24652,-1.94344e-06,25.492,0.00849034,5.02917e-05,0.000102247,6.19614e-06,0.24652,-0.729553,25.4743,0.0154036,0.0069917,0.014722,-2.35192,0.0593527,0.754185,25.4698,0.0109495,0.00681772,0.0145483,-2.35192,0.0593527,0.00820581,24.9497,-0.513603,0.0152385,0.00721449,-0.788895,0.0593527,0.0164246,25.9944,0.539943,0.0150472,0.00740428,-0.788899,0.0593527,0.0240919,24.9494,0.539596,-1.57383,-0.00289348,-0.00303558,0.0593527,0.000535862,25.9946,-0.513229,-1.57383,-0.0028803,-0.00303457,0.0593527,
0.7171,1.60057e-06,24.7865,0.00849017,2.44895e-05,1.00768e-05,-2.57636e-06,0.24652,1.60057e-06,24.7865,0.00849017,2.44895e-05,1.00768e-05,-2.57636e-06,0.24652,1.60057e-06,24.7865,0.00849017,2.44895e-05,1.00768e-05,-2.57636e-06,0.24652,1.60057e-06,24.7865,0.00849017,2.44895e-05,1.00768e-05,-2.57636e-06,0.24652,1.60057e-06,24.7865,0.00849017,2.44895e-05,1.00768e-05,-2.57636e-06,0.24652,-0.72955,24.7689,0.0154101,0.00657676,0.0143139,-2.35193,0.0593527,0.754186,24.7643,0.0109393,0.00718346,0.0149138,-2.35192,0.0593527,0.00819527,24.2442,-0.513602,0.0143004,0.00815739,-0.788902,0.0593527,0.0164147,25.2889,0.539944,0.0167878,0.00568738,-0.788888,0.0593527,0.0241049,24.244,0.539596,-1.57383,-0.00291159,-0.0030392,0.0593527,0.000523856,25.2892,-0.513226,-1.57383,-0.00228708,-0.00304139,0.0593527,
0.7272,4.23223e-08,24.0711,0.00848994,-1.68779e-05,-7.56955e-06,-1.58255e-05,0.24652,4.23223e-08,24.0711,0.00848994,-1.68779e-05,-7.56955e-06,-1.58255e-05,0.24652,4.23223e-08,24.0711,0.00848994,-1.68779e-05,-7.56955e-06,-1.58255e-05,0.24652,4.23223e-08,24.0711,0.00848994,-1.68779e-05,-7.56955e-06,-1.58255e-05,0.24652,4.23223e-08,24.0711,0.00848994,-1.68779e-05,-7.56955e-06,-1.58255e-05,0.24652,-0.72955,24.0534,0.0154069,0.00419216,0.0119565,-2.35195,0.0593527,0.754184,24.0488,0.0109443,0.00451331,0.0122723,-2.35195,0.0593527,0.00820474,23.5287,-0.513604,0.0161719,0.00632138,-0.788887,0.0593527,0.0164156,24.5735,0.539945,0.017005,0.00549394,-0.788885,0.0593527,0.0241204,23.5285,0.539596,-1.57383,-0.00315194,-0.00305024,0.0593527,0.000507158,24.5737,-0.513226,-1.57382,-0.00303322,-0.00305157,0.0593527,
0.7373,-3.51964e-06,23.3456,0.00849032,5.16036e-06,8.2045e-05,-8.05797e-06,0.24652,-3.51964e-06,23.3456,0.00849032,5.16036e-06,8.2045e-05,-8.05797e-06,0.24652,-3.51964e-06,23.3456,0.00849032,5.16036e-06,8.2045e-05,-8.05797e-06,0.24652,-3.51964e-06,23.3456,0.00849032,5.16036e-06,8.2045e-05,-8.05797e-06,0.24652,-3.51964e-06,23.3456,0.00849032,5.16036e-06,8.2045e-05,-8.05797e-06,0.24652,-0.729553,23.3279,0.0154,0.00441628,0.012175,-2.35195,0.0593527,0.754182,23.3234,0.0109546,0.00392759,0.0116903,-2.35196,0.0593527,0.00821614,22.8033,-0.513604,0.017281,0.00521044,-0.78888,0.0593527,0.0164256,23.848,0.539945,0.0152808,0.00719658,-0.788895,0.0593527,0.0241087,22.803,0.539594,-1.57382,-0.00314934,-0.00304765,0.0593527,0.000517571,23.8483,-0.513229,-1.57382,-0.00368486,-0.00304559,0.0593527,
0.7474,-2.46918e-06,22.6101,0.0084904,4.70684e-05,0.000106544,5.50734e-06,0.24652,-2.46918e-06,22.6101,0.0084904,4.70684e-05,0.000106544,5.50734e-06,0.24652,-2.46918e-06,22.6101,0.0084904,4.70684e-05,0.000106544,5.50734e-06,0.24652,-2.46918e-06,22.6101,0.0084904,4.70684e-05,0.000106544,5.50734e-06,0.24652,-2.46918e-06,22.6101,0.0084904,4.70684e-05,0.000106544,5.50734e-06,0.24652,-0.729553,22.5924,0.0154028,0.0068018,0.014534,-2.35192,0.0593527,0.754184,22.5879,0.0109507,0.00652264,0.0142565,-2.35193,0.0593527,0.00820786,22.0678,-0.513603,0.0155305,0.00692605,-0.788892,0.0593527,0.0164257,23.1125,0.539943,0.0149197,0.00753236,-0.788899,0.0593527,0.0240926,22.0675,0.539596,-1.57383,-0.00290628,-0.00303649,0.0593527,0.000534942,23.1128,-0.513229,-1.57383,-0.00300135,-0.003035,0.0593527,
0.7575,1.42071e-06,21.8646,0.00849014,2.86532e-05,1.99424e-05,-1.24494e-06,0.24652,1.42071e-06,21.8646,0.00849014,2.86532e-05,1.99424e-05,-1.24494e-06,0.24652,1.42071e-06,21.8646,0.00849014,2.86532e-05,1.99424e-05,-1.24494e-06,0.24652,1.42071e-06,21.8646,0.00849014,2.86532e-05,1.99424e-05,-1.24494e-06,0.24652,1.42071e-06,21.8646,0.00849014,2.86532e-05,1.99424e-05,-1.24494e-06,0.24652,-0.72955,21.847,0.0154097,0.00676721,0.0145021,-2.35192,0.0593527,0.754186,21.8424,0.01094,0.00732054,0.0150489,-2.35191,0.0593527,0.00819557,21.3223,-0.513602,0.0142628,0.00819236,-0.788902,0.0593527,0.0164154,22.367,0.539944,0.0166157,0.00585584,-0.788889,0.0593527,0.0241028,21.3221,0.539597,-1.57383,-0.00289497,-0.00303806,0.0593527,0.000525933,22.3673,-0.513226,-1.57383,-0.002295,-0.00304011,0.0593527,
0.7676,4.52202e-07,21.1091,0.00849001,-1.36863e-05,-1.12165e-05,-1.51154e-05,0.24652,4.52202e-07,21.1091,0.00849001,-1.36863e-05,-1.12165e-05,-1.51154e-05,0.24652,4.52202e-07,21.1091,0.00849001,-1.36863e-05,-1.12165e-05,-1.51154e-05,0.24652,4.52202e-07,21.1091,0.00849001,-1.36863e-05,-1.12165e-05,-1.51154e-05,0.24652,4.52202e-07,21.1091,0.00849001,-1.36863e-05,-1.12165e-05,-1.51154e-05,0.24652,-0.72955,21.0915,0.0154075,0.00439594,0.0121579,-2.35195,0.0593527,0.754185,21.0869,0.0109431,0.00481715,0.0125732,-2.35195,0.0593527,0.0082029,20.5668,-0.513603,0.0158783,0.0066113,-0.788889,0.0593527,0.0164147,21.6115,0.539945,0.0171188,0.00537939,-0.788885,0.0593527,0.0241196,20.5666,0.539596,-1.57383,-0.00313828,-0.00304933,0.0593527,0.000508252,21.6118,-0.513226,-1.57383,-0.00291318,-0.00305094,0.0593527,
0.7777,-3.20244e-06,20.3436,0.00849021,1.29401e-06,7.20082e-05,-9.39713e-06,0.24652,-3.20244e-06,20.3436,0.00849021,1.29401e-06,7.20082e-05,-9.39713e-06,0.24652,-3.20244e-06,20.3436,0.00849021,1.29401e-06,7.20082e-05,-9.39713e-06,0.24652,-3.20244e-06,20.3436,0.00849021,1.29401e-06,7.20082e-05,-9.39713e-06,0.24652,-3.20244e-06,20.3436,0.00849021,1.29401e-06,7.20082e-05,-9.39713e-06,0.24652,-0.729553,20.326,0.0154006,0.00424268,0.0120038,-2.35195,0.0593527,0.754182,20.3214,0.0109539,0.00381737,0.0115815,-2.35196,0.0593527,0.00821549,19.8013,-0.513604,0.0172907,0.00520309,-0.78888,0.0593527,0.0164246,20.846,0.539945,0.0154626,0.00701831,-0.788894,0.0593527,0.0241107,19.8011,0.539594,-1.57382,-0.00316516,-0.00304859,0.0593527,0.000515535,20.8463,-0.513229,-1.57382,-0.00366703,-0.00304692,0.0593527,
0.7878,-2.94016e-06,19.5681,0.00849046,4.39009e-05,0.000109486,4.76441e-06,0.24652,-2.94016e-06,19.5681,0.00849046,4.39009e-05,0.000109486,4.76441e-06,0.24652,-2.94016e-06,19.5681,0.00849046,4.39009e-05,0.000109486,4.76441e-06,0.24652,-2.94016e-06,19.5681,0.00849046,4.39009e-05,0.000109486,4.76441e-06,0.24652,-2.94016e-06,19.5681,0.00849046,4.39009e-05,0.000109486,4.76441e-06,0.24652,-0.729553,19.5505,0.0154022,0.0065858,0.0143202,-2.35192,0.0593527,0.754184,19.5459,0.0109517,0.00621208,0.0139493,-2.35193,0.0593527,0.00820979,19.0258,-0.513603,0.0158227,0.00663764,-0.78889,0.0593527,0.0164266,20.0705,0.539943,0.014821,0.00763211,-0.7889,0.0593527,0.0240936,19.0256,0.539595,-1.57383,-0.00292156,-0.00303756,0.0593527,0.000533803,20.0708,-0.51323,-1.57383,-0.00311872,-0.00303564,0.0593527,
0.7979,1.14882e-06,18.7826,0.00849011,3.2254e-05,3.01467e-05,8.1701e-08,0.24652,1.14882e-06,18.7826,0.00849011,3.2254e-05,3.01467e-05,8.1701e-08,0.24652,1.14882e-06,18.7826,0.00849011,3.2254e-05,3.01467e-05,8.1701e-08,0.24652,1.14882e-06,18.7826,0.00849011,3.2254e-05,3.01467e-05,8.1701e-08,0.24652,1.14882e-06,18.7826,0.00849011,3.2254e-05,3.01467e-05,8.1701e-08,0.24652,-0.72955,18.7649,0.0154092,0.00692264,0.0146557,-2.35192,0.0593527,0.754186,18.7604,0.0109409,0.00740383,0.0151308,-2.35191,0.0593527,0.00819623,18.2403,-0.513602,0.0142811,0.00817204,-0.788902,0.0593527,0.0164163,19.285,0.539944,0.016425,0.0060431,-0.788891,0.0593527,0.0241008,18.24,0.539597,-1.57383,-0.00287932,-0.00303713,0.0593527,0.000527798,19.2853,-0.513226,-1.57383,-0.00232328,-0.00303894,0.0593527,
0.808,8.19337e-07,17.9871,0.00849007,-1.04698e-05,-1.34169e-05,-1.42941e-05,0.24652,8.19337e-07,17.9871,0.00849007,-1.04698e-05,-1.34169e-05,-1.42941e-05,0.24652,8.19337e-07,17.9871,0.00849007,-1.04698e-05,-1.34169e-05,-1.42941e-05,0.24652,8.19337e-07,17.9871,0.00849007,-1.04698e-05,-1.34169e-05,-1.42941e-05,0.24652,8.19337e-07,17.9871,0.00849007,-1.04698e-05,-1.34169e-05,-1.42941e-05,0.24652,-0.72955,17.9694,0.015408,0.00462295,0.0123823,-2.35195,0.0593527,0.754185,17.9649,0.0109421,0.00513185,0.0128847,-2.35194,0.0593527,0.00820118,17.4448,-0.513603,0.0155897,0.00689593,-0.788891,0.0593527,0.016414,18.4895,0.539945,0.017202,0.00529489,-0.788885,0.0593527,0.0241186,17.4445,0.539596,-1.57383,-0.00312216,-0.00304827,0.0593527,0.000509556,18.4898,-0.513226,-1.57383,-0.00279861,-0.00305013,0.0593527,
0.8181,-2.82044e-06,17.1816,0.00849012,-2.11093e-06,6.16773e-05,-1.07189e-05,0.24652,-2.82044e-06,17.1816,0.00849012,-2.11093e-06,6.16773e-05,-1.07189e-05,0.24652,-2.82044e-06,17.1816,0.00849012,-2.11093e-06,6.16773e-05,-1.07189e-05,0.24652,-2.82044e-06,17.1816,0.00849012,-2.11093e-06,6.16773e-05,-1.07189e-05,0.24652,-2.82044e-06,17.1816,0.00849012,-2.11093e-06,6.16773e-05,-1.07189e-05,0.24652,-0.729553,17.1639,0.0154012,0.00410586,0.0118689,-2.35195,0.0593527,0.754182,17.1593,0.010953,0.0037615,0.0115264,-2.35196,0.0593527,0.00821453,16.6392,-0.513604,0.0172453,0.00525019,-0.78888,0.0593527,0.0164235,17.684,0.539945,0.0156606,0.00682364,-0.788892,0.0593527,0.0241125,16.639,0.539595,-1.57382,-0.00317976,-0.00304935,0.0593527,0.000513723,17.6842,-0.513229,-1.57382,-0.00362937,-0.00304809,0.0593527,
0.8282,-3.33666e-06,16.366,0.00849051,4.06228e-05,0.000110895,3.864e-06,0.24652,-3.33666e-06,16.366,0.00849051,4.06228e-05,0.000110895,3.864e-06,0.24652,-3.33666e-06,16.366,0.00849051,4.06228e-05,0.000110895,3.864e-06,0.24652,-3.33666e-06,16.366,0.00849051,4.06228e-05,0.000110895,3.864e-06,0.24652,-3.33666e-06,16.366,0.00849051,4.06228e-05,0.000110895,3.864e-06,0.24652,-0.729553,16.3484,0.0154016,0.00634956,0.0140865,-2.35193,0.0593527,0.754183,16.3438,0.0109526,0.00589541,0.0136362,-2.35193,0.0593527,0.00821153,15.8237,-0.513603,0.0161047,0.0063596,-0.788888,0.0593527,0.0164274,16.8684,0.539943,0.0147543,0.00770033,-0.7889,0.0593527,0.0240948,15.8235,0.539595,-1.57382,-0.00293926,-0.00303875,0.0593527,0.000532438,16.8687,-0.51323,-1.57383,-0.0032289,-0.00303648,0.0593527,
0.8383,7.90935e-07,15.5405,0.00849009,3.54457e-05,4.05559e-05,1.36632e-06,0.24652,7.90935e-07,15.5405,0.00849009,3.54457e-05,4.05559e-05,1.36632e-06,0.24652,7.90935e-07,15.5405,0.00849009,3.54457e-05,4.05559e-05,1.36632e-06,0.24652,7.90935e-07,15.5405,0.00849009,3.54457e-05,4.05559e-05,1.36632e-06,0.24652,7.90935e-07,15.5405,0.00849009,3.54457e-05,4.05559e-05,1.36632e-06,0.24652,-0.72955,15.5228,0.0154086,0.00703987,0.0147715,-2.35192,0.0593527,0.754186,15.5183,0.010942,0.00743257,0.0151588,-2.35191,0.0593527,0.00819722,14.9982,-0.513602,0.0143533,0.00809864,-0.788902,0.0593527,0.0164174,16.0429,0.539943,0.0162207,0.00624418,-0.788892,0.0593527,0.024099,14.9979,0.539597,-1.57383,-0.00286513,-0.00303641,0.0593527,0.00052945,16.0431,-0.513226,-1.57383,-0.00237065,-0.00303792,0.0593527,
0.8484,1.13395e-06,14.7049,0.00849013,-7.07032e-06,-1.40094e-05,-1.32863e-05,0.24652,1.13395e-06,14.7049,0.00849013,-7.07032e-06,-1.40094e-05,-1.32863e-05,0.24652,1.13395e-06,14.7049,0.00849013,-7.07032e-06,-1.40094e-05,-1.32863e-05,0.24652,1.13395e-06,14.7049,0.00849013,-7.07032e-06,-1.40094e-05,-1.32863e-05,0.24652,1.13395e-06,14.7049,0.00849013,-7.07032e-06,-1.40094e-05,-1.32863e-05,0.24652,-0.72955,14.6873,0.0154084,0.00486701,0.0126235,-2.35195,0.0593527,0.754186,14.6827,0.0109412,0.00544799,0.0131975,-2.35194,0.0593527,0.00819964,14.1626,-0.513603,0.0153164,0.00716521,-0.788893,0.0593527,0.0164134,15.2073,0.539945,0.0172518,0.00524327,-0.788885,0.0593527,0.0241173,14.1624,0.539596,-1.57383,-0.0031036,-0.00304709,0.0593527,0.000511065,15.2076,-0.513226,-1.57383,-0.00269292,-0.00304915,0.0593527,
