time,0_rod(payload_bars compound_QU2E82).X,0_rod(payload_bars compound_QU2E82).Y,0_rod(payload_bars compound_QU2E82).Z,0_rod(payload_bars compound_QU2E82).Euler1,0_rod(payload_bars compound_QU2E82).Euler2,0_rod(payload_bars compound_QU2E82).Euler3,0_rod(payload_bars compound_QU2E82).mass,1_rod(payload_bars compound_QU2E82).X,1_rod(payload_bars compound_QU2E82).Y,1_rod(payload_bars compound_QU2E82).Z,1_rod(payload_bars compound_QU2E82).Euler1,1_rod(payload_bars compound_QU2E82).Euler2,1_rod(payload_bars compound_QU2E82).Euler3,1_rod(payload_bars compound_QU2E82).mass,2_rod(payload_bars compound_QU2E82).X,2_rod(payload_bars compound_QU2E82).Y,2_rod(payload_bars compound_QU2E82).Z,2_rod(payload_bars compound_QU2E82).Euler1,2_rod(payload_bars compound_QU2E82).Euler2,2_rod(payload_bars compound_QU2E82).Euler3,2_rod(payload_bars compound_QU2E82).mass,3_rod(payload_bars compound_QU2E82).X,3_rod(payload_bars compound_QU2E82).Y,3_rod(payload_bars compound_QU2E82).Z,3_rod(payload_bars compound_QU2E82).Euler1,3_rod(payload_bars compound_QU2E82).Euler2,3_rod(payload_bars compound_QU2E82).Euler3,3_rod(payload_bars compound_QU2E82).mass,4_rod(payload_bars compound_QU2E82).X,4_rod(payload_bars compound_QU2E82).Y,4_rod(payload_bars compound_QU2E82).Z,4_rod(payload_bars compound_QU2E82).Euler1,4_rod(payload_bars compound_QU2E82).Euler2,4_rod(payload_bars compound_QU2E82).Euler3,4_rod(payload_bars compound_QU2E82).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.8685,2.25787,9.11517,6.84418,-1.61576,0.280659,0.480648,500.12,2.25787,9.11517,6.84418,-1.61576,0.280659,0.480648,500.12,2.25787,9.11517,6.84418,-1.61576,0.280659,0.480648,500.12,2.25787,9.11517,6.84418,-1.61576,0.280659,0.480648,500.12,2.25787,9.11517,6.84418,-1.61576,0.280659,0.480648,500.12,2.68315,13.6954,9.31956,-1.54854,0.297536,-1.81719,0.199491,2.53114,3.8876,5.90551,-1.46813,0.372224,-1.92343,0.199491,0.991761,3.93896,5.5868,-1.76192,0.533978,-0.324202,0.199491,2.40379,3.7536,6.99032,-1.46916,-0.179892,-0.307124,0.199491,-0.521491,6.37932,10.5668,-3.08295,0.692335,-0.200596,0.199645,6.59049,6.24752,8.65882,-2.63263,-0.9578,-0.613392,0.199491,
1.8786,2.33511,9.05435,6.99556,-1.62994,0.271116,0.476765,500.12,2.33511,9.05435,6.99556,-1.62994,0.271116,0.476765,500.12,2.33511,9.05435,6.99556,-1.62994,0.271116,0.476765,500.12,2.33511,9.05435,6.99556,-1.62994,0.271116,0.476765,500.12,2.33511,9.05435,6.99556,-1.62994,0.271116,0.476765,500.12,2.83476,13.6513,9.42603,-1.6035,0.278023,-1.83307,0.199491,2.53458,3.81412,6.10843,-1.47968,0.364535,-1.92743,0.199491,1.00053,3.88238,5.79481,-1.77436,0.519162,-0.32525,0.199491,2.41204,3.69224,7.19343,-1.48342,-0.182464,-0.311879,0.199491,-0.500604,6.39732,10.7358,3.07545,1.00983,-0.278765,0.199645,6.65741,6.2599,8.824,-2.31124,-1.14725,-0.903421,0.199491,
1.8887,2.41474,8.9955,7.14422,-1.64202,0.261647,0.473113,500.12,2.41474,8.9955,7.14422,-1.64202,0.261647,0.473113,500.12,2.41474,8.9955,7.14422,-1.64202,0.261647,0.473113,500.12,2.41474,8.9955,7.14422,-1.64202,0.261647,0.473113,500.12,2.41474,8.9955,7.14422,-1.64202,0.261647,0.473113,500.12,2.97566,13.6094,9.52788,-1.62835,0.265294,-1.8403,0.199491,2.55236,3.7445,6.30821,-1.48607,0.35803,-1.93041,0.199491,1.02187,3.82681,5.99905,-1.78549,0.506577,-0.326524,0.199491,2.43619,3.63435,7.39268,-1.49587,-0.184618,-0.316394,0.199491,-0.45768,6.41176,10.9095,2.94502,1.19023,-0.381062,0.199645,6.73579,6.27013,8.97703,-1.75024,-1.24691,-1.43776,0.199491,
1.8988,2.4952,8.93803,7.28968,-1.65254,0.252572,0.470017,500.12,2.4952,8.93803,7.28968,-1.65254,0.252572,0.470017,500.12,2.4952,8.93803,7.28968,-1.65254,0.252572,0.470017,500.12,2.4952,8.93803,7.28968,-1.65254,0.252572,0.470017,500.12,2.4952,8.93803,7.28968,-1.65254,0.252572,0.470017,500.12,3.11386,13.5662,9.63197,-1.68248,0.244221,-1.8543,0.199491,2.58086,3.67777,6.50269,-1.46794,0.359944,-1.92497,0.199491,1.05437,3.77204,6.19724,-1.79287,0.488849,-0.326505,0.199491,2.46724,3.57861,7.58758,-1.50575,-0.19035,-0.320561,0.199491,-0.341883,6.43141,11.1167,2.92197,1.1529,-0.36865,0.199645,6.81709,6.27786,9.12763,-1.34975,-1.24555,-1.82708,0.199491,
1.9089,2.57674,8.88132,7.43234,-1.66137,0.243835,0.467297,500.12,2.57674,8.88132,7.43234,-1.66137,0.243835,0.467297,500.12,2.57674,8.88132,7.43234,-1.66137,0.243835,0.467297,500.12,2.57674,8.88132,7.43234,-1.66137,0.243835,0.467297,500.12,2.57674,8.88132,7.43234,-1.66137,0.243835,0.467297,500.12,3.24006,13.5193,9.75207,-1.60742,0.25841,-1.83616,0.199491,2.61576,3.6163,6.68196,-1.52214,0.335747,-1.94449,0.199491,1.10296,3.71712,6.38606,-1.79807,0.46916,-0.327189,0.199491,2.50167,3.52575,7.77474,-1.5307,-0.146932,-0.321478,0.199491,-0.251311,6.44319,11.3013,2.47219,1.34782,-0.765331,0.199645,6.90234,6.28708,9.27652,-0.97466,-1.19161,-2.18916,0.199491,
1.919,2.65817,8.8265,7.57309,-1.66917,0.234844,0.465069,500.12,2.65817,8.8265,7.57309,-1.66917,0.234844,0.465069,500.12,2.65817,8.8265,7.57309,-1.66917,0.234844,0.465069,500.12,2.65817,8.8265,7.57309,-1.66917,0.234844,0.465069,500.12,2.65817,8.8265,7.57309,-1.66917,0.234844,0.465069,500.12,3.37199,13.4755,9.86341,-1.66219,0.236781,-1.85021,0.199491,2.66381,3.55235,6.87615,-1.5359,0.325707,-1.95302,0.199491,1.16351,3.6596,6.58404,-1.805,0.458459,-0.326446,0.199491,2.54807,3.47314,7.96813,-1.52677,-0.186393,-0.326919,0.199491,-0.234443,6.45087,11.4414,2.75846,1.2273,-0.468717,0.199645,6.98963,6.29628,9.42309,-0.745148,-1.11602,-2.40855,0.199491,
1.9291,2.73885,8.77402,7.71211,-1.67627,0.225445,0.463419,500.12,2.73885,8.77402,7.71211,-1.67627,0.225445,0.463419,500.12,2.73885,8.77402,7.71211,-1.67627,0.225445,0.463419,500.12,2.73885,8.77402,7.71211,-1.67627,0.225445,0.463419,500.12,2.73885,8.77402,7.71211,-1.67627,0.225445,0.463419,500.12,3.49168,13.4364,9.96751,-1.65557,0.231247,-1.84887,0.199491,2.70406,3.49287,7.0689,-1.54472,0.316067,-1.95575,0.199491,1.2187,3.60535,6.77904,-1.81059,0.445806,-0.32521,0.199491,2.59535,3.42445,8.15981,-1.53488,-0.189009,-0.330125,0.199491,-0.212589,6.45743,11.582,2.67045,1.27601,-0.535344,0.199645,7.07836,6.30563,9.56604,-0.575416,-1.01713,-2.5668,0.199491,
1.9392,2.81823,8.72398,7.8497,-1.68294,0.215489,0.462407,500.12,2.81823,8.72398,7.8497,-1.68294,0.215489,0.462407,500.12,2.81823,8.72398,7.8497,-1.68294,0.215489,0.462407,500.12,2.81823,8.72398,7.8497,-1.68294,0.215489,0.462407,500.12,2.81823,8.72398,7.8497,-1.68294,0.215489,0.462407,500.12,3.6082,13.4016,10.0642,-1.67148,0.218723,-1.85216,0.199491,2.73236,3.43564,7.27245,-1.54717,0.30764,-1.95347,0.199491,1.2657,3.55258,6.98168,-1.81586,0.434416,-0.321881,0.199491,2.64405,3.37876,8.35445,-1.53682,-0.209341,-0.333935,0.199491,-0.184585,6.46293,11.7241,2.74459,1.23171,-0.447495,0.199645,7.16813,6.31524,9.70456,-0.437477,-0.883519,-2.68921,0.199491,
1.9493,2.89564,8.67637,7.98626,-1.68949,0.204813,0.462115,500.12,2.89564,8.67637,7.98626,-1.68949,0.204813,0.462115,500.12,2.89564,8.67637,7.98626,-1.68949,0.204813,0.462115,500.12,2.89564,8.67637,7.98626,-1.68949,0.204813,0.462115,500.12,2.89564,8.67637,7.98626,-1.68949,0.204813,0.462115,500.12,3.71914,13.3707,10.1559,-1.66211,0.212554,-1.84933,0.199491,2.76005,3.38167,7.47863,-1.54213,0.301177,-1.9485,0.199491,1.30891,3.50329,7.1854,-1.8218,0.425029,-0.318372,0.199491,2.69219,3.33673,8.5512,-1.53938,-0.228959,-0.337099,0.199491,-0.152883,6.46796,11.8679,2.76835,1.21617,-0.408748,0.199645,7.25877,6.32509,9.83715,-0.319955,-0.698152,-2.78389,0.199491,
1.9594,2.97022,8.6311,8.12233,-1.69627,0.193205,0.462692,500.12,2.97022,8.6311,8.12233,-1.69627,0.193205,0.462692,500.12,2.97022,8.6311,8.12233,-1.69627,0.193205,0.462692,500.12,2.97022,8.6311,8.12233,-1.69627,0.193205,0.462692,500.12,2.97022,8.6311,8.12233,-1.69627,0.193205,0.462692,500.12,3.82994,13.3437,10.239,-1.68575,0.196185,-1.85246,0.199491,2.77534,3.33619,7.67036,-1.49803,0.307339,-1.92906,0.199491,1.34432,3.46123,7.37617,-1.82684,0.409538,-0.31706,0.199491,2.719,3.30207,8.74624,-1.57528,-0.157825,-0.332749,0.199491,-0.11785,6.47277,12.015,2.7852,1.20859,-0.376866,0.199645,7.35074,6.33494,9.96123,-0.218767,-0.446851,-2.85072,0.199491,
1.9695,3.04086,8.58804,8.2587,-1.70368,0.180358,0.464394,500.12,3.04086,8.58804,8.2587,-1.70368,0.180358,0.464394,500.12,3.04086,8.58804,8.2587,-1.70368,0.180358,0.464394,500.12,3.04086,8.58804,8.2587,-1.70368,0.180358,0.464394,500.12,3.04086,8.58804,8.2587,-1.70368,0.180358,0.464394,500.12,3.93632,13.3205,10.3168,-1.68453,0.185766,-1.84936,0.199491,2.78164,3.29202,7.87712,-1.48488,0.3006,-1.91856,0.199491,1.36968,3.42124,7.58077,-1.83345,0.397602,-0.3132,0.199491,2.72085,3.27201,8.95728,-1.59346,-0.141098,-0.330913,0.199491,-0.0785511,6.47736,12.1678,2.83408,1.16958,-0.314844,0.199645,7.4456,6.3438,10.0717,-0.137033,-0.158911,-2.88619,0.199491,
1.9796,3.10625,8.54681,8.3966,-1.71212,0.165915,0.467594,500.12,3.10625,8.54681,8.3966,-1.71212,0.165915,0.467594,500.12,3.10625,8.54681,8.3966,-1.71212,0.165915,0.467594,500.12,3.10625,8.54681,8.3966,-1.71212,0.165915,0.467594,500.12,3.10625,8.54681,8.3966,-1.71212,0.165915,0.467594,500.12,4.04711,13.3017,10.3765,-1.74388,0.156817,-1.855,0.199491,2.81941,3.25314,8.05316,-1.44522,0.304091,-1.91067,0.199491,1.40337,3.38976,7.76285,-1.84178,0.381685,-0.31653,0.199491,2.74165,3.24541,9.16669,-1.62527,-0.0898496,-0.326524,0.199491,-0.0352795,6.48214,12.3293,2.86467,1.15124,-0.26989,0.199645,7.70361,6.36823,9.86057,-3.09238,-0.616454,-0.274063,0.199491,
1.9897,3.16966,8.50659,8.53381,-1.72039,0.150784,0.471456,500.12,3.16966,8.50659,8.53381,-1.72039,0.150784,0.471456,500.12,3.16966,8.50659,8.53381,-1.72039,0.150784,0.471456,500.12,3.16966,8.50659,8.53381,-1.72039,0.150784,0.471456,500.12,3.16966,8.50659,8.53381,-1.72039,0.150784,0.471456,500.12,4.14794,13.2865,10.4212,-1.69207,0.158628,-1.84271,0.199491,2.87516,3.21008,8.24346,-1.45625,0.290367,-1.92004,0.199491,1.43889,3.35794,7.95454,-1.85198,0.3738,-0.317132,0.199491,2.76636,3.2196,9.38659,-1.62761,-0.12532,-0.324793,0.199491,0.0150548,6.4867,12.4956,2.88415,1.15706,-0.236661,0.199645,7.79395,6.37844,9.97491,-2.65428,-1.21619,-0.637427,0.199491,
1.9998,3.23375,8.46803,8.66866,-1.72728,0.135609,0.475323,500.12,3.23375,8.46803,8.66866,-1.72728,0.135609,0.475323,500.12,3.23375,8.46803,8.66866,-1.72728,0.135609,0.475323,500.12,3.23375,8.46803,8.66866,-1.72728,0.135609,0.475323,500.12,3.23375,8.46803,8.66866,-1.72728,0.135609,0.475323,500.12,4.2466,13.2719,10.4626,-1.7043,0.141971,-1.84185,0.199491,2.92101,3.16802,8.45157,-1.45235,0.280003,-1.92117,0.199491,1.47342,3.32446,8.15936,-1.85491,0.351561,-0.311888,0.199491,2.79869,3.19682,9.60229,-1.63418,-0.144306,-0.322539,0.199491,0.0754702,6.49053,12.6633,2.92374,1.12996,-0.187027,0.199645,7.88656,6.38802,10.0868,-0.650132,-1.19691,-2.58579,0.199491,
2.0099,3.29807,8.431,8.80152,-1.73295,0.120233,0.479196,500.12,3.29807,8.431,8.80152,-1.73295,0.120233,0.479196,500.12,3.29807,8.431,8.80152,-1.73295,0.120233,0.479196,500.12,3.29807,8.431,8.80152,-1.73295,0.120233,0.479196,500.12,3.29807,8.431,8.80152,-1.73295,0.120233,0.479196,500.12,4.34124,13.2583,10.5002,-1.74793,0.116048,-1.84426,0.199491,2.96964,3.12867,8.65928,-1.43862,0.272209,-1.91934,0.199491,1.51304,3.2916,8.36203,-1.86036,0.339768,-0.307959,0.199491,2.83437,3.17717,9.81732,-1.64185,-0.156591,-0.319934,0.199491,0.144754,6.49352,12.8329,2.97037,1.06477,-0.132578,0.199645,7.98532,6.39756,10.1883,-0.254498,-0.59723,-2.92445,0.199491,
2.02,3.36076,8.3956,8.93383,-1.73798,0.104114,0.483487,500.12,3.36076,8.3956,8.93383,-1.73798,0.104114,0.483487,500.12,3.36076,8.3956,8.93383,-1.73798,0.104114,0.483487,500.12,3.36076,8.3956,8.93383,-1.73798,0.104114,0.483487,500.12,3.36076,8.3956,8.93383,-1.73798,0.104114,0.483487,500.12,4.41984,13.2468,10.5467,-1.72826,0.106752,-1.83928,0.199491,3.02294,3.09113,8.8712,-1.42249,0.264449,-1.91783,0.199491,1.55718,3.25934,8.56877,-1.86345,0.322436,-0.302982,0.199491,2.87299,3.16086,10.0361,-1.64602,-0.17841,-0.317445,0.199491,0.217826,6.49552,13.0056,3.00625,0.989887,-0.0880564,0.199645,8.10354,6.40793,10.253,-0.115099,0.134411,-2.97932,0.199491,
2.0301,3.41807,8.36326,9.06673,-1.74325,0.0868717,0.488642,500.12,3.41807,8.36326,9.06673,-1.74325,0.0868717,0.488642,500.12,3.41807,8.36326,9.06673,-1.74325,0.0868717,0.488642,500.12,3.41807,8.36326,9.06673,-1.74325,0.0868717,0.488642,500.12,3.41807,8.36326,9.06673,-1.74325,0.0868717,0.488642,500.12,4.50167,13.2365,10.5941,-1.73501,0.0890585,-1.83455,0.199491,3.05142,3.06108,9.09079,-1.40366,0.254982,-1.91211,0.199491,1.58687,3.23243,8.78148,-1.86747,0.306716,-0.297069,0.199491,2.90058,3.15183,10.2576,-1.66701,-0.151623,-0.311347,0.199491,0.29205,6.4971,13.1848,3.0291,0.992484,-0.0550602,0.199645,8.16877,6.41672,10.4087,-0.00356376,0.763185,-2.94255,0.199491,
2.0402,3.4695,8.33186,9.2026,-1.74904,0.0678896,0.495439,500.12,3.4695,8.33186,9.2026,-1.74904,0.0678896,0.495439,500.12,3.4695,8.33186,9.2026,-1.74904,0.0678896,0.495439,500.12,3.4695,8.33186,9.2026,-1.74904,0.0678896,0.495439,500.12,3.4695,8.33186,9.2026,-1.74904,0.0678896,0.495439,500.12,4.57854,13.2279,10.6341,-1.74007,0.0701966,-1.82789,0.199491,3.0996,3.02911,9.31869,-1.38415,0.246246,-1.91181,0.199491,1.62275,3.2066,9.00171,-1.87147,0.287927,-0.290885,0.199491,2.9236,3.14672,10.497,-1.66554,-0.1979,-0.307588,0.199491,0.378285,6.50038,13.3809,3.05711,0.806987,-0.0156423,0.199645,8.2891,6.42483,10.4602,2.94238,0.391072,-0.133371,0.199491,
2.0503,3.5187,8.30082,9.33826,-1.75349,0.0485491,0.502532,500.12,3.5187,8.30082,9.33826,-1.75349,0.0485491,0.502532,500.12,3.5187,8.30082,9.33826,-1.75349,0.0485491,0.502532,500.12,3.5187,8.30082,9.33826,-1.75349,0.0485491,0.502532,500.12,3.5187,8.30082,9.33826,-1.75349,0.0485491,0.502532,500.12,4.64598,13.2197,10.6743,-1.73618,0.0529096,-1.82068,0.199491,3.16492,2.99692,9.5434,-1.42266,0.217675,-1.92903,0.199491,1.66318,3.18078,9.22152,-1.87423,0.269531,-0.284726,0.199491,2.95512,3.14355,10.7393,-1.65458,-0.270099,-0.306183,0.199491,0.457281,6.53723,13.5728,3.08492,0.823341,0.0193171,0.199645,8.35954,6.42849,10.6012,3.03356,-0.24072,-0.130602,0.199491,
2.0604,3.56944,8.26972,9.47128,-1.75497,0.0297625,0.508824,500.12,3.56944,8.26972,9.47128,-1.75497,0.0297625,0.508824,500.12,3.56944,8.26972,9.47128,-1.75497,0.0297625,0.508824,500.12,3.56944,8.26972,9.47128,-1.75497,0.0297625,0.508824,500.12,3.56944,8.26972,9.47128,-1.75497,0.0297625,0.508824,500.12,4.70301,13.2118,10.7141,-1.74776,0.0314887,-1.81523,0.199491,3.24244,2.96564,9.75675,-1.43998,0.195217,-1.94027,0.199491,1.71902,3.15073,9.4318,-1.87425,0.250465,-0.280364,0.199491,2.9967,3.14116,10.9714,-1.65971,-0.282704,-0.301065,0.199491,0.555837,6.55816,13.7684,3.11906,0.811784,0.0553264,0.199645,8.45283,6.43589,10.7052,3.13724,-0.822097,-0.175918,0.199491,
2.0705,3.62294,8.23728,9.60012,-1.75329,0.0120848,0.513684,500.12,3.62294,8.23728,9.60012,-1.75329,0.0120848,0.513684,500.12,3.62294,8.23728,9.60012,-1.75329,0.0120848,0.513684,500.12,3.62294,8.23728,9.60012,-1.75329,0.0120848,0.513684,500.12,3.62294,8.23728,9.60012,-1.75329,0.0120848,0.513684,500.12,4.74659,13.203,10.7553,-1.73574,0.0163028,-1.81063,0.199491,3.3415,2.93257,9.93718,-1.46776,0.169468,-1.95685,0.199491,1.79633,3.11399,9.61894,-1.87065,0.226342,-0.280727,0.199491,3.07674,3.13167,11.1888,-1.68766,-0.197913,-0.305063,0.199491,0.668633,6.55081,13.9629,-3.10397,0.871506,0.10402,0.199645,8.5253,6.44119,10.8458,3.13169,-0.702995,-0.165794,0.199491,
2.0806,3.67936,8.20361,9.72476,-1.74827,-0.00444189,0.517038,500.12,3.67936,8.20361,9.72476,-1.74827,-0.00444189,0.517038,500.12,3.67936,8.20361,9.72476,-1.74827,-0.00444189,0.517038,500.12,3.67936,8.20361,9.72476,-1.74827,-0.00444189,0.517038,500.12,3.67936,8.20361,9.72476,-1.74827,-0.00444189,0.517038,500.12,4.77882,13.1935,10.797,-1.7356,-0.00146052,-1.80781,0.199491,3.47024,2.89529,10.1342,-1.48921,0.1455,-1.97242,0.199491,1.90214,3.06855,9.81825,-1.86779,0.219463,-0.278979,0.199491,3.17808,3.11834,11.3977,-1.6747,-0.240267,-0.304612,0.199491,0.805216,6.5214,14.1613,-3.06134,0.851786,0.138371,0.199645,8.6209,6.44901,10.9474,3.12621,-0.614969,-0.152469,0.199491,
2.0907,3.73861,8.16884,9.84531,-1.73986,-0.0199131,0.518871,500.12,3.73861,8.16884,9.84531,-1.73986,-0.0199131,0.518871,500.12,3.73861,8.16884,9.84531,-1.73986,-0.0199131,0.518871,500.12,3.73861,8.16884,9.84531,-1.73986,-0.0199131,0.518871,500.12,3.73861,8.16884,9.84531,-1.73986,-0.0199131,0.518871,500.12,4.79713,13.1838,10.8394,-1.72674,-0.0168404,-1.80633,0.199491,3.6111,2.86056,10.3348,-1.4832,0.132125,-1.98443,0.199491,2.02418,3.01891,10.02,-1.85885,0.205753,-0.275719,0.199491,3.29518,3.10522,11.6021,-1.64676,-0.316148,-0.309636,0.199491,0.928983,6.48495,14.3417,-3.0252,0.900201,0.170302,0.199645,8.71583,6.4569,11.0508,3.12059,-0.493,-0.139323,0.199491,
2.1008,3.7997,8.13413,9.96162,-1.72866,-0.0346567,0.519589,500.12,3.7997,8.13413,9.96162,-1.72866,-0.0346567,0.519589,500.12,3.7997,8.13413,9.96162,-1.72866,-0.0346567,0.519589,500.12,3.7997,8.13413,9.96162,-1.72866,-0.0346567,0.519589,500.12,3.7997,8.13413,9.96162,-1.72866,-0.0346567,0.519589,500.12,4.8028,13.1746,10.8833,-1.74733,-0.0391109,-1.80427,0.199491,3.73136,2.83287,10.5332,-1.4749,0.116916,-1.98888,0.199491,2.13672,2.96989,10.2178,-1.84665,0.19009,-0.272691,0.199491,3.42457,3.0909,11.7937,-1.63165,-0.341031,-0.312086,0.199491,1.00078,6.48153,14.4789,-3.02965,0.860398,0.173144,0.199645,8.80418,6.46326,11.1642,3.10865,-0.26901,-0.127979,0.199491,
2.1109,3.86162,8.09925,10.074,-1.71538,-0.0489046,0.519534,500.12,3.86162,8.09925,10.074,-1.71538,-0.0489046,0.519534,500.12,3.86162,8.09925,10.074,-1.71538,-0.0489046,0.519534,500.12,3.86162,8.09925,10.074,-1.71538,-0.0489046,0.519534,500.12,3.86162,8.09925,10.074,-1.71538,-0.0489046,0.519534,500.12,4.79722,13.1655,10.9235,-1.70983,-0.0476021,-1.80543,0.199491,3.86078,2.80652,10.7157,-1.46166,0.103079,-1.99183,0.199491,2.25858,2.91897,10.4014,-1.83273,0.173873,-0.272117,0.199491,3.55504,3.07802,11.9768,-1.62985,-0.320078,-0.309714,0.199491,1.07319,6.47902,14.6079,-3.03834,0.823058,0.17255,0.199645,8.86911,6.46445,11.3157,3.10672,-0.0397615,-0.133066,0.199491,
2.121,3.92314,8.05932,10.1831,-1.70182,-0.0626564,0.518938,500.12,3.92314,8.05932,10.1831,-1.70182,-0.0626564,0.518938,500.12,3.92314,8.05932,10.1831,-1.70182,-0.0626564,0.518938,500.12,3.92314,8.05932,10.1831,-1.70182,-0.0626564,0.518938,500.12,3.92314,8.05932,10.1831,-1.70182,-0.0626564,0.518938,500.12,4.78935,13.1493,10.9632,-1.66765,-0.0544589,-1.80791,0.199491,4.00103,2.77543,10.8921,-1.47519,0.0783485,-1.99992,0.199491,2.38814,2.86343,10.5812,-1.81957,0.161774,-0.271859,0.199491,3.67677,3.06272,12.16,-1.61595,-0.332916,-0.311603,0.199491,1.15708,6.47356,14.7383,-3.00831,0.842808,0.194649,0.199645,8.93999,6.45756,11.4519,3.06691,0.408579,-0.162705,0.199491,
2.1311,3.98153,8.01772,10.2885,-1.68788,-0.0758338,0.517851,500.12,3.98153,8.01772,10.2885,-1.68788,-0.0758338,0.517851,500.12,3.98153,8.01772,10.2885,-1.68788,-0.0758338,0.517851,500.12,3.98153,8.01772,10.2885,-1.68788,-0.0758338,0.517851,500.12,3.98153,8.01772,10.2885,-1.68788,-0.0758338,0.517851,500.12,4.78011,13.1287,11.0002,-1.66003,-0.0691171,-1.80922,0.199491,4.15076,2.74234,11.0518,-1.46606,0.0648113,-2.00819,0.199491,2.52474,2.80583,10.7463,-1.80573,0.147132,-0.273808,0.199491,3.80527,3.04484,12.3313,-1.60976,-0.321137,-0.311268,0.199491,1.24227,6.46705,14.8654,-2.98828,0.82468,0.208349,0.199645,9.05207,6.45889,11.5079,3.08228,0.438362,-0.162279,0.199491,
2.1412,4.03595,7.97752,10.3898,-1.67287,-0.0883727,0.516205,500.12,4.03595,7.97752,10.3898,-1.67287,-0.0883727,0.516205,500.12,4.03595,7.97752,10.3898,-1.67287,-0.0883727,0.516205,500.12,4.03595,7.97752,10.3898,-1.67287,-0.0883727,0.516205,500.12,4.03595,7.97752,10.3898,-1.67287,-0.0883727,0.516205,500.12,4.76315,13.1079,11.0364,-1.67162,-0.0880902,-1.80911,0.199491,4.30188,2.71227,11.2014,-1.43931,0.059773,-2.01566,0.199491,2.66191,2.74965,10.9012,-1.79127,0.133572,-0.277084,0.199491,3.93743,3.02828,12.493,-1.60665,-0.296154,-0.310198,0.199491,1.32709,6.45902,14.9882,-2.96993,0.795486,0.219132,0.199645,9.16154,6.4604,11.557,3.09688,0.474484,-0.160069,0.199491,
2.1513,4.08655,7.93791,10.4869,-1.65688,-0.100189,0.513918,500.12,4.08655,7.93791,10.4869,-1.65688,-0.100189,0.513918,500.12,4.08655,7.93791,10.4869,-1.65688,-0.100189,0.513918,500.12,4.08655,7.93791,10.4869,-1.65688,-0.100189,0.513918,500.12,4.08655,7.93791,10.4869,-1.65688,-0.100189,0.513918,500.12,4.73585,13.0867,11.0767,-1.65806,-0.100488,-1.81116,0.199491,4.45358,2.68458,11.3415,-1.44035,0.0420322,-2.02579,0.199491,2.79554,2.69482,11.048,-1.77632,0.121977,-0.281088,0.199491,4.07327,3.01237,12.6465,-1.59901,-0.280757,-0.310841,0.199491,1.40751,6.44996,15.1035,-2.94961,0.775672,0.230218,0.199645,9.25608,6.45718,11.6206,3.10577,0.543178,-0.165424,0.199491,
2.1614,4.13327,7.89777,10.5797,-1.64021,-0.111215,0.510879,500.12,4.13327,7.89777,10.5797,-1.64021,-0.111215,0.510879,500.12,4.13327,7.89777,10.5797,-1.64021,-0.111215,0.510879,500.12,4.13327,7.89777,10.5797,-1.64021,-0.111215,0.510879,500.12,4.13327,7.89777,10.5797,-1.64021,-0.111215,0.510879,500.12,4.70027,13.063,11.1154,-1.63574,-0.110133,-1.81483,0.199491,4.60152,2.65875,11.4772,-1.43442,0.0277124,-2.03474,0.199491,2.92841,2.64025,11.19,-1.76077,0.111143,-0.285225,0.199491,4.20745,2.9965,12.793,-1.5863,-0.277576,-0.313422,0.199491,1.48392,6.43996,15.2122,-2.93122,0.75378,0.239071,0.199645,9.33445,6.44689,11.7009,3.12585,0.549683,-0.172962,0.199491,
2.1715,4.17622,7.85586,10.668,-1.62321,-0.121412,0.507021,500.12,4.17622,7.85586,10.668,-1.62321,-0.121412,0.507021,500.12,4.17622,7.85586,10.668,-1.62321,-0.121412,0.507021,500.12,4.17622,7.85586,10.668,-1.62321,-0.121412,0.507021,500.12,4.17622,7.85586,10.668,-1.62321,-0.121412,0.507021,500.12,4.66041,13.0353,11.1541,-1.62007,-0.120639,-1.81858,0.199491,4.74062,2.63235,11.5963,-1.41784,0.0194115,-2.04385,0.199491,3.05545,2.58434,11.3174,-1.74767,0.10853,-0.291737,0.199491,4.33438,2.97975,12.9346,-1.56429,-0.29973,-0.319256,0.199491,1.55487,6.42925,15.3128,-2.91018,0.744473,0.249155,0.199645,9.42393,6.43842,11.7485,3.13514,0.605352,-0.179908,0.199491,
