time,0_rod(payload_bars compound_QU2E82).X,0_rod(payload_bars compound_QU2E82).Y,0_rod(payload_bars compound_QU2E82).Z,0_rod(payload_bars compound_QU2E82).Euler1,0_rod(payload_bars compound_QU2E82).Euler2,0_rod(payload_bars compound_QU2E82).Euler3,0_rod(payload_bars compound_QU2E82).mass,1_rod(payload_bars compound_QU2E82).X,1_rod(payload_bars compound_QU2E82).Y,1_rod(payload_bars compound_QU2E82).Z,1_rod(payload_bars compound_QU2E82).Euler1,1_rod(payload_bars compound_QU2E82).Euler2,1_rod(payload_bars compound_QU2E82).Euler3,1_rod(payload_bars compound_QU2E82).mass,2_rod(payload_bars compound_QU2E82).X,2_rod(payload_bars compound_QU2E82).Y,2_rod(payload_bars compound_QU2E82).Z,2_rod(payload_bars compound_QU2E82).Euler1,2_rod(payload_bars compound_QU2E82).Euler2,2_rod(payload_bars compound_QU2E82).Euler3,2_rod(payload_bars compound_QU2E82).mass,3_rod(payload_bars compound_QU2E82).X,3_rod(payload_bars compound_QU2E82).Y,3_rod(payload_bars compound_QU2E82).Z,3_rod(payload_bars compound_QU2E82).Euler1,3_rod(payload_bars compound_QU2E82).Euler2,3_rod(payload_bars compound_QU2E82).Euler3,3_rod(payload_bars compound_QU2E82).mass,4_rod(payload_bars compound_QU2E82).X,4_rod(payload_bars compound_QU2E82).Y,4_rod(payload_bars compound_QU2E82).Z,4_rod(payload_bars compound_QU2E82).Euler1,4_rod(payload_bars compound_QU2E82).Euler2,4_rod(payload_bars compound_QU2E82).Euler3,4_rod(payload_bars compound_QU2E82).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.7171,-0.00583726,74.8385,0.0818536,0.00803886,-0.0328347,-0.0169483,500.12,-0.00583726,74.8385,0.0818536,0.00803886,-0.0328347,-0.0169483,500.12,-0.00583726,74.8385,0.0818536,0.00803886,-0.0328347,-0.0169483,500.12,-0.00583726,74.8385,0.0818536,0.00803886,-0.0328347,-0.0169483,500.12,-0.00583726,74.8385,0.0818536,0.00803886,-0.0328347,-0.0169483,500.12,-5.13784,75.5908,0.763166,-0.00438303,-0.0442848,-2.3156,0.199491,5.25106,75.3742,0.230176,0.107798,0.130113,-2.41583,0.199491,5.35931,73.7925,0.49265,-0.21329,0.183725,-0.616928,0.199491,5.0432,75.7107,1.49906,0.725652,-0.559807,-1.05572,0.199491,2.93873,74.9778,5.28017,-1.43912,0.420402,0.0337114,0.199645,3.03013,79.9629,0.126204,-1.5582,-0.39776,-0.0137823,0.199491,
0.7272,-0.00583466,74.123,0.0818471,0.00795183,-0.0335915,-0.0174128,500.12,-0.00583466,74.123,0.0818471,0.00795183,-0.0335915,-0.0174128,500.12,-0.00583466,74.123,0.0818471,0.00795183,-0.0335915,-0.0174128,500.12,-0.00583466,74.123,0.0818471,0.00795183,-0.0335915,-0.0174128,500.12,-0.00583466,74.123,0.0818471,0.00795183,-0.0335915,-0.0174128,500.12,-5.13834,74.8764,0.75746,-0.0120589,-0.0520848,-2.31579,0.199491,5.25091,74.6595,0.237763,0.109875,0.132002,-2.41631,0.199491,5.35835,73.0704,0.502562,-0.212841,0.181864,-0.617477,0.199491,5.0422,74.9983,1.50234,0.715621,-0.55504,-1.05118,0.199491,2.93507,74.2633,5.28237,-1.43914,0.419108,0.0344649,0.199645,3.02989,79.2471,0.125182,-1.55855,-0.397687,-0.0131738,0.199491,
0.7373,-0.00583207,73.3975,0.0818421,0.00785575,-0.0343437,-0.0178798,500.12,-0.00583207,73.3975,0.0818421,0.00785575,-0.0343437,-0.0178798,500.12,-0.00583207,73.3975,0.0818421,0.00785575,-0.0343437,-0.0178798,500.12,-0.00583207,73.3975,0.0818421,0.00785575,-0.0343437,-0.0178798,500.12,-0.00583207,73.3975,0.0818421,0.00785575,-0.0343437,-0.0178798,500.12,-5.13874,74.1511,0.752724,-0.0104073,-0.0512462,-2.31644,0.199491,5.25078,73.9354,0.243581,0.10991,0.131653,-2.41717,0.199491,5.35735,72.3381,0.511225,-0.213623,0.181641,-0.618419,0.199491,5.04124,74.277,1.50414,0.701289,-0.548088,-1.04444,0.199491,2.93123,73.5389,5.28454,-1.43922,0.416612,0.0351939,0.199645,3.02972,78.5213,0.124037,-1.55889,-0.398551,-0.0125746,0.199491,
0.7474,-0.00582953,72.662,0.0818366,0.00774431,-0.0350898,-0.018351,500.12,-0.00582953,72.662,0.0818366,0.00774431,-0.0350898,-0.018351,500.12,-0.00582953,72.662,0.0818366,0.00774431,-0.0350898,-0.018351,500.12,-0.00582953,72.662,0.0818366,0.00774431,-0.0350898,-0.018351,500.12,-0.00582953,72.662,0.0818366,0.00774431,-0.0350898,-0.018351,500.12,-5.13914,73.4163,0.748488,-0.00981391,-0.0513599,-2.31702,0.199491,5.25065,73.2017,0.249806,0.110781,0.132288,-2.41798,0.199491,5.35633,71.5962,0.520216,-0.213721,0.180487,-0.619175,0.199491,5.0403,73.546,1.50579,0.689193,-0.542137,-1.03894,0.199491,2.92734,72.8045,5.28668,-1.43929,0.414816,0.0359253,0.199645,3.02973,77.7854,0.122898,-1.55926,-0.398998,-0.0119788,0.199491,
0.7575,-0.00582709,71.9166,0.0818327,0.00761223,-0.0358307,-0.0188281,500.12,-0.00582709,71.9166,0.0818327,0.00761223,-0.0358307,-0.0188281,500.12,-0.00582709,71.9166,0.0818327,0.00761223,-0.0358307,-0.0188281,500.12,-0.00582709,71.9166,0.0818327,0.00761223,-0.0358307,-0.0188281,500.12,-0.00582709,71.9166,0.0818327,0.00761223,-0.0358307,-0.0188281,500.12,-5.13954,72.6719,0.744641,-0.00960921,-0.0518072,-2.31757,0.199491,5.25058,72.4569,0.254527,0.112264,0.133558,-2.41844,0.199491,5.35533,70.8434,0.527711,-0.215013,0.180796,-0.620449,0.199491,5.03946,72.8048,1.50628,0.668144,-0.531518,-1.02893,0.199491,2.92338,72.0599,5.28881,-1.43939,0.412877,0.0366472,0.199645,3.02991,77.0395,0.121708,-1.55964,-0.399549,-0.0113884,0.199491,
0.7676,-0.00582454,71.1611,0.0818224,0.00746106,-0.036564,-0.0193087,500.12,-0.00582454,71.1611,0.0818224,0.00746106,-0.036564,-0.0193087,500.12,-0.00582454,71.1611,0.0818224,0.00746106,-0.036564,-0.0193087,500.12,-0.00582454,71.1611,0.0818224,0.00746106,-0.036564,-0.0193087,500.12,-0.00582454,71.1611,0.0818224,0.00746106,-0.036564,-0.0193087,500.12,-5.13992,71.9179,0.741267,-0.00948226,-0.0523002,-2.31813,0.199491,5.25034,71.7061,0.265435,0.114154,0.135746,-2.42015,0.199491,5.35415,70.0838,0.540737,-0.214093,0.178664,-0.620099,0.199491,5.03848,72.0552,1.51065,0.679976,-0.53807,-1.03547,0.199491,2.9195,71.3055,5.2909,-1.43956,0.40956,0.037338,0.199645,3.03017,76.2835,0.12059,-1.56005,-0.39892,-0.0107999,0.199491,
0.7777,-0.00582208,70.3956,0.0818137,0.00729013,-0.0372916,-0.0197918,500.12,-0.00582208,70.3956,0.0818137,0.00729013,-0.0372916,-0.0197918,500.12,-0.00582208,70.3956,0.0818137,0.00729013,-0.0372916,-0.0197918,500.12,-0.00582208,70.3956,0.0818137,0.00729013,-0.0372916,-0.0197918,500.12,-0.00582208,70.3956,0.0818137,0.00729013,-0.0372916,-0.0197918,500.12,-5.14031,71.1543,0.738329,-0.00928075,-0.0526991,-2.31869,0.199491,5.25013,70.9436,0.274674,0.115533,0.137209,-2.42133,0.199491,5.35297,69.3127,0.552173,-0.214268,0.1778,-0.620365,0.199491,5.03757,71.2951,1.51368,0.679568,-0.538327,-1.03578,0.199491,2.91575,70.541,5.29298,-1.43973,0.407139,0.0380354,0.199645,3.03045,75.5174,0.119456,-1.56048,-0.398252,-0.0102168,0.199491,
0.7878,-0.0058193,69.6201,0.0818065,0.00709245,-0.0380136,-0.0202796,500.12,-0.0058193,69.6201,0.0818065,0.00709245,-0.0380136,-0.0202796,500.12,-0.0058193,69.6201,0.0818065,0.00709245,-0.0380136,-0.0202796,500.12,-0.0058193,69.6201,0.0818065,0.00709245,-0.0380136,-0.0202796,500.12,-0.0058193,69.6201,0.0818065,0.00709245,-0.0380136,-0.0202796,500.12,-5.14067,70.3809,0.735546,-0.00899431,-0.0529881,-2.31926,0.199491,5.24996,70.17,0.282548,0.116687,0.138353,-2.42222,0.199491,5.35176,68.5307,0.562427,-0.214727,0.177139,-0.620992,0.199491,5.03673,70.5245,1.51569,0.670616,-0.534218,-1.03174,0.199491,2.911,69.7658,5.29503,-1.43957,0.412374,0.0388485,0.199645,3.0308,74.7412,0.118266,-1.56093,-0.397832,-0.0096403,0.199491,
0.7979,-0.00581631,68.8345,0.0817988,0.00686668,-0.038731,-0.0207727,500.12,-0.00581631,68.8345,0.0817988,0.00686668,-0.038731,-0.0207727,500.12,-0.00581631,68.8345,0.0817988,0.00686668,-0.038731,-0.0207727,500.12,-0.00581631,68.8345,0.0817988,0.00686668,-0.038731,-0.0207727,500.12,-0.00581631,68.8345,0.0817988,0.00686668,-0.038731,-0.0207727,500.12,-5.141,69.5976,0.73277,-0.00890349,-0.0534271,-2.31983,0.199491,5.2498,69.3865,0.290641,0.119466,0.141391,-2.4229,0.199491,5.35051,67.7386,0.572804,-0.214773,0.175882,-0.621532,0.199491,5.03589,69.7434,1.51837,0.664042,-0.531307,-1.02894,0.199491,2.90565,68.981,5.29701,-1.43953,0.414641,0.0396112,0.199645,3.03125,73.955,0.117056,-1.56141,-0.397226,-0.0090676,0.199491,
0.808,-0.00581357,68.039,0.0817897,0.00663054,-0.0394449,-0.0212673,500.12,-0.00581357,68.039,0.0817897,0.00663054,-0.0394449,-0.0212673,500.12,-0.00581357,68.039,0.0817897,0.00663054,-0.0394449,-0.0212673,500.12,-0.00581357,68.039,0.0817897,0.00663054,-0.0394449,-0.0212673,500.12,-0.00581357,68.039,0.0817897,0.00663054,-0.0394449,-0.0212673,500.12,-5.14132,68.8045,0.730042,-0.00879535,-0.0538362,-2.3204,0.199491,5.24964,68.5939,0.300064,0.121795,0.14405,-2.42388,0.199491,5.34922,66.937,0.584346,-0.21507,0.175066,-0.621878,0.199491,5.03506,68.9518,1.52236,0.671908,-0.535639,-1.03368,0.199491,2.90091,68.1867,5.29899,-1.43969,0.412348,0.0402903,0.199645,3.03172,73.1587,0.115827,-1.5619,-0.396675,-0.0084982,0.199491,
0.8181,-0.00581103,67.2335,0.0817799,0.00639271,-0.0401574,-0.0217631,500.12,-0.00581103,67.2335,0.0817799,0.00639271,-0.0401574,-0.0217631,500.12,-0.00581103,67.2335,0.0817799,0.00639271,-0.0401574,-0.0217631,500.12,-0.00581103,67.2335,0.0817799,0.00639271,-0.0401574,-0.0217631,500.12,-0.00581103,67.2335,0.0817799,0.00639271,-0.0401574,-0.0217631,500.12,-5.14164,68.0012,0.727274,-0.0086101,-0.0541698,-2.32099,0.199491,5.24943,67.7921,0.309878,0.122892,0.145406,-2.42529,0.199491,5.34786,66.1256,0.596474,-0.215298,0.174219,-0.622116,0.199491,5.03417,68.1499,1.52694,0.690622,-0.545133,-1.04421,0.199491,2.89672,67.3825,5.30098,-1.43989,0.409151,0.0409505,0.199645,3.03232,72.3523,0.114563,-1.56239,-0.396419,-0.00793062,0.199491,
0.8282,-0.00580866,66.418,0.0817703,0.00615247,-0.0408697,-0.0222611,500.12,-0.00580866,66.418,0.0817703,0.00615247,-0.0408697,-0.0222611,500.12,-0.00580866,66.418,0.0817703,0.00615247,-0.0408697,-0.0222611,500.12,-0.00580866,66.418,0.0817703,0.00615247,-0.0408697,-0.0222611,500.12,-0.00580866,66.418,0.0817703,0.00615247,-0.0408697,-0.0222611,500.12,-5.14195,67.188,0.724441,-0.00836702,-0.0544463,-2.32158,0.199491,5.24921,66.9802,0.319419,0.1241,0.146877,-2.42663,0.199491,5.34645,65.304,0.608406,-0.2155,0.173295,-0.622438,0.199491,5.03325,67.3378,1.53172,0.707489,-0.553488,-1.05388,0.199491,2.89292,66.5683,5.30298,-1.44011,0.405954,0.0416091,0.199645,3.03304,71.536,0.113299,-1.56287,-0.396083,-0.00736219,0.199491,
0.8383,-0.00580662,65.5924,0.0817684,0.00591071,-0.0415847,-0.0227624,500.12,-0.00580662,65.5924,0.0817684,0.00591071,-0.0415847,-0.0227624,500.12,-0.00580662,65.5924,0.0817684,0.00591071,-0.0415847,-0.0227624,500.12,-0.00580662,65.5924,0.0817684,0.00591071,-0.0415847,-0.0227624,500.12,-0.00580662,65.5924,0.0817684,0.00591071,-0.0415847,-0.0227624,500.12,-5.14224,66.3645,0.721312,-0.0081028,-0.0547037,-2.32218,0.199491,5.24924,66.1514,0.321244,0.124976,0.147403,-2.42642,0.199491,5.3453,64.4679,0.613604,-0.21573,0.171523,-0.624465,0.199491,5.03259,66.5132,1.53188,0.665457,-0.532663,-1.033,0.199491,2.88914,65.744,5.30499,-1.44021,0.405194,0.0423131,0.199645,3.03378,70.7097,0.111934,-1.56336,-0.396807,-0.00679351,0.199491,
0.8484,-0.00580449,64.7569,0.0817641,0.00566042,-0.0422999,-0.023268,500.12,-0.00580449,64.7569,0.0817641,0.00566042,-0.0422999,-0.023268,500.12,-0.00580449,64.7569,0.0817641,0.00566042,-0.0422999,-0.023268,500.12,-0.00580449,64.7569,0.0817641,0.00566042,-0.0422999,-0.023268,500.12,-0.00580449,64.7569,0.0817641,0.00566042,-0.0422999,-0.023268,500.12,-5.14252,65.531,0.717977,-0.00798327,-0.0550875,-2.32278,0.199491,5.24916,65.3162,0.326063,0.124885,0.147113,-2.42714,0.199491,5.34402,63.6244,0.621388,-0.21631,0.170627,-0.625789,0.199491,5.03186,65.6812,1.5327,0.647149,-0.523298,-1.02463,0.199491,2.88531,64.9098,5.307,-1.4404,0.402907,0.0429883,0.199645,3.03465,69.8733,0.110575,-1.56386,-0.397236,-0.0062231,0.199491,
0.8585,-0.0058023,63.9113,0.0817564,0.00539915,-0.0430159,-0.0237786,500.12,-0.0058023,63.9113,0.0817564,0.00539915,-0.0430159,-0.0237786,500.12,-0.0058023,63.9113,0.0817564,0.00539915,-0.0430159,-0.0237786,500.12,-0.0058023,63.9113,0.0817564,0.00539915,-0.0430159,-0.0237786,500.12,-0.0058023,63.9113,0.0817564,0.00539915,-0.0430159,-0.0237786,500.12,-5.14278,64.6875,0.714565,-0.00791803,-0.0555122,-2.32338,0.199491,5.249,64.4739,0.33442,0.126653,0.14926,-2.42835,0.199491,5.34265,62.773,0.632103,-0.216487,0.16954,-0.626291,0.199491,5.03108,64.8404,1.53577,0.649924,-0.525134,-1.0267,0.199491,2.88145,64.0656,5.30899,-1.44064,0.399724,0.0436463,0.199645,3.0356,69.0268,0.109239,-1.56437,-0.397191,-0.00564988,0.199491,
0.8686,-0.0058001,63.0557,0.0817469,0.00512937,-0.0437326,-0.0242919,500.12,-0.0058001,63.0557,0.0817469,0.00512937,-0.0437326,-0.0242919,500.12,-0.0058001,63.0557,0.0817469,0.00512937,-0.0437326,-0.0242919,500.12,-0.0058001,63.0557,0.0817469,0.00512937,-0.0437326,-0.0242919,500.12,-0.0058001,63.0557,0.0817469,0.00512937,-0.0437326,-0.0242919,500.12,-5.14304,63.8341,0.711335,-0.00778927,-0.0558691,-2.32399,0.199491,5.24875,63.6222,0.344484,0.127615,0.150541,-2.42979,0.199491,5.34119,61.912,0.644211,-0.216984,0.169006,-0.626596,0.199491,5.03023,63.9898,1.53982,0.658983,-0.530341,-1.03184,0.199491,2.8778,63.2113,5.31099,-1.44092,0.396509,0.0443035,0.199645,3.03654,68.1704,0.10796,-1.56489,-0.39652,-0.00507364,0.199491,
0.8787,-0.00579799,62.1902,0.0817391,0.00484462,-0.04445,-0.024809,500.12,-0.00579799,62.1902,0.0817391,0.00484462,-0.04445,-0.024809,500.12,-0.00579799,62.1902,0.0817391,0.00484462,-0.04445,-0.024809,500.12,-0.00579799,62.1902,0.0817391,0.00484462,-0.04445,-0.024809,500.12,-0.00579799,62.1902,0.0817391,0.00484462,-0.04445,-0.024809,500.12,-5.1433,62.971,0.708416,-0.00762659,-0.0561796,-2.32461,0.199491,5.24856,62.759,0.352739,0.128589,0.151698,-2.4308,0.199491,5.33973,61.0398,0.654818,-0.217353,0.168057,-0.627313,0.199491,5.02946,63.1287,1.54261,0.656026,-0.529313,-1.03093,0.199491,2.87425,62.3467,5.313,-1.44122,0.394071,0.044976,0.199645,3.03749,67.3039,0.106654,-1.56543,-0.396033,-0.00449634,0.199491,
0.8888,-0.00579582,61.3146,0.0817323,0.00453868,-0.0451674,-0.0253315,500.12,-0.00579582,61.3146,0.0817323,0.00453868,-0.0451674,-0.0253315,500.12,-0.00579582,61.3146,0.0817323,0.00453868,-0.0451674,-0.0253315,500.12,-0.00579582,61.3146,0.0817323,0.00453868,-0.0451674,-0.0253315,500.12,-0.00579582,61.3146,0.0817323,0.00453868,-0.0451674,-0.0253315,500.12,-5.14354,62.098,0.705412,-0.0076871,-0.0566792,-2.32522,0.199491,5.24839,61.8851,0.3602,0.129344,0.152582,-2.43169,0.199491,5.33825,60.157,0.664768,-0.217823,0.167121,-0.628236,0.199491,5.02873,62.2575,1.54469,0.648072,-0.525686,-1.02753,0.199491,2.87041,61.4719,5.315,-1.44152,0.392108,0.0456557,0.199645,3.0385,66.4273,0.105304,-1.56599,-0.395772,-0.00391878,0.199491,
0.8989,-0.00579366,60.429,0.0817256,0.00421426,-0.0458858,-0.0258596,500.12,-0.00579366,60.429,0.0817256,0.00421426,-0.0458858,-0.0258596,500.12,-0.00579366,60.429,0.0817256,0.00421426,-0.0458858,-0.0258596,500.12,-0.00579366,60.429,0.0817256,0.00421426,-0.0458858,-0.0258596,500.12,-0.00579366,60.429,0.0817256,0.00421426,-0.0458858,-0.0258596,500.12,-5.14376,61.215,0.702337,-0.00772753,-0.0571432,-2.32584,0.199491,5.24829,60.9999,0.367299,0.13259,0.156223,-2.4318,0.199491,5.33681,59.2636,0.674046,-0.218205,0.165911,-0.629357,0.199491,5.02804,61.3742,1.54746,0.640375,-0.521961,-1.0245,0.199491,2.86637,60.587,5.317,-1.44182,0.390677,0.0463452,0.199645,3.03959,65.5406,0.103943,-1.56657,-0.395425,-0.00333934,0.199491,
0.909,-0.00579155,59.5334,0.0817197,0.00389342,-0.0466081,-0.026389,500.12,-0.00579155,59.5334,0.0817197,0.00389342,-0.0466081,-0.026389,500.12,-0.00579155,59.5334,0.0817197,0.00389342,-0.0466081,-0.026389,500.12,-0.00579155,59.5334,0.0817197,0.00389342,-0.0466081,-0.026389,500.12,-0.00579155,59.5334,0.0817197,0.00389342,-0.0466081,-0.026389,500.12,-5.14397,60.3219,0.699102,-0.00778923,-0.057634,-2.32646,0.199491,5.24819,60.1045,0.373491,0.132566,0.15612,-2.4325,0.199491,5.33535,58.3598,0.682895,-0.218894,0.16506,-0.630665,0.199491,5.02732,60.4805,1.54992,0.63459,-0.519028,-1.02259,0.199491,2.86245,59.6922,5.319,-1.44214,0.388601,0.0470263,0.199645,3.04072,64.6439,0.102536,-1.56714,-0.39565,-0.00275552,0.199491,
0.9191,-0.00578955,58.6278,0.081716,0.0035755,-0.0473359,-0.0269203,500.12,-0.00578955,58.6278,0.081716,0.0035755,-0.0473359,-0.0269203,500.12,-0.00578955,58.6278,0.081716,0.0035755,-0.0473359,-0.0269203,500.12,-0.00578955,58.6278,0.081716,0.0035755,-0.0473359,-0.0269203,500.12,-0.00578955,58.6278,0.081716,0.0035755,-0.0473359,-0.0269203,500.12,-5.14418,59.4187,0.695684,-0.00787383,-0.0581542,-2.32708,0.199491,5.24813,59.198,0.377712,0.132339,0.15568,-2.43302,0.199491,5.33393,57.4454,0.690098,-0.219468,0.163874,-0.632329,0.199491,5.02665,59.5768,1.55078,0.616408,-0.509419,-1.01461,0.199491,2.85856,58.7874,5.32103,-1.44245,0.386778,0.0477173,0.199645,3.04197,63.7373,0.101084,-1.56772,-0.396432,-0.00216544,0.199491,
0.9292,-0.00578736,57.7122,0.0817064,0.00325645,-0.0480677,-0.0274541,500.12,-0.00578736,57.7122,0.0817064,0.00325645,-0.0480677,-0.0274541,500.12,-0.00578736,57.7122,0.0817064,0.00325645,-0.0480677,-0.0274541,500.12,-0.00578736,57.7122,0.0817064,0.00325645,-0.0480677,-0.0274541,500.12,-0.00578736,57.7122,0.0817064,0.00325645,-0.0480677,-0.0274541,500.12,-5.14439,58.5055,0.692216,-0.00809906,-0.0588096,-2.3277,0.199491,5.24789,58.2873,0.387639,0.135707,0.159963,-2.43438,0.199491,5.33232,56.5251,0.702151,-0.218476,0.161235,-0.632416,0.199491,5.02582,58.666,1.55551,0.632857,-0.518679,-1.02341,0.199491,2.85466,57.8729,5.32305,-1.4429,0.382353,0.0483613,0.199645,3.04326,62.8206,0.0997111,-1.5683,-0.396375,-0.00156937,0.199491,
0.9393,-0.00578523,56.7866,0.081698,0.0029363,-0.0488046,-0.0279894,500.12,-0.00578523,56.7866,0.081698,0.0029363,-0.0488046,-0.0279894,500.12,-0.00578523,56.7866,0.081698,0.0029363,-0.0488046,-0.0279894,500.12,-0.00578523,56.7866,0.081698,0.0029363,-0.0488046,-0.0279894,500.12,-0.00578523,56.7866,0.081698,0.0029363,-0.0488046,-0.0279894,500.12,-5.14461,57.5824,0.688958,-0.00809655,-0.0592535,-2.32833,0.199491,5.24766,57.3649,0.396557,0.137678,0.1624,-2.43535,0.199491,5.33072,55.5934,0.713102,-0.218366,0.159599,-0.633026,0.199491,5.02501,57.7446,1.55939,0.636431,-0.521097,-1.02581,0.199491,2.85094,56.9482,5.32509,-1.44323,0.380027,0.0490505,0.199645,3.04452,61.8939,0.098412,-1.56888,-0.395762,-0.000966426,0.199491,
0.9494,-0.00578315,55.851,0.0816919,0.00260822,-0.0495459,-0.028527,500.12,-0.00578315,55.851,0.0816919,0.00260822,-0.0495459,-0.028527,500.12,-0.00578315,55.851,0.0816919,0.00260822,-0.0495459,-0.028527,500.12,-0.00578315,55.851,0.0816919,0.00260822,-0.0495459,-0.028527,500.12,-0.00578315,55.851,0.0816919,0.00260822,-0.0495459,-0.028527,500.12,-5.14482,56.6494,0.685605,-0.00885449,-0.0604124,-2.32892,0.199491,5.24746,56.4316,0.404403,0.137881,0.162742,-2.43645,0.199491,5.32911,54.6509,0.723294,-0.218916,0.158717,-0.633983,0.199491,5.02425,56.8131,1.56229,0.633192,-0.519927,-1.02483,0.199491,2.84723,56.0135,5.32715,-1.4436,0.377204,0.0497336,0.199645,3.04577,60.9571,0.0939405,-1.56947,-0.42711,-0.000349634,0.199491,
0.9595,-0.00578121,54.9053,0.0816845,0.00226923,-0.0502907,-0.0290704,500.12,-0.00578121,54.9053,0.0816845,0.00226923,-0.0502907,-0.0290704,500.12,-0.00578121,54.9053,0.0816845,0.00226923,-0.0502907,-0.0290704,500.12,-0.00578121,54.9053,0.0816845,0.00226923,-0.0502907,-0.0290704,500.12,-0.00578121,54.9053,0.0816845,0.00226923,-0.0502907,-0.0290704,500.12,-5.14502,55.7064,0.682307,-0.00857129,-0.0605803,-2.32959,0.199491,5.24726,55.4882,0.412068,0.138315,0.163357,-2.4375,0.199491,5.32747,53.6982,0.733332,-0.219461,0.157781,-0.635001,0.199491,5.02352,55.8718,1.56481,0.628982,-0.518242,-1.02339,0.199491,2.8435,55.0689,5.32921,-1.44398,0.37435,0.0504184,0.199645,3.04742,60.0104,0.0934727,-1.57012,-0.421417,0.00032233,0.199491,
0.9696,-0.00577925,53.9497,0.0816773,0.00191407,-0.0510394,-0.0296217,500.12,-0.00577925,53.9497,0.0816773,0.00191407,-0.0510394,-0.0296217,500.12,-0.00577925,53.9497,0.0816773,0.00191407,-0.0510394,-0.0296217,500.12,-0.00577925,53.9497,0.0816773,0.00191407,-0.0510394,-0.0296217,500.12,-0.00577925,53.9497,0.0816773,0.00191407,-0.0510394,-0.0296217,500.12,-5.1452,54.7535,0.678949,-0.00863271,-0.0610621,-2.33024,0.199491,5.24707,54.5346,0.419759,0.138703,0.163926,-2.43852,0.199491,5.32579,52.7355,0.743376,-0.22002,0.156821,-0.636052,0.199491,5.02281,54.9206,1.56699,0.624067,-0.516178,-1.02162,0.199491,2.83976,54.1142,5.33128,-1.44437,0.37167,0.0511089,0.199645,3.04902,59.0536,0.0929723,-1.57078,-0.416329,0.000997281,0.199491,
0.9797,-0.00577732,52.9841,0.0816703,0.0015533,-0.0517937,-0.0301792,500.12,-0.00577732,52.9841,0.0816703,0.0015533,-0.0517937,-0.0301792,500.12,-0.00577732,52.9841,0.0816703,0.0015533,-0.0517937,-0.0301792,500.12,-0.00577732,52.9841,0.0816703,0.0015533,-0.0517937,-0.0301792,500.12,-0.00577732,52.9841,0.0816703,0.0015533,-0.0517937,-0.0301792,500.12,-5.14538,53.7905,0.675489,-0.00873908,-0.0615864,-2.3309,0.199491,5.24693,53.5689,0.427027,0.142248,0.167951,-2.43842,0.199491,5.3242,51.7618,0.752505,-0.220798,0.155954,-0.63745,0.199491,5.02209,53.9564,1.57043,0.618047,-0.513249,-1.01958,0.199491,2.83603,53.1495,5.33336,-1.44473,0.369739,0.0518188,0.199645,3.05053,58.0867,0.0920863,-1.57144,-0.414816,0.00167888,0.199491,
0.9898,-0.00577532,52.0084,0.0816636,0.0012057,-0.0525562,-0.030739,500.12,-0.00577532,52.0084,0.0816636,0.0012057,-0.0525562,-0.030739,500.12,-0.00577532,52.0084,0.0816636,0.0012057,-0.0525562,-0.030739,500.12,-0.00577532,52.0084,0.0816636,0.0012057,-0.0525562,-0.030739,500.12,-0.00577532,52.0084,0.0816636,0.0012057,-0.0525562,-0.030739,500.12,-5.14556,52.8174,0.671895,-0.0087819,-0.0620704,-2.33156,0.199491,5.24678,52.594,0.433806,0.141772,0.167392,-2.4393,0.199491,5.32256,50.7783,0.761803,-0.221228,0.154658,-0.638781,0.199491,5.02132,52.9826,1.57356,0.616731,-0.512708,-1.01997,0.199491,2.83233,52.1748,5.33546,-1.44508,0.367591,0.0525324,0.199645,3.05198,57.1099,0.0910207,-1.5721,-0.415132,0.00237129,0.199491,
