time,0_rod(payload_bars compound_qY0).X,0_rod(payload_bars compound_qY0).Y,0_rod(payload_bars compound_qY0).Z,0_rod(payload_bars compound_qY0).Euler1,0_rod(payload_bars compound_qY0).Euler2,0_rod(payload_bars compound_qY0).Euler3,0_rod(payload_bars compound_qY0).mass,1_rod(payload_bars compound_qY0).X,1_rod(payload_bars compound_qY0).Y,1_rod(payload_bars compound_qY0).Z,1_rod(payload_bars compound_qY0).Euler1,1_rod(payload_bars compound_qY0).Euler2,1_rod(payload_bars compound_qY0).Euler3,1_rod(payload_bars compound_qY0).mass,2_rod(payload_bars compound_qY0).X,2_rod(payload_bars compound_qY0).Y,2_rod(payload_bars compound_qY0).Z,2_rod(payload_bars compound_qY0).Euler1,2_rod(payload_bars compound_qY0).Euler2,2_rod(payload_bars compound_qY0).Euler3,2_rod(payload_bars compound_qY0).mass,3_rod(payload_bars compound_qY0).X,3_rod(payload_bars compound_qY0).Y,3_rod(payload_bars compound_qY0).Z,3_rod(payload_bars compound_qY0).Euler1,3_rod(payload_bars compound_qY0).Euler2,3_rod(payload_bars compound_qY0).Euler3,3_rod(payload_bars compound_qY0).mass,4_rod(sense_bar compound_qY0).X,4_rod(sense_bar compound_qY0).Y,4_rod(sense_bar compound_qY0).Z,4_rod(sense_bar compound_qY0).Euler1,4_rod(sense_bar compound_qY0).Euler2,4_rod(sense_bar compound_qY0).Euler3,4_rod(sense_bar compound_qY0).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.2423,-0.582901,9.76419,-0.975874,0.156656,0.0522824,1.99218,0.24652,-0.582901,9.76419,-0.975874,0.156656,0.0522824,1.99218,0.24652,-0.582901,9.76419,-0.975874,0.156656,0.0522824,1.99218,0.24652,-0.582901,9.76419,-0.975874,0.156656,0.0522824,1.99218,0.24652,-0.582901,9.76419,-0.975874,0.156656,0.0522824,1.99218,0.24652,-1.30404,9.64874,-0.956009,0.154068,0.0833275,-0.354889,0.0592915,0.159052,9.89079,-1.03708,0.199784,-0.0414047,-0.353933,0.0592915,-0.699832,10.456,-1.25276,0.219613,0.0589271,1.21102,0.0592915,-0.443462,9.08393,-0.741056,0.0961515,0.0121705,1.20674,0.0592915,-0.554982,9.50666,-1.69215,1.84464,1.11445,-3.01908,0.0592915,-0.588824,10.0331,-0.301784,1.89235,1.2317,-2.9738,0.0592915,
1.2524,-0.606014,9.9242,-1.01296,0.146951,0.0633647,1.83185,0.24652,-0.606014,9.9242,-1.01296,0.146951,0.0633647,1.83185,0.24652,-0.606014,9.9242,-1.01296,0.146951,0.0633647,1.83185,0.24652,-0.606014,9.9242,-1.01296,0.146951,0.0633647,1.83185,0.24652,-0.606014,9.9242,-1.01296,0.146951,0.0633647,1.83185,0.24652,-1.32809,9.81624,-0.984375,0.162122,0.0471435,-0.525376,0.0592915,0.137439,10.0374,-1.0831,0.129733,0.103497,-0.527814,0.0592915,-0.716517,10.5589,-1.40544,0.185165,0.0688253,1.03976,0.0592915,-0.473462,9.29449,-0.662053,0.190744,0.072118,1.03956,0.0592915,-0.569144,9.54923,-1.67393,2.0284,1.35527,-2.82704,0.0592915,-0.621221,10.3044,-0.393577,1.94823,1.28306,-2.90429,0.0592915,
1.2625,-0.629828,10.0749,-1.04992,0.13274,0.0736477,1.6603,0.24652,-0.629828,10.0749,-1.04992,0.13274,0.0736477,1.6603,0.24652,-0.629828,10.0749,-1.04992,0.13274,0.0736477,1.6603,0.24652,-0.629828,10.0749,-1.04992,0.13274,0.0736477,1.6603,0.24652,-0.629828,10.0749,-1.04992,0.13274,0.0736477,1.6603,0.24652,-1.35225,9.9738,-1.01436,0.168058,0.0385026,-0.695268,0.0592915,0.11511,10.1723,-1.12726,0.0973889,0.12163,-0.700918,0.0592915,-0.730351,10.6337,-1.54608,0.0868033,0.0146673,0.864734,0.0592915,-0.503762,9.51336,-0.595798,0.171394,0.086495,0.868721,0.0592915,-0.584337,9.59249,-1.63699,2.48856,1.46412,-2.35611,0.0592915,-0.65139,10.5534,-0.504146,2.17758,1.40325,-2.66293,0.0592915,
1.2726,-0.652593,10.2149,-1.08699,0.114634,0.0796907,1.48053,0.24652,-0.652593,10.2149,-1.08699,0.114634,0.0796907,1.48053,0.24652,-0.652593,10.2149,-1.08699,0.114634,0.0796907,1.48053,0.24652,-0.652593,10.2149,-1.08699,0.114634,0.0796907,1.48053,0.24652,-0.652593,10.2149,-1.08699,0.114634,0.0796907,1.48053,0.24652,-1.3763,10.1229,-1.04575,0.105823,0.0946263,-0.868711,0.0592915,0.093626,10.2973,-1.16943,0.17301,0.0382628,-0.864229,0.0592915,-0.745152,10.6827,-1.67155,0.10361,0.041661,0.694423,0.0592915,-0.536997,9.73707,-0.543611,0.085432,0.019826,0.69395,0.0592915,-0.60192,9.64082,-1.58444,-2.58748,1.47905,-1.13626,0.0592915,-0.680587,10.7798,-0.631526,-1.96031,1.39992,-0.513263,0.0592915,
1.2827,-0.676158,10.3449,-1.12526,0.0973998,0.0819052,1.3075,0.24652,-0.676158,10.3449,-1.12526,0.0973998,0.0819052,1.3075,0.24652,-0.676158,10.3449,-1.12526,0.0973998,0.0819052,1.3075,0.24652,-0.676158,10.3449,-1.12526,0.0973998,0.0819052,1.3075,0.24652,-0.676158,10.3449,-1.12526,0.0973998,0.0819052,1.3075,0.24652,-1.40045,10.2635,-1.07854,0.0889786,0.0951501,-1.03988,0.0592915,0.0715066,10.4109,-1.20865,0.161316,0.0521452,-1.03456,0.0592915,-0.757938,10.7078,-1.78121,0.141336,0.127555,0.528047,0.0592915,-0.569539,9.96601,-0.506744,0.091598,0.0420916,0.523069,0.0592915,-0.620617,9.69457,-1.5164,-1.77213,1.28442,-0.313468,0.0592915,-0.707307,10.9788,-0.771469,-1.74955,1.25933,-0.29085,0.0592915,
1.2928,-0.699247,10.4652,-1.16298,0.0797143,0.0835271,1.14232,0.24652,-0.699247,10.4652,-1.16298,0.0797143,0.0835271,1.14232,0.24652,-0.699247,10.4652,-1.16298,0.0797143,0.0835271,1.14232,0.24652,-0.699247,10.4652,-1.16298,0.0797143,0.0835271,1.14232,0.24652,-0.699247,10.4652,-1.16298,0.0797143,0.0835271,1.14232,0.24652,-1.42492,10.3936,-1.11464,0.130468,0.0708903,-1.2072,0.0592915,0.0500478,10.5133,-1.24626,0.0395584,0.105202,-1.21519,0.0592915,-0.770546,10.7104,-1.87298,0.0992707,0.0925854,0.35347,0.0592915,-0.603429,10.1969,-0.487759,0.112664,0.128582,0.354943,0.0592915,-0.641772,9.75754,-1.43768,-1.6588,1.08597,-0.19065,0.0592915,-0.73273,11.1498,-0.922665,-1.72295,1.20261,-0.248623,0.0592915,
1.3029,-0.722808,10.575,-1.20168,0.0614014,0.0827276,0.973469,0.24652,-0.722808,10.575,-1.20168,0.0614014,0.0827276,0.973469,0.24652,-0.722808,10.575,-1.20168,0.0614014,0.0827276,0.973469,0.24652,-0.722808,10.575,-1.20168,0.0614014,0.0827276,0.973469,0.24652,-0.722808,10.575,-1.20168,0.0614014,0.0827276,0.973469,0.24652,-1.44891,10.5146,-1.15181,0.0865786,0.0833658,-1.38088,0.0592915,0.0276206,10.6064,-1.28041,0.0249369,0.094636,-1.38637,0.0592915,-0.781911,10.6961,-1.94346,0.0640457,0.009438,0.181075,0.0592915,-0.636945,10.4253,-0.489098,0.0786825,0.0892028,0.181648,0.0592915,-0.664541,9.83085,-1.35113,-1.64074,0.990905,-0.158292,0.0592915,-0.755703,11.2904,-1.08102,-1.63507,0.96323,-0.152426,0.0592915,
1.313,-0.745613,10.6743,-1.2399,0.0442674,0.0772161,0.79799,0.24652,-0.745613,10.6743,-1.2399,0.0442674,0.0772161,0.79799,0.24652,-0.745613,10.6743,-1.2399,0.0442674,0.0772161,0.79799,0.24652,-0.745613,10.6743,-1.2399,0.0442674,0.0772161,0.79799,0.24652,-0.745613,10.6743,-1.2399,0.0442674,0.0772161,0.79799,0.24652,-1.47314,10.6259,-1.19161,0.0129906,0.0829957,-1.55643,0.0592915,0.00607036,10.6904,-1.31279,0.110181,0.0816265,-1.54842,0.0592915,-0.79513,10.6689,-1.99275,0.0590571,0.0572174,0.010503,0.0592915,-0.671527,10.6466,-0.511419,0.0586003,0.0103527,0.0100663,0.0592915,-0.689879,9.91549,-1.26141,-1.61548,0.823667,-0.120154,0.0592915,-0.776956,11.4,-1.24384,-1.59873,0.714669,-0.108059,0.0592915,
1.3231,-0.769036,10.7634,-1.27917,0.0272736,0.0681251,0.623726,0.24652,-0.769036,10.7634,-1.27917,0.0272736,0.0681251,0.623726,0.24652,-0.769036,10.7634,-1.27917,0.0272736,0.0681251,0.623726,0.24652,-0.769036,10.7634,-1.27917,0.0272736,0.0681251,0.623726,0.24652,-0.769036,10.7634,-1.27917,0.0272736,0.0681251,0.623726,0.24652,-1.49708,10.7262,-1.23331,0.0407749,0.0767368,-1.72374,0.0592915,-0.016422,10.7647,-1.34226,0.0845274,0.0831068,-1.72026,0.0592915,-0.807824,10.6313,-2.02053,0.0328218,0.128786,-0.161746,0.0592915,-0.704268,10.8592,-0.555187,0.0447769,0.0555651,-0.160986,0.0592915,-0.716742,10.0121,-1.16995,-1.59254,0.580727,-0.087674,0.0592915,-0.79584,11.4785,-1.40514,-1.60089,0.645443,-0.091497,0.0592915,
1.3332,-0.792039,10.8426,-1.31804,0.0118053,0.0569716,0.455277,0.24652,-0.792039,10.8426,-1.31804,0.0118053,0.0569716,0.455277,0.24652,-0.792039,10.8426,-1.31804,0.0118053,0.0569716,0.455277,0.24652,-0.792039,10.8426,-1.31804,0.0118053,0.0569716,0.455277,0.24652,-0.792039,10.8426,-1.31804,0.0118053,0.0569716,0.455277,0.24652,-1.52103,10.8153,-1.27723,0.0604653,0.0800504,-1.8925,0.0592915,-0.0385543,10.8299,-1.36967,-0.0254514,0.051304,-1.89813,0.0592915,-0.821712,10.586,-2.02687,0.0268364,0.0614298,-0.332062,0.0592915,-0.736989,11.0595,-0.62017,0.0105803,0.108281,-0.333598,0.0592915,-0.745813,10.12,-1.08266,-1.58964,0.43585,-0.0685394,0.0592915,-0.813435,11.5254,-1.56401,-1.59657,0.517043,-0.0712153,0.0592915,
1.3433,-0.815395,10.9109,-1.35722,-0.00140434,0.0445145,0.287603,0.24652,-0.815395,10.9109,-1.35722,-0.00140434,0.0445145,0.287603,0.24652,-0.815395,10.9109,-1.35722,-0.00140434,0.0445145,0.287603,0.24652,-0.815395,10.9109,-1.35722,-0.00140434,0.0445145,0.287603,0.24652,-0.815395,10.9109,-1.35722,-0.00140434,0.0445145,0.287603,0.24652,-1.54489,10.8939,-1.32285,-0.00614716,0.0486972,-2.06699,0.0592915,-0.0613395,10.8873,-1.39476,-0.0328093,0.034154,-2.0681,0.0592915,-0.835819,10.538,-2.01224,0.0447298,-0.00801457,-0.502178,0.0592915,-0.768114,11.2434,-0.705497,0.0150217,0.0460586,-0.502807,0.0592915,-0.776222,10.2389,-1.0022,-1.59108,0.328227,-0.0514173,0.0592915,-0.829039,11.5425,-1.71596,-1.58721,0.231894,-0.0492339,0.0592915,
1.3534,-0.838126,10.9691,-1.39609,-0.0130343,0.02914,0.116317,0.24652,-0.838126,10.9691,-1.39609,-0.0130343,0.02914,0.116317,0.24652,-0.838126,10.9691,-1.39609,-0.0130343,0.02914,0.116317,0.24652,-0.838126,10.9691,-1.39609,-0.0130343,0.02914,0.116317,0.24652,-0.838126,10.9691,-1.39609,-0.0130343,0.02914,0.116317,0.24652,-1.56826,10.961,-1.37086,-0.0325601,0.0205179,-2.23744,0.0592915,-0.0838624,10.9371,-1.41873,0.0295645,0.0695433,-2.23463,0.0592915,-0.852878,10.4906,-1.97928,0.00205483,0.0346259,-0.67296,0.0592915,-0.799006,11.4069,-0.809674,0.0361129,-0.00806046,-0.673147,0.0592915,-0.808563,10.3665,-0.932067,-1.59037,0.110522,-0.0323843,0.0592915,-0.843341,11.5304,-1.85712,-1.5893,0.0645101,-0.0319037,0.0592915,
1.3635,-0.861427,11.0168,-1.43562,-0.0213629,0.0110543,-0.0562064,0.24652,-0.861427,11.0168,-1.43562,-0.0213629,0.0110543,-0.0562064,0.24652,-0.861427,11.0168,-1.43562,-0.0213629,0.0110543,-0.0562064,0.24652,-0.861427,11.0168,-1.43562,-0.0213629,0.0110543,-0.0562064,0.24652,-0.861427,11.0168,-1.43562,-0.0213629,0.0110543,-0.0562064,0.24652,-1.5918,11.0156,-1.41939,-0.0018658,0.0414418,-2.40616,0.0592915,-0.107018,10.9784,-1.44044,0.0126484,0.0571194,-2.40546,0.0592915,-0.870412,10.4467,-1.92917,-0.0510906,0.0580118,-0.845329,0.0592915,-0.82689,11.5472,-0.930684,-0.00705353,0.0189135,-0.843599,0.0592915,-0.841802,10.5019,-0.87524,-1.59405,-0.102006,-0.0143822,0.0592915,-0.856105,11.4927,-1.98426,-1.59653,0.00414587,-0.0132262,0.0592915,
1.3736,-0.884267,11.0543,-1.47444,-0.0262359,-0.00820034,-0.226055,0.24652,-0.884267,11.0543,-1.47444,-0.0262359,-0.00820034,-0.226055,0.24652,-0.884267,11.0543,-1.47444,-0.0262359,-0.00820034,-0.226055,0.24652,-0.884267,11.0543,-1.47444,-0.0262359,-0.00820034,-0.226055,0.24652,-0.884267,11.0543,-1.47444,-0.0262359,-0.00820034,-0.226055,0.24652,-1.6148,11.0588,-1.46961,-0.0123003,0.0260662,-2.57642,0.0592915,-0.130291,11.0124,-1.46163,-0.0483159,-0.030654,-2.57634,0.0592915,-0.890324,10.4087,-1.86476,-0.00507035,-0.00310471,-1.01356,0.0592915,-0.85387,11.6624,-1.06652,-0.0534579,0.0270151,-1.01452,0.0592915,-0.876208,10.6413,-0.835116,-1.60288,-0.210574,0.00543759,0.0592915,-0.868573,11.4298,-2.09598,-1.60331,-0.203374,0.00600611,0.0592915,
1.3837,-0.907499,11.0814,-1.51345,-0.0286752,-0.0271887,-0.393903,0.24652,-0.907499,11.0814,-1.51345,-0.0286752,-0.0271887,-0.393903,0.24652,-0.907499,11.0814,-1.51345,-0.0286752,-0.0271887,-0.393903,0.24652,-0.907499,11.0814,-1.51345,-0.0286752,-0.0271887,-0.393903,0.24652,-0.907499,11.0814,-1.51345,-0.0286752,-0.0271887,-0.393903,0.24652,-1.63798,11.0897,-1.5204,-0.0409057,-0.0400701,-2.74614,0.0592915,-0.153895,11.0391,-1.48188,-0.0467791,-0.0537654,-2.74588,0.0592915,-0.911322,10.3791,-1.78832,0.0333914,-0.0361995,-1.18493,0.0592915,-0.878359,11.7498,-1.21389,-0.0112301,-0.0180343,-1.18374,0.0592915,-0.910868,10.7826,-0.813358,-1.6139,-0.359805,0.0269793,0.0592915,-0.880044,11.3458,-2.18938,-1.6184,-0.465449,0.0298696,0.0592915,
1.3938,-0.930143,11.098,-1.55194,-0.0287776,-0.0473856,-0.562984,0.24652,-0.930143,11.098,-1.55194,-0.0287776,-0.0473856,-0.562984,0.24652,-0.930143,11.098,-1.55194,-0.0287776,-0.0473856,-0.562984,0.24652,-0.930143,11.098,-1.55194,-0.0287776,-0.0473856,-0.562984,0.24652,-0.930143,11.098,-1.55194,-0.0287776,-0.0473856,-0.562984,0.24652,-1.66041,11.108,-1.57206,-0.0339902,-0.0457243,-2.91611,0.0592915,-0.177507,11.0589,-1.50273,-0.0223261,0.00507591,-2.91634,0.0592915,-0.935747,10.3592,-1.70426,-0.0325047,-0.0308104,-1.35292,0.0592915,-0.901961,11.8075,-1.36996,0.0277382,-0.0440477,-1.35563,0.0592915,-0.94627,10.9225,-0.811504,-1.63549,-0.596037,0.0564319,0.0592915,-0.891427,11.2443,-2.26252,-1.63416,-0.568618,0.0561099,0.0592915,
1.4039,-0.953322,11.1044,-1.59062,-0.0242334,-0.0674294,-0.734374,0.24652,-0.953322,11.1044,-1.59062,-0.0242334,-0.0674294,-0.734374,0.24652,-0.953322,11.1044,-1.59062,-0.0242334,-0.0674294,-0.734374,0.24652,-0.953322,11.1044,-1.59062,-0.0242334,-0.0674294,-0.734374,0.24652,-0.953322,11.1044,-1.59062,-0.0242334,-0.0674294,-0.734374,0.24652,-1.6831,11.1139,-1.623,-0.0274809,-0.0241432,-3.08606,0.0592915,-0.201649,11.0713,-1.52313,-0.0266235,-0.0110927,-3.08609,0.0592915,-0.961051,10.3507,-1.61545,-0.0677542,-0.0498925,-1.52108,0.0592915,-0.922242,11.8344,-1.53046,-0.0203098,-0.0521896,-1.52358,0.0592915,-0.981265,11.0571,-0.831318,-1.66335,-0.760637,0.0925836,0.0592915,-0.902638,11.1285,-2.31465,-1.65389,-0.670779,0.0873615,0.0592915,
1.414,-0.976112,11.1008,-1.62865,-0.0156226,-0.0861852,-0.905832,0.24652,-0.976112,11.1008,-1.62865,-0.0156226,-0.0861852,-0.905832,0.24652,-0.976112,11.1008,-1.62865,-0.0156226,-0.0861852,-0.905832,0.24652,-0.976112,11.1008,-1.62865,-0.0156226,-0.0861852,-0.905832,0.24652,-0.976112,11.1008,-1.62865,-0.0156226,-0.0861852,-0.905832,0.24652,-1.70527,11.1077,-1.67409,-0.0237729,-0.0731564,3.02727,0.0592915,-0.225934,11.0761,-1.54451,-0.0194401,-0.111042,3.02687,0.0592915,-0.988833,10.3536,-1.52603,0.00750212,-0.067844,-1.69515,0.0592915,-0.941322,11.8301,-1.6925,-0.0548499,-0.0754829,-1.69091,0.0592915,-1.01599,11.1823,-0.872962,-1.69432,-0.864357,0.134292,0.0592915,-0.914842,11.0011,-2.34564,-1.70792,-0.921146,0.145429,0.0592915,
1.4241,-0.999221,11.0869,-1.66657,-0.00498083,-0.103643,-1.07568,0.24652,-0.999221,11.0869,-1.66657,-0.00498083,-0.103643,-1.07568,0.24652,-0.999221,11.0869,-1.66657,-0.00498083,-0.103643,-1.07568,0.24652,-0.999221,11.0869,-1.66657,-0.00498083,-0.103643,-1.07568,0.24652,-0.999221,11.0869,-1.66657,-0.00498083,-0.103643,-1.07568,0.24652,-1.72744,11.089,-1.72428,-0.00652148,-0.121618,2.85598,0.0592915,-0.250518,11.0736,-1.56717,-0.0028155,-0.134787,2.85549,0.0592915,-1.01793,10.368,-1.43898,0.0400218,-0.0740528,-1.86783,0.0592915,-0.958105,11.7948,-1.85229,0.00417494,-0.0849244,-1.86517,0.0592915,-1.04968,11.2954,-0.936211,-1.76835,-1.05484,0.214423,0.0592915,-0.927435,10.8668,-2.35495,-1.80415,-1.12114,0.247126,0.0592915,
1.4342,-1.0219,11.0627,-1.7039,0.00790569,-0.119987,-1.24561,0.24652,-1.0219,11.0627,-1.7039,0.00790569,-0.119987,-1.24561,0.24652,-1.0219,11.0627,-1.7039,0.00790569,-0.119987,-1.24561,0.24652,-1.0219,11.0627,-1.7039,0.00790569,-0.119987,-1.24561,0.24652,-1.0219,11.0627,-1.7039,0.00790569,-0.119987,-1.24561,0.24652,-1.74928,11.0579,-1.77307,-0.00678615,-0.103091,2.68626,0.0592915,-0.274889,11.0637,-1.59186,-0.0170127,-0.0818126,2.6872,0.0592915,-1.04983,10.3928,-1.35817,-0.0124582,-0.113008,-2.0332,0.0592915,-0.973999,11.7286,-2.00642,0.0477895,-0.0828836,-2.03926,0.0592915,-1.0827,11.3927,-1.02064,-1.96758,-1.26587,0.41809,0.0592915,-0.941122,10.7294,-2.34433,-1.88329,-1.19357,0.339099,0.0592915,
1.4443,-1.04499,11.0286,-1.74104,0.0246072,-0.133663,-1.41787,0.24652,-1.04499,11.0286,-1.74104,0.0246072,-0.133663,-1.41787,0.24652,-1.04499,11.0286,-1.74104,0.0246072,-0.133663,-1.41787,0.24652,-1.04499,11.0286,-1.74104,0.0246072,-0.133663,-1.41787,0.24652,-1.04499,11.0286,-1.74104,0.0246072,-0.133663,-1.41787,0.24652,-1.77105,11.0149,-1.82033,-0.00252935,-0.105906,2.51613,0.0592915,-0.299855,11.0457,-1.61852,-0.0124597,-0.0921365,2.5171,0.0592915,-1.08232,10.4272,-1.28745,-0.0133036,-0.14202,-2.20229,0.0592915,-0.987347,11.6336,-2.15103,0.0175875,-0.119517,-2.20659,0.0592915,-1.11411,11.4695,-1.12442,-2.27724,-1.36774,0.737717,0.0592915,-0.956105,10.5914,-2.31417,-2.16418,-1.33619,0.628216,0.0592915,
1.4544,-1.06785,10.9846,-1.77791,0.0437917,-0.143272,-1.59132,0.24652,-1.06785,10.9846,-1.77791,0.0437917,-0.143272,-1.59132,0.24652,-1.06785,10.9846,-1.77791,0.0437917,-0.143272,-1.59132,0.24652,-1.06785,10.9846,-1.77791,0.0437917,-0.143272,-1.59132,0.24652,-1.06785,10.9846,-1.77791,0.0437917,-0.143272,-1.59132,0.24652,-1.79279,10.9603,-1.86587,0.0429519,-0.151527,2.34079,0.0592915,-0.324683,11.0194,-1.64709,0.0503784,-0.158725,2.33964,0.0592915,-1.11632,10.4686,-1.2298,0.0534736,-0.111114,-2.38051,0.0592915,-0.99994,11.5113,-2.283,0.00796653,-0.158172,-2.37446,0.0592915,-1.14399,11.5235,-1.24573,-2.97258,-1.42221,1.44333,0.0592915,-0.973039,10.4559,-2.26696,2.73026,-1.40657,2.0176,0.0592915,
1.4645,-1.09091,10.9305,-1.8142,0.0642879,-0.150628,-1.76372,0.24652,-1.09091,10.9305,-1.8142,0.0642879,-0.150628,-1.76372,0.24652,-1.09091,10.9305,-1.8142,0.0642879,-0.150628,-1.76372,0.24652,-1.09091,10.9305,-1.8142,0.0642879,-0.150628,-1.76372,0.24652,-1.09091,10.9305,-1.8142,0.0642879,-0.150628,-1.76372,0.24652,-1.81427,10.8942,-1.90924,0.0663334,-0.160038,2.16775,0.0592915,-0.34981,10.9842,-1.67873,0.0855921,-0.173051,2.16455,0.0592915,-1.15107,10.5149,-1.18769,0.0759542,-0.105624,-2.55312,0.0592915,-1.01136,11.3638,-2.40009,0.0596121,-0.129879,-2.5515,0.0592915,-1.17191,11.5521,-1.38247,2.26256,-1.31139,2.49456,0.0592915,-0.991452,10.3265,-2.20514,2.23913,-1.30155,2.51804,0.0592915,
1.4746,-1.11372,10.8664,-1.85014,0.0855376,-0.155376,-1.93552,0.24652,-1.11372,10.8664,-1.85014,0.0855376,-0.155376,-1.93552,0.24652,-1.11372,10.8664,-1.85014,0.0855376,-0.155376,-1.93552,0.24652,-1.11372,10.8664,-1.85014,0.0855376,-0.155376,-1.93552,0.24652,-1.11372,10.8664,-1.85014,0.0855376,-0.155376,-1.93552,0.24652,-1.83592,10.8173,-1.9498,0.0498434,-0.145755,2.00053,0.0592915,-0.37441,10.9401,-1.71337,0.0503835,-0.145708,2.00045,0.0592915,-1.18723,10.5634,-1.16332,0.0637421,-0.166169,-2.72169,0.0592915,-1.02264,11.194,-2.49956,0.0919922,-0.103124,-2.72552,0.0592915,-1.19818,11.5528,-1.5317,2.01072,-1.13806,2.75277,0.0592915,-1.01167,10.2049,-2.13201,2.11401,-1.22127,2.65776,0.0592915,
1.4847,-1.13682,10.7929,-1.88591,0.108058,-0.155766,-2.10862,0.24652,-1.13682,10.7929,-1.88591,0.108058,-0.155766,-2.10862,0.24652,-1.13682,10.7929,-1.88591,0.108058,-0.155766,-2.10862,0.24652,-1.13682,10.7929,-1.88591,0.108058,-0.155766,-2.10862,0.24652,-1.13682,10.7929,-1.88591,0.108058,-0.155766,-2.10862,0.24652,-1.85738,10.7294,-1.98798,0.0816868,-0.154726,1.82617,0.0592915,-0.399509,10.886,-1.75114,0.0526159,-0.147184,1.83054,0.0592915,-1.223,10.6106,-1.15912,0.0856411,-0.180242,-2.89444,0.0592915,-1.0328,11.0053,-2.57979,0.093452,-0.149611,-2.89602,0.0592915,-1.22229,11.5232,-1.68927,1.95126,-1.03251,2.82566,0.0592915,-1.03403,10.0926,-2.04956,1.94244,-1.01572,2.83399,0.0592915,
1.4948,-1.15982,10.7093,-1.92148,0.130001,-0.151286,-2.28234,0.24652,-1.15982,10.7093,-1.92148,0.130001,-0.151286,-2.28234,0.24652,-1.15982,10.7093,-1.92148,0.130001,-0.151286,-2.28234,0.24652,-1.15982,10.7093,-1.92148,0.130001,-0.151286,-2.28234,0.24652,-1.15982,10.7093,-1.92148,0.130001,-0.151286,-2.28234,0.24652,-1.8791,10.6316,-2.02369,0.144399,-0.158833,1.64705,0.0592915,-0.424244,10.8221,-1.79149,0.134743,-0.158183,1.64857,0.0592915,-1.25881,10.6529,-1.17581,0.116958,-0.118691,-3.06881,0.0592915,-1.04327,10.8012,-2.6392,0.112187,-0.18299,-3.06823,0.0592915,-1.24435,11.4627,-1.85247,1.88899,-0.870058,2.89717,0.0592915,-1.0586,9.9912,-1.96215,1.86025,-0.78537,2.919,0.0592915,
1.5049,-1.18294,10.6161,-1.95655,0.151478,-0.143905,-2.45501,0.24652,-1.18294,10.6161,-1.95655,0.151478,-0.143905,-2.45501,0.24652,-1.18294,10.6161,-1.95655,0.151478,-0.143905,-2.45501,0.24652,-1.18294,10.6161,-1.95655,0.151478,-0.143905,-2.45501,0.24652,-1.18294,10.6161,-1.95655,0.151478,-0.143905,-2.45501,0.24652,-1.90071,10.5241,-2.0566,0.144236,-0.151296,1.47773,0.0592915,-0.44913,10.7473,-1.83503,0.182449,-0.147687,1.47203,0.0592915,-1.29426,10.6869,-1.21394,0.132086,-0.106348,3.04245,0.0592915,-1.05406,10.5847,-2.67753,0.134551,-0.130918,3.04196,0.0592915,-1.26424,11.3703,-2.01789,1.83587,-0.642902,2.95439,0.0592915,-1.08485,9.90111,-1.87379,1.84676,-0.682984,2.94849,0.0592915,
1.515,-1.20592,10.5131,-1.99147,0.171805,-0.13382,-2.6267,0.24652,-1.20592,10.5131,-1.99147,0.171805,-0.13382,-2.6267,0.24652,-1.20592,10.5131,-1.99147,0.171805,-0.13382,-2.6267,0.24652,-1.20592,10.5131,-1.99147,0.171805,-0.13382,-2.6267,0.24652,-1.20592,10.5131,-1.99147,0.171805,-0.13382,-2.6267,0.24652,-1.92258,10.4075,-2.08675,0.133945,-0.150149,1.30966,0.0592915,-0.473316,10.6612,-1.88166,0.148604,-0.146007,1.3075,0.0592915,-1.32952,10.7092,-1.27369,0.162374,-0.157491,2.8685,0.0592915,-1.06588,10.3598,-2.69447,0.143953,-0.0919691,2.87067,0.0592915,-1.28246,11.2465,-2.18126,1.81809,-0.488661,2.98476,0.0592915,-1.11294,9.82229,-1.78759,1.83205,-0.559954,2.97837,0.0592915,
