time,0_rod(payload_bars compound_qY0).X,0_rod(payload_bars compound_qY0).Y,0_rod(payload_bars compound_qY0).Z,0_rod(payload_bars compound_qY0).Euler1,0_rod(payload_bars compound_qY0).Euler2,0_rod(payload_bars compound_qY0).Euler3,0_rod(payload_bars compound_qY0).mass,1_rod(payload_bars compound_qY0).X,1_rod(payload_bars compound_qY0).Y,1_rod(payload_bars compound_qY0).Z,1_rod(payload_bars compound_qY0).Euler1,1_rod(payload_bars compound_qY0).Euler2,1_rod(payload_bars compound_qY0).Euler3,1_rod(payload_bars compound_qY0).mass,2_rod(payload_bars compound_qY0).X,2_rod(payload_bars compound_qY0).Y,2_rod(payload_bars compound_qY0).Z,2_rod(payload_bars compound_qY0).Euler1,2_rod(payload_bars compound_qY0).Euler2,2_rod(payload_bars compound_qY0).Euler3,2_rod(payload_bars compound_qY0).mass,3_rod(payload_bars compound_qY0).X,3_rod(payload_bars compound_qY0).Y,3_rod(payload_bars compound_qY0).Z,3_rod(payload_bars compound_qY0).Euler1,3_rod(payload_bars compound_qY0).Euler2,3_rod(payload_bars compound_qY0).Euler3,3_rod(payload_bars compound_qY0).mass,4_rod(sense_bar compound_qY0).X,4_rod(sense_bar compound_qY0).Y,4_rod(sense_bar compound_qY0).Z,4_rod(sense_bar compound_qY0).Euler1,4_rod(sense_bar compound_qY0).Euler2,4_rod(sense_bar compound_qY0).Euler3,4_rod(sense_bar compound_qY0).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.606,-0.000210754,31.9961,0.00850706,5.19537e-05,0.000217933,-1.17626e-05,0.24652,-0.000210754,31.9961,0.00850706,5.19537e-05,0.000217933,-1.17626e-05,0.24652,-0.000210754,31.9961,0.00850706,5.19537e-05,0.000217933,-1.17626e-05,0.24652,-0.000210754,31.9961,0.00850706,5.19537e-05,0.000217933,-1.17626e-05,0.24652,-0.000210754,31.9961,0.00850706,5.19537e-05,0.000217933,-1.17626e-05,0.24652,-0.728424,31.9785,0.0153742,0.00635279,0.0140928,-2.35193,0.0592915,0.753109,31.9739,0.0109617,0.00624207,0.0139783,-2.35193,0.0592915,0.00844333,31.4546,-0.512834,0.0159881,0.00646041,-0.78888,0.0592915,0.0166394,32.4978,0.539159,0.0161016,0.00634758,-0.788899,0.0592915,0.0242703,31.4544,0.538747,-1.57376,-0.00323821,-0.00309605,0.0592915,0.000719622,32.498,-0.512416,-1.57392,-0.00295236,-0.00293979,0.0592915,
0.6161,-0.000214564,31.3907,0.00850618,5.60116e-05,0.000217881,-6.8379e-06,0.24652,-0.000214564,31.3907,0.00850618,5.60116e-05,0.000217881,-6.8379e-06,0.24652,-0.000214564,31.3907,0.00850618,5.60116e-05,0.000217881,-6.8379e-06,0.24652,-0.000214564,31.3907,0.00850618,5.60116e-05,0.000217881,-6.8379e-06,0.24652,-0.000214564,31.3907,0.00850618,5.60116e-05,0.000217881,-6.8379e-06,0.24652,-0.728425,31.3731,0.0153745,0.00589347,0.0136385,-2.35193,0.0592915,0.753105,31.3686,0.0109637,0.00543384,0.0131771,-2.35194,0.0592915,0.00845578,30.8492,-0.512833,0.0177693,0.00469539,-0.78887,0.0592915,0.0166511,31.8924,0.539157,0.0145481,0.00789383,-0.788909,0.0592915,0.024271,30.8491,0.538747,-1.57376,-0.00364644,-0.00310027,0.0592915,0.00071649,31.8926,-0.512415,-1.57392,-0.00286905,-0.00294077,0.0592915,
0.6262,-0.000212229,30.7753,0.00850729,4.83729e-05,0.000233693,3.79863e-07,0.24652,-0.000212229,30.7753,0.00850729,4.83729e-05,0.000233693,3.79863e-07,0.24652,-0.000212229,30.7753,0.00850729,4.83729e-05,0.000233693,3.79863e-07,0.24652,-0.000212229,30.7753,0.00850729,4.83729e-05,0.000233693,3.79863e-07,0.24652,-0.000212229,30.7753,0.00850729,4.83729e-05,0.000233693,3.79863e-07,0.24652,-0.728422,30.7577,0.0153684,0.00482155,0.0125715,-2.35195,0.0592915,0.753108,30.7532,0.0109674,0.00493516,0.0126804,-2.35195,0.0592915,0.00844569,30.2338,-0.512831,0.0158843,0.0065717,-0.788881,0.0592915,0.0166425,31.277,0.539157,0.0156001,0.00685378,-0.788903,0.0592915,0.0242748,30.2337,0.538745,-1.57376,-0.00268301,-0.00309906,0.0592915,0.000715493,31.2772,-0.512416,-1.57392,-0.00315627,-0.00294167,0.0592915,
0.6363,-0.000208148,30.15,0.00850806,4.15945e-05,0.000237202,-3.41263e-06,0.24652,-0.000208148,30.15,0.00850806,4.15945e-05,0.000237202,-3.41263e-06,0.24652,-0.000208148,30.15,0.00850806,4.15945e-05,0.000237202,-3.41263e-06,0.24652,-0.000208148,30.15,0.00850806,4.15945e-05,0.000237202,-3.41263e-06,0.24652,-0.000208148,30.15,0.00850806,4.15945e-05,0.000237202,-3.41263e-06,0.24652,-0.72842,30.1323,0.0153676,0.00520225,0.0129472,-2.35194,0.0592915,0.753112,30.1278,0.0109661,0.00567938,0.013418,-2.35194,0.0592915,0.00843232,29.6084,-0.512832,0.0139656,0.00847368,-0.788896,0.0592915,0.0166297,30.6516,0.539158,0.0172395,0.00522262,-0.788894,0.0592915,0.0242743,29.6083,0.538744,-1.57376,-0.00221642,-0.00309444,0.0592915,0.000718366,30.6518,-0.512417,-1.57392,-0.00326873,-0.00294078,0.0592915,
0.6464,-0.00021042,29.5145,0.0085071,4.61729e-05,0.000223929,-1.12354e-05,0.24652,-0.00021042,29.5145,0.0085071,4.61729e-05,0.000223929,-1.12354e-05,0.24652,-0.00021042,29.5145,0.0085071,4.61729e-05,0.000223929,-1.12354e-05,0.24652,-0.00021042,29.5145,0.0085071,4.61729e-05,0.000223929,-1.12354e-05,0.24652,-0.00021042,29.5145,0.0085071,4.61729e-05,0.000223929,-1.12354e-05,0.24652,-0.728423,29.4969,0.0153731,0.00629909,0.0140388,-2.35193,0.0592915,0.75311,29.4924,0.0109625,0.00627863,0.0140142,-2.35193,0.0592915,0.00844188,28.973,-0.512834,0.0157017,0.00674489,-0.788882,0.0592915,0.0166375,30.0162,0.539159,0.0163138,0.00613692,-0.788898,0.0592915,0.0242706,28.9729,0.538746,-1.57376,-0.00314784,-0.00309517,0.0592915,0.000719819,30.0164,-0.512416,-1.57392,-0.00299255,-0.00293937,0.0592915,
0.6565,-0.000214489,28.8691,0.00850618,5.38918e-05,0.000218846,-8.59852e-06,0.24652,-0.000214489,28.8691,0.00850618,5.38918e-05,0.000218846,-8.59852e-06,0.24652,-0.000214489,28.8691,0.00850618,5.38918e-05,0.000218846,-8.59852e-06,0.24652,-0.000214489,28.8691,0.00850618,5.38918e-05,0.000218846,-8.59852e-06,0.24652,-0.000214489,28.8691,0.00850618,5.38918e-05,0.000218846,-8.59852e-06,0.24652,-0.728425,28.8515,0.0153746,0.00599886,0.0137431,-2.35193,0.0592915,0.753105,28.8469,0.0109633,0.00561213,0.0133538,-2.35194,0.0592915,0.0084556,28.3276,-0.512834,0.0177486,0.00471516,-0.78887,0.0592915,0.0166506,29.3708,0.539158,0.0145984,0.00784307,-0.788909,0.0592915,0.0242706,28.3274,0.538748,-1.57376,-0.00367038,-0.00309967,0.0592915,0.000716939,29.371,-0.512414,-1.57392,-0.0028516,-0.0029403,0.0592915,
0.6666,-0.000212619,28.2137,0.00850725,5.21298e-05,0.000229606,-6.07922e-07,0.24652,-0.000212619,28.2137,0.00850725,5.21298e-05,0.000229606,-6.07922e-07,0.24652,-0.000212619,28.2137,0.00850725,5.21298e-05,0.000229606,-6.07922e-07,0.24652,-0.000212619,28.2137,0.00850725,5.21298e-05,0.000229606,-6.07922e-07,0.24652,-0.000212619,28.2137,0.00850725,5.21298e-05,0.000229606,-6.07922e-07,0.24652,-0.728423,28.1961,0.0153692,0.00488239,0.0126324,-2.35195,0.0592915,0.753107,28.1915,0.0109668,0.00492273,0.0126684,-2.35195,0.0592915,0.00844726,27.6722,-0.512832,0.0161693,0.00628859,-0.788879,0.0592915,0.0166443,28.7154,0.539157,0.015392,0.00706032,-0.788904,0.0592915,0.0242745,27.672,0.538745,-1.57376,-0.00277436,-0.00309971,0.0592915,0.000715355,28.7156,-0.512416,-1.57392,-0.00311389,-0.00294187,0.0592915,
0.6767,-0.000208212,27.5483,0.00850806,4.53942e-05,0.000234551,-2.22465e-06,0.24652,-0.000208212,27.5483,0.00850806,4.53942e-05,0.000234551,-2.22465e-06,0.24652,-0.000208212,27.5483,0.00850806,4.53942e-05,0.000234551,-2.22465e-06,0.24652,-0.000208212,27.5483,0.00850806,4.53942e-05,0.000234551,-2.22465e-06,0.24652,-0.000208212,27.5483,0.00850806,4.53942e-05,0.000234551,-2.22465e-06,0.24652,-0.72842,27.5307,0.0153678,0.00510156,0.0128476,-2.35194,0.0592915,0.753112,27.5261,0.0109663,0.00549919,0.0132394,-2.35194,0.0592915,0.00843253,27.0068,-0.512832,0.0140067,0.00843365,-0.788895,0.0592915,0.0166304,28.05,0.539158,0.0171719,0.00529053,-0.788894,0.0592915,0.0242747,27.0066,0.538744,-1.57376,-0.00219781,-0.00309522,0.0592915,0.000717901,28.0502,-0.512418,-1.57392,-0.0032824,-0.00294139,0.0592915,
0.6868,-0.000209947,26.8728,0.00850722,4.51266e-05,0.000225495,-1.00835e-05,0.24652,-0.000209947,26.8728,0.00850722,4.51266e-05,0.000225495,-1.00835e-05,0.24652,-0.000209947,26.8728,0.00850722,4.51266e-05,0.000225495,-1.00835e-05,0.24652,-0.000209947,26.8728,0.00850722,4.51266e-05,0.000225495,-1.00835e-05,0.24652,-0.000209947,26.8728,0.00850722,4.51266e-05,0.000225495,-1.00835e-05,0.24652,-0.728422,26.8552,0.0153726,0.00623149,0.0139713,-2.35193,0.0592915,0.75311,26.8507,0.0109628,0.00626675,0.0140023,-2.35193,0.0592915,0.00844015,26.3313,-0.512834,0.0154191,0.00702569,-0.788884,0.0592915,0.0166359,27.3745,0.539159,0.016516,0.00593636,-0.788896,0.0592915,0.0242709,26.3312,0.538746,-1.57376,-0.00305579,-0.00309481,0.0592915,0.000719886,27.3747,-0.512416,-1.57392,-0.00303646,-0.00293944,0.0592915,
0.6969,-0.000214386,26.1874,0.00850617,5.02951e-05,0.000221311,-9.2921e-06,0.24652,-0.000214386,26.1874,0.00850617,5.02951e-05,0.000221311,-9.2921e-06,0.24652,-0.000214386,26.1874,0.00850617,5.02951e-05,0.000221311,-9.2921e-06,0.24652,-0.000214386,26.1874,0.00850617,5.02951e-05,0.000221311,-9.2921e-06,0.24652,-0.000214386,26.1874,0.00850617,5.02951e-05,0.000221311,-9.2921e-06,0.24652,-0.728425,26.1698,0.0153744,0.00609444,0.0138378,-2.35193,0.0592915,0.753105,26.1652,0.0109632,0.00579095,0.013531,-2.35193,0.0592915,0.00845525,25.6459,-0.512834,0.0176863,0.00477615,-0.78887,0.0592915,0.0166499,26.6891,0.539158,0.014682,0.00775925,-0.788908,0.0592915,0.0242702,25.6457,0.538748,-1.57376,-0.0036833,-0.0030989,0.0592915,0.000717415,26.6893,-0.512414,-1.57392,-0.00284232,-0.00293973,0.0592915,
0.707,-0.000213138,25.492,0.00850711,5.10832e-05,0.000230009,-1.70872e-06,0.24652,-0.000213138,25.492,0.00850711,5.10832e-05,0.000230009,-1.70872e-06,0.24652,-0.000213138,25.492,0.00850711,5.10832e-05,0.000230009,-1.70872e-06,0.24652,-0.000213138,25.492,0.00850711,5.10832e-05,0.000230009,-1.70872e-06,0.24652,-0.000213138,25.492,0.00850711,5.10832e-05,0.000230009,-1.70872e-06,0.24652,-0.728423,25.4743,0.0153695,0.00495634,0.012706,-2.35195,0.0592915,0.753107,25.4698,0.0109667,0.00495882,0.0127043,-2.35195,0.0592915,0.00844909,24.9504,-0.512832,0.016448,0.00601156,-0.788877,0.0592915,0.0166457,25.9936,0.539157,0.0151969,0.00725368,-0.788905,0.0592915,0.0242741,24.9503,0.538745,-1.57376,-0.00286713,-0.00309982,0.0592915,0.000715342,25.9938,-0.512415,-1.57392,-0.00306875,-0.00294158,0.0592915,
0.7171,-0.00020841,24.7865,0.00850801,4.75451e-05,0.000233417,-1.90203e-06,0.24652,-0.00020841,24.7865,0.00850801,4.75451e-05,0.000233417,-1.90203e-06,0.24652,-0.00020841,24.7865,0.00850801,4.75451e-05,0.000233417,-1.90203e-06,0.24652,-0.00020841,24.7865,0.00850801,4.75451e-05,0.000233417,-1.90203e-06,0.24652,-0.00020841,24.7865,0.00850801,4.75451e-05,0.000233417,-1.90203e-06,0.24652,-0.72842,24.7689,0.0153678,0.00501138,0.0127582,-2.35195,0.0592915,0.753112,24.7643,0.0109666,0.00532511,0.0130668,-2.35194,0.0592915,0.00843313,24.245,-0.512832,0.0140906,0.00835116,-0.788895,0.0592915,0.0166312,25.2882,0.539158,0.0170735,0.00538907,-0.788895,0.0592915,0.024275,24.2448,0.538744,-1.57376,-0.00219047,-0.00309588,0.0592915,0.000717447,25.2884,-0.512418,-1.57392,-0.00328731,-0.00294181,0.0592915,
0.7272,-0.000209412,24.071,0.00850739,4.70671e-05,0.00022435,-9.13664e-06,0.24652,-0.000209412,24.071,0.00850739,4.70671e-05,0.00022435,-9.13664e-06,0.24652,-0.000209412,24.071,0.00850739,4.70671e-05,0.00022435,-9.13664e-06,0.24652,-0.000209412,24.071,0.00850739,4.70671e-05,0.00022435,-9.13664e-06,0.24652,-0.000209412,24.071,0.00850739,4.70671e-05,0.00022435,-9.13664e-06,0.24652,-0.728422,24.0534,0.0153724,0.0061516,0.0138918,-2.35193,0.0592915,0.753111,24.0489,0.0109628,0.00620717,0.0139432,-2.35193,0.0592915,0.00843831,23.5295,-0.512834,0.0151466,0.00729666,-0.788886,0.0592915,0.0166346,24.5727,0.539159,0.0167031,0.00575095,-0.788895,0.0592915,0.0242713,23.5293,0.538746,-1.57376,-0.00296276,-0.00309482,0.0592915,0.000719835,24.5729,-0.512416,-1.57392,-0.00308201,-0.00293984,0.0592915,
0.7373,-0.000214104,23.3456,0.00850625,4.98267e-05,0.000220841,-9.38761e-06,0.24652,-0.000214104,23.3456,0.00850625,4.98267e-05,0.000220841,-9.38761e-06,0.24652,-0.000214104,23.3456,0.00850625,4.98267e-05,0.000220841,-9.38761e-06,0.24652,-0.000214104,23.3456,0.00850625,4.98267e-05,0.000220841,-9.38761e-06,0.24652,-0.000214104,23.3456,0.00850625,4.98267e-05,0.000220841,-9.38761e-06,0.24652,-0.728425,23.3279,0.0153745,0.00617886,0.0139216,-2.35193,0.0592915,0.753106,23.3234,0.0109626,0.00595715,0.0136958,-2.35193,0.0592915,0.00845441,22.8041,-0.512834,0.017581,0.00487998,-0.78887,0.0592915,0.016649,23.8472,0.539158,0.0147944,0.00764687,-0.788907,0.0592915,0.0242699,22.8039,0.538748,-1.57376,-0.00368471,-0.00309839,0.0592915,0.000717862,23.8474,-0.512414,-1.57392,-0.00284204,-0.00293947,0.0592915,
0.7474,-0.00021363,22.6101,0.00850699,4.94646e-05,0.000230764,-2.45771e-06,0.24652,-0.00021363,22.6101,0.00850699,4.94646e-05,0.000230764,-2.45771e-06,0.24652,-0.00021363,22.6101,0.00850699,4.94646e-05,0.000230764,-2.45771e-06,0.24652,-0.00021363,22.6101,0.00850699,4.94646e-05,0.000230764,-2.45771e-06,0.24652,-0.00021363,22.6101,0.00850699,4.94646e-05,0.000230764,-2.45771e-06,0.24652,-0.728423,22.5925,0.0153698,0.00504183,0.012791,-2.35194,0.0592915,0.753106,22.5879,0.0109665,0.00504088,0.0127858,-2.35194,0.0592915,0.00845083,22.0686,-0.512832,0.0167121,0.0057488,-0.788876,0.0592915,0.016647,23.1118,0.539157,0.0150182,0.00743059,-0.788907,0.0592915,0.0242737,22.0684,0.538745,-1.57376,-0.00296021,-0.00309979,0.0592915,0.000715427,23.112,-0.512415,-1.57392,-0.00302315,-0.00294118,0.0592915,
0.7575,-0.000208774,21.8646,0.00850789,4.68024e-05,0.000234976,-1.92149e-06,0.24652,-0.000208774,21.8646,0.00850789,4.68024e-05,0.000234976,-1.92149e-06,0.24652,-0.000208774,21.8646,0.00850789,4.68024e-05,0.000234976,-1.92149e-06,0.24652,-0.000208774,21.8646,0.00850789,4.68024e-05,0.000234976,-1.92149e-06,0.24652,-0.000208774,21.8646,0.00850789,4.68024e-05,0.000234976,-1.92149e-06,0.24652,-0.72842,21.847,0.0153676,0.004933,0.0126805,-2.35195,0.0592915,0.753112,21.8424,0.0109673,0.0051699,0.0129127,-2.35194,0.0592915,0.00843419,21.3231,-0.512832,0.0142165,0.00822674,-0.788894,0.0592915,0.0166321,22.3663,0.539158,0.0169476,0.00551471,-0.788895,0.0592915,0.0242753,21.3229,0.538744,-1.57376,-0.00219484,-0.00309628,0.0592915,0.000717031,22.3665,-0.512417,-1.57391,-0.00328324,-0.00294193,0.0592915,
0.7676,-0.000208973,21.1091,0.00850748,4.77195e-05,0.000224652,-8.5657e-06,0.24652,-0.000208973,21.1091,0.00850748,4.77195e-05,0.000224652,-8.5657e-06,0.24652,-0.000208973,21.1091,0.00850748,4.77195e-05,0.000224652,-8.5657e-06,0.24652,-0.000208973,21.1091,0.00850748,4.77195e-05,0.000224652,-8.5657e-06,0.24652,-0.000208973,21.1091,0.00850748,4.77195e-05,0.000224652,-8.5657e-06,0.24652,-0.728422,21.0915,0.0153721,0.00606093,0.0138015,-2.35193,0.0592915,0.753111,21.0869,0.0109632,0.00610417,0.013841,-2.35193,0.0592915,0.00843671,20.5676,-0.512834,0.0148929,0.00754912,-0.788888,0.0592915,0.0166333,21.6108,0.539159,0.0168726,0.00558319,-0.788895,0.0592915,0.0242718,20.5674,0.538746,-1.57376,-0.00287018,-0.00309481,0.0592915,0.000719701,21.611,-0.512417,-1.57392,-0.00312696,-0.00294019,0.0592915,
0.7777,-0.000213701,20.3436,0.00850637,5.09227e-05,0.000218997,-9.34177e-06,0.24652,-0.000213701,20.3436,0.00850637,5.09227e-05,0.000218997,-9.34177e-06,0.24652,-0.000213701,20.3436,0.00850637,5.09227e-05,0.000218997,-9.34177e-06,0.24652,-0.000213701,20.3436,0.00850637,5.09227e-05,0.000218997,-9.34177e-06,0.24652,-0.000213701,20.3436,0.00850637,5.09227e-05,0.000218997,-9.34177e-06,0.24652,-0.728425,20.326,0.0153747,0.00625089,0.0139931,-2.35193,0.0592915,0.753106,20.3214,0.0109619,0.00609859,0.0138361,-2.35193,0.0592915,0.00845322,19.8021,-0.512834,0.0174355,0.00502383,-0.788871,0.0592915,0.0166481,20.8453,0.539158,0.0149333,0.00750836,-0.788906,0.0592915,0.0242697,19.8019,0.538748,-1.57376,-0.00367438,-0.00309803,0.0592915,0.000718269,20.8455,-0.512414,-1.57392,-0.00285044,-0.00293941,0.0592915,
0.7878,-0.000214,19.5681,0.00850694,4.98796e-05,0.000229359,-2.88019e-06,0.24652,-0.000214,19.5681,0.00850694,4.98796e-05,0.000229359,-2.88019e-06,0.24652,-0.000214,19.5681,0.00850694,4.98796e-05,0.000229359,-2.88019e-06,0.24652,-0.000214,19.5681,0.00850694,4.98796e-05,0.000229359,-2.88019e-06,0.24652,-0.000214,19.5681,0.00850694,4.98796e-05,0.000229359,-2.88019e-06,0.24652,-0.728423,19.5505,0.0153702,0.00513734,0.0128861,-2.35194,0.0592915,0.753106,19.5459,0.0109658,0.00516298,0.012907,-2.35194,0.0592915,0.00845225,19.0266,-0.512832,0.0169537,0.00550824,-0.788874,0.0592915,0.0166483,20.0698,0.539157,0.0148588,0.00758831,-0.788908,0.0592915,0.0242732,19.0264,0.538746,-1.57376,-0.00305201,-0.00309984,0.0592915,0.000715587,20.07,-0.512415,-1.57392,-0.0029791,-0.00294091,0.0592915,
0.7979,-0.000209196,18.7826,0.00850778,4.60447e-05,0.00023638,-1.9442e-06,0.24652,-0.000209196,18.7826,0.00850778,4.60447e-05,0.00023638,-1.9442e-06,0.24652,-0.000209196,18.7826,0.00850778,4.60447e-05,0.00023638,-1.9442e-06,0.24652,-0.000209196,18.7826,0.00850778,4.60447e-05,0.00023638,-1.9442e-06,0.24652,-0.000209196,18.7826,0.00850778,4.60447e-05,0.00023638,-1.9442e-06,0.24652,-0.72842,18.765,0.0153675,0.00486758,0.0126157,-2.35195,0.0592915,0.753111,18.7604,0.0109679,0.00504491,0.0127887,-2.35195,0.0592915,0.00843548,18.2411,-0.512832,0.0143802,0.00806486,-0.788892,0.0592915,0.0166332,19.2843,0.539158,0.0167962,0.00566566,-0.788896,0.0592915,0.0242755,18.2409,0.538744,-1.57376,-0.00221093,-0.00309667,0.0592915,0.000716655,19.2845,-0.512417,-1.57391,-0.00327087,-0.00294199,0.0592915,
0.808,-0.000208653,17.9871,0.00850749,4.66719e-05,0.000226765,-8.24142e-06,0.24652,-0.000208653,17.9871,0.00850749,4.66719e-05,0.000226765,-8.24142e-06,0.24652,-0.000208653,17.9871,0.00850749,4.66719e-05,0.000226765,-8.24142e-06,0.24652,-0.000208653,17.9871,0.00850749,4.66719e-05,0.000226765,-8.24142e-06,0.24652,-0.000208653,17.9871,0.00850749,4.66719e-05,0.000226765,-8.24142e-06,0.24652,-0.728421,17.9694,0.0153716,0.00596108,0.013702,-2.35193,0.0592915,0.753112,17.9649,0.010964,0.00596523,0.013703,-2.35193,0.0592915,0.00843542,17.4456,-0.512833,0.0146647,0.0077765,-0.78889,0.0592915,0.0166321,18.4887,0.539159,0.017021,0.00543655,-0.788894,0.0592915,0.0242723,17.4454,0.538745,-1.57376,-0.00277964,-0.00309474,0.0592915,0.000719496,18.4889,-0.512417,-1.57392,-0.00316965,-0.00294043,0.0592915,
0.8181,-0.000213278,17.1815,0.00850646,5.0944e-05,0.000218395,-9.37244e-06,0.24652,-0.000213278,17.1815,0.00850646,5.0944e-05,0.000218395,-9.37244e-06,0.24652,-0.000213278,17.1815,0.00850646,5.0944e-05,0.000218395,-9.37244e-06,0.24652,-0.000213278,17.1815,0.00850646,5.0944e-05,0.000218395,-9.37244e-06,0.24652,-0.000213278,17.1815,0.00850646,5.0944e-05,0.000218395,-9.37244e-06,0.24652,-0.728425,17.1639,0.0153747,0.00630937,0.014051,-2.35193,0.0592915,0.753107,17.1594,0.0109616,0.00620495,0.0139416,-2.35193,0.0592915,0.00845188,16.64,-0.512834,0.0172551,0.00520254,-0.788872,0.0592915,0.0166469,17.6832,0.539158,0.0150967,0.0073456,-0.788905,0.0592915,0.0242696,16.6399,0.538748,-1.57376,-0.00365249,-0.0030976,0.0592915,0.000718631,17.6834,-0.512414,-1.57392,-0.00286668,-0.00293933,0.0592915,
0.8282,-0.000214283,16.366,0.00850693,5.10535e-05,0.000227077,-3.14483e-06,0.24652,-0.000214283,16.366,0.00850693,5.10535e-05,0.000227077,-3.14483e-06,0.24652,-0.000214283,16.366,0.00850693,5.10535e-05,0.000227077,-3.14483e-06,0.24652,-0.000214283,16.366,0.00850693,5.10535e-05,0.000227077,-3.14483e-06,0.24652,-0.000214283,16.366,0.00850693,5.10535e-05,0.000227077,-3.14483e-06,0.24652,-0.728424,16.3484,0.0153707,0.00524118,0.0129895,-2.35194,0.0592915,0.753105,16.3438,0.010965,0.00531626,0.0130593,-2.35194,0.0592915,0.00845342,15.8245,-0.512832,0.0171676,0.00529502,-0.788873,0.0592915,0.0166494,16.8677,0.539157,0.0147226,0.0077227,-0.788909,0.0592915,0.0242726,15.8243,0.538746,-1.57376,-0.00314098,-0.00309987,0.0592915,0.00071582,16.8679,-0.512415,-1.57392,-0.00293792,-0.00294066,0.0592915,
0.8383,-0.000209619,15.5405,0.00850772,4.66913e-05,0.000236206,-1.85352e-06,0.24652,-0.000209619,15.5405,0.00850772,4.66913e-05,0.000236206,-1.85352e-06,0.24652,-0.000209619,15.5405,0.00850772,4.66913e-05,0.000236206,-1.85352e-06,0.24652,-0.000209619,15.5405,0.00850772,4.66913e-05,0.000236206,-1.85352e-06,0.24652,-0.000209619,15.5405,0.00850772,4.66913e-05,0.000236206,-1.85352e-06,0.24652,-0.72842,15.5228,0.0153675,0.00481621,0.0125649,-2.35195,0.0592915,0.753111,15.5183,0.010968,0.00495926,0.0127038,-2.35195,0.0592915,0.00843686,14.999,-0.512832,0.0145762,0.0078706,-0.788891,0.0592915,0.0166346,16.0421,0.539158,0.0166216,0.00583938,-0.788897,0.0592915,0.0242756,14.9988,0.538744,-1.57376,-0.00223842,-0.00309714,0.0592915,0.000716326,16.0423,-0.512417,-1.57391,-0.00325101,-0.00294209,0.0592915,
0.8484,-0.000208395,14.7049,0.00850749,4.58582e-05,0.000228761,-7.99601e-06,0.24652,-0.000208395,14.7049,0.00850749,4.58582e-05,0.000228761,-7.99601e-06,0.24652,-0.000208395,14.7049,0.00850749,4.58582e-05,0.000228761,-7.99601e-06,0.24652,-0.000208395,14.7049,0.00850749,4.58582e-05,0.000228761,-7.99601e-06,0.24652,-0.000208395,14.7049,0.00850749,4.58582e-05,0.000228761,-7.99601e-06,0.24652,-0.728421,14.6873,0.0153711,0.00585376,0.0135952,-2.35193,0.0592915,0.753112,14.6827,0.0109649,0.00580045,0.0135395,-2.35193,0.0592915,0.00843434,14.1634,-0.512833,0.014466,0.00797459,-0.788891,0.0592915,0.0166311,15.2066,0.539159,0.0171438,0.00531543,-0.788893,0.0592915,0.0242729,14.1632,0.538745,-1.57376,-0.00269266,-0.00309478,0.0592915,0.000719224,15.2068,-0.512417,-1.57392,-0.00320901,-0.00294071,0.0592915,
0.8585,-0.000212843,13.8593,0.0085065,4.98889e-05,0.000219068,-9.51991e-06,0.24652,-0.000212843,13.8593,0.0085065,4.98889e-05,0.000219068,-9.51991e-06,0.24652,-0.000212843,13.8593,0.0085065,4.98889e-05,0.000219068,-9.51991e-06,0.24652,-0.000212843,13.8593,0.0085065,4.98889e-05,0.000219068,-9.51991e-06,0.24652,-0.000212843,13.8593,0.0085065,4.98889e-05,0.000219068,-9.51991e-06,0.24652,-0.728424,13.8417,0.0153747,0.00635335,0.0140945,-2.35193,0.0592915,0.753107,13.8372,0.0109616,0.00626845,0.0140045,-2.35193,0.0592915,0.00845045,13.3178,-0.512834,0.0170445,0.00541136,-0.788873,0.0592915,0.0166454,14.361,0.539158,0.0152812,0.00716205,-0.788904,0.0592915,0.0242696,13.3177,0.538748,-1.57376,-0.00361945,-0.0030971,0.0592915,0.000718933,14.3612,-0.512415,-1.57392,-0.00289003,-0.00293924,0.0592915,
