time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_5BlTDB).X,6_rod(payload_bars compound_5BlTDB).Y,6_rod(payload_bars compound_5BlTDB).Z,6_rod(payload_bars compound_5BlTDB).Euler1,6_rod(payload_bars compound_5BlTDB).Euler2,6_rod(payload_bars compound_5BlTDB).Euler3,6_rod(payload_bars compound_5BlTDB).mass,7_rod(payload_bars compound_5BlTDB).X,7_rod(payload_bars compound_5BlTDB).Y,7_rod(payload_bars compound_5BlTDB).Z,7_rod(payload_bars compound_5BlTDB).Euler1,7_rod(payload_bars compound_5BlTDB).Euler2,7_rod(payload_bars compound_5BlTDB).Euler3,7_rod(payload_bars compound_5BlTDB).mass,8_rod(payload_bars compound_5BlTDB).X,8_rod(payload_bars compound_5BlTDB).Y,8_rod(payload_bars compound_5BlTDB).Z,8_rod(payload_bars compound_5BlTDB).Euler1,8_rod(payload_bars compound_5BlTDB).Euler2,8_rod(payload_bars compound_5BlTDB).Euler3,8_rod(payload_bars compound_5BlTDB).mass,9_rod(payload_bars compound_5BlTDB).X,9_rod(payload_bars compound_5BlTDB).Y,9_rod(payload_bars compound_5BlTDB).Z,9_rod(payload_bars compound_5BlTDB).Euler1,9_rod(payload_bars compound_5BlTDB).Euler2,9_rod(payload_bars compound_5BlTDB).Euler3,9_rod(payload_bars compound_5BlTDB).mass,10_rod(payload_bars compound_5BlTDB).X,10_rod(payload_bars compound_5BlTDB).Y,10_rod(payload_bars compound_5BlTDB).Z,10_rod(payload_bars compound_5BlTDB).Euler1,10_rod(payload_bars compound_5BlTDB).Euler2,10_rod(payload_bars compound_5BlTDB).Euler3,10_rod(payload_bars compound_5BlTDB).mass,
1.3837,1.46216,48.6694,26.3053,2.22241,1.18218,2.61517,0.199491,-1.47475,50.9926,19.8177,2.54929,0.915051,2.84494,0.199491,-0.472242,50.8204,22.6574,2.57792,1.02463,-1.80542,0.199491,-2.04425,47.6061,21.794,2.53331,1.01091,-1.92567,0.199491,-2.68049,49.2914,22.9542,1.90124,-0.456432,-1.28329,0.199645,1.01746,48.289,21.7412,1.97617,-0.47763,-1.33781,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.3938,1.49073,48.2439,26.4186,2.24276,1.14879,2.65198,0.199491,-1.48084,50.6609,20.0209,2.51411,0.934176,2.82979,0.199491,-0.458022,50.4403,22.8291,2.48798,0.996755,-1.86687,0.199491,-2.08116,47.2865,21.9639,2.51532,0.993147,-1.92872,0.199491,-2.67149,48.9544,23.147,1.92028,-0.479314,-1.29095,0.199645,0.971672,47.9101,21.8765,1.95543,-0.491851,-1.32746,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4039,1.51834,47.8078,26.5323,2.29284,1.08158,2.71457,0.199491,-1.48748,50.3185,20.2235,2.4712,0.964993,2.80845,0.199491,-0.444094,50.0506,23.001,2.40123,0.965946,-1.92381,0.199491,-2.11732,46.9581,22.1339,2.49376,0.974558,-1.93373,0.199491,-2.66259,48.6065,23.3407,1.96007,-0.506888,-1.30971,0.199645,0.927033,47.5213,22.0107,1.94021,-0.507223,-1.31942,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.414,1.54478,47.3607,26.6461,2.35198,0.979006,2.78209,0.199491,-1.49447,49.9667,20.4262,2.42961,0.991355,2.78826,0.199491,-0.429596,49.6521,23.172,2.33332,0.936283,-1.96367,0.199491,-2.15326,46.6193,22.3051,2.47198,0.955775,-1.93816,0.199491,-2.65304,48.248,23.5334,1.99009,-0.531541,-1.32528,0.199645,0.882485,47.1231,22.1455,1.92787,-0.523324,-1.31265,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4241,1.57171,46.9022,26.7596,2.39764,0.861766,2.83364,0.199491,-1.50094,49.6048,20.628,2.40542,0.990434,2.78293,0.199491,-0.415518,49.2439,23.343,2.30959,0.916467,-1.96675,0.199491,-2.18957,46.2703,22.4772,2.45394,0.937887,-1.93916,0.199491,-2.64417,47.8795,23.7257,1.98284,-0.548011,-1.32278,0.199645,0.83839,46.716,22.2811,1.90885,-0.537821,-1.30231,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4342,1.59838,46.4324,26.873,2.42498,0.752384,2.86699,0.199491,-1.50742,49.2335,20.8297,2.40847,0.948365,2.80046,0.199491,-0.401247,48.8264,23.5136,2.33633,0.909093,-1.92985,0.199491,-2.22616,45.9105,22.6504,2.44285,0.921674,-1.93404,0.199491,-2.63561,47.5009,23.9167,1.91365,-0.550397,-1.28751,0.199645,0.794944,46.2998,22.4174,1.88336,-0.550651,-1.28833,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4443,1.62405,45.9513,26.9873,2.43337,0.675151,2.88474,0.199491,-1.51496,48.8526,21.0309,2.42512,0.877238,2.8282,0.199491,-0.386543,48.3999,23.6838,2.39382,0.906959,-1.8695,0.199491,-2.26213,45.5412,22.8246,2.43875,0.907075,-1.92264,0.199491,-2.62699,47.1118,24.1069,1.81099,-0.541156,-1.23387,0.199645,0.752475,45.8735,22.5535,1.86041,-0.563961,-1.27524,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4544,1.64857,45.4589,27.1034,2.42198,0.652403,2.88942,0.199491,-1.52342,48.4622,21.2319,2.43368,0.81292,2.84855,0.199491,-0.37146,47.9647,23.853,2.45303,0.902343,-1.80887,0.199491,-2.29811,45.1618,22.9995,2.43769,0.893086,-1.90822,0.199491,-2.61806,46.7124,24.2964,1.74322,-0.538765,-1.19763,0.199645,0.711371,45.4371,22.6889,1.84029,-0.578171,-1.26311,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4645,1.67305,44.9552,27.2213,2.38869,0.697789,2.88067,0.199491,-1.53193,48.0624,21.4326,2.42151,0.791414,2.85349,0.199491,-0.35677,47.5199,24.0214,2.47074,0.889904,-1.78149,0.199491,-2.33485,44.7717,23.1749,2.43282,0.878242,-1.89656,0.199491,-2.60947,46.3037,24.4847,1.74677,-0.5594,-1.1978,0.199645,0.671868,44.9909,22.8244,1.81322,-0.590744,-1.24647,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4746,1.69764,44.44,27.3399,2.3365,0.790903,2.85828,0.199491,-1.54054,47.6534,21.6323,2.39237,0.810055,2.84665,0.199491,-0.341924,47.0653,24.1893,2.43769,0.870356,-1.79348,0.199491,-2.37216,44.3709,23.3514,2.41846,0.861447,-1.89196,0.199491,-2.60152,45.8857,24.6719,1.79262,-0.59366,-1.22169,0.199645,0.633396,44.5352,22.9607,1.78189,-0.601971,-1.2268,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4847,1.721,43.9135,27.4588,2.27775,0.884229,2.82853,0.199491,-1.55038,47.2355,21.8314,2.35651,0.843949,2.83506,0.199491,-0.325826,46.6017,24.3573,2.37919,0.846462,-1.82435,0.199491,-2.40897,43.9598,23.5293,2.39411,0.842529,-1.8938,0.199491,-2.59355,45.4571,24.8581,1.82289,-0.622367,-1.2387,0.199645,0.595636,44.0694,23.0968,1.75728,-0.614708,-1.21065,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.4948,1.7435,43.3756,27.5778,2.22994,0.94401,2.80512,0.199491,-1.56098,46.8085,22.0304,2.32823,0.86202,2.8292,0.199491,-0.308838,46.1294,24.5252,2.31427,0.820198,-1.85879,0.199491,-2.44554,43.5383,23.7083,2.36815,0.82333,-1.89571,0.199491,-2.58594,45.0183,25.0437,1.79615,-0.634678,-1.22307,0.199645,0.558698,43.5935,23.2324,1.73835,-0.628913,-1.19758,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5049,1.76677,42.8256,27.6966,2.20491,0.963286,2.79918,0.199491,-1.57084,46.3719,22.2289,2.31938,0.840846,2.83832,0.199491,-0.291946,45.6479,24.6924,2.26321,0.795729,-1.88148,0.199491,-2.483,43.106,23.8882,2.34948,0.806057,-1.89207,0.199491,-2.57963,44.5704,25.2295,1.72588,-0.632921,-1.18128,0.199645,0.522548,43.1084,23.3685,1.71414,-0.641366,-1.18102,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.515,1.79006,42.2644,27.8155,2.20711,0.939124,2.81523,0.199491,-1.58049,45.9258,22.4269,2.3221,0.792214,2.85591,0.199491,-0.275187,45.1567,24.8589,2.23586,0.776273,-1.88636,0.199491,-2.52088,42.663,24.0688,2.33846,0.790729,-1.88259,0.199491,-2.57371,44.1131,25.4154,1.64125,-0.623203,-1.13053,0.199645,0.487129,42.6137,23.5047,1.68379,-0.651529,-1.16035,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5251,1.81186,41.6925,27.9349,2.2248,0.882219,2.84318,0.199491,-1.59073,45.4704,22.6251,2.32488,0.738986,2.87301,0.199491,-0.257917,44.6562,25.0253,2.21964,0.759453,-1.88333,0.199491,-2.55812,42.2096,24.2502,2.33128,0.776265,-1.86969,0.199491,-2.56727,43.6454,25.6012,1.56789,-0.61416,-1.08601,0.199645,0.452097,42.1089,23.6398,1.65648,-0.662374,-1.14119,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5352,1.83268,41.11,28.054,2.24233,0.815096,2.86971,0.199491,-1.60096,45.0051,22.823,2.32556,0.686595,2.88815,0.199491,-0.240162,44.1462,25.1918,2.20696,0.743659,-1.87764,0.199491,-2.59482,41.7462,24.4325,2.32462,0.761992,-1.85619,0.199491,-2.56103,43.1676,25.7871,1.50444,-0.606572,-1.04684,0.199645,0.417222,41.5944,23.7743,1.63151,-0.673753,-1.12313,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5453,1.85277,40.5169,28.1724,2.2562,0.746241,2.89221,0.199491,-1.61074,44.5299,23.0207,2.32409,0.635573,2.90141,0.199491,-0.222107,43.6265,25.3581,2.19925,0.729173,-1.8684,0.199491,-2.63127,41.2724,24.6151,2.31764,0.747828,-1.84269,0.199491,-2.55529,42.6799,25.9733,1.44588,-0.59898,-1.0101,0.199645,0.382562,41.0702,23.9092,1.60459,-0.684145,-1.10353,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5554,1.8715,39.9136,28.2904,2.26754,0.674039,2.9117,0.199491,-1.62046,44.045,23.2187,2.31948,0.591305,2.91248,0.199491,-0.203524,43.0968,25.5243,2.19713,0.716057,-1.85555,0.199491,-2.66752,40.788,24.7988,2.30956,0.733476,-1.82963,0.199491,-2.54928,42.1824,26.1592,1.40466,-0.598825,-0.982745,0.199645,0.34822,40.5363,24.0436,1.57736,-0.694057,-1.0835,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5655,1.88899,39.2998,28.4081,2.27542,0.603954,2.92779,0.199491,-1.62969,43.5508,23.4164,2.31088,0.559687,2.92132,0.199491,-0.184457,42.5574,25.6902,2.2006,0.704145,-1.83926,0.199491,-2.70354,40.2928,24.984,2.29961,0.718802,-1.81762,0.199491,-2.54312,41.6748,26.3446,1.38631,-0.610893,-0.967965,0.199645,0.313761,39.9927,24.1779,1.54945,-0.703272,-1.06281,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5756,1.90559,38.6751,28.525,2.27892,0.543607,2.94041,0.199491,-1.63823,43.0472,23.6134,2.29866,0.542091,2.92846,0.199491,-0.165099,42.0081,25.8558,2.2086,0.693074,-1.82023,0.199491,-2.73926,39.7873,25.1708,2.28734,0.70383,-1.80721,0.199491,-2.53736,41.1575,26.5296,1.38456,-0.632583,-0.962774,0.199645,0.279304,39.4394,24.3128,1.52062,-0.711789,-1.0412,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5857,1.9209,38.04,28.6415,2.27872,0.494227,2.95051,0.199491,-1.6464,42.5343,23.8102,2.28336,0.537986,2.93426,0.199491,-0.145314,41.4487,26.021,2.21981,0.682406,-1.79951,0.199491,-2.77459,39.271,25.3591,2.27287,0.688547,-1.798,0.199491,-2.53148,40.6304,26.7141,1.40021,-0.664137,-0.968508,0.199645,0.244831,38.8763,24.4475,1.49125,-0.719626,-1.01901,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.5958,1.93473,37.395,28.7579,2.27548,0.455975,2.95886,0.199491,-1.65441,42.0119,24.0072,2.26571,0.545022,2.93907,0.199491,-0.125138,40.8792,26.1857,2.23314,0.671771,-1.778,0.199491,-2.80954,38.7439,25.5486,2.25699,0.673137,-1.78918,0.199491,-2.52515,40.0934,26.8985,1.42845,-0.702,-0.983375,0.199645,0.21046,38.3035,24.5819,1.46104,-0.726621,-0.996042,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6059,1.94727,36.7397,28.8742,2.26911,0.431995,2.9657,0.199491,-1.66206,41.4802,24.204,2.24612,0.562669,2.94309,0.199491,-0.104631,40.2997,26.3499,2.2467,0.660818,-1.75685,0.199491,-2.84412,38.2061,25.7393,2.24004,0.657688,-1.78071,0.199491,-2.51857,39.5466,27.0826,1.46041,-0.740647,-1.00246,0.199645,0.176067,37.7208,24.7159,1.43009,-0.732797,-0.972336,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.616,1.95833,36.074,28.9903,2.25849,0.430508,2.97078,0.199491,-1.669,40.9395,24.4005,2.22443,0.593106,2.94621,0.199491,-0.0839883,39.7101,26.5132,2.25834,0.64919,-1.7375,0.199491,-2.87831,37.6574,25.9318,2.22268,0.642265,-1.77226,0.199491,-2.51144,38.9897,27.2664,1.48213,-0.773485,-1.01625,0.199645,0.141362,37.1284,24.85,1.39786,-0.73783,-0.947526,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6261,1.96788,35.3979,29.1062,2.24326,0.455229,2.97401,0.199491,-1.67537,40.3896,24.5971,2.2016,0.632163,2.94862,0.199491,-0.0627616,39.1109,26.6751,2.26418,0.636551,-1.72211,0.199491,-2.91218,37.0976,26.1262,2.20628,0.627103,-1.76315,0.199491,-2.50381,38.4228,27.4495,1.4766,-0.793898,-1.01181,0.199645,0.106201,36.5262,24.9843,1.36415,-0.741532,-0.921534,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6362,1.97649,34.7116,29.221,2.22392,0.503627,2.97546,0.199491,-1.68094,39.8289,24.795,2.18037,0.668149,2.95158,0.199491,-0.0399726,38.5035,26.8351,2.2582,0.622273,-1.71407,0.199491,-2.94653,36.5274,26.3208,2.19395,0.613068,-1.75158,0.199491,-2.49672,37.8459,27.6327,1.43241,-0.796812,-0.979662,0.199645,0.070635,35.9138,25.1197,1.32918,-0.743998,-0.894402,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6463,1.97437,34.0275,29.3338,2.18835,0.609985,2.9708,0.199491,-1.6859,39.2584,24.9896,2.16675,0.68012,2.95794,0.199491,-0.0107583,37.8866,26.9971,2.24266,0.605579,-1.71124,0.199491,-2.97392,35.9381,26.5128,2.18626,0.5982,-1.73899,0.199491,-2.48641,37.2553,27.823,1.33215,-0.769276,-0.905842,0.199645,0.0285796,35.2911,25.2543,1.29718,-0.746947,-0.871042,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6564,1.96914,33.3327,29.4393,2.14625,0.736757,2.96025,0.199491,-1.68909,38.6778,25.1775,2.16991,0.626267,2.97462,0.199491,0.0228281,37.2596,27.163,2.20702,0.587253,-1.71851,0.199491,-3.00248,35.3387,26.7062,2.18679,0.584423,-1.72474,0.199491,-2.47144,36.649,28.0197,1.21894,-0.721481,-0.825276,0.199645,-0.0200003,34.6649,25.3912,1.26431,-0.747221,-0.848199,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6665,1.96662,32.6313,29.5444,2.1131,0.818943,2.95314,0.199491,-1.68618,38.0812,25.3643,2.17641,0.52878,2.99269,0.199491,0.0491918,36.6219,27.328,2.13713,0.564036,-1.74059,0.199491,-3.03387,34.7271,26.8949,2.1891,0.570639,-1.71146,0.199491,-2.45884,36.0382,28.2261,1.13932,-0.686382,-0.769845,0.199645,-0.0649612,34.0289,25.5254,1.22686,-0.745088,-0.82055,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6766,1.96358,31.9229,29.651,2.11315,0.780767,2.96973,0.199491,-1.6827,37.4747,25.5516,2.17355,0.46072,3.00497,0.199491,0.076783,35.9688,27.4904,2.08746,0.5428,-1.75092,0.199491,-3.07191,34.1048,27.0838,2.18799,0.556704,-1.69943,0.199491,-2.44017,35.4127,28.432,1.15227,-0.721445,-0.77424,0.199645,-0.110632,33.3907,25.6604,1.19348,-0.74368,-0.796301,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6867,1.95394,31.2082,29.7568,2.13266,0.631631,2.99913,0.199491,-1.67839,36.8599,25.7419,2.16192,0.451476,3.01343,0.199491,0.104642,35.3076,27.6535,2.06432,0.526214,-1.74674,0.199491,-3.10535,33.4665,27.277,2.16632,0.539168,-1.69867,0.199491,-2.41978,34.7798,28.6308,1.22275,-0.796542,-0.819373,0.199645,-0.157111,32.7383,25.7953,1.16765,-0.748119,-0.777075,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.6968,1.94532,30.4815,29.8609,2.14666,0.453558,3.02186,0.199491,-1.67544,36.2342,25.9295,2.14275,0.501814,3.01806,0.199491,0.133566,34.6351,27.8161,2.07265,0.514335,-1.72686,0.199491,-3.1367,32.8238,27.4678,2.13221,0.521238,-1.7037,0.199491,-2.40098,34.1338,28.8351,1.2481,-0.836326,-0.835918,0.199645,-0.204818,32.0775,25.9322,1.14698,-0.755873,-0.76143,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7069,1.93373,29.7462,29.9644,2.14762,0.319099,3.036,0.199491,-1.67154,35.598,26.1184,2.1234,0.565947,3.02224,0.199491,0.162408,33.9541,27.9796,2.11301,0.505857,-1.692,0.199491,-3.16546,32.1698,27.6598,2.10391,0.503818,-1.70491,0.199491,-2.38023,33.476,29.0367,1.14379,-0.79073,-0.757553,0.199645,-0.254983,31.4075,26.0689,1.12295,-0.76041,-0.743833,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.717,1.92094,29.0039,30.0669,2.13389,0.294594,3.04514,0.199491,-1.66715,34.9504,26.3085,2.11347,0.563892,3.03109,0.199491,0.189574,33.261,28.1418,2.16524,0.496449,-1.65254,0.199491,-3.19397,31.5062,27.8507,2.09685,0.488945,-1.6958,0.199491,-2.3576,32.808,29.2387,1.00942,-0.701532,-0.661958,0.199645,-0.304862,30.7277,26.2074,1.08718,-0.755781,-0.717825,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7271,1.9053,28.2538,30.1688,2.10794,0.410101,3.05002,0.199491,-1.65974,34.2907,26.4981,2.11372,0.47021,3.04536,0.199491,0.214447,32.5561,28.3024,2.16603,0.481653,-1.63776,0.199491,-3.22174,30.8331,28.0421,2.10994,0.475924,-1.67774,0.199491,-2.33292,32.1272,29.4429,0.982397,-0.701754,-0.639978,0.199645,-0.355431,30.042,26.3457,1.04748,-0.746196,-0.689091,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7372,1.88724,27.4967,30.268,2.07793,0.574719,3.05192,0.199491,-1.65074,33.6181,26.689,2.11087,0.386256,3.05745,0.199491,0.239178,31.8407,28.4622,2.11303,0.463603,-1.64712,0.199491,-3.2482,30.1508,28.234,2.11768,0.46211,-1.66325,0.199491,-2.30723,31.435,29.6452,1.05246,-0.794723,-0.683987,0.199645,-0.407347,29.347,26.4877,1.0188,-0.745717,-0.667727,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7473,1.86511,26.7337,30.3661,2.05964,0.63952,3.05901,0.199491,-1.64147,32.9348,26.8804,2.09771,0.408268,3.06533,0.199491,0.262243,31.1124,28.6215,2.0528,0.444964,-1.65846,0.199491,-3.26978,29.459,28.4263,2.0968,0.445599,-1.66106,0.199491,-2.27968,30.7298,29.8469,1.05105,-0.820371,-0.680345,0.199645,-0.46054,28.6441,26.6313,0.999865,-0.753374,-0.653476,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7574,1.84123,25.9633,30.4638,2.05658,0.543672,3.07523,0.199491,-1.63003,32.2373,27.0735,2.08049,0.491378,3.07129,0.199491,0.281948,30.3742,28.7803,2.04884,0.43064,-1.64454,0.199491,-3.28888,28.7593,28.6173,2.05833,0.427584,-1.66596,0.199491,-2.25,30.012,30.0481,0.929945,-0.730118,-0.592498,0.199645,-0.5154,27.9332,26.7756,0.97265,-0.753539,-0.633204,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7675,1.81449,25.1858,30.5591,2.05597,0.351029,3.09157,0.199491,-1.61669,31.527,27.2667,2.07142,0.482994,3.08094,0.199491,0.299184,29.6249,28.9377,2.09176,0.418393,-1.61145,0.199491,-3.30497,28.0515,28.8088,2.04393,0.411797,-1.66079,0.199491,-2.21933,29.2814,30.2492,0.873368,-0.692072,-0.55181,0.199645,-0.570819,27.2141,26.9234,0.933919,-0.74158,-0.604906,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7776,1.78458,24.403,30.6526,2.04761,0.213637,3.10396,0.199491,-1.60212,30.8043,27.461,2.0674,0.376833,3.09279,0.199491,0.314452,28.8621,29.0951,2.11325,0.403799,-1.58812,0.199491,-3.31747,27.3334,29.0013,2.05967,0.398169,-1.64362,0.199491,-2.18753,28.54,30.4468,0.918048,-0.774715,-0.577768,0.199645,-0.627066,26.4872,27.0742,0.903196,-0.73584,-0.582609,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7877,1.75334,23.6131,30.7459,2.03238,0.218975,3.11496,0.199491,-1.58555,30.0681,27.6569,2.05923,0.306696,3.10275,0.199491,0.325521,28.0889,29.2512,2.07349,0.387754,-1.5887,0.199491,-3.32887,26.607,29.1928,2.06785,0.383506,-1.62984,0.199491,-2.1531,27.7861,30.6434,0.932122,-0.818459,-0.585613,0.199645,-0.68351,25.7522,27.227,0.883847,-0.743538,-0.567443,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.7978,1.72001,22.8145,30.8387,2.01557,0.34276,3.12576,0.199491,-1.56783,29.319,27.8531,2.04683,0.343058,3.11143,0.199491,0.334002,27.3059,29.407,2.0126,0.371549,-1.59574,0.199491,-3.33577,25.8727,29.3843,2.04787,0.367129,-1.62674,0.199491,-2.11865,27.0195,30.8396,0.846259,-0.749515,-0.522682,0.199645,-0.740959,25.0092,27.3806,0.858932,-0.744938,-0.548422,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
