time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_5BlTDB).X,6_rod(payload_bars compound_5BlTDB).Y,6_rod(payload_bars compound_5BlTDB).Z,6_rod(payload_bars compound_5BlTDB).Euler1,6_rod(payload_bars compound_5BlTDB).Euler2,6_rod(payload_bars compound_5BlTDB).Euler3,6_rod(payload_bars compound_5BlTDB).mass,7_rod(payload_bars compound_5BlTDB).X,7_rod(payload_bars compound_5BlTDB).Y,7_rod(payload_bars compound_5BlTDB).Z,7_rod(payload_bars compound_5BlTDB).Euler1,7_rod(payload_bars compound_5BlTDB).Euler2,7_rod(payload_bars compound_5BlTDB).Euler3,7_rod(payload_bars compound_5BlTDB).mass,8_rod(payload_bars compound_5BlTDB).X,8_rod(payload_bars compound_5BlTDB).Y,8_rod(payload_bars compound_5BlTDB).Z,8_rod(payload_bars compound_5BlTDB).Euler1,8_rod(payload_bars compound_5BlTDB).Euler2,8_rod(payload_bars compound_5BlTDB).Euler3,8_rod(payload_bars compound_5BlTDB).mass,9_rod(payload_bars compound_5BlTDB).X,9_rod(payload_bars compound_5BlTDB).Y,9_rod(payload_bars compound_5BlTDB).Z,9_rod(payload_bars compound_5BlTDB).Euler1,9_rod(payload_bars compound_5BlTDB).Euler2,9_rod(payload_bars compound_5BlTDB).Euler3,9_rod(payload_bars compound_5BlTDB).mass,10_rod(payload_bars compound_5BlTDB).X,10_rod(payload_bars compound_5BlTDB).Y,10_rod(payload_bars compound_5BlTDB).Z,10_rod(payload_bars compound_5BlTDB).Euler1,10_rod(payload_bars compound_5BlTDB).Euler2,10_rod(payload_bars compound_5BlTDB).Euler3,10_rod(payload_bars compound_5BlTDB).mass,
1.8079,1.68354,22.0084,30.9306,2.00171,0.478853,3.13746,0.199491,-1.55048,28.5596,28.0496,2.03508,0.405121,3.12041,0.199491,0.342485,26.5115,29.5623,1.98033,0.356321,-1.59143,0.199491,-3.33828,25.129,29.5765,2.01763,0.350327,-1.62645,0.199491,-2.08455,26.241,31.0328,0.76824,-0.672762,-0.46784,0.199645,-0.798923,24.2566,27.5378,0.824071,-0.733245,-0.522869,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.818,1.6455,21.195,31.0227,1.99133,0.525689,-3.13242,0.199491,-1.53152,27.7879,28.2478,2.02533,0.402022,3.13032,0.199491,0.34876,25.7063,29.7171,2.00443,0.341758,-1.5677,0.199491,-3.34013,24.3754,29.7693,1.99654,0.334172,-1.62185,0.199491,-2.04923,25.4512,31.2235,0.756068,-0.68861,-0.455884,0.199645,-0.856606,23.4954,27.6954,0.789955,-0.720821,-0.497901,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8281,1.60739,20.3718,31.1135,1.98059,0.466077,-3.11928,0.199491,-1.51112,27.004,28.4452,2.01524,0.328904,3.14037,0.199491,0.351523,24.8905,29.8715,2.05082,0.325533,-1.53725,0.199491,-3.34178,23.6126,29.9625,1.9918,0.319026,-1.61229,0.199491,-2.01342,24.652,31.4136,0.777316,-0.756178,-0.466589,0.199645,-0.912853,22.7255,27.8555,0.763394,-0.718241,-0.477655,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8382,1.5679,19.5393,31.2042,1.96597,0.3362,-3.10756,0.199491,-1.49027,26.209,28.6428,2.00375,0.242997,-3.133,0.199491,0.353375,24.0652,30.0253,2.07789,0.308228,-1.51437,0.199491,-3.34207,22.8403,30.1562,1.99959,0.304274,-1.59878,0.199491,-1.97759,23.8416,31.6028,0.782967,-0.799425,-0.468396,0.199645,-0.968614,21.9462,28.0168,0.74115,-0.721956,-0.460146,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8483,1.52621,18.698,31.2954,1.94735,0.185306,-3.09648,0.199491,-1.46948,25.4038,28.8414,1.99174,0.190588,-3.1231,0.199491,0.356072,23.2302,30.1791,2.07495,0.291881,-1.5015,0.199491,-3.34,22.0581,30.3503,2.00874,0.289221,-1.58438,0.199491,-1.94231,23.0193,31.7899,0.743405,-0.778822,-0.438338,0.199645,-1.02477,21.1572,28.1783,0.718093,-0.72403,-0.442294,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8584,1.48308,17.8467,31.3854,1.92754,0.0656351,-3.08482,0.199491,-1.44858,24.5888,29.039,1.98038,0.187733,-3.11277,0.199491,0.358525,22.3848,30.3325,2.03928,0.277915,-1.49748,0.199491,-3.3361,21.2656,30.5454,2.00937,0.273931,-1.57295,0.199491,-1.90818,22.1871,31.976,0.681137,-0.715702,-0.393158,0.199645,-1.08004,20.3587,28.3422,0.68974,-0.71705,-0.421001,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8685,1.43914,16.9857,31.476,1.90894,-0.00164987,-3.07237,0.199491,-1.42734,23.7636,29.2366,1.97061,0.226035,-3.10189,0.199491,0.359776,21.5294,30.4854,1.97893,0.266148,-1.49916,0.199491,-3.33173,20.4629,30.7408,1.99776,0.258576,-1.56458,0.199491,-1.87374,21.3444,32.1612,0.624358,-0.647546,-0.353456,0.199645,-1.13443,19.5507,28.5067,0.657951,-0.703042,-0.397425,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8786,1.3945,16.1155,31.5685,1.89345,-0.0120029,-3.05946,0.199491,-1.40583,22.928,29.4353,1.96244,0.27686,-3.09041,0.199491,0.360193,20.6642,30.6379,1.91584,0.255079,-1.50044,0.199491,-3.32706,19.6499,30.9363,1.97469,0.243324,-1.55809,0.199491,-1.8386,20.4908,32.3446,0.589568,-0.616344,-0.328191,0.199645,-1.18854,18.7331,28.6703,0.626747,-0.688496,-0.37421,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8887,1.34927,15.2346,31.6612,1.88317,0.0308228,-3.04627,0.199491,-1.38378,22.0816,29.6335,1.95447,0.307743,-3.07855,0.199491,0.35995,19.7901,30.7899,1.8688,0.243617,-1.49625,0.199491,-3.32213,18.8272,31.1323,1.94566,0.228496,-1.5527,0.199491,-1.80381,19.6272,32.5274,0.572026,-0.624147,-0.313233,0.199645,-1.24186,17.9057,28.8348,0.598268,-0.678326,-0.352514,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.8988,1.30317,14.3432,31.7537,1.87868,0.111429,-3.03231,0.199491,-1.36135,21.2248,29.8309,1.94483,0.304739,-3.06692,0.199491,0.359206,18.9066,30.9415,1.8456,0.231019,-1.48543,0.199491,-3.31675,17.9944,31.3291,1.91807,0.214067,-1.54649,0.199491,-1.76944,18.7538,32.7097,0.56398,-0.657569,-0.304066,0.199645,-1.29421,17.0687,29.0003,0.572349,-0.672703,-0.332367,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9089,1.25582,13.4428,31.8475,1.87839,0.204528,-3.01692,0.199491,-1.33895,20.3588,30.0291,1.93296,0.275377,-3.05575,0.199491,0.3587,18.0125,31.0928,1.8415,0.216917,-1.47036,0.199491,-3.31056,17.1504,31.5262,1.89654,0.199807,-1.5377,0.199491,-1.73521,17.87,32.8899,0.558263,-0.700159,-0.296579,0.199645,-1.34619,16.2218,29.1658,0.547632,-0.668486,-0.313239,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.919,1.20713,12.533,31.9418,1.88065,0.291362,-3,0.199491,-1.31644,19.4833,30.2275,1.91863,0.225236,-3.04491,0.199491,0.358626,17.1083,31.2437,1.85172,0.20106,-1.45265,0.199491,-3.30361,16.2954,31.7239,1.88326,0.18556,-1.52645,0.199491,-1.70142,16.9758,33.069,0.547262,-0.732634,-0.286102,0.199645,-1.39769,15.3651,29.3316,0.523555,-0.664705,-0.294715,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9291,1.15724,11.6129,32.0357,1.88312,0.357132,-2.98233,0.199491,-1.29354,18.5978,30.4254,1.9017,0.159526,-3.03406,0.199491,0.358699,16.1947,31.3942,1.87564,0.182857,-1.43282,0.199491,-3.29636,15.43,31.9223,1.87954,0.171061,-1.51339,0.199491,-1.66823,16.0717,33.2476,0.526044,-0.741253,-0.269114,0.199645,-1.44823,14.4986,29.4985,0.499204,-0.659469,-0.276053,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9392,1.10639,10.6826,32.1294,1.88064,0.381005,-2.96618,0.199491,-1.27015,17.7019,30.6231,1.88353,0.0946445,-3.02273,0.199491,0.358568,15.2719,31.5445,1.90727,0.162435,-1.4127,0.199491,-3.28914,14.5543,32.1212,1.88495,0.155939,-1.49879,0.199491,-1.6352,15.1576,33.4261,0.491001,-0.709883,-0.243155,0.199645,-1.49791,13.6222,29.6656,0.47396,-0.650943,-0.256809,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9493,1.05466,9.74169,32.2233,1.86912,0.354738,-2.95341,0.199491,-1.2464,16.7957,30.8207,1.867,0.0521767,-3.01069,0.199491,0.358054,14.3401,31.6946,1.93329,0.141718,-1.39472,0.199491,-3.2816,13.6687,32.3204,1.89453,0.140204,-1.48377,0.199491,-1.60224,14.2332,33.6045,0.449209,-0.645472,-0.213682,0.199645,-1.54694,12.7359,29.8326,0.448105,-0.639431,-0.237123,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9594,1.00184,8.79011,32.3173,1.84714,0.28076,-2.94378,0.199491,-1.22263,15.8799,31.0179,1.85402,0.0396151,-2.99813,0.199491,0.357295,13.3988,31.8443,1.94522,0.122698,-1.37969,0.199491,-3.27299,12.7728,32.5201,1.90039,0.124457,-1.46955,0.199491,-1.56957,13.2986,33.7828,0.410696,-0.574854,-0.187348,0.199645,-1.59542,11.8396,30,0.42243,-0.626566,-0.217588,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9695,0.947795,7.8285,32.4117,1.81618,0.170785,-2.93493,0.199491,-1.19876,14.9547,31.2153,1.8449,0.0514785,-2.98517,0.199491,0.356706,12.4478,31.9935,1.94048,0.1066,-1.36721,0.199491,-3.26346,11.8662,32.7202,1.89737,0.109416,-1.45629,0.199491,-1.53728,12.3538,33.9602,0.380149,-0.524062,-0.166172,0.199645,-1.64349,10.9334,30.1677,0.397438,-0.61345,-0.198627,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9796,0.892429,6.85727,32.5062,1.78047,0.0476635,-2.92413,0.199491,-1.17444,14.0198,31.4126,1.83858,0.0766586,-2.97176,0.199491,0.356399,11.4868,32.1422,1.91812,0.0943098,-1.35648,0.199491,-3.25378,10.9486,32.9212,1.88587,0.0954237,-1.44368,0.199491,-1.50537,11.3992,34.1366,0.356257,-0.49969,-0.148654,0.199645,-1.69075,10.0171,30.336,0.372955,-0.599148,-0.180163,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9897,0.835778,5.87644,32.6004,1.74409,-0.0671533,-2.9103,0.199491,-1.14959,13.075,31.6096,1.83354,0.104188,-2.95789,0.199491,0.356249,10.5159,32.2905,1.88062,0.0858877,-1.34657,0.199491,-3.24431,10.02,33.123,1.86774,0.0825669,-1.43139,0.199491,-1.47372,10.4351,34.3123,0.336574,-0.498477,-0.133257,0.199645,-1.73693,9.0909,30.505,0.349013,-0.583827,-0.162167,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
1.9998,0.778003,4.88603,32.695,1.70991,-0.160484,-2.89402,0.199491,-1.12423,12.1202,31.8067,1.82803,0.124416,-2.94376,0.199491,0.356225,9.5352,32.4383,1.83377,0.080441,-1.33676,0.199491,-3.23487,9.08051,33.3256,1.84345,0.070975,-1.41897,0.199491,-1.44224,9.46118,34.4873,0.320142,-0.522133,-0.119518,0.199645,-1.78242,8.15468,30.6741,0.325965,-0.569682,-0.144803,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0099,0.71931,3.88577,32.7906,1.68143,-0.221912,-2.877,0.199491,-1.09852,11.1555,32.004,1.81963,0.127484,-2.92979,0.199491,0.356105,8.54487,32.5856,1.78449,0.0765741,-1.32649,0.199491,-3.22508,8.13029,33.5285,1.8147,0.060576,-1.40609,0.199491,-1.41082,8.47722,34.6616,0.30511,-0.564016,-0.106694,0.199645,-1.82756,7.20851,30.843,0.303945,-0.558794,-0.128083,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.02,0.660007,2.87532,32.887,1.66299,-0.242848,-2.86155,0.199491,-1.07336,10.1813,32.201,1.8054,0.103609,-2.91627,0.199491,0.354633,7.54704,32.7336,1.7411,0.0707969,-1.31449,0.199491,-3.2144,7.17142,33.7323,1.78786,0.0491635,-1.3928,0.199491,-1.37933,7.48308,34.8354,0.288621,-0.605054,-0.0933662,0.199645,-1.88385,6.36709,30.999,0.304766,-0.648133,-0.121177,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0301,0.50988,2.1689,32.755,1.72505,0.114104,-2.84241,0.199491,-1.14341,9.38934,32.3271,1.73567,-0.00698766,-2.90167,0.199491,0.352172,6.81821,32.9875,1.72116,-0.0193967,-1.27391,0.199491,-3.23229,6.49244,33.9549,1.80503,-0.044138,-1.44051,0.199491,-1.30829,6.45471,35.0983,0.232585,-0.488063,-0.0425591,0.199645,-1.99042,6.34088,31.0099,0.334511,-0.695438,-0.123665,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0402,0.370435,2.21078,32.4031,1.65121,-0.11492,-2.81163,0.199491,-1.27497,9.29929,32.5334,1.58537,-0.253327,-2.86742,0.199491,0.315693,6.73736,33.0717,1.70719,-0.0981493,-1.23513,0.199491,-3.58029,6.46741,34.0649,1.74381,-0.113522,-1.50623,0.199491,-1.20492,6.42186,35.4294,0.180129,-0.423573,0.0406551,0.199645,-1.91506,6.37558,31.3761,0.2611,-0.74137,-0.0294191,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0503,0.217944,2.60334,32.4964,1.73397,-0.032616,-2.83718,0.199491,-1.16435,9.784,33.0021,1.6898,-0.00733795,-2.86405,0.199491,0.256911,7.03738,33.1834,1.70299,-0.156331,-1.25791,0.199491,-3.69559,6.59775,34.2866,1.68448,-0.156926,-1.40108,0.199491,-1.29192,6.54772,35.3228,0.0889835,-0.562993,0.133513,0.199645,-2.08689,6.44849,31.4946,0.158948,-0.626493,0.0617067,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0604,-0.0584357,2.95061,32.6485,1.71349,-0.204483,-2.85503,0.199491,-1.11799,10.1493,33.569,1.76899,-0.14911,-2.88714,0.199491,0.207441,7.24187,33.196,1.74855,-0.214082,-1.28646,0.199491,-3.3267,6.81685,34.4226,1.80348,-0.222636,-1.33836,0.199491,-1.50168,6.75429,35.5032,0.0233437,-0.569509,0.238535,0.199645,-2.43603,6.56462,31.3565,0.0640586,-0.554251,0.164556,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0705,-0.336121,3.0962,32.3612,1.74226,-0.314634,-2.91374,0.199491,-1.21959,10.3495,33.9241,1.75049,-0.288529,-2.86384,0.199491,0.206595,7.46841,33.3174,1.73872,-0.246671,-1.28177,0.199491,-3.1346,7.17101,34.5854,1.71309,-0.222074,-1.24535,0.199491,-1.75361,6.96622,35.7569,-0.0346443,-0.564529,0.280083,0.199645,-2.46555,6.82498,31.6605,0.0509437,-0.56213,0.220334,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0806,-0.341044,3.32156,32.3005,1.71768,-0.289891,-2.86259,0.199491,-1.22502,10.4278,34.1866,1.63617,-0.556874,-2.8225,0.199491,-0.0975187,7.78646,33.6162,1.68731,-0.279068,-1.26711,0.199491,-3.21086,7.40145,34.7332,1.83813,-0.333893,-1.28957,0.199491,-1.67562,7.08266,35.8876,-0.00067259,-0.448496,0.292345,0.199645,-2.62256,7.19529,31.7914,0.00415848,-0.425744,0.302499,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0907,-0.37282,3.5767,32.1893,1.68532,-0.287097,-2.81011,0.199491,-1.28295,10.4968,34.4952,1.74194,-0.136987,-2.8574,0.199491,-0.3234,8.00555,33.8292,1.751,-0.356708,-1.29559,0.199491,-3.35535,7.60964,35.0543,1.67316,-0.335183,-1.25027,0.199491,-1.62366,7.23142,35.795,-0.0868135,-0.616633,0.363069,0.199645,-2.68415,7.57383,32.0626,-0.0494021,-0.473598,0.364591,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1008,-0.536464,3.97811,32.1342,1.68281,-0.399793,-2.81337,0.199491,-1.33103,10.6473,34.7662,1.53497,-0.632188,-2.76164,0.199491,-0.456061,8.12687,33.9543,1.53107,-0.352343,-1.18384,0.199491,-3.45525,7.76173,35.307,1.72737,-0.403903,-1.28657,0.199491,-1.61365,7.36005,35.8706,-0.06092,-0.43813,0.363937,0.199645,-2.71955,7.8386,32.3032,-0.0860174,-0.462113,0.423378,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1109,-0.709109,4.33142,32.1511,1.59267,-0.678864,-2.75881,0.199491,-1.31368,10.7752,34.962,1.67904,-0.268785,-2.80351,0.199491,-0.588447,8.33138,34.1283,1.36794,-0.332006,-1.09499,0.199491,-3.46543,7.84733,35.4636,1.62737,-0.440327,-1.24131,0.199491,-1.68826,7.42261,36.1288,-0.118199,-0.42266,0.459589,0.199645,-2.8167,8.16342,32.4115,-0.0988874,-0.401396,0.461154,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.121,-0.913454,4.63643,32.1171,1.78209,-0.271921,-2.85606,0.199491,-1.33159,10.9315,35.2248,1.48073,-0.702763,-2.68501,0.199491,-0.650131,8.55205,34.266,1.76039,-0.543227,-1.23699,0.199491,-3.53466,7.94643,35.6692,1.74075,-0.5317,-1.3002,0.199491,-1.72886,7.49231,36.2372,-0.160089,-0.403308,0.503427,0.199645,-2.89256,8.41136,32.6409,-0.154909,-0.410089,0.530509,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1311,-1.0646,4.91225,32.1002,1.4962,-0.936931,-2.69378,0.199491,-1.39564,11.0618,35.5112,1.6902,-0.292124,-2.76375,0.199491,-0.682969,8.69454,34.3327,1.86021,-0.638098,-1.2823,0.199491,-3.58839,8.07456,35.883,1.50498,-0.519576,-1.16448,0.199491,-1.7956,7.57094,36.3724,-0.161197,-0.321238,0.545476,0.199645,-2.99368,8.69457,32.8658,-0.248553,-0.476248,0.614514,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1412,-1.24885,5.16967,32.1129,1.4415,-1.02156,-2.64699,0.199491,-1.42264,11.1982,35.8349,1.39683,-0.83151,-2.58356,0.199491,-0.682971,8.82779,34.4213,1.52587,-0.595754,-1.0786,0.199491,-3.61699,8.17443,36.0582,1.79357,-0.662815,-1.29937,0.199491,-1.87752,7.63565,36.4945,-0.210806,-0.320291,0.601943,0.199645,-3.14152,8.98146,33.0534,-0.105191,-0.230378,0.600695,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1513,-1.44719,5.40832,32.1114,1.7342,-0.517435,-2.85838,0.199491,-1.42938,11.3401,36.1689,1.52986,-0.706082,-2.65901,0.199491,-0.698765,9.02443,34.5336,1.41644,-0.604184,-1.00077,0.199491,-3.67053,8.25538,36.2187,1.51283,-0.637625,-1.11312,0.199491,-1.94471,7.66664,36.6153,-0.303448,-0.367103,0.666142,0.199645,-3.26954,9.21083,33.2372,-0.277244,-0.382331,0.696285,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1614,-1.60167,5.64903,32.0769,1.71955,-0.54235,-2.84828,0.199491,-1.45773,11.4507,36.4583,1.59494,-0.617337,-2.68251,0.199491,-0.741609,9.18212,34.6483,1.68845,-0.778676,-1.15732,0.199491,-3.75517,8.31206,36.4051,1.32692,-0.616881,-0.993417,0.199491,-1.98054,7.70559,36.7683,-0.175637,-0.145472,0.680031,0.199645,-3.39303,9.46471,33.4379,-0.142547,-0.179723,0.695662,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1715,-1.75467,5.90048,32.0252,1.43634,-1.01604,-2.62835,0.199491,-1.47214,11.5382,36.7556,1.26147,-0.965995,-2.4317,0.199491,-0.79751,9.31815,34.7752,1.23215,-0.612739,-0.846461,0.199491,-3.89106,8.37175,36.6221,1.55426,-0.767759,-1.12903,0.199491,-1.99858,7.73721,36.8914,-0.27797,-0.208984,0.743413,0.199645,-3.48547,9.69682,33.6353,-0.240951,-0.238076,0.754627,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1816,-1.90119,6.15143,31.9808,1.32087,-1.08287,-2.51298,0.199491,-1.47684,11.6102,37.056,1.52942,-0.705802,-2.62305,0.199491,-0.842223,9.43488,34.9371,1.35046,-0.748751,-0.90133,0.199491,-4.04658,8.39889,36.8108,1.58969,-0.837996,-1.15125,0.199491,-2.00632,7.78264,36.9951,-0.411716,-0.287326,0.813856,0.199645,-3.59592,9.923,33.835,-0.350139,-0.291856,0.816274,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1917,-2.05727,6.38769,31.9375,1.55885,-0.816393,-2.69161,0.199491,-1.49083,11.6722,37.3547,1.44318,-0.81634,-2.55586,0.199491,-0.883394,9.55732,35.085,1.62864,-0.929768,-1.09844,0.199491,-4.16469,8.43848,36.9878,1.25735,-0.756214,-0.907707,0.199491,-2.02919,7.79075,37.1236,-0.2399,-0.0803463,0.8251,0.199645,-3.71336,10.1329,34.036,-0.168923,-0.0768273,0.817945,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2018,-2.2287,6.61483,31.9112,1.54155,-0.801941,-2.65658,0.199491,-1.4991,11.7061,37.6625,1.14643,-1.04367,-2.30785,0.199491,-0.895654,9.67903,35.2181,1.63331,-0.983571,-1.10502,0.199491,-4.26604,8.4752,37.1574,1.55749,-0.939404,-1.12212,0.199491,-2.07505,7.80234,37.226,-0.397748,-0.177037,0.886328,0.199645,-3.84383,10.3202,34.2594,-0.299678,-0.149819,0.868618,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2119,-2.39327,6.83488,31.882,1.1508,-1.06939,-2.3162,0.199491,-1.517,11.7145,37.9764,1.51107,-0.793501,-2.59328,0.199491,-0.923707,9.79443,35.3405,1.19115,-0.831268,-0.754268,0.199491,-4.34589,8.50145,37.3185,1.40542,-0.946953,-0.991406,0.199491,-2.12905,7.82034,37.3324,-0.354514,-0.102281,0.923081,0.199645,-3.96909,10.4903,34.4947,-0.305963,-0.113815,0.902459,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
