tgDataLogger2 started logging at time 01232019_205643, with 6 sensors on 1 senseable objects.
time,0_rod(rod compound_OLa9ER).X,0_rod(rod compound_OLa9ER).Y,0_rod(rod compound_OLa9ER).Z,0_rod(rod compound_OLa9ER).Euler1,0_rod(rod compound_OLa9ER).Euler2,0_rod(rod compound_OLa9ER).Euler3,0_rod(rod compound_OLa9ER).mass,1_rod(rod compound_OLa9ER).X,1_rod(rod compound_OLa9ER).Y,1_rod(rod compound_OLa9ER).Z,1_rod(rod compound_OLa9ER).Euler1,1_rod(rod compound_OLa9ER).Euler2,1_rod(rod compound_OLa9ER).Euler3,1_rod(rod compound_OLa9ER).mass,2_rod(rod compound_OLa9ER).X,2_rod(rod compound_OLa9ER).Y,2_rod(rod compound_OLa9ER).Z,2_rod(rod compound_OLa9ER).Euler1,2_rod(rod compound_OLa9ER).Euler2,2_rod(rod compound_OLa9ER).Euler3,2_rod(rod compound_OLa9ER).mass,3_rod(strut compound_OLa9ER).X,3_rod(strut compound_OLa9ER).Y,3_rod(strut compound_OLa9ER).Z,3_rod(strut compound_OLa9ER).Euler1,3_rod(strut compound_OLa9ER).Euler2,3_rod(strut compound_OLa9ER).Euler3,3_rod(strut compound_OLa9ER).mass,4_rod(strut compound_OLa9ER).X,4_rod(strut compound_OLa9ER).Y,4_rod(strut compound_OLa9ER).Z,4_rod(strut compound_OLa9ER).Euler1,4_rod(strut compound_OLa9ER).Euler2,4_rod(strut compound_OLa9ER).Euler3,4_rod(strut compound_OLa9ER).mass,5_rod(strut compound_OLa9ER).X,5_rod(strut compound_OLa9ER).Y,5_rod(strut compound_OLa9ER).Z,5_rod(strut compound_OLa9ER).Euler1,5_rod(strut compound_OLa9ER).Euler2,5_rod(strut compound_OLa9ER).Euler3,5_rod(strut compound_OLa9ER).mass,
10.2,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
10.3,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
10.4,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
10.5,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
10.6,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
10.7,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
10.8,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
10.9,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
11,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
11.1,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
11.2,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
11.3,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
11.4,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
11.5,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
11.6,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
11.7,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
11.8,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
11.9,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
12,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
12.1,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
12.2,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
12.3,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
12.4,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
12.5,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
12.6,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
12.7,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
12.8,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
12.9,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
13,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
13.1,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
13.2,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
13.3,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
13.4,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
13.5,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
13.6,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
13.7,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
13.8,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
13.9,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
14,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
14.1,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
14.2,5.15448,2.135,0.493528,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493528,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493528,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493528,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493528,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493528,-1.47196,-0.623815,-0.168157,45.0463,
14.3,5.15501,2.28319,0.541183,-1.47196,-0.623815,-0.168157,45.0463,5.15501,2.28319,0.541183,-1.47196,-0.623815,-0.168157,45.0463,5.15501,2.28319,0.541183,-1.47196,-0.623815,-0.168157,45.0463,5.15501,2.28319,0.541183,-1.47196,-0.623815,-0.168157,45.0463,5.15501,2.28319,0.541183,-1.47196,-0.623815,-0.168157,45.0463,5.15501,2.28319,0.541183,-1.47196,-0.623815,-0.168157,45.0463,
14.4,5.18684,4.6502,1.23722,-1.47196,-0.623815,-0.168158,45.0463,5.18684,4.6502,1.23722,-1.47196,-0.623815,-0.168158,45.0463,5.18684,4.6502,1.23722,-1.47196,-0.623815,-0.168158,45.0463,5.18684,4.6502,1.23722,-1.47196,-0.623815,-0.168158,45.0463,5.18684,4.6502,1.23722,-1.47196,-0.623815,-0.168158,45.0463,5.18684,4.6502,1.23722,-1.47196,-0.623815,-0.168158,45.0463,
14.5,4.07914,7.22049,1.75874,-1.47196,-0.623815,-0.168157,45.0463,4.07914,7.22049,1.75874,-1.47196,-0.623815,-0.168157,45.0463,4.07914,7.22049,1.75874,-1.47196,-0.623815,-0.168157,45.0463,4.07914,7.22049,1.75874,-1.47196,-0.623815,-0.168157,45.0463,4.07914,7.22049,1.75874,-1.47196,-0.623815,-0.168157,45.0463,4.07914,7.22049,1.75874,-1.47196,-0.623815,-0.168157,45.0463,
14.6,2.0975,10.3287,2.13063,-1.47196,-0.623815,-0.168157,45.0463,2.0975,10.3287,2.13063,-1.47196,-0.623815,-0.168157,45.0463,2.0975,10.3287,2.13063,-1.47196,-0.623815,-0.168157,45.0463,2.0975,10.3287,2.13063,-1.47196,-0.623815,-0.168157,45.0463,2.0975,10.3287,2.13063,-1.47196,-0.623815,-0.168157,45.0463,2.0975,10.3287,2.13063,-1.47196,-0.623815,-0.168157,45.0463,
14.7,-2.04985,12.7734,1.78596,-1.47196,-0.623815,-0.168157,45.0463,-2.04985,12.7734,1.78596,-1.47196,-0.623815,-0.168157,45.0463,-2.04985,12.7734,1.78596,-1.47196,-0.623815,-0.168157,45.0463,-2.04985,12.7734,1.78596,-1.47196,-0.623815,-0.168157,45.0463,-2.04985,12.7734,1.78596,-1.47196,-0.623815,-0.168157,45.0463,-2.04985,12.7734,1.78596,-1.47196,-0.623815,-0.168157,45.0463,
14.8,-6.80707,9.91279,0.0925388,-1.47195,-0.623814,-0.168114,45.0463,-6.80707,9.91279,0.0925388,-1.47195,-0.623814,-0.168114,45.0463,-6.80707,9.91279,0.0925388,-1.47195,-0.623814,-0.168114,45.0463,-6.80707,9.91279,0.0925388,-1.47195,-0.623814,-0.168114,45.0463,-6.80707,9.91279,0.0925388,-1.47195,-0.623814,-0.168114,45.0463,-6.80707,9.91279,0.0925388,-1.47195,-0.623814,-0.168114,45.0463,
14.9,-7.13276,2.135,-5.21244,-1.46706,-0.63288,-0.174235,45.0463,-7.13276,2.135,-5.21244,-1.46706,-0.63288,-0.174235,45.0463,-7.13276,2.135,-5.21244,-1.46706,-0.63288,-0.174235,45.0463,-7.13276,2.135,-5.21244,-1.46706,-0.63288,-0.174235,45.0463,-7.13276,2.135,-5.21244,-1.46706,-0.63288,-0.174235,45.0463,-7.13276,2.135,-5.21244,-1.46706,-0.63288,-0.174235,45.0463,
15,8.02577,2.13456,-6.95893,-1.48522,-0.532701,-0.16745,45.0463,8.02577,2.13456,-6.95893,-1.48522,-0.532701,-0.16745,45.0463,8.02577,2.13456,-6.95893,-1.48522,-0.532701,-0.16745,45.0463,8.02577,2.13456,-6.95893,-1.48522,-0.532701,-0.16745,45.0463,8.02577,2.13456,-6.95893,-1.48522,-0.532701,-0.16745,45.0463,8.02577,2.13456,-6.95893,-1.48522,-0.532701,-0.16745,45.0463,
15.1,13.1438,2.1349,-2.01282,-1.52785,-0.3033,-0.142874,45.0463,13.1438,2.1349,-2.01282,-1.52785,-0.3033,-0.142874,45.0463,13.1438,2.1349,-2.01282,-1.52785,-0.3033,-0.142874,45.0463,13.1438,2.1349,-2.01282,-1.52785,-0.3033,-0.142874,45.0463,13.1438,2.1349,-2.01282,-1.52785,-0.3033,-0.142874,45.0463,13.1438,2.1349,-2.01282,-1.52785,-0.3033,-0.142874,45.0463,
15.2,10.9697,9.69101,1.01767,-1.47196,-0.623815,-0.168155,45.0463,10.9697,9.69101,1.01767,-1.47196,-0.623815,-0.168155,45.0463,10.9697,9.69101,1.01767,-1.47196,-0.623815,-0.168155,45.0463,10.9697,9.69101,1.01767,-1.47196,-0.623815,-0.168155,45.0463,10.9697,9.69101,1.01767,-1.47196,-0.623815,-0.168155,45.0463,10.9697,9.69101,1.01767,-1.47196,-0.623815,-0.168155,45.0463,
15.3,9.36614,8.1293,0.991194,-1.47196,-0.623815,-0.168157,45.0463,9.36614,8.1293,0.991194,-1.47196,-0.623815,-0.168157,45.0463,9.36614,8.1293,0.991194,-1.47196,-0.623815,-0.168157,45.0463,9.36614,8.1293,0.991194,-1.47196,-0.623815,-0.168157,45.0463,9.36614,8.1293,0.991194,-1.47196,-0.623815,-0.168157,45.0463,9.36614,8.1293,0.991194,-1.47196,-0.623815,-0.168157,45.0463,
15.4,8.10068,2.82845,-0.394403,-1.47199,-0.623819,-0.168161,45.0463,8.10068,2.82845,-0.394403,-1.47199,-0.623819,-0.168161,45.0463,8.10068,2.82845,-0.394403,-1.47199,-0.623819,-0.168161,45.0463,8.10068,2.82845,-0.394403,-1.47199,-0.623819,-0.168161,45.0463,8.10068,2.82845,-0.394403,-1.47199,-0.623819,-0.168161,45.0463,8.10068,2.82845,-0.394403,-1.47199,-0.623819,-0.168161,45.0463,
15.5,7.73933,3.20049,-0.098284,-1.47198,-0.623819,-0.168129,45.0463,7.73933,3.20049,-0.098284,-1.47198,-0.623819,-0.168129,45.0463,7.73933,3.20049,-0.098284,-1.47198,-0.623819,-0.168129,45.0463,7.73933,3.20049,-0.098284,-1.47198,-0.623819,-0.168129,45.0463,7.73933,3.20049,-0.098284,-1.47198,-0.623819,-0.168129,45.0463,7.73933,3.20049,-0.098284,-1.47198,-0.623819,-0.168129,45.0463,
15.6,8.93906,51.0528,-0.156637,-1.47195,-0.623815,-0.168159,45.0463,8.93906,51.0528,-0.156637,-1.47195,-0.623815,-0.168159,45.0463,8.93906,51.0528,-0.156637,-1.47195,-0.623815,-0.168159,45.0463,8.93906,51.0528,-0.156637,-1.47195,-0.623815,-0.168159,45.0463,8.93906,51.0528,-0.156637,-1.47195,-0.623815,-0.168159,45.0463,8.93906,51.0528,-0.156637,-1.47195,-0.623815,-0.168159,45.0463,
15.7,12.1334,201.31,-13.2081,-1.47195,-0.623813,-0.168166,45.0463,12.1334,201.31,-13.2081,-1.47195,-0.623813,-0.168166,45.0463,12.1334,201.31,-13.2081,-1.47195,-0.623813,-0.168166,45.0463,12.1334,201.31,-13.2081,-1.47195,-0.623813,-0.168166,45.0463,12.1334,201.31,-13.2081,-1.47195,-0.623813,-0.168166,45.0463,12.1334,201.31,-13.2081,-1.47195,-0.623813,-0.168166,45.0463,
15.8,15.3277,350.587,-26.2596,-1.47194,-0.623812,-0.168173,45.0463,15.3277,350.587,-26.2596,-1.47194,-0.623812,-0.168173,45.0463,15.3277,350.587,-26.2596,-1.47194,-0.623812,-0.168173,45.0463,15.3277,350.587,-26.2596,-1.47194,-0.623812,-0.168173,45.0463,15.3277,350.587,-26.2596,-1.47194,-0.623812,-0.168173,45.0463,15.3277,350.587,-26.2596,-1.47194,-0.623812,-0.168173,45.0463,
