tgDataLogger2 started logging at time 01232019_205643, with 6 sensors on 1 senseable objects.
time,0_rod(rod compound_OLa9ER).X,0_rod(rod compound_OLa9ER).Y,0_rod(rod compound_OLa9ER).Z,0_rod(rod compound_OLa9ER).Euler1,0_rod(rod compound_OLa9ER).Euler2,0_rod(rod compound_OLa9ER).Euler3,0_rod(rod compound_OLa9ER).mass,1_rod(rod compound_OLa9ER).X,1_rod(rod compound_OLa9ER).Y,1_rod(rod compound_OLa9ER).Z,1_rod(rod compound_OLa9ER).Euler1,1_rod(rod compound_OLa9ER).Euler2,1_rod(rod compound_OLa9ER).Euler3,1_rod(rod compound_OLa9ER).mass,2_rod(rod compound_OLa9ER).X,2_rod(rod compound_OLa9ER).Y,2_rod(rod compound_OLa9ER).Z,2_rod(rod compound_OLa9ER).Euler1,2_rod(rod compound_OLa9ER).Euler2,2_rod(rod compound_OLa9ER).Euler3,2_rod(rod compound_OLa9ER).mass,3_rod(strut compound_OLa9ER).X,3_rod(strut compound_OLa9ER).Y,3_rod(strut compound_OLa9ER).Z,3_rod(strut compound_OLa9ER).Euler1,3_rod(strut compound_OLa9ER).Euler2,3_rod(strut compound_OLa9ER).Euler3,3_rod(strut compound_OLa9ER).mass,4_rod(strut compound_OLa9ER).X,4_rod(strut compound_OLa9ER).Y,4_rod(strut compound_OLa9ER).Z,4_rod(strut compound_OLa9ER).Euler1,4_rod(strut compound_OLa9ER).Euler2,4_rod(strut compound_OLa9ER).Euler3,4_rod(strut compound_OLa9ER).mass,5_rod(strut compound_OLa9ER).X,5_rod(strut compound_OLa9ER).Y,5_rod(strut compound_OLa9ER).Z,5_rod(strut compound_OLa9ER).Euler1,5_rod(strut compound_OLa9ER).Euler2,5_rod(strut compound_OLa9ER).Euler3,5_rod(strut compound_OLa9ER).mass,
4.5,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,
4.6,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,
4.7,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,
4.8,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,
4.9,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,
5,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,
5.1,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,
5.2,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,
5.3,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,
5.4,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,11.6057,2.135,2.28475,-1.48763,-0.544537,-0.159551,45.0463,
5.5,11.6679,2.24382,2.323,-1.48763,-0.544537,-0.159551,45.0463,11.6679,2.24382,2.323,-1.48763,-0.544537,-0.159551,45.0463,11.6679,2.24382,2.323,-1.48763,-0.544537,-0.159551,45.0463,11.6679,2.24382,2.323,-1.48763,-0.544537,-0.159551,45.0463,11.6679,2.24382,2.323,-1.48763,-0.544537,-0.159551,45.0463,11.6679,2.24382,2.323,-1.48763,-0.544537,-0.159551,45.0463,
5.6,11.6464,3.03196,2.50756,-1.48763,-0.544537,-0.159551,45.0463,11.6464,3.03196,2.50756,-1.48763,-0.544537,-0.159551,45.0463,11.6464,3.03196,2.50756,-1.48763,-0.544537,-0.159551,45.0463,11.6464,3.03196,2.50756,-1.48763,-0.544537,-0.159551,45.0463,11.6464,3.03196,2.50756,-1.48763,-0.544537,-0.159551,45.0463,11.6464,3.03196,2.50756,-1.48763,-0.544537,-0.159551,45.0463,
5.7,11.2017,4.64453,2.71507,-1.48763,-0.544538,-0.159551,45.0463,11.2017,4.64453,2.71507,-1.48763,-0.544538,-0.159551,45.0463,11.2017,4.64453,2.71507,-1.48763,-0.544538,-0.159551,45.0463,11.2017,4.64453,2.71507,-1.48763,-0.544538,-0.159551,45.0463,11.2017,4.64453,2.71507,-1.48763,-0.544538,-0.159551,45.0463,11.2017,4.64453,2.71507,-1.48763,-0.544538,-0.159551,45.0463,
5.8,10.3864,6.58673,2.73568,-1.4876,-0.544534,-0.159549,45.0463,10.3864,6.58673,2.73568,-1.4876,-0.544534,-0.159549,45.0463,10.3864,6.58673,2.73568,-1.4876,-0.544534,-0.159549,45.0463,10.3864,6.58673,2.73568,-1.4876,-0.544534,-0.159549,45.0463,10.3864,6.58673,2.73568,-1.4876,-0.544534,-0.159549,45.0463,10.3864,6.58673,2.73568,-1.4876,-0.544534,-0.159549,45.0463,
5.9,9.53437,8.62496,2.56876,-1.48763,-0.544537,-0.159551,45.0463,9.53437,8.62496,2.56876,-1.48763,-0.544537,-0.159551,45.0463,9.53437,8.62496,2.56876,-1.48763,-0.544537,-0.159551,45.0463,9.53437,8.62496,2.56876,-1.48763,-0.544537,-0.159551,45.0463,9.53437,8.62496,2.56876,-1.48763,-0.544537,-0.159551,45.0463,9.53437,8.62496,2.56876,-1.48763,-0.544537,-0.159551,45.0463,
6,8.8327,10.1537,2.34457,-1.48763,-0.544537,-0.159551,45.0463,8.8327,10.1537,2.34457,-1.48763,-0.544537,-0.159551,45.0463,8.8327,10.1537,2.34457,-1.48763,-0.544537,-0.159551,45.0463,8.8327,10.1537,2.34457,-1.48763,-0.544537,-0.159551,45.0463,8.8327,10.1537,2.34457,-1.48763,-0.544537,-0.159551,45.0463,8.8327,10.1537,2.34457,-1.48763,-0.544537,-0.159551,45.0463,
6.1,8.00467,11.7993,1.97168,-1.48762,-0.544536,-0.159554,45.0463,8.00467,11.7993,1.97168,-1.48762,-0.544536,-0.159554,45.0463,8.00467,11.7993,1.97168,-1.48762,-0.544536,-0.159554,45.0463,8.00467,11.7993,1.97168,-1.48762,-0.544536,-0.159554,45.0463,8.00467,11.7993,1.97168,-1.48762,-0.544536,-0.159554,45.0463,8.00467,11.7993,1.97168,-1.48762,-0.544536,-0.159554,45.0463,
6.2,7.25387,13.1991,1.57859,-1.48762,-0.544536,-0.159555,45.0463,7.25387,13.1991,1.57859,-1.48762,-0.544536,-0.159555,45.0463,7.25387,13.1991,1.57859,-1.48762,-0.544536,-0.159555,45.0463,7.25387,13.1991,1.57859,-1.48762,-0.544536,-0.159555,45.0463,7.25387,13.1991,1.57859,-1.48762,-0.544536,-0.159555,45.0463,7.25387,13.1991,1.57859,-1.48762,-0.544536,-0.159555,45.0463,
6.3,6.62385,14.2559,1.25026,-1.48763,-0.544537,-0.159551,45.0463,6.62385,14.2559,1.25026,-1.48763,-0.544537,-0.159551,45.0463,6.62385,14.2559,1.25026,-1.48763,-0.544537,-0.159551,45.0463,6.62385,14.2559,1.25026,-1.48763,-0.544537,-0.159551,45.0463,6.62385,14.2559,1.25026,-1.48763,-0.544537,-0.159551,45.0463,6.62385,14.2559,1.25026,-1.48763,-0.544537,-0.159551,45.0463,
6.4,6.02721,15.1468,0.935872,-1.48763,-0.544537,-0.159551,45.0463,6.02721,15.1468,0.935872,-1.48763,-0.544537,-0.159551,45.0463,6.02721,15.1468,0.935872,-1.48763,-0.544537,-0.159551,45.0463,6.02721,15.1468,0.935872,-1.48763,-0.544537,-0.159551,45.0463,6.02721,15.1468,0.935872,-1.48763,-0.544537,-0.159551,45.0463,6.02721,15.1468,0.935872,-1.48763,-0.544537,-0.159551,45.0463,
6.5,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,
6.6,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,
6.7,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,5.70684,15.702,0.774338,-1.48763,-0.544537,-0.159551,45.0463,
6.8,5.16549,16.5177,0.544681,-1.48764,-0.544539,-0.159551,45.0463,5.16549,16.5177,0.544681,-1.48764,-0.544539,-0.159551,45.0463,5.16549,16.5177,0.544681,-1.48764,-0.544539,-0.159551,45.0463,5.16549,16.5177,0.544681,-1.48764,-0.544539,-0.159551,45.0463,5.16549,16.5177,0.544681,-1.48764,-0.544539,-0.159551,45.0463,5.16549,16.5177,0.544681,-1.48764,-0.544539,-0.159551,45.0463,
6.9,5.16549,15.5056,0.544673,-1.48766,-0.544542,-0.159553,45.0463,5.16549,15.5056,0.544673,-1.48766,-0.544542,-0.159553,45.0463,5.16549,15.5056,0.544673,-1.48766,-0.544542,-0.159553,45.0463,5.16549,15.5056,0.544673,-1.48766,-0.544542,-0.159553,45.0463,5.16549,15.5056,0.544673,-1.48766,-0.544542,-0.159553,45.0463,5.16549,15.5056,0.544673,-1.48766,-0.544542,-0.159553,45.0463,
7,5.1655,13.5125,0.544665,-1.48768,-0.544545,-0.159554,45.0463,5.1655,13.5125,0.544665,-1.48768,-0.544545,-0.159554,45.0463,5.1655,13.5125,0.544665,-1.48768,-0.544545,-0.159554,45.0463,5.1655,13.5125,0.544665,-1.48768,-0.544545,-0.159554,45.0463,5.1655,13.5125,0.544665,-1.48768,-0.544545,-0.159554,45.0463,5.1655,13.5125,0.544665,-1.48768,-0.544545,-0.159554,45.0463,
7.1,5.16551,10.5383,0.544657,-1.4877,-0.544547,-0.159556,45.0463,5.16551,10.5383,0.544657,-1.4877,-0.544547,-0.159556,45.0463,5.16551,10.5383,0.544657,-1.4877,-0.544547,-0.159556,45.0463,5.16551,10.5383,0.544657,-1.4877,-0.544547,-0.159556,45.0463,5.16551,10.5383,0.544657,-1.4877,-0.544547,-0.159556,45.0463,5.16551,10.5383,0.544657,-1.4877,-0.544547,-0.159556,45.0463,
7.2,5.16552,6.58323,0.544649,-1.48772,-0.54455,-0.159557,45.0463,5.16552,6.58323,0.544649,-1.48772,-0.54455,-0.159557,45.0463,5.16552,6.58323,0.544649,-1.48772,-0.54455,-0.159557,45.0463,5.16552,6.58323,0.544649,-1.48772,-0.54455,-0.159557,45.0463,5.16552,6.58323,0.544649,-1.48772,-0.54455,-0.159557,45.0463,5.16552,6.58323,0.544649,-1.48772,-0.54455,-0.159557,45.0463,
7.3,5.16731,2.17488,0.544282,-1.49093,-0.544975,-0.15961,45.0463,5.16731,2.17488,0.544282,-1.49093,-0.544975,-0.15961,45.0463,5.16731,2.17488,0.544282,-1.49093,-0.544975,-0.15961,45.0463,5.16731,2.17488,0.544282,-1.49093,-0.544975,-0.15961,45.0463,5.16731,2.17488,0.544282,-1.49093,-0.544975,-0.15961,45.0463,5.16731,2.17488,0.544282,-1.49093,-0.544975,-0.15961,45.0463,
7.4,5.17171,2.22498,0.542698,-1.50227,-0.547107,-0.159787,45.0463,5.17171,2.22498,0.542698,-1.50227,-0.547107,-0.159787,45.0463,5.17171,2.22498,0.542698,-1.50227,-0.547107,-0.159787,45.0463,5.17171,2.22498,0.542698,-1.50227,-0.547107,-0.159787,45.0463,5.17171,2.22498,0.542698,-1.50227,-0.547107,-0.159787,45.0463,5.17171,2.22498,0.542698,-1.50227,-0.547107,-0.159787,45.0463,
7.5,5.16129,2.135,0.543199,-1.4874,-0.545916,-0.159623,45.0463,5.16129,2.135,0.543199,-1.4874,-0.545916,-0.159623,45.0463,5.16129,2.135,0.543199,-1.4874,-0.545916,-0.159623,45.0463,5.16129,2.135,0.543199,-1.4874,-0.545916,-0.159623,45.0463,5.16129,2.135,0.543199,-1.4874,-0.545916,-0.159623,45.0463,5.16129,2.135,0.543199,-1.4874,-0.545916,-0.159623,45.0463,
7.6,5.16117,2.135,0.542307,-1.48714,-0.547315,-0.15976,45.0463,5.16117,2.135,0.542307,-1.48714,-0.547315,-0.15976,45.0463,5.16117,2.135,0.542307,-1.48714,-0.547315,-0.15976,45.0463,5.16117,2.135,0.542307,-1.48714,-0.547315,-0.15976,45.0463,5.16117,2.135,0.542307,-1.48714,-0.547315,-0.15976,45.0463,5.16117,2.135,0.542307,-1.48714,-0.547315,-0.15976,45.0463,
7.7,5.16102,2.135,0.541232,-1.48682,-0.549003,-0.159926,45.0463,5.16102,2.135,0.541232,-1.48682,-0.549003,-0.159926,45.0463,5.16102,2.135,0.541232,-1.48682,-0.549003,-0.159926,45.0463,5.16102,2.135,0.541232,-1.48682,-0.549003,-0.159926,45.0463,5.16102,2.135,0.541232,-1.48682,-0.549003,-0.159926,45.0463,5.16102,2.135,0.541232,-1.48682,-0.549003,-0.159926,45.0463,
7.8,5.16085,2.135,0.53996,-1.48644,-0.550999,-0.160124,45.0463,5.16085,2.135,0.53996,-1.48644,-0.550999,-0.160124,45.0463,5.16085,2.135,0.53996,-1.48644,-0.550999,-0.160124,45.0463,5.16085,2.135,0.53996,-1.48644,-0.550999,-0.160124,45.0463,5.16085,2.135,0.53996,-1.48644,-0.550999,-0.160124,45.0463,5.16085,2.135,0.53996,-1.48644,-0.550999,-0.160124,45.0463,
7.9,5.16065,2.135,0.538488,-1.486,-0.553309,-0.160354,45.0463,5.16065,2.135,0.538488,-1.486,-0.553309,-0.160354,45.0463,5.16065,2.135,0.538488,-1.486,-0.553309,-0.160354,45.0463,5.16065,2.135,0.538488,-1.486,-0.553309,-0.160354,45.0463,5.16065,2.135,0.538488,-1.486,-0.553309,-0.160354,45.0463,5.16065,2.135,0.538488,-1.486,-0.553309,-0.160354,45.0463,
8,5.16042,2.135,0.536813,-1.4855,-0.555938,-0.160617,45.0463,5.16042,2.135,0.536813,-1.4855,-0.555938,-0.160617,45.0463,5.16042,2.135,0.536813,-1.4855,-0.555938,-0.160617,45.0463,5.16042,2.135,0.536813,-1.4855,-0.555938,-0.160617,45.0463,5.16042,2.135,0.536813,-1.4855,-0.555938,-0.160617,45.0463,5.16042,2.135,0.536813,-1.4855,-0.555938,-0.160617,45.0463,
8.1,5.16016,2.135,0.534943,-1.48494,-0.558873,-0.160914,45.0463,5.16016,2.135,0.534943,-1.48494,-0.558873,-0.160914,45.0463,5.16016,2.135,0.534943,-1.48494,-0.558873,-0.160914,45.0463,5.16016,2.135,0.534943,-1.48494,-0.558873,-0.160914,45.0463,5.16016,2.135,0.534943,-1.48494,-0.558873,-0.160914,45.0463,5.16016,2.135,0.534943,-1.48494,-0.558873,-0.160914,45.0463,
8.2,5.15988,2.135,0.532879,-1.48432,-0.562111,-0.161244,45.0463,5.15988,2.135,0.532879,-1.48432,-0.562111,-0.161244,45.0463,5.15988,2.135,0.532879,-1.48432,-0.562111,-0.161244,45.0463,5.15988,2.135,0.532879,-1.48432,-0.562111,-0.161244,45.0463,5.15988,2.135,0.532879,-1.48432,-0.562111,-0.161244,45.0463,5.15988,2.135,0.532879,-1.48432,-0.562111,-0.161244,45.0463,
8.3,5.15957,2.135,0.530653,-1.48365,-0.565605,-0.161604,45.0463,5.15957,2.135,0.530653,-1.48365,-0.565605,-0.161604,45.0463,5.15957,2.135,0.530653,-1.48365,-0.565605,-0.161604,45.0463,5.15957,2.135,0.530653,-1.48365,-0.565605,-0.161604,45.0463,5.15957,2.135,0.530653,-1.48365,-0.565605,-0.161604,45.0463,5.15957,2.135,0.530653,-1.48365,-0.565605,-0.161604,45.0463,
8.4,5.15924,2.135,0.528245,-1.48292,-0.569382,-0.161997,45.0463,5.15924,2.135,0.528245,-1.48292,-0.569382,-0.161997,45.0463,5.15924,2.135,0.528245,-1.48292,-0.569382,-0.161997,45.0463,5.15924,2.135,0.528245,-1.48292,-0.569382,-0.161997,45.0463,5.15924,2.135,0.528245,-1.48292,-0.569382,-0.161997,45.0463,5.15924,2.135,0.528245,-1.48292,-0.569382,-0.161997,45.0463,
8.5,5.15889,2.135,0.525661,-1.48213,-0.573437,-0.162424,45.0463,5.15889,2.135,0.525661,-1.48213,-0.573437,-0.162424,45.0463,5.15889,2.135,0.525661,-1.48213,-0.573437,-0.162424,45.0463,5.15889,2.135,0.525661,-1.48213,-0.573437,-0.162424,45.0463,5.15889,2.135,0.525661,-1.48213,-0.573437,-0.162424,45.0463,5.15889,2.135,0.525661,-1.48213,-0.573437,-0.162424,45.0463,
8.6,5.15851,2.135,0.522901,-1.48128,-0.577767,-0.162885,45.0463,5.15851,2.135,0.522901,-1.48128,-0.577767,-0.162885,45.0463,5.15851,2.135,0.522901,-1.48128,-0.577767,-0.162885,45.0463,5.15851,2.135,0.522901,-1.48128,-0.577767,-0.162885,45.0463,5.15851,2.135,0.522901,-1.48128,-0.577767,-0.162885,45.0463,5.15851,2.135,0.522901,-1.48128,-0.577767,-0.162885,45.0463,
8.7,5.15811,2.135,0.519988,-1.48038,-0.582336,-0.163378,45.0463,5.15811,2.135,0.519988,-1.48038,-0.582336,-0.163378,45.0463,5.15811,2.135,0.519988,-1.48038,-0.582336,-0.163378,45.0463,5.15811,2.135,0.519988,-1.48038,-0.582336,-0.163378,45.0463,5.15811,2.135,0.519988,-1.48038,-0.582336,-0.163378,45.0463,5.15811,2.135,0.519988,-1.48038,-0.582336,-0.163378,45.0463,
8.8,5.15769,2.135,0.516898,-1.47942,-0.587182,-0.163907,45.0463,5.15769,2.135,0.516898,-1.47942,-0.587182,-0.163907,45.0463,5.15769,2.135,0.516898,-1.47942,-0.587182,-0.163907,45.0463,5.15769,2.135,0.516898,-1.47942,-0.587182,-0.163907,45.0463,5.15769,2.135,0.516898,-1.47942,-0.587182,-0.163907,45.0463,5.15769,2.135,0.516898,-1.47942,-0.587182,-0.163907,45.0463,
8.9,5.15724,2.135,0.513628,-1.4784,-0.59231,-0.164476,45.0463,5.15724,2.135,0.513628,-1.4784,-0.59231,-0.164476,45.0463,5.15724,2.135,0.513628,-1.4784,-0.59231,-0.164476,45.0463,5.15724,2.135,0.513628,-1.4784,-0.59231,-0.164476,45.0463,5.15724,2.135,0.513628,-1.4784,-0.59231,-0.164476,45.0463,5.15724,2.135,0.513628,-1.4784,-0.59231,-0.164476,45.0463,
9,5.15676,2.135,0.510168,-1.47731,-0.597736,-0.165087,45.0463,5.15676,2.135,0.510168,-1.47731,-0.597736,-0.165087,45.0463,5.15676,2.135,0.510168,-1.47731,-0.597736,-0.165087,45.0463,5.15676,2.135,0.510168,-1.47731,-0.597736,-0.165087,45.0463,5.15676,2.135,0.510168,-1.47731,-0.597736,-0.165087,45.0463,5.15676,2.135,0.510168,-1.47731,-0.597736,-0.165087,45.0463,
9.1,5.15627,2.135,0.506539,-1.47616,-0.603425,-0.165737,45.0463,5.15627,2.135,0.506539,-1.47616,-0.603425,-0.165737,45.0463,5.15627,2.135,0.506539,-1.47616,-0.603425,-0.165737,45.0463,5.15627,2.135,0.506539,-1.47616,-0.603425,-0.165737,45.0463,5.15627,2.135,0.506539,-1.47616,-0.603425,-0.165737,45.0463,5.15627,2.135,0.506539,-1.47616,-0.603425,-0.165737,45.0463,
9.2,5.15574,2.135,0.502733,-1.47494,-0.609393,-0.166431,45.0463,5.15574,2.135,0.502733,-1.47494,-0.609393,-0.166431,45.0463,5.15574,2.135,0.502733,-1.47494,-0.609393,-0.166431,45.0463,5.15574,2.135,0.502733,-1.47494,-0.609393,-0.166431,45.0463,5.15574,2.135,0.502733,-1.47494,-0.609393,-0.166431,45.0463,5.15574,2.135,0.502733,-1.47494,-0.609393,-0.166431,45.0463,
9.3,5.1552,2.135,0.498769,-1.47366,-0.615607,-0.167166,45.0463,5.1552,2.135,0.498769,-1.47366,-0.615607,-0.167166,45.0463,5.1552,2.135,0.498769,-1.47366,-0.615607,-0.167166,45.0463,5.1552,2.135,0.498769,-1.47366,-0.615607,-0.167166,45.0463,5.1552,2.135,0.498769,-1.47366,-0.615607,-0.167166,45.0463,5.1552,2.135,0.498769,-1.47366,-0.615607,-0.167166,45.0463,
9.4,5.15463,2.135,0.494645,-1.47232,-0.622071,-0.167945,45.0463,5.15463,2.135,0.494645,-1.47232,-0.622071,-0.167945,45.0463,5.15463,2.135,0.494645,-1.47232,-0.622071,-0.167945,45.0463,5.15463,2.135,0.494645,-1.47232,-0.622071,-0.167945,45.0463,5.15463,2.135,0.494645,-1.47232,-0.622071,-0.167945,45.0463,5.15463,2.135,0.494645,-1.47232,-0.622071,-0.167945,45.0463,
9.5,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
9.6,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
9.7,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
9.8,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
9.9,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
10,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
10.1,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,5.15448,2.135,0.493532,-1.47196,-0.623815,-0.168157,45.0463,
