time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_hmTa4v).X,6_rod(payload_bars compound_hmTa4v).Y,6_rod(payload_bars compound_hmTa4v).Z,6_rod(payload_bars compound_hmTa4v).Euler1,6_rod(payload_bars compound_hmTa4v).Euler2,6_rod(payload_bars compound_hmTa4v).Euler3,6_rod(payload_bars compound_hmTa4v).mass,7_rod(payload_bars compound_hmTa4v).X,7_rod(payload_bars compound_hmTa4v).Y,7_rod(payload_bars compound_hmTa4v).Z,7_rod(payload_bars compound_hmTa4v).Euler1,7_rod(payload_bars compound_hmTa4v).Euler2,7_rod(payload_bars compound_hmTa4v).Euler3,7_rod(payload_bars compound_hmTa4v).mass,8_rod(payload_bars compound_hmTa4v).X,8_rod(payload_bars compound_hmTa4v).Y,8_rod(payload_bars compound_hmTa4v).Z,8_rod(payload_bars compound_hmTa4v).Euler1,8_rod(payload_bars compound_hmTa4v).Euler2,8_rod(payload_bars compound_hmTa4v).Euler3,8_rod(payload_bars compound_hmTa4v).mass,9_rod(payload_bars compound_hmTa4v).X,9_rod(payload_bars compound_hmTa4v).Y,9_rod(payload_bars compound_hmTa4v).Z,9_rod(payload_bars compound_hmTa4v).Euler1,9_rod(payload_bars compound_hmTa4v).Euler2,9_rod(payload_bars compound_hmTa4v).Euler3,9_rod(payload_bars compound_hmTa4v).mass,10_rod(payload_bars compound_hmTa4v).X,10_rod(payload_bars compound_hmTa4v).Y,10_rod(payload_bars compound_hmTa4v).Z,10_rod(payload_bars compound_hmTa4v).Euler1,10_rod(payload_bars compound_hmTa4v).Euler2,10_rod(payload_bars compound_hmTa4v).Euler3,10_rod(payload_bars compound_hmTa4v).mass,
3.8683,-1.99791,2.47638,1.51944,-1.10999,0.0281057,0.918058,0.0199491,-1.72523,2.01527,1.8414,-2.16334,-0.696814,1.00605,0.0199491,-1.54886,2.32504,1.75274,-0.605705,-0.853408,2.01655,0.0199491,-1.88112,2.06173,1.28329,-1.10969,-0.720505,2.18344,0.0199491,-1.64497,2.19982,1.39423,0.0867837,0.186782,2.58859,0.0199645,-2.11781,2.27623,1.70932,0.215873,0.206155,2.69845,0.0199491,-3.26082,1.89542,1.51294,0.0280998,0.688935,1.47667,0.256021,-3.26082,1.89542,1.51294,0.0280998,0.688935,1.47667,0.256021,-3.26082,1.89542,1.51294,0.0280998,0.688935,1.47667,0.256021,-3.26082,1.89542,1.51294,0.0280998,0.688935,1.47667,0.256021,-3.26082,1.89542,1.51294,0.0280998,0.688935,1.47667,0.256021,
3.8784,-1.77558,2.6394,1.56881,-1.48756,0.299301,-0.0555204,0.0199491,-2.09483,1.78684,1.47194,-2.01495,-0.30502,0.149046,0.0199491,-1.67898,2.15509,1.4668,-2.00554,-0.0824635,1.74648,0.0199491,-2.42933,2.39304,1.34014,-1.39195,-0.0724716,1.60961,0.0199491,-2.0645,2.16409,1.11322,-0.0829585,0.965205,-2.85267,0.0199645,-2.06808,2.42077,1.7798,-0.278203,0.448727,-3.13657,0.0199491,-3.26782,1.89265,1.49309,-0.00566375,0.689883,1.45397,0.256021,-3.26782,1.89265,1.49309,-0.00566375,0.689883,1.45397,0.256021,-3.26782,1.89265,1.49309,-0.00566375,0.689883,1.45397,0.256021,-3.26782,1.89265,1.49309,-0.00566375,0.689883,1.45397,0.256021,-3.26782,1.89265,1.49309,-0.00566375,0.689883,1.45397,0.256021,
3.8885,-2.03067,2.43691,1.29893,-1.94165,0.395037,-0.54584,0.0199491,-2.39042,1.81884,1.0703,-2.86545,0.791785,-1.09921,0.0199491,-2.14393,2.08491,1.08948,-2.21267,0.278423,0.812805,0.0199491,-2.62012,2.26631,1.51874,-2.06472,0.57326,0.824475,0.0199491,-2.48648,2.33114,1.12305,0.54136,1.21656,-1.89892,0.0199645,-2.18711,2.02844,1.53209,-0.0670521,0.933017,-2.60379,0.0199491,-3.33936,1.89098,1.43534,0.0342282,0.688371,1.46342,0.256021,-3.33936,1.89098,1.43534,0.0342282,0.688371,1.46342,0.256021,-3.33936,1.89098,1.43534,0.0342282,0.688371,1.46342,0.256021,-3.33936,1.89098,1.43534,0.0342282,0.688371,1.46342,0.256021,-3.33936,1.89098,1.43534,0.0342282,0.688371,1.46342,0.256021,
3.8986,-2.28201,2.21914,1.18313,-2.6299,0.153444,-1.76536,0.0199491,-2.72424,1.92777,0.760415,-2.25966,0.366385,-1.5111,0.0199491,-2.52231,2.13282,0.811834,-2.68238,0.643825,-0.0339454,0.0199491,-2.54608,1.99701,1.28516,-2.83985,-0.312898,-0.170166,0.0199491,-2.72023,2.25265,1.04215,2.1183,0.0428516,-0.512007,0.0199645,-2.37456,1.84302,1.05778,1.97669,0.287636,-0.473398,0.0199491,-3.36951,1.88007,1.40188,-0.02756,0.707654,1.44584,0.256021,-3.36951,1.88007,1.40188,-0.02756,0.707654,1.44584,0.256021,-3.36951,1.88007,1.40188,-0.02756,0.707654,1.44584,0.256021,-3.36951,1.88007,1.40188,-0.02756,0.707654,1.44584,0.256021,-3.36951,1.88007,1.40188,-0.02756,0.707654,1.44584,0.256021,
3.9087,-1.99929,2.12155,0.374846,-2.92852,0.227806,-1.70555,0.0199491,-2.85856,2.06446,0.775402,-2.68818,-0.423044,-2.08114,0.0199491,-2.52176,2.17765,0.343717,3.0449,-0.156898,-0.245494,0.0199491,-2.23027,2.04147,0.939618,2.83735,0.689421,-0.192904,0.0199491,-2.28425,2.32304,0.781277,2.06552,0.814243,0.4463,0.0199645,-2.3655,1.7203,0.626671,1.76576,0.192629,0.341906,0.0199491,-3.34062,1.88804,1.41429,-0.00311563,0.69341,1.41509,0.256021,-3.34062,1.88804,1.41429,-0.00311563,0.69341,1.41509,0.256021,-3.34062,1.88804,1.41429,-0.00311563,0.69341,1.41509,0.256021,-3.34062,1.88804,1.41429,-0.00311563,0.69341,1.41509,0.256021,-3.34062,1.88804,1.41429,-0.00311563,0.69341,1.41509,0.256021,
3.9188,-2.30611,1.94139,0.000648751,2.7994,-0.07932,-1.84416,0.0199491,-2.69629,2.23718,0.512973,2.99682,-0.27696,-2.02827,0.0199491,-2.42623,2.11547,0.166655,2.67365,-1.06115,-0.308121,0.0199491,-2.29723,1.91259,0.617105,2.56035,-0.778885,-0.299426,0.0199491,-2.30335,2.19957,0.467715,1.37261,0.66034,0.920791,0.0199645,-2.56903,1.77998,0.302448,1.33963,0.337105,0.590389,0.0199491,-3.35653,1.89778,1.39743,0.00579936,0.690969,1.42863,0.256021,-3.35653,1.89778,1.39743,0.00579936,0.690969,1.42863,0.256021,-3.35653,1.89778,1.39743,0.00579936,0.690969,1.42863,0.256021,-3.35653,1.89778,1.39743,0.00579936,0.690969,1.42863,0.256021,-3.35653,1.89778,1.39743,0.00579936,0.690969,1.42863,0.256021,
3.9289,-2.53787,1.86851,-0.0337631,1.81437,-0.509932,-2.05296,0.0199491,-2.78298,2.16805,0.41284,1.62902,-0.531046,-1.98173,0.0199491,-2.57466,2.13267,0.124999,1.67432,-0.212276,-0.422372,0.0199491,-2.73299,1.82096,0.494327,1.91311,-0.511048,-0.45132,0.0199491,-2.49018,1.99475,0.40289,0.494971,0.130028,0.702961,0.0199645,-2.91071,1.91793,0.162388,0.665863,0.0886073,0.618807,0.0199491,-3.40123,1.89679,1.3682,0.0218727,0.688268,1.43585,0.256021,-3.40123,1.89679,1.3682,0.0218727,0.688268,1.43585,0.256021,-3.40123,1.89679,1.3682,0.0218727,0.688268,1.43585,0.256021,-3.40123,1.89679,1.3682,0.0218727,0.688268,1.43585,0.256021,-3.40123,1.89679,1.3682,0.0218727,0.688268,1.43585,0.256021,
3.939,-2.7678,1.83548,0.00180279,1.57925,-0.610848,-2.07201,0.0199491,-2.96946,2.18874,0.545321,0.697262,-1.13236,-1.49139,0.0199491,-2.82342,2.10141,0.258056,2.15155,-1.07232,-1.15944,0.0199491,-3.12869,1.81249,0.501262,2.02881,-1.03203,-1.05891,0.0199491,-2.75877,1.84934,0.519995,0.37356,-0.0430078,0.941542,0.0199645,-3.17191,2.02421,0.243516,0.308121,-0.0215542,0.812002,0.0199491,-3.40575,1.89058,1.34397,-0.00543017,0.692882,1.41338,0.256021,-3.40575,1.89058,1.34397,-0.00543017,0.692882,1.41338,0.256021,-3.40575,1.89058,1.34397,-0.00543017,0.692882,1.41338,0.256021,-3.40575,1.89058,1.34397,-0.00543017,0.692882,1.41338,0.256021,-3.40575,1.89058,1.34397,-0.00543017,0.692882,1.41338,0.256021,
3.9491,-3.08751,1.90548,0.0834906,1.19244,-0.958663,-2.03666,0.0199491,-2.70225,2.65722,0.492131,-0.338937,-0.600391,-0.603442,0.0199491,-2.77338,2.39371,0.177481,1.26699,-0.437362,-0.804356,0.0199491,-3.06975,2.07028,0.54942,1.02282,-0.500311,-0.511426,0.0199491,-2.7749,2.02762,0.465001,-0.113347,0.540344,0.604816,0.0199645,-3.15543,2.32365,0.145269,-0.370608,0.178001,0.484482,0.0199491,-3.44156,1.88723,1.31809,0.00864524,0.694599,1.41687,0.256021,-3.44156,1.88723,1.31809,0.00864524,0.694599,1.41687,0.256021,-3.44156,1.88723,1.31809,0.00864524,0.694599,1.41687,0.256021,-3.44156,1.88723,1.31809,0.00864524,0.694599,1.41687,0.256021,-3.44156,1.88723,1.31809,0.00864524,0.694599,1.41687,0.256021,
3.9592,-3.09744,2.29416,-0.0246431,0.452806,-0.355422,-1.69004,0.0199491,-2.62382,2.55768,0.600102,-0.246853,-0.73778,-0.764934,0.0199491,-2.64054,2.51584,0.0711615,0.696223,-1.09107,-0.108094,0.0199491,-2.9415,2.27167,0.622747,0.596808,-0.895526,-0.102498,0.0199491,-2.73094,2.22161,0.479952,0.116877,0.774405,1.34694,0.0199645,-3.11168,2.59398,0.316291,-0.683968,0.409582,0.836954,0.0199491,-3.43764,1.89709,1.31093,0.019267,0.692173,1.42775,0.256021,-3.43764,1.89709,1.31093,0.019267,0.692173,1.42775,0.256021,-3.43764,1.89709,1.31093,0.019267,0.692173,1.42775,0.256021,-3.43764,1.89709,1.31093,0.019267,0.692173,1.42775,0.256021,-3.43764,1.89709,1.31093,0.019267,0.692173,1.42775,0.256021,
3.9693,-3.0602,2.65932,0.118825,-0.302368,-0.82451,-0.455318,0.0199491,-2.59016,2.23149,0.774353,-0.380102,-1.07634,-0.580576,0.0199491,-2.65054,2.53565,0.416624,-0.124653,-0.461734,0.918565,0.0199491,-3.0088,2.15351,0.580962,-0.360753,-0.660693,1.11359,0.0199491,-2.78345,2.15791,0.336842,-0.0139686,0.650038,2.06625,0.0199645,-3.00717,2.58401,0.696393,0.0894176,0.604491,2.02188,0.0199491,-3.43808,1.898,1.27042,0.0192658,0.695063,1.4579,0.256021,-3.43808,1.898,1.27042,0.0192658,0.695063,1.4579,0.256021,-3.43808,1.898,1.27042,0.0192658,0.695063,1.4579,0.256021,-3.43808,1.898,1.27042,0.0192658,0.695063,1.4579,0.256021,-3.43808,1.898,1.27042,0.0192658,0.695063,1.4579,0.256021,
3.9794,-2.94658,2.79212,0.656767,-0.886547,0.141619,0.0800434,0.0199491,-2.61245,2.07093,0.836438,-1.33342,-0.206466,-0.00941146,0.0199491,-2.61947,2.44923,0.734407,-1.25022,-0.142087,1.61296,0.0199491,-3.13598,2.24976,0.73026,-2.55047,-0.353949,1.86121,0.0199491,-2.86976,2.23188,0.412099,0.0450835,1.03572,2.76935,0.0199645,-2.90733,2.42284,0.976279,0.0174971,0.796392,2.66843,0.0199491,-3.52327,1.87853,1.09963,0.119166,0.714916,1.53747,0.256021,-3.52327,1.87853,1.09963,0.119166,0.714916,1.53747,0.256021,-3.52327,1.87853,1.09963,0.119166,0.714916,1.53747,0.256021,-3.52327,1.87853,1.09963,0.119166,0.714916,1.53747,0.256021,-3.52327,1.87853,1.09963,0.119166,0.714916,1.53747,0.256021,
3.9895,-2.73702,2.79661,1.11497,-1.60956,-0.130252,-0.0398931,0.0199491,-2.66567,1.88562,0.772642,-1.31425,1.20555,0.981937,0.0199491,-2.61666,2.22931,0.988905,-2.22436,0.136547,1.47933,0.0199491,-3.17462,2.50882,0.896505,-1.33043,0.113803,1.67949,0.0199491,-2.82441,2.45071,0.346605,-0.084467,-0.298223,-2.15952,0.0199645,-2.86749,2.39189,1.22712,0.154861,0.451422,-2.6134,0.0199491,-3.54188,1.88835,1.20934,0.0142795,0.684628,1.40888,0.256021,-3.54188,1.88835,1.20934,0.0142795,0.684628,1.40888,0.256021,-3.54188,1.88835,1.20934,0.0142795,0.684628,1.40888,0.256021,-3.54188,1.88835,1.20934,0.0142795,0.684628,1.40888,0.256021,-3.54188,1.88835,1.20934,0.0142795,0.684628,1.40888,0.256021,
3.9996,-1.53464,2.4927,1.7781,-1.58995,0.821481,0.126389,0.0199491,-2.1677,2.0366,1.30219,-1.72563,1.11697,-0.998207,0.0199491,-1.16968,2.11701,1.17372,-1.87576,1.09783,-0.452736,0.0199491,-2.33627,2.12287,2.09467,0.591563,0.0970539,2.84296,0.0199491,-2.39833,2.43654,1.33911,-0.0315957,0.902664,-2.05952,0.0199645,-1.38645,2.00033,1.87824,3.07136,-0.0664175,-0.498706,0.0199491,-3.6297,1.88914,1.10561,0.00993911,0.695406,1.42728,0.256021,-3.6297,1.88914,1.10561,0.00993911,0.695406,1.42728,0.256021,-3.6297,1.88914,1.10561,0.00993911,0.695406,1.42728,0.256021,-3.6297,1.88914,1.10561,0.00993911,0.695406,1.42728,0.256021,-3.6297,1.88914,1.10561,0.00993911,0.695406,1.42728,0.256021,
4.0097,-1.11975,1.87479,2.27524,1.88024,0.25648,2.71127,0.0199491,-1.52102,2.22558,2.18981,1.98396,0.324256,2.60713,0.0199491,-0.629298,2.21324,2.55407,2.66968,0.734751,-1.53629,0.0199491,-1.25986,1.62993,2.37033,2.32001,0.299315,-1.79722,0.0199491,-1.27439,2.06505,2.5435,0.895048,-1.02613,0.0650418,0.0199645,-0.946834,1.87968,2.08294,1.93069,-0.678166,-1.65728,0.0199491,-3.53292,1.89134,1.1581,-0.00857187,0.695692,1.38975,0.256021,-3.53292,1.89134,1.1581,-0.00857187,0.695692,1.38975,0.256021,-3.53292,1.89134,1.1581,-0.00857187,0.695692,1.38975,0.256021,-3.53292,1.89134,1.1581,-0.00857187,0.695692,1.38975,0.256021,-3.53292,1.89134,1.1581,-0.00857187,0.695692,1.38975,0.256021,
4.0198,-1.86426,2.079,2.0455,3.10176,-0.145553,2.03518,0.0199491,-2.11098,2.06824,2.00435,2.65123,-0.101193,1.93587,0.0199491,-1.79117,2.01851,2.64872,2.66308,0.0824265,-2.93035,0.0199491,-1.74134,1.87025,1.93557,2.77342,0.277943,-2.36194,0.0199491,-2.02774,1.90275,2.22272,1.85373,-1.36087,-0.445684,0.0199645,-1.71186,2.19355,1.97915,-2.80898,-0.82335,-2.7701,0.0199491,-3.54432,1.8914,1.1228,0.00539927,0.693431,1.40978,0.256021,-3.54432,1.8914,1.1228,0.00539927,0.693431,1.40978,0.256021,-3.54432,1.8914,1.1228,0.00539927,0.693431,1.40978,0.256021,-3.54432,1.8914,1.1228,0.00539927,0.693431,1.40978,0.256021,-3.54432,1.8914,1.1228,0.00539927,0.693431,1.40978,0.256021,
4.0299,-2.91397,2.24245,1.70918,-2.79484,0.24369,1.90305,0.0199491,-3.27344,2.13469,1.7787,-2.95238,0.310254,1.56106,0.0199491,-2.86081,2.14683,2.19022,-3.03498,-0.0576598,3.02088,0.0199491,-2.63066,2.13812,1.53168,-2.92556,-0.124268,3.0043,0.0199491,-2.85137,1.89071,1.67443,-1.59808,-1.15557,-2.5648,0.0199645,-2.89656,2.45539,1.7524,-1.9463,-0.701556,-3.04297,0.0199491,-3.58063,1.89554,1.10461,0.0103726,0.693735,1.41541,0.256021,-3.58063,1.89554,1.10461,0.0103726,0.693735,1.41541,0.256021,-3.58063,1.89554,1.10461,0.0103726,0.693735,1.41541,0.256021,-3.58063,1.89554,1.10461,0.0103726,0.693735,1.41541,0.256021,-3.58063,1.89554,1.10461,0.0103726,0.693735,1.41541,0.256021,
4.04,-3.62078,2.18198,2.8233,-0.359516,-0.0731537,1.86248,0.0199491,-3.54303,2.08128,2.13259,-1.54775,0.590771,1.86004,0.0199491,-3.39241,2.30656,2.92292,-1.77687,0.446418,-2.94197,0.0199491,-3.38086,2.53059,2.36912,-1.52835,0.709726,-2.91857,0.0199491,-3.12923,2.22428,2.54824,-1.06535,-0.519438,-1.82461,0.0199645,-3.69112,2.41372,2.53601,-1.56768,-0.391883,-2.15002,0.0199491,-3.59618,1.88219,1.03043,0.055042,0.690345,1.44477,0.256021,-3.59618,1.88219,1.03043,0.055042,0.690345,1.44477,0.256021,-3.59618,1.88219,1.03043,0.055042,0.690345,1.44477,0.256021,-3.59618,1.88219,1.03043,0.055042,0.690345,1.44477,0.256021,-3.59618,1.88219,1.03043,0.055042,0.690345,1.44477,0.256021,
4.0501,-3.61671,1.91972,2.77673,-1.50277,0.488773,1.86678,0.0199491,-3.26577,1.87303,2.46054,-1.7175,0.242105,1.73937,0.0199491,-3.69912,2.01927,3.07413,-0.630447,0.63186,-2.46927,0.0199491,-3.46875,2.32776,2.51611,-0.960768,0.61958,-2.43145,0.0199491,-3.29018,2.15082,2.76037,0.534897,-1.08799,-2.40602,0.0199645,-3.78908,2.07049,2.59025,-0.390729,-0.63117,-2.13605,0.0199491,-3.58631,1.88248,1.05382,0.0251401,0.694047,1.42081,0.256021,-3.58631,1.88248,1.05382,0.0251401,0.694047,1.42081,0.256021,-3.58631,1.88248,1.05382,0.0251401,0.694047,1.42081,0.256021,-3.58631,1.88248,1.05382,0.0251401,0.694047,1.42081,0.256021,-3.58631,1.88248,1.05382,0.0251401,0.694047,1.42081,0.256021,
4.0602,-3.62677,1.83305,2.29726,-1.90671,0.192217,1.5204,0.0199491,-3.37201,1.60257,1.98923,-0.390253,0.0625945,1.53819,0.0199491,-3.53645,2.01749,2.48227,-1.41016,0.0695196,-3.12541,0.0199491,-3.59814,2.13861,1.87824,-1.28234,0.18782,-3.05405,0.0199491,-3.30679,1.88108,2.05866,0.466766,-0.646255,-2.55659,0.0199645,-3.84795,1.98158,2.1663,-0.181192,-0.527498,-2.57292,0.0199491,-3.70914,1.8678,0.907244,0.10444,0.701916,1.61776,0.256021,-3.70914,1.8678,0.907244,0.10444,0.701916,1.61776,0.256021,-3.70914,1.8678,0.907244,0.10444,0.701916,1.61776,0.256021,-3.70914,1.8678,0.907244,0.10444,0.701916,1.61776,0.256021,-3.70914,1.8678,0.907244,0.10444,0.701916,1.61776,0.256021,
4.0703,-3.00303,1.86792,2.74739,-2.31667,-0.270742,1.16856,0.0199491,-3.01642,1.64746,2.37944,0.827961,0.279843,1.77705,0.0199491,-2.84353,2.06005,3.11396,-0.659302,0.306115,1.74624,0.0199491,-3.46365,1.73436,2.02982,-0.367678,-0.459074,1.81648,0.0199491,-2.91585,2.01004,2.40899,1.18023,0.110019,-2.53525,0.0199645,-3.25561,1.89751,3.06351,0.815948,-0.179202,-2.92658,0.0199491,-3.64362,1.89158,1.00976,0.0246666,0.696629,1.40402,0.256021,-3.64362,1.89158,1.00976,0.0246666,0.696629,1.40402,0.256021,-3.64362,1.89158,1.00976,0.0246666,0.696629,1.40402,0.256021,-3.64362,1.89158,1.00976,0.0246666,0.696629,1.40402,0.256021,-3.64362,1.89158,1.00976,0.0246666,0.696629,1.40402,0.256021,
4.0804,-2.442,2.19068,2.85632,-1.08062,0.971002,0.798694,0.0199491,-2.38531,2.04915,2.35506,-0.539127,0.748989,1.18503,0.0199491,-2.06812,2.13859,3.23871,-0.278956,1.16156,2.60771,0.0199491,-2.96728,2.08255,2.65687,-0.0895382,1.16589,2.59999,0.0199491,-2.57956,2.43331,2.77464,1.04753,-0.34965,-1.72524,0.0199645,-2.38241,1.82025,2.99156,0.809809,0.0374761,-2.21863,0.0199491,-3.6125,1.88758,0.994342,0.0119629,0.693692,1.38661,0.256021,-3.6125,1.88758,0.994342,0.0119629,0.693692,1.38661,0.256021,-3.6125,1.88758,0.994342,0.0119629,0.693692,1.38661,0.256021,-3.6125,1.88758,0.994342,0.0119629,0.693692,1.38661,0.256021,-3.6125,1.88758,0.994342,0.0119629,0.693692,1.38661,0.256021,
4.0905,-2.18387,2.3166,1.86902,0.21034,1.34369,1.55004,0.0199491,-2.20413,2.25377,1.50524,0.23552,1.04217,1.29506,0.0199491,-1.92338,2.37452,2.13789,0.275102,0.931952,3.00541,0.0199491,-2.65758,1.99794,1.70854,0.388501,1.20061,2.85014,0.0199491,-2.40299,2.4959,1.76789,1.45677,-0.319596,-1.65078,0.0199645,-2.1285,2.02718,1.8576,1.10622,0.143625,-2.17123,0.0199491,-3.62041,1.89001,0.966241,0.00129938,0.691735,1.39535,0.256021,-3.62041,1.89001,0.966241,0.00129938,0.691735,1.39535,0.256021,-3.62041,1.89001,0.966241,0.00129938,0.691735,1.39535,0.256021,-3.62041,1.89001,0.966241,0.00129938,0.691735,1.39535,0.256021,-3.62041,1.89001,0.966241,0.00129938,0.691735,1.39535,0.256021,
4.1006,-2.23624,2.37472,0.656085,2.86747,0.762352,-2.32949,0.0199491,-2.29994,2.18438,0.326099,2.65905,0.703721,-2.62142,0.0199491,-1.89959,2.56838,0.653728,-2.82847,1.24552,-0.395635,0.0199491,-2.57111,1.91785,0.815142,2.64674,1.37431,-1.41691,0.0199491,-2.49477,2.44823,0.67886,1.62991,0.0525201,-1.13784,0.0199645,-2.10429,2.06742,0.604844,1.60552,0.525482,-1.54372,0.0199491,-3.63755,1.89714,0.94781,0.00331734,0.699284,1.395,0.256021,-3.63755,1.89714,0.94781,0.00331734,0.699284,1.395,0.256021,-3.63755,1.89714,0.94781,0.00331734,0.699284,1.395,0.256021,-3.63755,1.89714,0.94781,0.00331734,0.699284,1.395,0.256021,-3.63755,1.89714,0.94781,0.00331734,0.699284,1.395,0.256021,
4.1107,-2.49736,2.23479,-0.373665,-2.77898,-0.327669,-1.59524,0.0199491,-2.97585,1.98892,-0.430528,-2.78034,0.0424744,-1.74838,0.0199491,-2.44695,2.30193,-0.787812,-2.65508,-0.453485,-0.280524,0.0199491,-2.57714,2.13973,-0.0712266,-3.0001,0.234426,-0.421632,0.0199491,-2.68364,2.40429,-0.27322,1.81548,0.713489,0.0799309,0.0199645,-2.45742,1.9867,-0.472332,2.13371,0.556656,-0.114426,0.0199491,-3.66003,1.89086,0.905051,-0.0167414,0.696994,1.38107,0.256021,-3.66003,1.89086,0.905051,-0.0167414,0.696994,1.38107,0.256021,-3.66003,1.89086,0.905051,-0.0167414,0.696994,1.38107,0.256021,-3.66003,1.89086,0.905051,-0.0167414,0.696994,1.38107,0.256021,-3.66003,1.89086,0.905051,-0.0167414,0.696994,1.38107,0.256021,
4.1208,-3.24665,1.95329,-0.904754,-3.12922,-0.736529,-1.60727,0.0199491,-3.60422,1.90594,-0.658192,-2.86218,-0.35203,-1.59746,0.0199491,-3.29234,2.00047,-1.25414,-2.91536,-0.115602,0.255828,0.0199491,-3.27612,2.00821,-0.634428,-3.04397,-0.49377,0.125975,0.0199491,-3.33241,2.15282,-0.855299,2.2662,0.987556,0.778162,0.0199645,-3.27633,1.72826,-0.858477,2.19159,0.525572,0.577217,0.0199491,-3.65835,1.86566,0.892904,0.0348188,0.691853,1.43551,0.256021,-3.65835,1.86566,0.892904,0.0348188,0.691853,1.43551,0.256021,-3.65835,1.86566,0.892904,0.0348188,0.691853,1.43551,0.256021,-3.65835,1.86566,0.892904,0.0348188,0.691853,1.43551,0.256021,-3.65835,1.86566,0.892904,0.0348188,0.691853,1.43551,0.256021,
4.1309,-3.84503,1.98019,-0.648078,-1.66881,-0.831834,-2.40487,0.0199491,-4.13125,1.78956,-0.360883,-2.13516,-0.569893,-2.01596,0.0199491,-4.07632,1.97331,-0.965054,-2.31259,-1.12448,-0.281617,0.0199491,-3.85173,2.02216,-0.405235,-2.42496,-0.948053,-0.236173,0.0199491,-4.06721,2.10384,-0.521174,2.59219,0.590221,0.904488,0.0199645,-3.77143,1.79475,-0.691328,2.48359,0.323934,0.790232,0.0199491,-3.68878,1.89623,0.829385,0.0321144,0.694224,1.40594,0.256021,-3.68878,1.89623,0.829385,0.0321144,0.694224,1.40594,0.256021,-3.68878,1.89623,0.829385,0.0321144,0.694224,1.40594,0.256021,-3.68878,1.89623,0.829385,0.0321144,0.694224,1.40594,0.256021,-3.68878,1.89623,0.829385,0.0321144,0.694224,1.40594,0.256021,
4.141,-4.28767,2.13618,-0.0464746,-0.975175,-0.822303,-3.13984,0.0199491,-4.33933,1.59838,0.2758,1.56931,0.432181,0.00162341,0.0199491,-4.63621,2.08472,-0.180007,-1.08558,-0.80227,-1.3523,0.0199491,-4.12703,2.10624,0.154902,-1.71069,-0.42614,-0.97603,0.0199491,-4.40417,2.15065,0.210827,2.78069,-0.295753,0.797053,0.0199645,-4.21583,1.99562,-0.216661,3.07308,-0.402673,0.437633,0.0199491,-3.65902,1.88811,0.795376,0.00879255,0.701057,1.38718,0.256021,-3.65902,1.88811,0.795376,0.00879255,0.701057,1.38718,0.256021,-3.65902,1.88811,0.795376,0.00879255,0.701057,1.38718,0.256021,-3.65902,1.88811,0.795376,0.00879255,0.701057,1.38718,0.256021,-3.65902,1.88811,0.795376,0.00879255,0.701057,1.38718,0.256021,
4.1511,-4.99691,1.93977,-0.195565,-0.975522,-0.564164,-2.94201,0.0199491,-4.64929,1.71818,0.0425133,-1.72228,-0.690517,-3.02643,0.0199491,-5.52077,1.75011,-0.0570926,-0.871102,0.0386816,-1.11767,0.0199491,-4.52168,1.82122,-0.329153,-0.191913,-0.532734,-1.79808,0.0199491,-5.06298,1.92148,0.274517,-2.74831,-0.450045,0.543517,0.0199645,-4.84562,1.9634,-0.432872,3.09234,-0.661818,0.639402,0.0199491,-3.67906,1.8968,0.728637,0.00619157,0.698659,1.37905,0.256021,-3.67906,1.8968,0.728637,0.00619157,0.698659,1.37905,0.256021,-3.67906,1.8968,0.728637,0.00619157,0.698659,1.37905,0.256021,-3.67906,1.8968,0.728637,0.00619157,0.698659,1.37905,0.256021,-3.67906,1.8968,0.728637,0.00619157,0.698659,1.37905,0.256021,
