time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_hmTa4v).X,6_rod(payload_bars compound_hmTa4v).Y,6_rod(payload_bars compound_hmTa4v).Z,6_rod(payload_bars compound_hmTa4v).Euler1,6_rod(payload_bars compound_hmTa4v).Euler2,6_rod(payload_bars compound_hmTa4v).Euler3,6_rod(payload_bars compound_hmTa4v).mass,7_rod(payload_bars compound_hmTa4v).X,7_rod(payload_bars compound_hmTa4v).Y,7_rod(payload_bars compound_hmTa4v).Z,7_rod(payload_bars compound_hmTa4v).Euler1,7_rod(payload_bars compound_hmTa4v).Euler2,7_rod(payload_bars compound_hmTa4v).Euler3,7_rod(payload_bars compound_hmTa4v).mass,8_rod(payload_bars compound_hmTa4v).X,8_rod(payload_bars compound_hmTa4v).Y,8_rod(payload_bars compound_hmTa4v).Z,8_rod(payload_bars compound_hmTa4v).Euler1,8_rod(payload_bars compound_hmTa4v).Euler2,8_rod(payload_bars compound_hmTa4v).Euler3,8_rod(payload_bars compound_hmTa4v).mass,9_rod(payload_bars compound_hmTa4v).X,9_rod(payload_bars compound_hmTa4v).Y,9_rod(payload_bars compound_hmTa4v).Z,9_rod(payload_bars compound_hmTa4v).Euler1,9_rod(payload_bars compound_hmTa4v).Euler2,9_rod(payload_bars compound_hmTa4v).Euler3,9_rod(payload_bars compound_hmTa4v).mass,10_rod(payload_bars compound_hmTa4v).X,10_rod(payload_bars compound_hmTa4v).Y,10_rod(payload_bars compound_hmTa4v).Z,10_rod(payload_bars compound_hmTa4v).Euler1,10_rod(payload_bars compound_hmTa4v).Euler2,10_rod(payload_bars compound_hmTa4v).Euler3,10_rod(payload_bars compound_hmTa4v).mass,
1.717,-0.883648,2.09886,2.75671,0.46287,0.595399,-1.39749,0.0199491,0.132593,2.03271,2.08578,-0.910117,-0.114224,-1.36982,0.0199491,-0.0880114,2.00359,2.14369,0.0594304,0.765808,-0.299974,0.0199491,-0.155099,2.00729,2.69873,-0.207416,0.694865,0.0494455,0.0199491,-0.365986,1.61067,2.42864,-1.67988,0.0478924,-0.974042,0.0199645,-0.203451,2.24753,2.53597,-1.8757,0.404073,-0.626659,0.0199491,-0.612883,2.03253,2.25996,0.116516,0.616661,1.32789,0.256021,-0.612883,2.03253,2.25996,0.116516,0.616661,1.32789,0.256021,-0.612883,2.03253,2.25996,0.116516,0.616661,1.32789,0.256021,-0.612883,2.03253,2.25996,0.116516,0.616661,1.32789,0.256021,-0.612883,2.03253,2.25996,0.116516,0.616661,1.32789,0.256021,
1.7271,-0.885377,2.09887,2.75993,0.462674,0.595574,-1.39741,0.0199491,0.130762,2.03272,2.08888,-0.909924,-0.114412,-1.36988,0.0199491,-0.0898433,2.00358,2.14679,0.0593876,0.765648,-0.30024,0.0199491,-0.156852,2.00729,2.70183,-0.207411,0.695198,0.0493579,0.0199491,-0.367774,1.61069,2.43178,-1.67995,0.0479076,-0.973999,0.0199645,-0.205234,2.24758,2.53907,-1.87567,0.403857,-0.626739,0.0199491,-0.614708,2.03253,2.26314,0.116441,0.616851,1.32775,0.256021,-0.614708,2.03253,2.26314,0.116441,0.616851,1.32775,0.256021,-0.614708,2.03253,2.26314,0.116441,0.616851,1.32775,0.256021,-0.614708,2.03253,2.26314,0.116441,0.616851,1.32775,0.256021,-0.614708,2.03253,2.26314,0.116441,0.616851,1.32775,0.256021,
1.7372,-0.887108,2.09888,2.76313,0.462467,0.595748,-1.39733,0.0199491,0.128934,2.03273,2.09198,-0.909729,-0.114604,-1.36995,0.0199491,-0.0916726,2.00358,2.14988,0.0593407,0.765484,-0.300513,0.0199491,-0.158604,2.00729,2.70493,-0.207411,0.695526,0.0492637,0.0199491,-0.36956,1.61071,2.43491,-1.68003,0.0479191,-0.97395,0.0199645,-0.207017,2.24763,2.54217,-1.87565,0.403638,-0.626812,0.0199491,-0.616531,2.03254,2.2663,0.116362,0.617038,1.32761,0.256021,-0.616531,2.03254,2.2663,0.116362,0.617038,1.32761,0.256021,-0.616531,2.03254,2.2663,0.116362,0.617038,1.32761,0.256021,-0.616531,2.03254,2.2663,0.116362,0.617038,1.32761,0.256021,-0.616531,2.03254,2.2663,0.116362,0.617038,1.32761,0.256021,
1.7473,-0.888841,2.0989,2.76633,0.462238,0.595922,-1.39728,0.0199491,0.127108,2.03274,2.09507,-0.909532,-0.1148,-1.37001,0.0199491,-0.0934995,2.00357,2.15296,0.0592902,0.765316,-0.300793,0.0199491,-0.160358,2.00729,2.70801,-0.207415,0.695849,0.0491639,0.0199491,-0.371345,1.61073,2.43804,-1.68011,0.0479286,-0.973897,0.0199645,-0.208799,2.24768,2.54526,-1.87562,0.403416,-0.62688,0.0199491,-0.618353,2.03254,2.26946,0.116281,0.61722,1.32746,0.256021,-0.618353,2.03254,2.26946,0.116281,0.61722,1.32746,0.256021,-0.618353,2.03254,2.26946,0.116281,0.61722,1.32746,0.256021,-0.618353,2.03254,2.26946,0.116281,0.61722,1.32746,0.256021,-0.618353,2.03254,2.26946,0.116281,0.61722,1.32746,0.256021,
1.7574,-0.89058,2.09892,2.7695,0.461941,0.596103,-1.39726,0.0199491,0.125286,2.03275,2.09815,-0.909334,-0.115,-1.37007,0.0199491,-0.0953241,2.00357,2.15604,0.0592366,0.765146,-0.301079,0.0199491,-0.16211,2.0073,2.71109,-0.207425,0.69617,0.0490578,0.0199491,-0.373129,1.61075,2.44116,-1.68019,0.047939,-0.973838,0.0199645,-0.210581,2.24773,2.54834,-1.87559,0.40319,-0.626941,0.0199491,-0.620172,2.03254,2.27261,0.116198,0.617399,1.3273,0.256021,-0.620172,2.03254,2.27261,0.116198,0.617399,1.3273,0.256021,-0.620172,2.03254,2.27261,0.116198,0.617399,1.3273,0.256021,-0.620172,2.03254,2.27261,0.116198,0.617399,1.3273,0.256021,-0.620172,2.03254,2.27261,0.116198,0.617399,1.3273,0.256021,
1.7675,-0.892576,2.09956,2.77249,0.451825,0.597573,-1.40265,0.0199491,0.123508,2.03273,2.10125,-0.90947,-0.114978,-1.3702,0.0199491,-0.0970931,2.00354,2.15915,0.0592794,0.764973,-0.301168,0.0199491,-0.163653,2.00729,2.71409,-0.208131,0.697072,0.0485469,0.0199491,-0.374908,1.61072,2.44428,-1.68051,0.0482583,-0.973752,0.0199645,-0.212257,2.24761,2.55136,-1.87533,0.402138,-0.626911,0.0199491,-0.621934,2.03253,2.27581,0.116178,0.617559,1.32731,0.256021,-0.621934,2.03253,2.27581,0.116178,0.617559,1.32731,0.256021,-0.621934,2.03253,2.27581,0.116178,0.617559,1.32731,0.256021,-0.621934,2.03253,2.27581,0.116178,0.617559,1.32731,0.256021,-0.621934,2.03253,2.27581,0.116178,0.617559,1.32731,0.256021,
1.7776,-0.894332,2.09946,2.77554,0.45111,0.597726,-1.40249,0.0199491,0.121774,2.03274,2.10437,-0.908955,-0.115193,-1.37014,0.0199491,-0.0988297,2.00352,2.16225,0.0593499,0.764832,-0.301206,0.0199491,-0.16528,2.00727,2.71732,-0.208253,0.696436,0.0489656,0.0199491,-0.37663,1.61068,2.44737,-1.68074,0.0485292,-0.973723,0.0199645,-0.213741,2.24763,2.55464,-1.87546,0.403033,-0.626965,0.0199491,-0.62366,2.03252,2.279,0.116178,0.617749,1.32738,0.256021,-0.62366,2.03252,2.279,0.116178,0.617749,1.32738,0.256021,-0.62366,2.03252,2.279,0.116178,0.617749,1.32738,0.256021,-0.62366,2.03252,2.279,0.116178,0.617749,1.32738,0.256021,-0.62366,2.03252,2.279,0.116178,0.617749,1.32738,0.256021,
1.7877,-0.896294,2.09935,2.77847,0.450637,0.597634,-1.40228,0.0199491,0.119982,2.03275,2.10759,-0.908649,-0.115561,-1.36993,0.0199491,-0.100639,2.00349,2.1654,0.0594039,0.764448,-0.301282,0.0199491,-0.16709,2.00727,2.72052,-0.20814,0.696488,0.0493033,0.0199491,-0.3785,1.61064,2.45046,-1.68102,0.0488625,-0.973442,0.0199645,-0.215477,2.24764,2.55786,-1.87529,0.403224,-0.626752,0.0199491,-0.625486,2.0325,2.28212,0.11615,0.617712,1.32739,0.256021,-0.625486,2.0325,2.28212,0.11615,0.617712,1.32739,0.256021,-0.625486,2.0325,2.28212,0.11615,0.617712,1.32739,0.256021,-0.625486,2.0325,2.28212,0.11615,0.617712,1.32739,0.256021,-0.625486,2.0325,2.28212,0.11615,0.617712,1.32739,0.256021,
1.7978,-0.898322,2.09928,2.78138,0.450096,0.597565,-1.4022,0.0199491,0.118135,2.03277,2.1108,-0.908264,-0.115988,-1.36979,0.0199491,-0.102497,2.00347,2.16855,0.0593985,0.764042,-0.301478,0.0199491,-0.168973,2.00727,2.72365,-0.208046,0.696837,0.0493529,0.0199491,-0.380417,1.61062,2.45357,-1.68128,0.049112,-0.973129,0.0199645,-0.217353,2.24774,2.561,-1.87391,0.401298,-0.625869,0.0199491,-0.627364,2.0325,2.28523,0.11608,0.617664,1.32729,0.256021,-0.627364,2.0325,2.28523,0.11608,0.617664,1.32729,0.256021,-0.627364,2.0325,2.28523,0.11608,0.617664,1.32729,0.256021,-0.627364,2.0325,2.28523,0.11608,0.617664,1.32729,0.256021,-0.627364,2.0325,2.28523,0.11608,0.617664,1.32729,0.256021,
1.8079,-0.900309,2.09925,2.78432,0.449867,0.597576,-1.40199,0.0199491,0.116269,2.03277,2.11397,-0.908051,-0.116333,-1.36976,0.0199491,-0.104376,2.00347,2.17168,0.0593253,0.763731,-0.301807,0.0199491,-0.170849,2.00727,2.72679,-0.207948,0.697095,0.0494151,0.0199491,-0.382316,1.61065,2.45672,-1.68149,0.0492337,-0.972899,0.0199645,-0.219187,2.2478,2.56413,-1.87414,0.401788,-0.625961,0.0199491,-0.629253,2.0325,2.28836,0.115971,0.617718,1.32708,0.256021,-0.629253,2.0325,2.28836,0.115971,0.617718,1.32708,0.256021,-0.629253,2.0325,2.28836,0.115971,0.617718,1.32708,0.256021,-0.629253,2.0325,2.28836,0.115971,0.617718,1.32708,0.256021,-0.629253,2.0325,2.28836,0.115971,0.617718,1.32708,0.256021,
1.818,-0.902276,2.09923,2.78729,0.449639,0.597647,-1.40181,0.0199491,0.114397,2.03278,2.11712,-0.907765,-0.116675,-1.36973,0.0199491,-0.106264,2.00347,2.17479,0.0592263,0.763468,-0.302189,0.0199491,-0.172701,2.00727,2.72992,-0.207969,0.697327,0.0493952,0.0199491,-0.384199,1.61069,2.45988,-1.68166,0.0492809,-0.972717,0.0199645,-0.221015,2.24787,2.56726,-1.87412,0.401748,-0.625869,0.0199491,-0.631145,2.03251,2.2915,0.115849,0.617824,1.32683,0.256021,-0.631145,2.03251,2.2915,0.115849,0.617824,1.32683,0.256021,-0.631145,2.03251,2.2915,0.115849,0.617824,1.32683,0.256021,-0.631145,2.03251,2.2915,0.115849,0.617824,1.32683,0.256021,-0.631145,2.03251,2.2915,0.115849,0.617824,1.32683,0.256021,
1.8281,-0.904255,2.09923,2.79026,0.449431,0.597729,-1.40164,0.0199491,0.112512,2.03278,2.12028,-0.907468,-0.117026,-1.36972,0.0199491,-0.108164,2.00347,2.1779,0.0591065,0.763206,-0.302614,0.0199491,-0.17457,2.00727,2.73304,-0.208005,0.697574,0.0493176,0.0199491,-0.386092,1.61073,2.46305,-1.68182,0.0492995,-0.972532,0.0199645,-0.22287,2.24795,2.57038,-1.87406,0.401604,-0.625761,0.0199491,-0.63305,2.03252,2.29464,0.115712,0.617935,1.32654,0.256021,-0.63305,2.03252,2.29464,0.115712,0.617935,1.32654,0.256021,-0.63305,2.03252,2.29464,0.115712,0.617935,1.32654,0.256021,-0.63305,2.03252,2.29464,0.115712,0.617935,1.32654,0.256021,-0.63305,2.03252,2.29464,0.115712,0.617935,1.32654,0.256021,
1.8382,-0.906242,2.09925,2.79322,0.449236,0.59782,-1.40148,0.0199491,0.110618,2.03279,2.12343,-0.907169,-0.117382,-1.36972,0.0199491,-0.110074,2.00348,2.18101,0.0589689,0.762944,-0.303076,0.0199491,-0.176454,2.00727,2.73616,-0.208055,0.697822,0.0491951,0.0199491,-0.387992,1.61079,2.46623,-1.68198,0.0492935,-0.972343,0.0199645,-0.224744,2.24803,2.57348,-1.87402,0.401429,-0.625657,0.0199491,-0.634965,2.03254,2.29777,0.115562,0.61805,1.32623,0.256021,-0.634965,2.03254,2.29777,0.115562,0.61805,1.32623,0.256021,-0.634965,2.03254,2.29777,0.115562,0.61805,1.32623,0.256021,-0.634965,2.03254,2.29777,0.115562,0.61805,1.32623,0.256021,-0.634965,2.03254,2.29777,0.115562,0.61805,1.32623,0.256021,
1.8483,-0.908062,2.09849,2.79634,0.460171,0.596168,-1.39521,0.0199491,0.10869,2.03284,2.12662,-0.906522,-0.118002,-1.36962,0.0199491,-0.112021,2.0035,2.18411,0.0587909,0.762539,-0.30362,0.0199491,-0.178666,2.00729,2.7394,-0.207067,0.69736,0.0495659,0.0199491,-0.389957,1.61087,2.4694,-1.68208,0.0492143,-0.972015,0.0199645,-0.226839,2.2483,2.57665,-1.87403,0.401885,-0.625586,0.0199491,-0.636934,2.03256,2.30083,0.115376,0.618031,1.32582,0.256021,-0.636934,2.03256,2.30083,0.115376,0.618031,1.32582,0.256021,-0.636934,2.03256,2.30083,0.115376,0.618031,1.32582,0.256021,-0.636934,2.03256,2.30083,0.115376,0.618031,1.32582,0.256021,-0.636934,2.03256,2.30083,0.115376,0.618031,1.32582,0.256021,
1.8584,-0.910105,2.0981,2.7993,0.465462,0.595198,-1.3921,0.0199491,0.106745,2.03288,2.12986,-0.906321,-0.118538,-1.36944,0.0199491,-0.113988,2.0035,2.18728,0.0586488,0.762017,-0.304097,0.0199491,-0.180883,2.00732,2.74253,-0.206203,0.697893,0.0495969,0.0199491,-0.391977,1.61093,2.47256,-1.68218,0.0491911,-0.971582,0.0199645,-0.229126,2.24846,2.57973,-1.87394,0.401502,-0.625464,0.0199491,-0.638935,2.03258,2.30388,0.115205,0.617893,1.32545,0.256021,-0.638935,2.03258,2.30388,0.115205,0.617893,1.32545,0.256021,-0.638935,2.03258,2.30388,0.115205,0.617893,1.32545,0.256021,-0.638935,2.03258,2.30388,0.115205,0.617893,1.32545,0.256021,-0.638935,2.03258,2.30388,0.115205,0.617893,1.32545,0.256021,
1.8685,-0.911989,2.09813,2.80242,0.465909,0.595265,-1.39176,0.0199491,0.104837,2.03288,2.13299,-0.906359,-0.118735,-1.3695,0.0199491,-0.115908,2.00352,2.19038,0.0584888,0.761789,-0.304604,0.0199491,-0.182808,2.00733,2.74559,-0.206069,0.698539,0.0492465,0.0199491,-0.393849,1.61101,2.47575,-1.68217,0.0490076,-0.971456,0.0199645,-0.231183,2.24853,2.58278,-1.87412,0.401094,-0.625599,0.0199491,-0.640857,2.0326,2.30703,0.115043,0.618037,1.32509,0.256021,-0.640857,2.0326,2.30703,0.115043,0.618037,1.32509,0.256021,-0.640857,2.0326,2.30703,0.115043,0.618037,1.32509,0.256021,-0.640857,2.0326,2.30703,0.115043,0.618037,1.32509,0.256021,-0.640857,2.0326,2.30703,0.115043,0.618037,1.32509,0.256021,
1.8786,-0.913742,2.09821,2.80562,0.465715,0.595559,-1.39175,0.0199491,0.102974,2.03288,2.13608,-0.90611,-0.118943,-1.36961,0.0199491,-0.11778,2.00353,2.19346,0.0583416,0.761708,-0.305081,0.0199491,-0.184582,2.00733,2.74868,-0.206207,0.698796,0.0489544,0.0199491,-0.39563,1.61108,2.47895,-1.68215,0.048811,-0.971476,0.0199645,-0.233033,2.24862,2.58588,-1.8742,0.400773,-0.625685,0.0199491,-0.642715,2.03262,2.31022,0.114901,0.618315,1.32477,0.256021,-0.642715,2.03262,2.31022,0.114901,0.618315,1.32477,0.256021,-0.642715,2.03262,2.31022,0.114901,0.618315,1.32477,0.256021,-0.642715,2.03262,2.31022,0.114901,0.618315,1.32477,0.256021,-0.642715,2.03262,2.31022,0.114901,0.618315,1.32477,0.256021,
1.8887,-0.915515,2.09828,2.80881,0.465415,0.595811,-1.39178,0.0199491,0.101121,2.03289,2.13919,-0.90584,-0.119186,-1.36968,0.0199491,-0.119643,2.00354,2.19655,0.0582193,0.76158,-0.305509,0.0199491,-0.186363,2.00733,2.75179,-0.206327,0.699043,0.048715,0.0199491,-0.397427,1.61114,2.48214,-1.68219,0.0486948,-0.971446,0.0199645,-0.234867,2.2487,2.58899,-1.8742,0.400427,-0.625709,0.0199491,-0.644569,2.03264,2.3134,0.114771,0.618545,1.32448,0.256021,-0.644569,2.03264,2.3134,0.114771,0.618545,1.32448,0.256021,-0.644569,2.03264,2.3134,0.114771,0.618545,1.32448,0.256021,-0.644569,2.03264,2.3134,0.114771,0.618545,1.32448,0.256021,-0.644569,2.03264,2.3134,0.114771,0.618545,1.32448,0.256021,
1.8988,-0.917317,2.09833,2.81198,0.4651,0.596017,-1.39182,0.0199491,0.0992647,2.03289,2.14231,-0.9056,-0.119436,-1.36975,0.0199491,-0.121506,2.00355,2.19966,0.0581096,0.761406,-0.305911,0.0199491,-0.188169,2.00734,2.7549,-0.206392,0.699343,0.0484941,0.0199491,-0.399246,1.61119,2.48532,-1.68227,0.0486308,-0.971367,0.0199645,-0.236719,2.24878,2.59209,-1.87418,0.400098,-0.625731,0.0199491,-0.646428,2.03265,2.31658,0.114647,0.618728,1.32421,0.256021,-0.646428,2.03265,2.31658,0.114647,0.618728,1.32421,0.256021,-0.646428,2.03265,2.31658,0.114647,0.618728,1.32421,0.256021,-0.646428,2.03265,2.31658,0.114647,0.618728,1.32421,0.256021,-0.646428,2.03265,2.31658,0.114647,0.618728,1.32421,0.256021,
1.9089,-0.919123,2.09839,2.81514,0.464765,0.596213,-1.39186,0.0199491,0.0974106,2.0329,2.14544,-0.905369,-0.11968,-1.36982,0.0199491,-0.123367,2.00355,2.20277,0.0580064,0.761225,-0.306301,0.0199491,-0.189976,2.00734,2.75801,-0.206447,0.69964,0.0482881,0.0199491,-0.401066,1.61124,2.48851,-1.68236,0.0485849,-0.97128,0.0199645,-0.238563,2.24885,2.59519,-1.87416,0.399799,-0.625756,0.0199491,-0.648285,2.03267,2.31975,0.114526,0.618902,1.32396,0.256021,-0.648285,2.03267,2.31975,0.114526,0.618902,1.32396,0.256021,-0.648285,2.03267,2.31975,0.114526,0.618902,1.32396,0.256021,-0.648285,2.03267,2.31975,0.114526,0.618902,1.32396,0.256021,-0.648285,2.03267,2.31975,0.114526,0.618902,1.32396,0.256021,
1.919,-0.920926,2.09844,2.81831,0.464408,0.596408,-1.39191,0.0199491,0.0955594,2.03291,2.14858,-0.905139,-0.119919,-1.36989,0.0199491,-0.125225,2.00356,2.20589,0.0579091,0.761043,-0.306678,0.0199491,-0.191778,2.00734,2.76112,-0.206507,0.699924,0.0480972,0.0199491,-0.402885,1.61128,2.49169,-1.68245,0.0485483,-0.971191,0.0199645,-0.240397,2.24893,2.5983,-1.87413,0.399516,-0.625776,0.0199491,-0.65014,2.03268,2.32293,0.114409,0.619073,1.32371,0.256021,-0.65014,2.03268,2.32293,0.114409,0.619073,1.32371,0.256021,-0.65014,2.03268,2.32293,0.114409,0.619073,1.32371,0.256021,-0.65014,2.03268,2.32293,0.114409,0.619073,1.32371,0.256021,-0.65014,2.03268,2.32293,0.114409,0.619073,1.32371,0.256021,
1.9291,-0.922863,2.09908,2.82143,0.455342,0.597833,-1.39691,0.0199491,0.0937204,2.03292,2.15174,-0.904998,-0.120061,-1.37003,0.0199491,-0.127051,2.00354,2.20905,0.0579073,0.760803,-0.306863,0.0199491,-0.193451,2.00734,2.76414,-0.207069,0.700955,0.047497,0.0199491,-0.404716,1.61128,2.49486,-1.68267,0.0487373,-0.971045,0.0199645,-0.242213,2.24893,2.60134,-1.87323,0.397584,-0.625408,0.0199491,-0.651968,2.03267,2.32613,0.114352,0.619172,1.32363,0.256021,-0.651968,2.03267,2.32613,0.114352,0.619172,1.32363,0.256021,-0.651968,2.03267,2.32613,0.114352,0.619172,1.32363,0.256021,-0.651968,2.03267,2.32613,0.114352,0.619172,1.32363,0.256021,-0.651968,2.03267,2.32613,0.114352,0.619172,1.32363,0.256021,
1.9392,-0.924656,2.09917,2.82453,0.454072,0.598179,-1.3973,0.0199491,0.0919189,2.03289,2.15483,-0.905013,-0.120067,-1.37026,0.0199491,-0.128846,2.00354,2.21217,0.0578258,0.760687,-0.307194,0.0199491,-0.195133,2.00733,2.76728,-0.20733,0.700988,0.0473061,0.0199491,-0.406531,1.6113,2.49808,-1.68318,0.0490688,-0.970934,0.0199645,-0.24386,2.2489,2.60443,-1.87402,0.398585,-0.625945,0.0199491,-0.653752,2.03268,2.32935,0.114249,0.619401,1.32343,0.256021,-0.653752,2.03268,2.32935,0.114249,0.619401,1.32343,0.256021,-0.653752,2.03268,2.32935,0.114249,0.619401,1.32343,0.256021,-0.653752,2.03268,2.32935,0.114249,0.619401,1.32343,0.256021,-0.653752,2.03268,2.32935,0.114249,0.619401,1.32343,0.256021,
1.9493,-0.92655,2.09913,2.82755,0.453755,0.598217,-1.39715,0.0199491,0.0901063,2.03292,2.15802,-0.904462,-0.12048,-1.37026,0.0199491,-0.130664,2.00353,2.21532,0.0577742,0.760409,-0.307474,0.0199491,-0.196944,2.00733,2.77045,-0.207279,0.701048,0.0473506,0.0199491,-0.4084,1.6113,2.50125,-1.68362,0.0493923,-0.97069,0.0199645,-0.245619,2.249,2.6076,-1.87376,0.398413,-0.625789,0.0199491,-0.655576,2.03268,2.33251,0.114154,0.619472,1.32326,0.256021,-0.655576,2.03268,2.33251,0.114154,0.619472,1.32326,0.256021,-0.655576,2.03268,2.33251,0.114154,0.619472,1.32326,0.256021,-0.655576,2.03268,2.33251,0.114154,0.619472,1.32326,0.256021,-0.655576,2.03268,2.33251,0.114154,0.619472,1.32326,0.256021,
1.9594,-0.928467,2.09913,2.83057,0.453459,0.598262,-1.39706,0.0199491,0.088262,2.03292,2.16119,-0.904297,-0.120739,-1.37028,0.0199491,-0.132515,2.00353,2.21846,0.0576977,0.760116,-0.307808,0.0199491,-0.198797,2.00734,2.77358,-0.207225,0.701377,0.0472396,0.0199491,-0.410283,1.61132,2.50443,-1.68393,0.049582,-0.97045,0.0199645,-0.247473,2.24905,2.6107,-1.8737,0.398186,-0.625753,0.0199491,-0.657435,2.03269,2.33566,0.114042,0.619533,1.32304,0.256021,-0.657435,2.03269,2.33566,0.114042,0.619533,1.32304,0.256021,-0.657435,2.03269,2.33566,0.114042,0.619533,1.32304,0.256021,-0.657435,2.03269,2.33566,0.114042,0.619533,1.32304,0.256021,-0.657435,2.03269,2.33566,0.114042,0.619533,1.32304,0.256021,
1.9695,-0.930341,2.09914,2.83365,0.453199,0.598365,-1.39699,0.0199491,0.0864128,2.03293,2.16435,-0.904066,-0.120997,-1.37034,0.0199491,-0.13437,2.00353,2.22159,0.0576052,0.759875,-0.308175,0.0199491,-0.200629,2.00734,2.7767,-0.207221,0.701665,0.0470979,0.0199491,-0.412139,1.61136,2.50762,-1.68415,0.0496715,-0.970276,0.0199645,-0.249312,2.24912,2.6138,-1.87366,0.397966,-0.625739,0.0199491,-0.659293,2.0327,2.33882,0.113922,0.619646,1.32279,0.256021,-0.659293,2.0327,2.33882,0.113922,0.619646,1.32279,0.256021,-0.659293,2.0327,2.33882,0.113922,0.619646,1.32279,0.256021,-0.659293,2.0327,2.33882,0.113922,0.619646,1.32279,0.256021,-0.659293,2.0327,2.33882,0.113922,0.619646,1.32279,0.256021,
1.9796,-0.932187,2.09916,2.83676,0.45296,0.598494,-1.39693,0.0199491,0.084564,2.03294,2.16749,-0.903831,-0.121247,-1.37039,0.0199491,-0.136226,2.00353,2.22471,0.0575113,0.759658,-0.308545,0.0199491,-0.202448,2.00734,2.77983,-0.20725,0.701927,0.0469473,0.0199491,-0.41398,1.6114,2.5108,-1.68432,0.0497103,-0.970136,0.0199645,-0.251142,2.2492,2.61691,-1.87362,0.397731,-0.625727,0.0199491,-0.661149,2.03271,2.34199,0.113804,0.61978,1.32255,0.256021,-0.661149,2.03271,2.34199,0.113804,0.61978,1.32255,0.256021,-0.661149,2.03271,2.34199,0.113804,0.61978,1.32255,0.256021,-0.661149,2.03271,2.34199,0.113804,0.61978,1.32255,0.256021,-0.661149,2.03271,2.34199,0.113804,0.61978,1.32255,0.256021,
1.9897,-0.934023,2.09919,2.83988,0.45274,0.598623,-1.39688,0.0199491,0.0827139,2.03295,2.17064,-0.903601,-0.121495,-1.37044,0.0199491,-0.138082,2.00354,2.22783,0.0574215,0.759441,-0.308908,0.0199491,-0.204268,2.00734,2.78295,-0.207278,0.702189,0.0467957,0.0199491,-0.415816,1.61144,2.51398,-1.68446,0.0497281,-0.970003,0.0199645,-0.252977,2.24926,2.62002,-1.87357,0.397484,-0.625715,0.0199491,-0.663006,2.03272,2.34515,0.113689,0.619914,1.32231,0.256021,-0.663006,2.03272,2.34515,0.113689,0.619914,1.32231,0.256021,-0.663006,2.03272,2.34515,0.113689,0.619914,1.32231,0.256021,-0.663006,2.03272,2.34515,0.113689,0.619914,1.32231,0.256021,-0.663006,2.03272,2.34515,0.113689,0.619914,1.32231,0.256021,
1.9998,-0.935851,2.09922,2.84303,0.452534,0.598749,-1.39683,0.0199491,0.0808631,2.03295,2.17379,-0.903379,-0.121739,-1.37048,0.0199491,-0.13994,2.00354,2.23096,0.057337,0.759224,-0.309261,0.0199491,-0.20609,2.00735,2.78608,-0.2073,0.702452,0.0466479,0.0199491,-0.417651,1.61148,2.51716,-1.68458,0.0497349,-0.969875,0.0199645,-0.254816,2.24933,2.62313,-1.87353,0.397238,-0.625707,0.0199491,-0.664864,2.03273,2.34832,0.113577,0.620045,1.32207,0.256021,-0.664864,2.03273,2.34832,0.113577,0.620045,1.32207,0.256021,-0.664864,2.03273,2.34832,0.113577,0.620045,1.32207,0.256021,-0.664864,2.03273,2.34832,0.113577,0.620045,1.32207,0.256021,-0.664864,2.03273,2.34832,0.113577,0.620045,1.32207,0.256021,
2.0099,-0.937671,2.09924,2.84619,0.452337,0.598873,-1.39678,0.0199491,0.0790126,2.03296,2.17694,-0.903165,-0.121978,-1.37052,0.0199491,-0.141796,2.00354,2.23409,0.0572588,0.759008,-0.309601,0.0199491,-0.207912,2.00735,2.78921,-0.207317,0.702712,0.0465082,0.0199491,-0.419483,1.61151,2.52034,-1.68469,0.0497349,-0.969752,0.0199645,-0.256656,2.2494,2.62625,-1.87348,0.396997,-0.625701,0.0199491,-0.666721,2.03274,2.3515,0.113469,0.620174,1.32185,0.256021,-0.666721,2.03274,2.3515,0.113469,0.620174,1.32185,0.256021,-0.666721,2.03274,2.3515,0.113469,0.620174,1.32185,0.256021,-0.666721,2.03274,2.3515,0.113469,0.620174,1.32185,0.256021,-0.666721,2.03274,2.3515,0.113469,0.620174,1.32185,0.256021,
