time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_iVwMxj).X,6_rod(payload_bars compound_iVwMxj).Y,6_rod(payload_bars compound_iVwMxj).Z,6_rod(payload_bars compound_iVwMxj).Euler1,6_rod(payload_bars compound_iVwMxj).Euler2,6_rod(payload_bars compound_iVwMxj).Euler3,6_rod(payload_bars compound_iVwMxj).mass,7_rod(payload_bars compound_iVwMxj).X,7_rod(payload_bars compound_iVwMxj).Y,7_rod(payload_bars compound_iVwMxj).Z,7_rod(payload_bars compound_iVwMxj).Euler1,7_rod(payload_bars compound_iVwMxj).Euler2,7_rod(payload_bars compound_iVwMxj).Euler3,7_rod(payload_bars compound_iVwMxj).mass,8_rod(payload_bars compound_iVwMxj).X,8_rod(payload_bars compound_iVwMxj).Y,8_rod(payload_bars compound_iVwMxj).Z,8_rod(payload_bars compound_iVwMxj).Euler1,8_rod(payload_bars compound_iVwMxj).Euler2,8_rod(payload_bars compound_iVwMxj).Euler3,8_rod(payload_bars compound_iVwMxj).mass,9_rod(payload_bars compound_iVwMxj).X,9_rod(payload_bars compound_iVwMxj).Y,9_rod(payload_bars compound_iVwMxj).Z,9_rod(payload_bars compound_iVwMxj).Euler1,9_rod(payload_bars compound_iVwMxj).Euler2,9_rod(payload_bars compound_iVwMxj).Euler3,9_rod(payload_bars compound_iVwMxj).mass,10_rod(payload_bars compound_iVwMxj).X,10_rod(payload_bars compound_iVwMxj).Y,10_rod(payload_bars compound_iVwMxj).Z,10_rod(payload_bars compound_iVwMxj).Euler1,10_rod(payload_bars compound_iVwMxj).Euler2,10_rod(payload_bars compound_iVwMxj).Euler3,10_rod(payload_bars compound_iVwMxj).mass,
2.4745,-4.62738,5.34833,2.64258,0.00311863,-0.116325,-2.43054,0.199491,2.58769,5.33031,3.22407,-0.0347466,-0.0916087,-2.42206,0.199491,0.0755735,4.81512,3.01953,-0.0208081,-0.0595003,-0.863603,0.199491,0.210705,6.91588,5.28769,0.0199713,-0.105668,-0.855822,0.199491,0.00332757,5.19593,5.41085,-1.51328,0.72727,0.0744624,0.199645,-0.714793,7.4573,2.35105,-1.49742,0.698129,0.123284,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4846,-4.62181,5.35066,2.64043,0.00540525,-0.111917,-2.43152,0.199491,2.58111,5.33518,3.21784,-0.0316315,-0.0901983,-2.42379,0.199491,0.0748489,4.8148,3.01919,-0.0163374,-0.0632685,-0.863965,0.199491,0.21696,6.91146,5.26928,0.00998618,-0.0956094,-0.855282,0.199491,0.00662535,5.20929,5.40136,-1.51269,0.727524,0.0726752,0.199645,-0.715375,7.45772,2.35021,-1.49713,0.700214,0.123352,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4947,-4.61688,5.35293,2.63827,0.00951149,-0.105503,-2.43267,0.199491,2.57576,5.33954,3.21231,-0.0305065,-0.0907165,-2.42519,0.199491,0.0739741,4.81432,3.0187,-0.00846981,-0.0699944,-0.864616,0.199491,0.222153,6.90747,5.25305,0.0240117,-0.106538,-0.857305,0.199491,0.00930319,5.22074,5.39334,-1.51074,0.742905,0.0721854,0.199645,-0.715666,7.45793,2.34924,-1.49888,0.689734,0.12211,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5048,-4.61276,5.35469,2.63661,0.0109206,-0.102561,-2.43335,0.199491,2.5716,5.34327,3.20757,-0.0281421,-0.0893631,-2.42653,0.199491,0.0733014,4.81398,3.01825,-0.00705916,-0.0710533,-0.864807,0.199491,0.226632,6.90461,5.23995,0.0258082,-0.10696,-0.858054,0.199491,0.011969,5.23008,5.3869,-1.51194,0.726691,0.0698608,0.199645,-0.716085,7.45803,2.34851,-1.49839,0.693288,0.1222,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5149,-4.60944,5.35571,2.63577,0.00648122,-0.10691,-2.4332,0.199491,2.56876,5.34616,3.20391,-0.0297971,-0.092355,-2.42725,0.199491,0.0729052,4.81348,3.01762,-0.0122324,-0.0663572,-0.864591,0.199491,0.230359,6.90315,5.23066,0.014359,-0.0960384,-0.857248,0.199491,0.0143413,5.23714,5.38199,-1.51153,0.727823,0.0687888,0.199645,-0.716592,7.4584,2.3477,-1.49871,0.691569,0.121681,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.525,-4.60733,5.3561,2.63556,0.00194643,-0.111729,-2.43282,0.199491,2.56783,5.34817,3.2014,-0.0334302,-0.0970865,-2.42752,0.199491,0.0722251,4.81285,3.01693,-0.0183111,-0.0607798,-0.864377,0.199491,0.232511,6.90275,5.22478,0.0262398,-0.105327,-0.858601,0.199491,0.0166149,5.24151,5.37866,-1.50987,0.743875,0.0690175,0.199645,-0.717194,7.45878,2.34684,-1.49985,0.684832,0.120466,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5351,-4.6068,5.35609,2.63566,0.000192033,-0.113681,-2.43262,0.199491,2.56796,5.34924,3.19999,-0.0338062,-0.0975697,-2.42781,0.199491,0.0713277,4.8122,3.01615,-0.0238879,-0.0555892,-0.864237,0.199491,0.233135,6.90354,5.2226,0.0281498,-0.10633,-0.858871,0.199491,0.018147,5.24326,5.37725,-1.51115,0.729551,0.0677822,0.199645,-0.718202,7.45922,2.34591,-1.49898,0.690936,0.12057,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5452,-4.60807,5.35582,2.63588,0.000190838,-0.114074,-2.43253,0.199491,2.5686,5.3494,3.19966,-0.0352653,-0.0991472,-2.42772,0.199491,0.0705204,4.81171,3.01538,-0.026644,-0.0529211,-0.864226,0.199491,0.23193,6.9056,5.22427,0.0155078,-0.0952366,-0.857708,0.199491,0.0177688,5.24255,5.3778,-1.51111,0.730036,0.0678118,0.199645,-0.71947,7.45966,2.34495,-1.49962,0.68694,0.119906,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5553,-4.6109,5.35526,2.63626,0.0043253,-0.109969,-2.43282,0.199491,2.57003,5.34862,3.20057,-0.0350807,-0.098465,-2.42751,0.199491,0.0693251,4.81131,3.01467,-0.0224235,-0.0563326,-0.864567,0.199491,0.228403,6.90837,5.22926,0.0253961,-0.103959,-0.858801,0.199491,0.0159074,5.23923,5.38018,-1.51003,0.742771,0.0691255,0.199645,-0.720992,7.45994,2.34418,-1.49976,0.685849,0.119647,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5654,-4.61507,5.35415,2.63715,0.0123785,-0.101533,-2.43333,0.199491,2.57214,5.34684,3.20272,-0.0323499,-0.0944885,-2.42724,0.199491,0.067811,4.81096,3.01404,-0.0154466,-0.0620968,-0.865078,0.199491,0.223203,6.91165,5.23744,0.026683,-0.105642,-0.858898,0.199491,0.0128197,5.23332,5.38444,-1.5116,0.727647,0.0691362,0.199645,-0.72291,7.46024,2.34372,-1.4986,0.693216,0.120274,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5755,-4.62045,5.35241,2.63866,0.0170782,-0.0974977,-2.43327,0.199491,2.57474,5.3441,3.2061,-0.0317603,-0.0928691,-2.42646,0.199491,0.0665114,4.81073,3.01369,-0.0112778,-0.0654302,-0.865408,0.199491,0.216892,6.91547,5.24909,0.0137948,-0.0952893,-0.857371,0.199491,0.00868173,5.22523,5.39035,-1.51185,0.727191,0.0702087,0.199645,-0.725092,7.46036,2.34372,-1.49905,0.689796,0.119916,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5856,-4.62655,5.3502,2.64063,0.0158647,-0.100818,-2.43248,0.199491,2.57828,5.34044,3.21068,-0.0303811,-0.0899681,-2.42548,0.199491,0.0652654,4.81057,3.01346,-0.0110136,-0.0653264,-0.865469,0.199491,0.20951,6.91932,5.26357,0.021406,-0.102639,-0.857648,0.199491,0.0046091,5.21496,5.39764,-1.51093,0.73984,0.0723714,0.199645,-0.727617,7.46026,2.34406,-1.49819,0.694495,0.120359,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.5957,-4.63359,5.34763,2.6429,0.0144995,-0.104595,-2.43157,0.199491,2.5829,5.33588,3.21632,-0.0306169,-0.0886338,-2.42408,0.199491,0.0641806,4.81034,3.01317,-0.0143173,-0.0621154,-0.865325,0.199491,0.20167,6.92314,5.28027,0.0231848,-0.105081,-0.857032,0.199491,0.000641467,5.20294,5.40616,-1.5126,0.72671,0.0730849,0.199645,-0.730228,7.46027,2.34441,-1.49698,0.701244,0.121045,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.6058,-4.64148,5.34484,2.64532,0.0158381,-0.105371,-2.43087,0.199491,2.58804,5.33063,3.22278,-0.0340037,-0.090843,-2.42219,0.199491,0.0635807,4.81025,3.01305,-0.0172003,-0.0594088,-0.865178,0.199491,0.193481,6.92757,5.29891,0.00973715,-0.0946358,-0.854664,0.199491,-0.0037329,5.18994,5.4153,-1.51302,0.726937,0.0748353,0.199645,-0.732481,7.46061,2.3447,-1.49725,0.698309,0.120967,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.6159,-4.64908,5.34206,2.64773,0.0214416,-0.100942,-2.43061,0.199491,2.59352,5.32527,3.22942,-0.0332896,-0.0880786,-2.42065,0.199491,0.0628899,4.81042,3.01314,-0.0119314,-0.0638914,-0.865458,0.199491,0.184933,6.93262,5.31864,0.0153368,-0.100982,-0.854445,0.199491,-0.00914583,5.17579,5.42507,-1.51225,0.739419,0.0776216,0.199645,-0.733787,7.46095,2.34543,-1.49593,0.705804,0.121941,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.626,-4.65656,5.33976,2.64954,0.0258884,-0.0978807,-2.43039,0.199491,2.5991,5.31986,3.23608,-0.031656,-0.0842218,-2.41917,0.199491,0.0629188,4.81086,3.01355,-0.00801625,-0.0673812,-0.865594,0.199491,0.17638,6.93756,5.33881,0.0172564,-0.104417,-0.854258,0.199491,-0.0150519,5.16119,5.43568,-1.51418,0.726375,0.0787724,0.199645,-0.734476,7.46065,2.34627,-1.4954,0.708112,0.122635,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.6361,-4.66338,5.33771,2.65107,0.0256768,-0.100207,-2.42978,0.199491,2.60461,5.31422,3.243,-0.0341838,-0.0852576,-2.41727,0.199491,0.0637433,4.81155,3.01426,-0.00481828,-0.0704681,-0.865629,0.199491,0.168475,6.94237,5.35896,0.00339977,-0.0943557,-0.85243,0.199491,-0.0210642,5.14687,5.44625,-1.51496,0.724318,0.0806872,0.199645,-0.734359,7.46056,2.3472,-1.49537,0.706906,0.123239,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.6462,-4.66946,5.33553,2.65275,0.028577,-0.0985674,-2.42943,0.199491,2.6103,5.30847,3.25005,-0.0350283,-0.0842458,-2.41548,0.199491,0.0649772,4.81237,3.01515,-0.000750356,-0.0744407,-0.8657,0.199491,0.161756,6.94624,5.37814,0.00908177,-0.101288,-0.852268,0.199491,-0.0262656,5.13279,5.45599,-1.51436,0.735155,0.083467,0.199645,-0.733061,7.46056,2.34853,-1.49384,0.715135,0.1248,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.6563,-4.67442,5.33339,2.65458,0.0324618,-0.0953945,-2.42918,0.199491,2.61586,5.30272,3.25706,-0.03657,-0.0840941,-2.41364,0.199491,0.066954,4.81354,3.01643,-0.000768248,-0.0750185,-0.865384,0.199491,0.156679,6.94862,5.39576,0.0099058,-0.103947,-0.851523,0.199491,-0.0302325,5.11963,5.46505,-1.51626,0.723668,0.0844481,0.199645,-0.730988,7.46026,2.35044,-1.4942,0.712266,0.125237,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.6664,-4.67751,5.3316,2.65624,0.0291541,-0.100256,-2.42833,0.199491,2.62062,5.29731,3.26365,-0.0397948,-0.0861479,-2.41176,0.199491,0.0700141,4.81503,3.01813,-0.00429823,-0.0728015,-0.864723,0.199491,0.153354,6.94961,5.41124,-0.00283297,-0.0947766,-0.849503,0.199491,-0.0337744,5.10792,5.47319,-1.51634,0.727782,0.0863262,0.199645,-0.727607,7.45965,2.353,-1.4932,0.717323,0.126701,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.6765,-4.67866,5.33048,2.65738,0.0224176,-0.108606,-2.4273,0.199491,2.62461,5.29253,3.26976,-0.0401178,-0.0851247,-2.41032,0.199491,0.0735813,4.81662,3.02022,-0.0060194,-0.0723069,-0.864173,0.199491,0.151864,6.94909,5.42373,0.00563374,-0.104183,-0.849785,0.199491,-0.0365212,5.09808,5.48016,-1.51613,0.733853,0.0882029,0.199645,-0.722884,7.45853,2.3561,-1.49255,0.720363,0.128086,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.6866,-4.67754,5.32946,2.65849,-0.00139214,-0.136504,-2.42407,0.199491,2.62835,5.28885,3.27418,-0.0457654,-0.0903477,-2.40874,0.199491,0.0759278,4.81669,3.02101,-0.0125436,-0.067151,-0.863693,0.199491,0.151029,6.94793,5.43257,0.00286123,-0.103075,-0.848986,0.199491,-0.0378103,5.09049,5.48537,-1.51794,0.721869,0.0882868,0.199645,-0.719604,7.45744,2.35806,-1.49253,0.72009,0.128489,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.6967,-4.6771,5.32765,2.65951,-0.0121909,-0.149572,-2.42197,0.199491,2.63048,5.28728,3.27603,-0.0490651,-0.0934461,-2.40799,0.199491,0.0773491,4.81736,3.02231,-0.0295377,-0.052449,-0.862504,0.199491,0.150526,6.94846,5.43796,-0.00424731,-0.0968766,-0.847873,0.199491,-0.0374359,5.08605,5.48753,-1.51667,0.732487,0.0893728,0.199645,-0.718837,7.45677,2.35918,-1.49171,0.724143,0.128878,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.7068,-4.67785,5.32706,2.6606,-0.00526967,-0.141704,-2.42279,0.199491,2.63038,5.28735,3.27591,-0.0402049,-0.0833065,-2.40881,0.199491,0.0764109,4.81742,3.02282,-0.0306329,-0.0512792,-0.862439,0.199491,0.150528,6.94922,5.43908,0.00572378,-0.105219,-0.848809,0.199491,-0.0367438,5.08584,5.48759,-1.51665,0.733547,0.0892202,0.199645,-0.719844,7.45671,2.35951,-1.49285,0.718402,0.127876,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.7169,-4.67884,5.32818,2.66051,0.0139344,-0.119385,-2.42564,0.199491,2.62857,5.28881,3.27414,-0.039493,-0.0831061,-2.4093,0.199491,0.0749886,4.817,3.02268,-0.0220998,-0.0584554,-0.863023,0.199491,0.150254,6.94915,5.4348,-0.000957535,-0.099024,-0.848423,0.199491,-0.0371077,5.08937,5.48602,-1.51772,0.724191,0.0881211,0.199645,-0.721599,7.4574,2.35884,-1.49217,0.722895,0.128264,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.727,-4.67849,5.32973,2.65887,0.0253482,-0.105725,-2.4274,0.199491,2.62464,5.29171,3.27163,-0.0380732,-0.0828028,-2.41026,0.199491,0.0734303,4.81657,3.0222,-0.0079118,-0.0706398,-0.864052,0.199491,0.150768,6.94843,5.42669,-0.00038175,-0.0989854,-0.849027,0.199491,-0.0373671,5.09612,5.48223,-1.51626,0.732576,0.0882446,0.199645,-0.723429,7.45793,2.35777,-1.49288,0.717999,0.127835,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
