time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_iVwMxj).X,6_rod(payload_bars compound_iVwMxj).Y,6_rod(payload_bars compound_iVwMxj).Z,6_rod(payload_bars compound_iVwMxj).Euler1,6_rod(payload_bars compound_iVwMxj).Euler2,6_rod(payload_bars compound_iVwMxj).Euler3,6_rod(payload_bars compound_iVwMxj).mass,7_rod(payload_bars compound_iVwMxj).X,7_rod(payload_bars compound_iVwMxj).Y,7_rod(payload_bars compound_iVwMxj).Z,7_rod(payload_bars compound_iVwMxj).Euler1,7_rod(payload_bars compound_iVwMxj).Euler2,7_rod(payload_bars compound_iVwMxj).Euler3,7_rod(payload_bars compound_iVwMxj).mass,8_rod(payload_bars compound_iVwMxj).X,8_rod(payload_bars compound_iVwMxj).Y,8_rod(payload_bars compound_iVwMxj).Z,8_rod(payload_bars compound_iVwMxj).Euler1,8_rod(payload_bars compound_iVwMxj).Euler2,8_rod(payload_bars compound_iVwMxj).Euler3,8_rod(payload_bars compound_iVwMxj).mass,9_rod(payload_bars compound_iVwMxj).X,9_rod(payload_bars compound_iVwMxj).Y,9_rod(payload_bars compound_iVwMxj).Z,9_rod(payload_bars compound_iVwMxj).Euler1,9_rod(payload_bars compound_iVwMxj).Euler2,9_rod(payload_bars compound_iVwMxj).Euler3,9_rod(payload_bars compound_iVwMxj).mass,10_rod(payload_bars compound_iVwMxj).X,10_rod(payload_bars compound_iVwMxj).Y,10_rod(payload_bars compound_iVwMxj).Z,10_rod(payload_bars compound_iVwMxj).Euler1,10_rod(payload_bars compound_iVwMxj).Euler2,10_rod(payload_bars compound_iVwMxj).Euler3,10_rod(payload_bars compound_iVwMxj).mass,
2.0705,-4.676,5.32841,2.65663,-0.00427435,-0.13956,-2.42336,0.199491,2.63101,5.28894,3.26734,-0.048648,-0.0918733,-2.4086,0.199491,0.0769241,4.81728,3.01689,-0.0335363,-0.0483598,-0.862345,0.199491,0.15493,6.95063,5.43004,-0.0157572,-0.0856031,-0.847139,0.199491,-0.0328514,5.08915,5.47986,-1.51942,0.714742,0.0867097,0.199645,-0.718556,7.45732,2.35296,-1.49309,0.720622,0.127284,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0806,-4.6721,5.33108,2.65637,0.0143591,-0.116468,-2.42656,0.199491,2.62596,5.29308,3.26225,-0.049835,-0.0950082,-2.40968,0.199491,0.0765922,4.81672,3.01689,-0.0330366,-0.0487237,-0.862523,0.199491,0.159942,6.94605,5.41427,0.0141843,-0.110777,-0.850654,0.199491,-0.03013,5.10054,5.47334,-1.51677,0.735157,0.0867307,0.199645,-0.718573,7.45758,2.35291,-1.49459,0.713258,0.126206,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.0907,-4.66768,5.33315,2.65469,0.0237295,-0.103952,-2.42821,0.199491,2.61847,5.2985,3.25561,-0.0353725,-0.0808243,-2.41255,0.199491,0.074384,4.81667,3.0169,-0.0210261,-0.0587477,-0.863186,0.199491,0.165168,6.94152,5.39571,0.00778842,-0.10341,-0.850699,0.199491,-0.0265046,5.11413,5.46365,-1.51603,0.736592,0.0850129,0.199645,-0.720965,7.45697,2.35253,-1.49263,0.725734,0.127157,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1008,-4.66249,5.33547,2.65245,0.0274941,-0.0978614,-2.42927,0.199491,2.61018,5.30458,3.24825,-0.0257655,-0.0724072,-2.41509,0.199491,0.0727003,4.81662,3.01674,-0.0175118,-0.0614244,-0.86342,0.199491,0.170909,6.93681,5.37448,-0.00899797,-0.0868061,-0.849696,0.199491,-0.0227806,5.12954,5.45273,-1.51762,0.715311,0.0813972,0.199645,-0.723364,7.45671,2.35142,-1.49642,0.703361,0.124326,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1109,-4.65589,5.33835,2.64965,0.030954,-0.0916808,-2.43043,0.199491,2.60286,5.31113,3.24151,-0.0324061,-0.0825654,-2.41652,0.199491,0.0713216,4.81552,3.01572,-0.008835,-0.0687706,-0.864281,0.199491,0.177861,6.93137,5.35179,0.0244568,-0.114165,-0.853793,0.199491,-0.0183843,5.1463,5.44179,-1.51403,0.739714,0.081238,0.199645,-0.724166,7.45742,2.35026,-1.49424,0.716367,0.125485,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.121,-4.6485,5.34157,2.64648,0.0303501,-0.0901503,-2.43132,0.199491,2.5964,5.31772,3.23426,-0.0357814,-0.0887914,-2.41819,0.199491,0.0705044,4.81482,3.01507,-0.0038226,-0.0730115,-0.864821,0.199491,0.186108,6.92656,5.32885,0.0131727,-0.102608,-0.853333,0.199491,-0.0125572,5.1634,5.43018,-1.51401,0.732633,0.0788254,0.199645,-0.724036,7.4577,2.34893,-1.49515,0.711086,0.124598,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1311,-4.64045,5.34467,2.64355,0.0261448,-0.0927354,-2.43184,0.199491,2.59016,5.32433,3.22611,-0.027868,-0.0816828,-2.42086,0.199491,0.0706735,4.81453,3.01484,-0.00861485,-0.0688298,-0.86456,0.199491,0.195932,6.92291,5.30695,-0.000911986,-0.088474,-0.852895,0.199491,-0.00627204,5.17956,5.4185,-1.51512,0.716569,0.0753968,0.199645,-0.723025,7.45789,2.34704,-1.49819,0.693718,0.122392,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1412,-4.6318,5.3477,2.64089,0.017463,-0.100536,-2.4319,0.199491,2.58568,5.33071,3.21827,-0.0305464,-0.0864933,-2.42257,0.199491,0.0709916,4.81393,3.01434,-0.0146826,-0.0635387,-0.864319,0.199491,0.205489,6.91912,5.28598,0.0296869,-0.11308,-0.857053,0.199491,0.000604502,5.1948,5.40766,-1.51197,0.742969,0.07502,0.199645,-0.721204,7.45798,2.34569,-1.49602,0.708463,0.123317,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1513,-4.62361,5.35032,2.63869,0.0086993,-0.108586,-2.43178,0.199491,2.58199,5.33629,3.21138,-0.0399205,-0.0990054,-2.42337,0.199491,0.0717367,4.81329,3.01382,-0.0253682,-0.0542608,-0.863865,0.199491,0.2148,6.91517,5.26656,0.0196011,-0.102684,-0.856709,0.199491,0.00729388,5.20888,5.39782,-1.51234,0.734566,0.0724985,0.199645,-0.71936,7.45819,2.3444,-1.49887,0.691833,0.121063,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1614,-4.6165,5.35245,2.63696,0.00272031,-0.113618,-2.43178,0.199491,2.57754,5.341,3.20542,-0.0365063,-0.0965889,-2.42512,0.199491,0.0726552,4.81322,3.01382,-0.0337756,-0.0470452,-0.863458,0.199491,0.223553,6.91178,5.24971,0.00600166,-0.0894757,-0.855796,0.199491,0.0127035,5.22133,5.38869,-1.51343,0.719235,0.0695804,0.199645,-0.717548,7.45862,2.34349,-1.49986,0.686679,0.120231,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1715,-4.61057,5.3544,2.63532,0.00331842,-0.111109,-2.43245,0.199491,2.57361,5.34478,3.20055,-0.0345227,-0.0956539,-2.42645,0.199491,0.0731487,4.81331,3.01373,-0.0336674,-0.0472699,-0.863435,0.199491,0.229991,6.90764,5.23504,0.0330655,-0.111748,-0.859062,0.199491,0.016803,5.23147,5.38116,-1.51054,0.746877,0.0699012,0.199645,-0.71612,7.45851,2.34339,-1.49834,0.697219,0.121126,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1816,-4.60602,5.35589,2.63406,0.00918699,-0.102649,-2.43353,0.199491,2.57008,5.34753,3.19688,-0.0380923,-0.101171,-2.4269,0.199491,0.073515,4.81335,3.01343,-0.0292815,-0.0512557,-0.863632,0.199491,0.23459,6.90357,5.22316,0.0233635,-0.102897,-0.858498,0.199491,0.0184827,5.23928,5.37585,-1.51111,0.737387,0.0683211,0.199645,-0.714924,7.45832,2.34354,-1.50092,0.681335,0.119534,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.1917,-4.60303,5.35688,2.6332,0.0139063,-0.0960299,-2.4343,0.199491,2.56646,5.34936,3.19435,-0.0335015,-0.0969359,-2.42789,0.199491,0.0740149,4.81377,3.01361,-0.0241051,-0.0559819,-0.863788,0.199491,0.23759,6.90119,5.21529,0.0114924,-0.0924817,-0.857625,0.199491,0.0184736,5.24474,5.37213,-1.51263,0.717848,0.0663786,0.199645,-0.713976,7.45842,2.34395,-1.49975,0.689002,0.120477,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2018,-4.60142,5.3575,2.63262,0.0168145,-0.0920135,-2.43475,0.199491,2.56467,5.35028,3.1931,-0.0288635,-0.0919964,-2.4286,0.199491,0.0739082,4.81404,3.01383,-0.0174558,-0.0618508,-0.864105,0.199491,0.238547,6.89944,5.21124,0.0343194,-0.112012,-0.860293,0.199491,0.0186037,5.24714,5.37031,-1.51014,0.74464,0.0677357,0.199645,-0.713747,7.45803,2.34436,-1.49931,0.692074,0.12089,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2119,-4.60146,5.35737,2.63277,0.0171127,-0.0916508,-2.43473,0.199491,2.56496,5.35017,3.19318,-0.0303473,-0.0936977,-2.42843,0.199491,0.073715,4.81397,3.01375,-0.0173394,-0.0619025,-0.864132,0.199491,0.238351,6.89915,5.21137,0.0246469,-0.10375,-0.859272,0.199491,0.018512,5.24677,5.37062,-1.5109,0.736335,0.0673127,0.199645,-0.713851,7.45771,2.34449,-1.50124,0.679792,0.119585,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.222,-4.6031,5.35654,2.63359,0.0121234,-0.0981868,-2.43401,0.199491,2.56657,5.34909,3.19452,-0.0324941,-0.0957294,-2.4279,0.199491,0.0739313,4.8138,3.01361,-0.0255584,-0.0546695,-0.863703,0.199491,0.237024,6.90115,5.21619,0.0127702,-0.0936205,-0.857767,0.199491,0.0180517,5.24388,5.37271,-1.51261,0.718197,0.0664656,0.199645,-0.714199,7.45823,2.3443,-1.49898,0.694028,0.120914,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2321,-4.6063,5.35544,2.63459,0.00700685,-0.105345,-2.43316,0.199491,2.57015,5.3471,3.19708,-0.0348284,-0.0973165,-2.42708,0.199491,0.0736016,4.8135,3.01331,-0.0315816,-0.0492322,-0.86348,0.199491,0.233705,6.90396,5.22469,0.0314865,-0.109966,-0.859329,0.199491,0.0176351,5.23799,5.37658,-1.5104,0.745477,0.0688814,0.199645,-0.715062,7.45832,2.34379,-1.49971,0.68922,0.120264,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2422,-4.61134,5.354,2.6358,0.00735187,-0.106474,-2.43275,0.199491,2.57463,5.34416,3.20072,-0.0353344,-0.0964113,-2.42616,0.199491,0.0729754,4.81323,3.01302,-0.0340827,-0.0468465,-0.863439,0.199491,0.228946,6.90791,5.23672,0.0223733,-0.102773,-0.857909,0.199491,0.0160412,5.22969,5.38226,-1.51146,0.73806,0.0696027,0.199645,-0.716224,7.45837,2.34327,-1.50044,0.684313,0.119689,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2523,-4.61789,5.35226,2.63718,0.0102015,-0.10505,-2.43252,0.199491,2.57899,5.34031,3.20548,-0.0354257,-0.0950058,-2.425,0.199491,0.0726929,4.81315,3.01292,-0.0347959,-0.0461417,-0.863429,0.199491,0.222581,6.91286,5.25206,0.00967372,-0.0928627,-0.856122,0.199491,0.0123805,5.21945,5.38971,-1.51364,0.719005,0.0698363,0.199645,-0.717515,7.45894,2.34297,-1.49791,0.69955,0.121462,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2624,-4.62518,5.35026,2.63877,0.0140119,-0.10269,-2.43231,0.199491,2.58387,5.33558,3.2114,-0.0362071,-0.0942038,-2.4235,0.199491,0.0720069,4.81324,3.01295,-0.0283121,-0.0517177,-0.863721,0.199491,0.214108,6.9173,5.26948,0.0254446,-0.10792,-0.857186,0.199491,0.00739719,5.20693,5.39865,-1.51182,0.742497,0.0732537,0.199645,-0.719073,7.45886,2.34316,-1.49907,0.691185,0.120953,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2725,-4.63314,5.34766,2.64096,0.02137,-0.0962437,-2.43226,0.199491,2.58869,5.33008,3.2182,-0.0324154,-0.0879868,-2.42219,0.199491,0.071177,4.81359,3.01319,-0.0195614,-0.0592633,-0.864111,0.199491,0.205042,6.9215,5.28902,0.0177461,-0.102957,-0.855721,0.199491,0.00127992,5.19264,5.40878,-1.51309,0.734566,0.0747938,0.199645,-0.720685,7.45856,2.34423,-1.49802,0.696882,0.121881,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2826,-4.64144,5.3446,2.64363,0.0268172,-0.0922005,-2.43187,0.199491,2.59343,5.3239,3.2258,-0.0309141,-0.0844887,-2.42045,0.199491,0.0711219,4.81416,3.0137,-0.0168254,-0.061682,-0.864122,0.199491,0.195716,6.92567,5.31034,0.00428356,-0.0930736,-0.853539,0.199491,-0.00540737,5.17734,5.41981,-1.51534,0.717188,0.0756856,0.199645,-0.722196,7.45845,2.34582,-1.49569,0.709932,0.123789,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.2927,-4.64921,5.34143,2.6464,0.0267542,-0.0946291,-2.43093,0.199491,2.5992,5.31731,3.2339,-0.0334678,-0.0854314,-2.41825,0.199491,0.0711885,4.81474,3.01422,-0.0137855,-0.0644087,-0.864157,0.199491,0.186132,6.9294,5.33222,0.0182915,-0.107131,-0.85399,0.199491,-0.0118572,5.16103,5.43124,-1.51347,0.740406,0.079537,0.199645,-0.72315,7.45807,2.34747,-1.49695,0.700862,0.123309,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3028,-4.65665,5.33832,2.64901,0.0279335,-0.0954708,-2.43013,0.199491,2.60541,5.31068,3.24203,-0.0333036,-0.0830518,-2.41628,0.199491,0.0717443,4.81542,3.01489,-0.012978,-0.0653114,-0.864024,0.199491,0.177595,6.93347,5.35449,0.0115829,-0.10328,-0.852373,0.199491,-0.0177676,5.14455,5.44265,-1.51506,0.731268,0.0811048,0.199645,-0.723279,7.45782,2.34919,-1.49446,0.714908,0.125323,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3129,-4.66355,5.33566,2.65122,0.0292906,-0.0959234,-2.42949,0.199491,2.61176,5.30425,3.24988,-0.0357307,-0.0836636,-2.41417,0.199491,0.0731977,4.81632,3.01592,-0.0144291,-0.0644801,-0.863684,0.199491,0.170233,6.93802,5.37646,-0.00214074,-0.0933773,-0.850252,0.199491,-0.0233512,5.12885,5.45382,-1.51712,0.718387,0.0822727,0.199645,-0.722258,7.45771,2.3508,-1.49433,0.714592,0.126001,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.323,-4.66867,5.33349,2.65304,0.0181568,-0.110785,-2.42771,0.199491,2.61855,5.29838,3.25705,-0.0402878,-0.0866239,-2.41205,0.199491,0.074184,4.81643,3.01642,-0.015486,-0.0638799,-0.863583,0.199491,0.163309,6.94237,5.39661,0.0113175,-0.107073,-0.851008,0.199491,-0.0282824,5.11388,5.4643,-1.51526,0.74076,0.0860182,0.199645,-0.720972,7.45754,2.35175,-1.49459,0.71212,0.126196,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3331,-4.67366,5.33117,2.65504,0.0102078,-0.121738,-2.42609,0.199491,2.62451,5.29353,3.26295,-0.0442151,-0.0891352,-2.41029,0.199491,0.0750918,4.81677,3.01724,-0.0236069,-0.0569304,-0.863001,0.199491,0.157366,6.94692,5.41463,0.00323805,-0.101365,-0.849703,0.199491,-0.0321355,5.10088,5.47353,-1.51765,0.724746,0.0863639,0.199645,-0.720595,7.45753,2.35278,-1.49235,0.724603,0.127822,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3432,-4.67839,5.32884,2.65722,0.00900633,-0.124544,-2.42523,0.199491,2.62871,5.28967,3.26761,-0.0444273,-0.0879268,-2.40916,0.199491,0.0751558,4.81697,3.01778,-0.0257564,-0.0549657,-0.86283,0.199491,0.152283,6.95082,5.4296,-0.00618308,-0.0939442,-0.848309,0.199491,-0.0354801,5.09056,5.48085,-1.51821,0.723459,0.0873504,0.199645,-0.721184,7.45756,2.35365,-1.49422,0.713272,0.126585,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3533,-4.68251,5.32722,2.65863,0.0123074,-0.121854,-2.42515,0.199491,2.6311,5.28675,3.2711,-0.0436697,-0.086202,-2.40837,0.199491,0.0745445,4.8171,3.018,-0.0214967,-0.0585285,-0.863041,0.199491,0.147342,6.9529,5.43959,0.00824564,-0.107281,-0.849283,0.199491,-0.0387372,5.083,5.48595,-1.51628,0.741777,0.0897569,0.199645,-0.722528,7.45777,2.35427,-1.49204,0.725504,0.128054,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3634,-4.68563,5.32641,2.65919,0.0193717,-0.11441,-2.42574,0.199491,2.63104,5.28486,3.27339,-0.0436604,-0.0861346,-2.40779,0.199491,0.0737481,4.8171,3.01799,-0.0143317,-0.0647069,-0.86348,0.199491,0.143463,6.95308,5.44484,-0.00427214,-0.0969036,-0.847691,0.199491,-0.0421955,5.07911,5.48899,-1.5192,0.717743,0.0884602,0.199645,-0.72411,7.45781,2.35489,-1.49277,0.720333,0.127792,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3735,-4.68701,5.32621,2.65919,0.0222666,-0.111378,-2.42601,0.199491,2.62903,5.28457,3.27441,-0.0388601,-0.0812462,-2.40809,0.199491,0.0726562,4.81718,3.01846,-0.00480427,-0.0729238,-0.864113,0.199491,0.141017,6.95211,5.44523,-0.00327847,-0.0979839,-0.847707,0.199491,-0.0448638,5.07865,5.48976,-1.51741,0.731133,0.0897152,0.199645,-0.725824,7.45764,2.3556,-1.49235,0.721707,0.128239,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3836,-4.68658,5.32645,2.65879,0.0229284,-0.110452,-2.42616,0.199491,2.62606,5.28592,3.27447,-0.0369558,-0.0800039,-2.40863,0.199491,0.0716579,4.81727,3.01908,0.00503217,-0.081338,-0.864847,0.199491,0.140716,6.95041,5.44137,0.00856987,-0.108057,-0.849068,0.199491,-0.0452537,5.08204,5.48837,-1.51657,0.734328,0.0898166,0.199645,-0.727417,7.45729,2.35661,-1.49136,0.726252,0.12894,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.3937,-4.68441,5.32739,2.65784,0.0230772,-0.109597,-2.42645,0.199491,2.62297,5.28857,3.2733,-0.0413654,-0.0861831,-2.40903,0.199491,0.0714132,4.81706,3.01949,0.0105663,-0.086121,-0.865368,0.199491,0.143148,6.94834,5.43339,-0.00602501,-0.0946466,-0.847777,0.199491,-0.0436468,5.08894,5.48485,-1.51811,0.716348,0.0878557,0.199645,-0.727837,7.45753,2.3569,-1.49277,0.716946,0.128023,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4038,-4.68013,5.32934,2.65598,0.0204715,-0.11139,-2.42675,0.199491,2.62012,5.29232,3.2704,-0.0410917,-0.0871389,-2.41016,0.199491,0.071654,4.81669,3.01977,0.0164152,-0.091313,-0.865989,0.199491,0.148127,6.94632,5.42164,0.00393704,-0.102629,-0.849169,0.199491,-0.0399512,5.09838,5.47897,-1.51499,0.738274,0.0887533,0.199645,-0.726685,7.45805,2.35637,-1.49115,0.725943,0.129111,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4139,-4.67396,5.33209,2.65348,0.015439,-0.115521,-2.42701,0.199491,2.61748,5.29695,3.26539,-0.0409238,-0.0880416,-2.41156,0.199491,0.0723992,4.81637,3.02011,0.0167945,-0.0918378,-0.866113,0.199491,0.155535,6.94417,5.40684,0.0104278,-0.107306,-0.85065,0.199491,-0.0343827,5.10968,5.47138,-1.51592,0.727406,0.086676,0.199645,-0.72436,7.45796,2.35515,-1.49356,0.712665,0.127465,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.424,-4.66615,5.33504,2.65098,0.0046667,-0.125993,-2.42662,0.199491,2.61452,5.30234,3.25894,-0.0407919,-0.0890415,-2.41319,0.199491,0.0737242,4.81616,3.02028,0.00699311,-0.0835979,-0.865309,0.199491,0.164891,6.94165,5.3897,-0.00311484,-0.0941474,-0.850264,0.199491,-0.0277853,5.12239,5.46244,-1.51643,0.719984,0.0844051,0.199645,-0.72141,7.45776,2.35376,-1.49334,0.715352,0.12741,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4341,-4.65755,5.33785,2.64875,-0.00490067,-0.13478,-2.42625,0.199491,2.611,5.30801,3.25211,-0.0426921,-0.092601,-2.41471,0.199491,0.075018,4.81596,3.02025,-0.00283616,-0.0752792,-0.864582,0.199491,0.175089,6.93802,5.37075,0.0111032,-0.104952,-0.852531,0.199491,-0.0201489,5.13643,5.4524,-1.51358,0.741629,0.0841154,0.199645,-0.718431,7.45754,2.35277,-1.4941,0.712392,0.12662,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4442,-4.64902,5.34062,2.64679,-0.00927895,-0.137448,-2.42653,0.199491,2.60671,5.31358,3.24527,-0.0443544,-0.0961465,-2.4162,0.199491,0.0760245,4.8157,3.0201,-0.0114122,-0.0679589,-0.864038,0.199491,0.185274,6.93292,5.35002,0.0137406,-0.105611,-0.853317,0.199491,-0.0127005,5.15123,5.44171,-1.51488,0.726143,0.0809538,0.199645,-0.716003,7.45749,2.35188,-1.49606,0.702215,0.125065,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4543,-4.6409,5.3435,2.6454,-0.00800182,-0.133591,-2.42763,0.199491,2.60085,5.31913,3.23829,-0.0430734,-0.0967557,-2.41796,0.199491,0.0766297,4.81547,3.01993,-0.0171047,-0.0630726,-0.863729,0.199491,0.194983,6.92721,5.32886,0.00329817,-0.0948923,-0.852804,0.199491,-0.00652683,5.16662,5.4311,-1.51452,0.725392,0.0786946,0.199645,-0.714417,7.45769,2.35156,-1.49513,0.709434,0.125468,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
2.4644,-4.63367,5.34611,2.64427,-0.00117943,-0.123353,-2.42933,0.199491,2.59433,5.32483,3.23108,-0.0396191,-0.0950173,-2.41998,0.199491,0.0763837,4.81528,3.01974,-0.0200593,-0.0603824,-0.8636,0.199491,0.203497,6.92125,5.3079,0.0187026,-0.106408,-0.855104,0.199491,-0.0012269,5.18168,5.42091,-1.51217,0.743344,0.0776634,0.199645,-0.714089,7.45742,2.35155,-1.49691,0.700323,0.123989,0.199491,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,
