time,0_rod(payload_bars compound_8RxQJo).X,0_rod(payload_bars compound_8RxQJo).Y,0_rod(payload_bars compound_8RxQJo).Z,0_rod(payload_bars compound_8RxQJo).Euler1,0_rod(payload_bars compound_8RxQJo).Euler2,0_rod(payload_bars compound_8RxQJo).Euler3,0_rod(payload_bars compound_8RxQJo).mass,1_rod(payload_bars compound_8RxQJo).X,1_rod(payload_bars compound_8RxQJo).Y,1_rod(payload_bars compound_8RxQJo).Z,1_rod(payload_bars compound_8RxQJo).Euler1,1_rod(payload_bars compound_8RxQJo).Euler2,1_rod(payload_bars compound_8RxQJo).Euler3,1_rod(payload_bars compound_8RxQJo).mass,2_rod(payload_bars compound_8RxQJo).X,2_rod(payload_bars compound_8RxQJo).Y,2_rod(payload_bars compound_8RxQJo).Z,2_rod(payload_bars compound_8RxQJo).Euler1,2_rod(payload_bars compound_8RxQJo).Euler2,2_rod(payload_bars compound_8RxQJo).Euler3,2_rod(payload_bars compound_8RxQJo).mass,3_rod(payload_bars compound_8RxQJo).X,3_rod(payload_bars compound_8RxQJo).Y,3_rod(payload_bars compound_8RxQJo).Z,3_rod(payload_bars compound_8RxQJo).Euler1,3_rod(payload_bars compound_8RxQJo).Euler2,3_rod(payload_bars compound_8RxQJo).Euler3,3_rod(payload_bars compound_8RxQJo).mass,4_rod(payload_bars compound_8RxQJo).X,4_rod(payload_bars compound_8RxQJo).Y,4_rod(payload_bars compound_8RxQJo).Z,4_rod(payload_bars compound_8RxQJo).Euler1,4_rod(payload_bars compound_8RxQJo).Euler2,4_rod(payload_bars compound_8RxQJo).Euler3,4_rod(payload_bars compound_8RxQJo).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.2626,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.109872,27.6161,6.49144,0.66927,-0.257734,-1.76536,0.199491,4.27019,31.4251,6.42854,0.634819,0.284678,-1.688,0.199491,3.24084,29.5716,7.04738,0.663924,0.216617,-0.00905753,0.199491,3.40795,30.0549,9.27786,0.678341,-0.0797395,-0.207263,0.199491,4.0198,28.5447,7.7647,-0.92367,0.62301,-0.100675,0.199645,1.32608,30.9194,6.82995,-0.879339,0.727679,-0.00612617,0.199491,
0.2727,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.314712,28.4384,6.78242,0.68679,-0.277736,-1.77146,0.199491,4.30059,32.3432,6.71689,0.575288,0.265227,-1.70697,0.199491,3.34796,30.4106,7.29886,0.677549,0.228397,0.00694243,0.199491,3.4709,30.922,9.55421,0.670485,0.0631053,-0.210378,0.199491,4.11527,29.4357,8.05078,-0.891107,0.579743,-0.0917047,0.199645,1.42829,31.7292,7.11224,-0.841705,0.721129,0.00351488,0.199491,
0.2828,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.522199,29.2696,7.06023,0.731646,-0.279592,-1.78032,0.199491,4.31912,33.1834,7.04783,0.667656,0.255372,-1.6932,0.199491,3.46753,31.2235,7.60645,0.691551,0.262172,0.0107722,0.199491,3.56023,31.7801,9.71044,0.698411,0.0441939,-0.201598,0.199491,4.17485,30.4005,8.3449,-0.855886,0.623725,-0.0801425,0.199645,1.53681,32.5091,7.42108,-0.81109,0.680943,0.0170218,0.199491,
0.2929,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.6654,30.0775,7.28796,0.725198,-0.279164,-1.76658,0.199491,4.3538,34.0167,7.382,0.632402,0.233757,-1.71367,0.199491,3.59848,32.0565,7.93029,0.720847,0.202606,0.00548263,0.199491,3.66185,32.6404,9.90532,0.755835,-0.122477,-0.199785,0.199491,4.27231,31.3122,8.63398,-0.812719,0.620822,-0.0634538,0.199645,1.6319,33.2901,7.72692,-0.788345,0.629639,0.0292507,0.199491,
0.303,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.73564,30.8059,7.46541,0.758988,-0.270075,-1.7516,0.199491,4.46297,34.872,7.69127,0.719578,0.242822,-1.70461,0.199491,3.70147,32.9258,8.23585,0.753529,0.255202,-0.0121974,0.199491,3.76592,33.4882,10.2656,0.736321,0.110689,-0.198619,0.199491,4.4468,32.1714,8.89565,-0.776296,0.6027,-0.0484235,0.199645,1.67387,34.0974,7.98823,-0.763918,0.697197,0.0414734,0.199491,
0.3131,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.795192,31.5116,7.63722,0.768929,-0.264051,-1.73274,0.199491,4.59999,35.7299,7.99314,0.708915,0.242029,-1.71581,0.199491,3.78745,33.8202,8.55597,0.800786,0.162892,-0.0376244,0.199491,3.85506,34.3097,10.6369,0.809586,-0.137924,-0.195823,0.199491,4.65658,32.9865,9.14768,-0.752208,0.63398,-0.0355417,0.199645,1.69531,34.91,8.24666,-0.737679,0.726946,0.0522774,0.199491,
0.3232,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0.906653,32.2263,7.82958,0.794501,-0.259134,-1.71975,0.199491,4.70186,36.5294,8.3112,0.770043,0.247137,-1.71028,0.199491,3.86979,34.7176,8.89174,0.837314,0.172135,-0.067861,0.199491,3.96473,35.1141,10.9459,0.79495,0.0512242,-0.184962,0.199491,4.82219,33.8042,9.40493,-0.716112,0.59935,-0.0198619,0.199645,1.7273,35.7234,8.50982,-0.720188,0.681758,0.0610024,0.199491,
0.3333,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,1.05222,32.9685,8.03954,0.829725,-0.254944,-1.71606,0.199491,4.77772,37.3099,8.64925,0.755432,0.238331,-1.72644,0.199491,3.97063,35.5267,9.2226,0.861991,0.157709,-0.0843092,0.199491,4.06354,35.9358,11.1949,0.83919,-0.061676,-0.173982,0.199491,4.93002,34.6812,9.66641,-0.679656,0.633205,-0.00434371,0.199645,1.80138,36.48,8.79595,-0.696258,0.682693,0.0753324,0.199491,
0.3434,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,1.21977,33.7445,8.29784,0.854981,-0.257861,-1.71885,0.199491,4.80901,38.1217,8.96158,0.823936,0.224496,-1.72029,0.199491,4.10294,36.27,9.50577,0.879046,0.144005,-0.0733473,0.199491,4.14643,36.7456,11.4072,0.870635,-0.108882,-0.179589,0.199491,4.99995,35.5528,9.97648,-0.642426,0.623641,0.009911,0.199645,1.92044,37.1946,9.09535,-0.665463,0.701358,0.0905765,0.199491,
0.3535,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,1.41432,34.5242,8.58994,0.852413,-0.277389,-1.72111,0.199491,4.81954,38.9572,9.24698,0.807363,0.197396,-1.72878,0.199491,4.23868,37.0043,9.75155,0.888317,0.160061,-0.0499436,0.199491,4.20844,37.5314,11.6512,0.866516,0.0268296,-0.192864,0.199491,5.06512,36.3707,10.2926,-0.610898,0.616223,0.0196336,0.199645,2.05545,37.9083,9.38743,-0.626289,0.715833,0.103582,0.199491,
0.3636,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,1.65587,35.2786,8.91049,0.893477,-0.307155,-1.74477,0.199491,4.84999,39.7967,9.51135,0.855627,0.189733,-1.7151,0.199491,4.33385,37.7681,9.97391,0.901107,0.141336,-0.0298586,0.199491,4.25276,38.2772,11.9595,0.929473,-0.197554,-0.203289,0.199491,5.15677,37.1364,10.5909,-0.593619,0.625235,0.0224596,0.199645,2.15529,38.646,9.64911,-0.585712,0.706174,0.113922,0.199491,
0.3737,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,1.90771,36.0056,9.24187,0.927825,-0.345023,-1.76868,0.199491,4.8981,40.6371,9.7608,0.838471,0.176509,-1.71023,0.199491,4.4042,38.5691,10.195,0.91532,0.152505,-0.0181149,0.199491,4.29047,38.9873,12.3045,0.899581,0.0234709,-0.203334,0.199491,5.27727,37.8425,10.8768,-0.582652,0.590286,0.0225989,0.199645,2.22978,39.4084,9.89193,-0.544909,0.676562,0.120237,0.199491,
0.3838,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,2.1299,36.7234,9.54804,0.952185,-0.378102,-1.78481,0.199491,4.94957,41.4638,10.0208,0.878841,0.171091,-1.69926,0.199491,4.48329,39.3486,10.426,0.932275,0.152747,-0.0083523,0.199491,4.33275,39.6984,12.652,0.949685,-0.132967,-0.212861,0.199491,5.40735,38.5542,11.16,-0.566351,0.601183,0.0270078,0.199645,2.30763,40.1485,10.1395,-0.502633,0.674408,0.130323,0.199491,
0.3939,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,2.31073,37.4381,9.81287,0.972456,-0.394601,-1.79205,0.199491,4.99223,42.2498,10.3143,0.881388,0.153995,-1.7029,0.199491,4.59184,40.0826,10.6848,0.950875,0.12863,-0.000235183,0.199491,4.39685,40.4284,12.9418,0.96332,-0.101503,-0.220358,0.199491,5.51347,39.3179,11.4582,-0.539012,0.580737,0.0379714,0.199645,2.40835,40.8469,10.4098,-0.46627,0.684901,0.145398,0.199491,
0.404,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,2.46309,38.154,10.0392,0.986774,-0.39676,-1.78829,0.199491,5.03045,42.972,10.643,0.923556,0.13862,-1.70913,0.199491,4.72358,40.7916,10.99,0.970645,0.128354,-0.00165531,0.199491,4.48621,41.1744,13.1622,0.971255,-0.0376259,-0.223938,0.199491,5.58722,40.123,11.7592,-0.498492,0.584157,0.0567454,0.199645,2.52594,41.5154,10.7036,-0.439077,0.679892,0.161598,0.199491,
0.4141,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,2.59932,38.8498,10.2341,1.00817,-0.389906,-1.78108,0.199491,5.09104,43.6553,10.9863,0.936233,0.122684,-1.72259,0.199491,4.84691,41.5091,11.329,0.997867,0.106351,-0.018055,0.199491,4.58823,41.9199,13.3789,1.04043,-0.238069,-0.227697,0.199491,5.66711,40.9261,12.0475,-0.45496,0.589748,0.0782636,0.199645,2.6269,42.1769,10.9972,-0.423202,0.646002,0.175282,0.199491,
0.4242,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,2.71985,39.49,10.3997,1.04125,-0.380876,-1.77259,0.199491,5.19285,44.3486,11.3218,0.971927,0.118708,-1.73178,0.199491,4.93517,42.2582,11.6724,1.02878,0.116936,-0.0482259,0.199491,4.68913,42.6411,13.6698,1.01789,-0.0383312,-0.216117,0.199491,5.80131,41.6903,12.3201,-0.416298,0.582625,0.0976878,0.199645,2.68415,42.8556,11.2646,-0.399705,0.655587,0.193029,0.199491,
0.4343,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,2.82975,40.0976,10.5526,1.05336,-0.377724,-1.75682,0.199491,5.31275,45.0648,11.647,0.993497,0.119008,-1.73972,0.199491,5.00278,43.0169,12.0055,1.07068,0.0547199,-0.0808123,0.199491,4.77454,43.3342,14.0196,1.08066,-0.22297,-0.219068,0.199491,5.98169,42.4226,12.5821,-0.384998,0.587557,0.116128,0.199645,2.72389,43.5343,11.5172,-0.373541,0.665992,0.209087,0.199491,
0.4444,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,2.95711,40.7058,10.7241,1.07349,-0.376829,-1.7468,0.199491,5.41928,45.7748,11.9653,1.02434,0.117959,-1.74476,0.199491,5.06461,43.7658,12.3269,1.10621,0.0404653,-0.109044,0.199491,4.86326,44.0091,14.3614,1.0811,-0.133236,-0.215506,0.199491,6.15729,43.1354,12.8538,-0.357186,0.570904,0.132052,0.199645,2.76678,44.2062,11.768,-0.352831,0.655347,0.221182,0.199491,
0.4545,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,3.126,41.3477,10.944,1.10593,-0.382727,-1.75238,0.199491,5.4957,46.4605,12.2845,1.03571,0.1084,-1.7506,0.199491,5.14851,44.4616,12.6285,1.13577,-0.0175619,-0.121589,0.199491,4.94455,44.6833,14.6497,1.10166,-0.139189,-0.214251,0.199491,6.27034,43.8554,13.1347,-0.326801,0.574839,0.147303,0.199645,2.84622,44.8552,12.0338,-0.327899,0.644901,0.235244,0.199491,
0.4646,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,3.3213,42.0446,11.224,1.11273,-0.401586,-1.75547,0.199491,5.52306,47.133,12.5838,1.06505,0.0902845,-1.75415,0.199491,5.27562,45.1119,12.9063,1.1368,0.0539511,-0.114415,0.199491,5.01616,45.3482,14.8818,1.14886,-0.261608,-0.226282,0.199491,6.32258,44.557,13.4359,-0.295731,0.568186,0.159355,0.199645,2.97563,45.4754,12.3188,-0.300478,0.624498,0.246271,0.199491,
0.4747,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,3.52631,42.7426,11.5289,1.13442,-0.422863,-1.77243,0.199491,5.52514,47.8119,12.8751,1.07511,0.0643424,-1.75698,0.199491,5.42153,45.7319,13.1534,1.14767,0.0140926,-0.0921706,0.199491,5.07915,46.0018,15.1079,1.12957,-0.104303,-0.232139,0.199491,6.35746,45.2433,13.7529,-0.268155,0.557838,0.169671,0.199645,3.12779,46.085,12.6079,-0.263445,0.623808,0.261841,0.199491,
0.4848,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,3.74552,43.426,11.8505,1.16465,-0.452073,-1.79692,0.199491,5.53347,48.504,13.15,1.10078,0.045174,-1.75465,0.199491,5.54699,46.3607,13.3794,1.15507,0.0127817,-0.0692406,0.199491,5.13137,46.6211,15.3802,1.19846,-0.308984,-0.257008,0.199491,6.42358,45.8936,14.0633,-0.245915,0.555363,0.177531,0.199645,3.25948,46.6975,12.8783,-0.223176,0.625532,0.276544,0.199491,
0.4949,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,3.97132,44.0796,12.1718,1.18978,-0.488935,-1.8193,0.199491,5.56214,49.2032,13.4162,1.10513,0.0294104,-1.75061,0.199491,5.63631,47.02,13.6073,1.16505,0.0214925,-0.0565487,0.199491,5.17481,47.1978,15.6978,1.1738,-0.161397,-0.258733,0.199491,6.53815,46.4994,14.3547,-0.234913,0.532167,0.181682,0.199645,3.36065,47.3295,13.1294,-0.181914,0.615047,0.285388,0.199491,
0.505,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,4.19235,44.7046,12.4726,1.23529,-0.518376,-1.84979,0.199491,5.61208,49.8917,13.69,1.12405,0.0192524,-1.74641,0.199491,5.70667,47.6815,13.8467,1.18277,-0.00145011,-0.0541254,0.199491,5.22297,47.7637,16.0357,1.20735,-0.23139,-0.269703,0.199491,6.67422,47.0987,14.6392,-0.220375,0.525194,0.188625,0.199645,3.43808,47.9555,13.3685,-0.145263,0.605073,0.296248,0.199491,
0.5151,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,4.37937,45.319,12.7299,1.25785,-0.539159,-1.8609,0.199491,5.66619,50.5401,13.9865,1.13902,0.00604072,-1.74943,0.199491,5.79359,48.323,14.119,1.20239,-0.00802107,-0.0591904,0.199491,5.28673,48.3447,16.3415,1.23928,-0.282197,-0.2815,0.199491,6.79592,47.7197,14.929,-0.198718,0.511323,0.199877,0.199645,3.52753,48.5557,13.6223,-0.114305,0.594697,0.30881,0.199491,
0.5252,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,4.53285,45.924,12.9386,1.27572,-0.543314,-1.86087,0.199491,5.72442,51.1359,14.3126,1.16503,-0.00976248,-1.7611,0.199491,5.90858,48.9312,14.4292,1.22411,-0.0224169,-0.070316,0.199491,5.37035,48.9557,16.5962,1.22575,-0.170137,-0.280919,0.199491,6.8757,48.3791,15.2283,-0.164995,0.501473,0.217796,0.199645,3.64044,49.1225,13.8989,-0.0885767,0.589789,0.325851,0.199491,
0.5353,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,4.6687,46.5166,13.1118,1.29349,-0.536035,-1.8545,0.199491,5.79496,51.6901,14.6587,1.19094,-0.0262205,-1.77795,0.199491,6.02958,49.5208,14.7697,1.25034,-0.0476687,-0.0903965,0.199491,5.46975,49.5841,16.8253,1.30901,-0.369192,-0.301296,0.199491,6.93565,49.0564,15.5291,-0.121362,0.503211,0.240498,0.199645,3.75672,49.6665,14.1848,-0.0713368,0.579679,0.344811,0.199491,
0.5454,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,4.80285,47.0834,13.2656,1.30535,-0.528884,-1.8413,0.199491,5.88657,52.2373,15.0068,1.2167,-0.0379725,-1.79535,0.199491,6.12673,50.1185,15.1235,1.27891,-0.0583228,-0.120876,0.199491,5.5683,50.1962,17.0798,1.28403,-0.223295,-0.288289,0.199491,7.02091,49.7149,15.8182,-0.0828903,0.489814,0.261121,0.199645,3.853,50.2104,14.4609,-0.056713,0.565095,0.3616,0.199491,
0.5555,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,4.95126,47.6186,13.4183,1.32892,-0.525241,-1.83554,0.199491,5.99468,52.8073,15.347,1.2409,-0.0426476,-1.80819,0.199491,6.18635,50.7286,15.4639,1.31313,-0.0837969,-0.157102,0.199491,5.65534,50.7666,17.3902,1.34048,-0.340458,-0.297729,0.199491,7.15607,50.3445,16.0981,-0.0496587,0.48758,0.280623,0.199645,3.91763,50.7612,14.7129,-0.0395642,0.553413,0.376767,0.199491,
0.5656,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.11455,48.1426,13.5891,1.35362,-0.529348,-1.83482,0.199491,6.09697,53.3958,15.6733,1.26144,-0.045333,-1.81628,0.199491,6.22826,51.3389,15.7803,1.34784,-0.110645,-0.189694,0.199491,5.73266,51.2975,17.7337,1.35562,-0.332536,-0.298325,0.199491,7.32141,50.9442,16.3785,-0.0279183,0.472989,0.295385,0.199645,3.97042,51.3139,14.9511,-0.01974,0.541198,0.389215,0.199491,
0.5757,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.29116,48.6864,13.8046,1.37913,-0.541229,-1.84254,0.199491,6.17277,53.9783,15.9853,1.27859,-0.0538147,-1.82158,0.199491,6.29161,51.923,16.0701,1.37815,-0.147267,-0.207524,0.199491,5.80502,51.8142,18.0563,1.35118,-0.268123,-0.297889,0.199491,7.46109,51.5212,16.6681,-0.00784986,0.461539,0.308174,0.199645,4.04559,51.856,15.1971,0.00450679,0.53049,0.401418,0.199491,
0.5858,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.47477,49.2717,14.0803,1.39777,-0.561654,-1.85487,0.199491,6.2108,54.5339,16.2812,1.29884,-0.0715609,-1.82679,0.199491,6.40445,52.4706,16.3415,1.3856,-0.130921,-0.204113,0.199491,5.87644,52.3338,18.3203,1.41946,-0.42102,-0.325649,0.199491,7.53689,52.0763,16.9674,0.0156308,0.453344,0.31933,0.199645,4.16689,52.3787,15.4664,0.0314798,0.517967,0.413214,0.199491,
0.5959,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.66193,49.8796,14.396,1.42331,-0.584953,-1.8779,0.199491,6.22221,55.0608,16.5703,1.31331,-0.0975584,-1.83191,0.199491,6.55458,52.9874,16.5984,1.39125,-0.143178,-0.186525,0.199491,5.94882,52.859,18.5403,1.38227,-0.272657,-0.320704,0.199491,7.56306,52.6164,17.273,0.038487,0.437972,0.328684,0.199645,4.3227,52.8878,15.7546,0.0616862,0.506167,0.426197,0.199491,
0.606,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.85468,50.4834,14.7312,1.45547,-0.61199,-1.90876,0.199491,6.22753,55.5866,16.8507,1.33116,-0.123256,-1.83557,0.199491,6.70444,53.4971,16.8409,1.3937,-0.147582,-0.164042,0.199491,6.01743,53.3636,18.7681,1.46039,-0.441202,-0.357922,0.199491,7.5939,53.135,17.5782,0.0625443,0.432019,0.338473,0.199645,4.47836,53.3913,16.039,0.09406,0.494865,0.438699,0.199491,
0.6161,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,6.0511,51.0555,15.0589,1.48342,-0.645386,-1.93746,0.199491,6.24392,56.1325,17.1266,1.34333,-0.144372,-1.83594,0.199491,6.81957,54.0237,17.0772,1.40099,-0.151948,-0.149024,0.199491,6.07741,53.821,19.0421,1.44249,-0.363118,-0.360952,0.199491,7.68159,53.6282,17.8755,0.0738622,0.411167,0.345447,0.199645,4.60576,53.902,16.3033,0.124601,0.474116,0.44552,0.199491,
0.6262,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,6.25426,51.5878,15.3591,1.53144,-0.673019,-1.9759,0.199491,6.28416,56.6908,17.4096,1.35782,-0.157816,-1.83543,0.199491,6.89744,54.5596,17.3161,1.41451,-0.158816,-0.147013,0.199491,6.13145,54.244,19.3669,1.45834,-0.371284,-0.374105,0.199491,7.8183,54.1124,18.1657,0.0847719,0.398339,0.353623,0.199645,4.6967,54.4141,16.5418,0.162609,0.471519,0.456633,0.199491,
0.6363,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,6.44322,52.1033,15.6216,1.56224,-0.696615,-1.99819,0.199491,6.34169,57.222,17.708,1.37324,-0.169891,-1.83896,0.199491,6.96515,55.0866,17.5843,1.43732,-0.184974,-0.158438,0.199491,6.19491,54.6704,19.6837,1.51331,-0.464144,-0.400736,0.199491,7.96049,54.6017,18.4555,0.0969286,0.379531,0.363389,0.199645,4.7798,54.9105,16.7815,0.190444,0.458139,0.46672,0.199491,
0.6464,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,6.61018,52.6126,15.8401,1.58596,-0.706198,-2.00764,0.199491,6.4119,57.6968,18.0286,1.39281,-0.184951,-1.85109,0.199491,7.05092,55.5858,17.8918,1.45903,-0.194649,-0.177654,0.199491,6.27818,55.1331,19.958,1.47306,-0.339585,-0.386472,0.199491,8.05647,55.1124,18.7515,0.122178,0.367038,0.378439,0.199645,4.8806,55.3796,17.0402,0.209091,0.44115,0.479782,0.199491,
0.6565,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,6.75725,53.1157,16.0159,1.60434,-0.70211,-2.00695,0.199491,6.49156,58.1218,18.3706,1.41798,-0.201095,-1.87142,0.199491,7.16085,56.0518,18.2303,1.48499,-0.219019,-0.202505,0.199491,6.37318,55.6322,20.198,1.57319,-0.511718,-0.426856,0.199491,8.10489,55.6456,19.0532,0.157567,0.357354,0.39734,0.199645,5.00357,55.8189,17.3178,0.225096,0.431053,0.498907,0.199491,
0.6666,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,6.89531,53.6039,16.1654,1.60837,-0.696496,-1.99222,0.199491,6.58148,58.5294,18.7193,1.44497,-0.216599,-1.89499,0.199491,7.26625,56.5061,18.5837,1.51193,-0.234128,-0.233203,0.199491,6.47154,56.1333,20.4402,1.54678,-0.418094,-0.412969,0.199491,8.15345,56.1743,19.3552,0.193905,0.342425,0.416243,0.199645,5.12629,56.2447,17.5973,0.232229,0.410801,0.51621,0.199491,
0.6767,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,7.04978,54.0697,16.3149,1.62527,-0.691901,-1.98684,0.199491,6.68183,58.9526,19.067,1.46955,-0.226099,-1.91473,0.199491,7.33856,56.9633,18.9272,1.54447,-0.258686,-0.270624,0.199491,6.56103,56.5932,20.721,1.59791,-0.48333,-0.431539,0.199491,8.24415,56.6852,19.6503,0.22662,0.333324,0.434404,0.199645,5.22199,56.6732,17.8564,0.246566,0.400489,0.534061,0.199491,
