time,0_rod(payload_bars compound_8RxQJo).X,0_rod(payload_bars compound_8RxQJo).Y,0_rod(payload_bars compound_8RxQJo).Z,0_rod(payload_bars compound_8RxQJo).Euler1,0_rod(payload_bars compound_8RxQJo).Euler2,0_rod(payload_bars compound_8RxQJo).Euler3,0_rod(payload_bars compound_8RxQJo).mass,1_rod(payload_bars compound_8RxQJo).X,1_rod(payload_bars compound_8RxQJo).Y,1_rod(payload_bars compound_8RxQJo).Z,1_rod(payload_bars compound_8RxQJo).Euler1,1_rod(payload_bars compound_8RxQJo).Euler2,1_rod(payload_bars compound_8RxQJo).Euler3,1_rod(payload_bars compound_8RxQJo).mass,2_rod(payload_bars compound_8RxQJo).X,2_rod(payload_bars compound_8RxQJo).Y,2_rod(payload_bars compound_8RxQJo).Z,2_rod(payload_bars compound_8RxQJo).Euler1,2_rod(payload_bars compound_8RxQJo).Euler2,2_rod(payload_bars compound_8RxQJo).Euler3,2_rod(payload_bars compound_8RxQJo).mass,3_rod(payload_bars compound_8RxQJo).X,3_rod(payload_bars compound_8RxQJo).Y,3_rod(payload_bars compound_8RxQJo).Z,3_rod(payload_bars compound_8RxQJo).Euler1,3_rod(payload_bars compound_8RxQJo).Euler2,3_rod(payload_bars compound_8RxQJo).Euler3,3_rod(payload_bars compound_8RxQJo).mass,4_rod(payload_bars compound_8RxQJo).X,4_rod(payload_bars compound_8RxQJo).Y,4_rod(payload_bars compound_8RxQJo).Z,4_rod(payload_bars compound_8RxQJo).Euler1,4_rod(payload_bars compound_8RxQJo).Euler2,4_rod(payload_bars compound_8RxQJo).Euler3,4_rod(payload_bars compound_8RxQJo).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.6868,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,7.22519,54.521,16.4882,1.65334,-0.695074,-1.99337,0.199491,6.78131,59.4002,19.4044,1.48747,-0.231629,-1.92693,0.199491,7.37702,57.4275,19.2455,1.57647,-0.277093,-0.308256,0.199491,6.6419,56.9949,21.0399,1.63673,-0.526085,-0.445567,0.199491,8.38359,57.1703,19.9416,0.245079,0.315812,0.448652,0.199645,5.29129,57.1089,18.0927,0.260485,0.383531,0.546295,0.199491,
0.6969,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,7.40741,54.9744,16.7007,1.68272,-0.707199,-2.00762,0.199491,6.86044,59.8565,19.7247,1.50374,-0.23903,-1.93443,0.199491,7.41999,57.8863,19.5366,1.60564,-0.297116,-0.335339,0.199491,6.71877,57.3631,21.3625,1.60199,-0.434178,-0.429676,0.199491,8.53367,57.6247,20.2368,0.259839,0.302626,0.461332,0.199645,5.36295,57.5434,18.3265,0.277337,0.365143,0.555659,0.199491,
0.707,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,7.58037,55.4466,16.9655,1.71054,-0.726077,-2.02862,0.199491,6.9095,60.2941,20.0254,1.5208,-0.254455,-1.94096,0.199491,7.51095,58.3246,19.8078,1.62506,-0.314044,-0.342382,0.199491,6.79511,57.7338,21.648,1.69754,-0.581334,-0.481852,0.199491,8.6406,58.0495,20.5355,0.273976,0.287847,0.471731,0.199645,5.4697,57.9652,18.5812,0.301569,0.353726,0.566403,0.199491,
0.7171,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,7.74051,55.9394,17.2806,1.739,-0.74922,-2.05667,0.199491,6.93598,60.6947,20.3109,1.53881,-0.278601,-1.94896,0.199491,7.65278,58.7395,20.0711,1.63085,-0.322803,-0.330113,0.199491,6.87631,58.1249,21.8809,1.64041,-0.461721,-0.461899,0.199491,8.6879,58.4475,20.8308,0.290846,0.271422,0.480682,0.199645,5.61578,58.3732,18.8646,0.327756,0.341099,0.577288,0.199491,
0.7272,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,7.8976,56.4386,17.6295,1.77682,-0.773686,-2.09626,0.199491,6.9534,61.0723,20.5867,1.55505,-0.307061,-1.95631,0.199491,7.8132,59.1402,20.3271,1.63027,-0.329192,-0.308487,0.199491,6.96099,58.5172,22.0913,1.7278,-0.584361,-0.515103,0.199491,8.71056,58.824,21.1204,0.311466,0.260329,0.489711,0.199645,5.77657,58.7725,19.1594,0.351514,0.321949,0.58679,0.199491,
0.7373,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,8.05984,56.917,17.9778,1.81875,-0.801159,-2.14024,0.199491,6.97195,61.4604,20.862,1.57034,-0.332911,-1.96174,0.199491,7.95385,59.5431,20.5747,1.6304,-0.331204,-0.289114,0.199491,7.04126,58.8718,22.3249,1.72334,-0.55985,-0.522739,0.199491,8.76635,59.1869,21.4085,0.321985,0.239078,0.497836,0.199645,5.92209,59.171,19.442,0.376634,0.301449,0.593799,0.199491,
0.7474,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,8.23568,57.3579,18.2953,1.86446,-0.829385,-2.18513,0.199491,7.00252,61.8738,21.148,1.58409,-0.351122,-1.96426,0.199491,8.04653,59.956,20.8193,1.64225,-0.34346,-0.285257,0.199491,7.11461,59.1697,22.6085,1.71735,-0.536902,-0.529852,0.199491,8.8913,59.5454,21.7007,0.328977,0.222109,0.507183,0.199645,6.02767,59.5727,19.6937,0.410353,0.293617,0.601685,0.199491,
0.7575,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,8.41564,57.7753,18.5725,1.90927,-0.852057,-2.22468,0.199491,7.05371,62.2846,21.4514,1.59945,-0.364075,-1.96912,0.199491,8.11548,60.3599,21.0774,1.66863,-0.378279,-0.298733,0.199491,7.18281,59.4452,22.9167,1.80314,-0.637939,-0.583488,0.199491,9.03676,59.9116,21.9923,0.337526,0.208675,0.518538,0.199645,6.11688,59.9642,19.9308,0.436951,0.280562,0.60929,0.199491,
0.7676,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,8.58245,58.1889,18.8109,1.94434,-0.864222,-2.24943,0.199491,7.12278,62.6464,21.7685,1.61738,-0.378492,-1.98098,0.199491,8.18219,60.7397,21.3718,1.68584,-0.374762,-0.319461,0.199491,7.26966,59.7561,23.198,1.73186,-0.528152,-0.547873,0.199491,9.15737,60.2819,22.2898,0.348869,0.185701,0.530836,0.199645,6.20979,60.333,20.1776,0.446324,0.252714,0.618385,0.199491,
0.7777,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,8.73506,58.6036,19.008,1.96949,-0.862891,-2.2604,0.199491,7.21078,62.9499,22.1015,1.64001,-0.394148,-2.00211,0.199491,8.27424,61.0828,21.6997,1.71741,-0.407535,-0.351213,0.199491,7.3651,60.1154,23.4497,1.85111,-0.659774,-0.613876,0.199491,9.21532,60.6657,22.5868,0.377421,0.174845,0.546492,0.199645,6.32677,60.6738,20.4464,0.453961,0.231863,0.634472,0.199491,
0.7878,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,8.87413,59.0131,19.1714,1.97507,-0.859548,-2.25037,0.199491,7.30853,63.222,22.443,1.66722,-0.410246,-2.03026,0.199491,8.3798,61.401,22.0471,1.74104,-0.415919,-0.383322,0.199491,7.46348,60.4971,23.6924,1.82714,-0.610035,-0.598593,0.199491,9.24657,61.0515,22.8881,0.40772,0.156332,0.562181,0.199645,6.45781,60.9918,20.7255,0.462932,0.218783,0.654844,0.199491,
0.7979,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,9.02102,59.4059,19.324,1.97983,-0.856929,-2.23895,0.199491,7.40924,63.4986,22.7882,1.69481,-0.422494,-2.05751,0.199491,8.4666,61.7132,22.3906,1.77658,-0.442409,-0.424254,0.199491,7.55733,60.8511,23.9555,1.86977,-0.638823,-0.622654,0.199491,9.30434,61.4266,23.1905,0.435935,0.138252,0.577421,0.199645,6.57482,61.3061,20.9943,0.473532,0.208046,0.674871,0.199491,
0.808,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,9.18817,59.7824,19.4971,2.00501,-0.85646,-2.24683,0.199491,7.50951,63.7986,23.1322,1.71405,-0.430711,-2.07573,0.199491,8.51701,62.0298,22.7107,1.81042,-0.460162,-0.467096,0.199491,7.64528,61.1401,24.2498,1.94576,-0.702326,-0.666694,0.199491,9.41338,61.789,23.4912,0.456857,0.124356,0.592141,0.199645,6.66298,61.6267,21.2376,0.483482,0.192592,0.69007,0.199491,
0.8181,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,9.36491,60.149,19.7099,2.04165,-0.863464,-2.26974,0.199491,7.59537,64.1161,23.4649,1.72949,-0.43811,-2.08659,0.199491,8.55123,62.351,23.0041,1.84018,-0.473678,-0.50332,0.199491,7.73375,61.3772,24.5537,1.87388,-0.614558,-0.62142,0.199491,9.55819,62.1258,23.7924,0.464392,0.104131,0.605416,0.199645,6.73584,61.9523,21.4691,0.492386,0.170103,0.699546,0.199491,
0.8282,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,9.52936,60.515,19.9691,2.08083,-0.877507,-2.30192,0.199491,7.65648,64.4272,23.7762,1.74486,-0.451451,-2.09483,0.199491,8.6187,62.669,23.2785,1.86712,-0.49313,-0.523876,0.199491,7.82248,61.6049,24.8395,2.00416,-0.734842,-0.707433,0.199491,9.68787,62.4293,24.0918,0.474875,0.0914975,0.617556,0.199645,6.82736,62.271,21.7145,0.508728,0.153052,0.708362,0.199491,
0.8383,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,9.66902,60.8861,20.2781,2.11931,-0.89705,-2.34021,0.199491,7.69696,64.7081,24.0641,1.76495,-0.472419,-2.1059,0.199491,8.74324,62.9754,23.5472,1.88047,-0.509188,-0.521445,0.199491,7.91348,61.8581,25.084,1.92626,-0.652322,-0.666614,0.199491,9.76595,62.6985,24.3798,0.483594,0.0722281,0.627501,0.199645,6.95662,62.5753,21.992,0.531312,0.140085,0.717566,0.199491,
0.8484,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,9.79194,61.259,20.6303,2.16577,-0.917218,-2.39023,0.199491,7.72992,64.9574,24.3348,1.78503,-0.500451,-2.11792,0.199491,8.90293,63.2687,23.8143,1.87903,-0.517622,-0.501468,0.199491,8.01045,62.1348,25.2951,2.0205,-0.72999,-0.736921,0.199491,9.80311,62.9394,24.6527,0.498284,0.05711,0.636461,0.199645,7.10997,62.8672,22.2936,0.550632,0.120681,0.725991,0.199491,
0.8585,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,9.91512,61.6207,20.997,2.22325,-0.936333,-2.45193,0.199491,7.76173,65.2,24.6025,1.80356,-0.529073,-2.12842,0.199491,9.058,63.5562,24.0752,1.87514,-0.524501,-0.478876,0.199491,8.10883,62.3938,25.5068,2.04033,-0.738719,-0.760323,0.199491,9.84825,63.1669,24.9206,0.510483,0.0409814,0.645811,0.199645,7.2594,63.1538,22.5942,0.567145,0.0959213,0.732771,0.199491,
0.8686,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.0536,61.9561,21.3405,2.28032,-0.960344,-2.51286,0.199491,7.79436,65.4629,24.884,1.82113,-0.551481,-2.13607,0.199491,9.17151,63.8471,24.3304,1.89009,-0.547355,-0.474227,0.199491,8.20405,62.5934,25.7475,2.00594,-0.707155,-0.748414,0.199491,9.95159,63.3944,25.1994,0.515478,0.0238914,0.657345,0.199645,7.37924,63.4422,22.87,0.579076,0.0653284,0.737085,0.199491,
0.8787,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.2137,62.2691,21.6405,2.35092,-0.971342,-2.57989,0.199491,7.83892,65.7394,25.1903,1.83648,-0.567382,-2.14279,0.199491,9.24849,64.1316,24.5848,1.89902,-0.549164,-0.478466,0.199491,8.29116,62.7392,26.0255,2.1364,-0.795787,-0.84571,0.199491,10.0936,63.6327,25.4894,0.514617,0.00363309,0.670446,0.199645,7.47141,63.729,23.1169,0.605926,0.0540673,0.742902,0.199491,
0.8888,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.3695,62.5795,21.9009,2.39945,-0.983871,-2.62325,0.199491,7.90221,65.9861,25.5096,1.85516,-0.580594,-2.15514,0.199491,9.31173,64.3902,24.8639,1.9317,-0.57454,-0.506812,0.199491,8.38412,62.8996,26.2989,2.02802,-0.716167,-0.776856,0.199491,10.2335,63.8739,25.7869,0.519821,-0.0141355,0.684696,0.199645,7.5592,63.9964,23.3628,0.620343,0.0346236,0.751941,0.199491,
0.8989,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.5143,62.8964,22.1266,2.4297,-0.987076,-2.64418,0.199491,7.99328,66.1757,25.8336,1.87651,-0.596593,-2.17601,0.199491,9.38826,64.6121,25.1753,1.96186,-0.592035,-0.541841,0.199491,8.48631,63.1136,26.5571,2.16756,-0.80281,-0.874343,0.199491,10.3184,64.1146,26.0809,0.537392,-0.0308489,0.698508,0.199645,7.66271,64.238,23.625,0.624737,0.0130316,0.767734,0.199491,
0.909,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.6472,63.219,22.3184,2.44313,-0.982883,-2.64525,0.199491,8.10129,66.3201,26.1641,1.9045,-0.611243,-2.20718,0.199491,9.48928,64.7984,25.5088,1.99033,-0.606379,-0.579458,0.199491,8.58643,63.3683,26.8057,2.15357,-0.785073,-0.86298,0.199491,10.3531,64.3574,26.374,0.559136,-0.052564,0.712489,0.199645,7.78903,64.4518,23.903,0.632001,0.00030367,0.789068,0.199491,
0.9191,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.7775,63.5341,22.4895,2.44125,-0.985052,-2.63029,0.199491,8.21291,66.4541,26.4975,1.93555,-0.624465,-2.24175,0.199491,9.58747,64.9704,25.8466,2.02281,-0.620824,-0.622035,0.199491,8.68447,63.6163,27.063,2.18104,-0.79122,-0.882734,0.199491,10.3919,64.591,26.6723,0.587243,-0.0697179,0.725596,0.199645,7.91516,64.6537,24.1806,0.638584,-0.0109399,0.811464,0.199491,
0.9292,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,10.9245,63.8328,22.6695,2.45661,-0.98352,-2.63211,0.199491,8.3194,66.604,26.8375,1.96032,-0.633899,-2.26853,0.199491,9.65747,65.1428,26.1659,2.06777,-0.644006,-0.674652,0.199491,8.77955,63.8055,27.3386,2.31069,-0.849898,-0.976573,0.199491,10.4734,64.8192,26.9749,0.603014,-0.0914815,0.739766,0.199645,8.01799,64.8598,24.4385,0.645963,-0.0232945,0.830897,0.199491,
0.9393,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.0835,64.1123,22.8848,2.49427,-0.983376,-2.65788,0.199491,8.41444,66.7757,27.1769,1.97719,-0.642099,-2.28444,0.199491,9.69857,65.3233,26.4596,2.0986,-0.652403,-0.717738,0.199491,8.87975,63.9292,27.6205,2.19631,-0.787683,-0.891579,0.199491,10.603,65.0344,27.2806,0.612053,-0.107515,0.755129,0.199645,8.09607,65.0739,24.6781,0.649227,-0.0443447,0.844367,0.199491,
0.9494,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.2361,64.375,23.1444,2.5445,-0.987935,-2.70128,0.199491,8.48821,66.9533,27.5003,1.99247,-0.653929,-2.29498,0.199491,9.74968,65.5116,26.7349,2.13174,-0.667723,-0.751957,0.199491,8.98461,64.0264,27.8924,2.36746,-0.867619,-1.0204,0.199491,10.7455,65.2202,27.5816,0.615657,-0.122781,0.770174,0.199645,8.17419,65.2866,24.9224,0.655215,-0.0665457,0.854328,0.199491,
0.9595,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.3619,64.6253,23.4494,2.5985,-0.99868,-2.75446,0.199491,8.54263,67.113,27.7964,2.01372,-0.671633,-2.30873,0.199491,9.85114,65.7012,27.0064,2.15657,-0.685945,-0.764763,0.199491,9.08892,64.1426,28.1387,2.27224,-0.824438,-0.957298,0.199491,10.855,65.3706,27.8658,0.617679,-0.140755,0.78369,0.199645,8.28171,65.4849,25.1948,0.671081,-0.0826242,0.862871,0.199491,
0.9696,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.4609,64.8636,23.7977,2.65816,-1.01076,-2.81785,0.199491,8.58953,67.244,28.0672,2.04014,-0.696401,-2.32711,0.199491,10.0002,65.8838,27.2814,2.16046,-0.699277,-0.751071,0.199491,9.19508,64.297,28.3566,2.36631,-0.863652,-1.03835,0.199491,10.9192,65.4884,28.1254,0.62744,-0.155189,0.794573,0.199645,8.41935,65.6652,25.4989,0.688673,-0.0997028,0.870962,0.199491,
0.9797,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.5501,65.0891,24.1723,2.72812,-1.01809,-2.89365,0.199491,8.63688,67.3569,28.3267,2.06656,-0.724974,-2.34579,0.199491,10.1618,66.0579,27.5546,2.15666,-0.712041,-0.727521,0.199491,9.30446,64.4597,28.5641,2.4256,-0.884002,-1.09447,0.199491,10.9699,65.5886,28.3709,0.633594,-0.17405,0.805741,0.199645,8.56425,65.8342,25.8142,0.700024,-0.12367,0.879429,0.199491,
0.9898,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.6508,65.2981,24.5372,2.80471,-1.0228,-2.97535,0.199491,8.68188,67.4757,28.5983,2.09164,-0.750132,-2.36227,0.199491,10.2972,66.2289,27.8218,2.15965,-0.725298,-0.712606,0.199491,9.41477,64.5783,28.7811,2.358,-0.861509,-1.05341,0.199491,11.0541,65.6875,28.6244,0.633992,-0.192935,0.820115,0.199645,8.69148,66.0022,26.1155,0.706123,-0.15304,0.887112,0.199491,
0.9999,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.7791,65.4937,24.8627,2.88343,-1.02143,-3.05515,0.199491,8.72776,67.6096,28.8997,2.11122,-0.769196,-2.37343,0.199491,10.3848,66.3939,28.0826,2.16888,-0.733855,-0.714056,0.199491,9.52561,64.626,29.021,2.54457,-0.918725,-1.20841,0.199491,11.1931,65.7966,28.9032,0.635097,-0.20574,0.836013,0.199645,8.78293,66.1754,26.3847,0.731689,-0.165407,0.891026,0.199491,
1.01,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,11.9171,65.69,25.147,2.94821,-1.02424,-3.11768,0.199491,8.78806,67.7319,29.2228,2.13245,-0.78224,-2.38798,0.199491,10.4527,66.5359,28.3524,2.22463,-0.76878,-0.75872,0.199491,9.63189,64.6499,29.2714,2.39908,-0.88053,-1.10077,0.199491,11.3411,65.9136,29.1946,0.632591,-0.221487,0.854463,0.199645,8.86531,66.338,26.6411,0.748703,-0.181185,0.898292,0.199491,
1.0201,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.0466,65.8967,25.4002,2.9901,-1.02408,3.13029,0.199491,8.87618,67.8081,29.5435,2.15694,-0.796528,-2.4107,0.199491,10.5202,66.6393,28.6462,2.24112,-0.768524,-0.785996,0.199491,9.74396,64.7202,29.5245,2.5547,-0.922607,-1.22689,0.199491,11.458,66.0225,29.4875,0.636578,-0.241292,0.871488,0.199645,8.95433,66.4765,26.9029,0.745116,-0.206033,0.915701,0.199491,
1.0302,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.165,66.1174,25.626,3.00761,-1.01868,3.12124,0.199491,8.99301,67.8338,29.8617,2.18718,-0.809774,-2.44436,0.199491,10.6147,66.7013,28.9601,2.29102,-0.79083,-0.841418,0.199491,9.84868,64.8406,29.7789,2.56189,-0.922657,-1.23164,0.199491,11.514,66.1288,29.7727,0.655666,-0.258195,0.88511,0.199645,9.0669,66.5857,27.1811,0.743774,-0.223194,0.939108,0.199491,
1.0403,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.2729,66.3415,25.8294,3.01122,-1.02363,3.12907,0.199491,9.12102,67.8354,30.1783,2.22395,-0.821073,-2.48686,0.199491,10.7214,66.7386,29.2831,2.31623,-0.795416,-0.881626,0.199491,9.94871,64.976,30.0402,2.5654,-0.920213,-1.2345,0.199491,11.5492,66.2255,30.0603,0.673029,-0.282023,0.8989,0.199645,9.19206,66.6746,27.4647,0.742562,-0.236615,0.965377,0.199491,
1.0504,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.3909,66.5542,26.0295,3.01858,-1.02706,3.13306,0.199491,9.24239,67.8405,30.5024,2.25668,-0.8304,-2.52442,0.199491,10.812,66.7719,29.5965,2.3736,-0.814236,-0.946801,0.199491,10.048,65.0709,30.3086,2.75449,-0.948171,-1.38719,0.199491,11.6123,66.3157,30.3555,0.69056,-0.302029,0.912446,0.199645,9.30264,66.7625,27.7389,0.745619,-0.247158,0.989535,0.199491,
1.0605,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.5228,66.7432,26.2545,3.04606,-1.02307,3.11551,0.199491,9.35144,67.8642,30.8367,2.27998,-0.838172,-2.54931,0.199491,10.8716,66.8138,29.8879,2.41544,-0.822743,-1.00137,0.199491,10.1558,65.0965,30.5739,2.607,-0.926734,-1.26776,0.199491,11.7231,66.402,30.6592,0.697272,-0.319308,0.929779,0.199645,9.38647,66.8599,27.9948,0.748448,-0.261374,1.00851,0.199491,
1.0706,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.6566,66.9026,26.5179,3.09282,-1.0175,3.07492,0.199491,9.44028,67.9018,31.167,2.29756,-0.849386,-2.56431,0.199491,10.9195,66.8688,30.1623,2.45257,-0.831006,-1.0464,0.199491,10.2747,65.0799,30.8268,2.81139,-0.956307,-1.43465,0.199491,11.8679,66.4698,30.9608,0.694512,-0.334627,0.949958,0.199645,9.45533,66.9607,28.2477,0.746688,-0.282381,1.02357,0.199491,
1.0807,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.7709,67.0335,26.8217,-3.1324,-1.01411,3.01812,0.199491,9.50963,67.9353,31.4742,2.32154,-0.864073,-2.58189,0.199491,10.9996,66.9346,30.4339,2.49136,-0.84538,-1.07859,0.199491,10.3941,65.0678,31.0644,2.716,-0.950252,-1.36353,0.199491,12.0027,66.5071,31.244,0.694233,-0.346575,0.967797,0.199645,9.54022,67.0494,28.5198,0.753485,-0.300536,1.03484,0.199491,
1.0908,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.8559,67.1374,27.1634,-3.06819,-1.01366,2.9508,0.199491,9.56952,67.9496,31.7515,2.35589,-0.883764,-2.60844,0.199491,11.1307,67.0009,30.7127,2.50874,-0.861004,-1.0799,0.199491,10.509,65.0952,31.2862,2.79625,-0.961991,-1.43964,0.199491,12.0981,66.5133,31.4965,0.691544,-0.362889,0.984993,0.199645,9.65701,67.1151,28.8233,0.76752,-0.316776,1.04355,0.199491,
1.1009,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,12.9228,67.2183,27.5349,-3.00089,-1.00845,2.87706,0.199491,9.63059,67.944,32.0081,2.39625,-0.908401,-2.6408,0.199491,11.2902,67.0604,30.995,2.51107,-0.878205,-1.06144,0.199491,10.6229,65.1527,31.4999,2.89918,-0.970797,-1.53565,0.199491,12.1648,66.4984,31.7243,0.696651,-0.376866,0.998637,0.199645,9.79193,67.1614,29.147,0.776106,-0.337439,1.05416,0.199491,
