time,0_rod(payload_bars compound_ryt8pu).X,0_rod(payload_bars compound_ryt8pu).Y,0_rod(payload_bars compound_ryt8pu).Z,0_rod(payload_bars compound_ryt8pu).Euler1,0_rod(payload_bars compound_ryt8pu).Euler2,0_rod(payload_bars compound_ryt8pu).Euler3,0_rod(payload_bars compound_ryt8pu).mass,1_rod(payload_bars compound_ryt8pu).X,1_rod(payload_bars compound_ryt8pu).Y,1_rod(payload_bars compound_ryt8pu).Z,1_rod(payload_bars compound_ryt8pu).Euler1,1_rod(payload_bars compound_ryt8pu).Euler2,1_rod(payload_bars compound_ryt8pu).Euler3,1_rod(payload_bars compound_ryt8pu).mass,2_rod(payload_bars compound_ryt8pu).X,2_rod(payload_bars compound_ryt8pu).Y,2_rod(payload_bars compound_ryt8pu).Z,2_rod(payload_bars compound_ryt8pu).Euler1,2_rod(payload_bars compound_ryt8pu).Euler2,2_rod(payload_bars compound_ryt8pu).Euler3,2_rod(payload_bars compound_ryt8pu).mass,3_rod(payload_bars compound_ryt8pu).X,3_rod(payload_bars compound_ryt8pu).Y,3_rod(payload_bars compound_ryt8pu).Z,3_rod(payload_bars compound_ryt8pu).Euler1,3_rod(payload_bars compound_ryt8pu).Euler2,3_rod(payload_bars compound_ryt8pu).Euler3,3_rod(payload_bars compound_ryt8pu).mass,4_rod(payload_bars compound_ryt8pu).X,4_rod(payload_bars compound_ryt8pu).Y,4_rod(payload_bars compound_ryt8pu).Z,4_rod(payload_bars compound_ryt8pu).Euler1,4_rod(payload_bars compound_ryt8pu).Euler2,4_rod(payload_bars compound_ryt8pu).Euler3,4_rod(payload_bars compound_ryt8pu).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
2.1715,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.18312,92.1791,-4.92504,-0.168069,-1.1432,3.00821,0.199491,1.94626,91.691,1.51796,0.0255977,-1.20842,2.78666,0.199491,-0.239233,91.2947,-0.688385,-0.306601,-1.04229,-1.60029,0.199491,0.947392,94.9805,-0.737016,0.100632,-0.997875,-2.02969,0.199491,-0.853647,93.9177,0.0976419,-2.60947,-0.466672,1.25371,0.199645,1.90526,92.5478,-2.66334,-2.50835,-0.435368,1.18329,0.199491,
2.1816,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.15138,92.0673,-4.93298,-0.175089,-1.18692,3.02966,0.199491,1.86475,91.5361,1.45437,-0.0455212,-1.17465,2.86659,0.199491,-0.245996,91.1996,-0.724276,-0.271466,-1.04681,-1.614,0.199491,0.866842,94.7751,-0.694854,-0.113095,-1.04655,-1.8302,0.199491,-0.886565,93.7393,0.0669605,-2.64924,-0.469264,1.26572,0.199645,1.85689,92.4553,-2.64045,-2.44631,-0.398386,1.15924,0.199491,
2.1917,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.11902,91.9478,-4.93816,-0.191015,-1.23068,3.05921,0.199491,1.78414,91.3725,1.39116,-0.118148,-1.10475,2.9478,0.199491,-0.253684,91.0927,-0.760236,-0.217109,-1.05089,-1.64473,0.199491,0.785983,94.5556,-0.653701,-0.352796,-1.06843,-1.60314,0.199491,-0.919834,93.5533,0.0374608,-2.68031,-0.469094,1.27362,0.199645,1.8089,92.3539,-2.61866,-2.45801,-0.389613,1.16483,0.199491,
2.2018,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.08613,91.8207,-4.9412,-0.218645,-1.27701,3.10035,0.199491,1.70027,91.2015,1.32462,-0.183546,-0.954289,3.02184,0.199491,-0.262135,90.9722,-0.791764,-0.155388,-1.05465,-1.68159,0.199491,0.706654,94.3264,-0.611625,-0.486261,-1.06898,-1.46717,0.199491,-0.953859,93.3601,0.00669355,-2.68355,-0.462382,1.26795,0.199645,1.76144,92.2437,-2.59774,-2.52959,-0.402552,1.19378,0.199491,
2.2119,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.04976,91.6848,-4.94081,-0.25972,-1.24423,-3.12653,0.199491,1.60666,91.037,1.2506,-0.225375,-0.634677,3.07479,0.199491,-0.270131,90.8414,-0.813002,-0.147455,-1.06176,-1.66842,0.199491,0.615692,94.0936,-0.56716,-0.34988,-1.07566,-1.56263,0.199491,-0.990695,93.1652,-0.0298963,-2.57111,-0.422036,1.21374,0.199645,1.70527,92.1442,-2.57639,-2.62446,-0.419394,1.23601,0.199491,
2.222,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.0116,91.5439,-4.93148,-0.270546,-1.10782,-3.09111,0.199491,1.51088,90.8879,1.18108,-0.196223,-0.880944,3.08364,0.199491,-0.274729,90.73,-0.839011,-0.210355,-1.07163,-1.58666,0.199491,0.500126,93.856,-0.522708,0.0179537,-1.05782,-1.8564,0.199491,-1.04325,92.9695,-0.0605727,-2.44977,-0.370825,1.16502,0.199645,1.64249,92.0628,-2.55234,-2.46582,-0.350521,1.18196,0.199491,
2.2321,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.97518,91.4044,-4.91681,-0.287397,-1.15343,-3.04088,0.199491,1.43091,90.7658,1.11983,-0.182737,-1.11708,3.10626,0.199491,-0.282743,90.6346,-0.863272,-0.203175,-1.08097,-1.55832,0.199491,0.353408,93.6206,-0.482477,0.140006,-1.05286,-1.92351,0.199491,-1.11113,92.7772,-0.0912589,-2.56142,-0.407028,1.21043,0.199645,1.56909,92.002,-2.51174,-2.54234,-0.36979,1.21408,0.199491,
2.2422,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.94357,91.2724,-4.8985,-0.334976,-1.24053,-2.95369,0.199491,1.35671,90.648,1.06835,-0.203786,-1.0756,-3.11695,0.199491,-0.297008,90.5535,-0.88723,-0.234306,-1.09031,-1.48807,0.199491,0.215561,93.4109,-0.432917,-0.111784,-1.09424,-1.65764,0.199491,-1.20383,92.5756,-0.116309,-2.40331,-0.340681,1.15496,0.199645,1.48878,91.956,-2.46197,-2.43742,-0.322129,1.18325,0.199491,
2.2523,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.92701,91.1607,-4.89241,-0.286926,-1.10907,-2.94644,0.199491,1.28644,90.5246,1.01668,-0.229735,-1.11176,-3.04687,0.199491,-0.306644,90.4403,-0.892726,-0.272615,-1.0975,-1.40408,0.199491,0.077679,93.2522,-0.369395,-0.0632686,-1.10524,-1.66047,0.199491,-1.30427,92.367,-0.124828,-2.43575,-0.349158,1.16615,0.199645,1.41494,91.9187,-2.40365,-2.45083,-0.312781,1.19254,0.199491,
2.2624,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.91499,91.0755,-4.89961,-0.343972,-1.16156,-2.83978,0.199491,1.24318,90.4179,1.00607,-0.239033,-1.09302,-2.98621,0.199491,-0.330609,90.3247,-0.910712,-0.162528,-1.11474,-1.44678,0.199491,-0.0685012,93.1149,-0.30417,-0.173504,-1.11797,-1.51523,0.199491,-1.42803,92.1726,-0.11224,-2.28646,-0.27592,1.12351,0.199645,1.34407,91.9113,-2.3416,-2.42928,-0.293825,1.18643,0.199491,
2.2725,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.91394,91.0132,-4.91445,-0.420493,-1.19744,-2.70846,0.199491,1.20545,90.356,1.04066,-0.227878,-1.10625,-2.93846,0.199491,-0.346744,90.204,-0.932395,-0.339636,-1.10543,-1.2292,0.199491,-0.241045,93.0122,-0.252227,-0.0769013,-1.13221,-1.54646,0.199491,-1.55506,92.018,-0.094718,-2.36288,-0.304182,1.15653,0.199645,1.26627,91.9577,-2.28127,-2.28083,-0.227676,1.15174,0.199491,
2.2826,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.91961,90.9852,-4.91771,-0.277153,-1.00472,-2.77229,0.199491,1.17883,90.3298,1.09814,-0.310299,-1.23523,-2.80151,0.199491,-0.363401,90.1073,-0.960405,-0.250136,-1.12713,-1.24724,0.199491,-0.413313,92.9629,-0.197036,0.240965,-1.13703,-1.77683,0.199491,-1.6956,91.8862,-0.0640544,-2.19296,-0.220354,1.12502,0.199645,1.19538,92.0457,-2.217,-2.26345,-0.217126,1.1487,0.199491,
2.2927,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.91371,90.9889,-4.91532,-0.446314,-1.13543,-2.56042,0.199491,1.16321,90.3547,1.1711,-0.242642,-1.15759,-2.80648,0.199491,-0.380591,90.0561,-0.989513,-0.173942,-1.14852,-1.25418,0.199491,-0.568627,92.9772,-0.134614,-0.0679239,-1.15739,-1.4352,0.199491,-1.85152,91.7857,-0.0307576,-2.20635,-0.2179,1.14255,0.199645,1.11775,92.1614,-2.14073,-2.21584,-0.19765,1.13838,0.199491,
2.3028,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.90264,91.0314,-4.89344,-0.3543,-1.04421,-2.58249,0.199491,1.14885,90.4327,1.25489,-0.399979,-1.27128,-2.60626,0.199491,-0.393861,90.0622,-1.01525,-0.39702,-1.11268,-0.99418,0.199491,-0.711541,93.0513,-0.0740834,-0.249166,-1.14797,-1.21455,0.199491,-1.99314,91.7373,0.00200765,-2.17649,-0.195536,1.15222,0.199645,1.0429,92.319,-2.06157,-2.13196,-0.162866,1.12309,0.199491,
2.3129,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.90431,91.1198,-4.87223,-0.372723,-1.04699,-2.51397,0.199491,1.13554,90.5453,1.35189,-0.368854,-1.24769,-2.58949,0.199491,-0.389681,90.1188,-1.0231,-0.12148,-1.18081,-1.19772,0.199491,-0.857357,93.1798,-0.0201549,0.0903868,-1.19189,-1.48281,0.199491,-2.10005,91.7344,0.0315263,-2.02914,-0.122595,1.14259,0.199645,0.9854,92.5006,-1.97876,-2.13442,-0.167626,1.12408,0.199491,
2.323,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.89929,91.2506,-4.86734,-0.333904,-1.02374,-2.50515,0.199491,1.1247,90.6758,1.44337,-0.347772,-1.22343,-2.57009,0.199491,-0.37675,90.2126,-1.01244,-0.379993,-1.13029,-0.919854,0.199491,-0.995212,93.3614,0.0545004,-0.298389,-1.16069,-1.09243,0.199491,-2.17633,91.7626,0.077856,-2.11093,-0.150835,1.16331,0.199645,0.936151,92.686,-1.90312,-2.07127,-0.135944,1.1183,0.199491,
2.3331,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.89203,91.4147,-4.87581,-0.390166,-1.07443,-2.42442,0.199491,1.11589,90.8149,1.52894,-0.616859,-1.30023,-2.28075,0.199491,-0.360316,90.3407,-0.976467,-0.166337,-1.19175,-1.08177,0.199491,-1.1283,93.576,0.133919,-0.29592,-1.1739,-1.07539,0.199491,-2.22381,91.8141,0.132997,-1.99858,-0.095325,1.15423,0.199645,0.903859,92.8693,-1.83346,-2.04277,-0.117088,1.12083,0.199491,
2.3432,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.8905,91.5912,-4.88507,-0.364106,-1.08022,-2.42111,0.199491,1.10496,90.964,1.61289,-0.521284,-1.26079,-2.34735,0.199491,-0.341828,90.4893,-0.935542,-0.461879,-1.10981,-0.785348,0.199491,-1.22796,93.7919,0.218308,-0.120154,-1.2134,-1.22084,0.199491,-2.26658,91.8964,0.187445,-2.09054,-0.127586,1.17094,0.199645,0.885076,93.0548,-1.767,-2.02411,-0.101939,1.12613,0.199491,
2.3533,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.91034,91.7766,-4.89718,-0.436085,-1.12968,-2.33521,0.199491,1.09318,91.1191,1.72105,-0.244324,-1.12788,-2.58437,0.199491,-0.337544,90.6269,-0.898784,-0.463827,-1.11765,-0.760923,0.199491,-1.28804,93.9602,0.296427,-0.461379,-1.14933,-0.878774,0.199491,-2.31863,91.9972,0.232187,-1.93319,-0.0539237,1.1626,0.199645,0.896082,93.2586,-1.69334,-2.12027,-0.140284,1.14401,0.199491,
2.3634,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.92541,91.9705,-4.91998,-0.400438,-1.12505,-2.34976,0.199491,1.07954,91.2606,1.8188,-0.372658,-1.2048,-2.44494,0.199491,-0.307776,90.7379,-0.856864,-0.303622,-1.1886,-0.887774,0.199491,-1.35899,94.1095,0.383154,-0.321061,-1.19775,-0.98679,0.199491,-2.36686,92.1052,0.287205,-1.95923,-0.0588622,1.16872,0.199645,0.894401,93.4558,-1.61459,-1.93403,-0.0460953,1.13481,0.199491,
2.3735,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.9135,92.1574,-4.92956,-0.480536,-1.15915,-2.26189,0.199491,1.05887,91.3887,1.92545,-0.716717,-1.29702,-2.09548,0.199491,-0.275566,90.8392,-0.824185,-0.135981,-1.2381,-1.02848,0.199491,-1.44521,94.2515,0.466127,-0.0382049,-1.25268,-1.23131,0.199491,-2.40219,92.205,0.363286,-2.01266,-0.0704301,1.17944,0.199645,0.874066,93.64,-1.56471,-1.85215,-0.00101608,1.14122,0.199491,
2.3836,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.90955,92.3245,-4.94516,-0.798758,-1.23272,-1.95016,0.199491,1.03479,91.5004,2.03758,-0.610238,-1.27452,-2.17766,0.199491,-0.262148,90.9539,-0.787046,-0.395882,-1.17145,-0.769664,0.199491,-1.52588,94.3873,0.548487,-0.0670027,-1.2578,-1.17484,0.199491,-2.43291,92.2858,0.428667,-1.96245,-0.0394662,1.18305,0.199645,0.874096,93.8145,-1.50901,-1.94676,-0.039417,1.14963,0.199491,
2.3937,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.90289,92.473,-4.96515,-0.943066,-1.24902,-1.7984,0.199491,1.0047,91.6238,2.12314,-1.14273,-1.32806,-1.64539,0.199491,-0.243806,91.0543,-0.739766,-0.525239,-1.11266,-0.638649,0.199491,-1.60017,94.5179,0.629122,-0.379504,-1.19784,-0.853657,0.199491,-2.46016,92.3768,0.489418,-1.91323,-0.016515,1.1885,0.199645,0.869683,93.982,-1.45411,-2.04021,-0.0760417,1.16366,0.199491,
2.4038,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.89527,92.6106,-4.97551,-0.445814,-1.16895,-2.25191,0.199491,0.97924,91.7443,2.21356,-1.01815,-1.3256,-1.74809,0.199491,-0.225461,91.1604,-0.693405,-0.285552,-1.22012,-0.846038,0.199491,-1.67707,94.6307,0.690899,-0.549438,-1.13095,-0.677371,0.199491,-2.47733,92.4636,0.550419,-1.9379,-0.0224012,1.19637,0.199645,0.856523,94.1399,-1.41018,-1.88601,-0.00602191,1.1672,0.199491,
2.4139,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.88204,92.7285,-4.97788,-0.150255,-1.04747,-2.50906,0.199491,0.952669,91.8719,2.29476,-0.764533,-1.30876,-1.97735,0.199491,-0.2125,91.2736,-0.649574,-0.13223,-1.26242,-0.979733,0.199491,-1.74188,94.7342,0.738473,-0.463756,-1.17181,-0.735736,0.199491,-2.49519,92.5542,0.605097,-1.93994,-0.0208437,1.20474,0.199645,0.84122,94.2818,-1.3694,-1.84051,0.0103213,1.17607,0.199491,
2.424,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.86691,92.8233,-4.97066,-0.302815,-1.15081,-2.36645,0.199491,0.921093,92.0023,2.36766,-0.728888,-1.30756,-1.99703,0.199491,-0.205549,91.392,-0.600828,-0.458472,-1.15592,-0.664125,0.199491,-1.79635,94.8322,0.772549,-0.191761,-1.25635,-0.973295,0.199491,-2.50261,92.6438,0.649883,-1.87364,0.00336167,1.21246,0.199645,0.822685,94.4149,-1.33735,-1.99601,-0.0570393,1.19005,0.199491,
2.4341,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.84622,92.908,-4.95969,-0.829899,-1.28124,-1.86151,0.199491,0.890879,92.1261,2.42603,-0.206682,-1.18081,-2.48043,0.199491,-0.199778,91.5061,-0.549675,-0.490359,-1.13884,-0.625349,0.199491,-1.852,94.9169,0.80777,-0.212428,-1.25353,-0.937004,0.199491,-2.51086,92.7295,0.69396,-1.89604,-0.00731922,1.22012,0.199645,0.802546,94.5331,-1.30363,-1.93465,-0.0363161,1.19761,0.199491,
2.4442,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.82772,92.9838,-4.94377,-0.983402,-1.30304,-1.70413,0.199491,0.857086,92.241,2.4799,-0.0533557,-1.10548,-2.60826,0.199491,-0.19151,91.609,-0.495539,-0.256285,-1.23861,-0.833574,0.199491,-1.90276,94.9826,0.841039,-0.455358,-1.17368,-0.691869,0.199491,-2.51713,92.8116,0.733249,-1.95204,-0.0307069,1.22801,0.199645,0.778817,94.643,-1.2666,-1.7845,0.0178911,1.20709,0.199491,
2.4543,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.80919,93.0492,-4.92368,-0.3611,-1.22951,-2.29055,0.199491,0.822142,92.3488,2.53266,-0.349184,-1.2615,-2.32116,0.199491,-0.18773,91.7082,-0.441593,0.0182894,-1.29892,-1.08667,0.199491,-1.94602,95.028,0.868559,-0.419655,-1.18963,-0.707803,0.199491,-2.52338,92.8847,0.774099,-1.87403,-0.0057447,1.23466,0.199645,0.753159,94.7434,-1.22826,-1.87673,-0.0210647,1.21762,0.199491,
2.4644,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.78455,93.1038,-4.90187,-0.0101603,-1.07889,-2.60553,0.199491,0.784218,92.4459,2.57615,-0.714982,-1.33392,-1.95514,0.199491,-0.186067,91.7999,-0.382598,-0.210039,-1.25619,-0.85861,0.199491,-1.98924,95.0658,0.900372,-0.205618,-1.26086,-0.892544,0.199491,-2.52541,92.9488,0.811395,-1.80425,0.0137741,1.24147,0.199645,0.722258,94.8291,-1.18815,-1.96364,-0.0551082,1.23207,0.199491,
2.4745,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.7588,93.1466,-4.87226,0.00641736,-1.09538,-2.61423,0.199491,0.745252,92.5335,2.61734,-0.287233,-1.26496,-2.35473,0.199491,-0.188518,91.8886,-0.324801,-0.441542,-1.1697,-0.631624,0.199491,-2.02895,95.0893,0.928031,-0.0744166,-1.29059,-1.00148,0.199491,-2.527,93.0019,0.848571,-1.8785,-0.0151266,1.24875,0.199645,0.691433,94.9045,-1.14807,-1.82838,-0.0111392,1.23831,0.199491,
2.4846,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.73326,93.1793,-4.83835,-0.190204,-1.22918,-2.42631,0.199491,0.705133,92.6116,2.6553,-0.00696567,-1.15082,-2.60524,0.199491,-0.190792,91.9681,-0.265437,-0.437338,-1.17355,-0.625489,0.199491,-2.06488,95.1,0.956339,-0.237434,-1.25612,-0.828601,0.199491,-2.52953,93.0474,0.880321,-1.92916,-0.0362821,1.25654,0.199645,0.659449,94.9694,-1.10537,-1.72571,0.0194855,1.24945,0.199491,
2.4947,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.69761,93.2091,-4.79158,-0.169225,-1.23528,-2.43882,0.199491,0.66534,92.6794,2.68807,-0.102913,-1.2238,-2.50583,0.199491,-0.19468,92.0361,-0.206809,-0.203902,-1.26599,-0.835751,0.199491,-2.0944,95.0985,0.982874,-0.381244,-1.20605,-0.677857,0.199491,-2.53273,93.0896,0.913303,-1.84131,-0.0121911,1.26108,0.199645,0.624854,95.0234,-1.06209,-1.8138,-0.0128566,1.2594,0.199491,
2.5048,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.66529,93.2256,-4.74102,-0.103741,-1.22411,-2.49298,0.199491,0.625414,92.7398,2.72112,-0.838324,-1.36842,-1.78289,0.199491,-0.201881,92.1006,-0.148672,0.140033,-1.33012,-1.15888,0.199491,-2.1151,95.0884,1.00504,-0.417225,-1.19055,-0.6302,0.199491,-2.53336,93.1217,0.940998,-1.72685,0.0190298,1.26829,0.199645,0.591083,95.0669,-1.01628,-1.92239,-0.0497627,1.27293,0.199491,
2.5149,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.6288,93.231,-4.68711,0.00345703,-1.18817,-2.58654,0.199491,0.586515,92.7926,2.74088,-1.39075,-1.36749,-1.23036,0.199491,-0.209409,92.1558,-0.0867077,-0.0566475,-1.3064,-0.960157,0.199491,-2.1316,95.0768,1.03233,-0.314544,-1.23722,-0.714155,0.199491,-2.53581,93.1479,0.960866,-1.74672,0.00521984,1.27251,0.199645,0.559115,95.0964,-0.9677,-1.86676,-0.0350361,1.28132,0.199491,
2.525,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.59166,93.2253,-4.62499,0.0991017,-1.1446,-2.66862,0.199491,0.552285,92.8392,2.75682,-1.48334,-1.36688,-1.13007,0.199491,-0.219489,92.2073,-0.0256786,-0.350653,-1.22667,-0.67182,0.199491,-2.14087,95.0571,1.05194,-0.0573264,-1.31015,-0.952458,0.199491,-2.53521,93.1702,0.976905,-1.86943,-0.0396679,1.28046,0.199645,0.527814,95.1141,-0.918861,-1.715,0.00615738,1.28892,0.199491,
2.5351,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.55234,93.208,-4.55783,0.139592,-1.13552,-2.70043,0.199491,0.520547,92.8814,2.77047,-1.0989,-1.3934,-1.5005,0.199491,-0.234553,92.254,0.0328529,-0.366448,-1.22389,-0.650283,0.199491,-2.13783,95.0317,1.06636,0.251724,-1.35182,-1.24773,0.199491,-2.53477,93.1857,0.988178,-1.87737,-0.0494536,1.28787,0.199645,0.498035,95.1196,-0.868027,-1.68077,0.01015,1.29745,0.199491,
2.5452,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.51206,93.1795,-4.48581,0.153021,-1.14859,-2.708,0.199491,0.490038,92.9178,2.78123,-0.640632,-1.38869,-1.94619,0.199491,-0.250793,92.2922,0.0915404,-0.172766,-1.29341,-0.828887,0.199491,-2.12646,94.9999,1.07815,0.445737,-1.36494,-1.43563,0.199491,-2.53388,93.1948,0.995071,-1.77555,-0.0287859,1.29067,0.199645,0.469514,95.1154,-0.819267,-1.76469,-0.0183749,1.30657,0.199491,
2.5553,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.47027,93.1417,-4.41133,0.158194,-1.16858,-2.70838,0.199491,0.461156,92.945,2.7902,-0.287467,-1.35584,-2.28854,0.199491,-0.267916,92.3212,0.149026,0.160762,-1.35196,-1.14733,0.199491,-2.11427,94.9604,1.09049,0.574579,-1.3705,-1.56061,0.199491,-2.53234,93.1952,1.00069,-1.67256,-0.00882682,1.29478,0.199645,0.44165,95.0993,-0.77,-1.86086,-0.0485651,1.31879,0.199491,
2.5654,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.42692,93.095,-4.33428,0.157986,-1.1926,-2.70405,0.199491,0.433301,92.9608,2.79514,-0.0277897,-1.29851,-2.53774,0.199491,-0.284468,92.339,0.207784,0.333739,-1.36883,-1.31176,0.199491,-2.10408,94.915,1.10568,0.467346,-1.37298,-1.45476,0.199491,-2.53055,93.1858,1.00489,-1.64706,-0.0118065,1.29934,0.199645,0.415835,95.0731,-0.720622,-1.89288,-0.0601293,1.33019,0.199491,
