time,0_rod(payload_bars compound_ryt8pu).X,0_rod(payload_bars compound_ryt8pu).Y,0_rod(payload_bars compound_ryt8pu).Z,0_rod(payload_bars compound_ryt8pu).Euler1,0_rod(payload_bars compound_ryt8pu).Euler2,0_rod(payload_bars compound_ryt8pu).Euler3,0_rod(payload_bars compound_ryt8pu).mass,1_rod(payload_bars compound_ryt8pu).X,1_rod(payload_bars compound_ryt8pu).Y,1_rod(payload_bars compound_ryt8pu).Z,1_rod(payload_bars compound_ryt8pu).Euler1,1_rod(payload_bars compound_ryt8pu).Euler2,1_rod(payload_bars compound_ryt8pu).Euler3,1_rod(payload_bars compound_ryt8pu).mass,2_rod(payload_bars compound_ryt8pu).X,2_rod(payload_bars compound_ryt8pu).Y,2_rod(payload_bars compound_ryt8pu).Z,2_rod(payload_bars compound_ryt8pu).Euler1,2_rod(payload_bars compound_ryt8pu).Euler2,2_rod(payload_bars compound_ryt8pu).Euler3,2_rod(payload_bars compound_ryt8pu).mass,3_rod(payload_bars compound_ryt8pu).X,3_rod(payload_bars compound_ryt8pu).Y,3_rod(payload_bars compound_ryt8pu).Z,3_rod(payload_bars compound_ryt8pu).Euler1,3_rod(payload_bars compound_ryt8pu).Euler2,3_rod(payload_bars compound_ryt8pu).Euler3,3_rod(payload_bars compound_ryt8pu).mass,4_rod(payload_bars compound_ryt8pu).X,4_rod(payload_bars compound_ryt8pu).Y,4_rod(payload_bars compound_ryt8pu).Z,4_rod(payload_bars compound_ryt8pu).Euler1,4_rod(payload_bars compound_ryt8pu).Euler2,4_rod(payload_bars compound_ryt8pu).Euler3,4_rod(payload_bars compound_ryt8pu).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
1.0201,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.99736,91.4615,-0.734851,0.0864422,-0.316935,2.71756,0.199491,3.14721,92.1569,0.368631,0.071794,-0.123293,2.64104,0.199491,0.244346,91.5305,0.626637,0.022391,-0.248698,-2.00628,0.199491,0.542553,94.7962,-0.862091,0.0431738,-0.265479,-2.12696,0.199491,-0.0149469,94.1256,1.1084,-2.09841,-1.29389,0.659623,0.199645,0.157374,92.2023,-2.29129,-2.00371,-1.24921,0.5348,0.199491,
1.0302,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.9665,91.2497,-0.696987,0.0490642,-0.248167,2.76676,0.199491,3.12356,91.9674,0.416893,0.171968,-0.309479,2.65105,0.199491,0.235282,91.3245,0.656661,0.154642,-0.197594,-1.9994,0.199491,0.507159,94.617,-0.732017,0.259285,-0.142934,-2.14389,0.199491,-0.0626769,93.8815,1.22139,-1.80607,-1.10146,0.39204,0.199645,0.163645,92.0901,-2.21793,-1.92375,-1.19315,0.462375,0.199491,
1.0403,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.94069,91.0385,-0.662504,0.08757,-0.370334,2.79507,0.199491,3.10639,91.7671,0.461528,0.141645,-0.263945,2.69249,0.199491,0.22882,91.1075,0.687699,0.188119,-0.194426,-1.96863,0.199491,0.47753,94.4317,-0.592526,0.155098,-0.21888,-2.09931,0.199491,-0.11105,93.63,1.33993,-1.93733,-1.20372,0.515858,0.199645,0.173713,91.9744,-2.1406,-1.9233,-1.18632,0.463297,0.199491,
1.0504,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.90906,90.8297,-0.62976,0.104562,-0.468853,2.82655,0.199491,3.09844,91.5583,0.514124,0.106045,-0.198032,2.73577,0.199491,0.21575,90.8759,0.716552,0.0408004,-0.25602,-1.89728,0.199491,0.449652,94.2419,-0.450585,0.0418352,-0.286099,-2.04144,0.199491,-0.143729,93.3709,1.46011,-1.86423,-1.13465,0.452418,0.199645,0.175805,91.8551,-2.05896,-1.87481,-1.13873,0.417371,0.199491,
1.0605,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.88792,90.6303,-0.588696,0.0547822,-0.386607,2.88949,0.199491,3.08869,91.3534,0.574074,0.0695607,-0.11011,2.78078,0.199491,0.209536,90.6404,0.746739,0.143632,-0.229513,-1.88141,0.199491,0.425536,94.0502,-0.292037,0.271709,-0.178907,-2.05644,0.199491,-0.178005,93.1046,1.58356,-1.80742,-1.06335,0.404091,0.199645,0.185057,91.745,-1.98538,-1.84947,-1.10234,0.393546,0.199491,
1.0706,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.86834,90.449,-0.549039,0.0125414,-0.291075,2.95485,0.199491,3.08156,91.1606,0.635879,0.0863695,-0.153675,2.82563,0.199491,0.203896,90.4125,0.771441,0.0997561,-0.249558,-1.82321,0.199491,0.398549,93.8653,-0.10562,0.130645,-0.257419,-1.98192,0.199491,-0.206528,92.839,1.7181,-1.83833,-1.07701,0.433845,0.199645,0.189285,91.666,-1.89835,-1.79799,-1.02529,0.346937,0.199491,
1.0807,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.83789,90.2911,-0.524637,0.00789308,-0.380482,3.01525,0.199491,3.0745,90.987,0.695776,0.0908104,-0.1787,2.88074,0.199491,0.197677,90.2127,0.79156,0.111502,-0.254481,-1.76749,0.199491,0.369396,93.7003,0.108382,0.0187521,-0.304106,-1.89955,0.199491,-0.239608,92.58,1.87409,-1.74279,-0.929061,0.354668,0.199645,0.19097,91.6227,-1.7857,-1.78874,-0.997927,0.336965,0.199491,
1.0908,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.8029,90.1717,-0.499113,-0.0170789,-0.371427,3.08966,0.199491,3.06084,90.8387,0.753924,0.0920955,-0.220226,2.9451,0.199491,0.195022,90.048,0.806997,0.0727851,-0.267387,-1.69054,0.199491,0.342993,93.5639,0.349642,0.255593,-0.232669,-1.90287,0.199491,-0.263512,92.3273,2.03736,-1.76903,-0.93884,0.37533,0.199645,0.18942,91.6205,-1.65601,-1.7513,-0.913795,0.30374,0.199491,
1.1009,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.77163,90.1039,-0.471044,-0.0400836,-0.253292,-3.11499,0.199491,3.04602,90.7315,0.821104,0.0862121,-0.258072,3.0178,0.199491,0.193562,89.9275,0.813369,0.111081,-0.271236,-1.62986,0.199491,0.321603,93.4421,0.613746,0.0579217,-0.297017,-1.78019,0.199491,-0.277788,92.0992,2.19566,-1.72456,-0.824212,0.340293,0.199645,0.187575,91.6666,-1.51476,-1.73323,-0.850322,0.286747,0.199491,
1.111,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.73877,90.0971,-0.464111,-0.0549243,-0.253403,-3.03922,0.199491,3.02435,90.6792,0.894075,0.0794117,-0.316534,3.09423,0.199491,0.199896,89.8632,0.819458,0.0122019,-0.279162,-1.52929,0.199491,0.301721,93.3401,0.897421,0.051313,-0.299835,-1.70083,0.199491,-0.285324,91.9186,2.34548,-1.7083,-0.749495,0.327485,0.199645,0.178775,91.768,-1.36136,-1.71985,-0.787865,0.277306,0.199491,
1.1211,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.7084,90.1582,-0.477809,-0.0622589,-0.251805,-2.97472,0.199491,2.99532,90.696,0.964833,0.0648872,-0.36982,-3.10823,0.199491,0.215092,89.8814,0.825004,0.105709,-0.288036,-1.48303,0.199491,0.282743,93.267,1.18611,0.275333,-0.281088,-1.68414,0.199491,-0.26789,91.8059,2.48116,-1.70996,-0.715296,0.326527,0.199645,0.144831,91.9155,-1.20343,-1.69386,-0.68772,0.264708,0.199491,
1.1312,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.68978,90.2802,-0.496456,-0.0433854,-0.200145,-2.92634,0.199491,2.9502,90.785,1.04517,0.0454036,-0.409729,-3.02984,0.199491,0.240721,89.9938,0.836973,0.0386458,-0.28284,-1.401,0.199491,0.272046,93.2374,1.44776,-0.00203907,-0.295696,-1.51909,0.199491,-0.237054,91.7658,2.58346,-1.67579,-0.605897,0.304583,0.199645,0.0996547,92.1033,-1.06324,-1.68149,-0.621254,0.269052,0.199491,
1.1413,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.68218,90.4553,-0.522009,-0.0169895,-0.183578,-2.89075,0.199491,2.89411,90.9308,1.13377,0.0275451,-0.423466,-2.96189,0.199491,0.27601,90.1861,0.861181,0.0132078,-0.279891,-1.34341,0.199491,0.267993,93.2597,1.66298,0.097546,-0.301134,-1.46558,0.199491,-0.200152,91.8042,2.65289,-1.66402,-0.557434,0.298043,0.199645,0.0580683,92.3214,-0.950676,-1.68164,-0.588274,0.286436,0.199491,
1.1514,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.69864,90.6681,-0.552358,0.000107063,-0.231513,-2.86684,0.199491,2.84761,91.1157,1.21587,0.0219269,-0.392017,-2.9079,0.199491,0.317941,90.426,0.891228,0.086324,-0.29659,-1.32491,0.199491,0.274402,93.3263,1.83733,0.177,-0.314732,-1.41735,0.199491,-0.153323,91.9074,2.7089,-1.66847,-0.563008,0.299184,0.199645,0.0158695,92.5544,-0.869844,-1.67375,-0.537125,0.301069,0.199491,
1.1615,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.7447,90.9043,-0.58579,0.0528832,-0.161282,-2.85521,0.199491,2.81713,91.3121,1.30136,0.025215,-0.35764,-2.86638,0.199491,0.366616,90.668,0.921301,-0.00450025,-0.274729,-1.26898,0.199491,0.295942,93.4349,1.97917,0.010858,-0.283133,-1.30613,0.199491,-0.110335,92.0494,2.75621,-1.63685,-0.464516,0.282882,0.199645,-0.00773256,92.8011,-0.814788,-1.6838,-0.524286,0.326492,0.199491,
1.1716,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.81359,91.1588,-0.619004,0.0648771,-0.207849,-2.84003,0.199491,2.81601,91.5061,1.38791,0.0142277,-0.377844,-2.82686,0.199491,0.41762,90.8928,0.944846,0.0378307,-0.291075,-1.25696,0.199491,0.320629,93.5641,2.09699,0.212505,-0.339548,-1.31432,0.199491,-0.0660433,92.2154,2.81126,-1.64444,-0.468915,0.28593,0.199645,-0.00868176,93.0591,-0.779994,-1.68232,-0.478708,0.341934,0.199491,
1.1817,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.8974,91.4179,-0.651131,0.0654953,-0.261332,-2.82116,0.199491,2.84019,91.6969,1.47062,0.0195815,-0.36558,-2.79971,0.199491,0.465989,91.094,0.958539,0.0693457,-0.308074,-1.24674,0.199491,0.350931,93.7151,2.19415,-0.0356339,-0.269448,-1.19729,0.199491,-0.0270871,92.3966,2.86606,-1.63589,-0.416395,0.284349,0.199645,0.00579092,93.3226,-0.746873,-1.68727,-0.448109,0.357452,0.199491,
1.1918,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.93654,91.6582,-0.646573,0.0715215,-0.247889,-2.79261,0.199491,2.8941,91.8901,1.52464,0.027624,-0.345269,-2.78193,0.199491,0.490874,91.2653,0.958943,0.00142052,-0.298065,-1.20468,0.199491,0.351082,93.9156,2.26235,0.152365,-0.349661,-1.23281,0.199491,-0.0346221,92.5462,2.91858,-1.67418,-0.498082,0.31014,0.199645,0.057883,93.5951,-0.697186,-1.67898,-0.396876,0.35592,0.199491,
1.2019,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.92939,91.8882,-0.675027,0.0345256,-0.320801,-2.75854,0.199491,2.96942,92.0861,1.56752,0.0125567,-0.362693,-2.75401,0.199491,0.48678,91.4182,0.946803,0.0584429,-0.329628,-1.19352,0.199491,0.343586,94.1448,2.36089,0.252707,-0.392554,-1.25645,0.199491,-0.05148,92.6737,2.99266,-1.66819,-0.438767,0.312162,0.199645,0.0892027,93.8284,-0.64329,-1.68298,-0.394577,0.355998,0.199491,
1.212,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.92689,92.1014,-0.689723,-0.0394628,-0.45756,-2.70405,0.199491,3.03337,92.2647,1.59774,-0.050871,-0.477527,-2.70735,0.199491,0.495548,91.5616,0.934842,0.0249196,-0.327153,-1.15501,0.199491,0.318571,94.3836,2.45804,-0.0443505,-0.295439,-1.14643,0.199491,-0.0518407,92.7876,3.0704,-1.62289,-0.264264,0.309269,0.199645,0.118741,94.0591,-0.602488,-1.69284,-0.397976,0.359566,0.199491,
1.2221,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.92554,92.2943,-0.697429,-0.0821774,-0.501751,-2.65976,0.199491,3.09931,92.443,1.64131,-0.165517,-0.656167,-2.62766,0.199491,0.505745,91.6979,0.914076,-0.0196737,-0.315813,-1.12065,0.199491,0.281254,94.6208,2.54892,-0.279547,-0.19348,-1.07841,0.199491,-0.0697243,92.9063,3.10807,-1.67239,-0.389449,0.332548,0.199645,0.157299,94.2838,-0.556728,-1.6883,-0.382226,0.35529,0.199491,
1.2322,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.91913,92.4684,-0.699938,-0.0686439,-0.448119,-2.64224,0.199491,3.16,92.6219,1.67734,-0.188876,-0.679025,-2.59844,0.199491,0.514345,91.827,0.893989,-0.0106227,-0.328316,-1.1028,0.199491,0.249725,94.854,2.62163,-0.162895,-0.262577,-1.09484,0.199491,-0.092721,93.0173,3.15666,-1.70902,-0.463834,0.357934,0.199645,0.185977,94.5025,-0.519883,-1.6633,-0.310469,0.34636,0.199491,
1.2423,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.91157,92.6377,-0.708182,0.0104453,-0.294513,-2.64734,0.199491,3.23113,92.7974,1.70959,-0.128687,-0.587983,-2.62054,0.199491,0.51415,91.9513,0.87711,0.0427764,-0.362945,-1.09942,0.199491,0.217623,95.0728,2.68978,0.088835,-0.384827,-1.16805,0.199491,-0.122449,93.1164,3.20968,-1.68838,-0.392294,0.359219,0.199645,0.216294,94.7042,-0.481332,-1.63387,-0.232546,0.335998,0.199491,
1.2524,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.90119,92.7932,-0.710175,0.0599357,-0.191654,-2.63627,0.199491,3.29258,92.9664,1.74121,-0.0714462,-0.503769,-2.63571,0.199491,0.523719,92.064,0.853434,0.0785881,-0.389018,-1.09322,0.199491,0.178547,95.2806,2.75001,0.27946,-0.461925,-1.24515,0.199491,-0.155176,93.2167,3.25609,-1.6275,-0.226032,0.349898,0.199645,0.242917,94.9016,-0.44495,-1.62992,-0.225457,0.333782,0.199491,
1.2625,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.88792,92.932,-0.707066,0.0197733,-0.246283,-2.60429,0.199491,3.35195,93.1312,1.77779,-0.0429825,-0.464954,-2.6359,0.199491,0.530588,92.1719,0.823006,0.0450443,-0.380371,-1.06445,0.199491,0.140799,95.4784,2.80116,0.263481,-0.467132,-1.23698,0.199491,-0.191245,93.3132,3.29478,-1.61672,-0.19491,0.357527,0.199645,0.26511,95.0888,-0.409091,-1.6489,-0.284473,0.337456,0.199491,
1.2726,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.87286,93.0584,-0.710359,-0.0899603,-0.3975,-2.54888,0.199491,3.4085,93.2937,1.81135,-0.0512827,-0.480132,-2.62083,0.199491,0.532153,92.2761,0.803733,-0.0403435,-0.34001,-1.01657,0.199491,0.107179,95.6711,2.84134,0.0868606,-0.412947,-1.15902,0.199491,-0.229491,93.3968,3.33113,-1.66095,-0.303458,0.378037,0.199645,0.284733,95.2606,-0.373613,-1.65389,-0.311641,0.337676,0.199491,
1.2827,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.84971,93.1724,-0.710646,-0.176671,-0.493103,-2.49365,0.199491,3.45153,93.4428,1.83793,-0.0155686,-0.429746,-2.62528,0.199491,0.540424,92.3792,0.782168,-0.00173514,-0.367291,-1.01433,0.199491,0.0659244,95.8536,2.88835,-0.142724,-0.316764,-1.0744,0.199491,-0.265078,93.4779,3.36121,-1.64689,-0.271235,0.381279,0.199645,0.301346,95.4191,-0.343955,-1.6261,-0.245896,0.329807,0.199491,
1.2928,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.83108,93.2766,-0.709906,-0.109478,-0.400782,-2.50567,0.199491,3.48584,93.584,1.86572,0.0266379,-0.370723,-2.63173,0.199491,0.550818,92.4788,0.765879,0.0709511,-0.414371,-1.02789,0.199491,0.0315066,96.0131,2.92485,0.0295405,-0.405693,-1.13067,0.199491,-0.297843,93.5575,3.38489,-1.63051,-0.235055,0.385042,0.199645,0.315621,95.567,-0.311526,-1.61976,-0.239575,0.328986,0.199491,
1.3029,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.81311,93.3738,-0.710626,-0.0288377,-0.291822,-2.51762,0.199491,3.50867,93.717,1.89654,-0.00598714,-0.434376,-2.60891,0.199491,0.561559,92.5778,0.755613,-0.00499196,-0.375257,-0.986356,0.199491,0.00396294,96.1391,2.95935,0.076671,-0.432348,-1.14341,0.199491,-0.322121,93.6366,3.40224,-1.64082,-0.262597,0.394799,0.199645,0.326045,95.7052,-0.278862,-1.62369,-0.260938,0.332333,0.199491,
1.313,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.79198,93.4695,-0.716566,-0.121715,-0.411104,-2.47331,0.199491,3.51634,93.8365,1.92547,0.0164707,-0.408968,-2.60744,0.199491,0.576182,92.6825,0.756278,0.0154947,-0.391366,-0.98246,0.199491,-0.0188375,96.2343,2.99139,-0.130628,-0.338539,-1.05562,0.199491,-0.334177,93.7138,3.41649,-1.61393,-0.203661,0.39433,0.199645,0.327607,95.8254,-0.244453,-1.6017,-0.20571,0.331842,0.199491,
1.3231,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.77191,93.5597,-0.728229,-0.159332,-0.463635,-2.44697,0.199491,3.50762,93.9452,1.95294,0.0184636,-0.412962,-2.59728,0.199491,0.589762,92.7943,0.769624,0.0645721,-0.424587,-0.991521,0.199491,-0.031713,96.2978,3.02597,0.117751,-0.458621,-1.141,0.199491,-0.332622,93.7898,3.42108,-1.62818,-0.239705,0.402476,0.199645,0.324115,95.9276,-0.208421,-1.616,-0.24993,0.342032,0.199491,
1.3332,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.75314,93.6421,-0.740028,-0.0439118,-0.348291,-2.48441,0.199491,3.48223,94.0404,1.98091,-0.00727521,-0.456239,-2.57493,0.199491,0.607118,92.9102,0.793573,-0.0177598,-0.375216,-0.950754,0.199491,-0.0384358,96.3307,3.05651,-0.0117306,-0.40231,-1.07186,0.199491,-0.317999,93.8655,3.42013,-1.61023,-0.201552,0.403153,0.199645,0.315585,96.0179,-0.173755,-1.59259,-0.185379,0.346563,0.199491,
1.3433,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.73381,93.7205,-0.754151,-0.00708115,-0.325571,-2.49172,0.199491,3.44967,94.1248,2.01088,0.0250347,-0.417797,-2.57688,0.199491,0.622829,93.0238,0.824152,0.0150147,-0.398323,-0.955388,0.199491,-0.0392223,96.3338,3.08239,-0.105239,-0.350859,-1.01985,0.199491,-0.296171,93.9405,3.41608,-1.61455,-0.214196,0.408156,0.199645,0.301702,96.096,-0.138631,-1.60478,-0.217367,0.359583,0.199491,
1.3534,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.71586,93.7905,-0.772032,-0.0655567,-0.421313,-2.46658,0.199491,3.40774,94.201,2.03661,-0.0251583,-0.493978,-2.54293,0.199491,0.64173,93.1329,0.859129,0.0898656,-0.446714,-0.978972,0.199491,-0.0353734,96.3204,3.10482,0.0883379,-0.452271,-1.07854,0.199491,-0.272121,94.0126,3.40898,-1.60355,-0.19573,0.408978,0.199645,0.284524,96.1584,-0.101987,-1.60413,-0.213959,0.3714,0.199491,
1.3635,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.69195,93.8483,-0.789889,-0.124112,-0.511478,-2.43567,0.199491,3.35919,94.2661,2.05976,-0.0809798,-0.566239,-2.5029,0.199491,0.657791,93.2368,0.8987,0.0662039,-0.432853,-0.962361,0.199491,-0.0297301,96.2974,3.12377,0.231338,-0.517734,-1.12682,0.199491,-0.247719,94.0755,3.40249,-1.58427,-0.159696,0.40807,0.199645,0.265269,96.2109,-0.0722914,-1.58574,-0.167723,0.3803,0.199491,
1.3736,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.66903,93.8928,-0.80496,-0.148366,-0.560438,-2.41785,0.199491,3.3079,94.3225,2.08342,-0.144933,-0.638877,-2.45494,0.199491,0.674386,93.331,0.936838,0.0187456,-0.402002,-0.937969,0.199491,-0.0230124,96.2637,3.13503,0.217923,-0.514773,-1.10136,0.199491,-0.224798,94.1359,3.39036,-1.58106,-0.163201,0.409972,0.199645,0.244992,96.2527,-0.042189,-1.57338,-0.139794,0.39083,0.199491,
1.3837,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.64564,93.9257,-0.820126,-0.134416,-0.572136,-2.41971,0.199491,3.25487,94.3704,2.10508,-0.193679,-0.688357,-2.41328,0.199491,0.690339,93.416,0.975912,-0.0107922,-0.381207,-0.921786,0.199491,-0.0139988,96.2211,3.14088,0.135309,-0.476421,-1.04333,0.199491,-0.205169,94.1887,3.3781,-1.58445,-0.184108,0.412708,0.199645,0.224236,96.2836,-0.0139526,-1.56969,-0.134502,0.40288,0.199491,
1.3938,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.62024,93.9464,-0.835073,-0.0904122,-0.555434,-2.43803,0.199491,3.19909,94.4082,2.12281,-0.200616,-0.698845,-2.39743,0.199491,0.705957,93.4925,1.01682,-0.00297663,-0.385862,-0.920029,0.199491,-0.00430802,96.1717,3.14427,0.0474064,-0.426104,-0.986787,0.199491,-0.188207,94.2319,3.36598,-1.58256,-0.195405,0.41417,0.199645,0.20355,96.3044,0.0103123,-1.57068,-0.140034,0.415825,0.199491,
1.4039,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.5935,93.9544,-0.848867,-0.014555,-0.502261,-2.47275,0.199491,3.14226,94.4371,2.13877,-0.150182,-0.662535,-2.41815,0.199491,0.719806,93.5588,1.05675,0.0326619,-0.409634,-0.929987,0.199491,0.00813202,96.1159,3.14151,-0.0207075,-0.379462,-0.941434,0.199491,-0.17509,94.2686,3.3526,-1.56577,-0.175456,0.41312,0.199645,0.181882,96.3139,0.0332493,-1.57539,-0.155113,0.429074,0.199491,
1.414,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.56537,93.9497,-0.860161,0.0733325,-0.426669,-2.51055,0.199491,3.08574,94.4581,2.15363,-0.051571,-0.578045,-2.46567,0.199491,0.731945,93.6142,1.0959,0.0861191,-0.444137,-0.94911,0.199491,0.0201883,96.0509,3.12884,-0.00990724,-0.382116,-0.928162,0.199491,-0.165501,94.2982,3.33874,-1.53858,-0.133964,0.411022,0.199645,0.159901,96.3159,0.0524506,-1.58359,-0.178164,0.44275,0.199491,
