time,0_rod(payload_bars compound_mG722N).X,0_rod(payload_bars compound_mG722N).Y,0_rod(payload_bars compound_mG722N).Z,0_rod(payload_bars compound_mG722N).Euler1,0_rod(payload_bars compound_mG722N).Euler2,0_rod(payload_bars compound_mG722N).Euler3,0_rod(payload_bars compound_mG722N).mass,1_rod(payload_bars compound_mG722N).X,1_rod(payload_bars compound_mG722N).Y,1_rod(payload_bars compound_mG722N).Z,1_rod(payload_bars compound_mG722N).Euler1,1_rod(payload_bars compound_mG722N).Euler2,1_rod(payload_bars compound_mG722N).Euler3,1_rod(payload_bars compound_mG722N).mass,2_rod(payload_bars compound_mG722N).X,2_rod(payload_bars compound_mG722N).Y,2_rod(payload_bars compound_mG722N).Z,2_rod(payload_bars compound_mG722N).Euler1,2_rod(payload_bars compound_mG722N).Euler2,2_rod(payload_bars compound_mG722N).Euler3,2_rod(payload_bars compound_mG722N).mass,3_rod(payload_bars compound_mG722N).X,3_rod(payload_bars compound_mG722N).Y,3_rod(payload_bars compound_mG722N).Z,3_rod(payload_bars compound_mG722N).Euler1,3_rod(payload_bars compound_mG722N).Euler2,3_rod(payload_bars compound_mG722N).Euler3,3_rod(payload_bars compound_mG722N).mass,4_rod(payload_bars compound_mG722N).X,4_rod(payload_bars compound_mG722N).Y,4_rod(payload_bars compound_mG722N).Z,4_rod(payload_bars compound_mG722N).Euler1,4_rod(payload_bars compound_mG722N).Euler2,4_rod(payload_bars compound_mG722N).Euler3,4_rod(payload_bars compound_mG722N).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
25.6035,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24099,5.11887,-1.00956,3.1107,-0.032462,-0.779061,0.199491,-1.90643,5.01415,-0.431362,3.13721,-0.0392623,-0.810283,0.199491,0.658647,5.06774,-1.29606,-3.13994,-0.0517161,0.795177,0.199491,0.457033,7.42545,0.915871,3.12066,-0.0793136,0.734852,0.199491,0.546901,7.47537,-0.966265,2.93856,1.48177,1.34511,0.199645,1.58975,4.63457,1.42512,2.49663,1.47948,0.916947,0.199491,
25.6136,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24086,5.11868,-1.00935,3.1105,-0.0322185,-0.779111,0.199491,-1.90792,5.01258,-0.429747,3.13801,-0.0396136,-0.810756,0.199491,0.657342,5.06832,-1.29539,-3.13975,-0.0519016,0.794999,0.199491,0.45653,7.42541,0.919704,3.12115,-0.0793627,0.734434,0.199491,0.545137,7.47474,-0.965386,2.93441,1.48152,1.3408,0.199645,1.59001,4.63223,1.42649,2.498,1.47925,0.917907,0.199491,
25.6237,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24077,5.11856,-1.00922,3.11048,-0.0321701,-0.779145,0.199491,-1.90904,5.01148,-0.428612,3.13872,-0.0399905,-0.811093,0.199491,0.655734,5.069,-1.29461,-3.13934,-0.0519592,0.794783,0.199491,0.455418,7.42497,0.921965,3.12157,-0.0795193,0.734284,0.199491,0.542979,7.47395,-0.964418,2.93214,1.48125,1.33832,0.199645,1.59017,4.63057,1.42747,2.49903,1.47909,0.918651,0.199491,
25.6338,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24071,5.11852,-1.00917,3.11064,-0.0323249,-0.779162,0.199491,-1.90976,5.01088,-0.427986,3.13934,-0.0403956,-0.811286,0.199491,0.653836,5.06977,-1.29373,-3.13872,-0.0518869,0.794529,0.199491,0.453697,7.42413,0.922588,3.12192,-0.0797836,0.73441,0.199491,0.540446,7.47301,-0.963375,2.93184,1.48099,1.33776,0.199645,1.59023,4.62961,1.42804,2.49968,1.479,0.919127,0.199491,
25.6439,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.2407,5.11856,-1.00921,3.11098,-0.0326816,-0.779162,0.199491,-1.9101,5.01079,-0.427879,3.13987,-0.0408317,-0.811333,0.199491,0.651671,5.07062,-1.29274,-3.1379,-0.0516874,0.794242,0.199491,0.451385,7.4229,0.921561,3.12219,-0.0801469,0.734813,0.199491,0.537566,7.47192,-0.962272,2.9339,1.48075,1.33952,0.199645,1.59019,4.62937,1.42819,2.49992,1.47898,0.919324,0.199491,
25.654,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24073,5.11868,-1.00933,3.11149,-0.0332298,-0.779144,0.199491,-1.91004,5.01119,-0.428284,3.14032,-0.0412979,-0.811235,0.199491,0.649269,5.07153,-1.29167,-3.1369,-0.0513694,0.793926,0.199491,0.44852,7.42131,0.918935,3.12238,-0.0806053,0.735484,0.199491,0.534382,7.47072,-0.961123,2.93782,1.48051,1.34309,0.199645,1.59004,4.62985,1.42794,2.49983,1.47904,0.919315,0.199491,
25.6641,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24079,5.11887,-1.00953,3.11216,-0.0339498,-0.77911,0.199491,-1.90961,5.01208,-0.429174,3.14069,-0.0417966,-0.811001,0.199491,0.646667,5.0725,-1.29054,-3.13574,-0.0509473,0.793586,0.199491,0.445161,7.41938,0.914811,3.12249,-0.0811521,0.736405,0.199491,0.530947,7.46941,-0.959942,2.94358,1.48029,1.34848,0.199645,1.58979,4.63099,1.4273,2.49941,1.47917,0.919082,0.199491,
25.6742,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.2409,5.11912,-1.00981,3.11295,-0.034811,-0.779061,0.199491,-1.90884,5.01339,-0.430508,3.14099,-0.0423283,-0.810642,0.199491,0.64391,5.07351,-1.28935,-3.13446,-0.0504401,0.793228,0.199491,0.441381,7.41715,0.909345,3.12252,-0.0817713,0.737551,0.199491,0.527324,7.46803,-0.958741,2.95134,1.48007,1.35583,0.199645,1.58946,4.63275,1.42631,2.49864,1.47936,0.918619,0.199491,
25.6843,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24103,5.11944,-1.01015,3.11383,-0.0357751,-0.778998,0.199491,-1.90775,5.01509,-0.432231,3.14122,-0.0428875,-0.810175,0.199491,0.641046,5.07454,-1.28813,-3.13309,-0.0498721,0.792859,0.199491,0.437267,7.41467,0.902731,3.12248,-0.0824502,0.738889,0.199491,0.523581,7.46659,-0.957535,2.96042,1.47986,1.36448,0.199645,1.58907,4.63503,1.42503,2.49765,1.47961,0.918025,0.199491,
25.6944,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.2412,5.11979,-1.01053,3.11475,-0.0367991,-0.778925,0.199491,-1.9064,5.01709,-0.434276,3.1414,-0.043471,-0.809618,0.199491,0.638128,5.07557,-1.2869,-3.13168,-0.0492699,0.792486,0.199491,0.43292,7.41199,0.895198,3.12238,-0.0831756,0.740381,0.199491,0.519794,7.46512,-0.956338,2.97073,1.47966,1.37434,0.199645,1.58863,4.63776,1.42349,2.49647,1.47991,0.917319,0.199491,
25.7045,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24139,5.12019,-1.01096,3.11569,-0.037839,-0.778844,0.199491,-1.90483,5.01933,-0.436568,3.14153,-0.0440734,-0.808992,0.199491,0.635215,5.07659,-1.28568,-3.13026,-0.0486595,0.792115,0.199491,0.428446,7.40916,0.886994,3.12222,-0.0839275,0.741984,0.199491,0.516039,7.46367,-0.955166,2.98223,1.47946,1.38538,0.199645,1.58816,4.64081,1.42178,2.49512,1.48025,0.916498,0.199491,
25.7146,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.2416,5.1206,-1.01141,3.11659,-0.0388546,-0.778756,0.199491,-1.90311,5.02173,-0.439028,-3.14156,-0.0446845,-0.808319,0.199491,0.632365,5.07758,-1.28449,-3.12887,-0.0480641,0.791755,0.199491,0.423955,7.40627,0.878385,3.12202,-0.0846865,0.743651,0.199491,0.512396,7.46225,-0.954038,2.99416,1.47926,1.39687,0.199645,1.58768,4.64409,1.41994,2.49371,1.48061,0.915658,0.199491,
25.7247,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24183,5.12102,-1.01186,3.11744,-0.0398129,-0.778664,0.199491,-1.90129,5.0242,-0.441575,-3.1415,-0.0452967,-0.807623,0.199491,0.629638,5.07852,-1.28336,-3.12755,-0.0475012,0.791414,0.199491,0.419559,7.40337,0.869638,3.12179,-0.0854353,0.745336,0.199491,0.508939,7.4609,-0.952971,3.00636,1.47907,1.40863,0.199645,1.58721,4.64749,1.41805,2.49229,1.48099,0.914831,0.199491,
25.7348,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24206,5.12144,-1.01232,3.1182,-0.0406898,-0.778571,0.199491,-1.89944,5.02668,-0.444128,-3.14145,-0.0458992,-0.806927,0.199491,0.627094,5.07939,-1.28232,-3.12633,-0.0469818,0.791097,0.199491,0.41537,7.40055,0.861015,3.12153,-0.0861538,0.746989,0.199491,0.505743,7.45965,-0.951989,3.01873,1.47888,1.42059,0.199645,1.58676,4.65088,1.41616,2.49086,1.48137,0.913995,0.199491,
25.7449,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24229,5.12184,-1.01275,3.11888,-0.0414698,-0.77848,0.199491,-1.89762,5.02908,-0.446607,-3.14143,-0.046475,-0.806251,0.199491,0.624792,5.08017,-1.28137,-3.12523,-0.0465127,0.790812,0.199491,0.411492,7.39789,0.852769,3.12126,-0.0868208,0.748564,0.199491,0.502877,7.45853,-0.951113,3.0305,1.47871,1.43198,0.199645,1.58634,4.65417,1.41433,2.48949,1.48174,0.913208,0.199491,
25.755,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.2425,5.12221,-1.01316,3.11946,-0.0421446,-0.778394,0.199491,-1.89588,5.03133,-0.44894,-3.14142,-0.0470076,-0.805615,0.199491,0.622785,5.08084,-1.28056,-3.12426,-0.0460959,0.790566,0.199491,0.408025,7.39547,0.845134,3.12099,-0.0874193,0.750015,0.199491,0.500403,7.45756,-0.950365,3.04148,1.47855,1.44262,0.199645,1.58596,4.65726,1.41261,2.48823,1.48209,0.912494,0.199491,
25.7651,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.2427,5.12255,-1.01352,3.11994,-0.0427111,-0.778316,0.199491,-1.89428,5.03337,-0.451057,-3.14144,-0.0474762,-0.805039,0.199491,0.621125,5.08139,-1.27989,-3.12344,-0.0457324,0.790364,0.199491,0.405059,7.39335,0.838321,3.12073,-0.0879346,0.7513,0.199491,0.498379,7.45677,-0.949764,3.05158,1.47841,1.45244,0.199645,1.58563,4.66006,1.41106,2.48707,1.48241,0.911822,0.199491,
25.7752,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24288,5.12283,-1.01383,3.12033,-0.0431685,-0.778249,0.199491,-1.89288,5.03514,-0.452897,-3.14149,-0.0478543,-0.804537,0.199491,0.619856,5.0818,-1.27939,-3.12278,-0.045425,0.790212,0.199491,0.402675,7.39161,0.832517,3.12048,-0.088351,0.752381,0.199491,0.496855,7.45617,-0.949328,3.06008,1.47831,1.46072,0.199645,1.58535,4.6625,1.40971,2.48603,1.48269,0.911212,0.199491,
25.7853,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24302,5.12306,-1.01407,3.12062,-0.043516,-0.778194,0.199491,-1.8917,5.03658,-0.454407,-3.14158,-0.0481194,-0.804124,0.199491,0.619014,5.08205,-1.27907,-3.12231,-0.0451768,0.790112,0.199491,0.400937,7.39029,0.827874,3.12025,-0.0886565,0.753225,0.199491,0.495869,7.45578,-0.949071,3.06682,1.47824,1.4673,0.199645,1.58513,4.66451,1.40859,2.48514,1.48292,0.910687,0.199491,
25.7954,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24312,5.12322,-1.01425,3.12081,-0.043753,-0.778155,0.199491,-1.89078,5.03767,-0.455547,3.14146,-0.0482509,-0.80381,0.199491,0.618626,5.08215,-1.27895,-3.12202,-0.0449932,0.79007,0.199491,0.399897,7.38944,0.824514,3.12005,-0.0888455,0.753807,0.199491,0.495453,7.45562,-0.949001,3.07183,1.47822,1.47223,0.199645,1.58497,4.66604,1.40773,2.48441,1.48308,0.910227,0.199491,
25.8055,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24319,5.12332,-1.01435,3.12091,-0.0438782,-0.778132,0.199491,-1.89014,5.03837,-0.456285,3.14124,-0.0482304,-0.803602,0.199491,0.61871,5.08209,-1.27902,-3.12194,-0.0448812,0.790085,0.199491,0.399586,7.38909,0.82252,3.11987,-0.0889124,0.75411,0.199491,0.495621,7.45568,-0.949125,3.07454,1.47825,1.47494,0.199645,1.58487,4.66705,1.40716,2.48385,1.48319,0.909843,0.199491,
25.8156,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24321,5.12334,-1.01437,3.12092,-0.0438896,-0.778126,0.199491,-1.8898,5.03867,-0.456603,3.14096,-0.0480521,-0.803505,0.199491,0.61927,5.08186,-1.27929,-3.12207,-0.0448459,0.79016,0.199491,0.40002,7.38926,0.821942,3.11974,-0.0888519,0.754125,0.199491,0.496379,7.45596,-0.949442,3.07495,1.47832,1.47542,0.199645,1.58483,4.66752,1.40688,2.48348,1.48324,0.909552,0.199491,
25.8257,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24318,5.12329,-1.01432,3.12083,-0.0437865,-0.778137,0.199491,-1.88976,5.03856,-0.456497,3.14061,-0.0477196,-0.803521,0.199491,0.620297,5.08147,-1.27976,-3.1224,-0.0448902,0.790293,0.199491,0.401192,7.38993,0.822788,3.11963,-0.0886674,0.753851,0.199491,0.497714,7.45647,-0.949948,3.07334,1.47845,1.47397,0.199645,1.58485,4.66745,1.40689,2.4833,1.48321,0.909362,0.199491,
25.8358,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24311,5.12317,-1.01418,3.12065,-0.0435698,-0.778165,0.199491,-1.89003,5.03805,-0.455976,3.14021,-0.0472427,-0.803648,0.199491,0.621774,5.08093,-1.28042,-3.12295,-0.0450148,0.790481,0.199491,0.403078,7.3911,0.82503,3.11957,-0.0883638,0.753296,0.199491,0.499605,7.45719,-0.950636,3.06944,1.47862,1.4703,0.199645,1.58494,4.66683,1.4072,2.48332,1.48313,0.909277,0.199491,
25.8459,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24301,5.12298,-1.01398,3.12037,-0.0432409,-0.778207,0.199491,-1.89058,5.03716,-0.45506,3.13978,-0.0466446,-0.803881,0.199491,0.623669,5.08024,-1.28125,-3.12368,-0.045217,0.790722,0.199491,0.405635,7.39274,0.828603,3.11954,-0.0879431,0.752478,0.199491,0.502013,7.45812,-0.951493,3.06342,1.47883,1.46458,0.199645,1.58509,4.6657,1.40779,2.48354,1.48298,0.909301,0.199491,
25.856,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24287,5.12274,-1.01371,3.11999,-0.0428019,-0.778263,0.199491,-1.8914,5.03592,-0.453781,3.13933,-0.0459537,-0.804213,0.199491,0.625941,5.07942,-1.28224,-3.12459,-0.0454918,0.79101,0.199491,0.408801,7.39479,0.833407,3.11955,-0.0874159,0.751421,0.199491,0.504892,7.45923,-0.952503,3.05585,1.47907,1.45737,0.199645,1.58529,4.6641,1.40865,2.48397,1.48279,0.90945,0.199491,
25.8661,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.2427,5.12245,-1.01339,3.11952,-0.0422561,-0.778329,0.199491,-1.89246,5.03437,-0.452184,3.13889,-0.0451978,-0.804632,0.199491,0.628541,5.07848,-1.28336,-3.12567,-0.0458351,0.79134,0.199491,0.412504,7.39722,0.839307,3.11958,-0.0867975,0.750156,0.199491,0.508182,7.46049,-0.953645,3.04668,1.47935,1.44861,0.199645,1.58555,4.66206,1.40975,2.48461,1.48254,0.90973,0.199491,
25.8762,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24252,5.12212,-1.01303,3.11896,-0.0416059,-0.778404,0.199491,-1.89372,5.03257,-0.45032,3.13848,-0.0444087,-0.805125,0.199491,0.631413,5.07745,-1.2846,-3.12688,-0.0462428,0.791704,0.199491,0.416655,7.39995,0.846139,3.11965,-0.0860979,0.748719,0.199491,0.511819,7.4619,-0.954897,3.03617,1.47963,1.43855,0.199645,1.58586,4.65967,1.41106,2.48543,1.48226,0.910122,0.199491,
25.8863,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24232,5.12175,-1.01263,3.1183,-0.0408544,-0.778485,0.199491,-1.89514,5.03056,-0.448249,3.13811,-0.0436139,-0.805678,0.199491,0.634497,5.07634,-1.28593,-3.12821,-0.0467106,0.792096,0.199491,0.421158,7.4029,0.853713,3.11975,-0.0853334,0.747152,0.199491,0.515732,7.46342,-0.956233,3.025,1.47993,1.42787,0.199645,1.58621,4.65698,1.41253,2.48641,1.48194,0.910636,0.199491,
25.8964,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24211,5.12137,-1.01221,3.11756,-0.040008,-0.778569,0.199491,-1.89667,5.02842,-0.446037,3.13778,-0.0428322,-0.806272,0.199491,0.637729,5.07517,-1.28732,-3.12965,-0.047235,0.792508,0.199491,0.42591,7.40601,0.861812,3.11986,-0.0845274,0.745497,0.199491,0.519846,7.46502,-0.957625,3.01322,1.48023,1.4166,0.199645,1.5866,4.65408,1.41413,2.48756,1.48161,0.911279,0.199491,
25.9065,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24191,5.12097,-1.01179,3.11673,-0.0390781,-0.778653,0.199491,-1.89825,5.0262,-0.443755,3.13749,-0.0420812,-0.806887,0.199491,0.641045,5.07398,-1.28874,-3.13115,-0.0478088,0.792932,0.199491,0.430801,7.40918,0.870202,3.11997,-0.083697,0.743801,0.199491,0.524083,7.46667,-0.959048,3.00107,1.48052,1.40497,0.199645,1.58702,4.65108,1.4158,2.48881,1.48127,0.912003,0.199491,
25.9166,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24171,5.12058,-1.01136,3.11584,-0.0380825,-0.778735,0.199491,-1.89983,5.02399,-0.441477,3.13725,-0.0413727,-0.807504,0.199491,0.644378,5.07278,-1.29016,-3.1327,-0.0484195,0.79336,0.199491,0.43572,7.41234,0.878636,3.12009,-0.0828601,0.74211,0.199491,0.528363,7.46833,-0.960473,2.98924,1.4808,1.39366,0.199645,1.58745,4.64806,1.41749,2.49012,1.48094,0.912789,0.199491,
25.9267,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24153,5.1202,-1.01095,3.11491,-0.0370481,-0.778812,0.199491,-1.90134,5.02185,-0.439278,3.13703,-0.0407101,-0.808101,0.199491,0.647665,5.07159,-1.29157,-3.13425,-0.0490484,0.793783,0.199491,0.440553,7.41541,0.886856,3.12019,-0.0820422,0.74047,0.199491,0.532605,7.46998,-0.961876,2.97783,1.48106,1.38275,0.199645,1.58789,4.64513,1.41913,2.49147,1.48062,0.913627,0.199491,
25.9368,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24137,5.11985,-1.01057,3.11397,-0.0360098,-0.778882,0.199491,-1.90272,5.01985,-0.437233,3.13683,-0.0400981,-0.808657,0.199491,0.650844,5.07043,-1.29293,-3.13577,-0.0496711,0.794194,0.199491,0.44519,7.41831,0.894607,3.12027,-0.0812627,0.738925,0.199491,0.536728,7.47158,-0.963235,2.96699,1.48131,1.3724,0.199645,1.58832,4.6424,1.42067,2.49276,1.48032,0.914442,0.199491,
25.9469,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24123,5.11953,-1.01023,3.11305,-0.0350069,-0.778944,0.199491,-1.90393,5.01808,-0.435416,3.13662,-0.0395391,-0.80915,0.199491,0.653856,5.06933,-1.29422,-3.13721,-0.0502577,0.794584,0.199491,0.449522,7.42098,0.901637,3.12032,-0.0805358,0.737519,0.199491,0.540655,7.47309,-0.964529,2.95741,1.48154,1.36327,0.199645,1.58872,4.63997,1.42205,2.49392,1.48006,0.915179,0.199491,
25.957,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24112,5.11926,-1.00993,3.11221,-0.034081,-0.778996,0.199491,-1.9049,5.01658,-0.433892,3.1364,-0.0390295,-0.809562,0.199491,0.656646,5.06831,-1.29542,-3.13852,-0.0507785,0.794945,0.199491,0.453449,7.42336,0.907713,3.12033,-0.0798825,0.736289,0.199491,0.544311,7.4745,-0.965742,2.94913,1.48176,1.35542,0.199645,1.58907,4.63794,1.4232,2.49492,1.47985,0.915829,0.199491,
25.9671,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24104,5.11904,-1.0097,3.11146,-0.0332726,-0.779035,0.199491,-1.90561,5.01543,-0.432721,3.13615,-0.0385687,-0.809877,0.199491,0.659164,5.06737,-1.29651,-3.13965,-0.0512064,0.795272,0.199491,0.456882,7.4254,0.912626,3.1203,-0.0793188,0.735271,0.199491,0.547624,7.47577,-0.96686,2.94225,1.48196,1.3489,0.199645,1.58936,4.63638,1.42409,2.49568,1.47968,0.916325,0.199491,
25.9772,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24099,5.11889,-1.00954,3.11085,-0.0326161,-0.779061,0.199491,-1.90601,5.01467,-0.431951,3.13585,-0.0381566,-0.810078,0.199491,0.661368,5.06654,-1.29748,-3.14059,-0.05152,0.795557,0.199491,0.459741,7.42705,0.916204,3.12021,-0.0788524,0.734491,0.199491,0.550535,7.47688,-0.967868,2.93732,1.48216,1.34429,0.199645,1.58957,4.63538,1.42465,2.49614,1.47957,0.91661,0.199491,
25.9873,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24097,5.1188,-1.00944,3.1104,-0.0321389,-0.779072,0.199491,-1.90609,5.01434,-0.431617,3.1355,-0.0377889,-0.810158,0.199491,0.663221,5.06583,-1.2983,-3.1413,-0.0517053,0.795797,0.199491,0.461967,7.4283,0.918316,3.12007,-0.0784955,0.733971,0.199491,0.552991,7.4778,-0.968756,2.93428,1.48234,1.34152,0.199645,1.58969,4.63497,1.42488,2.4963,1.47953,0.916702,0.199491,
25.9974,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24099,5.11879,-1.00943,3.11013,-0.0318606,-0.779068,0.199491,-1.90583,5.01445,-0.431738,3.1351,-0.0374663,-0.81011,0.199491,0.664695,5.06525,-1.29897,3.14142,-0.0517566,0.795987,0.199491,0.463514,7.42911,0.918881,3.11988,-0.0782575,0.733724,0.199491,0.554951,7.47853,-0.969514,2.93307,1.48251,1.34051,0.199645,1.58972,4.6352,1.42474,2.49612,1.47955,0.916571,0.199491,
26.0075,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24104,5.11884,-1.00949,3.11004,-0.0317908,-0.779048,0.199491,-1.90522,5.01501,-0.432317,3.13464,-0.0371925,-0.809933,0.199491,0.665769,5.0648,-1.29948,3.14119,-0.0516741,0.796125,0.199491,0.464359,7.42948,0.917875,3.11963,-0.0781385,0.733754,0.199491,0.556387,7.47906,-0.970132,2.93408,1.48267,1.34166,0.199645,1.58965,4.63606,1.42422,2.49557,1.47963,0.916173,0.199491,
