time,0_rod(payload_bars compound_mG722N).X,0_rod(payload_bars compound_mG722N).Y,0_rod(payload_bars compound_mG722N).Z,0_rod(payload_bars compound_mG722N).Euler1,0_rod(payload_bars compound_mG722N).Euler2,0_rod(payload_bars compound_mG722N).Euler3,0_rod(payload_bars compound_mG722N).mass,1_rod(payload_bars compound_mG722N).X,1_rod(payload_bars compound_mG722N).Y,1_rod(payload_bars compound_mG722N).Z,1_rod(payload_bars compound_mG722N).Euler1,1_rod(payload_bars compound_mG722N).Euler2,1_rod(payload_bars compound_mG722N).Euler3,1_rod(payload_bars compound_mG722N).mass,2_rod(payload_bars compound_mG722N).X,2_rod(payload_bars compound_mG722N).Y,2_rod(payload_bars compound_mG722N).Z,2_rod(payload_bars compound_mG722N).Euler1,2_rod(payload_bars compound_mG722N).Euler2,2_rod(payload_bars compound_mG722N).Euler3,2_rod(payload_bars compound_mG722N).mass,3_rod(payload_bars compound_mG722N).X,3_rod(payload_bars compound_mG722N).Y,3_rod(payload_bars compound_mG722N).Z,3_rod(payload_bars compound_mG722N).Euler1,3_rod(payload_bars compound_mG722N).Euler2,3_rod(payload_bars compound_mG722N).Euler3,3_rod(payload_bars compound_mG722N).mass,4_rod(payload_bars compound_mG722N).X,4_rod(payload_bars compound_mG722N).Y,4_rod(payload_bars compound_mG722N).Z,4_rod(payload_bars compound_mG722N).Euler1,4_rod(payload_bars compound_mG722N).Euler2,4_rod(payload_bars compound_mG722N).Euler3,4_rod(payload_bars compound_mG722N).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
10.5545,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25612,5.12854,-1.02328,3.11737,-0.0394181,-0.776485,0.199491,-1.84156,5.066,-0.484933,3.10888,-0.0271959,-0.794348,0.199491,0.681775,5.06166,-1.30511,3.127,-0.0655717,0.797852,0.199491,0.451878,7.39982,0.761404,3.10234,-0.0900196,0.756424,0.199491,0.578485,7.48146,-0.978376,3.09144,1.48308,1.4983,0.199645,1.5964,4.71643,1.37724,2.49286,1.48911,0.926272,0.199491,
10.5646,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25443,5.12795,-1.02265,3.12827,-0.0504616,-0.777149,0.199491,-1.84294,5.06574,-0.484779,3.11702,-0.0350809,-0.794679,0.199491,0.680196,5.06215,-1.30454,3.13882,-0.0540675,0.797007,0.199491,0.449933,7.39853,0.761448,3.09334,-0.0994496,0.75735,0.199491,0.576497,7.48061,-0.977691,-2.70473,1.47538,1.98338,0.199645,1.59497,4.71568,1.37799,2.62383,1.496,1.05697,0.199491,
10.5747,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25358,5.12753,-1.02217,3.13271,-0.0549047,-0.777505,0.199491,-1.84564,5.0649,-0.483959,3.12022,-0.0375576,-0.795054,0.199491,0.678433,5.06248,-1.3041,-3.13674,-0.0468359,0.796526,0.199491,0.447544,7.39949,0.764595,3.11121,-0.0807785,0.755446,0.199491,0.573441,7.48021,-0.977131,2.90095,1.48042,1.30853,0.199645,1.59303,4.71429,1.37828,2.4459,1.48617,0.879377,0.199491,
10.5848,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25326,5.12741,-1.02201,3.13391,-0.0560725,-0.777606,0.199491,-1.84924,5.06347,-0.482329,3.12349,-0.0398325,-0.795609,0.199491,0.676655,5.06287,-1.30362,-3.13559,-0.0461815,0.796359,0.199491,0.445587,7.40169,0.769903,3.11921,-0.0728269,0.754266,0.199491,0.570025,7.48017,-0.977211,2.79356,1.4772,1.20144,0.199645,1.5916,4.71173,1.37934,2.30039,1.47313,0.734017,0.199491,
10.5949,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25335,5.12721,-1.02179,3.13224,-0.0543309,-0.777572,0.199491,-1.85353,5.06143,-0.480017,3.1283,-0.0434951,-0.796408,0.199491,0.675058,5.06336,-1.30304,-3.13599,-0.0470509,0.796235,0.199491,0.444872,7.40383,0.777121,3.10255,-0.0911947,0.75505,0.199491,0.566576,7.47957,-0.977258,-2.73434,1.47674,1.95359,0.199645,1.5911,4.70736,1.38234,2.44978,1.48563,0.882133,0.199491,
10.605,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25358,5.12697,-1.0213,3.12905,-0.0510511,-0.777474,0.199491,-1.85782,5.05863,-0.476951,3.12837,-0.042332,-0.797228,0.199491,0.673508,5.06399,-1.30232,-3.13542,-0.0469248,0.796026,0.199491,0.444824,7.40561,0.786463,3.10111,-0.093586,0.754533,0.199491,0.563563,7.47867,-0.976516,-3.02145,1.48316,1.66748,0.199645,1.59136,4.70159,1.38637,2.62034,1.49451,1.05125,0.199491,
10.6151,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25368,5.12656,-1.02021,3.12301,-0.0447663,-0.777307,0.199491,-1.86169,5.05471,-0.472795,3.12736,-0.0401982,-0.798322,0.199491,0.671746,5.06482,-1.30138,-3.13485,-0.0468563,0.795758,0.199491,0.444994,7.40708,0.797933,3.11965,-0.0749127,0.751741,0.199491,0.560875,7.47773,-0.974698,2.65661,1.47088,1.0646,0.199645,1.59194,4.6956,1.3901,2.42492,1.48228,0.855401,0.199491,
10.6252,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25353,5.12581,-1.01875,3.11613,-0.0375048,-0.777249,0.199491,-1.86572,5.04964,-0.467451,3.1291,-0.040778,-0.799855,0.199491,0.669642,5.06606,-1.30001,-3.1334,-0.0459992,0.795331,0.199491,0.445777,7.40803,0.810524,3.11823,-0.0776776,0.749854,0.199491,0.558344,7.47678,-0.972685,-3.08496,1.48314,1.60362,0.199645,1.59283,4.68928,1.39363,2.35387,1.47507,0.783375,0.199491,
10.6353,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25282,5.12517,-1.01795,3.1167,-0.0378987,-0.77746,0.199491,-1.86987,5.04393,-0.461484,3.13065,-0.0411114,-0.801552,0.199491,0.667361,5.0673,-1.29863,-3.13304,-0.0462966,0.794957,0.199491,0.447181,7.40869,0.82423,3.10371,-0.0947455,0.748933,0.199491,0.555817,7.47578,-0.970706,-2.84874,1.47955,1.83854,0.199645,1.59435,4.68192,1.39792,2.53247,1.4873,0.959853,0.199491,
10.6454,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25214,5.12494,-1.01767,3.12162,-0.042897,-0.777726,0.199491,-1.87418,5.03814,-0.455438,3.13217,-0.0413667,-0.803271,0.199491,0.665008,5.06841,-1.29735,-3.13184,-0.0457574,0.794576,0.199491,0.449172,7.40965,0.83945,3.11428,-0.0850392,0.746207,0.199491,0.553281,7.47428,-0.968184,2.6826,1.47104,1.0895,0.199645,1.59646,4.67361,1.40296,2.55987,1.48749,0.985572,0.199491,
10.6555,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.2523,5.12436,-1.01719,3.11624,-0.0372859,-0.777686,0.199491,-1.8791,5.03229,-0.449335,3.13147,-0.0392191,-0.804913,0.199491,0.663159,5.06977,-1.29587,-3.13943,-0.0540465,0.794563,0.199491,0.450508,7.41121,0.855663,3.12716,-0.072662,0.743398,0.199491,0.550436,7.47264,-0.966158,2.9353,1.47964,1.34069,0.199645,1.5981,4.66466,1.40824,2.42162,1.47674,0.846286,0.199491,
10.6656,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25303,5.12343,-1.01628,3.10327,-0.0238105,-0.777566,0.199491,-1.88471,5.02634,-0.443141,3.12665,-0.0327735,-0.806443,0.199491,0.660909,5.07103,-1.29445,3.13864,-0.0599305,0.794494,0.199491,0.451297,7.41347,0.871968,3.11482,-0.0877034,0.742227,0.199491,0.54658,7.4716,-0.964779,-2.86384,1.4789,1.82236,0.199645,1.59938,4.65583,1.41306,2.48303,1.48017,0.90586,0.199491,
10.6757,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25265,5.12295,-1.01574,3.1036,-0.0240502,-0.777719,0.199491,-1.891,5.02053,-0.437069,3.13537,-0.0396176,-0.808413,0.199491,0.658173,5.07202,-1.29328,3.13826,-0.0611238,0.794238,0.199491,0.45202,7.41596,0.888278,3.11355,-0.0907257,0.740371,0.199491,0.542311,7.47087,-0.962896,2.71481,1.47163,1.1205,0.199645,1.60043,4.64718,1.41826,2.57132,1.48449,0.992227,0.199491,
10.6858,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25129,5.12253,-1.0152,3.11329,-0.0338682,-0.778123,0.199491,-1.89749,5.01493,-0.431215,-3.13645,-0.0489659,-0.810494,0.199491,0.655103,5.07308,-1.29201,-3.13762,-0.0545756,0.79351,0.199491,0.452326,7.41776,0.904298,3.13115,-0.0728474,0.737243,0.199491,0.538253,7.46956,-0.961168,2.84268,1.47641,1.24754,0.199645,1.60075,4.63836,1.42362,2.48182,1.47751,0.90161,0.199491,
10.6959,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24999,5.12152,-1.01406,3.1176,-0.038033,-0.778578,0.199491,-1.90327,5.00959,-0.425704,-3.13973,-0.0440389,-0.811837,0.199491,0.652052,5.07443,-1.29045,-3.13019,-0.0478704,0.792738,0.199491,0.451538,7.41929,0.919325,3.12427,-0.0816379,0.735965,0.199491,0.534001,7.46827,-0.959657,-2.93478,1.4797,1.75081,0.199645,1.60026,4.62996,1.42837,2.48438,1.47672,0.902821,0.199491,
10.706,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24923,5.12055,-1.01288,3.11736,-0.0375562,-0.778855,0.199491,-1.90861,5.00448,-0.420558,-3.13623,-0.0459359,-0.813424,0.199491,0.648946,5.07566,-1.289,-3.12662,-0.0451029,0.792211,0.199491,0.450768,7.42024,0.932641,3.11676,-0.0912809,0.734896,0.199491,0.52938,7.46706,-0.957313,2.66817,1.46855,1.0732,0.199645,1.60026,4.62259,1.43245,2.54007,1.47965,0.95703,0.199491,
10.7161,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24884,5.12001,-1.01194,3.11617,-0.0362006,-0.778969,0.199491,-1.91312,4.99982,-0.415825,-3.12526,-0.0553547,-0.815274,0.199491,0.645747,5.07697,-1.28746,-3.12552,-0.0448909,0.791771,0.199491,0.450147,7.42008,0.943963,3.13391,-0.0738096,0.732251,0.199491,0.525211,7.46568,-0.954867,2.88513,1.47687,1.28874,0.199645,1.60123,4.61602,1.43654,2.47748,1.47432,0.893557,0.199491,
10.7262,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24892,5.11965,-1.01155,3.11279,-0.0326623,-0.77896,0.199491,-1.91577,4.99596,-0.411949,-3.13265,-0.0473354,-0.815961,0.199491,0.642638,5.07863,-1.28556,-3.12882,-0.049166,0.791438,0.199491,0.44905,7.41967,0.953055,3.1294,-0.0804005,0.731773,0.199491,0.521354,7.46389,-0.952825,-3.05889,1.47993,1.62589,0.199645,1.60242,4.61015,1.43997,2.50239,1.47539,0.91735,0.199491,
10.7363,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24932,5.11946,-1.01138,3.10784,-0.0275701,-0.778868,0.199491,-1.91765,4.99295,-0.408954,-3.13788,-0.0416664,-0.816563,0.199491,0.639701,5.08018,-1.28377,-3.13538,-0.0567526,0.791328,0.199491,0.447837,7.41874,0.959425,3.12037,-0.0920003,0.732137,0.199491,0.517095,7.4618,-0.950172,2.59789,1.46247,1.00188,0.199645,1.60393,4.60585,1.44245,2.56161,1.47869,0.97547,0.199491,
10.7464,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24977,5.11926,-1.0112,3.10308,-0.0226844,-0.778809,0.199491,-1.91938,4.99077,-0.40675,-3.1287,-0.0500979,-0.81759,0.199491,0.636459,5.08159,-1.28211,-3.1383,-0.0607252,0.79109,0.199491,0.445836,7.41686,0.96273,3.13653,-0.0754652,0.730718,0.199491,0.51296,7.4601,-0.947915,3.05562,1.47842,1.45691,0.199645,1.60515,4.60287,1.44429,2.50028,1.47404,0.913897,0.199491,
10.7565,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24953,5.11919,-1.01111,3.10413,-0.0237131,-0.778856,0.199491,-1.92007,4.98974,-0.405717,-3.13305,-0.0456509,-0.817661,0.199491,0.633013,5.083,-1.28042,-3.13629,-0.0597014,0.79056,0.199491,0.442495,7.41512,0.963172,3.13138,-0.0823446,0.731329,0.199491,0.508707,7.45846,-0.946159,3.02443,1.47755,1.4253,0.199645,1.60509,4.60148,1.44498,2.52818,1.47587,0.94141,0.199491,
10.7666,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24868,5.11921,-1.01107,3.1124,-0.0321753,-0.779076,0.199491,-1.9205,4.99001,-0.405965,-3.13461,-0.0440153,-0.81751,0.199491,0.629904,5.08406,-1.27897,-3.13097,-0.0551641,0.789951,0.199491,0.438577,7.41324,0.960877,3.12255,-0.0929129,0.732851,0.199491,0.504091,7.45648,-0.94425,2.62223,1.46249,1.02474,0.199645,1.60424,4.60177,1.44473,2.55557,1.47775,0.968725,0.199491,
10.7767,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24691,5.11933,-1.01096,3.12876,-0.0489136,-0.779701,0.199491,-1.92117,4.99166,-0.407562,-3.12383,-0.0543674,-0.817578,0.199491,0.627898,5.08393,-1.27849,-3.1182,-0.0426141,0.789361,0.199491,0.434894,7.41117,0.95551,3.13744,-0.0764076,0.732733,0.199491,0.501313,7.45561,-0.944111,-3.06399,1.47821,1.61881,0.199645,1.60259,4.60318,1.44418,2.48565,1.47323,0.899556,0.199491,
10.7868,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24577,5.11958,-1.01076,3.13786,-0.0582277,-0.780116,0.199491,-1.92011,4.99479,-0.41071,-3.12599,-0.0526417,-0.816589,0.199491,0.626953,5.08404,-1.27796,-3.10504,-0.0292291,0.788867,0.199491,0.43187,7.41115,0.948107,3.12934,-0.0845891,0.734471,0.199491,0.500477,7.45576,-0.944582,2.82556,1.47282,1.22703,0.199645,1.59968,4.6072,1.44198,2.53082,1.47728,0.945314,0.199491,
10.7969,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24629,5.12001,-1.00984,3.12872,-0.0489097,-0.779502,0.199491,-1.91774,4.99871,-0.41468,-3.13035,-0.049126,-0.815275,0.199491,0.627311,5.08383,-1.27801,-3.10263,-0.0265787,0.788871,0.199491,0.429442,7.411,0.938395,3.12194,-0.0918599,0.736383,0.199491,0.50054,7.45655,-0.945353,2.75897,1.47056,1.16086,0.199645,1.59781,4.61324,1.43888,2.513,1.47707,0.928511,0.199491,
10.807,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.24865,5.12052,-1.00899,3.10848,-0.0283232,-0.778573,0.199491,-1.91445,5.00316,-0.41918,-3.12767,-0.0527608,-0.814177,0.199491,0.628449,5.08321,-1.27865,-3.10791,-0.0316511,0.789208,0.199491,0.427402,7.40957,0.926181,3.13591,-0.0758048,0.737027,0.199491,0.501542,7.45741,-0.946242,-2.9832,1.47829,1.69948,0.199645,1.59748,4.61935,1.43626,2.44538,1.47298,0.862255,0.199491,
10.8171,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25074,5.12146,-1.00916,3.09621,-0.0159517,-0.778024,0.199491,-1.9096,5.0083,-0.424442,-3.13568,-0.0463463,-0.812347,0.199491,0.629733,5.08277,-1.27917,-3.11234,-0.0358259,0.789491,0.199491,0.42632,7.40796,0.912677,3.12694,-0.0849688,0.740052,0.199491,0.502972,7.45752,-0.946719,2.73803,1.46995,1.1401,0.199645,1.5982,4.6261,1.4332,2.52856,1.48018,0.946198,0.199491,
10.8272,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.2516,5.12286,-1.01036,3.09807,-0.0181301,-0.777636,0.199491,-1.90404,5.0135,-0.429815,3.14133,-0.0418973,-0.810616,0.199491,0.630894,5.08238,-1.27963,-3.11656,-0.0398189,0.78977,0.199491,0.425576,7.4058,0.897977,3.11749,-0.0945804,0.743173,0.199491,0.505119,7.45769,-0.947788,2.88856,1.47536,1.28994,0.199645,1.59871,4.63367,1.42921,2.55594,1.4827,0.974614,0.199491,
10.8373,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25204,5.12374,-1.01145,3.09881,-0.0190503,-0.777388,0.199491,-1.89855,5.01862,-0.435118,3.1415,-0.0436668,-0.809182,0.199491,0.632115,5.08169,-1.2804,-3.1196,-0.0425722,0.790099,0.199491,0.423849,7.40329,0.88246,3.13035,-0.0797571,0.743901,0.199491,0.507592,7.45846,-0.949165,-2.92805,1.47742,1.75453,0.199645,1.59812,4.64188,1.42424,2.48197,1.47881,0.902279,0.199491,
10.8474,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25222,5.12387,-1.01172,3.09819,-0.0184447,-0.777339,0.199491,-1.89329,5.02401,-0.440709,3.13863,-0.0423709,-0.807536,0.199491,0.633611,5.08093,-1.28127,-3.11763,-0.0401044,0.790247,0.199491,0.421812,7.40089,0.866944,3.12662,-0.0824584,0.74593,0.199491,0.509746,7.45934,-0.949955,2.77171,1.47148,1.17393,0.199645,1.59653,4.6504,1.41894,2.50278,1.48155,0.92453,0.199491,
10.8575,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25165,5.12408,-1.0119,3.10541,-0.0259006,-0.777432,0.199491,-1.8886,5.02951,-0.446401,3.1392,-0.0443281,-0.806005,0.199491,0.635256,5.08001,-1.28231,-3.10958,-0.0313224,0.790248,0.199491,0.420188,7.39813,0.851644,3.11304,-0.0954794,0.749102,0.199491,0.512488,7.46007,-0.951302,2.93597,1.47701,1.33776,0.199645,1.59468,4.65817,1.41454,2.49933,1.48263,0.922633,0.199491,
10.8676,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25094,5.12482,-1.01263,3.11712,-0.0380506,-0.777582,0.199491,-1.88396,5.03495,-0.452066,3.13988,-0.0463876,-0.804494,0.199491,0.63695,5.07895,-1.28344,-3.10244,-0.0234525,0.790384,0.199491,0.418892,7.39634,0.837163,3.12039,-0.0861114,0.750365,0.199491,0.515598,7.46104,-0.953257,-2.88,1.47728,1.80331,0.199645,1.59305,4.66573,1.41032,2.45677,1.48083,0.881668,0.199491,
10.8777,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.2512,5.12565,-1.01353,3.11973,-0.0408971,-0.777439,0.199491,-1.87942,5.0402,-0.457564,3.13636,-0.0442202,-0.802844,0.199491,0.63902,5.07775,-1.28474,-3.10237,-0.022756,0.790754,0.199491,0.417984,7.39595,0.823943,3.12499,-0.0798816,0.751665,0.199491,0.518441,7.46256,-0.955183,2.84978,1.47526,1.25257,0.199645,1.59188,4.67363,1.40562,2.48531,1.48393,0.911401,0.199491,
10.8878,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25246,5.12624,-1.01423,3.11264,-0.0337856,-0.777001,0.199491,-1.87555,5.04497,-0.462564,3.1379,-0.0469293,-0.801556,0.199491,0.641601,5.07641,-1.28627,-3.10549,-0.0252242,0.791235,0.199491,0.418107,7.39543,0.811691,3.11306,-0.0913187,0.754225,0.199491,0.521577,7.46426,-0.957412,2.92695,1.47767,1.32973,0.199645,1.59152,4.68051,1.40162,2.47677,1.48433,0.904067,0.199491,
10.8979,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25357,5.12687,-1.01496,3.10807,-0.0292743,-0.77667,0.199491,-1.87151,5.04917,-0.467011,3.13747,-0.0477004,-0.800339,0.199491,0.644579,5.07517,-1.28773,-3.10947,-0.0284503,0.791722,0.199491,0.419155,7.39483,0.801076,3.11133,-0.091935,0.755782,0.199491,0.525519,7.46558,-0.959575,-2.80546,1.47618,1.87855,0.199645,1.59179,4.68627,1.39842,2.43982,1.48254,0.868301,0.199491,
10.908,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25405,5.12755,-1.01571,3.10819,-0.0295386,-0.776471,0.199491,-1.86696,5.05265,-0.470767,3.12818,-0.0396566,-0.798939,0.199491,0.647728,5.07402,-1.2891,-3.11336,-0.0315434,0.79219,0.199491,0.420673,7.39456,0.792561,3.11998,-0.0815855,0.756041,0.199491,0.530181,7.46684,-0.961186,3.02994,1.47999,1.43294,0.199645,1.59194,4.69159,1.39539,2.48618,1.48646,0.91535,0.199491,
10.9181,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25424,5.12768,-1.01587,3.1069,-0.0282334,-0.776396,0.199491,-1.86308,5.05515,-0.473505,3.12525,-0.0378133,-0.798102,0.199491,0.651037,5.07279,-1.29055,-3.11573,-0.0330154,0.792641,0.199491,0.422817,7.39386,0.785678,3.11576,-0.0847787,0.756797,0.199491,0.535185,7.46838,-0.962517,2.82543,1.47562,1.22969,0.199645,1.59197,4.69603,1.39275,2.50435,1.48822,0.934238,0.199491,
10.9282,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25418,5.12732,-1.01549,3.10508,-0.0262888,-0.776455,0.199491,-1.86021,5.05682,-0.475355,3.1281,-0.0415325,-0.797727,0.199491,0.654599,5.07153,-1.29205,-3.11668,-0.0329691,0.793059,0.199491,0.425541,7.39317,0.780575,3.10622,-0.0934967,0.757531,0.199491,0.540301,7.46992,-0.963895,-2.871,1.47878,1.8145,0.199645,1.59184,4.69938,1.39055,2.44285,1.48469,0.873619,0.199491,
10.9383,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25378,5.12717,-1.01531,3.10693,-0.0281425,-0.776551,0.199491,-1.85778,5.05804,-0.476736,3.12281,-0.0368568,-0.797164,0.199491,0.658231,5.07023,-1.29358,-3.11659,-0.031819,0.793454,0.199491,0.428406,7.3938,0.778023,3.11031,-0.0878493,0.756806,0.199491,0.545548,7.47153,-0.965449,-3.06313,1.48181,1.62363,0.199645,1.5914,4.70195,1.38877,2.43838,1.4848,0.869629,0.199491,
10.9484,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25341,5.12724,-1.01539,3.11045,-0.0317691,-0.776633,0.199491,-1.8563,5.05888,-0.477679,3.11868,-0.0330801,-0.796779,0.199491,0.661881,5.06872,-1.29532,-3.11578,-0.0299256,0.79389,0.199491,0.431825,7.3957,0.777847,3.11698,-0.0795274,0.755798,0.199491,0.550631,7.47332,-0.967287,2.76363,1.47477,1.16961,0.199645,1.59109,4.70341,1.38789,2.47349,1.48745,0.904876,0.199491,
10.9585,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,5.25349,5.12724,-1.01542,3.11036,-0.0317134,-0.77663,0.199491,-1.85647,5.05916,-0.477967,3.12311,-0.0375119,-0.796854,0.199491,0.665687,5.06709,-1.29719,-3.11622,-0.0292708,0.794398,0.199491,0.436043,7.39838,0.779521,3.10976,-0.0860023,0.75571,0.199491,0.555309,7.47523,-0.969725,-3.03388,1.4827,1.65391,0.199645,1.59114,4.70362,1.38779,2.46251,1.48677,0.894012,0.199491,
