time,0_rod(payload_bars compound_bKQiH2).X,0_rod(payload_bars compound_bKQiH2).Y,0_rod(payload_bars compound_bKQiH2).Z,0_rod(payload_bars compound_bKQiH2).Euler1,0_rod(payload_bars compound_bKQiH2).Euler2,0_rod(payload_bars compound_bKQiH2).Euler3,0_rod(payload_bars compound_bKQiH2).mass,1_rod(payload_bars compound_bKQiH2).X,1_rod(payload_bars compound_bKQiH2).Y,1_rod(payload_bars compound_bKQiH2).Z,1_rod(payload_bars compound_bKQiH2).Euler1,1_rod(payload_bars compound_bKQiH2).Euler2,1_rod(payload_bars compound_bKQiH2).Euler3,1_rod(payload_bars compound_bKQiH2).mass,2_rod(payload_bars compound_bKQiH2).X,2_rod(payload_bars compound_bKQiH2).Y,2_rod(payload_bars compound_bKQiH2).Z,2_rod(payload_bars compound_bKQiH2).Euler1,2_rod(payload_bars compound_bKQiH2).Euler2,2_rod(payload_bars compound_bKQiH2).Euler3,2_rod(payload_bars compound_bKQiH2).mass,3_rod(payload_bars compound_bKQiH2).X,3_rod(payload_bars compound_bKQiH2).Y,3_rod(payload_bars compound_bKQiH2).Z,3_rod(payload_bars compound_bKQiH2).Euler1,3_rod(payload_bars compound_bKQiH2).Euler2,3_rod(payload_bars compound_bKQiH2).Euler3,3_rod(payload_bars compound_bKQiH2).mass,4_rod(sense_bar compound_bKQiH2).X,4_rod(sense_bar compound_bKQiH2).Y,4_rod(sense_bar compound_bKQiH2).Z,4_rod(sense_bar compound_bKQiH2).Euler1,4_rod(sense_bar compound_bKQiH2).Euler2,4_rod(sense_bar compound_bKQiH2).Euler3,4_rod(sense_bar compound_bKQiH2).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.2121,0.0136699,47.8225,0.00506732,-0.503255,0.541916,-1.5606,0.24652,0.0136699,47.8225,0.00506732,-0.503255,0.541916,-1.5606,0.24652,0.0136699,47.8225,0.00506732,-0.503255,0.541916,-1.5606,0.24652,0.0136699,47.8225,0.00506732,-0.503255,0.541916,-1.5606,0.24652,0.0136699,47.8225,0.00506732,-0.503255,0.541916,-1.5606,0.24652,-0.090209,47.3113,0.00541788,2.01348,-0.0400409,0.507731,0.00229658,-0.33525,47.3742,0.185717,-2.21982,0.334191,2.30571,0.00229658,-0.219123,47.4653,0.229245,-0.536544,0.392277,2.92356,0.00229525,-0.199734,47.3405,0.0811703,0.743061,0.951821,-0.500728,0.00229525,-0.301114,47.424,0.0402141,2.65769,0.476823,-1.63561,0.00230071,-0.247273,47.4119,-0.0951323,3.08899,-1.32963,-0.824791,0.00230071,
0.2222,0.00960771,47.5602,0.00424194,0.339188,-0.798029,1.83388,0.24652,0.00960771,47.5602,0.00424194,0.339188,-0.798029,1.83388,0.24652,0.00960771,47.5602,0.00424194,0.339188,-0.798029,1.83388,0.24652,0.00960771,47.5602,0.00424194,0.339188,-0.798029,1.83388,0.24652,0.00960771,47.5602,0.00424194,0.339188,-0.798029,1.83388,0.24652,-0.0295241,48.0713,0.0612278,-1.1634,-1.25862,1.88092,0.00229658,-0.210808,48.1098,0.0431843,2.73568,-0.0782267,-1.85465,0.00229658,-0.156957,47.9957,-0.058832,0.798583,-0.0128653,0.00920719,0.00229525,-0.103234,48.0365,0.15692,0.213208,-0.45262,2.25238,0.00229525,-0.296223,47.9622,0.0850123,1.82621,-0.701281,-2.24938,0.00230071,-0.159984,47.9285,0.246896,1.11914,1.39152,0.74782,0.00230071,
0.2323,0.00766726,47.3749,0.0282299,0.552469,0.73893,-0.306435,0.24652,0.00766726,47.3749,0.0282299,0.552469,0.73893,-0.306435,0.24652,0.00766726,47.3749,0.0282299,0.552469,0.73893,-0.306435,0.24652,0.00766726,47.3749,0.0282299,0.552469,0.73893,-0.306435,0.24652,0.00766726,47.3749,0.0282299,0.552469,0.73893,-0.306435,0.24652,-0.198174,47.2059,-0.3064,1.30959,0.476668,-1.28542,0.00229658,0.0142829,47.0298,-0.377143,-1.58505,-0.390701,-0.445191,0.00229658,-0.074786,47.0442,-0.237788,-0.121082,0.620159,-2.49001,0.00229525,-0.103193,47.1183,-0.413651,0.985479,0.386825,0.196757,0.00229525,-0.146666,46.9579,-0.297617,-2.61859,1.02206,-0.564207,0.00230071,-0.239978,47.1271,-0.406474,-0.406825,-1.02922,-2.10359,0.00230071,
0.2424,0.01269,47.1342,-0.0121748,-1.01377,0.161954,-2.38277,0.24652,0.01269,47.1342,-0.0121748,-1.01377,0.161954,-2.38277,0.24652,0.01269,47.1342,-0.0121748,-1.01377,0.161954,-2.38277,0.24652,0.01269,47.1342,-0.0121748,-1.01377,0.161954,-2.38277,0.24652,0.01269,47.1342,-0.0121748,-1.01377,0.161954,-2.38277,0.24652,-0.346225,46.9165,0.274815,-1.90267,0.953945,2.66676,0.00229658,-0.0766142,46.9773,0.459658,1.32862,-0.605333,2.94,0.00229658,-0.293257,47.0749,0.393994,-0.725676,-0.511877,1.73835,0.00229525,-0.1356,46.8213,0.349873,-1.67855,0.618416,-2.42464,0.00229525,-0.200923,47.0077,0.490558,-1.77176,-0.51997,0.686352,0.00230071,-0.235105,46.8725,0.327223,1.29391,-0.406451,2.91217,0.00230071,
0.2525,0.0108325,46.8597,-0.00503774,-1.14668,-1.00005,-3.01829,0.24652,0.0108325,46.8597,-0.00503774,-1.14668,-1.00005,-3.01829,0.24652,0.0108325,46.8597,-0.00503774,-1.14668,-1.00005,-3.01829,0.24652,0.0108325,46.8597,-0.00503774,-1.14668,-1.00005,-3.01829,0.24652,0.0108325,46.8597,-0.00503774,-1.14668,-1.00005,-3.01829,0.24652,-0.289182,47.1249,0.334797,3.03457,0.210636,-2.57381,0.00229658,-0.0518862,47.2747,0.274682,2.85617,-0.269672,-2.59292,0.00229658,-0.132804,47.301,0.095675,0.170277,-0.754133,0.512063,0.00229525,-0.124393,47.184,0.349618,-2.30569,-0.726281,-1.90325,0.00229525,-0.215715,47.2498,0.265362,2.78269,-1.05014,2.04496,0.00230071,-0.274159,47.2104,0.210318,-0.0731287,1.2077,1.24215,0.00230071,
0.2626,0.0115246,46.6016,0.0194257,1.42903,-0.997224,0.517562,0.24652,0.0115246,46.6016,0.0194257,1.42903,-0.997224,0.517562,0.24652,0.0115246,46.6016,0.0194257,1.42903,-0.997224,0.517562,0.24652,0.0115246,46.6016,0.0194257,1.42903,-0.997224,0.517562,0.24652,0.0115246,46.6016,0.0194257,1.42903,-0.997224,0.517562,0.24652,-0.299438,47.0527,-0.04116,-2.95361,0.359065,-1.16434,0.00229658,-0.0398903,47.064,-0.208658,2.18879,0.623554,-2.11884,0.00229658,-0.15147,46.9141,-0.327992,0.863536,-0.179327,-0.610478,0.00229525,-0.107758,47.1302,-0.0965335,2.82525,-1.16759,-0.2635,0.00229525,-0.246336,47.0706,-0.200784,2.07273,-0.33457,3.02187,0.00230071,-0.31741,46.9052,-0.21927,-0.296895,0.655593,-0.560962,0.00230071,
0.2727,0.00843682,46.3602,0.0331194,1.62723,-0.0457536,0.43871,0.24652,0.00843682,46.3602,0.0331194,1.62723,-0.0457536,0.43871,0.24652,0.00843682,46.3602,0.0331194,1.62723,-0.0457536,0.43871,0.24652,0.00843682,46.3602,0.0331194,1.62723,-0.0457536,0.43871,0.24652,0.00843682,46.3602,0.0331194,1.62723,-0.0457536,0.43871,0.24652,-0.248729,46.4538,-0.401026,-2.88508,-0.058265,-0.410087,0.00229658,0.00685137,46.3074,-0.505307,3.10347,0.86909,-0.493962,0.00229658,-0.0965127,46.1626,-0.403008,0.914632,0.560387,-1.17526,0.00229525,-0.0825029,46.459,-0.465817,1.84132,-0.199821,0.482279,0.00229525,-0.143326,46.3355,-0.436032,2.85863,0.670802,-2.26177,0.00230071,-0.26686,46.2828,-0.35271,-1.10972,0.473994,-1.78243,0.00230071,
0.2828,0.00913138,46.1007,0.0259668,1.86867,0.668633,0.622846,0.24652,0.00913138,46.1007,0.0259668,1.86867,0.668633,0.622846,0.24652,0.00913138,46.1007,0.0259668,1.86867,0.668633,0.622846,0.24652,0.00913138,46.1007,0.0259668,1.86867,0.668633,0.622846,0.24652,0.00913138,46.1007,0.0259668,1.86867,0.668633,0.622846,0.24652,-0.26416,45.8519,-0.300276,2.97024,-0.280147,0.696351,0.00229658,-0.00662218,45.7068,-0.349868,2.60586,0.989055,-0.263375,0.00229658,-0.111861,45.6592,-0.19374,-1.37466,0.010095,2.58139,0.00229525,-0.111174,45.8673,-0.437637,2.6203,0.504659,0.913491,0.00229525,-0.147582,45.797,-0.339275,2.64848,1.08362,-1.92798,0.00230071,-0.264259,45.7918,-0.175681,-0.963821,-0.24714,-2.40008,0.00230071,
0.2929,0.00929969,45.8227,0.00890728,2.81159,1.10851,1.63531,0.24652,0.00929969,45.8227,0.00890728,2.81159,1.10851,1.63531,0.24652,0.00929969,45.8227,0.00890728,2.81159,1.10851,1.63531,0.24652,0.00929969,45.8227,0.00890728,2.81159,1.10851,1.63531,0.24652,0.00929969,45.8227,0.00890728,2.81159,1.10851,1.63531,0.24652,-0.320805,45.4591,-0.0269683,2.61578,-0.510232,0.703829,0.00229658,-0.0325875,45.2895,-0.0301727,-2.21387,0.123428,0.7489,0.00229658,-0.0644908,45.3143,0.117664,-1.27848,0.380633,1.59792,0.00229525,-0.117701,45.3274,-0.160394,2.17647,-0.154157,1.54578,0.00229525,-0.191602,45.374,-0.0264586,-2.7219,0.277642,-0.669725,0.00230071,-0.196557,45.425,0.160227,-0.822326,-0.10725,3.05259,0.00230071,
0.303,0.0104093,45.5204,-0.00749726,-2.60406,0.784874,2.7536,0.24652,0.0104093,45.5204,-0.00749726,-2.60406,0.784874,2.7536,0.24652,0.0104093,45.5204,-0.00749726,-2.60406,0.784874,2.7536,0.24652,0.0104093,45.5204,-0.00749726,-2.60406,0.784874,2.7536,0.24652,0.0104093,45.5204,-0.00749726,-2.60406,0.784874,2.7536,0.24652,-0.261421,45.3509,0.41018,1.7299,-0.817771,2.62208,0.00229658,-0.171971,45.0735,0.179252,-2.36208,-1.26934,0.302008,0.00229658,0.011221,45.1967,0.33399,-2.24976,0.558844,1.15535,0.00229525,-0.298926,45.1806,0.240645,1.83712,-0.662006,2.45929,0.00229525,-0.164107,45.1675,0.279804,-3.01855,-0.127896,-0.649875,0.00230071,-0.15783,45.2136,0.350388,0.43792,0.480014,-2.33223,0.00230071,
0.3131,0.00625691,45.2043,-0.015783,-2.47272,0.398585,-3.11711,0.24652,0.00625691,45.2043,-0.015783,-2.47272,0.398585,-3.11711,0.24652,0.00625691,45.2043,-0.015783,-2.47272,0.398585,-3.11711,0.24652,0.00625691,45.2043,-0.015783,-2.47272,0.398585,-3.11711,0.24652,0.00625691,45.2043,-0.015783,-2.47272,0.398585,-3.11711,0.24652,-0.236326,45.1359,0.424242,2.33455,0.806738,1.84213,0.00229658,-0.00522397,44.9475,0.464766,1.30546,-1.17713,2.86913,0.00229658,0.0387117,45.2032,0.481057,-1.48912,0.0449058,1.41361,0.00229525,-0.171944,44.9615,0.386064,1.50653,0.51023,2.42389,0.00229525,-0.0815835,45.0696,0.456375,-2.84134,-0.398621,0.141033,0.00230071,-0.141028,45.2054,0.4708,-0.842296,-0.616714,-2.94918,0.00230071,
0.3232,0.00597781,44.8786,-0.0160281,-2.5387,0.182181,-2.87024,0.24652,0.00597781,44.8786,-0.0160281,-2.5387,0.182181,-2.87024,0.24652,0.00597781,44.8786,-0.0160281,-2.5387,0.182181,-2.87024,0.24652,0.00597781,44.8786,-0.0160281,-2.5387,0.182181,-2.87024,0.24652,0.00597781,44.8786,-0.0160281,-2.5387,0.182181,-2.87024,0.24652,-0.253656,44.9159,0.378353,3.07252,0.501109,2.55993,0.00229658,0.000862334,44.8671,0.530079,2.03592,-0.933448,2.92031,0.00229658,0.0344511,45.0851,0.506586,-0.978353,-0.926173,0.908345,0.00229525,-0.145628,44.8086,0.476674,3.01778,0.811398,-2.81394,0.00229525,-0.0911701,44.9553,0.436059,-2.24041,-0.00934633,0.568299,0.00230071,-0.112316,45.1317,0.382125,-0.509231,-0.894073,1.90678,0.00230071,
0.3333,0.00659418,44.5499,-0.0141998,-2.61824,0.0535267,-2.73921,0.24652,0.00659418,44.5499,-0.0141998,-2.61824,0.0535267,-2.73921,0.24652,0.00659418,44.5499,-0.0141998,-2.61824,0.0535267,-2.73921,0.24652,0.00659418,44.5499,-0.0141998,-2.61824,0.0535267,-2.73921,0.24652,0.00659418,44.5499,-0.0141998,-2.61824,0.0535267,-2.73921,0.24652,-0.270498,44.7603,0.32017,2.02041,0.812433,1.82877,0.00229658,-0.0627651,44.5681,0.503613,1.31992,-1.01154,-3.1133,0.00229658,0.0888092,44.7118,0.432885,-2.34418,-0.147324,1.97401,0.00229525,-0.208574,44.6115,0.449851,2.97046,0.74094,-2.94101,0.00229525,-0.0935123,44.7174,0.451415,2.80909,-0.270264,0.202197,0.00230071,-0.0871243,44.824,0.355646,-0.0620138,-0.904019,1.34665,0.00230071,
0.3434,0.00524546,44.2121,-0.0146877,-2.76799,0.0529339,-2.68557,0.24652,0.00524546,44.2121,-0.0146877,-2.76799,0.0529339,-2.68557,0.24652,0.00524546,44.2121,-0.0146877,-2.76799,0.0529339,-2.68557,0.24652,0.00524546,44.2121,-0.0146877,-2.76799,0.0529339,-2.68557,0.24652,0.00524546,44.2121,-0.0146877,-2.76799,0.0529339,-2.68557,0.24652,-0.208625,44.4784,0.355422,1.36873,0.135934,2.86138,0.00229658,-0.0563524,44.3197,0.502153,2.24865,-0.40042,2.6309,0.00229658,0.0959791,44.4564,0.423409,-1.98318,-0.51344,1.64539,0.00229525,-0.172052,44.2955,0.47978,1.66972,0.673947,2.63758,0.00229525,-0.0889373,44.4741,0.459636,2.88324,-0.822709,0.321838,0.00230071,-0.0589361,44.4403,0.345576,-0.250588,-0.492144,1.30308,0.00230071,
0.3535,0.00424402,43.8714,-0.0170811,-2.86492,0.108826,-2.76777,0.24652,0.00424402,43.8714,-0.0170811,-2.86492,0.108826,-2.76777,0.24652,0.00424402,43.8714,-0.0170811,-2.86492,0.108826,-2.76777,0.24652,0.00424402,43.8714,-0.0170811,-2.86492,0.108826,-2.76777,0.24652,0.00424402,43.8714,-0.0170811,-2.86492,0.108826,-2.76777,0.24652,-0.169897,44.0013,0.373986,1.84312,0.568536,1.34451,0.00229658,-0.0283467,43.8851,0.523408,2.15851,-1.0558,2.31358,0.00229658,0.105829,44.0106,0.449319,-2.27258,-0.0855873,1.6177,0.00229525,-0.146811,43.8613,0.50792,-0.432072,1.42856,1.10343,0.00229525,-0.109024,44.023,0.562151,-2.87954,-0.657629,-0.266976,0.00230071,-0.0331671,44.122,0.405838,-0.618036,-0.125047,2.87262,0.00230071,
0.3636,0.00577457,43.5187,-0.0170186,-2.95684,0.149216,-2.9592,0.24652,0.00577457,43.5187,-0.0170186,-2.95684,0.149216,-2.9592,0.24652,0.00577457,43.5187,-0.0170186,-2.95684,0.149216,-2.9592,0.24652,0.00577457,43.5187,-0.0170186,-2.95684,0.149216,-2.9592,0.24652,0.00577457,43.5187,-0.0170186,-2.95684,0.149216,-2.9592,0.24652,-0.199598,43.6445,0.371367,2.51202,0.233806,1.67827,0.00229658,-0.04398,43.4695,0.515983,2.89703,-1.02217,2.29424,0.00229658,0.0289982,43.5625,0.514395,-2.54919,-0.898058,1.22354,0.00229525,-0.126315,43.4533,0.459016,0.866322,1.26183,2.04295,0.00229525,-0.173046,43.636,0.532733,2.77434,-0.156076,0.898575,0.00230071,-0.0316897,43.7399,0.422455,-0.836924,-0.656788,2.05747,0.00230071,
0.3737,0.00681266,43.1633,-0.0162196,-3.03993,0.208167,2.95622,0.24652,0.00681266,43.1633,-0.0162196,-3.03993,0.208167,2.95622,0.24652,0.00681266,43.1633,-0.0162196,-3.03993,0.208167,2.95622,0.24652,0.00681266,43.1633,-0.0162196,-3.03993,0.208167,2.95622,0.24652,0.00681266,43.1633,-0.0162196,-3.03993,0.208167,2.95622,0.24652,-0.219853,43.1259,0.395886,1.88974,-0.0129488,1.54866,0.00229658,-0.113828,42.9325,0.447501,2.89943,-0.80416,1.82613,0.00229658,0.0252694,42.9754,0.478553,-2.06016,-0.267411,1.23862,0.00229525,-0.183938,42.9527,0.406077,1.53135,0.595091,2.6462,0.00229525,-0.15368,43.1034,0.543189,2.85033,-0.504953,0.51229,0.00230071,-0.0111388,43.1681,0.458833,-0.812652,-0.0493318,2.19903,0.00230071,
0.3838,0.00616404,42.8011,-0.00788266,3.04023,0.226322,2.30672,0.24652,0.00616404,42.8011,-0.00788266,3.04023,0.226322,2.30672,0.24652,0.00616404,42.8011,-0.00788266,3.04023,0.226322,2.30672,0.24652,0.00616404,42.8011,-0.00788266,3.04023,0.226322,2.30672,0.24652,0.00616404,42.8011,-0.00788266,3.04023,0.226322,2.30672,0.24652,-0.202101,42.5798,0.351093,2.3693,-0.412889,1.01892,0.00229658,-0.0651327,42.3492,0.258782,-2.30956,-0.63689,0.822223,0.00229658,0.0157015,42.3704,0.294479,-1.75839,-0.259218,0.376909,0.00229525,-0.1676,42.3492,0.212686,1.45818,-0.328678,2.73289,0.00229525,-0.178129,42.4338,0.331648,-2.76734,0.069533,-0.564304,0.00230071,0.00972721,42.5268,0.386744,-0.922249,0.227909,2.35712,0.00230071,
0.3939,0.00636151,42.4209,0.0149105,2.92684,0.0765242,1.35836,0.24652,0.00636151,42.4209,0.0149105,2.92684,0.0765242,1.35836,0.24652,0.00636151,42.4209,0.0149105,2.92684,0.0765242,1.35836,0.24652,0.00636151,42.4209,0.0149105,2.92684,0.0765242,1.35836,0.24652,0.00636151,42.4209,0.0149105,2.92684,0.0765242,1.35836,0.24652,-0.154588,41.945,0.0106217,-2.75418,-1.09991,0.39371,0.00229658,-0.0808798,41.948,-0.179573,-2.06847,0.0935104,0.0251067,0.00229658,0.0166091,41.9272,-0.181482,-2.39796,0.405612,-0.0731674,0.00229525,-0.170936,41.9832,-0.228188,-2.96789,-1.3327,1.16674,0.00229525,-0.233583,42.0404,-0.04299,2.95057,0.0981622,-0.0966038,0.00230071,0.0147361,41.9167,0.0111975,-0.784439,0.508751,-3.11364,0.00230071,
0.404,0.00140216,42.0065,0.0346528,3.01255,-0.0299808,0.218522,0.24652,0.00140216,42.0065,0.0346528,3.01255,-0.0299808,0.218522,0.24652,0.00140216,42.0065,0.0346528,3.01255,-0.0299808,0.218522,0.24652,0.00140216,42.0065,0.0346528,3.01255,-0.0299808,0.218522,0.24652,0.00140216,42.0065,0.0346528,3.01255,-0.0299808,0.218522,0.24652,-0.136563,41.8697,-0.511964,-2.29362,-0.253622,-0.98995,0.00229658,0.024067,41.8891,-0.435593,-2.66741,0.0170795,-1.26372,0.00229658,0.161424,41.8929,-0.485985,2.65318,0.726542,-1.6346,0.00229525,-0.00943131,42.0895,-0.525841,-2.94354,0.360329,0.408197,0.00229525,-0.103376,41.9673,-0.384526,3.07182,-0.0221141,-0.811271,0.00230071,-0.0124231,41.7407,-0.38471,0.542294,0.545648,-1.71899,0.00230071,
0.4141,6.47295e-05,41.5689,0.00824832,3.09474,0.0726504,-1.61654,0.24652,6.47295e-05,41.5689,0.00824832,3.09474,0.0726504,-1.61654,0.24652,6.47295e-05,41.5689,0.00824832,3.09474,0.0726504,-1.61654,0.24652,6.47295e-05,41.5689,0.00824832,3.09474,0.0726504,-1.61654,0.24652,6.47295e-05,41.5689,0.00824832,3.09474,0.0726504,-1.61654,0.24652,-0.162232,42.0622,0.0602625,-3.01727,0.761594,-2.67393,0.00229658,0.156218,42.0704,0.0245403,-0.339988,-0.872959,1.36882,0.00229658,0.0965718,42.1684,0.114114,2.70163,-0.181291,-3.08455,0.00229525,0.012696,42.0395,0.11559,-2.83991,-0.0566419,-0.533794,0.00229525,-0.0644444,42.0732,-0.0592961,2.26943,0.293993,-2.46155,0.00230071,0.0282839,42.075,-0.149804,0.713321,-0.524485,0.368012,0.00230071,
0.4242,0.00617156,41.2036,-0.00121217,2.91592,0.0580545,1.99044,0.24652,0.00617156,41.2036,-0.00121217,2.91592,0.0580545,1.99044,0.24652,0.00617156,41.2036,-0.00121217,2.91592,0.0580545,1.99044,0.24652,0.00617156,41.2036,-0.00121217,2.91592,0.0580545,1.99044,0.24652,0.00617156,41.2036,-0.00121217,2.91592,0.0580545,1.99044,0.24652,-0.207812,40.8388,0.283767,-0.805786,-0.422127,-1.71053,0.00229658,0.0124326,40.6898,0.159805,-0.166057,0.332848,-1.9693,0.00229658,-0.00419124,40.7765,0.118757,-2.66987,0.438723,0.676791,0.00229525,-0.170495,40.7708,0.169214,2.9405,-0.144525,2.07909,0.00229525,-0.195477,40.7333,0.0856645,-2.37119,-0.514568,-1.62224,0.00230071,-0.0227213,40.8239,0.302665,-1.03535,1.12455,2.6453,0.00230071,
0.4343,0.0010381,40.7289,0.00849712,3.1129,0.208396,-1.50897,0.24652,0.0010381,40.7289,0.00849712,3.1129,0.208396,-1.50897,0.24652,0.0010381,40.7289,0.00849712,3.1129,0.208396,-1.50897,0.24652,0.0010381,40.7289,0.00849712,3.1129,0.208396,-1.50897,0.24652,0.0010381,40.7289,0.00849712,3.1129,0.208396,-1.50897,0.24652,-0.0959329,41.2043,-0.136115,0.804257,0.892667,2.35792,0.00229658,0.125417,41.233,0.0422914,-0.419992,-0.222598,1.65403,0.00229658,0.0272067,41.2551,0.116055,1.45017,-0.126866,-2.63534,0.00229525,-0.0918678,41.2545,0.00325905,3.00386,-0.214746,-0.860341,0.00229525,-0.0854621,41.2475,0.13978,1.55148,0.0165025,0.848726,0.00230071,0.0830866,41.199,-0.0871059,0.412151,-1.21881,-0.0137968,0.00230071,
0.4444,0.00467781,40.3425,0.0205704,3.10024,-0.242039,1.02259,0.24652,0.00467781,40.3425,0.0205704,3.10024,-0.242039,1.02259,0.24652,0.00467781,40.3425,0.0205704,3.10024,-0.242039,1.02259,0.24652,0.00467781,40.3425,0.0205704,3.10024,-0.242039,1.02259,0.24652,0.00467781,40.3425,0.0205704,3.10024,-0.242039,1.02259,0.24652,-0.114542,39.9005,-0.0299658,-2.26489,-1.15586,-0.93998,0.00229658,-0.0885203,39.91,-0.233328,-1.29342,-0.4285,-0.493283,0.00229658,0.0561099,39.982,-0.318818,2.72998,0.284643,-0.781784,0.00229525,-0.19976,39.9243,-0.146901,-2.92943,-0.578928,1.12095,0.00229525,-0.130168,39.9762,-0.342233,-2.3875,0.31266,2.98528,0.00230071,0.0487304,39.8481,-0.145931,0.897698,0.441852,-0.914864,0.00230071,
0.4545,0.00469594,39.8644,-0.0156657,2.67985,0.273162,-2.87869,0.24652,0.00469594,39.8644,-0.0156657,2.67985,0.273162,-2.87869,0.24652,0.00469594,39.8644,-0.0156657,2.67985,0.273162,-2.87869,0.24652,0.00469594,39.8644,-0.0156657,2.67985,0.273162,-2.87869,0.24652,0.00469594,39.8644,-0.0156657,2.67985,0.273162,-2.87869,0.24652,-0.0740358,40.1689,0.372714,0.971635,-0.0131231,2.14144,0.00229658,-0.105046,40.106,0.50851,0.996085,-0.526249,2.26902,0.00229658,0.0287822,39.9038,0.476883,2.96154,0.0396062,1.84528,0.00229525,-0.202149,40.1272,0.391061,1.74128,0.487076,-3.02023,0.00229525,-0.156575,39.9749,0.485859,2.50874,-0.340924,-0.213336,0.00230071,0.0789022,40.1035,0.435691,-2.11678,-0.780785,3.00611,0.00230071,
0.4646,0.000261709,39.4033,0.0300656,-2.74572,0.294588,-0.638123,0.24652,0.000261709,39.4033,0.0300656,-2.74572,0.294588,-0.638123,0.24652,0.000261709,39.4033,0.0300656,-2.74572,0.294588,-0.638123,0.24652,0.000261709,39.4033,0.0300656,-2.74572,0.294588,-0.638123,0.24652,0.000261709,39.4033,0.0300656,-2.74572,0.294588,-0.638123,0.24652,-0.00796867,39.5783,-0.418947,-1.31927,0.607071,-1.15841,0.00229658,0.0418069,39.8228,-0.373088,1.36059,-0.281117,0.260995,0.00229658,0.0460234,39.7249,-0.284172,-3.11041,0.327336,-2.50261,0.00229525,-0.107746,39.6585,-0.410639,-3.03487,0.469069,-0.324011,0.00229525,-0.0678415,39.8361,-0.277483,1.68218,1.11145,0.215884,0.00230071,0.141377,39.6563,-0.471739,1.65113,-0.639263,-0.692808,0.00230071,
0.4747,0.00554999,38.978,0.0216782,-2.89703,-0.633926,0.884002,0.24652,0.00554999,38.978,0.0216782,-2.89703,-0.633926,0.884002,0.24652,0.00554999,38.978,0.0216782,-2.89703,-0.633926,0.884002,0.24652,0.00554999,38.978,0.0216782,-2.89703,-0.633926,0.884002,0.24652,0.00554999,38.978,0.0216782,-2.89703,-0.633926,0.884002,0.24652,-0.0788385,38.4897,-0.11492,-1.30774,-1.02613,-0.691522,0.00229658,-0.136169,38.4689,-0.274804,-1.35958,0.0391352,-1.61289,0.00229658,0.0104953,38.5904,-0.349681,-2.93361,0.109799,-0.830393,0.00229525,-0.196503,38.5309,-0.126663,-2.08935,-1.15069,0.0520689,0.00229525,-0.198283,38.6237,-0.300645,-2.29809,0.399836,-2.97475,0.00230071,0.0775726,38.4969,-0.169406,1.61193,1.24204,-1.27268,0.00230071,
0.4848,0.00800494,38.4898,-0.0148121,2.09881,-0.313226,2.65993,0.24652,0.00800494,38.4898,-0.0148121,2.09881,-0.313226,2.65993,0.24652,0.00800494,38.4898,-0.0148121,2.09881,-0.313226,2.65993,0.24652,0.00800494,38.4898,-0.0148121,2.09881,-0.313226,2.65993,0.24652,0.00800494,38.4898,-0.0148121,2.09881,-0.313226,2.65993,0.24652,-0.0675053,38.4103,0.4287,1.46559,-0.620326,1.53393,0.00229658,-0.150114,38.2771,0.533145,1.07195,-1.24624,2.31258,0.00229658,-0.127326,38.122,0.357378,-2.70104,-0.652109,0.120942,0.00229525,-0.21966,38.4295,0.449412,1.2863,-0.225582,2.8186,0.00229525,-0.236969,38.2529,0.381977,-2.91218,-0.6795,-2.36254,0.00230071,0.0164149,38.2377,0.42865,-2.3428,0.448504,2.18213,0.00230071,
0.4949,0.00382636,37.9747,-0.0101048,1.86772,0.750974,-3.07761,0.24652,0.00382636,37.9747,-0.0101048,1.86772,0.750974,-3.07761,0.24652,0.00382636,37.9747,-0.0101048,1.86772,0.750974,-3.07761,0.24652,0.00382636,37.9747,-0.0101048,1.86772,0.750974,-3.07761,0.24652,0.00382636,37.9747,-0.0101048,1.86772,0.750974,-3.07761,0.24652,-0.00261379,38.34,0.2408,1.10008,0.52105,1.2622,0.00229658,-0.0658691,38.4138,0.391226,0.90251,-0.303224,1.48601,0.00229658,-0.0627642,38.2151,0.48162,2.71505,-0.460841,1.79906,0.00229525,-0.11765,38.4345,0.209548,-0.72398,1.09757,1.36509,0.00229525,-0.193642,38.3015,0.360973,2.38801,-0.156449,-0.498956,0.00230071,0.105775,38.3154,0.389841,-2.11678,-0.42327,-2.77565,0.00230071,
