time,0_rod(payload_bars compound_bKQiH2).X,0_rod(payload_bars compound_bKQiH2).Y,0_rod(payload_bars compound_bKQiH2).Z,0_rod(payload_bars compound_bKQiH2).Euler1,0_rod(payload_bars compound_bKQiH2).Euler2,0_rod(payload_bars compound_bKQiH2).Euler3,0_rod(payload_bars compound_bKQiH2).mass,1_rod(payload_bars compound_bKQiH2).X,1_rod(payload_bars compound_bKQiH2).Y,1_rod(payload_bars compound_bKQiH2).Z,1_rod(payload_bars compound_bKQiH2).Euler1,1_rod(payload_bars compound_bKQiH2).Euler2,1_rod(payload_bars compound_bKQiH2).Euler3,1_rod(payload_bars compound_bKQiH2).mass,2_rod(payload_bars compound_bKQiH2).X,2_rod(payload_bars compound_bKQiH2).Y,2_rod(payload_bars compound_bKQiH2).Z,2_rod(payload_bars compound_bKQiH2).Euler1,2_rod(payload_bars compound_bKQiH2).Euler2,2_rod(payload_bars compound_bKQiH2).Euler3,2_rod(payload_bars compound_bKQiH2).mass,3_rod(payload_bars compound_bKQiH2).X,3_rod(payload_bars compound_bKQiH2).Y,3_rod(payload_bars compound_bKQiH2).Z,3_rod(payload_bars compound_bKQiH2).Euler1,3_rod(payload_bars compound_bKQiH2).Euler2,3_rod(payload_bars compound_bKQiH2).Euler3,3_rod(payload_bars compound_bKQiH2).mass,4_rod(sense_bar compound_bKQiH2).X,4_rod(sense_bar compound_bKQiH2).Y,4_rod(sense_bar compound_bKQiH2).Z,4_rod(sense_bar compound_bKQiH2).Euler1,4_rod(sense_bar compound_bKQiH2).Euler2,4_rod(sense_bar compound_bKQiH2).Euler3,4_rod(sense_bar compound_bKQiH2).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.505,0.00282635,37.4721,0.0133862,-2.4062,1.51202,-0.901414,0.24652,0.00282635,37.4721,0.0133862,-2.4062,1.51202,-0.901414,0.24652,0.00282635,37.4721,0.0133862,-2.4062,1.51202,-0.901414,0.24652,0.00282635,37.4721,0.0133862,-2.4062,1.51202,-0.901414,0.24652,0.00282635,37.4721,0.0133862,-2.4062,1.51202,-0.901414,0.24652,0.0112018,37.8993,-0.13413,0.238854,0.985287,0.165368,0.00229658,-0.0201167,38.0791,-0.111561,0.612798,0.136634,1.13869,0.00229658,-0.072303,37.976,0.0632273,2.21236,0.365253,2.28171,0.00229525,-0.099739,37.9376,-0.231938,-0.755844,0.978057,1.17539,0.00229525,-0.187795,37.9648,-0.0454737,2.13634,0.594426,-0.160823,0.00230071,0.139265,37.9724,0.0132181,2.4994,-0.275781,-2.45915,0.00230071,
0.5151,0.000705118,36.9728,0.0261631,-1.36386,0.934602,0.116065,0.24652,0.000705118,36.9728,0.0261631,-1.36386,0.934602,0.116065,0.24652,0.000705118,36.9728,0.0261631,-1.36386,0.934602,0.116065,0.24652,0.000705118,36.9728,0.0261631,-1.36386,0.934602,0.116065,0.24652,0.000705118,36.9728,0.0261631,-1.36386,0.934602,0.116065,0.24652,0.0987574,37.3062,-0.291577,-0.0153131,0.612944,-0.207537,0.00229658,0.00294585,37.4126,-0.370654,1.08769,0.0317655,0.701944,0.00229658,-0.112548,37.4362,-0.216249,2.40856,0.833712,2.21078,0.00229525,0.0518487,37.2381,-0.416586,-0.732746,-0.342219,1.0571,0.00229525,-0.137814,37.3122,-0.342037,2.02014,1.26636,-0.193656,0.00230071,0.0950753,37.452,-0.180434,2.5844,0.378836,-1.74243,0.00230071,
0.5252,0.0015083,36.4598,0.0287994,-1.05637,0.834131,0.36341,0.24652,0.0015083,36.4598,0.0287994,-1.05637,0.834131,0.36341,0.24652,0.0015083,36.4598,0.0287994,-1.05637,0.834131,0.36341,0.24652,0.0015083,36.4598,0.0287994,-1.05637,0.834131,0.36341,0.24652,0.0015083,36.4598,0.0287994,-1.05637,0.834131,0.36341,0.24652,0.0673417,36.7347,-0.338107,-0.0943452,0.169208,-0.601419,0.00229658,-0.0235575,36.8526,-0.415401,0.408973,0.729997,0.152604,0.00229658,-0.112476,36.8905,-0.243519,-3.05611,1.37804,2.98625,0.00229525,0.0228295,36.6819,-0.460658,-0.717219,-0.148337,0.935522,0.00229525,-0.14058,36.7562,-0.38483,2.25243,1.35735,-0.629169,0.00230071,0.0984738,36.8982,-0.257839,2.69865,0.0331372,-1.8328,0.00230071,
0.5353,0.000107134,35.9271,0.0180623,-0.371545,0.918871,1.10567,0.24652,0.000107134,35.9271,0.0180623,-0.371545,0.918871,1.10567,0.24652,0.000107134,35.9271,0.0180623,-0.371545,0.918871,1.10567,0.24652,0.000107134,35.9271,0.0180623,-0.371545,0.918871,1.10567,0.24652,0.000107134,35.9271,0.0180623,-0.371545,0.918871,1.10567,0.24652,0.105132,36.4033,-0.16667,-0.833682,-0.000412047,-1.02652,0.00229658,-0.0234744,36.4566,-0.255017,1.12196,0.094029,0.252265,0.00229658,-0.0665852,36.4511,-0.0354667,2.25314,0.602766,2.16455,0.00229525,0.0490293,36.3398,-0.283919,-1.21267,-0.184766,1.4502,0.00229525,-0.138097,36.3559,-0.182272,-2.96465,0.985273,0.533012,0.00230071,0.136401,36.4462,-0.0250284,3.0009,0.460814,-2.20105,0.00230071,
0.5454,0.00116548,35.3911,0.00357502,0.309577,0.647757,2.039,0.24652,0.00116548,35.3911,0.00357502,0.309577,0.647757,2.039,0.24652,0.00116548,35.3911,0.00357502,0.309577,0.647757,2.039,0.24652,0.00116548,35.3911,0.00357502,0.309577,0.647757,2.039,0.24652,0.00116548,35.3911,0.00357502,0.309577,0.647757,2.039,0.24652,0.177934,35.8567,0.169366,-0.230737,-0.432436,0.982896,0.00229658,-0.0345804,35.971,0.0907705,1.12959,-1.11319,-0.338778,0.00229658,-0.147542,35.8542,0.20477,2.08318,0.498571,0.805984,0.00229525,0.0968776,35.8886,0.00665724,-0.278223,0.0966705,2.17109,0.00229525,-0.133846,35.911,-0.00235162,1.42014,0.214572,-1.34663,0.00230071,-0.00980739,35.8306,0.137205,-3.04066,-0.537639,-3.12278,0.00230071,
0.5555,0.00398401,34.8589,-0.0143798,0.575061,0.0299998,2.84612,0.24652,0.00398401,34.8589,-0.0143798,0.575061,0.0299998,2.84612,0.24652,0.00398401,34.8589,-0.0143798,0.575061,0.0299998,2.84612,0.24652,0.00398401,34.8589,-0.0143798,0.575061,0.0299998,2.84612,0.24652,0.00398401,34.8589,-0.0143798,0.575061,0.0299998,2.84612,0.24652,0.101043,35.0456,0.437398,-0.698316,0.310668,1.71688,0.00229658,-0.0599233,35.1389,0.496093,-0.773502,-0.947075,2.37153,0.00229658,-0.209596,35.0018,0.460364,1.78309,-0.277066,0.817476,0.00229525,0.0303091,35.2302,0.37863,-0.985302,0.4625,3.0912,0.00229525,-0.132173,35.1985,0.383812,1.39742,-0.220844,-1.4402,0.00230071,-0.0831145,35.0116,0.37667,2.85258,0.354387,1.62739,0.00230071,
0.5656,0.00605628,34.3387,-0.00531611,0.0860229,-0.644341,-2.05055,0.24652,0.00605628,34.3387,-0.00531611,0.0860229,-0.644341,-2.05055,0.24652,0.00605628,34.3387,-0.00531611,0.0860229,-0.644341,-2.05055,0.24652,0.00605628,34.3387,-0.00531611,0.0860229,-0.644341,-2.05055,0.24652,0.00605628,34.3387,-0.00531611,0.0860229,-0.644341,-2.05055,0.24652,-0.0198475,33.956,0.246798,0.00973603,-0.0106824,2.731,0.00229658,-0.0880673,33.8501,0.319482,-1.24189,0.123971,-3.0058,0.00229658,-0.224669,33.8889,0.178597,-2.75874,-0.634411,-1.088,0.00229525,0.0128856,33.9685,0.410976,0.694455,0.375642,-1.63749,0.00229525,-0.190135,34.0288,0.322228,1.11424,-1.13298,-1.53711,0.00230071,-0.0660094,33.8276,0.0824625,3.04589,-0.69286,1.03236,0.00230071,
0.5757,0.00104509,33.7559,0.0348573,-0.670684,0.00854242,0.0657537,0.24652,0.00104509,33.7559,0.0348573,-0.670684,0.00854242,0.0657537,0.24652,0.00104509,33.7559,0.0348573,-0.670684,0.00854242,0.0657537,0.24652,0.00104509,33.7559,0.0348573,-0.670684,0.00854242,0.0657537,0.24652,0.00104509,33.7559,0.0348573,-0.670684,0.00854242,0.0657537,0.24652,0.0407078,33.6898,-0.391125,-0.00740018,0.0740909,-1.34012,0.00229658,0.0263312,33.6663,-0.532917,0.534255,0.601427,-0.384303,0.00229658,-0.121895,33.7296,-0.45945,-1.91418,0.903516,-2.38548,0.00229525,0.0921681,33.5427,-0.432649,-0.129514,-0.857327,0.63186,0.00229525,-0.120257,33.5338,-0.457285,-1.67918,1.04007,1.14083,0.00230071,0.0447942,33.8408,-0.476774,-2.96575,-0.155349,-0.924181,0.00230071,
0.5858,9.17679e-05,33.1563,-0.0107608,0.310146,0.193105,2.52335,0.24652,9.17679e-05,33.1563,-0.0107608,0.310146,0.193105,2.52335,0.24652,9.17679e-05,33.1563,-0.0107608,0.310146,0.193105,2.52335,0.24652,9.17679e-05,33.1563,-0.0107608,0.310146,0.193105,2.52335,0.24652,9.17679e-05,33.1563,-0.0107608,0.310146,0.193105,2.52335,0.24652,0.0617425,33.4014,0.344611,0.0879134,-0.182726,1.07549,0.00229658,0.00298353,33.6462,0.399741,0.0649702,-1.52812,1.12974,0.00229658,-0.151542,33.4885,0.354967,1.32037,0.458151,0.800616,0.00229525,0.140141,33.5257,0.314203,-0.620787,0.215659,2.66217,0.00229525,-0.0341115,33.598,0.241851,1.21402,-0.203138,-1.91329,0.00230071,0.0448223,33.4878,0.48908,2.92164,0.754573,-2.87146,0.00230071,
0.5959,0.0036337,32.6168,0.0185805,-0.4197,-0.441822,-0.927059,0.24652,0.0036337,32.6168,0.0185805,-0.4197,-0.441822,-0.927059,0.24652,0.0036337,32.6168,0.0185805,-0.4197,-0.441822,-0.927059,0.24652,0.0036337,32.6168,0.0185805,-0.4197,-0.441822,-0.927059,0.24652,0.0036337,32.6168,0.0185805,-0.4197,-0.441822,-0.927059,0.24652,0.0139383,32.2106,-0.191635,0.276861,0.475794,-2.43031,0.00229658,-0.0558012,32.0011,-0.198374,-0.775537,0.657649,-2.42233,0.00229658,-0.172885,32.1604,-0.18911,-1.17608,-0.222057,-2.61371,0.00229525,0.0422381,32.0972,-0.074352,0.556994,-0.296528,-0.851097,0.00229525,-0.141838,32.0981,-0.0146271,-1.5306,0.284322,0.960382,0.00230071,-0.00160667,32.1463,-0.335605,-2.79182,-0.14191,-0.520886,0.00230071,
0.606,-0.00034998,31.9689,-0.00174614,0.122318,0.264673,2.18345,0.24652,-0.00034998,31.9689,-0.00174614,0.122318,0.264673,2.18345,0.24652,-0.00034998,31.9689,-0.00174614,0.122318,0.264673,2.18345,0.24652,-0.00034998,31.9689,-0.00174614,0.122318,0.264673,2.18345,0.24652,-0.00034998,31.9689,-0.00174614,0.122318,0.264673,2.18345,0.24652,0.0419015,32.3485,0.240362,-0.223952,-0.323795,0.699495,0.00229658,0.0295683,32.5602,0.192684,0.382919,-1.4516,0.594601,0.00229658,-0.121677,32.4416,0.223153,1.69613,0.417386,1.10857,0.00229525,0.155072,32.4592,0.145841,-1.03403,0.19885,2.29715,0.00229525,-0.0417617,32.4927,0.0673756,0.828354,-0.0574333,-1.56032,0.00230071,0.048384,32.4801,0.307846,-2.60576,0.471214,-2.2189,0.00230071,
0.6161,0.00299156,31.4084,0.0289727,-0.42133,-0.215158,-0.432651,0.24652,0.00299156,31.4084,0.0289727,-0.42133,-0.215158,-0.432651,0.24652,0.00299156,31.4084,0.0289727,-0.42133,-0.215158,-0.432651,0.24652,0.00299156,31.4084,0.0289727,-0.42133,-0.215158,-0.432651,0.24652,0.00299156,31.4084,0.0289727,-0.42133,-0.215158,-0.432651,0.24652,0.0568925,31.1857,-0.374393,0.835096,0.467002,-1.51848,0.00229658,-0.122397,30.969,-0.385772,-3.05189,1.4178,1.46201,0.00229658,-0.146595,31.1191,-0.325438,-0.55254,-0.213164,-2.41391,0.00229525,0.0555238,31.0076,-0.294484,0.778394,-0.233646,-0.391953,0.00229525,-0.0818437,30.9508,-0.238297,-1.36855,0.364414,1.19115,0.00230071,-0.00867832,31.1033,-0.500342,-2.73353,-0.363317,-0.373716,0.00230071,
0.6262,0.00144265,30.775,-0.0186241,0.234949,-0.153349,-2.9369,0.24652,0.00144265,30.775,-0.0186241,0.234949,-0.153349,-2.9369,0.24652,0.00144265,30.775,-0.0186241,0.234949,-0.153349,-2.9369,0.24652,0.00144265,30.775,-0.0186241,0.234949,-0.153349,-2.9369,0.24652,0.00144265,30.775,-0.0186241,0.234949,-0.153349,-2.9369,0.24652,0.0164234,30.6942,0.406578,-0.0773401,-0.256501,1.83108,0.00229658,-0.0392045,30.804,0.61007,-1.93163,-0.857021,2.74976,0.00229658,-0.154207,30.751,0.450061,0.808854,-0.440858,1.45585,0.00229525,0.124832,30.7881,0.490941,0.314009,1.05007,-2.37732,0.00229525,-0.0423467,30.9019,0.494608,0.535335,-0.929968,-0.950103,0.00230071,0.0135924,30.6365,0.535867,2.48176,-0.0586,2.13195,0.00230071,
0.6363,-0.00394401,30.1257,0.0251562,-0.277152,0.309159,1.21406,0.24652,-0.00394401,30.1257,0.0251562,-0.277152,0.309159,1.21406,0.24652,-0.00394401,30.1257,0.0251562,-0.277152,0.309159,1.21406,0.24652,-0.00394401,30.1257,0.0251562,-0.277152,0.309159,1.21406,0.24652,-0.00394401,30.1257,0.0251562,-0.277152,0.309159,1.21406,0.24652,0.142992,30.5251,-0.179551,0.0656636,-0.766994,-0.233125,0.00229658,0.126642,30.6332,-0.357848,0.846132,-0.463285,-0.411094,0.00229658,-0.0574383,30.5585,-0.265129,0.829947,1.02595,0.351578,0.00229525,0.189799,30.4756,-0.306357,-0.699293,-0.709457,1.60729,0.00229525,0.00206018,30.4842,-0.386923,1.02636,0.974759,-2.45393,0.00230071,0.0931207,30.7042,-0.213474,-2.66879,0.203619,-1.51833,0.00230071,
0.6464,0.00343522,29.5386,0.0222208,-0.412493,-0.382944,-0.706732,0.24652,0.00343522,29.5386,0.0222208,-0.412493,-0.382944,-0.706732,0.24652,0.00343522,29.5386,0.0222208,-0.412493,-0.382944,-0.706732,0.24652,0.00343522,29.5386,0.0222208,-0.412493,-0.382944,-0.706732,0.24652,0.00343522,29.5386,0.0222208,-0.412493,-0.382944,-0.706732,0.24652,0.0380911,29.1454,-0.237611,-0.111938,0.0934446,-1.92374,0.00229658,-0.0545161,28.953,-0.266487,-0.847418,1.14004,-2.58318,0.00229658,-0.173587,29.1358,-0.265274,-2.01025,0.137793,-1.98041,0.00229525,0.0418918,29.0272,-0.12178,0.0295864,-0.300552,-0.602025,0.00229525,-0.150992,29.0156,-0.124055,-1.60093,-0.0275054,1.54965,0.00230071,0.00446784,29.1109,-0.379046,-3.01837,-0.254415,-0.0378888,0.00230071,
0.6565,0.00304093,28.8686,-0.0192021,0.326057,-0.161914,-2.85601,0.24652,0.00304093,28.8686,-0.0192021,0.326057,-0.161914,-2.85601,0.24652,0.00304093,28.8686,-0.0192021,0.326057,-0.161914,-2.85601,0.24652,0.00304093,28.8686,-0.0192021,0.326057,-0.161914,-2.85601,0.24652,0.00304093,28.8686,-0.0192021,0.326057,-0.161914,-2.85601,0.24652,0.0145759,28.7652,0.40859,-0.620654,0.167349,2.14252,0.00229658,-0.0648444,28.9164,0.625048,-2.17454,-0.375337,2.74496,0.00229658,-0.174191,28.8323,0.481389,1.41521,-1.05572,1.15947,0.00229525,0.0718657,28.8905,0.504412,-0.281451,1.06054,-2.99878,0.00229525,-0.10359,29.0224,0.498747,0.776353,-0.57341,-1.23657,0.00230071,0.00379637,28.7288,0.532016,2.50785,-0.175468,1.83832,0.00230071,
0.6666,-0.00297456,28.1848,0.0153595,-0.180742,0.391418,1.56959,0.24652,-0.00297456,28.1848,0.0153595,-0.180742,0.391418,1.56959,0.24652,-0.00297456,28.1848,0.0153595,-0.180742,0.391418,1.56959,0.24652,-0.00297456,28.1848,0.0153595,-0.180742,0.391418,1.56959,0.24652,-0.00297456,28.1848,0.0153595,-0.180742,0.391418,1.56959,0.24652,0.177333,28.6312,-0.0780512,-0.537383,-0.240771,0.31874,0.00229658,0.107671,28.8367,-0.169331,1.13734,-0.927251,-0.408647,0.00229658,-0.0456798,28.704,-0.0632549,1.65552,0.592835,1.24862,0.00229525,0.0549869,28.6431,-0.247681,-1.15233,-0.943352,1.94895,0.00229525,-0.0143226,28.6802,-0.151132,1.58494,0.171098,-1.82609,0.00230071,0.113046,28.7691,0.0510213,2.87518,0.496215,-1.88515,0.00230071,
0.6767,0.00114567,27.5538,0.0362672,-0.572808,-0.147099,0.0143311,0.24652,0.00114567,27.5538,0.0362672,-0.572808,-0.147099,0.0143311,0.24652,0.00114567,27.5538,0.0362672,-0.572808,-0.147099,0.0143311,0.24652,0.00114567,27.5538,0.0362672,-0.572808,-0.147099,0.0143311,0.24652,0.00114567,27.5538,0.0362672,-0.572808,-0.147099,0.0143311,0.24652,0.111606,27.4941,-0.426162,1.07703,0.326474,-1.49721,0.00229658,0.0502545,27.2556,-0.478462,-0.40485,0.055133,-0.982306,0.00229658,-0.139233,27.4736,-0.471801,-0.313892,-0.601006,-2.8484,0.00229525,0.0192717,27.3929,-0.561707,1.29859,-0.813323,-1.10055,0.00229525,-0.132703,27.319,-0.44988,-1.1287,0.342049,1.82631,0.00230071,0.0418319,27.6505,-0.513561,-1.61669,0.644249,-0.376625,0.00230071,
0.6868,0.00414052,26.899,0.00387248,-0.0720301,-0.577388,-1.49178,0.24652,0.00414052,26.899,0.00387248,-0.0720301,-0.577388,-1.49178,0.24652,0.00414052,26.899,0.00387248,-0.0720301,-0.577388,-1.49178,0.24652,0.00414052,26.899,0.00387248,-0.0720301,-0.577388,-1.49178,0.24652,0.00414052,26.899,0.00387248,-0.0720301,-0.577388,-1.49178,0.24652,0.0253503,26.4596,0.0886918,-0.29692,0.655,2.99244,0.00229658,-0.00268854,26.3456,0.182369,-2.42743,0.478133,2.0472,0.00229658,-0.185914,26.407,0.0934918,-1.84798,-0.759886,-1.88463,0.00229525,-0.0224119,26.3298,0.0451195,0.905388,0.0471484,-1.42004,0.00229525,-0.12999,26.4042,0.237998,-1.41235,-0.417388,1.05221,0.00230071,-0.0546744,26.3669,-0.0732767,2.95985,-0.507855,1.19884,0.00230071,
0.6969,0.00189725,26.188,-0.0191634,0.433267,-0.159296,-2.82059,0.24652,0.00189725,26.188,-0.0191634,0.433267,-0.159296,-2.82059,0.24652,0.00189725,26.188,-0.0191634,0.433267,-0.159296,-2.82059,0.24652,0.00189725,26.188,-0.0191634,0.433267,-0.159296,-2.82059,0.24652,0.00189725,26.188,-0.0191634,0.433267,-0.159296,-2.82059,0.24652,0.00620609,26.3152,0.51376,-0.274273,0.147642,2.08417,0.00229658,0.0117164,26.0533,0.583736,-1.51895,-0.0672998,2.6087,0.00229658,-0.162675,26.1363,0.488866,2.12306,-1.17879,0.445104,0.00229525,0.112497,26.207,0.489582,1.04665,-0.451559,-3.0612,0.00229525,-0.0858714,26.204,0.53317,-0.136166,-1.10282,-0.498058,0.00230071,-0.0114697,26.0279,0.437038,2.61401,-0.530326,1.65367,0.00230071,
0.707,-0.00239552,25.4646,-0.00410128,0.199054,0.469487,2.34748,0.24652,-0.00239552,25.4646,-0.00410128,0.199054,0.469487,2.34748,0.24652,-0.00239552,25.4646,-0.00410128,0.199054,0.469487,2.34748,0.24652,-0.00239552,25.4646,-0.00410128,0.199054,0.469487,2.34748,0.24652,-0.00239552,25.4646,-0.00410128,0.199054,0.469487,2.34748,0.24652,0.021117,25.9698,0.116547,0.00611273,0.209583,1.1039,0.00229658,0.079233,25.9844,0.356784,-2.41106,-1.46646,-2.8154,0.00229658,-0.0736001,25.9435,0.244427,1.75584,0.0198837,1.05997,0.00229525,0.16329,25.934,0.171627,1.0162,0.840904,2.94359,0.00229525,0.0758453,26.0944,0.230678,0.617042,-0.362528,-1.16326,0.00230071,0.0649654,25.8402,0.309734,2.46891,0.442609,2.71879,0.00230071,
0.7171,-0.00403508,24.7668,0.0311029,-0.615997,0.397013,0.944411,0.24652,-0.00403508,24.7668,0.0311029,-0.615997,0.397013,0.944411,0.24652,-0.00403508,24.7668,0.0311029,-0.615997,0.397013,0.944411,0.24652,-0.00403508,24.7668,0.0311029,-0.615997,0.397013,0.944411,0.24652,-0.00403508,24.7668,0.0311029,-0.615997,0.397013,0.944411,0.24652,0.0107744,25.0041,-0.445042,-0.0127302,-0.102346,-0.0532566,0.00229658,0.178781,25.205,-0.366978,1.49751,-0.189287,-0.699839,0.00229658,-0.0716935,25.132,-0.376089,-0.140368,1.11303,-0.489779,0.00229525,0.180123,25.0127,-0.411105,-1.33158,0.919675,0.518532,0.00229525,0.0896276,25.2257,-0.501344,0.342094,0.240264,-2.23168,0.00230071,0.11912,25.1366,-0.246911,2.98469,0.747959,-2.10847,0.00230071,
0.7272,-0.000431051,24.0869,0.0328893,-0.879183,-0.336205,0.0200804,0.24652,-0.000431051,24.0869,0.0328893,-0.879183,-0.336205,0.0200804,0.24652,-0.000431051,24.0869,0.0328893,-0.879183,-0.336205,0.0200804,0.24652,-0.000431051,24.0869,0.0328893,-0.879183,-0.336205,0.0200804,0.24652,-0.000431051,24.0869,0.0328893,-0.879183,-0.336205,0.0200804,0.24652,-0.022237,23.6913,-0.342277,-0.0816558,-0.111572,-1.24085,0.00229658,0.0765647,23.8089,-0.515639,1.24459,0.667215,-0.462809,0.00229658,-0.114465,23.7981,-0.436213,-1.40904,0.602546,-1.87451,0.00229525,0.110979,23.7305,-0.345967,-1.50211,-0.081221,0.250973,0.00229525,0.01127,23.6735,-0.501564,-0.627166,0.53842,2.73438,0.00230071,0.0579436,23.9094,-0.397288,-2.90417,0.126661,-1.1381,0.00230071,
0.7373,0.00424682,23.3728,0.00399079,0.0239819,-0.978231,-1.44867,0.24652,0.00424682,23.3728,0.00399079,0.0239819,-0.978231,-1.44867,0.24652,0.00424682,23.3728,0.00399079,0.0239819,-0.978231,-1.44867,0.24652,0.00424682,23.3728,0.00399079,0.0239819,-0.978231,-1.44867,0.24652,0.00424682,23.3728,0.00399079,0.0239819,-0.978231,-1.44867,0.24652,-0.13717,22.8789,0.177669,-0.0969112,-0.36645,-2.59609,0.00229658,0.00217179,22.7661,0.0181677,-0.665861,0.938499,-1.87804,0.00229658,-0.167924,22.8384,0.0051616,-2.28859,-0.0849666,-1.50531,0.00229525,0.0162565,22.8949,0.207118,-2.76889,-1.0937,1.40967,0.00229525,-0.115367,22.7408,0.172246,-1.1203,-0.514554,1.67853,0.00230071,0.0201667,22.9154,-0.0186077,-2.94306,-0.0669289,0.177403,0.00230071,
0.7474,0.00291137,22.6176,-0.0187685,0.89064,-0.294111,-2.73043,0.24652,0.00291137,22.6176,-0.0187685,0.89064,-0.294111,-2.73043,0.24652,0.00291137,22.6176,-0.0187685,0.89064,-0.294111,-2.73043,0.24652,0.00291137,22.6176,-0.0187685,0.89064,-0.294111,-2.73043,0.24652,0.00291137,22.6176,-0.0187685,0.89064,-0.294111,-2.73043,0.24652,-0.0998811,22.5383,0.482935,0.0363693,-0.247029,2.67678,0.00229658,0.0530445,22.3941,0.52944,-1.78479,-0.0516228,2.51024,0.00229658,-0.181254,22.3869,0.476937,1.84259,-1.1353,1.01079,0.00229525,0.0486613,22.5901,0.481425,1.71442,-0.68759,-2.80267,0.00229525,-0.0704036,22.4665,0.636119,0.276694,-1.15264,0.198088,0.00230071,0.0112615,22.3657,0.396777,-3.08915,-0.339893,1.2503,0.00230071,
0.7575,-0.00179478,21.8401,-0.0101158,0.81051,0.723032,2.95835,0.24652,-0.00179478,21.8401,-0.0101158,0.81051,0.723032,2.95835,0.24652,-0.00179478,21.8401,-0.0101158,0.81051,0.723032,2.95835,0.24652,-0.00179478,21.8401,-0.0101158,0.81051,0.723032,2.95835,0.24652,-0.00179478,21.8401,-0.0101158,0.81051,0.723032,2.95835,0.24652,-0.0312081,22.2799,0.270172,-0.118046,0.575294,1.09188,0.00229658,0.0812704,22.3283,0.44052,-2.45053,-1.08906,-2.89435,0.00229658,-0.0794477,22.2107,0.420332,1.80813,-0.250509,1.63244,0.00229525,0.117337,22.316,0.217742,1.93266,0.781309,-2.70849,0.00229525,0.0253265,22.3861,0.38098,0.927652,-0.0636346,-0.380496,0.00230071,0.15299,22.1742,0.345456,2.91952,-0.29473,3.11932,0.00230071,
0.7676,-0.00514954,21.0822,0.0207482,-0.942817,1.09495,1.02559,0.24652,-0.00514954,21.0822,0.0207482,-0.942817,1.09495,1.02559,0.24652,-0.00514954,21.0822,0.0207482,-0.942817,1.09495,1.02559,0.24652,-0.00514954,21.0822,0.0207482,-0.942817,1.09495,1.02559,0.24652,-0.00514954,21.0822,0.0207482,-0.942817,1.09495,1.02559,0.24652,-0.00158367,21.5059,-0.228658,-0.86631,0.877654,-0.419284,0.00229658,0.209979,21.6489,-0.203685,0.507009,-0.648124,0.794497,0.00229658,0.0368923,21.6183,-0.07932,1.9821,0.485523,2.21076,0.00229525,0.128661,21.4741,-0.30119,3.05607,1.03501,-0.919841,0.00229525,0.0482534,21.6549,-0.286136,0.949268,1.06779,-1.28925,0.00230071,0.204113,21.5209,-0.13733,2.59774,-0.469482,-2.44123,0.00230071,
0.7777,-0.00365978,20.3424,0.03796,-1.59126,0.238767,0.420625,0.24652,-0.00365978,20.3424,0.03796,-1.59126,0.238767,0.420625,0.24652,-0.00365978,20.3424,0.03796,-1.59126,0.238767,0.420625,0.24652,-0.00365978,20.3424,0.03796,-1.59126,0.238767,0.420625,0.24652,-0.00365978,20.3424,0.03796,-1.59126,0.238767,0.420625,0.24652,-0.0293069,20.3035,-0.501829,-0.890888,-0.047213,-0.779761,0.00229658,0.197294,20.3699,-0.539052,0.27306,0.100479,-0.624796,0.00229658,0.00949814,20.4885,-0.505812,2.50919,1.26133,2.94286,0.00229525,0.0698037,20.1904,-0.483646,-1.80981,0.480968,0.478755,0.00229525,0.0679292,20.3374,-0.642163,-0.643267,0.925919,-2.49797,0.00230071,0.151193,20.3801,-0.410594,2.35822,0.425137,-1.63105,0.00230071,
