time,0_rod(payload_bars compound_2TN9i4).X,0_rod(payload_bars compound_2TN9i4).Y,0_rod(payload_bars compound_2TN9i4).Z,0_rod(payload_bars compound_2TN9i4).Euler1,0_rod(payload_bars compound_2TN9i4).Euler2,0_rod(payload_bars compound_2TN9i4).Euler3,0_rod(payload_bars compound_2TN9i4).mass,1_rod(payload_bars compound_2TN9i4).X,1_rod(payload_bars compound_2TN9i4).Y,1_rod(payload_bars compound_2TN9i4).Z,1_rod(payload_bars compound_2TN9i4).Euler1,1_rod(payload_bars compound_2TN9i4).Euler2,1_rod(payload_bars compound_2TN9i4).Euler3,1_rod(payload_bars compound_2TN9i4).mass,2_rod(payload_bars compound_2TN9i4).X,2_rod(payload_bars compound_2TN9i4).Y,2_rod(payload_bars compound_2TN9i4).Z,2_rod(payload_bars compound_2TN9i4).Euler1,2_rod(payload_bars compound_2TN9i4).Euler2,2_rod(payload_bars compound_2TN9i4).Euler3,2_rod(payload_bars compound_2TN9i4).mass,3_rod(payload_bars compound_2TN9i4).X,3_rod(payload_bars compound_2TN9i4).Y,3_rod(payload_bars compound_2TN9i4).Z,3_rod(payload_bars compound_2TN9i4).Euler1,3_rod(payload_bars compound_2TN9i4).Euler2,3_rod(payload_bars compound_2TN9i4).Euler3,3_rod(payload_bars compound_2TN9i4).mass,4_rod(payload_bars compound_2TN9i4).X,4_rod(payload_bars compound_2TN9i4).Y,4_rod(payload_bars compound_2TN9i4).Z,4_rod(payload_bars compound_2TN9i4).Euler1,4_rod(payload_bars compound_2TN9i4).Euler2,4_rod(payload_bars compound_2TN9i4).Euler3,4_rod(payload_bars compound_2TN9i4).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.6565,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.27274,93.7682,-1.11966,-0.0335608,0.00668351,2.69747,0.199491,3.41328,93.7723,-0.796638,0.0367486,-0.107174,2.67662,0.199491,0.454585,93.3038,-0.243283,0.278195,0.0703623,-2.01535,0.199491,0.869824,96.7396,-1.64779,-0.189228,-0.16398,-2.03477,0.199491,0.648063,96.0078,0.291642,-1.70521,-1.23199,0.14789,0.199645,-0.105637,94.0262,-3.25228,-1.68612,-1.22449,0.124396,0.199491,
0.6666,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.22869,93.871,-1.11641,-0.0467007,0.030577,2.69039,0.199491,3.37936,93.8912,-0.78012,-0.0827619,0.123479,2.66433,0.199491,0.450351,93.4508,-0.233017,0.269959,0.0632434,-2.02546,0.199491,0.86713,96.8227,-1.66008,-0.171637,-0.16512,-2.04968,0.199491,0.618294,96.126,0.275759,-1.78079,-1.34474,0.222109,0.199645,-0.0937365,94.1294,-3.21844,-1.65655,-1.09477,0.099932,0.199491,
0.6767,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.18782,93.9657,-1.11405,-0.0390299,0.0111521,2.68383,0.199491,3.34344,93.9987,-0.765391,-0.127294,0.200515,2.64648,0.199491,0.449457,93.5845,-0.221209,0.185928,0.0174278,-2.0376,0.199491,0.861792,96.8967,-1.66834,-0.000763418,-0.0821329,-2.08614,0.199491,0.591479,96.2332,0.254855,-1.82812,-1.38349,0.269941,0.199645,-0.0803149,94.2256,-3.18247,-1.67853,-1.15056,0.123278,0.199491,
0.6868,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.1463,94.0512,-1.10904,-0.0114178,-0.050864,2.676,0.199491,3.3109,94.0981,-0.750246,-0.122774,0.186518,2.6363,0.199491,0.445597,93.7088,-0.213819,0.0659393,-0.0487596,-2.04517,0.199491,0.856157,96.9529,-1.67498,0.189097,0.0223974,-2.10642,0.199491,0.562418,96.3358,0.238168,-1.7509,-1.30896,0.196842,0.199645,-0.0654173,94.3107,-3.151,-1.74343,-1.27861,0.186674,0.199491,
0.6969,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.10611,94.1283,-1.10325,0.0253859,-0.129007,2.66491,0.199491,3.27976,94.1881,-0.735667,-0.0536848,0.0602825,2.6334,0.199491,0.441584,93.8228,-0.205138,-0.0585696,-0.119229,-2.04314,0.199491,0.848779,96.9962,-1.6781,0.278286,0.0728718,-2.1177,0.199491,0.533571,96.4293,0.220163,-1.69452,-1.20605,0.145603,0.199645,-0.0488919,94.3859,-3.12323,-1.89726,-1.40044,0.338624,0.199491,
0.707,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.06997,94.1923,-1.09789,0.0594888,-0.197436,2.65084,0.199491,3.24911,94.2692,-0.723216,0.0761161,-0.168403,2.61489,0.199491,0.43599,93.9271,-0.196921,-0.121052,-0.158754,-2.04141,0.199491,0.844363,97.0319,-1.68192,0.271085,0.066432,-2.13439,0.199491,0.50744,96.5108,0.200948,-1.67932,-1.16183,0.134296,0.199645,-0.0329146,94.4524,-3.09052,-1.90037,-1.39455,0.343916,0.199491,
0.7171,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.03277,94.245,-1.09119,0.0818001,-0.23858,2.63896,0.199491,3.21382,94.3391,-0.706005,0.150344,-0.286419,2.58639,0.199491,0.434711,94.021,-0.188184,-0.0135214,-0.110535,-2.0645,0.199491,0.842818,97.0672,-1.68968,0.133692,-0.0260542,-2.15218,0.199491,0.480084,96.5776,0.18136,-1.7319,-1.27538,0.185489,0.199645,-0.0193175,94.5068,-3.06012,-1.77612,-1.28446,0.225622,0.199491,
0.7272,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.99983,94.2864,-1.08531,0.0652423,-0.209738,2.63527,0.199491,3.18248,94.3983,-0.689803,0.112442,-0.225756,2.58453,0.199491,0.432251,94.108,-0.180951,0.133139,-0.0356157,-2.08461,0.199491,0.838271,97.0947,-1.6955,-0.060483,-0.160841,-2.14909,0.199491,0.459294,96.6324,0.162961,-1.89996,-1.40841,0.35245,0.199645,-0.0078065,94.5499,-3.02952,-1.75435,-1.2402,0.207967,0.199491,
0.7373,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.97176,94.3185,-1.082,0.0199958,-0.130944,2.63502,0.199491,3.15751,94.4492,-0.674076,-0.0113731,-0.0273591,2.58841,0.199491,0.42812,94.1825,-0.171189,0.169789,-0.0193113,-2.0956,0.199491,0.834221,97.1084,-1.69983,-0.0155022,-0.139538,-2.16885,0.199491,0.439701,96.6834,0.148043,-1.80242,-1.34276,0.259734,0.199645,0.00219476,94.5807,-3.00337,-1.95933,-1.39186,0.410052,0.199491,
0.7474,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.95304,94.3421,-1.07967,0.000429722,-0.0986321,2.62866,0.199491,3.13687,94.4906,-0.653112,0.00319372,-0.0500886,2.5763,0.199491,0.426733,94.2388,-0.159409,0.0297314,-0.105631,-2.09771,0.199491,0.830868,97.1182,-1.70511,0.179865,-0.00806868,-2.19593,0.199491,0.421952,96.7233,0.129209,-1.72087,-1.23775,0.183826,0.199645,0.011923,94.6026,-2.97863,-2.03787,-1.41044,0.490794,0.199491,
0.7575,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.94278,94.3554,-1.07834,0.04044,-0.169068,2.61421,0.199491,3.12273,94.5266,-0.628312,0.129735,-0.238567,2.54661,0.199491,0.422729,94.2797,-0.146298,-0.0991197,-0.185437,-2.09025,0.199491,0.827669,97.12,-1.70687,0.0893149,-0.07826,-2.20389,0.199491,0.41075,96.7573,0.114369,-1.89604,-1.39146,0.357379,0.199645,0.0195259,94.6095,-2.96558,-1.81818,-1.28165,0.279255,0.199491,
0.7676,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.94703,94.3568,-1.08111,0.0781755,-0.229033,2.5965,0.199491,3.11482,94.5506,-0.601246,0.0615983,-0.134764,2.54847,0.199491,0.423377,94.3074,-0.128008,0.0291307,-0.116138,-2.12074,0.199491,0.828336,97.123,-1.71547,-0.0296708,-0.170058,-2.19835,0.199491,0.402585,96.7803,0.100752,-1.92045,-1.39701,0.384022,0.199645,0.0238525,94.603,-2.95025,-1.98072,-1.37508,0.441634,0.199491,
0.7777,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.96377,94.3457,-1.08902,0.0620889,-0.197773,2.58917,0.199491,3.11656,94.5667,-0.573815,0.00257488,-0.049004,2.54301,0.199491,0.423724,94.3243,-0.107624,0.170072,-0.0306357,-2.14281,0.199491,0.827152,97.1212,-1.72444,0.102674,-0.076124,-2.22412,0.199491,0.403094,96.7959,0.0945817,-1.76266,-1.2712,0.233845,0.199645,0.0244858,94.5803,-2.93933,-2.26007,-1.43785,0.721657,0.199491,
0.7878,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.98587,94.3282,-1.09317,0.042225,-0.159169,2.58037,0.199491,3.12219,94.5744,-0.538503,0.0944834,-0.178639,2.52254,0.199491,0.422132,94.321,-0.0868909,0.0877954,-0.0864976,-2.15085,0.199491,0.827009,97.1179,-1.73566,0.172125,-0.0252088,-2.23486,0.199491,0.406618,96.8024,0.0874035,-1.95274,-1.39253,0.422417,0.199645,0.0244636,94.5429,-2.93713,-1.95376,-1.34519,0.424675,0.199491,
0.7979,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.01454,94.3069,-1.09786,0.0361511,-0.141235,2.56714,0.199491,3.13709,94.574,-0.500982,0.140069,-0.234233,2.50413,0.199491,0.418722,94.2982,-0.0638508,-0.0456632,-0.17782,-2.14631,0.199491,0.826171,97.1043,-1.74585,0.0284461,-0.140376,-2.22758,0.199491,0.408032,96.8022,0.0772272,-2.34553,-1.46398,0.814541,0.199645,0.0263648,94.4938,-2.93694,-1.98819,-1.35461,0.462864,0.199491,
0.808,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.04787,94.2713,-1.10782,0.0307995,-0.124135,2.55296,0.199491,3.15368,94.5618,-0.465759,0.0782834,-0.147699,2.50687,0.199491,0.41591,94.267,-0.037801,-0.0505446,-0.186284,-2.15704,0.199491,0.825645,97.085,-1.75673,-0.0617125,-0.211726,-2.21719,0.199491,0.415273,96.7961,0.0735525,-2.05419,-1.40549,0.528942,0.199645,0.024516,94.4309,-2.93802,-2.29037,-1.4263,0.765362,0.199491,
0.8181,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.08574,94.2227,-1.11971,0.0346084,-0.119923,2.5375,0.199491,3.17235,94.5388,-0.430407,0.00250112,-0.0449376,2.50517,0.199491,0.414819,94.2264,-0.0122129,0.050116,-0.122537,-2.18418,0.199491,0.825745,97.062,-1.77019,-0.0458969,-0.203555,-2.22646,0.199491,0.424915,96.7769,0.0703088,-1.87764,-1.31614,0.35937,0.199645,0.0203623,94.3578,-2.93467,-2.37827,-1.43255,0.857588,0.199491,
0.8282,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.12349,94.1658,-1.12818,0.0604033,-0.146973,2.51948,0.199491,3.19062,94.5089,-0.39254,-0.0480246,0.020827,2.49676,0.199491,0.412358,94.1747,0.013538,0.155547,-0.0494759,-2.2063,0.199491,0.825314,97.0291,-1.78572,0.0431029,-0.137741,-2.24558,0.199491,0.434024,96.7464,0.0659479,-1.88032,-1.30388,0.365813,0.199645,0.0189156,94.2723,-2.93425,-2.33336,-1.42224,0.817772,0.199491,
0.8383,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.16019,94.0993,-1.13598,0.0921184,-0.179974,2.49985,0.199491,3.20836,94.4699,-0.353963,-0.0692359,0.046144,2.48708,0.199491,0.409143,94.1128,0.0406967,0.242449,0.0149776,-2.22111,0.199491,0.824321,96.9856,-1.80091,0.148343,-0.0549104,-2.2597,0.199491,0.443501,96.7061,0.0622024,-1.95299,-1.33333,0.440082,0.199645,0.0179079,94.1759,-2.93756,-2.28915,-1.41128,0.778673,0.199491,
0.8484,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.18983,94.0234,-1.13818,0.20011,-0.313024,2.4631,0.199491,3.22756,94.4199,-0.316644,-0.0538556,0.0238833,2.47868,0.199491,0.405091,94.0408,0.0680183,0.303219,0.0631276,-2.23164,0.199491,0.823688,96.932,-1.81456,0.230518,0.0120607,-2.26651,0.199491,0.453555,96.6575,0.059436,-2.07012,-1.36972,0.55829,0.199645,0.0166632,94.0727,-2.93914,-2.25124,-1.40015,0.744599,0.199491,
0.8585,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.18839,93.9509,-1.12926,0.357354,-0.490536,2.39326,0.199491,3.25113,94.3547,-0.282974,0.0223351,-0.0737748,2.46875,0.199491,0.38833,93.9526,0.101175,0.149137,-0.0576895,-2.24083,0.199491,0.820237,96.8643,-1.8319,0.239309,0.0186213,-2.27251,0.199491,0.461338,96.5892,0.0686167,-2.36141,-1.42239,0.850153,0.199645,0.0267625,93.9869,-2.92926,-2.25458,-1.40269,0.743203,0.199491,
0.8686,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.17374,93.8697,-1.12143,0.308233,-0.452622,2.40683,0.199491,3.26501,94.2675,-0.249889,-0.103998,0.0901405,2.46643,0.199491,0.381737,93.8564,0.142098,-0.0953166,-0.245218,-2.20453,0.199491,0.812087,96.7999,-1.83343,0.0984547,-0.103854,-2.27206,0.199491,0.456119,96.515,0.090323,-2.7927,-1.45103,1.28072,0.199645,0.0297256,93.905,-2.90965,-2.40655,-1.42272,0.892628,0.199491,
0.8787,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.15998,93.7578,-1.10731,0.0858299,-0.213102,2.47992,0.199491,3.26331,94.1816,-0.215914,-0.157961,0.15638,2.46198,0.199491,0.375475,93.7589,0.176056,0.138022,-0.0725274,-2.2383,0.199491,0.816152,96.7375,-1.81426,-0.0680926,-0.241656,-2.24545,0.199491,0.437384,96.4427,0.13402,-2.30971,-1.40954,0.800421,0.199645,0.0272041,93.8126,-2.89129,-2.28744,-1.40004,0.778608,0.199491,
0.8888,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.14307,93.6552,-1.08442,-0.0179253,-0.0826955,2.50194,0.199491,3.26104,94.0879,-0.175923,-0.0511295,0.0227187,2.47745,0.199491,0.363711,93.6563,0.207887,0.221419,-0.0138135,-2.23578,0.199491,0.80008,96.6598,-1.78727,-0.0528329,-0.236127,-2.24644,0.199491,0.421145,96.342,0.187013,-2.14821,-1.36875,0.646321,0.199645,0.0356065,93.73,-2.8627,-2.27439,-1.39605,0.7655,0.199491,
0.8989,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.1412,93.5414,-1.06135,-0.0234686,-0.0721591,2.51181,0.199491,3.26356,93.9921,-0.136275,0.0362264,-0.0898034,2.48192,0.199491,0.349684,93.5463,0.235642,0.00241371,-0.189163,-2.20429,0.199491,0.782669,96.5695,-1.73932,0.173022,-0.0597763,-2.27357,0.199491,0.39455,96.2311,0.239966,-2.59236,-1.42841,1.08932,0.199645,0.0474067,93.6478,-2.82327,-2.45383,-1.41928,0.944319,0.199491,
0.909,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.14492,93.4162,-1.04136,0.0398318,-0.152589,2.5168,0.199491,3.2649,93.8911,-0.103823,0.00116561,-0.0468389,2.49173,0.199491,0.34103,93.4302,0.266644,-0.136168,-0.290042,-2.15928,0.199491,0.76305,96.4637,-1.66815,0.258476,0.00129247,-2.27022,0.199491,0.357504,96.1216,0.304349,-2.6202,-1.42747,1.12135,0.199645,0.0596334,93.5542,-2.7931,-2.32911,-1.39806,0.825006,0.199491,
0.9191,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.15418,93.2827,-1.01971,0.175689,-0.329537,2.49897,0.199491,3.25675,93.7791,-0.0628815,0.0693318,-0.132926,2.49495,0.199491,0.333859,93.3029,0.300393,-0.0956738,-0.269247,-2.15656,0.199491,0.753503,96.3474,-1.61052,0.193139,-0.0643611,-2.26279,0.199491,0.324438,95.9934,0.367395,-2.14676,-1.35439,0.660051,0.199645,0.0730708,93.4644,-2.75428,-2.12554,-1.34822,0.629133,0.199491,
0.9292,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.16394,93.1401,-0.998765,0.315745,-0.499564,2.45891,0.199491,3.24842,93.6541,-0.0225361,0.188205,-0.284115,2.47965,0.199491,0.33236,93.1673,0.335958,0.0585655,-0.173336,-2.17726,0.199491,0.741636,96.2243,-1.55268,0.0584067,-0.183138,-2.24053,0.199491,0.289828,95.8525,0.430029,-1.94793,-1.27324,0.471512,0.199645,0.0892746,93.3672,-2.71188,-2.08133,-1.32747,0.589216,0.199491,
0.9393,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.15829,92.9818,-0.978813,0.287365,-0.483102,2.48458,0.199491,3.23815,93.5217,0.0195132,0.24222,-0.351684,2.47288,0.199491,0.327161,93.0212,0.371639,0.218194,-0.0695589,-2.18488,0.199491,0.722137,96.0986,-1.48979,-0.0387755,-0.263634,-2.21223,0.199491,0.2628,95.7021,0.493882,-1.92387,-1.25626,0.452757,0.199645,0.0981748,93.2574,-2.67418,-2.16663,-1.3501,0.674703,0.199491,
0.9494,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.14905,92.8153,-0.951605,0.161787,-0.335029,2.5479,0.199491,3.22832,93.3796,0.0624922,0.169698,-0.265421,2.50518,0.199491,0.319071,92.8661,0.402747,0.242795,-0.061922,-2.17512,0.199491,0.705591,95.9653,-1.43054,-0.0726241,-0.294789,-2.19509,0.199491,0.238893,95.5387,0.559587,-2.15263,-1.34727,0.679107,0.199645,0.0999093,93.135,-2.63827,-2.3092,-1.375,0.81822,0.199491,
0.9595,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.13339,92.6458,-0.921337,0.0704812,-0.209465,2.58799,0.199491,3.22192,93.2253,0.105504,0.0726146,-0.135436,2.53487,0.199491,0.308262,92.7017,0.434457,0.170973,-0.120386,-2.15658,0.199491,0.687834,95.8191,-1.37283,-0.0315412,-0.272084,-2.19633,0.199491,0.20707,95.3656,0.626454,-2.74257,-1.42045,1.26371,0.199645,0.111103,93.0054,-2.59873,-2.27502,-1.36522,0.7855,0.199491,
0.9696,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.11561,92.4709,-0.889974,0.0205555,-0.135646,2.61303,0.199491,3.21739,93.0582,0.146735,0.0165534,-0.0533697,2.55159,0.199491,0.296633,92.5219,0.467702,0.0734654,-0.189858,-2.12821,0.199491,0.670893,95.6642,-1.31538,0.0745709,-0.204231,-2.21271,0.199491,0.174849,95.18,0.690169,-3.13371,-1.42301,1.65388,0.199645,0.123543,92.8746,-2.55215,-2.13896,-1.32688,0.653302,0.199491,
0.9797,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.09719,92.2844,-0.860884,0.00623944,-0.120664,2.63195,0.199491,3.2101,92.8802,0.185262,0.0425815,-0.0907702,2.56133,0.199491,0.287766,92.333,0.500712,-0.00169715,-0.239565,-2.09699,0.199491,0.655306,95.4987,-1.25264,0.21226,-0.109044,-2.22872,0.199491,0.14353,94.9911,0.760711,-2.69233,-1.4104,1.22054,0.199645,0.13502,92.7317,-2.50992,-2.07512,-1.2995,0.59226,0.199491,
0.9898,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.07661,92.0884,-0.833983,0.0706731,-0.245028,2.63861,0.199491,3.19437,92.6988,0.229534,-0.0399565,0.0467103,2.57707,0.199491,0.281188,92.1325,0.538527,0.0348556,-0.224308,-2.08786,0.199491,0.637992,95.3274,-1.18217,0.263673,-0.0799643,-2.22471,0.199491,0.109096,94.7921,0.832711,-1.94282,-1.24235,0.492307,0.199645,0.142686,92.5906,-2.46591,-2.08408,-1.29763,0.603362,0.199491,
0.9999,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.05837,91.8839,-0.805888,0.181361,-0.446146,2.62229,0.199491,3.18129,92.5178,0.274276,-0.070377,0.106958,2.59118,0.199491,0.273275,91.9299,0.572582,0.182111,-0.1492,-2.09535,0.199491,0.615963,95.1505,-1.09524,0.151248,-0.174578,-2.19692,0.199491,0.0695575,94.5806,0.910753,-1.86214,-1.18124,0.421099,0.199645,0.148811,92.4509,-2.41507,-2.0566,-1.28101,0.580065,0.199491,
1.01,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.02883,91.6755,-0.771819,0.18203,-0.471508,2.64775,0.199491,3.16484,92.3356,0.321198,-0.00899372,0.0152796,2.61729,0.199491,0.258752,91.7291,0.600515,0.116902,-0.19477,-2.05902,0.199491,0.580952,94.9739,-0.988407,-0.00864914,-0.289833,-2.13947,0.199491,0.0311776,94.3584,1.00309,-2.19541,-1.33063,0.746313,0.199645,0.155079,92.3214,-2.35689,-1.98114,-1.24113,0.509772,0.199491,
1.0201,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.99736,91.4615,-0.734851,0.0864422,-0.316935,2.71756,0.199491,3.14721,92.1569,0.368631,0.071794,-0.123293,2.64104,0.199491,0.244346,91.5305,0.626637,0.022391,-0.248698,-2.00628,0.199491,0.542553,94.7962,-0.862091,0.0431738,-0.265479,-2.12696,0.199491,-0.0149469,94.1256,1.1084,-2.09841,-1.29389,0.659623,0.199645,0.157374,92.2023,-2.29129,-2.00371,-1.24921,0.5348,0.199491,
1.0302,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.9665,91.2497,-0.696987,0.0490642,-0.248167,2.76676,0.199491,3.12356,91.9674,0.416893,0.171968,-0.309479,2.65105,0.199491,0.235282,91.3245,0.656661,0.154642,-0.197594,-1.9994,0.199491,0.507159,94.617,-0.732017,0.259285,-0.142934,-2.14389,0.199491,-0.0626769,93.8815,1.22139,-1.80607,-1.10146,0.39204,0.199645,0.163645,92.0901,-2.21793,-1.92375,-1.19315,0.462375,0.199491,
1.0403,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.94069,91.0385,-0.662504,0.08757,-0.370334,2.79507,0.199491,3.10639,91.7671,0.461528,0.141645,-0.263945,2.69249,0.199491,0.22882,91.1075,0.687699,0.188119,-0.194426,-1.96863,0.199491,0.47753,94.4317,-0.592526,0.155098,-0.21888,-2.09931,0.199491,-0.11105,93.63,1.33993,-1.93733,-1.20372,0.515858,0.199645,0.173713,91.9744,-2.1406,-1.9233,-1.18632,0.463297,0.199491,
1.0504,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.90906,90.8297,-0.62976,0.104562,-0.468853,2.82655,0.199491,3.09844,91.5583,0.514124,0.106045,-0.198032,2.73577,0.199491,0.21575,90.8759,0.716552,0.0408004,-0.25602,-1.89728,0.199491,0.449652,94.2419,-0.450585,0.0418352,-0.286099,-2.04144,0.199491,-0.143729,93.3709,1.46011,-1.86423,-1.13465,0.452418,0.199645,0.175805,91.8551,-2.05896,-1.87481,-1.13873,0.417371,0.199491,
