time,0_rod(payload_bars compound_2TN9i4).X,0_rod(payload_bars compound_2TN9i4).Y,0_rod(payload_bars compound_2TN9i4).Z,0_rod(payload_bars compound_2TN9i4).Euler1,0_rod(payload_bars compound_2TN9i4).Euler2,0_rod(payload_bars compound_2TN9i4).Euler3,0_rod(payload_bars compound_2TN9i4).mass,1_rod(payload_bars compound_2TN9i4).X,1_rod(payload_bars compound_2TN9i4).Y,1_rod(payload_bars compound_2TN9i4).Z,1_rod(payload_bars compound_2TN9i4).Euler1,1_rod(payload_bars compound_2TN9i4).Euler2,1_rod(payload_bars compound_2TN9i4).Euler3,1_rod(payload_bars compound_2TN9i4).mass,2_rod(payload_bars compound_2TN9i4).X,2_rod(payload_bars compound_2TN9i4).Y,2_rod(payload_bars compound_2TN9i4).Z,2_rod(payload_bars compound_2TN9i4).Euler1,2_rod(payload_bars compound_2TN9i4).Euler2,2_rod(payload_bars compound_2TN9i4).Euler3,2_rod(payload_bars compound_2TN9i4).mass,3_rod(payload_bars compound_2TN9i4).X,3_rod(payload_bars compound_2TN9i4).Y,3_rod(payload_bars compound_2TN9i4).Z,3_rod(payload_bars compound_2TN9i4).Euler1,3_rod(payload_bars compound_2TN9i4).Euler2,3_rod(payload_bars compound_2TN9i4).Euler3,3_rod(payload_bars compound_2TN9i4).mass,4_rod(payload_bars compound_2TN9i4).X,4_rod(payload_bars compound_2TN9i4).Y,4_rod(payload_bars compound_2TN9i4).Z,4_rod(payload_bars compound_2TN9i4).Euler1,4_rod(payload_bars compound_2TN9i4).Euler2,4_rod(payload_bars compound_2TN9i4).Euler3,4_rod(payload_bars compound_2TN9i4).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.2626,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.29652,96.0164,-0.556311,-0.0141002,0.00932779,-2.3407,0.199491,3.31556,96.0371,-0.622493,-0.0140524,-0.0128552,-2.36113,0.199491,0.458321,95.2694,-0.779626,-0.00507704,-0.00347054,-0.775468,0.199491,0.83365,97.6294,1.91216,-0.00512962,-0.00819159,-0.809009,0.199491,0.689842,95.6383,1.87311,-1.56628,-0.0271047,-0.00784311,0.199645,-0.267015,98.2663,-1.06188,-1.5698,0.0193384,-0.00685382,0.199491,
0.2727,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.29078,95.7502,-0.55635,-0.0150638,0.00938317,-2.34005,0.199491,3.31249,95.7734,-0.623804,-0.0146493,-0.013433,-2.36133,0.199491,0.457801,95.0052,-0.778272,-0.00518917,-0.00373706,-0.775051,0.199491,0.833067,97.3641,1.90937,-0.00548655,-0.00838303,-0.809993,0.199491,0.686288,95.3727,1.87261,-1.56588,-0.0283318,-0.00794927,0.199645,-0.265215,97.9994,-1.05959,-1.56978,0.0205378,-0.00714594,0.199491,
0.2828,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.28504,95.474,-0.556394,-0.0160354,0.0094343,-2.3394,0.199491,3.30941,95.4997,-0.625115,-0.0152459,-0.014011,-2.36153,0.199491,0.457277,94.7311,-0.776916,-0.00530109,-0.00400626,-0.774634,0.199491,0.832482,97.0887,1.90658,-0.00584357,-0.00857238,-0.810977,0.199491,0.682737,95.0971,1.87211,-1.56549,-0.0295462,-0.00805763,0.199645,-0.263415,97.7225,-1.0573,-1.56975,0.0217383,-0.00743788,0.199491,
0.2929,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.2793,95.1878,-0.556445,-0.0170137,0.00948182,-2.33875,0.199491,3.30634,95.2159,-0.626425,-0.0158424,-0.0145893,-2.36173,0.199491,0.456748,94.447,-0.775559,-0.00541221,-0.00427793,-0.774217,0.199491,0.831894,96.8034,1.9038,-0.00620072,-0.00875987,-0.81196,0.199491,0.67919,94.8114,1.87162,-1.5651,-0.0307482,-0.00816805,0.199645,-0.261612,97.4356,-1.05501,-1.56973,0.0229382,-0.00773025,0.199491,
0.303,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.27356,94.8916,-0.556451,-0.0181008,0.00942662,-2.33811,0.199491,3.30327,94.9222,-0.627736,-0.0164386,-0.0151678,-2.36193,0.199491,0.456203,94.1529,-0.774197,-0.00552048,-0.0045563,-0.773801,0.199491,0.831301,96.508,1.90102,-0.00655837,-0.0089428,-0.812942,0.199491,0.675655,94.5158,1.87106,-1.56472,-0.0317989,-0.00824071,0.199645,-0.2598,97.1387,-1.05271,-1.56971,0.02413,-0.00802979,0.199491,
0.3131,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.26781,94.5853,-0.5564,-0.0194967,0.00908749,-2.33746,0.199491,3.30019,94.6184,-0.629046,-0.0170346,-0.0157466,-2.36213,0.199491,0.455543,93.8488,-0.772809,-0.00560671,-0.00489124,-0.773392,0.199491,0.830682,96.2026,1.89827,-0.00691895,-0.0091021,-0.813916,0.199491,0.672205,94.2102,1.8704,-1.56438,-0.032396,-0.00825221,0.199645,-0.25794,96.8319,-1.05042,-1.5697,0.0253104,-0.00833915,0.199491,
0.3232,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.26206,94.2689,-0.55635,-0.020912,0.00873209,-2.33681,0.199491,3.29712,94.3046,-0.630357,-0.0176303,-0.0163256,-2.36233,0.199491,0.454868,93.5347,-0.771396,-0.00569631,-0.00522882,-0.772976,0.199491,0.830061,95.8873,1.89551,-0.00727968,-0.00926021,-0.81489,0.199491,0.668766,93.8946,1.86973,-1.56405,-0.0329608,-0.00826142,0.199645,-0.256074,96.515,-1.04815,-1.56969,0.0264985,-0.00865254,0.199491,
0.3333,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.25631,93.9425,-0.5563,-0.022328,0.0083782,-2.33617,0.199491,3.29404,93.9809,-0.631668,-0.0182258,-0.0169048,-2.36253,0.199491,0.454193,93.2106,-0.769983,-0.00578606,-0.00556644,-0.77256,0.199491,0.829441,95.5619,1.89276,-0.00764037,-0.00941878,-0.815864,0.199491,0.665328,93.5691,1.86907,-1.56371,-0.0335256,-0.00827063,0.199645,-0.254208,96.1881,-1.04588,-1.56968,0.0276865,-0.00896594,0.199491,
0.3434,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.25057,93.6061,-0.556273,-0.0237245,0.00804031,-2.33553,0.199491,3.29099,93.6471,-0.633038,-0.018866,-0.017511,-2.36275,0.199491,0.453518,92.8766,-0.76857,-0.005876,-0.00590407,-0.772144,0.199491,0.82882,95.2265,1.89001,-0.00800101,-0.00957781,-0.816838,0.199491,0.661889,93.2335,1.8684,-1.56337,-0.0340904,-0.00827984,0.199645,-0.252358,95.8512,-1.04352,-1.56967,0.0287509,-0.00925671,0.199491,
0.3535,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.24429,93.2561,-0.55835,-0.0278577,0.00553134,-2.33431,0.199491,3.25945,93.316,-0.654324,-0.384803,-0.380688,-2.29483,0.199491,0.458815,92.5237,-0.768779,-0.00928385,-0.00232239,-0.775304,0.199491,0.83198,94.8924,1.88117,-0.0011563,-0.0133939,-0.820533,0.199491,0.646603,92.9048,1.87266,-1.55671,-0.0195474,-0.00820277,0.199645,-0.249318,95.505,-1.04251,-1.56959,0.0282282,-0.00924643,0.199491,
0.3636,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.17962,92.8855,-0.569992,0.234187,0.275718,-2.31566,0.199491,3.17675,93.0011,-0.699047,-0.189238,-0.247827,-2.36645,0.199491,0.469631,92.1635,-0.786387,0.0100034,-0.0194315,-0.793848,0.199491,0.835247,94.5906,1.83864,0.022099,-0.036504,-0.835865,0.199491,0.574487,92.6397,1.88041,-1.53895,-0.00709425,-0.017357,0.199645,-0.246447,95.1488,-1.07519,-1.56631,-0.0238868,-0.00731634,0.199491,
0.3737,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.05502,92.5157,-0.603866,-0.0925423,-0.0127829,-2.3849,0.199491,3.11553,92.6714,-0.736074,-0.0507451,-0.128195,-2.42709,0.199491,0.45009,91.8442,-0.772392,-0.0124688,0.00184625,-0.829223,0.199491,0.788434,94.3181,1.74315,0.0152485,-0.0319583,-0.864422,0.199491,0.527058,92.4112,1.84687,-1.5321,-0.0448195,-0.0158707,0.199645,-0.244198,94.7843,-1.14322,-1.55686,-0.0548314,-0.0154762,0.199491,
0.3838,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.95454,92.1369,-0.658855,0.0159241,0.111348,-2.41634,0.199491,3.07302,92.3887,-0.760257,-0.223141,-0.313994,-2.43727,0.199491,0.40642,91.5605,-0.721611,0.018277,-0.0230447,-0.866127,0.199491,0.737578,94.1055,1.5698,0.033273,-0.0424243,-0.933828,0.199491,0.502418,92.1805,1.77428,-1.53024,-0.115965,-0.012003,0.199645,-0.26406,94.3888,-1.22998,-1.54542,-0.11038,-0.0218961,0.199491,
0.3939,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.87714,91.7651,-0.715111,0.186057,0.299714,-2.43958,0.199491,3.04476,92.1522,-0.826215,0.0144064,-0.0110626,-2.53888,0.199491,0.376364,91.317,-0.667098,-0.00316639,-0.000530253,-0.916392,0.199491,0.650736,93.9036,1.32813,0.0190471,-0.0295627,-1.03735,0.199491,0.457084,92.0144,1.7177,-1.5227,-0.14698,-0.00592538,0.199645,-0.28334,93.9776,-1.35078,-1.52398,-0.203224,-0.0292323,0.199491,
0.404,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.79089,91.3994,-0.757048,-0.152895,-0.138136,-2.53911,0.199491,2.98577,91.8667,-0.890547,-0.000141362,-0.0519761,-2.61806,0.199491,0.353859,91.0446,-0.648884,0.0149466,-0.0171585,-0.991831,0.199491,0.612334,93.7432,1.1106,0.0929277,-0.068708,-1.12324,0.199491,0.391824,91.9029,1.64477,-1.51223,-0.254409,-0.00623037,0.199645,-0.270381,93.5942,-1.51961,-1.5129,-0.281936,-0.0350764,0.199491,
0.4141,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.77868,91.0586,-0.772044,-0.0494979,0.0124837,-2.61318,0.199491,2.97206,91.5487,-0.934431,-0.034275,-0.138036,-2.69872,0.199491,0.348183,90.7453,-0.637801,0.0230462,-0.0251842,-1.07497,0.199491,0.587984,93.5962,0.876944,0.0262891,-0.0403868,-1.19907,0.199491,0.35377,91.7746,1.5594,-1.50738,-0.312103,-0.00663582,0.199645,-0.254002,93.2309,-1.71931,-1.5098,-0.350027,-0.040909,0.199491,
0.4242,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.83092,90.7899,-0.79306,0.31354,0.610626,-2.5953,0.199491,3.01817,91.2299,-0.994343,0.028614,-0.00917224,-2.78423,0.199491,0.359435,90.4388,-0.647674,-0.00691169,-0.0183347,-1.15176,0.199491,0.587539,93.4374,0.650368,0.0970904,-0.0657055,-1.2938,0.199491,0.355967,91.6569,1.49555,-1.51404,-0.396403,-0.00200042,0.199645,-0.244116,92.8371,-1.93663,-1.51587,-0.439526,-0.0322183,0.199491,
0.4343,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.87339,90.5771,-0.848275,-0.224631,-0.471068,-2.76018,0.199491,3.06423,90.8983,-1.03332,-0.0491107,-0.279856,-2.85852,0.199491,0.360364,90.1007,-0.680477,0.0581106,-0.0494479,-1.24493,0.199491,0.641572,93.2899,0.43097,-0.00941573,-0.0403619,-1.37398,0.199491,0.366777,91.595,1.43906,-1.52692,-0.519898,-0.00688126,0.199645,-0.213343,92.4649,-2.17181,-1.53242,-0.493762,-0.0264908,0.199491,
0.4444,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.96869,90.3457,-0.893507,-0.0752876,-0.0444752,-2.86722,0.199491,3.06746,90.6844,-1.05776,0.0592452,-0.049758,-2.97427,0.199491,0.369019,89.8078,-0.649801,-0.0048337,-0.0287538,-1.3334,0.199491,0.646779,93.1495,0.128006,0.019013,-0.0471091,-1.466,0.199491,0.339035,91.5948,1.34358,-1.50697,-0.55169,-0.00743171,0.199645,-0.210843,92.1936,-2.3794,-1.52658,-0.606477,-0.0323919,0.199491,
0.4545,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.93436,90.1553,-0.929071,-0.127715,-0.359914,-2.95323,0.199491,3.11022,90.6641,-1.09091,0.0951914,-0.134023,-3.05581,0.199491,0.379449,89.7171,-0.633025,0.039557,-0.039288,-1.4261,0.199491,0.531472,93.0027,-0.15253,-0.000601276,-0.0368699,-1.53845,0.199491,0.236225,91.741,1.25763,-1.48482,-0.613809,-0.00564713,0.199645,-0.264135,91.9768,-2.58493,-1.50688,-0.640039,-0.0217595,0.199491,
0.4646,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.82797,90.0676,-0.959912,-0.0196939,0.332271,-3.03469,0.199491,3.10908,90.73,-1.07861,0.122284,-0.119267,-3.13774,0.199491,0.267044,89.7256,-0.605606,0.0839245,-0.0437652,-1.51541,0.199491,0.501094,92.9803,-0.41314,0.403836,-0.0350762,-1.61558,0.199491,0.185617,91.9391,1.08816,-1.49363,-0.753203,0.0358363,0.199645,-0.315805,91.8585,-2.73057,-1.45933,-0.747936,-0.063074,0.199491,
0.4747,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.78216,90.0655,-0.984464,-0.0655081,-0.368974,-3.11125,0.199491,3.04523,90.8034,-1.07784,0.115592,-0.0013841,3.0769,0.199491,0.302121,89.9117,-0.568599,0.127494,-0.0488143,-1.58625,0.199491,0.456182,93.1726,-0.65795,-0.043419,-0.049988,-1.63189,0.199491,0.141484,92.1102,0.942311,-1.47732,-0.819057,0.0199148,0.199645,-0.302153,91.7731,-2.81955,-1.4652,-0.814055,-0.0433722,0.199491,
0.4848,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.77231,90.2331,-0.999965,-0.0263394,0.0515356,3.12159,0.199491,3.01458,90.96,-1.08783,0.0865181,0.0380785,3.0354,0.199491,0.294482,90.1575,-0.566364,0.0721213,-0.0539083,-1.63043,0.199491,0.430362,93.4152,-0.748689,0.155219,-0.0431704,-1.70946,0.199491,0.184629,92.3107,0.785841,-1.49167,-0.851856,0.0340436,0.199645,-0.274952,91.8164,-2.86788,-1.4702,-0.818721,-0.0361381,0.199491,
0.4949,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.80993,90.4668,-1.06218,0.00788917,-0.111664,3.08271,0.199491,2.98696,91.1209,-1.1167,0.0883945,-0.0742001,3.00752,0.199491,0.361119,90.4635,-0.575056,0.0500288,-0.0487702,-1.65449,0.199491,0.41983,93.7243,-0.790354,0.10298,-0.0554898,-1.77923,0.199491,0.235423,92.5532,0.712926,-1.48463,-0.931559,0.0138536,0.199645,-0.275988,91.9318,-2.85229,-1.48878,-0.84232,-0.0135438,0.199491,
0.505,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.88146,90.7361,-1.07584,0.0825375,-0.556819,3.0384,0.199491,2.99146,91.3347,-1.14522,0.0686534,-0.070006,2.97329,0.199491,0.381024,90.7397,-0.52928,0.149639,-0.0426436,-1.67722,0.199491,0.505418,93.9727,-0.914747,0.031155,-0.0743667,-1.81261,0.199491,0.232635,92.8233,0.718293,-1.48079,-0.938625,-0.00283076,0.199645,-0.229054,92.089,-2.89103,-1.51444,-1.18239,0.0112836,0.199491,
0.5151,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.93915,91.0071,-1.05831,-0.00214427,0.259182,3.00655,0.199491,3.03482,91.533,-1.11274,0.0671342,-0.0966044,2.94663,0.199491,0.389221,90.9799,-0.51046,0.109978,-0.0437824,-1.71052,0.199491,0.537555,94.2257,-0.984083,0.205494,-0.0255516,-1.83553,0.199491,0.271378,93.1055,0.662221,-1.49766,-0.951841,0.00393719,0.199645,-0.19582,92.2373,-2.98268,-1.51616,-0.95857,0.00824572,0.199491,
0.5252,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.97956,91.2729,-1.05435,-0.000714406,0.229975,2.95508,0.199491,3.10121,91.745,-1.05266,0.0748384,-0.133515,2.92068,0.199491,0.388727,91.1509,-0.523925,-0.099874,-0.0757564,-1.74336,0.199491,0.565913,94.4807,-1.04761,0.0730079,-0.0526817,-1.83393,0.199491,0.353283,93.3909,0.601895,-1.52496,-1.03501,0.0247864,0.199645,-0.23362,92.3809,-3.05763,-1.53307,-1.07675,0.0256503,0.199491,
0.5353,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.06093,91.5332,-1.09825,0.0704794,-0.0939007,2.90487,0.199491,3.17893,91.9387,-1.01341,0.0567302,-0.0259456,2.89764,0.199491,0.412325,91.2978,-0.526804,-0.133693,-0.0851124,-1.78137,0.199491,0.596037,94.7114,-1.08312,-0.136156,-0.0959221,-1.83212,0.199491,0.423317,93.7019,0.55914,-1.54574,-1.09265,0.0325708,0.199645,-0.255772,92.5113,-3.12008,-1.53194,-1.07905,0.022647,0.199491,
0.5454,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.15228,91.7824,-1.12195,0.175583,-0.429595,2.82407,0.199491,3.26011,92.1247,-0.987894,0.0538853,-0.0115524,2.87507,0.199491,0.430445,91.4486,-0.490969,0.207361,0.00338402,-1.82647,0.199491,0.6383,94.9314,-1.13004,0.128267,-0.0129755,-1.86495,0.199491,0.505412,93.986,0.505121,-1.56741,-1.02321,0.0451362,0.199645,-0.2812,92.6413,-3.19993,-1.53406,-0.847755,0.0262827,0.199491,
0.5555,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.23361,92.0225,-1.13812,0.0857067,-0.170495,2.81748,0.199491,3.33657,92.3004,-0.947827,0.0568161,-0.0547857,2.84769,0.199491,0.431,91.6164,-0.467965,-0.0355188,-0.0542931,-1.85947,0.199491,0.694119,95.1564,-1.19068,0.285972,0.0466205,-1.87689,0.199491,0.588451,94.2361,0.467462,-1.59609,-1.08222,0.0648716,0.199645,-0.285221,92.7617,-3.27789,-1.56974,-1.24112,0.0469911,0.199491,
0.5656,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.32053,92.2555,-1.14435,-0.00730757,0.067035,2.79568,0.199491,3.39844,92.4516,-0.922465,0.0311257,-0.0159225,2.82124,0.199491,0.456793,91.7933,-0.427811,-0.112468,-0.074381,-1.88697,0.199491,0.752719,95.393,-1.2799,0.0199201,-0.0294241,-1.89513,0.199491,0.672974,94.4546,0.428742,-1.6284,-1.16764,0.0846839,0.199645,-0.283549,92.8761,-3.329,-1.57551,-1.04916,0.0458703,0.199491,
0.5757,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.40337,92.4744,-1.149,-0.00660204,0.0125714,2.78451,0.199491,3.4596,92.5882,-0.904823,0.00378389,0.0147147,2.79031,0.199491,0.47405,91.9752,-0.383488,0.166481,0.0309735,-1.92521,0.199491,0.805266,95.6225,-1.3958,-0.160523,-0.087191,-1.90715,0.199491,0.744953,94.643,0.390985,-1.63076,-1.11358,0.0813983,0.199645,-0.249808,92.9971,-3.347,-1.58915,-1.05129,0.0419444,0.199491,
0.5858,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.45777,92.7098,-1.13377,0.0303631,-0.0871659,2.76355,0.199491,3.49929,92.7259,-0.894301,-0.130185,0.328368,2.74775,0.199491,0.484025,92.12,-0.353292,0.0646391,-0.00451512,-1.94695,0.199491,0.866427,95.8159,-1.48178,0.182444,0.0408137,-1.94592,0.199491,0.781003,94.8547,0.371997,-1.64916,-1.13156,0.0903673,0.199645,-0.217059,93.1156,-3.38726,-1.65271,-1.28232,0.0945699,0.199491,
0.5959,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.46259,92.9142,-1.14617,-0.0118385,-0.0121549,2.74899,0.199491,3.52438,92.8707,-0.881075,-0.0824491,0.211941,2.74157,0.199491,0.493372,92.2621,-0.320812,-0.108517,-0.0746613,-1.95772,0.199491,0.893556,95.9998,-1.53871,0.0678912,-0.00168335,-1.97204,0.199491,0.780058,95.0657,0.356863,-1.67348,-1.22546,0.105912,0.199645,-0.196717,93.2523,-3.39476,-1.61777,-1.05739,0.0553518,0.199491,
0.606,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.44814,93.0865,-1.14232,-0.0448343,0.046157,2.73807,0.199491,3.53416,93.0332,-0.865413,-0.0188719,0.0409474,2.73663,0.199491,0.480876,92.4454,-0.298155,0.142064,0.0285865,-1.97521,0.199491,0.896631,96.161,-1.59373,-0.153157,-0.101399,-1.97999,0.199491,0.790469,95.2419,0.350927,-1.66386,-1.13136,0.100733,0.199645,-0.18724,93.3932,-3.38508,-1.68707,-1.32767,0.11761,0.199491,
0.6161,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.41934,93.2396,-1.13822,0.00385392,-0.0648521,2.72932,0.199491,3.52863,93.1949,-0.856389,-0.0798554,0.149766,2.71713,0.199491,0.471242,92.6387,-0.285066,-0.101962,-0.0819937,-1.97978,0.199491,0.892689,96.3173,-1.60769,-0.02322,-0.0503259,-2.00047,0.199491,0.763922,95.4109,0.341573,-1.70822,-1.25356,0.143091,0.199645,-0.171368,93.5233,-3.36472,-1.63382,-1.10358,0.066573,0.199491,
0.6262,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.39266,93.386,-1.1324,0.0410975,-0.144999,2.71578,0.199491,3.50913,93.3549,-0.843613,-0.0292533,0.0290604,2.7114,0.199491,0.464187,92.8226,-0.274947,-0.278947,-0.164851,-1.96344,0.199491,0.887233,96.4401,-1.61992,0.146292,0.0236099,-2.0159,0.199491,0.734517,95.5748,0.335403,-1.7437,-1.30577,0.178867,0.199645,-0.151014,93.6595,-3.33962,-1.63576,-1.1044,0.0701361,0.199491,
0.6363,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.35159,93.5254,-1.13107,0.0249784,-0.110783,2.71017,0.199491,3.47708,93.5029,-0.826164,0.133015,-0.302585,2.67859,0.199491,0.462717,92.984,-0.262566,-0.143809,-0.114997,-1.98875,0.199491,0.880753,96.5545,-1.62962,0.0193006,-0.0433103,-2.03004,0.199491,0.709112,95.7314,0.318507,-1.68484,-1.18166,0.124998,0.199645,-0.141351,93.793,-3.30848,-1.74276,-1.36074,0.174982,0.199491,
0.6464,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.31353,93.653,-1.12965,-0.00821003,-0.0412775,2.70442,0.199491,3.44745,93.6418,-0.811655,0.1438,-0.314087,2.66521,0.199491,0.459818,93.145,-0.248439,0.145771,0.0119616,-2.01124,0.199491,0.876922,96.6521,-1.63951,-0.125764,-0.122752,-2.03123,0.199491,0.6758,95.876,0.302624,-1.66928,-1.13499,0.111361,0.199645,-0.124404,93.9168,-3.27708,-1.7757,-1.38007,0.20918,0.199491,
