0.0000,0.0000,0.0000
-0.5381,0.0601,-15.1000
0.0940,-0.0104,-9.9000
1.2496,-0.0324,-10.1000
-0.2590,-0.1424,-9.6000
-0.8611,-0.0216,-10.1000
0.4528,0.1964,-10.1000
-0.2222,0.1072,-10.3000
0.2087,-0.2310,-9.9000
-0.2328,-0.0001,-9.9000
0.1084,0.0381,-10.1000
0.1019,0.1818,-9.8000
-0.1502,-0.1884,-10.1000
0.0520,0.0641,-10.1000
0.0218,-0.0368,-10.0000
-0.0574,-0.0272,-10.0000
0.0487,0.0639,-9.9000
0.0007,0.0045,-10.1000
-0.0281,-0.0416,-10.0000
-0.0028,-0.0020,-10.0000
0.0188,0.0292,-10.0000
0.0076,-0.0028,-10.0000
-0.0176,-0.0070,-10.0000
0.0016,-0.0032,-10.0000
0.0002,-0.0082,-10.0000
0.0027,0.0113,-10.1000
0.0051,0.0011,-9.9000
-0.0048,-0.0004,-10.0000
-0.0023,0.0004,-10.1000
0.0032,-0.0080,-10.0000
-0.0048,0.0044,-9.9000
0.0007,-0.0014,-10.1000
0.0069,0.0061,-10.0000
0.0015,0.0014,-10.0000
-0.0096,-0.0098,-10.0000
-0.0030,-0.0004,-10.0000
0.0080,0.0079,-10.0000
0.0063,0.0020,-10.0000
-0.0063,-0.0048,-10.0000
-0.0080,-0.0051,-10.1000
0.0040,0.0046,-9.9000
0.0084,0.0045,-10.1000
-0.0024,-0.0024,-9.9000
-0.0076,-0.0050,-10.1000
0.0012,0.0027,-10.0000
0.0066,0.0035,-9.9000
-0.0009,-0.0016,-10.1000
-0.0060,-0.0039,-10.0000
0.0011,0.0026,-10.0000
0.0057,0.0029,-10.0000
-0.0012,-0.0019,-10.0000
-0.0062,-0.0040,-10.1000
0.0014,0.0027,-9.9000
0.0065,0.0037,-10.0000
-0.0008,-0.0017,-10.1000
-0.0072,-0.0047,-9.9000
0.0003,0.0018,-10.1000
0.0072,0.0044,-9.9000
0.0008,-0.0007,-10.1000
-0.0074,-0.0048,-10.0000
-0.0014,0.0006,-10.0000
0.0070,0.0044,-10.0000
0.0023,0.0001,-9.9000
-0.0068,-0.0043,-10.2000
-0.0026,-0.0003,-9.9000
0.0063,0.0040,-10.0000
0.0031,0.0005,-10.0000
-0.0061,-0.0038,-10.1000
-0.0034,-0.0008,-9.9000
0.0058,0.0039,-10.0000
0.0038,0.0007,-10.1000
-0.0056,-0.0035,-10.0000
-0.0042,-0.0013,-9.9000
0.0054,0.0038,-10.1000
0.0046,0.0010,-10.0000
-0.0051,-0.0032,-10.0000
-0.0050,-0.0018,-10.0000
0.0047,0.0037,-10.0000
0.0055,0.0013,-10.0000
-0.0043,-0.0028,-10.0000
-0.0058,-0.0022,-10.1000
0.0038,0.0034,-9.9000
0.0062,0.0016,-10.0000
-0.0034,-0.0024,-10.1000
-0.0063,-0.0025,-10.0000
0.0028,0.0031,-9.9000
0.0066,0.0018,-10.1000
-0.0024,-0.0021,-10.0000
-0.0066,-0.0027,-10.0000
0.0017,0.0028,-9.9500
0.0069,0.0020,-10.0400
-0.0014,-0.0018,-10.0200
-0.0068,-0.0029,-10.0100
0.0007,0.0025,-10.0000
0.0071,0.0022,-10.0100
-0.0004,-0.0016,-10.0000
-0.0795,-6.2156,-8.1400
-6.5262,-57.1146,684.0200
-25.4199,20.5415,675.3800
9.9732,9.9772,-114.2300
1.5761,6.8390,98.5700
-8.1927,-28.6360,73.0500
13.6845,-9.4470,-87.5700
-14.8520,25.5770,-36.3700
3.1340,12.6500,5.4800
5.7500,-5.1880,23.9200
-0.6570,-3.8170,-31.3700
-2.1270,-12.9230,-20.1300
-1.4430,4.5850,2.1900
0.3260,14.9250,-9.7600
0.0540,-4.4190,-10.1800
-0.2950,-12.2940,-11.9000
3.2210,8.7830,-15.0300
-2.7080,2.1840,-6.5500
-0.5300,-1.6750,-1.3300
0.2880,-2.5240,-16.4900
0.8210,3.0950,-11.5300
-1.7110,0.0320,-5.4800
2.0140,-3.5440,-11.9800
-1.5230,2.8080,-8.9900
0.2670,-0.8430,-9.0700
0.8240,-1.4040,-11.7000
-1.1350,0.5270,-8.1500
0.9590,-0.3400,-10.5900
-0.9010,-0.9500,-9.7300
1.0350,0.4200,-10.8100
-0.8420,-1.0100,-9.4000
0.3840,-0.1900,-10.2000
0.0620,0.0700,-10.5000
-0.0580,-0.5200,-10.4000
0.0440,-0.2100,-10.1000
-0.0690,-0.2300,-10.3000
0.2210,0.3400,-10.3000
-0.0490,-0.3600,-11.0000
-0.1550,0.0700,-9.7000
0.3520,0.1400,-10.5000
-0.3350,0.2800,-10.2000
0.4340,0.2700,-11.0000
-0.5570,0.0800,-9.5000
0.6480,0.2000,-10.4000
-0.5600,0.8000,-10.3000
0.4300,0.1900,-10.2000
-0.3900,0.0800,-9.6000
0.3300,0.5300,-10.3000
-0.2500,0.6600,-9.7000
0.0600,0.0800,-10.0000
-0.0100,0.0200,-9.8000
-0.0600,0.7000,-9.5000
-0.0100,0.2000,-9.9000
-0.0100,-0.1700,-9.6000
-0.0800,0.1800,-9.9000
0.0600,0.2000,-9.1000
-0.2000,-0.0400,-10.0000
0.2900,-0.3300,-9.7000
-0.4400,-0.0800,-9.5800
0.4200,-0.0800,-9.4600
-0.4300,-0.3800,-10.0700
0.4600,-0.2100,-9.7800
-0.5200,-0.6400,-9.7300
0.4600,-0.0300,-9.7400
-0.3200,-0.4700,-10.3100
0.2800,-0.3200,-9.9300
-0.2400,-0.6600,-10.1000
0.2100,-0.0600,-10.0100
-0.0400,-0.2700,-10.3300
0.0100,-0.3700,-10.4300
0.0400,-0.3900,-10.1500
0.0200,0.0900,-10.3200
