0.0900,-0.1800,-10.2800
-0.0600,0.0400,-10.7500
0.0500,-0.2200,-10.1200
0.0800,0.3200,-10.3000
-0.0600,0.0500,-10.4400
0.1000,0.3500,-10.4500
-0.1300,0.0700,-10.1800
0.2300,0.3200,-10.1200
-0.2300,0.5100,-10.3100
0.1900,0.2500,-10.1600
-0.2000,0.3800,-9.9400
0.5900,14.8700,59.9800
-5.6200,29.6100,301.5700
11.8500,96.4100,102.3800
-6.8200,-20.8000,43.6600
4.5600,-41.0000,62.0300
0.7600,43.4400,34.6500
-7.8700,22.0800,-57.3900
-3.3400,-30.2600,-37.8200
5.9600,-4.3300,1.9900
3.7300,8.0900,20.0000
2.2200,10.4700,-12.7400
-4.4100,-6.8900,-37.8500
-2.8700,-4.3700,-1.3000
4.0700,2.9300,-6.5800
-2.3900,1.4300,-9.9600
-1.2900,-1.5700,-8.1400
2.9100,1.3100,-15.2300
-0.4500,-2.8000,-10.5500
-1.5300,0.7000,-6.9400
1.9800,0.3000,-10.7500
-1.9400,-0.0600,-12.3400
1.8400,-2.5300,-8.2400
-0.4300,0.4600,-10.1700
-0.5800,1.0500,-10.6900
0.8900,-1.3400,-8.9900
-0.2200,-0.9100,-10.2300
0.4400,1.1200,-8.8800
-0.4800,-1.1100,-10.8200
0.8000,0.0900,-8.9100
-0.7200,0.1230,-9.7600
0.7700,0.0710,-9.6300
-0.6500,-0.0050,-9.8400
0.6900,0.1350,-9.3400
-0.7400,0.4180,-9.8000
0.5500,0.1440,-9.8500
-0.4800,0.2790,-9.8100
0.2300,0.4840,-9.6500
-0.4300,0.5130,-10.1000
0.2100,-0.1450,-9.9400
4.9800,-10.3010,58.5200
0.4600,26.8939,153.5800
-12.4900,32.2385,33.5600
17.8800,-20.5907,-11.2800
0.5400,-17.9167,-49.4200
-8.3400,-2.9680,-11.9800
-0.1800,13.4940,6.9700
2.9000,9.4330,-1.5900
7.1100,-2.1750,-12.4400
-0.0400,-2.0720,-19.9400
-5.1200,-4.7660,-19.4100
-0.6800,0.8620,1.9300
0.3200,-4.0370,9.3900
-0.7800,-8.4520,1.5300
1.0200,0.0300,-11.3100
4.2600,-9.2600,-3.1900
-2.9100,-20.4900,65.4800
-9.7200,-15.5300,26.6000
-0.9900,4.2000,5.8600
9.1300,-7.5400,7.2100
-0.5100,-5.7500,-6.9700
-9.1300,-2.5000,-11.1500
4.3500,-1.3100,-0.4900
1.7800,-0.1000,-8.9300
1.0000,2.9200,-10.2100
-1.0400,0.2100,-10.1100
-0.7000,0.2500,-16.8200
5.1500,-1.7200,-9.2500
-6.6900,1.7900,-9.4400
-0.4900,-2.9600,-6.6700
3.6400,1.6500,-9.6600
-1.1700,1.8800,-10.6000
-1.2300,-0.0800,-10.4600
3.4600,3.3300,6.3200
6.0800,-1.4300,21.2000
4.6600,-2.2700,4.8100
10.3600,-0.0800,12.7100
7.7500,3.1000,17.2700
0.3200,9.9400,5.3000
-8.9200,0.9100,12.4000
3.0800,-8.5000,4.3900
5.6400,-2.5800,-11.4000
-6.0200,4.6300,-9.0100
-4.1400,1.4800,-1.2600
-4.2500,2.1100,3.0000
-7.2200,-1.9000,-11.6900
5.4900,-4.9100,-17.2700
3.6600,-1.9200,-8.8800
-2.0800,5.0800,-0.4200
6.6700,-4.7000,7.8200
3.9800,-0.6800,6.0700
-3.6900,-2.8200,6.7900
2.0800,-11.8300,18.2600
6.6300,-10.7000,21.4200
3.3400,-3.6700,7.5100
3.5200,2.4800,-6.6600
-6.4800,-1.6200,-10.5600
-9.4100,-4.1400,-8.9600
7.2100,3.9200,-9.9000
4.0600,1.2400,-10.3000
-1.1900,0.7200,-5.6700
-8.9100,-6.4800,3.3700
-4.3900,-0.3400,0.8800
0.8600,-1.9400,5.6900
-3.0800,-5.0600,2.1700
-1.6000,-2.3000,2.9200
3.5700,1.1200,5.3900
-1.7000,0.9400,1.3500
-1.7300,-3.6000,-1.4500
1.8000,-1.2300,-0.6800
0.6700,-1.5900,2.7300
-2.1900,-2.2700,-1.0700
1.0700,-2.3200,-2.6800
0.9700,-1.6000,-3.3400
-1.4000,-0.2300,-1.9500
-1.7200,-0.6500,-1.5600
-1.0400,-2.5700,-2.6100
-0.6700,-3.2900,-1.7100
-0.0800,-3.2700,-3.0400
-0.1600,-2.3400,-2.7700
0.0100,1.3400,3.0000
-0.1100,9.8700,7.1800
-1.1700,3.8400,2.1500
4.1800,-0.4700,2.0500
2.7600,5.0100,5.1900
-2.9400,7.8700,2.9900
1.3200,-1.4300,-1.5800
1.5000,-0.5900,-1.4600
0.4200,5.5900,-0.7800
1.2200,1.7900,-1.2900
-0.8600,-2.2300,0.9900
0.3300,-1.8600,-0.7400
0.4000,-1.1000,-2.2700
-1.7100,-1.0500,-2.6200
-1.6500,1.0200,-0.3200
0.0000,1.6200,-0.2600
2.3700,0.1400,-0.8600
1.7800,-0.2300,0.5800
-1.3100,-0.8800,1.0300
-1.4900,-0.8200,1.5600
-0.4700,0.3000,1.9000
-0.3200,1.2000,1.5900
1.0800,0.5600,1.3000
1.0000,-0.4800,0.3200
0.2200,-0.6200,0.3200
-0.4900,-0.6700,-0.4300
-0.7300,0.0500,-1.0100
-0.3100,0.5200,-1.2000
-0.1500,0.4500,-1.7300
0.4800,0.2200,-1.4100
0.5500,-0.2700,-1.0300
0.0400,-0.3300,-0.8100
0.0100,-0.2200,-0.0700
-0.4700,-0.0200,0.1200
-0.3800,0.3600,0.6200
0.1200,0.2400,1.3800
0.1500,0.0200,1.4400
0.4600,-0.2000,1.6700
0.0800,-0.3200,1.1700
-0.1100,-0.0700,0.7300
-0.3000,0.0500,0.1500
-0.2800,0.2400,-0.4100
0.1200,0.1500,-0.6400
0.0700,0.0200,-1.2000
0.3000,-0.0800,-1.2500
0.1000,-0.1700,-1.2500
-0.1700,-0.0600,-1.2300
-0.0700,0.0400,-0.6900
-0.2200,0.0900,-0.4000
-0.0100,0.1900,0.0800
0.2200,-0.0200,0.7400
0.0300,-0.1000,0.9500
0.1400,-0.1400,1.4000
-0.1000,-0.1000,1.3400
-0.1100,0.0700,1.1600
-0.0700,0.0900,0.7900
-0.0200,0.1100,0.2100
0.1300,-0.0300,-0.1200
0.0200,-0.0700,-0.6800
0.0800,-0.0700,-0.9200
-0.0400,-0.0400,-1.1000
-0.1200,0.0700,-1.2600
0.0300,0.0800,-1.0000
-0.0800,0.0400,-0.8300
0.0600,0.0300,-0.4300
0.1000,-0.0800,0.1100
-0.0500,-0.0500,0.4200
0.0500,-0.0100,0.9400
-0.0800,-0.0200,1.1200
-0.0300,0.0800,1.2100
0.0200,0.0000,1.1200
0.0100,0.0000,0.7400
0.0700,-0.0600,0.4300
-0.0300,-0.0400,-0.1400
0.0200,0.0100,-0.4700
-0.0400,0.0100,-0.7900
-0.0500,0.0700,-1.0600
0.0500,0.0200,-1.0300
-0.0400,-0.0100,-1.0000
0.0600,0.0100,-0.7900
0.0100,-0.0500,-0.4000
-0.0400,0.0100,-0.1100
0.0200,0.0100,0.4000
-0.0400,0.0200,0.7300
0.0000,0.0100,0.9800
0.0300,-0.0300,1.1300
0.0000,-0.0300,0.9800
0.0400,-0.0200,0.8100
-0.0400,-0.0100,0.4000
0.0100,0.0200,0.0000
-0.0200,0.0100,-0.3400
-0.0100,0.0300,-0.7300
0.0300,-0.0100,-0.8500
-0.0200,0.0000,-0.9700
0.0300,0.0000,-0.9400
-0.0100,0.0000,-0.7100
-0.0300,0.0200,-0.5100
0.0300,0.0100,-0.1000
-0.0400,0.0000,0.2600
0.0200,0.0000,0.5800
0.0200,-0.0200,0.9000
-0.0200,-0.0200,0.9500
0.0300,-0.0200,0.9700
-0.0200,0.0100,0.7300
0.0100,0.0100,0.4500
-0.0200,-0.0100,0.1000
0.0100,0.0000,-0.2900
0.0100,0.0000,-0.5400
-0.0100,0.0100,-0.7800
0.0100,-0.0000,-0.8800
-0.0100,0.0200,-0.8400
-0.0100,0.0100,-0.7300
0.0100,0.0000,-0.4600
-0.0100,0.0100,-0.1800
0.0100,-0.0100,0.1500
0.0000,-0.0100,0.5200
-0.0100,-0.0100,0.7200
0.0200,0.0000,0.8800
-0.0200,-0.0100,0.8700
0.0200,-0.0000,0.7100
-0.0100,-0.0100,0.4800
0.0000,0.0000,0.1300
0.0100,0.0000,-0.1600
-0.0100,0.0000,-0.4800
0.0100,0.0100,-0.6600
-0.0100,0.0100,-0.7700
-0.0100,0.0100,-0.8100
0.0200,-0.0000,-0.6500
-0.0200,0.0100,-0.4900
0.0100,0.0000,-0.2200
0.0000,-0.0100,0.1100
-0.0100,0.0100,0.3700
0.0100,-0.0100,0.6500
-0.0100,-0.0100,0.7600
0.0200,0.0000,0.7900
-0.0100,-0.0200,0.7000
0.0000,0.0100,0.4500
0.0100,-0.0200,0.2100
-0.0100,0.0200,-0.1100
0.0100,-0.0100,-0.3700
-0.0100,0.0100,-0.5700
0.0000,0.0100,-0.7000
0.0000,0.0100,-0.7100
0.0000,-0.0000,-0.6400
0.0000,0.0000,-0.4800
0.0000,0.0100,-0.2300
-0.0100,0.0000,0.0100
0.0100,-0.0100,0.3300
-0.0100,0.0000,0.5200
0.0100,0.0000,0.6800
0.0000,-0.0200,0.7200
0.0100,0.0000,0.6400
-0.0100,-0.0100,0.4800
0.0000,0.0100,0.2200
0.0100,-0.0100,-0.0500
-0.0100,0.0100,-0.2700
0.0000,0.0000,-0.5100
0.0000,-0.0000,-0.6000
0.0000,0.0200,-0.6500
0.0100,-0.0000,-0.6100
-0.0200,0.0000,-0.4500
0.0100,0.0100,-0.2700
0.0000,-0.0100,-0.0100
-0.0100,0.0100,0.2300
0.0100,-0.0100,0.4400
0.0000,-0.0100,0.6000
0.0000,0.0000,0.6500
0.0000,-0.0100,0.6000
0.0000,0.0000,0.4600
0.0100,-0.0100,0.2400
-0.0100,0.0100,0.0200
0.0000,-0.0100,-0.2200
0.0100,0.0100,-0.4200
